Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
3,1:30,2,9,CAR 45,3,17,Cam Newton pass complete short right to Curtis Samuel for 20 yards (tackle by Eddie Jackson),1.450,3.250
3,1:08,1,10,CHI 35,3,17,"Cam Newton pass complete short left to Jonathan Stewart for 14 yards (tackle by Sam Acho). Penalty on Amini Silatolu: Offensive Holding, 10 yards (no play)",3.250,2.590
3,0:37,1,20,CHI 45,3,17,Christian McCaffrey right end for -2 yards (tackle by Akiem Hicks),2.590,1.080
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,22,CHI 47,3,17,Cam Newton left guard for 1 yard (tackle by Leonard Floyd),1.080,0.560
4,14:13,3,21,CHI 46,3,17,Cam Newton right end for 8 yards (tackle by Eddie Jackson),0.560,0.720
4,13:28,4,13,CHI 38,3,17,"Michael Palardy punts 38 yards, touchback. Penalty on Akiem Hicks: Offensive Holding, 10 yards",0.720,0.380
4,13:21,1,10,CHI 10,3,17,Jordan Howard left tackle for 2 yards (tackle by Kawann Short),-0.380,-0.630
4,12:44,2,8,CHI 12,3,17,Jordan Howard right end for 2 yards (tackle by Shaq Thompson),-0.630,-0.950
4,11:59,3,6,CHI 14,3,17,Mitch Trubisky sacked by Kawann Short for -4 yards,-0.950,-2.490
4,11:29,4,10,CHI 10,3,17,Pat O'Donnell punts 66 yards,-2.490,-0.540
4,11:17,1,10,CAR 24,3,17,Cam Newton pass complete short left to Devin Funchess for 6 yards (tackle by Prince Amukamara),0.540,0.810
4,10:45,2,4,CAR 30,3,17,Christian McCaffrey left guard for 2 yards (tackle by Danny Trevathan),0.810,0.370
4,9:57,3,2,CAR 32,3,17,Cam Newton pass incomplete short left intended for Kelvin Benjamin,0.370,-1.240
4,9:52,4,2,CAR 32,3,17,Michael Palardy punts 53 yards,-1.240,0.220
4,9:42,1,10,CHI 15,3,17,Jordan Howard right guard for 5 yards (tackle by Bryan Cox),-0.220,0.080
4,9:09,2,5,CHI 20,3,17,Jordan Howard left end for 4 yards (tackle by David Mayo),0.080,-0.270
4,8:28,3,1,CHI 24,3,17,Jordan Howard left tackle for -4 yards (tackle by Bryan Cox),-0.270,-2.030
4,7:38,4,5,CHI 20,3,17,"Pat O'Donnell punts 51 yards, returned by Christian McCaffrey for 7 yards (tackle by Jonathan Anderson)",-2.030,-1.330
4,7:26,1,10,CAR 36,3,17,Cam Newton pass incomplete short middle intended for Christian McCaffrey,1.330,0.790
4,7:22,2,10,CAR 36,3,17,Cam Newton pass incomplete deep middle intended for Ed Dickson (defended by Adrian Amos),0.790,0.100
4,7:17,3,10,CAR 36,3,17,Cam Newton pass incomplete short right intended for Christian McCaffrey is intercepted by Danny Trevathan at CAR-46 and returned for 8 yards,0.100,-3.050
4,7:07,1,10,CAR 38,3,17,"Mitch Trubisky pass complete short left to Tarik Cohen for 10 yards (tackle by Daryl Worley). Penalty on Tanner Gentry: Illegal Formation, 5 yards (no play)",3.050,2.720
4,6:41,1,15,CAR 43,3,17,"Penalty on Bobby Massie: False Start, 5 yards (no play)",2.720,2.390
4,6:16,1,20,CAR 48,3,17,Jordan Howard right guard for 5 yards (tackle by David Mayo),2.390,1.830
4,5:37,2,15,CAR 43,3,17,Mitch Trubisky pass complete short right to Zach Miller for 5 yards (tackle by James Bradberry and Shaq Thompson),1.830,1.820
4,4:46,3,10,CAR 38,3,17,"Penalty on Mitch Trubisky: Delay of Game, 5 yards (no play)",1.820,1.160
4,4:46,3,15,CAR 43,3,17,Mitch Trubisky sacked by Mario Addison for -3 yards,1.160,0.000
4,4:37,,,,,,Timeout #1 by Carolina Panthers,0.000,-0.200
4,4:37,4,18,CAR 46,3,17,"Pat O'Donnell punts 35 yards, fair catch by Christian McCaffrey",0.200,0.370
4,4:29,1,10,CAR 11,3,17,Cam Newton pass complete short middle to Ed Dickson for 4 yards (tackle by Christian Jones),-0.370,-0.430
4,4:03,2,6,CAR 15,3,17,Cam Newton sacked by Pernell McPhee for -6 yards,-0.430,-1.650
4,3:49,3,12,CAR 9,3,17,Cam Newton pass incomplete deep right intended for Russell Shepard,-1.650,-2.490
4,3:44,4,12,CAR 9,3,17,"Michael Palardy punts 55 yards, fair catch by Tarik Cohen",-2.490,-1.330
4,3:36,1,10,CHI 36,3,17,Jordan Howard left guard for 5 yards (tackle by Mike Adams),1.330,0.000
4,3:31,,,,,,Timeout #2 by Carolina Panthers,0.000,-1.470
4,3:31,2,5,CHI 41,3,17,Jordan Howard left end for 4 yards (tackle by Thomas Davis),1.470,0.000
4,3:26,,,,,,Timeout #3 by Carolina Panthers,0.000,-1.290
4,3:26,3,1,CHI 45,3,17,Jordan Howard right guard for 5 yards (tackle by Mike Adams and Colin Jones),1.290,2.260
4,2:40,1,10,,3,17,Jordan Howard right end for 11 yards (tackle by David Mayo),2.260,2.980
4,2:00,1,10,CAR 39,3,17,Mitch Trubisky kneels for -2 yards,2.980,2.170
4,1:18,2,12,CAR 41,3,17,Mitch Trubisky kneels for -2 yards,2.170,1.220
4,0:35,3,14,CAR 43,3,17,Mitch Trubisky kneels for -1 yards,1.220,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
