Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
1,3:47,,,ARI 35,3,7,"Phil Dawson kicks off 64 yards, returned by Bashaud Breeland for 17 yards (tackle by Scooby Wright)",0.000,-0.040
1,3:40,1,10,WAS 18,3,7,Kirk Cousins pass complete short middle to Josh Doctson for 14 yards (tackle by Tyrann Mathieu),0.040,1.070
1,3:05,1,10,WAS 32,3,7,Samaje Perine middle for 2 yards (tackle by Kareem Martin and Deone Bucannon),1.070,0.800
1,2:41,2,8,WAS 34,3,7,Kirk Cousins pass incomplete deep middle intended for Josh Doctson,0.800,0.100
1,2:38,3,8,WAS 34,3,7,Kirk Cousins left guard for 1 yard (tackle by Olsen Pierre),0.100,-1.040
1,2:07,4,7,WAS 35,3,7,"Tress Way punts 54 yards, returned by Brittan Golden for 1 yard (tackle by Quinton Dunbar)",-1.040,0.350
1,1:57,1,10,ARI 12,3,7,Kerwynn Williams right guard for 3 yards (tackle by Evander Hood and Stacy McGee),-0.350,-0.500
1,1:10,2,7,ARI 15,3,7,Kerwynn Williams right end for no gain (tackle by Josh Norman),-0.500,0.000
1,0:24,,,,,,Timeout #2 by Arizona Cardinals,0.000,1.070
1,0:24,3,7,ARI 15,3,7,Blaine Gabbert pass incomplete short right intended for D.J. Foster,-1.070,-2.440
1,0:20,4,7,ARI 15,3,7,Andy Lee punts 48 yards,-2.440,-1.400
1,0:08,1,10,WAS 37,3,7,Samaje Perine right guard for 1 yard (tackle by Tyrann Mathieu),1.400,0.990
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,WAS 38,3,7,"Penalty on Kapri Bibbs: False Start, 5 yards (no play)",0.990,0.320
2,15:00,2,14,WAS 33,3,7,Kirk Cousins pass complete short right to Kapri Bibbs for 10 yards (tackle by Karlos Dansby),0.320,0.960
2,14:25,3,4,WAS 43,3,7,Kirk Cousins pass complete short middle to Jamison Crowder for 5 yards (tackle by Karlos Dansby),0.960,2.130
2,13:47,1,10,WAS 48,3,7,"Kirk Cousins pass incomplete deep middle intended for Josh Doctson. Penalty on Tramon Williams: Defensive Pass Interference, 16 yards (no play)",2.130,3.180
2,13:43,1,10,ARI 36,3,7,Kirk Cousins pass incomplete short middle intended for Ryan Grant (defended by Patrick Peterson),3.180,2.640
2,13:39,2,10,ARI 36,3,13,"Kirk Cousins pass complete short right to Kapri Bibbs for 36 yards, touchdown",2.640,7.000
2,13:27,,,ARI 15,3,14,Dustin Hopkins kicks extra point good,0.000,0.000
2,13:27,,,WAS 35,3,14,"Dustin Hopkins kicks off 61 yards, returned by Brittan Golden for 22 yards (tackle by Josh Harvey-Clemons)",0.000,-0.670
2,13:20,1,10,ARI 26,3,14,Kerwynn Williams right end for 4 yards (tackle by Martrell Spaight),0.670,0.670
2,12:39,2,6,ARI 30,3,14,Blaine Gabbert pass incomplete short left intended for Kerwynn Williams,0.670,-0.030
2,12:35,3,6,ARI 30,3,14,Blaine Gabbert pass complete short left to Troy Niklas for 17 yards (tackle by Zach Vigil),-0.030,2.060
2,11:51,1,10,ARI 47,3,14,Kerwynn Williams middle for 5 yards (tackle by Martrell Spaight),2.060,2.190
2,11:13,2,5,WAS 48,3,14,Kerwynn Williams middle for 4 yards (tackle by Stacy McGee),2.190,2.020
2,10:37,3,1,WAS 44,3,14,"Blaine Gabbert for no gain. Blaine Gabbert fumbles, recovered by Elijhaa Penny at WAS-44",2.020,0.330
2,9:57,4,1,WAS 44,3,14,Blaine Gabbert left guard for 1 yard (tackle by Evander Hood and A.J. Francis),0.330,2.720
2,9:10,1,10,WAS 43,3,14,"Penalty on Blaine Gabbert: Delay of Game, 5 yards (no play)",2.720,2.390
2,9:10,1,15,WAS 48,3,14,"Blaine Gabbert pass incomplete deep right intended for Jaron Brown. Penalty on Josh Norman: Defensive Pass Interference, 24 yards (no play)",2.390,3.970
2,9:04,1,10,WAS 24,3,14,Kerwynn Williams middle for 2 yards (tackle by Martrell Spaight and Stacy McGee),3.970,3.700
2,8:25,2,8,WAS 22,3,14,Kerwynn Williams right end for 5 yards (tackle by Deshazor Everett),3.700,3.750
2,7:44,3,3,WAS 17,3,14,Blaine Gabbert pass incomplete short right intended for Jaron Brown,3.750,2.410
,,,,,,,"WAS challenged the incomplete pass ruling, and the play was upheld.",,
2,7:38,4,3,WAS 17,6,14,Phil Dawson 35 yard field goal good,2.410,3.000
2,7:35,,,ARI 35,6,14,"Phil Dawson kicks off 60 yards, returned by Bashaud Breeland for 30 yards (tackle by Elijhaa Penny)",0.000,-1.270
2,7:29,1,10,WAS 35,6,14,"Samaje Perine left end for no gain (tackle by Josh Bynes). Penalty on Corey Peters: Face Mask (15 Yards), 15 yards (no play)",1.270,2.260
2,6:58,1,10,,6,14,Kirk Cousins pass complete short right to Ryan Grant for 5 yards (tackle by Josh Bynes and Patrick Peterson),2.260,2.390
2,6:35,2,5,ARI 45,6,14,Samaje Perine right end for -1 yards (tackle by Corey Peters),2.390,1.550
2,6:12,3,6,ARI 46,6,14,Kirk Cousins sacked by Chandler Jones for -9 yards,1.550,-0.390
2,5:34,4,15,WAS 45,6,14,"Tress Way punts 55 yards, touchback",-0.390,-0.280
2,5:26,1,10,ARI 20,6,14,JJ Nelson right end for 7 yards (tackle by Bashaud Breeland),0.280,0.680
2,4:49,2,3,ARI 27,6,14,Kerwynn Williams middle for 6 yards (tackle by D.J. Swearinger and Deshazor Everett),0.680,1.140
2,4:11,1,10,ARI 33,6,14,Blaine Gabbert pass complete deep left to JJ Nelson for 46 yards (tackle by D.J. Swearinger),1.140,4.170
2,3:24,1,10,WAS 21,6,14,Kerwynn Williams right guard for 3 yards (tackle by Zach Vigil and Matthew Ioannidis),4.170,4.040
2,2:41,2,7,WAS 18,6,14,Blaine Gabbert pass incomplete short right intended for Gabe Holmes,4.040,3.310
2,2:36,3,7,WAS 18,6,14,Blaine Gabbert pass complete short left to Jaron Brown for 9 yards (tackle by Bashaud Breeland),3.310,5.140
2,2:01,1,9,WAS 9,6,14,"Blaine Gabbert pass incomplete short right intended for Ricky Seals-Jones is intercepted by Preston Smith at WAS-8 and returned for 18 yards. Penalty on Alex Boone: Horse Collar Tackle, 15 yards",5.140,-1.660
2,1:50,1,10,WAS 41,6,14,"Kirk Cousins pass complete short left to Vernon Davis for 7 yards (tackle by Antoine Bethea). Vernon Davis fumbles (forced by Antoine Bethea), recovered by Tramon Williams at ARI-49 and returned for 18 yards (tackle by Arie Kouandjio)",1.660,-3.380
2,1:39,1,10,WAS 33,6,14,Elijhaa Penny right guard for 4 yards (tackle by Martrell Spaight),3.380,3.380
2,1:02,2,6,WAS 29,6,14,Blaine Gabbert pass incomplete short right intended for Elijhaa Penny,3.380,2.680
2,0:57,3,6,WAS 29,6,14,"Penalty on Chad Williams: False Start, 5 yards (no play)",2.680,2.010
2,0:57,3,11,WAS 34,6,14,Blaine Gabbert pass complete short left to Larry Fitzgerald for 10 yards (tackle by Kendall Fuller),2.010,0.000
2,0:52,,,,,,Timeout #3 by Arizona Cardinals,0.000,-2.020
2,0:52,4,1,WAS 24,6,14,Blaine Gabbert middle for 2 yards (tackle by Stacy McGee),2.020,4.110
2,0:35,1,10,WAS 22,6,14,Blaine Gabbert pass incomplete deep right intended for Jaron Brown (defended by Josh Norman),4.110,3.560
2,0:30,2,10,WAS 22,6,14,Blaine Gabbert pass complete short right to Troy Niklas for 21 yards (tackle by Kendall Fuller and D.J. Swearinger),3.560,6.970
2,0:10,1,1,WAS 1,6,14,Blaine Gabbert pass incomplete,6.970,5.910
2,0:10,2,1,WAS 1,6,14,Blaine Gabbert pass incomplete short left intended for D.J. Foster,5.910,5.170
2,0:07,3,1,WAS 1,6,14,Blaine Gabbert pass incomplete short left intended for D.J. Foster (defended by Anthony Lanier),5.170,3.550
2,0:04,4,1,WAS 1,9,14,Phil Dawson 19 yard field goal good,3.550,3.000
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,9,14,"Phil Dawson kicks off 43 yards, recovered by Budda Baker",0.000,4.110
3,14:59,1,10,WAS 22,9,14,Kerwynn Williams middle for 6 yards (tackle by Zach Vigil),4.110,4.460
3,14:25,2,4,WAS 16,9,14,Kerwynn Williams left tackle for no gain (tackle by Preston Smith),4.460,3.740
3,13:45,3,4,WAS 16,9,14,Blaine Gabbert pass incomplete short left intended for Troy Niklas,3.740,2.450
3,13:39,4,4,WAS 16,12,14,Phil Dawson 34 yard field goal good,2.450,3.000
3,13:37,,,ARI 35,12,14,"Phil Dawson kicks off 63 yards, returned by Bashaud Breeland for 14 yards (tackle by Jaron Brown)",0.000,0.140
3,13:32,1,10,WAS 16,12,14,Kirk Cousins pass incomplete deep left intended for Vernon Davis,-0.140,-0.660
3,13:27,2,10,WAS 16,12,14,Samaje Perine left end for 1 yard (tackle by Chandler Jones),-0.660,-1.200
3,12:46,3,9,WAS 17,12,14,Kirk Cousins pass complete short middle to Jamison Crowder for 7 yards (tackle by Tyrann Mathieu),-1.200,-1.770
3,12:12,4,2,WAS 24,12,14,"Tress Way punts 54 yards, returned by Brittan Golden for 9 yards (tackle by Deshazor Everett)",-1.770,-1.000
3,12:01,1,10,ARI 31,12,14,Blaine Gabbert pass incomplete deep left intended for Ricky Seals-Jones (defended by Deshazor Everett),1.000,0.460
3,11:54,2,10,ARI 31,12,14,Blaine Gabbert pass complete short middle to Ricky Seals-Jones for 7 yards (tackle by Martrell Spaight),0.460,0.700
3,11:10,3,3,ARI 38,12,14,Blaine Gabbert pass complete short right to D.J. Foster for 2 yards (tackle by Kendall Fuller and Josh Norman),0.700,-0.720
3,10:39,4,1,ARI 40,12,14,Andy Lee punts 54 yards,-0.720,0.380
3,10:27,1,10,WAS 6,12,14,Samaje Perine right end for 4 yards (tackle by Patrick Peterson),-0.380,-0.490
3,9:52,2,6,WAS 10,12,14,Kirk Cousins pass complete short right to Jamison Crowder for 14 yards,-0.490,0.540
3,9:16,1,10,WAS 24,12,14,Samaje Perine right end for 4 yards (tackle by Kareem Martin),0.540,0.540
3,8:38,2,6,WAS 28,12,14,Kirk Cousins pass complete short right to Niles Paul for 11 yards (tackle by Budda Baker),0.540,1.530
3,8:05,1,10,WAS 39,12,14,"Penalty on Vernon Davis: False Start, 5 yards (no play)",1.530,1.200
3,7:40,1,15,WAS 34,12,14,"Kirk Cousins pass incomplete short middle intended for Kapri Bibbs. Penalty on Olsen Pierre: Defensive Holding, 5 yards (no play)",1.200,1.530
3,7:35,1,10,WAS 39,12,14,Samaje Perine left tackle for 4 yards (tackle by Olsen Pierre and Robert Nkemdiche),1.530,1.530
3,7:09,2,6,WAS 43,12,14,Kirk Cousins pass complete short left to Samaje Perine for 23 yards (tackle by Tramon Williams and Josh Bynes),1.530,3.310
3,6:30,1,10,ARI 34,12,14,Kirk Cousins pass complete short right to Jamison Crowder for 24 yards (tackle by Patrick Peterson),3.310,4.910
3,5:54,1,10,ARI 10,12,14,LeShun Daniels middle for 2 yards (tackle by Corey Peters and Haason Reddick),4.910,4.570
3,5:15,2,8,ARI 8,12,14,Kirk Cousins pass complete short left to Josh Doctson for 2 yards (tackle by Tramon Williams),4.570,4.040
3,4:32,3,6,ARI 6,12,14,Kirk Cousins pass incomplete short left intended for Vernon Davis (defended by Tramon Williams),4.040,2.990
3,4:27,4,6,ARI 6,12,17,Dustin Hopkins 24 yard field goal good,2.990,3.000
3,4:23,,,WAS 35,12,17,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
3,4:23,1,10,ARI 25,12,17,Kerwynn Williams left guard for 1 yard (tackle by Kendall Fuller),0.610,0.200
3,3:45,2,9,ARI 26,12,17,Blaine Gabbert pass incomplete deep left intended for Ricky Seals-Jones (defended by Bashaud Breeland),0.200,-0.490
3,3:38,3,9,ARI 26,12,17,Blaine Gabbert pass incomplete short right intended for Larry Fitzgerald (defended by Anthony Lanier),-0.490,-1.630
3,3:34,4,9,ARI 26,12,17,"Andy Lee punts 62 yards, returned by Jamison Crowder for 9 yards (tackle by Justin Bethel)",-1.630,-0.340
3,3:24,1,10,WAS 21,12,17,"Samaje Perine right end for 23 yards (tackle by Tyrann Mathieu). Penalty on Morgan Moses: Offensive Holding, 10 yards (no play)",0.340,-0.720
3,2:56,1,20,WAS 11,12,17,Kirk Cousins pass complete short middle to Ryan Grant for 15 yards (tackle by Antoine Bethea and Deone Bucannon),-0.720,0.480
3,2:24,2,5,WAS 26,12,17,Kapri Bibbs right tackle for 6 yards (tackle by Kareem Martin),0.480,1.070
3,1:45,1,10,WAS 32,12,17,Josh Doctson right end for -14 yards (tackle by Kareem Martin),1.070,-1.470
3,0:59,2,24,WAS 18,12,17,Kirk Cousins pass complete short left to Kapri Bibbs for 1 yard (tackle by Deone Bucannon),-1.470,-2.010
3,0:14,3,23,WAS 19,12,17,Kirk Cousins pass complete short right to Kapri Bibbs for no gain,-2.010,-2.140
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,23,WAS 19,12,17,"Tress Way punts 56 yards, returned by Brittan Golden for 14 yards (tackle by Deshazor Everett)",-2.140,-1.530
4,14:50,1,10,ARI 39,12,17,Elijhaa Penny left guard for 6 yards (tackle by A.J. Francis and Evander Hood),1.530,1.800
4,14:14,2,4,ARI 45,12,17,Elijhaa Penny middle for 14 yards (tackle by Deshazor Everett),1.800,2.850
4,13:36,1,10,WAS 41,12,17,Blaine Gabbert pass incomplete deep left intended for JJ Nelson,2.850,2.310
4,13:30,2,10,WAS 41,12,17,Elijhaa Penny right guard for 5 yards (tackle by Matthew Ioannidis),2.310,2.280
4,12:47,3,5,WAS 36,12,17,Blaine Gabbert pass incomplete short right intended for D.J. Foster,2.280,0.880
4,12:42,4,5,WAS 36,12,17,"Phil Dawson 54 yard field goal good. Penalty on A.J. Francis: Leverage, 15 yards (no play)",0.880,4.170
4,12:37,1,10,WAS 21,12,17,Elijhaa Penny middle for 7 yards (tackle by Zach Vigil),4.170,4.740
4,12:03,2,3,WAS 14,12,17,Elijhaa Penny left guard for no gain (tackle by Ryan Kerrigan),4.740,4.020
4,11:21,3,3,WAS 14,12,17,Blaine Gabbert pass incomplete short right intended for D.J. Foster,4.020,2.610
4,11:18,4,3,WAS 14,15,17,Phil Dawson 32 yard field goal good,2.610,3.000
4,11:13,,,ARI 35,15,17,"Phil Dawson kicks off 64 yards, returned by Maurice Harris for 34 yards (tackle by Tyrann Mathieu)",0.000,-1.270
4,11:07,1,10,WAS 35,15,17,Samaje Perine left end for 6 yards (tackle by Deone Bucannon and Rodney Gunter),1.270,1.530
4,10:21,2,4,WAS 41,15,17,Samaje Perine right end for no gain (tackle by Kareem Martin),1.530,0.830
4,9:39,3,4,WAS 41,15,17,Kirk Cousins pass incomplete short right intended for Jamison Crowder,0.830,-0.650
4,9:32,4,4,WAS 41,15,17,"Tress Way punts 47 yards, returned by Brittan Golden for 4 yards (tackle by Joshua Holsey)",-0.650,0.140
4,9:21,1,10,ARI 16,15,17,Elijhaa Penny left tackle for -4 yards (tackle by D.J. Swearinger),-0.140,-1.070
4,8:37,2,14,ARI 12,15,17,Blaine Gabbert sacked by Preston Smith for -5 yards,-1.070,-2.470
4,8:05,3,19,ARI 7,15,17,Blaine Gabbert pass incomplete short left intended for Larry Fitzgerald (defended by Junior Galette),-2.470,-2.490
4,8:02,4,19,ARI 7,15,17,"Andy Lee punts 46 yards, returned by Jamison Crowder for 9 yards (tackle by Brittan Golden)",-2.490,-2.650
4,7:51,1,10,ARI 44,15,17,Samaje Perine right end for 4 yards (tackle by Corey Peters),2.650,2.650
4,7:08,2,6,ARI 40,15,17,Kirk Cousins pass complete short middle to Vernon Davis for 11 yards (tackle by Deone Bucannon),2.650,3.640
4,6:33,1,10,ARI 29,15,17,Samaje Perine middle for 4 yards (tackle by Scooby Wright and Deone Bucannon),3.640,3.640
4,6:01,2,6,ARI 25,15,17,Kirk Cousins pass complete short right to Samaje Perine for 6 yards (tackle by Patrick Peterson),3.640,4.310
4,5:21,1,10,ARI 19,15,17,Kirk Cousins pass incomplete deep left intended for Jamison Crowder,4.310,3.750
4,5:16,2,10,ARI 19,15,17,Samaje Perine middle for 5 yards (tackle by Antoine Bethea and Frostee Rucker),3.750,3.760
4,4:38,3,5,ARI 14,15,17,Kirk Cousins pass incomplete short right intended for Josh Doctson,3.760,2.560
4,4:35,4,5,ARI 14,15,20,Dustin Hopkins 32 yard field goal good,2.560,3.000
4,4:30,,,WAS 35,15,20,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
4,4:30,1,10,ARI 25,15,20,Blaine Gabbert for 10 yards,0.610,1.270
4,4:23,1,10,ARI 35,15,20,Blaine Gabbert pass complete deep right to Larry Fitzgerald for 25 yards (tackle by Kendall Fuller),1.270,2.920
4,3:49,1,10,WAS 40,15,20,Elijhaa Penny left end for 5 yards (tackle by Martrell Spaight and Bashaud Breeland),2.920,3.050
4,3:15,2,5,WAS 35,15,20,Blaine Gabbert pass incomplete short left intended for JJ Nelson,3.050,2.340
4,3:10,3,5,WAS 35,15,20,"Blaine Gabbert sacked by Ryan Kerrigan for -10 yards. Blaine Gabbert fumbles, recovered by Blaine Gabbert at ARI-47",2.340,-0.260
4,3:10,4,23,ARI 47,15,20,"Andy Lee punts 41 yards, fair catch by Jamison Crowder",-0.260,0.350
4,2:26,1,10,WAS 12,15,20,Samaje Perine left tackle for 2 yards (tackle by Deone Bucannon),-0.350,0.000
4,2:21,,,,,,Timeout #1 by Arizona Cardinals,0.000,0.610
4,2:21,2,8,WAS 14,15,20,Kirk Cousins pass incomplete short left intended for Niles Paul (defended by Kareem Martin),-0.610,-1.190
4,2:17,3,8,WAS 14,15,20,Kapri Bibbs right tackle for no gain (tackle by Corey Peters and Frostee Rucker),-1.190,0.000
4,2:12,,,,,,Timeout #2 by Arizona Cardinals,0.000,2.470
4,2:12,4,8,WAS 14,15,20,"Tress Way punts 53 yards, returned by Brittan Golden for 15 yards (tackle by Nick Sundberg)",-2.470,-2.130
4,1:59,1,10,ARI 48,15,20,Blaine Gabbert pass complete short middle to Troy Niklas for 3 yards (tackle by Zach Vigil),2.130,1.990
4,1:41,2,7,WAS 49,15,20,Blaine Gabbert middle for 8 yards (tackle by Josh Norman),1.990,2.850
4,1:18,1,10,WAS 41,15,20,"Penalty on JJ Nelson: False Start, 5 yards (no play)",2.850,2.520
4,1:03,1,15,WAS 46,15,20,Blaine Gabbert pass complete short right to D.J. Foster for 6 yards (tackle by Josh Harvey-Clemons),2.520,2.440
4,0:58,2,9,WAS 40,15,20,Blaine Gabbert pass complete short left to D.J. Foster for 6 yards (tackle by Zach Vigil),2.440,2.540
4,0:40,3,3,WAS 34,15,20,"Blaine Gabbert pass incomplete short middle intended for Larry Fitzgerald. Penalty on Kendall Fuller: Defensive Pass Interference, 13 yards (no play)",2.540,4.170
4,0:37,1,10,WAS 21,15,20,Blaine Gabbert pass incomplete deep middle intended for Troy Niklas (defended by Zach Vigil),4.170,3.630
4,0:32,2,10,WAS 21,15,20,Blaine Gabbert pass incomplete short middle intended for Troy Niklas (defended by Anthony Lanier),3.630,2.940
4,0:28,3,10,WAS 21,15,20,Blaine Gabbert pass incomplete short right intended for Larry Fitzgerald (defended by Kendall Fuller),2.940,2.060
4,0:23,4,10,WAS 21,15,20,"Blaine Gabbert pass incomplete short middle intended for Larry Fitzgerald (defended by D.J. Swearinger). Penalty on D.J. Swearinger: Unsportsmanlike Conduct, 10 yards",2.060,0.720
4,0:16,1,20,WAS 11,15,20,Kirk Cousins kneels for -1 yards,-0.720,-1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
