Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
4,10:45,2,1,PHI 44,20,16,Ryan Mathews left guard for 6 yards (tackle by William Compton),1.940,2.260
4,10:07,1,10,,20,16,"Ryan Mathews left end for 8 yards (tackle by Chris Culliver). Penalty on Brent Celek: Offensive Holding, 10 yards (no play)",2.260,1.600
4,9:48,1,20,PHI 40,20,16,Sam Bradford pass complete short middle to Miles Austin for 12 yards (tackle by William Compton and Keenan Robinson),1.600,1.980
4,9:13,2,8,WAS 48,20,16,Darren Sproles left guard for 2 yards (tackle by Kyshoen Jarrett and William Compton),1.980,1.550
4,8:47,3,6,WAS 46,20,16,Sam Bradford pass incomplete short left intended for Darren Sproles,1.550,0.200
4,8:42,4,6,WAS 46,20,16,"Donnie Jones punts 36 yards, fair catch by Jamison Crowder",0.200,0.380
4,8:35,1,10,WAS 10,20,16,Kirk Cousins pass incomplete short middle intended for Alfred Morris,-0.380,-0.780
4,8:29,2,10,WAS 10,20,16,Kirk Cousins pass incomplete short right intended for Ryan Grant,-0.780,-1.420
4,8:23,3,10,WAS 10,20,16,Kirk Cousins pass complete short left to Jamison Crowder for no gain,-1.420,-2.490
4,7:41,4,10,WAS 10,20,16,"Tress Way punts 40 yards, fair catch by Darren Sproles",-2.490,-2.260
4,7:32,1,10,,20,16,DeMarco Murray middle for 3 yards (tackle by Preston Smith and Chris Baker),2.260,2.120
4,6:56,2,7,WAS 47,20,16,Darren Sproles left end for 2 yards (tackle by William Compton),2.120,1.690
4,6:20,3,5,WAS 45,20,16,Sam Bradford pass incomplete short middle intended for Jordan Matthews (defended by Kyshoen Jarrett),1.690,0.270
4,6:15,4,5,WAS 45,20,16,"Donnie Jones punts 45 yards, touchback. Penalty on Bashaud Breeland: Illegal Use of Hands, 10 yards",0.270,0.380
4,6:05,1,10,WAS 10,20,16,Alfred Morris right end for 16 yards (tackle by Walter Thurmond and E.J. Biggers),-0.380,0.670
4,5:38,1,10,WAS 26,20,16,Alfred Morris left end for 6 yards (tackle by E.J. Biggers),0.670,0.940
4,4:58,2,4,WAS 32,20,16,Chris Thompson right end for 3 yards (tackle by DeMeco Ryans),0.940,0.630
4,4:19,3,1,WAS 35,20,16,Kirk Cousins pass complete short right to Jordan Reed for 2 yards (tackle by Malcolm Jenkins),0.630,1.400
4,3:41,1,10,WAS 37,20,16,Kirk Cousins pass incomplete deep right intended for Rashad Ross,1.400,0.860
4,3:35,2,10,WAS 37,20,16,"Kirk Cousins pass complete short middle to Derek Carrier for 6 yards (tackle by Fletcher Cox). Penalty on Nolan Carroll: Defensive Holding, 5 yards (no play)",0.860,1.730
4,3:24,1,10,WAS 42,20,16,Alfred Morris middle for 13 yards (tackle by Connor Barwin),1.730,2.590
4,2:43,1,10,PHI 45,20,16,Alfred Morris right tackle for 3 yards (tackle by Beau Allen),2.590,2.450
4,2:07,2,7,PHI 42,20,16,Kirk Cousins pass complete short right to Ryan Grant for 8 yards (tackle by Malcolm Jenkins),2.450,3.310
4,2:00,1,10,PHI 34,20,16,Kirk Cousins pass complete short left to Jamison Crowder for 4 yards (tackle by E.J. Biggers),3.310,3.310
4,1:32,2,6,PHI 30,20,16,Kirk Cousins pass incomplete short right intended for Ryan Grant (defended by Eric Rowe),3.310,2.610
4,1:27,3,6,PHI 30,20,16,"Kirk Cousins middle for 8 yards (tackle by Walter Thurmond). Penalty on Brandon Scherff: Offensive Holding (Offsetting), Penalty on Nolan Carroll: Defensive Holding (Offsetting) (no play)",2.610,2.610
4,1:18,3,6,PHI 30,20,16,Kirk Cousins pass complete short middle to Pierre Garcon for 14 yards (tackle by E.J. Biggers),2.610,4.510
4,0:46,1,10,PHI 16,20,16,Kirk Cousins pass incomplete short middle intended for Jordan Reed,4.510,4.510
4,0:46,1,10,PHI 16,20,16,Timeout #1 by Washington Redskins,4.510,3.900
4,0:42,2,10,PHI 16,20,16,Kirk Cousins pass complete short middle to Pierre Garcon for 12 yards (tackle by DeMeco Ryans and Walter Thurmond),3.900,3.900
4,0:35,2,10,PHI 16,20,16,Timeout #2 by Washington Redskins,3.900,6.280
4,0:35,1,4,PHI 4,20,16,Kirk Cousins pass incomplete short right intended for Jamison Crowder,6.280,5.340
4,0:31,2,4,PHI 4,20,22,"Kirk Cousins pass complete short left to Pierre Garcon for 4 yards, touchdown",5.340,7.000
4,0:31,,,PHI 4,20,23,Dustin Hopkins kicks extra point good,0.000,0.000
4,0:31,,,WAS 35,20,23,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
4,0:26,1,10,PHI 20,20,23,Sam Bradford pass complete short middle to Zach Ertz for 7 yards (tackle by Kyshoen Jarrett),0.280,0.280
4,0:20,1,10,PHI 20,20,23,Timeout #1 by Philadelphia Eagles,0.280,0.680
4,0:20,2,3,PHI 27,20,23,Sam Bradford sacked by Trent Murphy for -7 yards,0.680,0.680
4,0:15,2,3,PHI 27,20,23,Timeout #2 by Philadelphia Eagles,0.680,-0.960
4,0:15,3,10,PHI 20,20,23,Sam Bradford sacked by Ryan Kerrigan for -6 yards,-0.960,-0.960
4,0:10,3,10,PHI 20,20,23,Timeout #3 by Philadelphia Eagles,-0.960,-2.470
4,0:10,4,16,PHI 14,20,23,"Sam Bradford pass complete short left to Jordan Matthews for 12 yards, lateral to Nelson Agholor for 4 yards. Nelson Agholor fumbles, recovered by Trent Murphy at PHI-30 (tackle by Darren Sproles)",-2.470,-0.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
