Quarter,Time,Down,ToGo,Location,PHI,CIN,Detail,EPB,EPA
2,11:57,2,15,PHI 46,0,10,Carson Wentz pass complete short right to Zach Ertz for 6 yards (tackle by Dre Kirkpatrick),1.110,1.220
2,11:17,3,9,CIN 48,0,10,Carson Wentz pass complete short middle to Trey Burton for 15 yards (tackle by Vontaze Burfict and George Iloka),1.220,3.380
2,10:37,1,10,CIN 33,0,10,Darren Sproles left guard for 1 yard (tackle by Pat Sims),3.380,2.970
2,9:56,2,9,CIN 32,0,10,Carson Wentz pass incomplete short right intended for Kenjon Barner,2.970,2.280
2,9:51,3,9,CIN 32,0,10,Wendell Smallwood right guard for -1 yards (tackle by Carlos Dunlap and Karlos Dansby),2.280,1.150
2,9:16,4,10,CIN 33,0,10,Caleb Sturgis 51 yard field goal no good,1.150,-1.660
2,9:09,1,10,CIN 41,0,10,Jeremy Hill left tackle for 3 yards (tackle by Brandon Graham),1.660,1.530
2,8:36,2,7,CIN 44,0,10,Jeremy Hill left end for -4 yards (tackle by Brandon Graham),1.530,0.300
2,8:02,3,11,CIN 40,0,10,"Andy Dalton pass complete deep right to Tyler Boyd for 21 yards (tackle by Jaylen Watkins). Penalty on Brandon Graham: Roughing the Passer, 15 yards",0.300,3.970
2,7:39,1,10,PHI 24,0,10,Andy Dalton pass incomplete deep left intended for Brandon LaFell,3.970,3.430
2,7:33,2,10,PHI 24,0,10,Andy Dalton pass complete short right to Jeremy Hill for 8 yards (tackle by Leodis McKelvin),3.430,3.950
2,6:51,3,2,PHI 16,0,10,Jeremy Hill left guard for 1 yard (tackle by Destiny Vaeao and Nigel Bradham),3.950,0.000
2,6:27,,,,0,10,Timeout #1 by Cincinnati Bengals,0.000,-2.590
2,6:27,4,1,PHI 15,0,13,Mike Nugent 33 yard field goal good,2.590,3.000
2,6:23,,,CIN 35,0,13,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
2,6:23,1,10,PHI 25,0,13,Carson Wentz pass complete short middle to Trey Burton for 7 yards (tackle by Vontaze Burfict),0.610,1.010
2,5:58,2,3,PHI 32,0,13,Wendell Smallwood left tackle for 4 yards (tackle by Vontaze Burfict),1.010,1.330
2,5:25,1,10,PHI 36,0,13,Carson Wentz pass incomplete deep left intended for Zach Ertz (defended by George Iloka),1.330,0.790
2,5:18,2,10,PHI 36,0,13,Carson Wentz pass incomplete deep left intended for Dorial Green-Beckham,0.790,0.100
2,5:13,3,10,PHI 36,0,13,Carson Wentz pass complete short middle to Trey Burton for 12 yards (tackle by Vontaze Burfict and Darqueze Dennard),0.100,2.130
2,4:47,1,10,PHI 48,0,13,Carson Wentz pass incomplete short left intended for Wendell Smallwood,2.130,1.580
2,4:43,2,10,PHI 48,0,13,Wendell Smallwood right guard for 3 yards (tackle by Vontaze Burfict),1.580,1.290
2,3:56,3,7,CIN 49,0,13,"Penalty on Allen Barbre: False Start, 5 yards (no play)",1.290,0.630
2,3:31,3,12,PHI 46,0,13,Carson Wentz pass incomplete deep right intended for Dorial Green-Beckham,0.630,-0.320
2,3:23,4,12,PHI 46,0,13,"Donnie Jones punts 48 yards, returned by Alex Erickson for 1 yard (tackle by Terrence Brooks)",-0.320,0.380
2,3:14,1,10,CIN 7,0,13,Rex Burkhead middle for 16 yards (tackle by Rodney McLeod),-0.380,0.480
2,2:34,1,10,CIN 23,0,13,Rex Burkhead left tackle for no gain (tackle by Brandon Graham),0.480,-0.070
2,2:00,2,10,CIN 23,0,13,Andy Dalton pass complete short left to Rex Burkhead for 3 yards (tackle by Nolan Carroll),-0.070,-0.360
2,1:55,3,7,CIN 26,0,13,Andy Dalton pass complete short right to Rex Burkhead for 10 yards (tackle by Jordan Hicks),-0.360,1.330
2,1:46,1,10,CIN 36,0,13,Andy Dalton pass complete short left to Cody Core for 8 yards (tackle by Nolan Carroll),1.330,1.870
2,1:25,2,2,CIN 44,0,13,Rex Burkhead left guard for 3 yards (tackle by Jaylen Watkins and Brandon Graham),1.870,2.060
2,1:00,1,10,CIN 47,0,13,Andy Dalton pass complete short right to Brandon LaFell for 8 yards (tackle by Leodis McKelvin),2.060,2.600
2,0:36,2,2,PHI 45,0,13,Andy Dalton pass incomplete short right intended for Brandon LaFell,2.600,1.880
2,0:31,3,2,PHI 45,0,13,Andy Dalton pass complete short right to Tyler Boyd for 9 yards (tackle by Leodis McKelvin),1.880,3.180
2,0:25,1,10,PHI 36,0,13,Andy Dalton pass complete short right to Tyler Eifert for 12 yards,3.180,3.970
2,0:20,1,10,PHI 24,0,13,"Penalty on Tyler Eifert: False Start, 5 yards (no play)",3.970,3.640
2,0:20,1,15,PHI 29,0,13,Andy Dalton pass complete short left to Alex Erickson for 16 yards (tackle by Nolan Carroll and Rodney McLeod),3.640,0.000
2,0:14,,,,0,13,Timeout #2 by Cincinnati Bengals,0.000,-4.710
2,0:14,1,10,PHI 13,0,19,"Andy Dalton pass complete short left to Tyler Eifert for 13 yards, touchdown",4.710,7.000
2,0:07,,,PHI 15,0,19,Mike Nugent kicks extra point no good,0.000,-1.000
2,0:07,,,CIN 35,0,19,"Mike Nugent kicks off 38 yards, returned by Zach Ertz for 8 yards (tackle by James Wright)",0.000,-1.270
2,0:02,1,10,PHI 35,0,19,Carson Wentz kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,PHI,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,0,19,"Caleb Sturgis kicks off 66 yards, returned by Alex Erickson for 19 yards (tackle by Marcus Smith). Penalty on Najee Goode: Offensive Offside, 5 yards",0.000,-0.480
3,14:54,1,10,CIN 23,0,19,Jeremy Hill left end for no gain (tackle by Nigel Bradham and Connor Barwin),0.480,-0.070
3,14:20,2,10,CIN 23,0,19,Andy Dalton pass incomplete short middle intended for Jeremy Hill,-0.070,-0.760
3,14:15,3,10,CIN 23,0,19,Andy Dalton pass complete deep middle to Brandon LaFell for 44 yards (tackle by Leodis McKelvin),-0.760,3.380
3,13:42,1,10,PHI 33,0,19,Jeremy Hill left guard for no gain (tackle by Malcolm Jenkins and Beau Allen),3.380,2.840
3,13:07,2,10,PHI 33,0,19,"Jeremy Hill left end for 7 yards (tackle by Nigel Bradham). Penalty on Nigel Bradham: Horse Collar Tackle, 13 yards",2.840,4.710
3,12:41,1,10,PHI 13,0,19,Jeremy Hill right guard for 3 yards (tackle by Jaylen Watkins),4.710,4.580
3,12:07,2,7,PHI 10,0,19,Jeremy Hill left guard for 2 yards (tackle by Destiny Vaeao),4.580,4.100
3,11:26,3,5,PHI 8,0,25,"Andy Dalton pass complete short middle to Brandon LaFell for 8 yards, touchdown",4.100,7.000
3,11:21,,,PHI 15,0,26,Mike Nugent kicks extra point good,0.000,0.000
3,11:21,,,CIN 35,0,26,"Mike Nugent kicks off 70 yards, returned by Kenjon Barner for 27 yards (tackle by James Wright)",0.000,-0.410
3,11:15,1,10,PHI 22,0,26,Carson Wentz pass complete short right to Paul Turner for 41 yards (tackle by George Iloka),0.410,3.120
3,10:35,1,10,CIN 37,0,26,Nelson Agholor left end for 4 yards (tackle by George Iloka and Rey Maualuga),3.120,3.110
3,9:57,2,6,CIN 33,0,26,Carson Wentz pass complete short right to Paul Turner for 10 yards (tackle by Vontaze Burfict),3.110,4.040
3,9:18,1,10,CIN 23,0,26,Carson Wentz pass incomplete short middle intended for Dorial Green-Beckham (defended by Domata Peko),4.040,3.500
3,9:12,2,10,CIN 23,0,26,"Carson Wentz pass incomplete short middle intended for Wendell Smallwood is intercepted by Vontaze Burfict at CIN-20 and returned for 7 yards. Penalty on Domata Peko: Unnecessary Roughness, 13 yards",3.500,0.280
3,9:00,1,10,CIN 14,0,26,Jeremy Hill left end for no gain (tackle by Nigel Bradham),-0.280,-0.750
3,8:25,2,10,CIN 14,0,26,Andy Dalton pass incomplete,-0.750,-1.400
3,8:19,3,10,CIN 14,0,26,"Andy Dalton pass complete short right to Rex Burkhead for 6 yards (tackle by Leodis McKelvin and Malcolm Jenkins). Penalty on Jaylen Watkins: Unnecessary Roughness, 15 yards",-1.400,1.270
3,7:54,1,10,CIN 35,0,26,"Jeremy Hill left end for 1 yard (tackle by Nigel Bradham). Penalty on Nigel Bradham: Unnecessary Roughness, 15 yards",1.270,2.320
3,7:35,1,10,PHI 49,0,26,Jeremy Hill left guard for 4 yards (tackle by Connor Barwin),2.320,2.320
3,6:58,2,6,PHI 45,0,26,Andy Dalton pass complete deep left to Tyler Boyd for 29 yards (tackle by Jalen Mills),2.320,4.510
3,6:17,1,10,PHI 16,0,26,Jeremy Hill left tackle for no gain (tackle by Beau Allen and Jordan Hicks),4.510,3.900
3,5:37,2,10,PHI 16,0,26,Jeremy Hill right tackle for 1 yard (tackle by Marcus Smith),3.900,3.220
3,4:59,3,9,PHI 15,0,26,Andy Dalton pass complete short right to Tyler Boyd for 7 yards (tackle by Leodis McKelvin),3.220,2.990
3,4:18,4,2,PHI 8,0,29,Mike Nugent 26 yard field goal good,2.990,3.000
3,4:07,,,CIN 35,0,29,"Mike Nugent kicks off 64 yards, returned by Kenjon Barner for 61 yards (tackle by Mike Nugent)",0.000,-3.050
3,4:07,1,10,CIN 38,0,29,Carson Wentz pass complete short left to Zach Ertz for no gain,3.050,2.510
3,3:37,2,10,CIN 38,0,29,Carson Wentz pass complete short middle to Zach Ertz for 20 yards (tackle by Shawn Williams and George Iloka),2.510,4.370
3,3:10,1,10,CIN 18,0,29,Darren Sproles middle for 5 yards (tackle by Pat Sims),4.370,4.610
3,2:46,2,5,CIN 13,0,29,Carson Wentz pass incomplete short left intended for Zach Ertz (defended by Vontaze Burfict),4.610,3.820
3,2:42,3,5,CIN 13,0,29,Carson Wentz pass incomplete short right intended for Zach Ertz,3.820,0.000
3,2:36,,,,0,29,Timeout #1 by Philadelphia Eagles,0.000,-2.620
3,2:36,4,5,CIN 13,6,29,"Carson Wentz pass complete short left to Zach Ertz for 13 yards, touchdown",2.620,7.000
3,2:30,,,CIN 15,7,29,Caleb Sturgis kicks extra point good,0.000,0.000
3,2:30,,,PHI 35,7,29,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
3,2:30,1,10,CIN 25,7,29,Rex Burkhead left tackle for 6 yards (tackle by Brandon Graham),0.610,0.870
3,1:52,2,4,CIN 31,7,29,Andy Dalton for 10 yards (tackle by Jaylen Watkins),0.870,1.660
3,1:20,1,10,CIN 41,7,29,Rex Burkhead left guard for 4 yards (tackle by Brandon Graham and Malcolm Jenkins),1.660,1.660
3,0:40,2,6,CIN 45,7,29,Jeremy Hill right tackle for 2 yards (tackle by Brandon Graham),1.660,1.220
Quarter,Time,Down,ToGo,Location,PHI,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,CIN 47,7,29,"Andy Dalton pass complete short left to Rex Burkhead for 9 yards (tackle by Bennie Logan). Rex Burkhead fumbles (forced by Bennie Logan), recovered by Jaylen Watkins at PHI-41 (tackle by Clint Boling)",1.220,-1.660
4,14:51,1,10,PHI 41,7,29,Carson Wentz pass complete short right to Darren Sproles for 6 yards (tackle by Vontaze Burfict),1.660,1.930
4,14:28,2,4,PHI 47,7,29,Carson Wentz pass incomplete short left intended for Trey Burton (defended by George Iloka),1.930,1.220
4,14:21,3,4,PHI 47,7,29,Carson Wentz pass complete short middle to Dorial Green-Beckham for 7 yards (tackle by Adam Jones),1.220,2.520
4,13:56,1,10,CIN 46,7,29,Carson Wentz pass incomplete deep middle intended for Zach Ertz is intercepted by Shawn Williams at CIN-13 and returned for 1 yard,2.520,0.280
4,13:46,1,10,CIN 14,7,29,Rex Burkhead right guard for 5 yards (tackle by Rodney McLeod and Vinny Curry),-0.280,-0.040
4,13:08,2,5,CIN 19,7,29,Andy Dalton pass incomplete short right intended for Tyler Boyd (defended by Fletcher Cox),-0.040,-0.800
4,13:05,3,5,CIN 19,7,29,Andy Dalton pass incomplete short middle intended for Tyler Boyd,-0.800,-2.140
4,13:00,4,5,CIN 19,7,29,"Kevin Huber punts 49 yards, returned by Darren Sproles for 7 yards (tackle by Darqueze Dennard)",-2.140,-1.530
4,12:57,1,10,PHI 39,7,29,Carson Wentz pass complete short middle to Zach Ertz for 7 yards (tackle by Vontaze Burfict),1.530,1.930
4,12:36,2,3,PHI 46,7,29,Carson Wentz pass complete short left to Darren Sproles for 5 yards (tackle by Shawn Williams),1.930,2.320
4,12:07,1,10,CIN 49,7,29,Carson Wentz pass complete short right to Dorial Green-Beckham for 2 yards (tackle by Darqueze Dennard),2.320,2.050
4,11:35,2,8,CIN 47,7,29,Carson Wentz pass complete short left to Zach Ertz for 4 yards (tackle by Vincent Rey),2.050,1.880
4,10:58,3,4,CIN 43,7,29,Carson Wentz pass complete short middle to Paul Turner for 8 yards (tackle by Adam Jones),1.880,3.250
4,10:29,1,10,CIN 35,7,29,Carson Wentz pass complete to Carson Wentz for 7 yards (tackle by Vontaze Burfict),3.250,3.650
4,9:55,2,3,CIN 28,7,29,Darren Sproles middle for 2 yards (tackle by Geno Atkins and Vontaze Burfict),3.650,3.200
4,9:25,3,1,CIN 26,7,29,Carson Wentz pass incomplete short right intended for Dorial Green-Beckham (defended by Vontaze Burfict),3.200,1.890
4,9:21,4,1,CIN 26,7,29,Carson Wentz pass complete short left to Nelson Agholor for 8 yards (tackle by Vincent Rey and Shawn Williams),1.890,4.370
4,8:56,1,10,CIN 18,7,29,Carson Wentz pass complete short left to Darren Sproles for 7 yards (tackle by Karlos Dansby),4.370,5.010
4,8:29,2,3,CIN 11,7,29,Carson Wentz pass incomplete short right intended for Trey Burton (defended by Josh Shaw),5.010,4.260
4,8:25,3,3,CIN 11,7,29,Carson Wentz sacked by Carlos Dunlap and DeShawn Williams for -2 yards,4.260,2.620
4,7:46,4,5,CIN 13,7,29,Carson Wentz pass complete short right to Nelson Agholor for 8 yards (tackle by George Iloka),2.620,6.060
4,7:23,1,5,CIN 5,7,29,Darren Sproles right guard for 3 yards (tackle by Will Clarke and Carlos Dunlap),6.060,5.720
4,6:57,2,2,CIN 2,13,29,"Darren Sproles right tackle for 2 yards, touchdown",5.720,7.000
4,6:53,,,CIN 15,14,29,Caleb Sturgis kicks extra point good,0.000,0.000
4,6:53,,,PHI 35,14,29,"Caleb Sturgis kicks onside 13 yards, recovered by Brandon LaFell",0.000,-2.390
4,6:52,1,10,PHI 48,14,29,Rex Burkhead left end for 6 yards (tackle by Rodney McLeod),2.390,2.660
4,6:14,2,4,PHI 42,14,29,"Andy Dalton pass complete short right to Jake Fisher for 12 yards (tackle by Nigel Bradham). Jake Fisher fumbles (forced by Nigel Bradham), recovered by Mychal Kendricks at PHI-29 and returned for 15 yards (tackle by Ryan Hewitt)",2.660,-1.860
4,6:02,1,10,PHI 44,14,29,Carson Wentz pass complete short left to Darren Sproles for 8 yards (tackle by Adam Jones),1.860,2.400
4,5:37,2,2,CIN 48,14,29,Carson Wentz pass complete short right to Trey Burton for 10 yards,2.400,3.050
4,5:14,1,10,CIN 38,14,29,Carson Wentz pass incomplete short right intended for Nelson Agholor (defended by Carlos Dunlap),3.050,2.510
4,5:08,2,10,CIN 38,14,29,Carson Wentz pass complete short right to Darren Sproles for 3 yards (tackle by Margus Hunt),2.510,2.210
4,4:29,3,7,CIN 35,14,29,Carson Wentz pass complete short left to Paul Turner for 4 yards (tackle by Adam Jones),2.210,1.380
4,4:03,4,3,CIN 31,14,29,Carson Wentz pass incomplete short middle intended for Zach Ertz is intercepted by Vontaze Burfict at CIN-33 and returned for 47 yards,1.380,-4.240
4,3:52,1,10,PHI 20,14,29,Jeremy Hill left end for -5 yards (tackle by Brandon Graham),4.240,0.000
4,3:46,,,,14,29,Timeout #2 by Philadelphia Eagles,0.000,-3.020
4,3:46,2,15,PHI 25,14,29,Jeremy Hill left guard for 5 yards (tackle by Rodney McLeod and Connor Barwin),3.020,0.000
4,3:40,,,,14,29,Timeout #3 by Philadelphia Eagles,0.000,-3.010
4,3:40,3,10,PHI 20,14,29,"Penalty on Tyler Eifert: False Start, 5 yards (no play)",3.010,2.340
4,3:40,3,15,PHI 25,14,29,Jeremy Hill left tackle for 5 yards (tackle by Jalen Mills),2.340,0.000
4,2:54,,,,14,29,Timeout #2 by Cincinnati Bengals,0.000,-2.120
4,2:53,4,10,PHI 20,14,32,Mike Nugent 38 yard field goal good,2.120,3.000
4,2:50,,,CIN 35,14,32,"Mike Nugent kicks off 65 yards, returned by Wendell Smallwood for 13 yards (tackle by Marquis Flowers)",0.000,0.320
4,2:45,1,10,PHI 13,14,32,Carson Wentz pass complete short left to Zach Ertz for 8 yards (tackle by Adam Jones),-0.320,0.350
4,2:39,2,2,PHI 21,14,32,Carson Wentz pass complete short middle to Darren Sproles for 6 yards (tackle by Vontaze Burfict),0.350,0.740
4,2:10,1,10,PHI 27,14,32,Carson Wentz pass complete short left to Paul Turner for 15 yards (tackle by Adam Jones),0.740,1.730
4,2:04,1,10,PHI 42,14,32,Carson Wentz pass complete short middle to Paul Turner for 2 yards (tackle by Darqueze Dennard),1.730,1.460
4,1:57,2,8,PHI 44,14,32,Carson Wentz pass complete short middle to Trey Burton for 9 yards (tackle by Karlos Dansby),1.460,2.460
4,1:35,1,10,CIN 47,14,32,Carson Wentz pass incomplete short left intended for Paul Turner,2.460,1.910
4,1:32,2,10,CIN 47,14,32,Carson Wentz pass complete short right to Kenjon Barner for 2 yards (tackle by Margus Hunt and Vontaze Burfict),1.910,1.490
4,1:04,3,8,CIN 45,14,32,Carson Wentz pass complete short middle to Zach Ertz for 14 yards (tackle by Vontaze Burfict),1.490,3.510
4,0:43,1,10,CIN 31,14,32,Carson Wentz pass complete short left to Zach Ertz for 7 yards (tackle by Adam Jones),3.510,3.910
4,0:37,2,3,CIN 24,14,32,Carson Wentz pass incomplete deep middle intended for Trey Burton,3.910,3.200
4,0:32,3,3,CIN 24,14,32,Carson Wentz pass incomplete deep left intended for Paul Turner,3.200,1.970
4,0:26,4,3,CIN 24,14,32,Carson Wentz pass incomplete deep right intended for Trey Burton,1.970,-0.540
4,0:21,1,10,CIN 24,14,32,Andy Dalton kneels for -1 yards,0.540,-0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
