Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
3,0:09,2,7,DEN 7,3,13,Austin Ekeler up the middle for 5 yards (tackle by Malik Reed),4.760,4.950
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,DEN 2,3,13,Justin Herbert pass incomplete short left intended for Mike Williams,4.950,3.250
4,14:54,4,2,DEN 2,3,13,"Penalty on Michael Badgley: Delay of Game, 5 yards (no play)",3.250,2.970
4,14:54,4,7,DEN 7,3,16,Michael Badgley 25 yard field goal good,2.970,3.000
4,14:50,,,LAC 35,3,16,"Ty Long kicks off 68 yards, returned by Diontae Spencer for 24 yards (tackle by B.J. Bello)",0.000,0.340
4,14:44,1,10,DEN 21,3,16,Drew Lock pass complete short right to DaeSean Hamilton for 12 yards (tackle by Nasir Adderley and Chris Harris),0.340,1.140
4,14:07,1,10,DEN 33,3,16,LeVante Bellamy left guard for 3 yards (tackle by Kenneth Murray and Justin Jones),1.140,1.000
4,13:44,2,7,DEN 36,3,16,Drew Lock left end for 6 yards (tackle by Jahleel Addae),1.000,1.090
4,13:06,3,1,DEN 42,3,16,Diontae Spencer left end for 9 yards (tackle by Nasir Adderley),1.090,2.320
4,12:37,1,10,LAC 49,3,16,Drew Lock pass complete short middle to Noah Fant for 15 yards (tackle by Jahleel Addae),2.320,3.310
4,12:07,1,10,LAC 34,3,16,Melvin Gordon right tackle for 3 yards (tackle by Kenneth Murray),3.310,3.180
4,11:33,2,7,LAC 31,3,16,Drew Lock pass incomplete deep right intended for Troy Fumagalli,3.180,2.480
4,11:28,3,7,LAC 31,3,16,Drew Lock pass incomplete deep left intended for DaeSean Hamilton (defended by Tevaughn Campbell),2.480,1.320
4,11:23,4,7,LAC 31,6,16,Brandon McManus 50 yard field goal good,1.320,3.000
4,11:18,,,DEN 35,6,16,"Brandon McManus kicks off 64 yards, returned by Nasir Adderley for 30 yards (tackle by Royce Freeman)",0.000,1.000
4,11:10,1,10,LAC 31,6,16,Justin Herbert pass incomplete short left intended for Kalen Ballage,1.000,0.460
4,11:07,2,10,LAC 31,6,16,Justin Herbert pass complete short left to Kalen Ballage for 9 yards (tackle by Josey Jewell),0.460,0.960
4,10:35,3,1,LAC 40,6,16,Justin Herbert pass incomplete short left intended for Mike Williams (defended by Shelby Harris),0.960,-0.720
4,10:30,4,1,LAC 40,6,16,Ty Long punts 32 yards out of bounds,-0.720,-0.810
4,10:21,1,10,DEN 28,6,16,Drew Lock pass incomplete deep middle intended for Jerry Jeudy,0.810,0.260
4,10:15,2,10,DEN 28,6,16,Melvin Gordon left tackle for 5 yards (tackle by Justin Jones and Linval Joseph),0.260,0.230
4,9:34,3,5,DEN 33,6,16,Drew Lock pass complete short right to Jerry Jeudy for 10 yards (tackle by Jahleel Addae and Tevaughn Campbell),0.230,1.800
4,9:07,1,10,DEN 43,6,16,Drew Lock pass incomplete short middle intended for Noah Fant,1.800,1.250
4,9:02,2,10,DEN 43,6,16,Drew Lock pass complete short left to Royce Freeman for 3 yards (tackle by Chris Harris),1.250,0.960
4,8:23,3,7,DEN 46,6,16,Drew Lock pass incomplete short middle intended for Jerry Jeudy,0.960,-0.320
4,8:19,4,7,DEN 46,6,16,Drew Lock pass complete short middle to Tim Patrick for 27 yards (tackle by Nasir Adderley and Alohi Gilman),-0.320,3.780
4,7:46,1,10,LAC 27,6,16,Drew Lock pass complete short middle to Noah Fant for 5 yards (tackle by Jahleel Addae),3.780,3.910
4,7:23,2,5,LAC 22,6,16,Melvin Gordon left end for 6 yards (tackle by Michael Davis),3.910,4.510
4,6:59,1,10,LAC 16,6,16,Drew Lock pass complete short right to DaeSean Hamilton for 15 yards (tackle by Michael Davis),4.510,6.970
4,6:35,1,1,LAC 1,12,16,"Drew Lock up the middle for 1 yard, touchdown",6.970,7.000
4,6:31,,,LAC 15,13,16,Brandon McManus kicks extra point good,0.000,0.000
4,6:31,,,DEN 35,13,16,"Brandon McManus kicks off 67 yards, returned by Nasir Adderley for 24 yards (tackle by Austin Calitro). Penalty on Matt Sokol: Offensive Holding, 10 yards",0.000,-0.350
4,6:26,1,10,LAC 12,13,16,"Penalty on Jalen Guyton: False Start, 5 yards (no play)",-0.350,-0.570
4,6:26,1,15,LAC 7,13,16,Austin Ekeler up the middle for 2 yards (tackle by Alexander Johnson and Shelby Harris),-0.570,-1.000
4,5:46,2,13,LAC 9,13,16,Justin Herbert pass incomplete deep left intended for Mike Williams,-1.000,-1.770
4,5:40,3,13,LAC 9,13,16,Justin Herbert pass incomplete short left intended for Donald Parham (defended by Josey Jewell),-1.770,-2.490
4,5:35,4,13,LAC 9,13,16,"Ty Long punts 59 yards, returned by Diontae Spencer for 10 yards (tackle by Brandon Facyson)",-2.490,-1.730
4,5:25,1,10,DEN 42,13,16,Melvin Gordon left tackle for 2 yards (tackle by Justin Jones and Linval Joseph),1.730,1.460
4,4:44,2,8,DEN 44,13,16,Drew Lock pass complete deep right to Noah Fant for 19 yards (tackle by Nasir Adderley),1.460,3.120
4,4:14,1,10,LAC 37,13,16,"Penalty on Noah Fant: False Start, 5 yards (no play)",3.120,2.790
4,4:14,1,15,LAC 42,13,16,Drew Lock sacked by and Chris Harris for -1 yards and Jahleel Addae for -1 yards,2.790,1.760
4,3:34,2,16,LAC 43,13,16,Royce Freeman left tackle for 6 yards (tackle by Kenneth Murray),1.760,1.880
4,2:52,3,10,LAC 37,13,16,Drew Lock pass complete short left to Royce Freeman for 4 yards (tackle by Kenneth Murray),1.880,1.160
4,2:47,4,6,LAC 33,16,16,Brandon McManus 52 yard field goal good,1.160,3.000
4,2:42,,,DEN 35,16,16,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,2:42,1,10,LAC 25,16,16,Austin Ekeler up the middle for 11 yards (tackle by Parnell Motley),0.610,1.330
4,2:02,1,10,LAC 36,16,16,Justin Herbert pass complete deep right to Jalen Guyton for 23 yards (tackle by Parnell Motley and Justin Simmons),1.330,2.850
4,1:53,1,10,DEN 41,16,16,Austin Ekeler right tackle for 23 yards (tackle by Alexander Johnson and Malik Reed),2.850,4.370
4,1:41,,,,,,Timeout #1 by Denver Broncos,,
4,1:41,1,10,DEN 18,16,16,Austin Ekeler up the middle for 1 yard (tackle by Dre'Mont Jones and Shelby Harris),4.370,3.940
4,1:36,,,,,,Timeout #2 by Denver Broncos,,
4,1:36,2,9,DEN 17,16,16,Justin Jackson right guard for 4 yards (tackle by Jeremiah Attaochu),3.940,3.820
4,1:31,,,,,,Timeout #3 by Denver Broncos,,
4,1:31,,,,,,Timeout #1 by Los Angeles Chargers,,
4,1:31,3,5,DEN 13,16,16,Justin Herbert sacked by Dre'Mont Jones for -6 yards,3.820,2.180
4,0:45,,,,,,Timeout #2 by Los Angeles Chargers,,
4,0:45,4,11,DEN 19,16,19,Michael Badgley 37 yard field goal good,2.180,3.000
4,0:41,,,LAC 35,16,19,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
4,0:41,1,10,DEN 25,16,19,Drew Lock pass incomplete deep right intended for DaeSean Hamilton,0.610,0.060
4,0:35,2,10,DEN 25,16,19,Drew Lock pass incomplete deep middle intended for Jerry Jeudy,0.060,-0.620
4,0:29,3,10,DEN 25,16,19,Drew Lock pass incomplete deep left intended for Diontae Spencer (defended by Jahleel Addae),-0.620,-1.700
4,0:20,4,10,DEN 25,16,19,Drew Lock pass complete deep middle to DaeSean Hamilton for 25 yards (tackle by Kenneth Murray),-1.700,2.260
4,0:02,1,10,DEN 50,16,19,Drew Lock spiked the ball,2.260,1.710
4,0:01,,,,,,Timeout #3 by Los Angeles Chargers,,
4,0:01,2,10,DEN 50,16,19,Drew Lock pass deep middle is intercepted by Mike Williams at LAC-1 and returned for no gain,1.710,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
