Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA
1,0:11,4,5,NYJ 41,0,0,Toby Gowin punts 28 yards,-0.650,-1.000
1,0:05,1,10,NWE 31,0,0,Corey Dillon up the middle for 3 yards (tackle by Jonathan Vilma and Sam Cowart),1.000,0.870
Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NWE 34,0,0,Tom Brady pass complete to Christian Fauria for 15 yards (tackle by Victor Hobson),0.870,2.190
2,14:22,1,10,NWE 49,0,0,Corey Dillon up the middle for 2 yards (tackle by Eric Barton and Jonathan Vilma),2.190,1.920
2,13:47,2,8,NYJ 49,0,0,Corey Dillon right tackle for 6 yards (tackle by Jason Ferguson),1.920,2.010
2,13:05,3,2,NYJ 43,0,0,Tom Brady up the middle for 5 yards (tackle by Jonathan Vilma),2.010,3.050
2,12:29,1,10,NYJ 38,0,0,"Tom Brady pass complete to Patrick Pass for 6 yards (tackle by Donnie Abraham). Penalty on Steve Neal: Offensive Holding, 10 yards",3.050,2.790
2,11:59,1,14,NYJ 42,0,0,Tom Brady pass complete to Corey Dillon for 5 yards (tackle by Eric Barton),2.790,2.640
2,11:15,2,9,NYJ 37,0,0,Tom Brady pass complete to Corey Dillon for 7 yards (tackle by Erik Coleman),2.640,2.870
2,10:37,3,2,NYJ 30,0,0,Patrick Pass left end for 5 yards (tackle by David Barrett),2.870,3.910
2,9:53,1,10,NYJ 25,0,0,Tom Brady pass incomplete intended for David Patten,3.910,3.360
2,9:48,2,10,NYJ 25,0,0,Patrick Pass left end for 10 yards (tackle by Reggie Tongue),3.360,4.580
2,9:20,1,10,NYJ 15,0,0,Corey Dillon up the middle for 1 yard (tackle by Dewayne Robertson and Trevor Johnson),4.580,4.110
2,8:40,2,9,NYJ 14,0,0,Tom Brady pass complete to Patrick Pass for 4 yards (tackle by Darrell McClover),4.110,4.000
2,7:57,3,5,NYJ 10,0,0,Tom Brady pass incomplete intended for Deion Branch,4.000,2.810
2,7:52,4,5,NYJ 10,3,0,Adam Vinatieri 28 yard field goal good,2.810,3.000
2,,,,NWE 30,3,0,"Adam Vinatieri kicks off 52 yards, returned by Jerricho Cotchery for 16 yards (tackle by Don Davis)",0.000,1.200
2,7:39,1,10,NYJ 34,3,0,Chad Pennington pass complete to Curtis Martin for 12 yards (tackle by Don Davis),1.200,1.990
2,7:01,1,10,NYJ 46,3,0,Chad Pennington right end for 3 yards (tackle by Willie McGinest),1.990,1.860
2,6:20,,,,3,0,Timeout #1 by New York Jets,0.000,1.860
2,6:20,2,7,NYJ 49,3,0,Chad Pennington pass incomplete intended for Wayne Chrebet. Penalty on Wayne Chrebet: Illegal Motion (Declined),1.860,1.160
2,6:15,3,7,NYJ 49,3,0,Chad Pennington pass incomplete intended for Jerald Sowell,1.160,-0.130
2,6:10,4,7,NYJ 49,3,0,"Toby Gowin punts 37 yards, returned by Troy Brown for no gain",-0.130,0.280
2,6:02,1,10,NWE 14,3,0,"Tom Brady pass incomplete intended for Corey Dillon. Penalty on Jonathan Vilma: Defensive Holding, 5 yards (no play)",-0.280,0.150
2,5:56,1,10,NWE 19,3,0,Corey Dillon left tackle for 2 yards (tackle by Eric Barton and Bryan Thomas),0.150,-0.060
2,5:19,2,8,NWE 21,3,0,Tom Brady pass complete to Christian Fauria for 6 yards (tackle by Donnie Abraham),-0.060,-0.030
2,4:37,3,2,NWE 27,3,0,"Penalty on Steve Neal: False Start, 5 yards (no play)",-0.030,-0.680
2,4:25,,,,3,0,Timeout #2 by New York Jets,0.000,-0.680
2,3:48,3,7,NWE 22,3,0,Tom Brady pass complete to Deion Branch for 11 yards (tackle by Roderick Bryant),-0.680,1.140
2,3:48,1,10,NWE 33,3,0,Corey Dillon right tackle for 1 yard (tackle by Jason Ferguson and Bryan Thomas),1.140,0.730
2,3:13,2,9,NWE 34,3,0,Tom Brady pass complete to Daniel Graham for 14 yards (tackle by Reggie Tongue),0.730,2.130
2,2:31,,,,3,0,Timeout #3 by New York Jets,0.000,2.130
2,2:31,1,10,NWE 48,3,0,Tom Brady pass complete to David Givens for 35 yards (tackle by Erik Coleman),2.130,4.440
2,2:01,1,10,NYJ 17,3,0,Corey Dillon left tackle for 1 yard (tackle by Bryan Thomas),4.440,4.000
2,1:56,2,9,NYJ 16,9,0,"Tom Brady pass complete to Daniel Graham for 16 yards, touchdown",4.000,7.000
2,,,,NYJ 2,10,0,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,10,0,"Adam Vinatieri kicks off 61 yards, returned by Jerricho Cotchery for 22 yards (tackle by Don Davis)",0.000,1.000
2,1:44,1,10,NYJ 31,10,0,Chad Pennington pass incomplete intended for Santana Moss,1.000,0.460
2,1:38,2,10,NYJ 31,10,0,Curtis Martin right end for 2 yards (tackle by Rodney Harrison),0.460,0.040
2,1:33,3,8,NYJ 33,10,0,Chad Pennington sacked by Mike Vrabel for -8 yards,0.040,-1.700
2,1:25,,,,10,0,Timeout #1 by New England Patriots,0.000,-1.700
2,1:25,4,16,NYJ 25,10,0,"Toby Gowin punts 41 yards, returned by Troy Brown for 23 yards (tackle by Toby Gowin)",-1.700,-2.720
2,1:13,1,10,NYJ 43,10,0,Tom Brady pass complete to Deion Branch for 5 yards (tackle by Jonathan Vilma),2.720,2.850
2,0:52,2,5,NYJ 38,10,0,Tom Brady pass complete to Patrick Pass for 6 yards (tackle by Erik Coleman),2.850,3.450
2,0:38,,,,10,0,Timeout #2 by New England Patriots,0.000,3.450
2,0:23,1,10,NYJ 32,10,0,Tom Brady pass complete to Deion Branch for 21 yards (tackle by Erik Coleman),3.450,4.840
2,0:23,1,10,NYJ 11,10,0,Tom Brady spiked the ball,4.840,4.140
2,0:23,2,10,NYJ 11,10,0,Tom Brady pass incomplete intended for Jed Weaver,4.140,3.130
2,0:18,3,10,NYJ 11,10,0,Tom Brady pass incomplete intended for David Givens,3.130,2.700
2,0:12,4,10,NYJ 11,13,0,Adam Vinatieri 29 yard field goal good,2.700,3.000
2,,,,NWE 30,13,0,--,0.000,-3.450
2,0:01,1,10,NYJ 32,13,0,Adam Vinatieri 50 yard field goal no good,3.450,1.530
Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,13,0,"Toby Gowin kicks off 57 yards, returned by Patrick Pass for 17 yards (tackle by B.J. Askew)",0.000,0.940
3,14:56,1,10,NWE 30,13,0,Corey Dillon up the middle for 1 yard (tackle by Eric Barton),0.940,0.530
3,14:22,2,9,NWE 31,13,0,Tom Brady pass incomplete intended for Deion Branch,0.530,-0.160
3,14:15,,,,13,0,Timeout #1 by New England Patriots,0.000,-0.160
3,14:15,3,9,NWE 31,13,0,Tom Brady pass complete to Deion Branch for 10 yards (tackle by Jon McGraw),-0.160,1.660
3,13:36,1,10,NWE 41,13,0,Corey Dillon left end for -3 yards (tackle by Bryan Thomas and Jonathan Vilma),1.660,0.720
3,13:01,2,13,NWE 38,13,0,Tom Brady pass incomplete,0.720,0.040
3,12:54,3,13,NWE 38,13,0,Tom Brady pass incomplete intended for David Patten,0.040,-0.850
3,12:47,4,13,NWE 38,13,0,"Josh Miller punts 41 yards, returned by Justin McCareins for 1 yard. Justin McCareins fumbles, recovered by Justin McCareins at NYJ-22",-0.850,-0.410
3,12:38,1,10,NYJ 22,13,0,Curtis Martin left guard for 3 yards (tackle by Tedy Bruschi),0.410,0.270
3,12:05,2,7,NYJ 25,13,0,Curtis Martin right guard for 2 yards (tackle by Ted Johnson),0.270,-0.160
3,11:23,3,5,NYJ 27,13,0,Chad Pennington pass complete to Jerricho Cotchery for 18 yards (tackle by Earthwind Moreland),-0.160,1.930
3,10:46,1,10,NYJ 45,13,0,LaMont Jordan left guard for 3 yards (tackle by Richard Seymour),1.930,1.790
3,10:08,2,7,NYJ 48,13,0,Chad Pennington pass complete to LaMont Jordan for 7 yards (tackle by Ted Johnson),1.790,2.590
3,9:33,1,10,NWE 45,13,0,LaMont Jordan left tackle for 3 yards (tackle by Mike Vrabel and Ty Warren),2.590,2.450
3,8:53,2,7,NWE 42,13,0,Curtis Martin up the middle for 5 yards (tackle by Vince Wilfork and Rodney Harrison),2.450,2.410
3,8:14,3,2,NWE 37,13,0,Chad Pennington pass incomplete intended for Santana Moss,2.410,0.790
3,8:07,4,2,NWE 37,13,0,"Toby Gowin punts 24 yards, muffed catch by Troy Brown, recovered by Troy Brown and returned for no gain",0.790,0.320
3,7:58,1,10,NWE 13,13,0,Corey Dillon left end for 6 yards (tackle by Reggie Tongue),-0.320,0.030
3,7:19,2,4,NWE 19,13,0,Tom Brady pass complete to Deion Branch for 19 yards (tackle by Erik Coleman),0.030,1.470
3,6:59,1,10,NWE 38,13,0,Corey Dillon left guard for 6 yards (tackle by Jonathan Vilma and Donnie Abraham),1.470,1.730
3,6:20,2,4,NWE 44,13,0,Corey Dillon right end for 9 yards (tackle by Erik Coleman),1.730,2.460
3,5:36,1,10,NYJ 47,13,0,Patrick Pass right end for 4 yards (tackle by Alan Harper and Eric Barton),2.460,2.450
3,4:54,2,6,NYJ 43,13,0,Tom Brady pass complete to Patrick Pass for 17 yards (tackle by David Barrett),2.450,3.840
3,4:09,1,10,NYJ 26,13,0,Corey Dillon up the middle for 3 yards (tackle by Trevor Johnson),3.840,3.700
3,3:26,2,7,NYJ 23,13,0,Tom Brady pass incomplete intended for Deion Branch,3.700,3.010
3,3:23,3,7,NYJ 23,13,0,Corey Dillon right end for 8 yards (tackle by Jonathan Vilma),3.010,4.580
3,2:56,1,10,NYJ 15,13,0,Patrick Pass left end for -2 yards (tackle by Victor Hobson),4.580,3.680
3,2:13,2,12,NYJ 17,13,0,Tom Brady pass complete to Patrick Pass for -1 yards (tackle by Eric Barton),3.680,2.890
3,1:25,3,13,NYJ 18,13,0,Tom Brady pass complete to Deion Branch for 10 yards (tackle by Jon McGraw),2.890,2.980
3,0:43,4,3,NYJ 8,16,0,Adam Vinatieri 26 yard field goal good,2.980,3.000
3,,,,NWE 30,16,0,"Adam Vinatieri kicks off 52 yards, returned by Jerricho Cotchery for 12 yards (tackle by Rabih Abdullah)",0.000,0.940
3,0:27,1,10,NYJ 30,16,0,Curtis Martin right tackle for 1 yard (tackle by Ty Warren),0.940,0.530
3,0:02,2,9,NYJ 31,16,0,Chad Pennington sacked by Jarvis Green for -10 yards,0.530,-1.480
Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,19,NYJ 21,16,0,"Penalty on Jason Fabini: False Start, 5 yards (no play)",-1.480,-2.600
4,15:00,3,24,NYJ 16,16,0,Chad Pennington pass incomplete intended for Wayne Chrebet is intercepted by Eugene Wilson at NYJ-39 and returned for 24 yards (tackle by Curtis Martin),-2.600,-4.580
4,14:49,1,10,NYJ 15,16,0,Corey Dillon right end for 9 yards (tackle by Reggie Tongue),4.580,5.600
4,14:08,2,1,NYJ 6,16,0,Corey Dillon left tackle for 3 yards (tackle by Erik Coleman and Jonathan Vilma),5.600,6.510
4,13:25,1,3,NYJ 3,16,0,--,6.510,4.950
4,12:42,2,6,NYJ 6,22,0,"Tom Brady pass complete to Deion Branch for 6 yards, touchdown",4.950,7.000
4,,,,NYJ 2,23,0,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,23,0,"Adam Vinatieri kicks off 62 yards, returned by Jerricho Cotchery for 25 yards (tackle by Tully Banta-Cain)",0.000,1.140
4,12:28,1,10,NYJ 33,23,0,Chad Pennington pass complete to Curtis Martin for 6 yards (tackle by Vince Wilfork),1.140,1.400
4,12:07,2,4,NYJ 39,23,0,Chad Pennington pass complete to Wayne Chrebet for 11 yards,1.400,2.260
4,11:46,1,10,NYJ 50,23,0,Chad Pennington pass incomplete intended for Curtis Martin,2.260,1.710
4,11:41,2,10,NYJ 50,23,0,Chad Pennington pass complete to Curtis Martin for -1 yards (tackle by Tedy Bruschi),1.710,0.890
4,11:08,3,11,NYJ 49,23,0,Chad Pennington pass complete to Wayne Chrebet for 14 yards (tackle by Troy Brown),0.890,3.120
4,10:43,1,10,NWE 37,23,0,Chad Pennington pass incomplete intended for Wayne Chrebet,3.120,2.570
4,10:37,2,10,NWE 37,23,0,Chad Pennington pass complete to Justin McCareins for 11 yards (tackle by Asante Samuel),2.570,3.840
4,10:06,1,10,NWE 26,23,0,Chad Pennington pass complete to LaMont Jordan for 11 yards (tackle by Roman Phifer),3.840,4.580
4,9:41,1,10,NWE 15,23,6,"Chad Pennington pass complete to Santana Moss for 15 yards, touchdown",4.580,7.000
4,,,,NWE 2,23,7,Doug Brien kicks extra point good,0.000,0.000
4,,,,NYJ 30,23,7,"Toby Gowin kicks off 56 yards, returned by Kevin Kasper for 21 yards (tackle by Darrell McClover)",0.000,1.270
4,9:26,1,10,NWE 35,23,7,Corey Dillon left tackle for 4 yards (tackle by David Barrett and Victor Hobson),1.270,1.260
4,8:47,2,6,NWE 39,23,7,Corey Dillon right guard for 4 yards (tackle by Reggie Tongue and Sam Cowart),1.260,1.090
4,8:04,3,2,NWE 43,23,7,Tom Brady pass complete to Christian Fauria for 23 yards,1.090,3.310
4,7:17,1,10,NYJ 34,23,7,Corey Dillon left end for 8 yards (tackle by Erik Coleman),3.310,3.850
4,6:30,2,2,NYJ 26,23,7,Corey Dillon up the middle for -1 yards (tackle by Jason Ferguson),3.850,3.010
4,5:49,3,3,NYJ 27,23,7,Corey Dillon left tackle for 2 yards (tackle by Reggie Tongue and Jason Ferguson),3.010,1.950
4,5:31,,,,23,7,Timeout #1 by New York Jets,0.000,1.950
4,5:31,4,1,NYJ 25,23,7,Corey Dillon left guard for no gain (tackle by Bryan Thomas),1.950,-0.610
4,5:26,1,10,NYJ 25,23,7,Chad Pennington pass complete to Santana Moss for 17 yards (tackle by Earthwind Moreland),0.610,1.730
4,5:05,1,10,NYJ 42,23,7,Chad Pennington pass complete to Justin McCareins for 18 yards (tackle by Rodney Harrison),1.730,2.920
4,4:57,1,10,NWE 40,23,7,Chad Pennington pass complete to Wayne Chrebet for 6 yards (tackle by Troy Brown),2.920,3.180
4,4:41,2,4,NWE 34,23,7,Chad Pennington pass complete to LaMont Jordan for -2 yards (tackle by Tedy Bruschi),3.180,2.210
4,4:18,3,6,NWE 36,23,7,Chad Pennington pass incomplete intended for Santana Moss,2.210,0.880
4,4:14,4,6,NWE 36,23,7,Chad Pennington pass complete to Justin McCareins for 5 yards (tackle by Asante Samuel),0.880,-1.000
4,4:07,1,10,NWE 31,23,7,Corey Dillon left end for 4 yards (tackle by Reggie Tongue),1.000,1.000
4,3:26,2,6,NWE 35,23,7,Corey Dillon right end for -2 yards (tackle by Trevor Johnson and James Reed),1.000,0.040
4,3:15,,,,23,7,Timeout #2 by New York Jets,0.000,0.040
4,3:15,3,8,NWE 33,23,7,Corey Dillon left end for 7 yards (tackle by David Barrett),0.040,-0.720
4,3:05,,,,23,7,Timeout #3 by New York Jets,0.000,-0.720
4,3:05,4,1,NWE 40,23,7,Josh Miller punts 41 yards,-0.720,-0.150
4,2:56,1,10,NYJ 19,23,7,"Chad Pennington pass incomplete intended for Santana Moss. Penalty on Eugene Wilson: Defensive Pass Interference, 10 yards (no play)",0.150,0.870
4,2:50,1,10,NYJ 29,23,7,Chad Pennington pass complete to Justin McCareins for 36 yards (tackle by Asante Samuel),0.870,3.250
4,2:25,1,10,NWE 35,23,7,"Chad Pennington sacked by Rosevelt Colvin for -2 yards. Chad Pennington fumbles (forced by Rosevelt Colvin), recovered by Jarvis Green at NWE-36",3.250,-1.330
4,2:17,1,10,NWE 36,23,7,"Rabih Abdullah left guard for no gain (tackle by Trevor Johnson). Penalty on Alan Harper: Defensive Offside, 5 yards (no play)",1.330,2.060
4,2:11,1,5,NWE 41,23,7,Rabih Abdullah up the middle for 5 yards (tackle by Trevor Johnson),2.060,1.990
4,2:00,1,10,NWE 46,23,7,Tom Brady kneels for -1 yards,1.990,1.320
4,1:19,2,11,NWE 45,23,7,Tom Brady kneels for no gain,1.320,0.630
4,0:37,3,11,NWE 45,23,7,Tom Brady kneels for -1 yards,0.630,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
