Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 10,10,0,Tatum Bell middle for no gain (tackle by Chris Cooper),4.910,4.190
2,14:15,2,10,ARI 10,10,0,Jay Cutler pass complete short middle to Nate Jackson for 7 yards (tackle by Orlando Huff and Robert Griffith),4.190,4.720
2,13:39,3,3,ARI 3,10,0,Tatum Bell middle for -1 yards (tackle by Karlos Dansby),4.720,3.030
2,13:02,4,4,ARI 4,13,0,Jason Elam 22 yard field goal good,3.030,3.000
2,,,,DEN 30,13,0,"Paul Ernster kicks off 69 yards, returned by J.J. Arrington for 22 yards (tackle by Louis Green)",0.000,0.480
2,12:54,1,10,ARI 23,13,0,Edgerrin James middle for 7 yards (tackle by Michael Myers),0.480,0.880
2,12:23,2,3,ARI 30,13,0,Edgerrin James left end for 4 yards (tackle by Kenard Lang),0.880,1.200
2,11:45,1,10,ARI 34,13,0,Matt Leinart pass complete short middle to Edgerrin James for 7 yards (tackle by Champ Bailey),1.200,1.600
2,11:03,2,3,ARI 41,13,0,Matt Leinart pass incomplete short left intended for Anquan Boldin (defended by Kenard Lang),1.600,0.890
2,10:58,3,3,ARI 41,13,0,Obafemi Ayanbadejo middle for 11 yards (tackle by Al Wilson),0.890,2.390
2,10:24,1,10,DEN 48,13,0,Edgerrin James left end for 13 yards (tackle by Karl Paymah),2.390,3.250
2,9:45,1,10,DEN 35,13,0,Edgerrin James middle for 3 yards (tackle by Karl Paymah),3.250,3.110
2,9:01,2,7,DEN 32,13,0,Edgerrin James right end for 1 yard (tackle by Michael Myers),3.110,2.540
2,8:21,3,6,DEN 31,13,0,Matt Leinart pass incomplete short left intended for Larry Fitzgerald,2.540,1.340
2,8:17,4,6,DEN 31,13,3,Neil Rackers 49 yard field goal good,1.340,3.000
2,,,,ARI 30,13,3,"Neil Rackers kicks off 75 yards, returned by Quincy Morgan for 21 yards (tackle by Diamond Ferri)",0.000,-0.140
2,8:06,1,10,DEN 16,13,3,Jay Cutler pass incomplete deep left intended for Rod Smith (defended by Robert Griffith),-0.140,-0.660
,,,,,,,"ARI challenged the ruling, and the original play was overturned.",,
2,7:59,2,10,DEN 16,13,9,"Tatum Bell left end for -12 yards (tackle by Chike Okeafor). Tatum Bell fumbles (forced by Chike Okeafor), recovered by Antonio Smith at DEN-4 and returned for 4 yards, touchdown",-0.660,-7.000
2,,,,DEN 2,13,10,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,13,10,"Neil Rackers kicks off 62 yards, returned by Quincy Morgan for 14 yards (tackle by Calvin Pace)",0.000,0.410
2,7:47,1,10,DEN 22,13,10,Jay Cutler pass complete short right to Javon Walker for -1 yards (tackle by Antrel Rolle),0.410,-0.270
2,7:03,2,11,DEN 21,13,10,Tatum Bell left end for 1 yard (tackle by Gerald Hayes),-0.270,-0.820
2,6:19,3,10,DEN 22,13,10,Jay Cutler pass complete short left to Javon Walker for 10 yards (tackle by Orlando Huff),-0.820,1.070
2,5:39,1,10,DEN 32,13,10,Jay Cutler pass complete short right to Brandon Marshall for 8 yards (tackle by Antrel Rolle),1.070,1.610
2,5:02,2,2,DEN 40,13,10,Jay Cutler pass complete short right to Javon Walker for 10 yards (tackle by Antrel Rolle and Adrian Wilson),1.610,2.260
2,4:22,1,10,ARI 50,13,10,Mike Bell left end for no gain (tackle by Orlando Huff and Gerald Hayes),2.260,1.710
2,3:38,2,10,ARI 50,13,10,Jay Cutler pass complete short middle to Tony Scheffler for 16 yards (tackle by Karlos Dansby),1.710,3.310
2,2:57,1,10,ARI 34,13,10,Mike Bell middle for 9 yards (tackle by Orlando Huff and Antrel Rolle),3.310,3.990
2,2:16,2,1,ARI 25,13,10,Brandon Marshall left end for 6 yards (tackle by Robert Griffith and Antrel Rolle),3.990,4.310
2,2:00,1,10,ARI 19,13,10,Jay Cutler right end for -5 yards (tackle by Antonio Smith),4.310,3.090
2,1:18,2,15,ARI 24,13,10,Jay Cutler pass complete short left to Rod Smith for 14 yards (tackle by David Macklin),3.090,4.690
2,1:10,3,1,ARI 10,13,10,Mike Bell left end for -2 yards (tackle by Darnell Dockett and Chike Okeafor),4.690,2.730
2,1:01,,,,13,10,Timeout #1 by Arizona Cardinals,0.000,2.730
2,1:01,4,3,ARI 12,16,10,Jason Elam 30 yard field goal good,2.730,3.000
2,,,,DEN 30,16,10,"Paul Ernster kicks off 70 yards, touchback",0.000,0.280
2,0:57,1,10,ARI 20,16,10,Matt Leinart pass complete short middle to Troy Walters for 8 yards (tackle by Domonique Foxworth and Al Wilson),0.280,0.810
2,0:33,2,2,ARI 28,16,10,Matt Leinart pass incomplete short right intended for Anquan Boldin,0.810,0.100
2,0:33,3,2,ARI 28,16,10,Matt Leinart pass incomplete short left intended for Anquan Boldin (defended by Domonique Foxworth),0.100,-1.500
2,0:28,4,2,ARI 28,16,10,Scott Player punts 50 yards,-1.500,-0.410
2,0:21,1,10,DEN 22,16,10,Tatum Bell middle for 9 yards (tackle by Gerald Hayes),0.410,1.080
2,0:15,,,,16,10,Timeout #2 by Denver Broncos,0.000,1.080
2,0:15,2,1,DEN 31,16,10,Jay Cutler pass complete short middle to Brandon Marshall for 9 yards (tackle by Gerald Hayes),1.080,1.600
2,0:10,,,,16,10,Timeout #3 by Denver Broncos,0.000,1.600
2,0:09,1,10,DEN 40,16,10,Jay Cutler pass complete short left to Rod Smith for 11 yards (tackle by Orlando Huff),1.600,2.320
Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,16,10,"Neil Rackers kicks off 70 yards, returned by Quincy Morgan for 17 yards (tackle by Aaron Francisco)",0.000,-0.060
3,14:55,1,10,DEN 17,16,10,Jay Cutler pass incomplete short right intended for Javon Walker,-0.060,-0.580
3,14:52,2,10,DEN 17,16,10,Tatum Bell left end for -4 yards (tackle by Karlos Dansby and Adrian Wilson),-0.580,-1.860
3,14:21,3,14,DEN 13,16,10,Jay Cutler pass incomplete deep middle intended for Rod Smith is intercepted by Robert Griffith at ARI-49 and returned for 23 yards,-1.860,-3.710
3,14:10,1,10,DEN 28,16,10,"Penalty on Leonard Davis: False Start, 5 yards (no play)",3.710,3.380
3,14:10,1,15,DEN 33,16,10,Edgerrin James right tackle for 8 yards (tackle by Kenard Lang),3.380,3.570
3,13:31,2,7,DEN 25,16,10,Edgerrin James middle for 5 yards (tackle by Al Wilson and John Lynch),3.570,3.530
3,12:49,3,2,DEN 20,16,10,J.J. Arrington left tackle for -2 yards (tackle by Ian Gold),3.530,2.070
3,12:02,4,4,DEN 22,16,10,"Neil Rackers 40 yard field goal good. Penalty on Fred Wakefield: Offensive Holding, 10 yards (no play)",2.070,1.240
3,11:59,4,14,DEN 32,16,10,Neil Rackers 50 yard field goal no good,1.240,-1.600
3,11:54,1,10,DEN 40,16,10,Jay Cutler pass complete short middle to Tatum Bell for 8 yards (tackle by Gerald Hayes),1.600,2.130
3,11:16,2,2,DEN 48,16,10,Jay Cutler pass complete short left to Tony Scheffler for 29 yards (tackle by Karlos Dansby),2.130,4.040
3,10:31,1,10,ARI 23,16,10,Jay Cutler pass incomplete short middle intended for Stephen Alexander,4.040,3.500
3,10:26,2,10,ARI 23,16,10,Mike Bell middle for -2 yards (tackle by Adrian Wilson and Antonio Smith),3.500,2.540
3,9:45,3,12,ARI 25,16,10,Jay Cutler pass complete short middle to Brandon Marshall for 15 yards (tackle by David Macklin),2.540,4.910
3,9:01,,,,16,10,Timeout #1 by Denver Broncos,0.000,4.910
3,9:01,1,10,ARI 10,22,10,"Jay Cutler pass complete short left to Rod Smith for 10 yards, touchdown",4.910,7.000
3,,,,ARI 2,23,10,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,23,10,"Paul Ernster kicks off 69 yards, returned by J.J. Arrington for 14 yards (tackle by Steve Cargile)",0.000,-0.220
3,8:49,1,10,ARI 15,23,10,Matt Leinart pass complete short left to Anquan Boldin for 21 yards (tackle by Domonique Foxworth and D.J. Williams),-0.220,1.330
3,8:08,1,10,ARI 36,23,10,Matt Leinart pass complete short middle to Leonard Pope for 7 yards (tackle by D.J. Williams),1.330,1.740
3,7:28,2,3,ARI 43,23,10,Matt Leinart pass complete short left to Anquan Boldin for 9 yards,1.740,2.390
3,7:02,1,10,DEN 48,23,10,Matt Leinart sacked by Gerard Warren for -5 yards,2.390,1.170
3,6:27,2,15,ARI 47,23,10,Matt Leinart pass complete deep left to Anquan Boldin for 18 yards (tackle by John Lynch),1.170,3.250
3,5:43,1,10,DEN 35,23,10,Matt Leinart pass complete short left to Anquan Boldin for 5 yards (tackle by Karl Paymah and Domonique Foxworth),3.250,3.380
3,4:52,,,,23,10,Timeout #1 by Arizona Cardinals,0.000,3.380
3,4:52,2,5,DEN 30,23,10,Matt Leinart pass complete short right to Larry Fitzgerald for 9 yards (tackle by Domonique Foxworth),3.380,4.170
3,4:20,1,10,DEN 21,23,10,Edgerrin James middle for 5 yards (tackle by Ian Gold and John Lynch),4.170,4.370
3,3:37,2,5,DEN 16,23,10,"Matt Leinart sacked by John Engelberger for -4 yards. Matt Leinart fumbles (forced by John Engelberger), recovered by Matt Leinart at DEN-20",4.370,3.070
3,2:26,3,9,DEN 20,23,10,Matt Leinart pass incomplete deep right intended for Bryant Johnson,3.070,2.120
3,2:24,4,9,DEN 20,23,13,Neil Rackers 38 yard field goal good,2.120,3.000
3,,,,ARI 30,23,13,"Neil Rackers kicks off 63 yards, returned by Quincy Morgan for 64 yards (tackle by Matt Ware)",0.000,3.640
3,2:08,1,10,ARI 29,23,13,Mike Bell left tackle for 8 yards (tackle by Antonio Smith and Robert Griffith),3.640,4.180
3,1:27,2,2,ARI 21,23,13,Mike Bell middle for 8 yards (tackle by Adrian Wilson),4.180,4.710
3,0:47,1,10,ARI 13,23,13,Mike Bell right end for 2 yards (tackle by Chike Okeafor),4.710,4.390
Quarter,Time,Down,ToGo,Location,DEN,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,ARI 11,23,13,Jay Cutler middle for 7 yards (tackle by Antrel Rolle and Orlando Huff),4.390,5.010
4,14:34,3,1,ARI 4,23,13,Mike Bell right tackle for 3 yards (tackle by Orlando Huff),5.010,6.970
4,13:54,1,1,ARI 1,29,13,"Mike Bell middle for 1 yard, touchdown",6.970,7.000
4,,,,ARI 2,30,13,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,30,13,"Paul Ernster kicks off 70 yards, touchback",0.000,0.280
4,13:51,1,10,ARI 20,30,13,Edgerrin James right tackle for 3 yards (tackle by Champ Bailey),0.280,0.140
4,13:19,2,7,ARI 23,30,13,Matt Leinart pass incomplete deep left intended for Bryant Johnson (defended by Curome Cox),0.140,-0.560
4,13:13,3,7,ARI 23,30,13,Matt Leinart for 8 yards (tackle by Ebenezer Ekuban),-0.560,1.000
4,12:45,1,10,ARI 31,30,13,Matt Leinart pass complete deep middle to Larry Fitzgerald for 24 yards (tackle by John Lynch and Curome Cox),1.000,2.590
4,12:06,1,10,DEN 45,30,13,"Matt Leinart left end for no gain (tackle by Domonique Foxworth). Penalty on Reggie Wells: Offensive Holding, 10 yards (no play)",2.590,1.930
4,11:39,1,20,ARI 45,30,13,Matt Leinart pass incomplete short left intended for Edgerrin James,1.930,0.690
4,11:34,2,20,ARI 45,30,13,Matt Leinart right end for 14 yards (tackle by Domonique Foxworth),0.690,1.880
4,10:50,3,6,DEN 41,30,13,Matt Leinart pass incomplete,1.880,0.530
,,,,,,,"ARI challenged the ruling, and the original play was overturned.",,
4,10:47,4,6,DEN 41,30,13,Matt Leinart pass complete deep middle to Larry Fitzgerald for 19 yards (tackle by Karl Paymah),0.530,4.110
4,10:18,1,10,DEN 22,30,13,Edgerrin James right tackle for 4 yards (tackle by Elvis Dumervil and Patrick Chukwurah),4.110,4.130
4,9:45,2,6,DEN 18,30,13,Matt Leinart pass complete short right to Leonard Pope for 4 yards (tackle by Ian Gold),4.130,4.150
4,9:03,3,2,DEN 14,30,13,Anquan Boldin right end for 5 yards (tackle by Champ Bailey),4.150,5.140
4,8:26,1,9,DEN 9,30,13,Edgerrin James middle for 5 yards (tackle by John Lynch),5.140,5.340
4,7:50,2,4,DEN 4,30,19,"Edgerrin James middle for 4 yards, touchdown",5.340,7.000
4,,,,DEN 2,30,20,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,30,20,"Neil Rackers kicks off 70 yards, returned by Quincy Morgan for 38 yards (tackle by Neil Rackers)",0.000,1.470
4,7:38,1,10,DEN 38,30,20,Jay Cutler pass incomplete short right intended for Kyle Johnson,1.470,0.920
4,7:32,2,10,DEN 38,30,20,Jay Cutler pass complete short middle to Brandon Marshall for 17 yards (tackle by David Macklin),0.920,2.590
4,6:48,1,10,ARI 45,30,20,Tatum Bell left tackle for no gain (tackle by Karlos Dansby and Antonio Smith),2.590,2.040
4,6:04,2,10,ARI 45,30,20,Jay Cutler pass incomplete deep right intended for Brandon Marshall,2.040,1.360
4,5:57,3,10,ARI 45,30,20,"Jay Cutler sacked by Chike Okeafor for -5 yards. Jay Cutler fumbles (forced by Chike Okeafor), recovered by George Foster at ARI-48. Penalty on Antonio Smith: Unnecessary Roughness, 15 yards",1.360,3.380
4,5:18,1,10,ARI 33,30,20,Mike Bell left tackle for 11 yards (tackle by Robert Griffith),3.380,4.110
4,4:32,1,10,ARI 22,30,20,"Mike Bell middle for 7 yards (tackle by Antrel Rolle and Karlos Dansby). Penalty on Antrel Rolle: Tripping, 8 yards",4.110,5.600
4,4:17,1,7,ARI 7,30,20,"Mike Bell left tackle for no gain (tackle by Adrian Wilson). Mike Bell fumbles (forced by Adrian Wilson), recovered by Cooper Carlisle at ARI-7",5.600,4.760
4,3:36,2,7,ARI 7,30,20,Jay Cutler pass complete short left to Kyle Johnson for 2 yards (tackle by David Macklin),4.760,4.260
4,3:36,3,5,ARI 5,30,20,"Jay Cutler pass incomplete short right intended for Javon Walker (defended by Antrel Rolle). Penalty on Antrel Rolle: Defensive Pass Interfere, 4 yards, Penalty on Karlos Dansby: Defensive Holding (Declined) (no play)",4.260,6.970
4,3:24,1,1,ARI 1,30,20,Mike Bell middle for no gain (tackle by Orlando Huff and Darnell Dockett),6.970,5.910
4,2:49,2,1,ARI 1,36,20,"Mike Bell left tackle for 1 yard, touchdown",5.910,7.000
4,,,,ARI 2,37,20,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,37,20,"Paul Ernster kicks off 68 yards, returned by J.J. Arrington for 46 yards (tackle by Paul Ernster)",0.000,2.130
4,2:36,1,10,ARI 48,37,20,Matt Leinart for 1 yard,2.130,1.720
4,2:28,2,9,ARI 49,37,20,Matt Leinart pass incomplete short left intended for Bryant Johnson,1.720,1.020
4,2:17,3,9,ARI 49,37,20,Matt Leinart pass incomplete deep right intended for Anquan Boldin is intercepted by Champ Bailey at DEN-20 and returned for 32 yards,1.020,-2.390
4,2:10,1,10,ARI 48,37,20,Tatum Bell middle for 3 yards (tackle by Calvin Pace and Chris Cooper),2.390,2.250
4,2:00,2,7,ARI 45,37,20,Tatum Bell left end for 1 yard (tackle by Orlando Huff),2.250,1.690
4,1:51,,,,37,20,Timeout #2 by Arizona Cardinals,0.000,1.690
4,1:47,3,6,ARI 44,37,20,Jay Cutler pass incomplete short left intended for Tony Scheffler,1.690,0.330
4,1:46,4,6,ARI 44,37,20,"Paul Ernster punts 34 yards, fair catch by Troy Walters",0.330,0.380
4,1:39,1,10,ARI 10,37,20,Matt Leinart pass complete short middle to Obafemi Ayanbadejo for 5 yards (tackle by Demetrin Veal and Ian Gold),-0.380,-0.350
4,1:17,2,5,ARI 15,37,20,Matt Leinart pass complete short middle to Obafemi Ayanbadejo for 5 yards (tackle by D.J. Williams),-0.350,0.280
4,0:58,1,10,ARI 20,37,20,Matt Leinart pass complete short left to Larry Fitzgerald for 12 yards,0.280,1.070
4,0:54,1,10,ARI 32,37,20,Matt Leinart pass complete to Anquan Boldin for 7 yards (tackle by Karl Paymah),1.070,1.470
4,0:49,2,3,ARI 39,37,20,"Penalty on Ebenezer Ekuban: Encroachment, 5 yards (no play)",1.470,1.860
4,0:49,1,10,ARI 44,37,20,Matt Leinart pass complete short middle to Troy Walters for 6 yards (tackle by Curome Cox),1.860,2.130
4,0:42,2,4,ARI 50,37,20,Matt Leinart pass incomplete short left intended for Anquan Boldin (defended by Karl Paymah),2.130,1.420
4,0:36,3,4,ARI 50,37,20,Matt Leinart pass complete short right to Larry Fitzgerald for 13 yards (tackle by Patrick Chukwurah),1.420,3.120
4,0:17,1,10,DEN 37,37,20,Matt Leinart spiked the ball,3.120,2.570
4,0:16,2,10,DEN 37,37,20,Matt Leinart pass complete deep middle to Bryant Johnson for 20 yards (tackle by Curome Cox),2.570,4.440
4,0:01,1,10,DEN 17,37,20,Matt Leinart spiked the ball,4.440,3.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
