Quarter,Time,Down,ToGo,Location,OAK,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,,0,7,Marc Bulger sacked by Travian Smith for -6 yards,2.260,0.900
2,14:41,2,16,STL 44,0,7,Marc Bulger pass complete to Isaac Bruce for 17 yards (tackle by Rod Woodson),0.900,2.980
2,14:15,1,10,OAK 39,0,7,Marc Bulger pass complete to Marshall Faulk for -4 yards (tackle by Derrick Gibson),2.980,1.900
2,13:31,2,14,OAK 43,0,7,Marshall Faulk middle for -1 yards (tackle by Tony Bryant),1.900,1.090
2,12:50,3,15,OAK 44,0,7,"Penalty on Tom Nutten: False Start, 5 yards (no play)",1.090,0.430
2,12:35,3,20,OAK 49,0,7,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Tory James),0.430,0.000
2,12:27,4,20,OAK 49,0,7,"Mitch Berger punts 34 yards, fair catch by Phillip Buchanon. Penalty on Robert Thomas: Ineligible Downfield Kick, 5 yards (no play)",0.000,-0.320
2,12:20,4,25,STL 46,0,7,"Mitch Berger punts 39 yards, returned by Phillip Buchanon for 9 yards (tackle by Trung Canidate). Penalty on Chris Massey: Offensive Holding, 10 yards (no play)",-0.320,-0.980
2,12:20,4,35,STL 36,0,7,"Mitch Berger punts 51 yards, returned by Phillip Buchanon for 11 yards (tackle by Adam Archuleta). Penalty on Doug Jolley: Illegal Block Above the Waist, 9 yards",-0.980,0.380
2,11:53,1,10,OAK 10,0,7,Rich Gannon pass incomplete intended for Charlie Garner,-0.380,-0.780
2,11:48,2,10,OAK 10,0,7,Rich Gannon pass incomplete intended for Jerry Porter (defended by Jeff Zgonina),-0.780,-1.420
2,11:41,3,10,OAK 10,0,7,Rich Gannon pass complete to Terry Kirby for 7 yards (tackle by Travis Fisher),-1.420,-2.320
2,11:08,4,3,OAK 17,0,7,"Shane Lechler punts 55 yards, returned by Terrence Wilkins for 5 yards (tackle by Travian Smith). Penalty on Travian Smith: Ineligible Downfield Kick, 5 yards (no play)",-2.320,-2.490
2,10:56,4,8,OAK 12,0,7,"Shane Lechler punts 56 yards, returned by Terrence Wilkins for 55 yards (tackle by Shane Lechler). Penalty on OAK: Ineligible Downfield Kick (Declined)",-2.490,-4.710
2,10:39,1,10,OAK 13,0,13,"Marc Bulger pass complete to Torry Holt for 13 yards, touchdown",4.710,7.000
2,10:39,1,10,OAK 13,0,14,"Penalty on Bill Romanowski: Roughing the Passer, 15 yards",4.710,0.000
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
2,10:39,,,OAK 13,0,14,Jeff Wilkins kicks extra point good,0.000,0.000
2,10:39,,,STL 45,0,14,"Jeff Wilkins kicks off 55 yards, touchback",0.000,0.280
2,10:32,1,10,OAK 20,0,14,Charlie Garner middle for 6 yards (tackle by Grant Wistrom),0.280,0.540
2,10:01,2,4,OAK 26,0,14,Rich Gannon pass incomplete intended for Jerry Porter,0.540,-0.160
2,9:53,3,4,OAK 26,0,14,Rich Gannon pass complete to Charlie Garner for 14 yards (tackle by Adam Archuleta),-0.160,1.600
2,9:23,1,10,OAK 40,0,14,Charlie Garner middle for 4 yards (tackle by Adam Archuleta),1.600,1.590
2,8:50,2,6,OAK 44,0,14,Rich Gannon pass complete to Tim Brown for 13 yards (tackle by Chad Cota),1.590,2.720
2,8:26,1,10,STL 43,0,14,Rich Gannon pass incomplete intended for Terry Kirby,2.720,2.180
2,8:23,2,10,STL 43,0,14,Charlie Garner middle for 14 yards (tackle by Adam Archuleta),2.180,3.640
2,7:47,1,10,STL 29,0,14,"Penalty on Roland Williams: False Start, 5 yards (no play)",3.640,3.310
2,7:21,1,15,STL 34,0,14,Tyrone Wheatley middle for -2 yards (tackle by Adam Archuleta),3.310,2.160
2,6:43,2,17,STL 36,0,14,Rich Gannon pass complete to Terry Kirby for 3 yards (tackle by Tyoka Jackson),2.160,1.880
2,5:57,3,14,STL 33,0,14,Rich Gannon pass complete to Terry Kirby for 8 yards (tackle by Aeneas Williams),1.880,1.830
2,5:19,4,6,STL 25,3,14,Sebastian Janikowski 43 yard field goal good,1.830,3.000
2,5:19,,,OAK 30,3,14,"Sebastian Janikowski kicks off 72 yards, returned by Terrence Wilkins for 27 yards (tackle by Clarence Love)",0.000,0.610
2,5:08,1,10,STL 25,3,14,Marshall Faulk left end for 4 yards (tackle by Travian Smith),0.610,0.600
2,4:20,2,6,STL 29,3,14,Marc Bulger pass incomplete intended for Torry Holt,0.600,-0.100
2,4:12,3,6,STL 29,3,14,Marc Bulger pass incomplete intended for Troy Edwards,-0.100,-1.440
2,4:08,4,6,STL 29,3,14,"Mitch Berger punts 39 yards, muffed catch by Phillip Buchanon, recovered by Phillip Buchanon and returned for 3 yards (tackle by Mitch Berger)",-1.440,-1.470
2,3:52,1,10,OAK 38,3,14,Rich Gannon pass incomplete intended for Jerry Rice,1.470,0.920
2,3:45,2,10,OAK 38,3,14,"Rich Gannon sacked by Leonard Little for -7 yards. Rich Gannon fumbles (forced by Leonard Little), recovered by Grant Wistrom at OAK-35 and returned for 1 yards (tackle by Jerry Porter)",0.920,-3.310
2,3:36,1,10,OAK 34,3,14,"Marc Bulger pass incomplete intended for Ernie Conwell. Penalty on Andy McCollum: Offensive Holding, 10 yards (no play)",3.310,2.650
2,3:33,1,20,OAK 44,3,14,"Penalty on John St. Clair: False Start, 5 yards (no play)",2.650,2.320
2,3:33,1,25,OAK 49,3,14,Marc Bulger pass complete to Marshall Faulk for 5 yards (tackle by Eric Barton),2.320,1.420
2,2:42,2,20,OAK 44,3,14,Marc Bulger pass complete to Isaac Bruce for 16 yards (tackle by Phillip Buchanon),1.420,2.870
2,2:12,3,4,OAK 28,3,14,Marshall Faulk right end for 12 yards (tackle by Napoleon Harris),2.870,4.510
2,2:00,1,10,OAK 16,3,14,Marc Bulger pass incomplete intended for Isaac Bruce,4.510,3.900
2,1:55,2,10,OAK 16,3,14,Marc Bulger pass complete to Terrence Wilkins for 14 yards (tackle by Phillip Buchanon),3.900,6.740
2,1:10,1,2,OAK 2,3,14,Marshall Faulk middle for 1 yard (tackle by John Parrella),6.740,5.910
2,0:29,2,1,OAK 1,3,14,--,5.910,0.380
2,0:21,1,10,OAK 2,3,14,Rich Gannon middle for no gain (tackle by Jeff Zgonina),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,OAK,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,3,14,"Sebastian Janikowski kicks off 59 yards, returned by Terrence Wilkins for 19 yards (tackle by Mike Jones)",0.000,0.940
3,14:56,1,10,STL 30,3,14,Marshall Faulk right tackle for 1 yard (tackle by Eric Barton),0.940,0.530
3,14:16,2,9,STL 31,3,14,Marc Bulger sacked by Sam Adams for -7 yards,0.530,-1.090
3,13:44,3,16,STL 24,3,14,Marc Bulger pass complete to Isaac Bruce for 13 yards (tackle by Tory James),-1.090,-0.910
3,13:23,4,3,STL 37,3,14,"Mitch Berger punts 54 yards, returned by Phillip Buchanon for 17 yards (tackle by Nick Sorensen)",-0.910,-0.670
3,13:09,1,10,OAK 26,3,14,"Penalty on Lincoln Kennedy: False Start, 5 yards (no play)",0.670,0.340
3,13:09,1,15,OAK 21,3,14,Charlie Garner middle for 4 yards (tackle by Grant Wistrom),0.340,-0.010
3,12:43,2,11,OAK 25,3,14,Rich Gannon pass complete to Jerry Porter for 11 yards (tackle by Adam Archuleta),-0.010,1.330
3,12:05,1,10,OAK 36,3,14,"Rich Gannon pass incomplete intended for Jerry Porter. Penalty on Grant Wistrom: Unnecessary Roughness, 15 yards",1.330,2.320
3,12:01,1,10,STL 49,3,14,"Rich Gannon for no gain. Rich Gannon fumbles, ball out of bounds at OAK-47",2.320,1.240
3,11:39,2,14,OAK 47,3,14,Charlie Garner middle for 16 yards (tackle by Kim Herring),1.240,3.120
3,11:39,1,10,STL 37,3,14,Rich Gannon pass complete to Roland Williams for 4 yards (tackle by Travis Fisher),3.120,3.110
3,11:13,1,10,STL 37,,,Timeout #1 by Los Angeles Rams,3.120,3.110
3,11:13,2,6,STL 33,3,14,Charlie Garner middle for no gain (tackle by Ryan Pickett),3.110,2.410
3,10:44,3,6,STL 33,3,14,"Rich Gannon pass complete to Charlie Garner for 9 yards (tackle by Travis Fisher). Penalty on Leonard Little: Face Mask (15 Yards), 12 yards",2.410,4.780
3,10:20,1,10,STL 12,3,14,Charlie Garner left end for -1 yards (tackle by Kim Herring),4.780,3.940
3,9:42,2,11,STL 13,3,14,"Penalty on Jerry Porter: False Start, 5 yards (no play)",3.940,3.310
3,9:27,2,16,STL 18,3,14,Rich Gannon pass complete to Charlie Garner for 3 yards (tackle by Tyoka Jackson),3.310,3.000
3,8:48,3,13,STL 15,3,14,Rich Gannon pass complete to Jerry Porter for 11 yards (tackle by Tommy Polley),3.000,3.040
3,8:05,4,2,STL 4,3,14,"Sebastian Janikowski 22 yard field goal good. Penalty on Zack Crockett: Offensive Holding, 10 yards (no play)",3.040,2.510
3,8:01,4,12,STL 14,6,14,Sebastian Janikowski 32 yard field goal good,2.510,3.000
3,8:01,,,OAK 30,6,14,"Sebastian Janikowski kicks off 70 yards, returned by Terrence Wilkins for 24 yards (tackle by Marcus Knight)",0.000,0.540
3,7:51,1,10,STL 24,6,14,Marshall Faulk left end for 12 yards (tackle by Rod Woodson),0.540,1.330
3,7:19,1,10,STL 36,6,14,Marshall Faulk middle for 4 yards (tackle by Derrick Gibson),1.330,1.330
3,6:40,2,6,STL 40,6,14,Marshall Faulk right tackle for 3 yards (tackle by Bill Romanowski and Junior Ioane),1.330,1.030
3,5:57,3,3,STL 43,6,14,"Penalty on Tom Nutten: False Start, 5 yards (no play)",1.030,0.370
3,5:57,3,8,STL 38,6,14,"Penalty on Adam Timmerman: False Start, 5 yards (no play)",0.370,-0.300
3,5:25,3,13,STL 33,6,14,Marc Bulger pass complete to Marshall Faulk for 11 yards (tackle by Napoleon Harris),-0.300,-0.460
3,4:42,4,2,STL 44,6,14,"Mitch Berger punts 39 yards, returned by Phillip Buchanon for 31 yards (tackle by Chris Hetherington)",-0.460,-2.130
3,4:29,1,10,OAK 48,6,14,Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Travis Fisher),2.130,2.800
3,3:52,2,1,STL 43,6,14,Charlie Garner left tackle for 8 yards (tackle by Kim Herring),2.800,3.250
3,3:16,1,10,STL 35,6,14,Charlie Garner left tackle for 7 yards (tackle by Tommy Polley),3.250,3.650
3,2:38,2,3,STL 28,6,14,Terry Kirby right guard for 3 yards (tackle by Ryan Pickett),3.650,3.910
3,2:07,1,10,STL 25,6,14,Rich Gannon pass complete to Roland Williams for 5 yards (tackle by Tommy Polley),3.910,4.040
3,1:30,2,5,STL 20,6,14,Charlie Garner left tackle for 3 yards (tackle by Adam Archuleta),4.040,3.850
3,1:01,3,2,STL 17,6,14,Rich Gannon pass incomplete intended for Roland Williams,3.850,2.440
3,0:55,4,2,STL 17,6,14,Sebastian Janikowski 35 yard field goal no good,2.440,-0.610
3,0:50,1,10,STL 25,6,14,Marc Bulger pass incomplete intended for Marshall Faulk,0.610,0.060
3,0:48,2,10,STL 25,6,14,Marshall Faulk middle for 16 yards (tackle by Phillip Buchanon),0.060,1.660
Quarter,Time,Down,ToGo,Location,OAK,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 41,6,14,"Marshall Faulk left end for 40 yards (tackle by Rod Woodson). Penalty on OAK: Face Mask (15 Yards), 9 yards",1.660,4.910
4,14:34,1,10,OAK 10,6,14,Lamar Gordon right tackle for no gain (tackle by Bill Romanowski),4.910,4.190
4,13:49,2,10,OAK 10,6,20,"Marc Bulger pass complete to Marshall Faulk for 10 yards, touchdown",4.190,7.000
4,13:49,,,OAK 10,6,21,Jeff Wilkins kicks extra point good,0.000,0.000
4,13:49,,,STL 30,6,21,"Jeff Wilkins kicks off 75 yards, touchback",0.000,0.280
4,13:40,1,10,OAK 20,6,21,Rich Gannon pass complete to Charlie Garner for 5 yards (tackle by Tommy Polley),0.280,0.410
4,13:14,2,5,OAK 25,6,21,"Penalty on Lincoln Kennedy: False Start, 5 yards (no play)",0.410,-0.270
4,13:01,2,10,OAK 20,6,21,Rich Gannon pass complete to Tim Brown for 22 yards (tackle by Chad Cota),-0.270,1.730
4,12:23,1,10,OAK 42,6,21,Rich Gannon pass incomplete intended for Jerry Porter is intercepted by Grant Wistrom at OAK-35 and returned for 2 yards,1.730,-3.380
4,12:16,1,10,OAK 33,6,21,Marshall Faulk left end for 32 yards (tackle by Napoleon Harris),3.380,6.970
4,11:19,1,10,OAK 33,,,Timeout #2 by Los Angeles Rams,3.380,6.970
4,11:19,1,1,OAK 1,6,27,"Marc Bulger for 1 yard, touchdown",6.970,7.000
4,11:19,,,OAK 1,6,28,Jeff Wilkins kicks extra point good,0.000,0.000
4,11:19,,,STL 30,6,28,"Jeff Wilkins kicks off 59 yards, muffed catch by Terry Kirby, recovered by Terry Kirby and returned for no gain",0.000,-0.380
4,11:10,1,10,OAK 9,6,28,Rich Gannon pass complete to Jerry Rice for 27 yards (tackle by Travis Fisher),-0.380,1.330
4,10:58,1,10,OAK 36,6,28,Rich Gannon pass complete to Terry Kirby for 7 yards (tackle by Adam Archuleta and Aeneas Williams),1.330,1.740
4,10:34,2,3,OAK 43,6,28,Rich Gannon pass complete to Jerry Porter for 26 yards (tackle by Tommy Polley),1.740,3.510
4,10:00,1,10,STL 31,6,28,Terry Kirby right guard for no gain (tackle by Tommy Polley),3.510,2.970
4,9:34,2,10,STL 31,6,28,Rich Gannon pass incomplete intended for Tim Brown,2.970,2.280
4,9:28,3,10,STL 31,6,28,Rich Gannon pass complete to Jerry Rice for 18 yards (tackle by Travis Fisher),2.280,4.710
4,9:07,1,10,STL 13,6,28,Rich Gannon pass complete to Jerry Rice for 6 yards (tackle by Aeneas Williams),4.710,5.150
4,8:30,1,10,STL 13,,,Timeout #3 by Los Angeles Rams,4.710,5.150
4,8:30,2,4,STL 7,6,28,Rich Gannon pass complete to Tim Brown for 5 yards (tackle by Travis Fisher),5.150,6.740
4,8:11,1,2,STL 2,12,28,"Rich Gannon pass complete to Terry Kirby for 2 yards, touchdown",6.740,7.000
4,8:11,,,STL 2,13,28,Sebastian Janikowski kicks extra point good,0.000,0.000
4,8:11,,,OAK 30,13,28,"Sebastian Janikowski kicks off 68 yards, returned by Yo Murphy for 21 yards (tackle by Marcus Williams)",0.000,0.480
4,7:58,1,10,STL 23,13,28,Marshall Faulk right tackle for 4 yards (tackle by Eric Barton),0.480,0.470
4,7:13,2,6,STL 27,13,28,Marc Bulger pass incomplete intended for Torry Holt,0.470,-0.230
4,7:07,3,6,STL 27,13,28,Marc Bulger pass incomplete intended for Marshall Faulk (defended by John Parrella),-0.230,-1.570
4,7:02,4,6,STL 27,13,28,"Penalty on Anthony Dorsett: Delay of Game, 5 yards (no play)",-1.570,-1.240
4,7:01,4,1,STL 32,13,28,"Mitch Berger punts 53 yards, out of bounds",-1.240,0.220
4,6:54,1,10,OAK 15,13,28,Rich Gannon pass incomplete intended for Roland Williams,-0.220,-0.710
4,6:49,2,10,OAK 15,13,28,"Rich Gannon pass incomplete intended for Terry Kirby. Penalty on Travis Fisher: Illegal Contact, 5 yards (no play)",-0.710,0.280
4,6:43,1,10,OAK 20,13,28,Rich Gannon pass incomplete intended for Jerry Rice is intercepted by Travis Fisher at OAK-40,0.280,-2.920
4,6:37,1,10,OAK 40,13,28,Marshall Faulk left end for no gain (tackle by Napoleon Harris),2.920,2.370
4,5:57,2,10,OAK 40,13,28,Ernie Conwell middle for 1 yard (tackle by Bill Romanowski and Tony Bryant),2.370,1.820
4,5:11,3,9,OAK 39,13,28,Marshall Faulk left end for -3 yards (tackle by Trace Armstrong),1.820,0.460
4,5:11,3,9,OAK 39,,,Timeout #1 by Oakland Raiders,1.820,0.460
4,4:54,4,12,OAK 42,13,28,"Mitch Berger punts 30 yards, fair catch by Phillip Buchanon",0.460,0.320
4,4:48,1,10,OAK 13,13,28,Rich Gannon sacked by Damione Lewis for -6 yards,-0.320,-1.220
4,4:25,2,16,OAK 7,13,28,Rich Gannon pass complete to Terry Kirby for 10 yards (tackle by Aeneas Williams and Adam Archuleta),-1.220,-0.940
4,3:55,3,6,OAK 17,13,28,Rich Gannon sacked by Damione Lewis for -6 yards,-0.940,-2.490
4,3:24,4,12,OAK 11,13,28,"Shane Lechler punts 40 yards, out of bounds",-2.490,-2.190
4,3:16,1,10,STL 49,13,28,Marshall Faulk right end for 1 yard (tackle by Bill Romanowski),2.190,1.780
4,3:07,1,10,STL 49,,,Timeout #2 by Oakland Raiders,2.190,1.780
4,3:07,2,9,,13,28,"Penalty on Heath Irwin: False Start, 5 yards (no play)",1.780,1.110
4,3:07,2,14,STL 45,13,28,Marshall Faulk left end for -4 yards (tackle by Sam Adams),1.110,-0.100
4,2:57,2,14,STL 45,,,Timeout #3 by Oakland Raiders,1.110,-0.100
4,2:57,3,18,STL 41,13,28,Marshall Faulk left end for -1 yards (tackle by Bill Romanowski),-0.100,-0.720
4,2:13,4,19,STL 40,13,28,"Mitch Berger punts 40 yards, returned by Phillip Buchanon for -2 yards. Penalty on OAK: Defensive Holding, 9 yards",-0.720,0.380
4,2:00,1,10,OAK 9,13,28,Rich Gannon pass complete to Terry Kirby for 6 yards (tackle by Adam Archuleta),-0.380,-0.280
4,1:37,2,4,OAK 15,13,28,Rich Gannon pass complete to Terry Kirby for 10 yards (tackle by Brian Young),-0.280,0.610
4,1:18,1,10,OAK 25,13,28,Rich Gannon pass complete to Marcus Knight for 6 yards,0.610,0.870
4,1:09,2,4,OAK 31,13,28,Rich Gannon pass incomplete,0.870,0.170
4,1:08,3,4,OAK 31,13,28,Rich Gannon pass incomplete intended for Jerry Rice,0.170,-1.310
4,1:03,4,4,OAK 31,13,28,Rich Gannon pass incomplete intended for Terry Kirby (defended by Adam Archuleta),-1.310,-3.510
4,0:59,1,10,OAK 31,13,28,Marc Bulger for -1 yards (tackle by Sam Adams),3.510,2.830
4,0:28,2,11,OAK 32,13,28,Marc Bulger for -1 yards (tackle by John Parrella),2.830,2.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
