Quarter,Time,Down,ToGo,Location,NOR,TEN,Detail,EPB,EPA
2,2:52,2,10,NOR 24,6,6,Ryan Tannehill pass complete short middle to Chester Rogers for 9 yards (tackle by Demario Davis),,
2,2:21,3,1,NOR 15,6,6,A.J. Brown left end for 7 yards (tackle by Marcus Williams),,
2,2:00,1,8,NOR 8,6,6,"Ryan Tannehill pass is intercepted by Marcus Williams in end zone and returned for no gain. Penalty on Kaden Elliss: Roughing the Passer, 4 yards (accepted) (no play)",,
2,1:54,,,,,,Timeout #2 by New Orleans Saints,,
2,1:54,1,4,NOR 4,6,6,D'Onta Foreman left end for 1 yard (tackle by Pete Werner),,
2,1:50,2,3,NOR 3,6,6,"Penalty on Anthony Firkser: False Start, 5 yards (accepted) (no play)",,
2,1:50,2,8,NOR 8,6,6,Ryan Tannehill scrambles up the middle for 2 yards (tackle by Shy Tuttle and David Onyemata),,
2,1:44,,,,,,Timeout #3 by New Orleans Saints,,
2,1:44,3,6,NOR 6,6,6,"Ryan Tannehill pass incomplete intended for Anthony Firkser. Penalty on Demario Davis: Defensive Pass Interference, 5 yards (accepted) (no play)",,
2,1:41,1,1,NOR 1,6,12,"Ryan Tannehill up the middle for 1 yard, touchdown",,
2,1:38,,,NOR 15,6,13,Randy Bullock kicks extra point good,,
2,1:38,,,TEN 35,6,13,"Randy Bullock kicks off 60 yards, returned by Deonte Harty for 27 yards (tackle by Nick Dzubnar and Matthias Farley)",,
2,1:33,1,10,NOR 32,6,13,Trevor Siemian pass complete short left to Mark Ingram for 12 yards (tackle by Elijah Molden and Kristian Fulton),,
2,1:11,1,10,NOR 44,6,13,Trevor Siemian pass incomplete short right intended for Juwan Johnson,,
2,1:08,2,10,NOR 44,6,13,Trevor Siemian pass complete deep right to Deonte Harty for 21 yards,,
2,1:00,,,,,,Timeout #1 by Tennessee Titans,,
2,1:00,1,10,TEN 35,6,13,Trevor Siemian sacked by Jeffery Simmons for -4 yards,,
2,0:38,2,14,TEN 39,6,13,Trevor Siemian sacked by Harold Landry for -3 yards,,
2,0:15,3,17,TEN 42,6,13,"Penalty on Calvin Throckmorton: False Start, 5 yards (accepted) (no play)",,
2,0:05,,,,,,Timeout #2 by Tennessee Titans,,
2,0:05,3,22,TEN 47,6,13,Trevor Siemian pass complete short right to Adam Trautman for 6 yards,,
Quarter,Time,Down,ToGo,Location,NOR,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,6,13,"Randy Bullock kicks off 69 yards, returned by Deonte Harty for 23 yards. Deonte Harty fumbles (forced by Dylan Cole), recovered by Tory Carter at NO-19",,
3,14:53,1,10,NOR 19,6,13,Adrian Peterson right guard for 5 yards (tackle by Cameron Jordan and Malcolm Jenkins),,
3,14:09,2,5,NOR 14,6,13,D'Onta Foreman right tackle for 3 yards (tackle by Cameron Jordan),,
3,13:24,3,2,NOR 11,6,13,Ryan Tannehill pass complete short right to Marcus Johnson for 10 yards (tackle by Marshon Lattimore),,
3,12:43,1,1,NOR 1,6,13,Ryan Tannehill pass complete short right to Adrian Peterson for -1 yards (tackle by Paulson Adebo),,
3,12:07,2,2,NOR 2,6,19,"Ryan Tannehill pass complete short right to MyCole Pruitt for 2 yards, touchdown",,
3,12:02,,,NOR 15,6,20,Randy Bullock kicks extra point good,,
3,12:02,,,TEN 35,6,20,"Randy Bullock kicks off 67 yards, returned by Deonte Harty for 26 yards (tackle by Matthias Farley)",,
3,11:58,1,10,NOR 24,6,20,Trevor Siemian pass incomplete short left intended for Taysom Hill (defended by Kristian Fulton),,
3,11:53,2,10,NOR 24,6,20,Mark Ingram right tackle for 2 yards (tackle by Jeffery Simmons and Kevin Byard),,
3,11:13,3,9,NOR 25,6,20,Trevor Siemian pass incomplete short middle intended for Adam Trautman,,
3,11:10,4,8,NOR 26,6,20,"Blake Gillikin punts 41 yards, fair catch by Chester Rogers at TEN-33. Penalty on Dwayne Washington: Face Mask (15 Yards), 15 yards (accepted)",,
3,11:04,1,10,TEN 48,6,20,Adrian Peterson right guard for 2 yards (tackle by Carl Granderson and Pete Werner),,
3,10:22,2,8,TEN 50,6,20,Jeremy McNichols up the middle for 2 yards (tackle by P.J. Williams and Shy Tuttle),,
3,9:50,3,6,NOR 48,6,20,Ryan Tannehill sacked by Marcus Davenport for -7 yards,,
3,9:12,4,13,TEN 45,6,20,"Brett Kern punts 42 yards, fair catch by Deonte Harty at NO-13",,
3,9:05,1,10,NOR 13,6,20,Mark Ingram left tackle for 6 yards (tackle by Harold Landry and Monty Rice),,
3,8:27,2,4,NOR 19,6,20,Trevor Siemian pass incomplete short middle intended for Mark Ingram (defended by Jeffery Simmons),,
3,8:23,3,4,NOR 19,6,20,Trevor Siemian pass complete short left to Tre'Quan Smith for 21 yards (tackle by Chris Jackson),,
3,7:45,1,10,NOR 40,6,20,Dwayne Washington left guard for 4 yards (tackle by Olasunkanmi Adeniyi),,
3,7:10,2,6,NOR 44,6,20,Taysom Hill pass complete short middle to Adam Trautman for 8 yards (tackle by Monty Rice and Amani Hooker),,
3,6:26,1,10,TEN 48,6,20,Trevor Siemian pass complete short left to Taysom Hill for 15 yards (tackle by Amani Hooker),,
3,5:54,1,10,TEN 33,6,20,Dwayne Washington up the middle for 4 yards (tackle by Elijah Molden),,
3,5:19,2,6,TEN 29,6,20,Trevor Siemian pass complete short left to Mark Ingram for 10 yards (tackle by Jayon Brown),,
3,4:39,1,10,TEN 19,6,20,Deonte Harty right end for 6 yards (tackle by Harold Landry),,
3,4:04,2,4,TEN 13,6,20,Trevor Siemian pass incomplete short right intended for Mark Ingram (defended by Denico Autry),,
3,4:00,3,4,TEN 13,12,20,"Mark Ingram right end for 13 yards, touchdown",,
3,3:54,,,TEN 15,12,20,Brian Johnson kicks extra point no good,,
3,3:54,,,NOR 35,12,20,"Brian Johnson kicks off 47 yards, returned by Marcus Johnson for 7 yards (tackle by J.T. Gray)",,
3,3:51,1,10,TEN 25,12,20,D'Onta Foreman up the middle for 1 yard (tackle by Shy Tuttle and David Onyemata),,
3,3:12,2,9,TEN 26,12,20,Jeremy McNichols up the middle for 1 yard (tackle by P.J. Williams),,
3,2:31,3,8,TEN 27,12,20,Ryan Tannehill pass incomplete short left intended for Anthony Firkser,,
3,2:27,4,8,TEN 27,12,20,Brett Kern punts 46 yards out of bounds,,
3,2:21,1,10,NOR 27,12,20,Trevor Siemian pass incomplete deep right,,
3,2:13,2,10,NOR 27,12,20,Mark Ingram left tackle for 3 yards (tackle by Monty Rice and Amani Hooker),,
3,1:37,3,7,NOR 30,12,20,Trevor Siemian pass incomplete deep middle intended for Kevin White (defended by Kevin Byard),,
3,1:31,4,7,NOR 30,12,20,"Blake Gillikin punts 43 yards, fair catch by Chester Rogers at TEN-27",,
3,1:24,1,10,TEN 27,12,20,Ryan Tannehill pass complete short right to Geoff Swaim for 5 yards (tackle by Malcolm Jenkins),,
3,0:47,2,5,TEN 32,12,20,"Ryan Tannehill aborted snap, recovered by A.J. Brown at TEN-38",,
Quarter,Time,Down,ToGo,Location,NOR,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 38,12,20,Ryan Tannehill pass complete short left to Marcus Johnson for 7 yards (tackle by Marshon Lattimore),,
4,14:29,2,3,TEN 45,12,20,D'Onta Foreman right end for 2 yards (tackle by Cameron Jordan),,
4,13:48,3,1,TEN 47,12,20,Ryan Tannehill pass complete short left to Geoff Swaim for 2 yards (tackle by P.J. Williams),,
4,13:36,1,10,TEN 49,12,20,D'Onta Foreman left guard for 3 yards (tackle by Malcolm Roach and Kwon Alexander),,
4,12:57,2,7,NOR 48,12,20,Ryan Tannehill pass complete short left to D'Onta Foreman for 39 yards (tackle by Marcus Williams),,
4,12:12,1,9,NOR 9,12,20,Ryan Tannehill pass complete short right to Dez Fitzpatrick for no gain (tackle by P.J. Williams),,
4,11:30,2,9,NOR 9,12,20,Ryan Tannehill sacked by Marcus Davenport for -8 yards,,
4,10:43,3,17,NOR 17,12,20,"Penalty on TEN: Delay of Game, 5 yards (accepted) (no play)",,
4,10:43,3,22,NOR 22,12,20,Jeremy McNichols up the middle for 4 yards (tackle by Marcus Davenport),,
4,10:06,4,18,NOR 18,12,23,Randy Bullock 36 yard field goal good,,
4,10:01,,,TEN 35,12,23,"Randy Bullock kicks off 50 yards, returned by Dwayne Washington for 17 yards (tackle by Matthias Farley and Chris Jones)",,
4,9:54,1,10,NOR 32,12,23,Trevor Siemian pass complete deep left to Mark Ingram for 34 yards (tackle by Jayon Brown),,
4,9:11,1,10,TEN 34,12,23,"Penalty on Denico Autry: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
4,8:54,1,5,TEN 29,12,23,Trevor Siemian pass complete deep right to Juwan Johnson for 26 yards (tackle by Jackrabbit Jenkins and Kevin Byard),,
4,8:11,1,3,TEN 3,12,23,Mark Ingram right tackle for no gain (tackle by Jeffery Simmons and Jackrabbit Jenkins),,
4,7:34,2,3,TEN 3,12,23,"Trevor Siemian pass complete to Tre'Quan Smith for no gain (tackle by Kristian Fulton). Penalty on Marquez Callaway: Offensive Pass Interference, 10 yards (accepted) (no play)",,
4,7:10,2,13,TEN 13,12,23,Taysom Hill left tackle for 5 yards (tackle by Harold Landry),,
4,6:35,3,8,TEN 8,12,23,"Trevor Siemian pass incomplete intended for Tre'Quan Smith. Penalty on Kevin Byard: Defensive Holding, 4 yards (accepted) (no play)",,
4,6:29,1,4,TEN 4,12,23,Trevor Siemian pass incomplete short left intended for Tre'Quan Smith (defended by Kristian Fulton),,
4,6:24,2,4,TEN 4,12,23,Mark Ingram left tackle for 3 yards (tackle by Monty Rice and Kevin Byard),,
4,5:44,3,1,TEN 1,12,23,Trevor Siemian pass incomplete short right intended for Tre'Quan Smith,,
4,5:35,4,1,TEN 1,15,23,Brian Johnson 20 yard field goal good,,
4,5:33,,,NOR 35,15,23,"Brian Johnson kicks off 65 yards, touchback.",,
4,5:33,1,10,TEN 25,15,23,Adrian Peterson up the middle for 5 yards (tackle by Shy Tuttle),,
4,4:46,2,5,TEN 30,15,23,Adrian Peterson right tackle for 6 yards (tackle by David Onyemata),,
4,3:59,1,10,TEN 36,15,23,Adrian Peterson right tackle for -5 yards (tackle by Kwon Alexander),,
4,3:52,,,,,,Timeout #1 by New Orleans Saints,,
4,3:52,2,15,TEN 31,15,23,Ryan Tannehill pass incomplete short middle intended for Marcus Johnson (defended by Shy Tuttle),,
4,3:48,3,15,TEN 31,15,23,Jeremy McNichols up the middle for no gain (tackle by Cameron Jordan),,
4,3:41,,,,,,Timeout #2 by New Orleans Saints,,
4,3:41,4,15,TEN 31,15,23,Brett Kern punts 40 yards out of bounds,,
4,3:34,1,10,NOR 29,15,23,"Trevor Siemian pass complete deep right to Marquez Callaway for 22 yards (tackle by Kevin Byard). Penalty on Kevin Byard: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,3:28,1,10,TEN 34,15,23,Trevor Siemian pass incomplete deep right intended for Marquez Callaway (defended by Jackrabbit Jenkins),,
4,3:21,2,10,TEN 34,15,23,Trevor Siemian pass complete short right to Mark Ingram for 5 yards (tackle by Monty Rice),,
4,2:36,3,5,TEN 29,15,23,Trevor Siemian pass complete short right to Deonte Harty for 17 yards (tackle by Jayon Brown),,
4,2:00,1,10,TEN 12,15,23,Trevor Siemian pass incomplete intended for Mark Ingram (defended by Olasunkanmi Adeniyi),,
4,1:55,2,10,TEN 12,15,23,Mark Ingram right tackle for 2 yards (tackle by Olasunkanmi Adeniyi and Monty Rice),,
4,1:25,3,8,TEN 10,15,23,Trevor Siemian pass complete to Deonte Harty for no gain (no play),,
4,1:20,3,13,TEN 15,21,23,"Trevor Siemian pass complete short right to Marquez Callaway for 15 yards, touchdown",,
4,1:16,,,,,,Timeout #1 by Tennessee Titans,,
4,1:16,,,TEN 15,21,23,"Penalty on Adam Trautman: False Start, 5 yards (accepted) (no play)",,
4,1:16,1,7,TEN 7,21,23,Two Point Attempt: Trevor Siemian pass incomplete intended for intended for Mark Ingram,,
4,1:16,,,NOR 35,21,23,"Brian Johnson kicks onside 11 yards, returned by Nick Westbrook-Ikhine for no gain",,
4,1:15,1,10,NOR 46,21,23,Ryan Tannehill kneels for -1 yards,,
4,0:37,2,11,NOR 47,21,23,Ryan Tannehill kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
