Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
2,13:23,1,10,BUF 42,7,7,Josh Allen pass complete short middle to James Cook for 8 yards (tackle by Alex Anzalone),1.730,2.270
2,12:57,2,2,BUF 50,7,7,Josh Allen pass complete short right to Stefon Diggs for 8 yards (tackle by Alex Anzalone and Mike Hughes),2.270,2.790
2,12:27,1,10,DET 42,7,7,Josh Allen pass complete short right to Gabriel Davis for 4 yards (tackle by Jerry Jacobs),2.790,2.780
2,11:47,2,6,DET 38,7,7,Josh Allen scrambles left end for 5 yards (tackle by Will Harris),2.780,2.740
2,11:09,3,1,DET 33,7,7,Devin Singletary up the middle for 2 yards (tackle by Derrick Barnes and DeShon Elliott),2.740,3.510
2,10:33,1,10,DET 31,7,7,Josh Allen pass complete short right to Isaiah McKenzie for 1 yard (tackle by Mike Hughes),3.510,3.100
2,10:02,2,9,DET 30,7,7,Devin Singletary up the middle for 19 yards (tackle by Kerby Joseph and DeShon Elliott),3.100,4.840
2,9:28,1,10,DET 11,7,7,Josh Allen scrambles up the middle for 7 yards (tackle by Will Harris),4.840,5.470
2,8:45,2,3,DET 4,7,7,Devin Singletary up the middle for 1 yard (tackle by Julian Okwara),5.470,4.890
2,8:00,3,2,DET 3,13,7,"Josh Allen for 3 yards. Josh Allen fumbles, recovered by Josh Allen at DET-8, touchdown",4.890,7.000
2,7:55,,,DET 15,14,7,Tyler Bass kicks extra point good,0.000,0.000
2,7:55,,,BUF 35,14,7,"Tyler Bass kicks off 61 yards, returned by Justin Jackson for 20 yards (tackle by Jaquan Johnson and Reggie Gilliam)",0.000,0.540
2,7:51,1,10,DET 24,14,7,Jamaal Williams right tackle for -3 yards (tackle by Tim Settle and Jordan Phillips),0.540,-0.410
2,7:12,2,13,DET 21,14,7,Jared Goff pass complete short left to Brock Wright for 5 yards (tackle by Taron Johnson),-0.410,-0.430
2,6:37,3,8,DET 26,14,7,Jared Goff pass complete short middle to D'Andre Swift for 7 yards (tackle by Jordan Poyer),-0.430,-1.180
2,5:57,4,1,DET 33,14,7,Jamaal Williams up the middle for 2 yards (tackle by DaQuan Jones and Jordan Poyer),-1.180,1.270
2,5:41,1,10,DET 35,14,7,Jared Goff pass complete to Amon-Ra St. Brown for no gain (no play),1.270,2.000
2,5:19,1,5,DET 40,14,7,Jamaal Williams right tackle for 2 yards (tackle by Ed Oliver and DaQuan Jones),2.000,1.670
2,4:45,2,3,DET 42,14,7,Jared Goff pass complete short right to Kalif Raymond for 13 yards (tackle by Dane Jackson),1.670,2.590
2,4:06,1,10,BUF 45,14,7,Jamaal Williams right tackle for 7 yards (tackle by Damar Hamlin),2.590,2.990
2,3:28,2,3,BUF 38,14,7,Jared Goff pass complete short right to James Mitchell for 22 yards (tackle by Damar Hamlin and Christian Benford),2.990,4.510
2,2:45,1,10,BUF 16,14,7,Jared Goff pass complete short right to Kalif Raymond for 7 yards (tackle by Jordan Poyer and A.J. Klein),4.510,5.160
2,2:28,2,3,BUF 9,14,7,Jared Goff pass incomplete short right intended for Kalif Raymond (defended by Jordan Phillips),5.160,4.390
2,2:17,3,3,BUF 9,14,7,"D'Andre Swift for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. D'Andre Swift right tackle for 7 yards (tackle by Dane Jackson and Jordan Poyer)",4.390,6.740
2,2:08,1,2,BUF 2,14,7,Jared Goff pass incomplete short left intended for D'Andre Swift,6.740,5.720
2,2:04,2,2,BUF 2,14,7,Jamaal Williams up the middle for -4 yards (tackle by Matt Milano),5.720,4.040
2,2:00,3,6,BUF 6,14,7,D'Andre Swift left tackle for 5 yards (tackle by Matt Milano and Jordan Phillips),4.040,3.550
2,1:55,,,,,,Timeout #1 by Buffalo Bills,,
2,1:55,4,1,BUF 1,14,13,"Jared Goff pass complete short right to Amon-Ra St. Brown for 1 yard, touchdown",3.550,7.000
2,1:52,,,BUF 15,14,14,Michael Badgley kicks extra point good,0.000,0.000
2,1:52,,,DET 35,14,14,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,1:52,1,10,BUF 25,14,14,Josh Allen pass complete deep right to Isaiah McKenzie for 27 yards (tackle by Jerry Jacobs),0.610,2.390
2,1:27,1,10,DET 48,14,14,Josh Allen pass incomplete deep right intended for Stefon Diggs,2.390,1.850
2,1:20,2,10,DET 48,14,14,Josh Allen scrambles up the middle for 5 yards (tackle by Chris Board),1.850,1.820
2,0:54,3,5,DET 43,14,14,Josh Allen pass complete short right to Stefon Diggs for 7 yards (tackle by Alex Anzalone),1.820,3.180
2,0:33,1,10,DET 36,14,14,Josh Allen pass incomplete deep right,3.180,2.640
2,0:26,2,10,DET 36,14,14,Josh Allen pass complete short left to Isaiah McKenzie for 16 yards (tackle by Will Harris),2.640,4.240
2,0:20,1,10,DET 20,14,14,Josh Allen pass incomplete short right intended for Isaiah McKenzie,4.240,3.690
2,0:16,2,10,DET 20,14,14,Josh Allen pass incomplete deep left intended for Stefon Diggs,3.690,3.010
2,0:12,3,10,DET 20,14,14,Josh Allen sacked by James Houston for -8 yards,3.010,1.590
2,0:05,,,,,,Timeout #2 by Buffalo Bills,,
2,0:05,4,18,DET 28,17,14,Tyler Bass 47 yard field goal good,1.590,3.000
Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,17,14,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BUF 25,17,14,James Cook left end for 5 yards (tackle by DeShon Elliott),0.610,0.740
3,14:21,2,5,BUF 30,17,14,Josh Allen pass complete short middle to James Cook for 6 yards (tackle by Malcolm Rodriguez),0.740,1.330
3,13:40,1,10,BUF 36,17,14,Josh Allen pass incomplete short right intended for Stefon Diggs,1.330,0.790
3,13:35,2,10,BUF 36,17,14,Josh Allen pass complete short left to Stefon Diggs for -3 yards (tackle by Jerry Jacobs),0.790,-0.300
3,12:52,3,13,BUF 33,17,14,"Josh Allen pass complete deep left to Gabriel Davis for 16 yards (tackle by Jerry Jacobs). Penalty on Jerry Jacobs: Illegal Contact, 5 yards (declined)",-0.300,2.190
3,12:30,1,10,BUF 49,17,14,James Cook left end for -1 yards (tackle by Malcolm Rodriguez),2.190,1.510
3,11:49,2,11,BUF 48,17,14,"Josh Allen scrambles up the middle for no gain (tackle by Isaiah Buggs). Penalty on Rodger Saffold: Offensive Holding, 10 yards (accepted) (no play)",1.510,0.160
3,11:23,2,21,BUF 38,17,14,Josh Allen pass complete deep right to Isaiah McKenzie for 30 yards (tackle by Will Harris),0.160,3.450
3,10:55,1,10,DET 32,17,14,Isaiah McKenzie right end for 3 yards (tackle by Derrick Barnes),3.450,3.310
3,10:16,2,7,DET 29,17,14,Josh Allen pass incomplete deep left intended for Gabriel Davis (defended by Mike Hughes),3.310,2.610
3,10:06,3,7,DET 29,17,14,"Josh Allen pass incomplete deep right intended for Stefon Diggs. Penalty on Jerry Jacobs: Defensive Pass Interference, 19 yards (accepted) (no play)",2.610,4.910
3,10:02,1,10,DET 10,17,14,Josh Allen pass short middle (defended by Malcolm Rodriguez) intended for Stefon Diggs is intercepted by Alex Anzalone at DET-4 and returned for 4 yards (tackle by Devin Singletary),4.910,0.380
3,9:55,1,10,DET 8,17,14,Justin Jackson left tackle for -5 yards (tackle by Ed Oliver),-0.380,-1.150
3,9:16,2,15,DET 3,17,14,Jared Goff pass incomplete intended for D'Andre Swift,-1.150,-2.010
3,9:11,3,15,DET 3,19,14,"Jared Goff sacked by Ed Oliver for -3 yards, safety.",-2.010,-2.000
3,9:05,,,DET 20,19,14,"Jack Fox kicks off 71 yards, returned by Nyheim Hines for 26 yards (tackle by Kerby Joseph and Chase Lucas)",0.000,1.270
3,8:59,1,10,BUF 35,19,14,Devin Singletary right tackle for 15 yards (tackle by Kerby Joseph and Alex Anzalone),1.270,2.260
3,8:22,1,10,BUF 50,19,14,Devin Singletary right tackle for 3 yards (tackle by Alex Anzalone and Alim McNeill),2.260,2.120
3,7:45,2,7,DET 47,19,14,Josh Allen pass incomplete short middle intended for James Cook,2.120,1.420
3,7:39,3,7,DET 47,19,14,Josh Allen sacked by James Houston for -8 yards,1.420,-0.390
3,6:55,4,15,BUF 45,19,14,Sam Martin punts 41 yards out of bounds,-0.390,0.280
3,6:45,1,10,DET 14,19,14,Jared Goff pass complete short right to Amon-Ra St. Brown for 13 yards (tackle by Christian Benford),-0.280,0.740
3,6:08,1,10,DET 27,19,14,Jared Goff pass complete deep middle to Amon-Ra St. Brown for 26 yards (tackle by Jordan Poyer),0.740,2.460
3,5:17,1,10,BUF 47,19,14,Jamaal Williams up the middle for no gain (tackle by Matt Milano),2.460,1.910
3,4:47,2,10,BUF 47,19,14,Jared Goff pass complete short right to Kalif Raymond for 9 yards (tackle by A.J. Klein),1.910,2.410
3,4:08,3,1,BUF 38,19,14,Jamaal Williams left end for 27 yards (tackle by Jordan Poyer),2.410,4.840
3,3:25,1,10,BUF 11,19,14,Jared Goff pass incomplete short left intended for D'Andre Swift (defended by Matt Milano),4.840,4.140
3,3:18,2,10,BUF 11,19,14,Justin Jackson left end for -4 yards (tackle by Shaq Lawson),4.140,2.970
3,2:41,3,14,BUF 15,19,14,Jared Goff pass complete short right to D'Andre Swift for 4 yards (tackle by Dane Jackson),2.970,2.700
3,2:00,4,10,BUF 11,19,14,Michael Badgley 29 yard field goal no good,2.700,-0.280
3,1:57,1,10,BUF 20,19,14,Josh Allen sacked by Benito Jones for no gain,0.280,-0.270
3,1:23,2,10,BUF 20,19,14,Josh Allen pass incomplete short right intended for James Cook,-0.270,-0.960
3,1:18,3,10,BUF 20,19,14,"Josh Allen pass incomplete deep right intended for Stefon Diggs. Penalty on Spencer Brown: Offensive Holding, 10 yards (declined)",-0.960,-2.030
3,1:12,4,10,BUF 20,19,14,"Sam Martin punts 56 yards, returned by Kalif Raymond for 41 yards (tackle by Reggie Gilliam)",-2.030,-3.250
3,0:56,1,10,BUF 35,19,14,Tom Kennedy pass incomplete short right intended for Justin Jackson (no play),3.250,4.110
3,0:50,1,10,BUF 22,19,14,Jared Goff pass complete short left to Brock Wright for 1 yard (tackle by Taron Johnson),4.110,3.700
3,0:11,2,9,BUF 21,19,14,Justin Jackson left tackle for 11 yards (tackle by Damar Hamlin and A.J. Klein),3.700,4.910
Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 10,19,14,Jamaal Williams up the middle for 5 yards (tackle by DaQuan Jones and Matt Milano),4.910,5.150
4,14:27,2,5,BUF 5,19,14,Jamaal Williams right tackle for 4 yards (tackle by DaQuan Jones),5.150,5.170
4,13:52,3,1,BUF 1,19,20,"Jared Goff pass complete short middle to DJ Chark for 1 yard, touchdown",5.170,7.000
4,13:47,,,BUF 2,19,22,"Two Point Attempt: D'Andre Swift rushes, conversion succeeds.",1.000,1.000
4,13:47,,,DET 35,19,22,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
4,13:46,1,10,BUF 25,19,22,Devin Singletary up the middle for 1 yard (tackle by Isaiah Buggs),0.610,0.200
4,13:09,2,9,BUF 26,19,22,Josh Allen scrambles right end for 8 yards (tackle by Malcolm Rodriguez and Isaiah Buggs),0.200,0.560
4,12:21,3,1,BUF 34,19,22,Josh Allen pass complete short right to Gabriel Davis for 2 yards (tackle by Amani Oruwariye),0.560,1.330
4,11:53,1,10,BUF 36,19,22,Devin Singletary left tackle for 8 yards (tackle by Austin Bryant and Malcolm Rodriguez),1.330,1.870
4,11:28,2,2,BUF 44,19,22,Josh Allen pass complete short left to Quintin Morris for 3 yards (tackle by DeShon Elliott),1.870,2.060
4,10:53,1,10,BUF 47,19,22,Josh Allen pass incomplete short left intended for Stefon Diggs,2.060,1.520
4,10:50,2,10,BUF 47,19,22,Josh Allen pass incomplete short right intended for Isaiah McKenzie (defended by Jerry Jacobs),1.520,0.830
4,10:46,3,10,BUF 47,19,22,Josh Allen pass incomplete deep left intended for Isaiah McKenzie,0.830,-0.260
4,10:41,4,10,BUF 47,19,22,"Sam Martin punts 44 yards, fair catch by Kalif Raymond at DET-9",-0.260,0.380
4,10:34,1,10,DET 9,19,22,Jared Goff pass complete deep left to Amon-Ra St. Brown for 19 yards (tackle by Dane Jackson),-0.380,0.810
4,9:59,1,10,DET 28,19,22,Jared Goff pass complete short middle to Amon-Ra St. Brown for 16 yards (tackle by Jordan Poyer),0.810,1.860
4,9:23,1,10,DET 44,19,22,Jared Goff pass incomplete short left intended for Justin Jackson,1.860,1.320
4,9:15,2,10,DET 44,19,22,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown,1.320,0.630
4,9:12,3,10,DET 44,19,22,Jared Goff pass incomplete deep right intended for Kalif Raymond,0.630,-0.460
4,9:07,4,10,DET 44,19,22,"Jack Fox punts 46 yards, fair catch by Nyheim Hines at BUF-10",-0.460,0.380
4,8:59,1,10,BUF 10,19,22,Josh Allen pass complete short right to Dawson Knox for 2 yards (tackle by Jerry Jacobs),-0.380,-0.630
4,8:28,2,8,BUF 12,19,22,Josh Allen scrambles up the middle for 8 yards (tackle by Isaiah Buggs),-0.630,0.280
4,8:01,1,10,BUF 20,19,22,Josh Allen pass complete short right to Stefon Diggs for 8 yards (tackle by Alex Anzalone),0.280,0.810
4,7:35,2,2,BUF 28,19,22,Josh Allen pass complete short right to Stefon Diggs for 4 yards (tackle by John Cominsky),0.810,1.070
4,7:00,1,10,BUF 32,19,22,Devin Singletary up the middle for 2 yards (tackle by Alex Anzalone and Isaiah Buggs),1.070,0.800
4,6:23,2,8,BUF 34,19,22,Josh Allen pass complete short right to Dawson Knox for 15 yards,0.800,2.190
4,5:53,1,10,BUF 49,19,22,Josh Allen pass complete short left to Isaiah McKenzie for 3 yards (tackle by Kerby Joseph),2.190,2.050
4,5:27,2,7,DET 48,19,22,Josh Allen left end for 9 yards (tackle by Austin Bryant and Mike Hughes),2.050,2.980
4,4:57,1,10,DET 39,19,22,Josh Allen pass complete short left to Stefon Diggs for 12 yards (tackle by Malcolm Rodriguez and Mike Hughes),2.980,3.780
4,4:24,1,10,DET 27,19,22,Devin Singletary left tackle for 8 yards (tackle by Derrick Barnes),3.780,4.350
4,4:03,2,2,DET 19,19,22,Devin Singletary up the middle for 4 yards (tackle by Amani Oruwariye),4.350,4.580
4,3:36,1,10,DET 15,19,22,Josh Allen pass incomplete short left intended for Isaiah McKenzie,4.580,3.950
4,3:22,2,10,DET 15,19,22,"Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Mike Hughes). Penalty on Austin Bryant: Roughing the Passer, 8 yards (accepted) (no play)",3.950,5.600
4,3:22,1,7,DET 7,19,22,Devin Singletary up the middle for 2 yards (tackle by DeShon Elliott),5.600,5.150
4,2:44,2,5,DET 5,25,22,"Josh Allen pass complete short left to Stefon Diggs for 5 yards, touchdown",5.150,7.000
4,2:40,,,DET 15,25,22,Tyler Bass kicks extra point no good,0.000,-1.000
4,2:40,,,BUF 35,25,22,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,2:40,1,10,DET 25,25,22,Jamaal Williams up the middle for 3 yards (tackle by Taron Johnson),0.610,0.470
4,2:11,2,7,DET 28,25,22,Jared Goff pass complete short left to D'Andre Swift for 14 yards (tackle by A.J. Klein),0.470,1.730
4,2:01,1,10,DET 42,25,22,Jamaal Williams up the middle for 5 yards (tackle by Ed Oliver and A.J. Klein),1.730,1.860
4,1:57,2,5,DET 47,25,22,Jared Goff pass complete short right to D'Andre Swift for -1 yards (tackle by A.J. Klein),1.860,1.030
4,1:16,3,6,DET 46,25,22,D'Andre Swift up the middle for 5 yards (tackle by Damar Hamlin),1.030,0.000
4,0:47,4,1,BUF 49,25,22,Amon-Ra St. Brown right end for 7 yards (tackle by Jordan Poyer),0.000,2.790
4,0:40,1,10,BUF 42,25,22,Jared Goff pass incomplete short right intended for D'Andre Swift,2.790,2.240
4,0:37,2,10,BUF 42,25,22,"Penalty on Penei Sewell: False Start, 5 yards (accepted) (no play)",2.240,1.570
4,0:21,2,15,BUF 47,25,22,"Jared Goff pass complete to Amon-Ra St. Brown for 14 yards (tackle by Jordan Poyer) Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Jared Goff pass complete short right to Amon-Ra St. Brown for 14 yards (tackle by Jordan Poyer)",1.570,2.740
4,0:32,,,,,,Timeout #1 by Detroit Lions,,
4,0:32,3,1,BUF 33,25,22,Jared Goff pass incomplete deep right intended for DJ Chark,2.740,1.210
4,0:28,4,1,BUF 33,25,25,Michael Badgley 51 yard field goal good,1.210,3.000
4,0:23,,,DET 35,25,25,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
4,0:23,1,10,BUF 25,25,25,Josh Allen pass complete deep middle to Stefon Diggs for 36 yards (tackle by DeShon Elliott),0.610,2.980
4,0:16,,,,,,Timeout #1 by Buffalo Bills,,
4,0:16,1,10,DET 39,25,25,Josh Allen scrambles right tackle for 3 yards (tackle by DeShon Elliott and Kerby Joseph),2.980,2.850
4,0:13,,,,,,Timeout #2 by Buffalo Bills,,
4,0:13,2,7,DET 36,25,25,Josh Allen right end for 9 yards (tackle by C.J. Moore),2.850,3.780
4,0:07,,,,,,Timeout #3 by Buffalo Bills,,
4,0:07,1,10,DET 27,28,25,Tyler Bass 45 yard field goal good,3.780,3.000
4,0:02,,,BUF 35,28,25,"Tyler Bass kicks off 46 yards, returned by Kalif Raymond for 13 yards. Kalif Raymond fumbles, recovered by Kalif Raymond at DET-28, lateral to C.J. Moore for no gain. C.J. Moore fumbles, recovered by Quintin Morris at DET-32",0.000,3.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
