Quarter,Time,Down,ToGo,Location,CAR,SFO,Detail,EPB,EPA
2,4:05,3,5,CAR 42,3,21,Kyle Allen sacked by Arik Armstead for -9 yards. Penalty on Taylor Moton: Illegal Formation (Declined),0.830,-1.180
2,3:58,4,14,CAR 33,3,21,"Michael Palardy punts 40 yards, returned by Richie James for 10 yards (tackle by DeAndrew White)",-1.180,-1.400
2,3:48,1,10,SFO 37,3,21,Matt Breida right guard for 4 yards (tackle by Gerald McCoy),1.400,1.400
2,3:12,2,6,SFO 41,3,21,Matt Breida left guard for 2 yards (tackle by Gerald McCoy),1.400,0.960
2,2:28,3,4,SFO 43,3,21,Jimmy Garoppolo pass complete short right to Emmanuel Sanders for 4 yards (tackle by Shaq Thompson),0.960,2.060
2,2:04,1,10,SFO 47,3,21,"Penalty on Dontari Poe: Neutral Zone Infraction, 5 yards (no play)",2.060,2.790
2,2:00,1,5,CAR 48,3,27,"Tevin Coleman right tackle for 48 yards, touchdown",2.790,7.000
2,1:53,,,CAR 15,3,27,Two Point Attempt: Mitch Wishnowsky pass complete to,1.000,-1.000
2,1:53,,,SFO 35,3,27,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
2,1:53,1,10,CAR 25,3,27,Kyle Allen pass incomplete short left intended for D.J. Moore (defended by DeForest Buckner),0.610,0.060
2,1:49,2,10,CAR 25,3,27,Kyle Allen pass complete short right to Curtis Samuel for 18 yards (tackle by Richard Sherman),0.060,1.800
2,1:27,1,10,CAR 43,3,27,Kyle Allen pass complete short right to Greg Olsen for 4 yards (tackle by Richard Sherman),1.800,1.790
2,1:22,2,6,CAR 47,3,27,Kyle Allen pass complete short left to Jarius Wright for 10 yards (tackle by Emmanuel Moseley),1.790,2.720
2,1:18,1,10,SFO 43,3,27,Kyle Allen sacked by Nick Bosa for -12 yards,2.720,0.560
2,1:11,,,,,,Timeout #1 by Carolina Panthers,,
2,1:11,2,22,CAR 45,3,27,Kyle Allen pass incomplete short left intended for Curtis Samuel,0.560,-0.100
2,1:06,3,22,CAR 45,3,27,Kyle Allen sacked by Nick Bosa for -6 yards,-0.100,-0.780
2,1:00,,,,,,Timeout #1 by San Francisco 49ers,,
2,1:00,4,28,CAR 39,3,27,"Michael Palardy punts 41 yards, returned by Richie James for 5 yards (tackle by Colin Jones)",-0.780,-0.610
2,0:50,1,10,SFO 25,3,27,Jimmy Garoppolo pass complete short right to George Kittle for 2 yards (tackle by Efe Obada),0.610,0.330
2,0:11,2,8,SFO 27,3,27,Matt Breida left end for -1 yards (tackle by Eric Reid),0.330,-0.490
Quarter,Time,Down,ToGo,Location,CAR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,3,27,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CAR 25,3,27,Christian McCaffrey right end for 9 yards (tackle by D.J. Jones),0.610,1.280
3,14:25,2,1,CAR 34,3,27,Christian McCaffrey up the middle for 8 yards (tackle by Fred Warner),1.280,1.730
3,13:50,1,10,CAR 42,3,27,Kyle Allen pass incomplete short right intended for Curtis Samuel (defended by Jimmie Ward),1.730,1.190
3,13:43,2,10,CAR 42,3,27,Kyle Allen pass incomplete short right intended for Jarius Wright,1.190,0.500
3,13:39,3,10,CAR 42,3,27,Kyle Allen pass incomplete deep middle intended for D.J. Moore,0.500,-0.590
3,13:32,4,10,CAR 42,3,27,Michael Palardy punts 56 yards out of bounds,-0.590,0.380
3,13:24,1,10,SFO 2,3,27,Tevin Coleman right guard for 3 yards (tackle by Vernon Butler),-0.380,-0.560
3,12:48,2,7,SFO 5,5,27,"Jimmy Garoppolo sacked by Bruce Irvin for -5 yards, safety.",-0.560,-2.000
3,12:43,,,SFO 20,5,27,"Mitch Wishnowsky kicks off 57 yards, returned by Brandon Zylstra for 26 yards (tackle by Dre Greenlaw and Mark Nzeocha)",0.000,2.190
3,12:37,1,10,CAR 49,5,27,Christian McCaffrey right end for 1 yard (tackle by Sheldon Day),2.190,1.780
3,11:59,2,9,CAR 50,5,27,Kyle Allen pass complete short left to D.J. Moore for 10 yards (tackle by Jimmie Ward),1.780,2.920
3,11:24,1,10,SFO 40,11,27,"Christian McCaffrey left end for 40 yards, touchdown",2.920,7.000
3,11:15,,,SFO 2,11,27,"Two Point Attempt: Kyle Allen pass complete to Curtis Samuel, conversion fails. Penalty on Ronald Blair: Defensive Offside, 1 yard (no play)",1.000,1.000
3,11:15,,,SFO 1,13,27,"Two Point Attempt: Christian McCaffrey rushes, conversion succeeds.",1.000,1.000
3,11:15,,,CAR 35,13,27,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,11:15,1,10,SFO 25,13,27,Deebo Samuel left end for 9 yards (tackle by Tre Boston),0.610,1.280
3,10:45,2,1,SFO 34,13,27,Tevin Coleman right tackle for 3 yards (tackle by James Bradberry),1.280,1.400
3,10:04,1,10,SFO 37,13,27,Tevin Coleman right tackle for 6 yards (tackle by Vernon Butler),1.400,1.670
3,9:26,,,,,,Timeout #1 by San Francisco 49ers,,
3,9:26,2,4,SFO 43,13,27,Jimmy Garoppolo pass complete deep left to George Kittle for 25 yards (tackle by Tre Boston),1.670,3.450
3,8:45,1,10,CAR 32,13,27,Raheem Mostert up the middle for 4 yards (tackle by Vernon Butler),3.450,3.440
3,8:02,2,6,CAR 28,13,27,Jimmy Garoppolo pass incomplete short right intended for Dante Pettis,3.440,2.740
3,7:59,3,6,CAR 28,13,27,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 8 yards (tackle by Eric Reid),2.740,4.240
3,7:20,1,10,CAR 20,13,33,"Deebo Samuel right tackle for 20 yards, touchdown",4.240,7.000
3,7:15,,,CAR 15,13,34,Robbie Gould kicks extra point good,0.000,0.000
3,7:15,,,SFO 35,13,34,"Mitch Wishnowsky kicks off 65 yards, returned by Reggie Bonnafon for 18 yards (tackle by Marcell Harris)",0.000,0.040
3,7:11,1,10,CAR 18,13,34,"Kyle Allen pass complete short right to Curtis Samuel for 3 yards (tackle by Fred Warner). Penalty on D.J. Moore: Illegal Block Above the Waist, 10 yards",0.040,-0.610
3,6:48,1,17,CAR 11,13,34,Christian McCaffrey up the middle for 1 yard (tackle by DeForest Buckner),-0.610,-1.220
3,6:12,2,16,CAR 12,13,34,Kyle Allen pass incomplete deep left intended for Brandon Zylstra,-1.220,-2.120
3,6:09,3,16,CAR 12,13,34,Kyle Allen pass incomplete short right intended for Christian McCaffrey,-2.120,-2.490
3,6:05,4,16,CAR 12,13,34,"Michael Palardy punts 40 yards, returned by Richie James for 7 yards (tackle by DeAndrew White)",-2.490,-2.590
3,5:56,1,10,CAR 45,13,34,Tevin Coleman up the middle for no gain (tackle by Efe Obada),2.590,2.040
3,5:19,2,10,CAR 45,13,34,Jimmy Garoppolo pass complete short right to Dante Pettis for 5 yards (tackle by Mario Addison),2.040,2.010
3,4:41,3,5,CAR 40,13,34,Jimmy Garoppolo sacked by Bruce Irvin for -8 yards,2.010,0.070
3,3:56,4,13,CAR 48,13,34,Mitch Wishnowsky punts 46 yards out of bounds,0.070,0.380
3,3:46,1,10,CAR 2,13,34,Kyle Allen pass complete short middle to DeAndrew White for 8 yards (tackle by Kwon Alexander),-0.380,-0.200
3,3:13,2,2,CAR 10,13,34,Christian McCaffrey up the middle for 3 yards (tackle by Arik Armstead),-0.200,-0.320
3,2:35,1,10,CAR 13,13,34,Christian McCaffrey left tackle for -2 yards (tackle by Emmanuel Moseley),-0.320,-0.930
3,2:04,2,12,CAR 11,13,34,Kyle Allen pass incomplete short right intended for Curtis Samuel (defended by Jaquiski Tartt),-0.930,-1.650
3,1:59,3,12,CAR 11,13,34,Kyle Allen pass deep right intended for D.J. Moore is intercepted by Richard Sherman at CAR-31 and returned for 21 yards,-1.650,-4.910
3,1:50,1,10,CAR 10,13,34,Tevin Coleman up the middle for 1 yard (tackle by Shaq Thompson),4.910,4.380
3,1:12,2,9,CAR 9,13,34,Jimmy Garoppolo pass complete short right to Tevin Coleman for 3 yards (tackle by Luke Kuechly),4.380,4.040
3,0:36,3,6,CAR 6,13,34,"Jimmy Garoppolo pass incomplete short right intended for George Kittle (defended by Eric Reid). Penalty on Eric Reid: Defensive Pass Interference, 5 yards (no play)",4.040,6.970
3,0:32,1,1,CAR 1,13,40,"Tevin Coleman right guard for 1 yard, touchdown",6.970,7.000
3,0:29,,,CAR 15,13,41,Robbie Gould kicks extra point good,0.000,0.000
3,0:29,,,SFO 35,13,41,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,0:29,1,10,CAR 25,13,41,Christian McCaffrey right end for 37 yards (tackle by Jimmie Ward),0.610,3.050
3,0:04,1,10,SFO 38,13,41,Kyle Allen pass short left intended for Reggie Bonnafon is intercepted by Nick Bosa at SF-45 and returned for 46 yards,3.050,-5.140
Quarter,Time,Down,ToGo,Location,CAR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,CAR 9,13,41,Jeff Wilson up the middle for 4 yards (tackle by Bruce Irvin),5.140,5.150
4,14:24,2,5,CAR 5,13,41,Jeff Wilson up the middle for 2 yards (tackle by Luke Kuechly),5.150,4.720
4,13:39,3,3,CAR 3,13,41,Raheem Mostert right end for 1 yard (tackle by Bruce Irvin),4.720,3.250
4,12:56,4,2,CAR 2,13,44,Robbie Gould 20 yard field goal good. Penalty on Donte Jackson: Defensive Offside (Declined),3.250,3.000
4,12:52,,,SFO 35,13,44,"Mitch Wishnowsky kicks off 62 yards, returned by Reggie Bonnafon for 17 yards (tackle by Jeff Wilson). Penalty on Alex Armah: Offensive Holding, 10 yards",0.000,-0.380
4,12:47,1,10,CAR 10,13,44,Christian McCaffrey left end for -1 yards (tackle by Ronald Blair),-0.380,-0.850
4,12:20,2,11,CAR 9,13,44,Kyle Allen pass incomplete short right intended for Curtis Samuel,-0.850,-1.540
4,12:17,3,11,CAR 9,13,44,Kyle Allen pass incomplete short left intended for Jarius Wright,-1.540,-2.490
4,12:11,4,11,CAR 9,13,44,"Michael Palardy punts 46 yards, returned by Richie James for 2 yards (tackle by Reggie Bonnafon)",-2.490,-2.060
4,12:03,1,10,SFO 47,13,44,Raheem Mostert left tackle for 3 yards (tackle by Vernon Butler),2.060,1.920
4,11:17,2,7,SFO 50,13,44,Raheem Mostert left guard for -2 yards (tackle by Luke Kuechly and Vernon Butler),1.920,0.960
4,10:35,3,9,SFO 48,13,44,Raheem Mostert left guard for 1 yard (tackle by Luke Kuechly),0.960,-0.130
4,9:51,4,8,SFO 49,13,44,Mitch Wishnowsky punts 33 yards out of bounds,-0.130,-0.040
4,9:45,1,10,CAR 18,13,44,Reggie Bonnafon right guard for 4 yards (tackle by Ronald Blair),0.040,0.140
4,9:09,2,6,CAR 22,13,44,Kyle Allen pass complete deep left to Curtis Samuel for 20 yards (tackle by Dre Greenlaw),0.140,1.730
4,8:24,1,10,CAR 42,13,44,Kyle Allen pass incomplete deep left intended for D.J. Moore,1.730,1.190
4,8:18,2,10,CAR 42,13,44,Kyle Allen pass complete short right to D.J. Moore for 8 yards (tackle by Dontae Johnson),1.190,1.550
4,7:39,3,2,CAR 50,13,44,Kyle Allen pass complete short right to Curtis Samuel for 5 yards (tackle by Dontae Johnson),1.550,2.590
4,7:14,1,10,SFO 45,13,44,"Kyle Allen pass incomplete short left intended for Jarius Wright. Penalty on Greg Van Roten: Ineligible Downfield Pass, 5 yards (no play)",2.590,2.260
4,7:11,1,15,CAR 50,13,44,Kyle Allen pass complete short right to Reggie Bonnafon for 3 yards (tackle by Dre Greenlaw),2.260,1.770
4,6:42,2,12,SFO 47,13,44,Kyle Allen pass incomplete short right intended for Reggie Bonnafon,1.770,1.090
4,6:36,3,12,SFO 47,13,44,Kyle Allen pass incomplete short left intended for Ian Thomas,1.090,0.130
4,6:32,4,12,SFO 47,13,44,Kyle Allen sacked by Ronald Blair for -12 yards,0.130,-2.850
4,6:24,1,10,CAR 41,13,50,"Raheem Mostert right tackle for 41 yards, touchdown",2.850,7.000
4,6:16,,,CAR 15,13,51,Robbie Gould kicks extra point good,0.000,0.000
4,6:16,,,SFO 35,13,51,"Mitch Wishnowsky kicks off 59 yards, returned by DeAndrew White for 26 yards (tackle by Kendrick Bourne)",0.000,1.070
4,6:11,1,10,CAR 32,13,51,Jordan Scarlett up the middle for 6 yards (tackle by D.J. Jones),1.070,1.340
4,5:31,2,4,CAR 38,13,51,Jordan Scarlett up the middle for 3 yards (tackle by Ronald Blair),1.340,1.030
4,4:56,3,1,CAR 41,13,51,Jordan Scarlett right guard for no gain (tackle by Solomon Thomas),1.030,-0.650
4,4:13,4,1,CAR 41,13,51,Jordan Scarlett up the middle for no gain (tackle by D.J. Jones),-0.650,-2.850
4,4:08,1,10,CAR 41,13,51,Raheem Mostert left tackle for 2 yards (tackle by Mario Addison),2.850,2.580
4,3:29,2,8,CAR 39,13,51,Raheem Mostert left guard for 4 yards (tackle by Ross Cockrell and Luke Kuechly),2.580,2.410
4,2:44,3,4,CAR 35,13,51,Raheem Mostert left guard for 6 yards (tackle by Donte Jackson),2.410,3.640
4,2:00,1,10,CAR 29,13,51,Nick Mullens kneels for -1 yards,3.640,2.970
4,1:23,2,11,CAR 30,13,51,Nick Mullens kneels for -1 yards,2.970,2.150
4,0:41,3,12,CAR 31,13,51,Nick Mullens kneels for -1 yards,2.150,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
