Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
2,14:16,2,8,MIN 41,0,14,Brad Johnson pass complete to Keyshawn Johnson for 15 yards (tackle by Ronnie Bradford),2.450,3.840
2,13:44,1,10,MIN 26,0,14,Mike Alstott left guard for 8 yards (tackle by Brian Russell and Henri Crockett),3.840,4.450
2,13:03,2,2,MIN 18,0,14,Mike Alstott left tackle for no gain (tackle by Lance Johnstone),4.450,3.750
2,12:26,3,2,MIN 18,0,14,Brad Johnson pass incomplete intended for Keyshawn Johnson,3.750,2.370
2,12:19,4,2,MIN 18,0,17,Martin Gramatica 36 yard field goal good,2.370,3.000
2,12:19,,,TAM 30,0,17,"Martin Gramatica kicks off 66 yards, returned by Moe Williams for 18 yards (tackle by Jermaine Phillips)",0.000,0.410
2,12:11,1,10,MIN 22,0,17,Daunte Culpepper pass incomplete intended for Randy Moss,0.410,-0.130
2,12:04,2,10,MIN 22,0,17,Michael Bennett right tackle for 4 yards (tackle by Dexter Jackson),-0.130,-0.290
2,11:41,3,6,MIN 26,0,17,Daunte Culpepper pass complete to Chris Walsh for 12 yards (tackle by Shelton Quarles),-0.290,1.470
2,11:03,1,10,MIN 38,0,17,Daunte Culpepper pass complete to Randy Moss for 1 yard (tackle by Brian Kelly),1.470,1.060
2,10:23,2,9,MIN 39,0,17,Daunte Culpepper pass complete to Michael Bennett for 2 yards (tackle by Ronde Barber),1.060,0.630
2,9:38,3,7,MIN 41,0,17,"Penalty on Everett Lindsay: False Start, 5 yards (no play)",0.630,-0.030
2,9:36,3,12,MIN 36,0,17,Daunte Culpepper pass complete to Moe Williams for 2 yards (tackle by Derrick Brooks),-0.030,-0.850
2,9:15,4,10,MIN 38,0,17,"Kyle Richardson punts 46 yards, fair catch by Karl Williams",-0.850,0.140
2,9:08,1,10,TAM 16,0,17,"Aaron Stecker right guard for 59 yards (tackle by Tyrone Carter). Penalty on Tyrone Carter: Unnecessary Roughness, 13 yards",-0.140,4.780
2,8:43,1,10,MIN 12,0,17,Brad Johnson pass complete to Rickey Dudley for 9 yards (tackle by Brian Williams and Greg Biekert). Penalty on MIN: Defensive Offside (Declined),4.780,5.790
2,8:21,1,10,MIN 12,,,Timeout #1 by Tampa Bay Buccaneers,4.780,5.790
2,8:21,2,1,MIN 3,0,17,Mike Alstott middle for no gain (tackle by Nick Rogers),5.790,5.060
2,7:57,3,1,MIN 3,0,17,Mike Alstott middle for 1 yard (tackle by Henri Crockett),5.060,6.740
2,7:20,1,2,MIN 2,0,23,"Brad Johnson pass complete to Keyshawn Johnson for 2 yards, touchdown",6.740,7.000
2,7:20,,,MIN 2,0,24,Martin Gramatica kicks extra point good,0.000,0.000
2,7:20,,,TAM 30,0,24,"Martin Gramatica kicks off 73 yards, returned by Cedric James for 28 yards (tackle by Aaron Stecker)",0.000,0.610
2,7:09,1,10,MIN 25,0,24,"Daunte Culpepper pass incomplete intended for Michael Bennett. Penalty on Cory Withrow: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,7:02,1,20,MIN 15,6,24,"Michael Bennett left tackle for 85 yards, touchdown",-0.410,7.000
2,7:02,,,TAM 15,7,24,Gary Anderson kicks extra point good,0.000,0.000
2,7:02,,,MIN 30,7,24,"Hayden Epstein kicks off 68 yards, returned by Dwight Smith for 23 yards (tackle by Jack Brewer)",0.000,0.610
2,6:49,1,10,TAM 25,7,24,Mike Alstott middle for -1 yards (tackle by Fred Robbins and Greg Biekert),0.610,-0.070
2,6:03,2,11,TAM 24,7,24,Brad Johnson pass complete to Michael Pittman for 18 yards (tackle by Ronnie Bradford and Brian Russell),-0.070,1.730
2,5:23,1,10,TAM 42,7,24,Brad Johnson pass complete to Ken Dilger for 3 yards (tackle by Greg Biekert and Fred Robbins),1.730,1.590
2,4:45,2,7,TAM 45,7,24,Brad Johnson pass complete to Reggie Barlow for 13 yards (tackle by Greg Biekert),1.590,2.790
2,4:06,1,10,MIN 42,7,24,Mike Alstott left end for no gain (tackle by Chuck Wiley),2.790,2.240
2,3:26,1,10,MIN 42,,,Timeout #2 by Minnesota Vikings,2.790,2.240
2,3:26,2,10,MIN 42,7,24,Brad Johnson pass incomplete intended for Mike Alstott,2.240,1.550
2,3:20,3,10,MIN 42,7,24,Brad Johnson pass complete to Karl Williams for 17 yards (tackle by Eric Kelly),1.550,3.910
2,2:53,1,10,MIN 25,7,24,Mike Alstott middle for 3 yards (tackle by Henri Crockett),3.910,3.770
2,2:15,2,7,MIN 22,7,24,Brad Johnson pass incomplete intended for Rickey Dudley,3.770,3.070
2,2:11,3,7,MIN 22,7,24,Brad Johnson pass incomplete intended for Michael Pittman,3.070,1.990
2,2:06,4,7,MIN 22,7,24,Martin Gramatica 40 yard field goal no good,1.990,-1.000
2,2:02,1,10,MIN 31,7,24,Daunte Culpepper left end for 2 yards (tackle by Dwight Smith and Nate Webster),1.000,0.730
2,1:56,2,8,MIN 33,7,24,Daunte Culpepper pass complete to Moe Williams for 8 yards (tackle by Ronde Barber),0.730,1.660
2,1:56,2,8,MIN 33,,,Timeout #3 by Minnesota Vikings,0.730,1.660
2,1:39,1,10,MIN 41,7,24,Moe Williams middle for 9 yards (tackle by Warren Sapp),1.660,2.340
2,1:20,2,1,,7,24,Daunte Culpepper pass complete to Randy Moss for 9 yards (tackle by Brian Kelly),2.340,2.850
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:09,2,1,,,,Timeout #2 by Tampa Bay Buccaneers,2.340,2.850
2,1:09,1,10,TAM 41,7,24,"Daunte Culpepper pass incomplete intended for Randy Moss (defended by John Howell). Daunte Culpepper fumbles (forced by Greg Spires), recovered by Daunte Culpepper at TAM-41. Penalty on Chris Liwienski: Offensive Holding, 10 yards (no play)",2.850,2.190
2,0:58,1,20,MIN 49,7,24,Daunte Culpepper pass complete to Moe Williams for no gain,2.190,0.960
2,0:58,2,20,MIN 49,7,24,Daunte Culpepper pass complete to Moe Williams for 2 yards (tackle by Ronde Barber),0.960,0.560
2,0:14,2,20,MIN 49,,,Timeout #3 by Tampa Bay Buccaneers,0.960,0.560
2,0:14,3,18,TAM 49,7,24,"Daunte Culpepper pass complete to Chris Walsh for 28 yards, lateral to Moe Williams for 6 yards (tackle by Dexter Jackson). Penalty on Ronde Barber: Unnecessary Roughness, 7 yards",0.560,5.370
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:00,1,8,TAM 8,10,24,Gary Anderson 26 yard field goal good,5.370,3.000
Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,10,24,"Hayden Epstein kicks off 57 yards, returned by Aaron Stecker for 20 yards (tackle by Jack Brewer)",0.000,1.140
3,14:53,1,10,TAM 33,10,24,Mike Alstott middle for 13 yards (tackle by Ronnie Bradford),1.140,1.990
3,14:15,1,10,TAM 46,10,24,Brad Johnson pass incomplete intended for Jameel Cook,1.990,1.450
3,14:10,2,10,TAM 46,10,24,Michael Pittman left end for 4 yards (tackle by Chris Hovan and Eric Kelly),1.450,1.290
3,13:32,3,6,,10,24,Brad Johnson pass complete to Keyshawn Johnson for 4 yards (tackle by Eric Kelly and Brian Williams),1.290,0.200
3,12:47,4,2,MIN 46,10,24,"Tom Tupa punts 24 yards, out of bounds",0.200,-0.410
3,12:39,1,10,MIN 22,10,24,Michael Bennett middle for 6 yards (tackle by Warren Sapp),0.410,0.680
3,12:00,2,4,MIN 28,10,24,Randy Moss left end for 6 yards (tackle by Dwight Smith),0.680,1.200
3,11:15,1,10,MIN 34,10,24,"Daunte Culpepper sacked by Simeon Rice for -5 yards. Daunte Culpepper fumbles (forced by Simeon Rice), recovered by Daunte Culpepper at MIN-29",1.200,-0.020
3,10:38,2,15,MIN 29,10,24,Moe Williams middle for 4 yards (tackle by Simeon Rice),-0.020,-0.160
3,9:59,3,11,MIN 33,10,24,Daunte Culpepper pass complete to Moe Williams for 6 yards (tackle by Ronde Barber),-0.160,-0.780
3,9:18,4,5,MIN 39,10,24,"Kyle Richardson punts 43 yards, fair catch by Karl Williams",-0.780,-0.040
3,9:09,1,10,TAM 18,10,24,Brad Johnson pass complete to Aaron Stecker for 12 yards (tackle by Greg Biekert),0.040,0.940
3,8:46,1,10,TAM 30,10,24,"Michael Pittman left end for 5 yards (tackle by Tyrone Carter). Penalty on Roman Oben: Offensive Holding, 10 yards (no play)",0.940,0.280
3,8:22,1,20,TAM 20,10,24,Brad Johnson pass complete to Ken Dilger for 40 yards (tackle by Henri Crockett and Ronnie Bradford),0.280,2.920
3,7:34,1,10,MIN 40,10,24,Brad Johnson pass complete to Keyshawn Johnson for 19 yards (tackle by Corey Chavous),2.920,4.170
3,6:49,1,10,MIN 21,10,24,Mike Alstott middle for -1 yards (tackle by Kenny Mixon and Lorenzo Bromell),4.170,3.490
3,6:01,2,11,MIN 22,10,24,Brad Johnson pass complete to Mike Alstott for 3 yards (tackle by Nick Rogers),3.490,3.180
3,5:17,3,8,MIN 19,10,30,"Brad Johnson pass complete to Keyshawn Johnson for 19 yards, touchdown",3.180,7.000
3,5:17,,,MIN 19,10,31,Martin Gramatica kicks extra point good,0.000,0.000
3,5:17,,,TAM 30,10,31,"Martin Gramatica kicks off 69 yards, returned by Moe Williams for 20 yards (tackle by Ronde Barber). Penalty on Aaron Stecker: Unnecessary Roughness, 15 yards",0.000,1.330
3,5:02,1,10,MIN 36,10,31,Daunte Culpepper pass complete to Cedric James for 29 yards (tackle by Derrick Brooks),1.330,3.250
3,4:20,1,10,TAM 35,10,31,Daunte Culpepper pass incomplete intended for Randy Moss,3.250,2.700
3,4:15,2,10,TAM 35,10,31,Daunte Culpepper pass complete to Randy Moss for 20 yards (tackle by Derrick Brooks and John Lynch),2.700,4.580
3,3:32,1,10,TAM 15,10,31,Daunte Culpepper sacked by Ronde Barber for -1 yards,4.580,3.810
3,2:49,2,11,TAM 16,10,31,Daunte Culpepper pass complete to Jim Kleinsasser for 15 yards (tackle by Brian Kelly and Dexter Jackson),3.810,6.970
3,2:10,1,1,TAM 1,16,31,"Moe Williams middle for 1 yard, touchdown",6.970,7.000
3,2:10,,,TAM 1,17,31,Gary Anderson kicks extra point good,0.000,0.000
3,2:10,,,MIN 30,17,31,"Hayden Epstein kicks onside 16 yards, recovered by Jack Brewer (onside kick successful). Penalty on Jack Golden: Offside on Free Kick (Declined)",0.000,1.990
3,2:07,1,10,MIN 46,17,31,"Daunte Culpepper pass incomplete is intercepted by Warren Sapp at MIN-48, lateral to Dexter Jackson for 2 yards",1.990,-2.520
3,1:51,1,10,MIN 46,17,31,Mike Alstott middle for 3 yards (tackle by Kenny Mixon),2.520,2.380
3,1:12,2,7,MIN 43,17,31,Brad Johnson pass complete to Keyshawn Johnson for 18 yards (tackle by Corey Chavous and Brian Russell),2.380,3.910
3,0:32,1,10,MIN 25,17,31,Mike Alstott right end for 2 yards (tackle by Brian Russell and Nick Rogers),3.910,3.630
Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,MIN 23,17,31,Brad Johnson pass complete to Keyshawn Johnson for 17 yards (tackle by Tyrone Carter),3.630,5.830
4,14:19,1,6,MIN 6,17,31,Mike Alstott right tackle for 1 yard (tackle by Greg Biekert),5.830,5.150
4,13:39,2,5,MIN 5,17,37,"Brad Johnson pass complete to Mike Alstott for 5 yards, touchdown",5.150,7.000
4,13:39,,,MIN 5,17,38,Martin Gramatica kicks extra point good,0.000,0.000
4,13:39,,,TAM 30,17,38,--,0.000,1.270
4,13:34,1,10,MIN 35,17,38,"Penalty on Everett Lindsay: False Start, 5 yards (no play)",1.270,0.940
4,13:24,1,15,MIN 30,17,38,"Daunte Culpepper pass incomplete. Penalty on Daunte Culpepper: Intentional Grounding, 10 yards",0.940,-1.300
4,13:20,2,25,MIN 20,17,38,Daunte Culpepper pass incomplete is intercepted by Alshermond Singleton at MIN-34,-1.300,-3.310
4,13:10,1,10,MIN 34,17,38,Michael Pittman right tackle for 14 yards (tackle by Brian Russell),3.310,4.240
4,12:41,1,10,MIN 20,17,38,Mike Alstott left end for 2 yards (tackle by Henri Crockett),4.240,3.960
4,11:54,2,8,MIN 18,17,38,Mike Alstott middle for 1 yard (tackle by Greg Biekert and Fred Robbins),3.960,3.360
4,11:14,3,7,MIN 17,17,38,"Brad Johnson pass complete to Michael Pittman for 1 yard (tackle by Tyrone Carter). Penalty on Lorenzo Bromell: Defensive Offside, 5 yards (no play)",3.360,4.340
4,10:50,3,2,MIN 12,17,38,Mike Alstott for 1 yard (tackle by Jason Perry),4.340,2.850
4,10:29,4,1,MIN 11,17,38,Mike Alstott right tackle for -1 yards (tackle by Chuck Wiley),2.850,0.350
4,10:23,1,10,MIN 12,17,38,Michael Bennett middle for no gain (tackle by Shelton Quarles and John Lynch),-0.350,-0.780
4,9:42,2,10,MIN 12,17,38,Daunte Culpepper pass complete to Michael Bennett for 5 yards (tackle by Derrick Brooks),-0.780,-0.840
4,9:01,3,5,MIN 17,17,38,Daunte Culpepper pass complete to Randy Moss for 11 yards (tackle by Dwight Smith),-0.840,0.810
4,8:20,1,10,MIN 28,17,38,Daunte Culpepper pass complete to Jim Kleinsasser for 39 yards (tackle by Alshermond Singleton),0.810,3.380
4,7:38,1,10,TAM 33,17,38,Daunte Culpepper pass complete to Michael Bennett for 20 yards (tackle by Dexter Jackson and Ellis Wyms),3.380,4.710
4,7:06,1,10,TAM 13,17,38,Michael Bennett middle for 9 yards (tackle by Dexter Jackson and John Lynch),4.710,5.730
4,6:43,2,1,TAM 4,17,38,Daunte Culpepper pass incomplete intended for Randy Moss,5.730,5.010
4,6:37,3,1,TAM 4,17,38,Daunte Culpepper middle for 2 yards (tackle by Derrick Brooks),5.010,6.740
4,5:56,1,2,TAM 2,17,38,Daunte Culpepper left end for -4 yards (tackle by Dexter Jackson),6.740,4.950
4,5:22,2,6,TAM 6,17,38,Daunte Culpepper sacked by Simeon Rice for -5 yards,4.950,3.120
4,4:50,3,11,TAM 11,17,38,"Daunte Culpepper pass incomplete intended for Randy Moss. Penalty on Brian Kelly: Defensive Pass Interference, 10 yards (no play)",3.120,6.970
4,4:44,3,11,TAM 11,,,Timeout #1 by Tampa Bay Buccaneers,3.120,6.970
4,4:44,1,1,TAM 1,17,38,Penalty on John Lynch: Unsportsmanlike Conduct (no play),6.970,6.970
4,4:44,1,1,TAM 1,23,38,"Moe Williams middle for 1 yard, touchdown",6.970,7.000
4,4:44,,,TAM 1,24,38,Gary Anderson kicks extra point good,0.000,0.000
4,4:44,,,MIN 30,24,38,"Hayden Epstein kicks onside 14 yards, recovered by Ken Dilger",0.000,-2.650
4,4:40,1,10,MIN 44,24,38,Mike Alstott middle for 7 yards (tackle by Kenny Mixon),2.650,3.060
4,3:48,2,3,MIN 37,24,38,Mike Alstott middle for 5 yards (tackle by Jason Perry and Henri Crockett),3.060,3.450
4,3:00,1,10,MIN 32,24,38,Mike Alstott middle for 2 yards (tackle by Kenny Mixon and Greg Biekert),3.450,3.170
4,2:13,2,8,MIN 30,24,38,Mike Alstott left tackle for -1 yards (tackle by Henri Crockett),3.170,2.340
4,2:00,3,9,MIN 31,24,38,"Penalty on Kenny Mixon: Defensive Offside, 5 yards (no play)",2.340,3.010
4,2:00,3,4,MIN 26,24,38,"Penalty on Cosey Coleman: False Start, 5 yards (no play)",3.010,2.340
4,2:00,3,9,MIN 31,24,38,Mike Alstott middle for 1 yard (tackle by Greg Biekert),2.340,1.410
4,1:10,4,8,MIN 30,24,38,Martin Gramatica punts 23 yards,1.410,0.380
4,0:58,1,10,MIN 7,24,38,Moe Williams middle for 4 yards (tackle by Ellis Wyms and Shelton Quarles),-0.380,-0.490
4,0:30,2,6,MIN 11,24,38,Moe Williams middle for 15 yards (tackle by Greg Spires),-0.490,0.670
4,0:05,1,10,MIN 26,24,38,Daunte Culpepper pass complete to Moe Williams for 6 yards (tackle by Derrick Brooks and Ronde Barber). Penalty on MIN: Illegal Motion (no play),0.670,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
