Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
OT,7:36,2,12,CLE 37,42,42,Derek Carr pass complete short right to Jared Cook for 9 yards (tackle by Briean Boddy-Calhoun and Denzel Ward),2.430,2.940
OT,6:56,,,,,,Timeout #1 by Oakland Raiders,,
OT,6:56,3,3,CLE 28,42,42,Derek Carr sacked by Jamie Collins for -4 yards,2.940,1.240
OT,6:14,,,,,,Timeout #2 by Oakland Raiders,,
OT,6:14,4,7,CLE 32,42,42,Matthew McCrane 50 yard field goal no good,1.240,-1.600
OT,6:10,1,10,CLE 40,42,42,Baker Mayfield pass incomplete short left intended for Carlos Hyde,1.600,1.050
OT,6:06,2,10,CLE 40,42,42,Baker Mayfield pass complete short left to David Njoku for 5 yards,1.050,1.030
OT,5:47,3,5,CLE 45,42,42,Baker Mayfield pass incomplete deep right intended for Duke Johnson (defended by Rashaan Melvin),1.030,-0.390
OT,5:39,4,5,CLE 45,42,42,"Britton Colquitt punts 48 yards, returned by Dwayne Harris for 12 yards (tackle by Duke Johnson and Nick Chubb)",-0.390,-0.150
OT,5:27,1,10,OAK 19,42,42,Derek Carr pass incomplete short middle intended for Jared Cook,0.150,-0.390
OT,5:23,2,10,OAK 19,42,42,Derek Carr pass complete short left to Marshawn Lynch for 7 yards (tackle by T.J. Carrie),-0.390,-0.160
OT,4:44,3,3,OAK 26,42,42,Derek Carr pass complete deep left to Jared Cook for 24 yards (tackle by Derrick Kindred),-0.160,2.260
OT,4:03,1,10,OAK 50,42,42,Marshawn Lynch right tackle for no gain (tackle by Myles Garrett),2.260,1.710
OT,3:24,2,10,OAK 50,42,42,Derek Carr pass complete short middle to Seth Roberts for 9 yards (tackle by Christian Kirksey),1.710,2.210
OT,3:08,3,1,CLE 41,42,42,Derek Carr up the middle for 2 yards (tackle by Trevon Coley),2.210,2.980
OT,2:22,1,10,CLE 39,42,42,Derek Carr pass complete short left to Amari Cooper for 14 yards (tackle by T.J. Carrie),2.980,3.910
OT,2:15,1,10,CLE 25,42,42,Marshawn Lynch right end for 11 yards (tackle by Damarious Randall),3.910,4.650
OT,2:00,1,10,CLE 14,42,42,Marshawn Lynch left tackle for 1 yard (tackle by Joe Schobert and Trevon Coley),4.650,4.160
OT,1:54,,,,,,Timeout #1 by Cleveland Browns,,
OT,1:54,2,9,CLE 13,42,42,Marshawn Lynch up the middle for 2 yards (tackle by Trevon Coley and T.J. Carrie),4.160,3.620
OT,1:50,,,,,,Timeout #2 by Cleveland Browns,,
OT,1:50,3,7,CLE 11,42,45,Matthew McCrane 29 yard field goal good,3.620,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
