Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
4,14:23,1,10,SEA 26,20,17,Geno Smith pass complete deep left to D.K. Metcalf for 17 yards (tackle by Jaycee Horn),0.670,1.800
4,13:46,1,10,SEA 43,20,17,Travis Homer up the middle for no gain (tackle by Frankie Luvu and Yetur Gross-Matos),1.800,1.250
4,13:13,2,10,SEA 43,20,17,Geno Smith pass incomplete short left intended for Noah Fant,1.250,0.560
4,13:09,3,10,SEA 43,20,17,Geno Smith sacked by and Shaq Thompson for -6 yards and Brian Burns for -6 yards,0.560,-0.910
4,12:32,4,16,SEA 37,20,17,"Michael Dickson punts 37 yards, recovered by Keith Taylor at CAR-26",-0.910,-0.670
4,12:23,1,10,CAR 26,20,17,Chuba Hubbard left guard for 11 yards (tackle by Uchenna Nwosu),0.670,1.400
4,11:50,1,10,CAR 37,20,17,Chuba Hubbard left end for 6 yards (tackle by Ryan Neal and Jordyn Brooks),1.400,1.670
4,11:06,2,4,CAR 43,20,17,Sam Darnold right tackle for 2 yards (tackle by Uchenna Nwosu),1.670,1.220
4,10:25,3,2,CAR 45,20,17,Chuba Hubbard up the middle for 12 yards (tackle by Quandre Diggs),1.220,2.720
4,9:44,1,10,SEA 43,20,17,Sam Darnold pass incomplete short right,2.720,2.180
4,9:36,2,10,SEA 43,20,17,Raheem Blackshear left guard for 16 yards (tackle by Ryan Neal),2.180,3.780
4,8:55,1,10,SEA 27,20,17,Raheem Blackshear left tackle for 6 yards (tackle by Cody Barton and Ryan Neal),3.780,4.040
4,8:16,2,4,SEA 21,20,17,Chuba Hubbard left tackle for 7 yards (tackle by Cody Barton),4.040,4.650
4,7:35,1,10,SEA 14,20,17,Sam Darnold pass complete short right to Laviska Shenault for 6 yards (tackle by Coby Bryant),4.650,5.090
4,7:02,2,4,SEA 8,26,17,"Raheem Blackshear up the middle for 8 yards, touchdown",5.090,7.000
4,6:57,,,SEA 15,27,17,Eddy Pineiro kicks extra point good,0.000,0.000
4,6:57,,,CAR 35,27,17,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
4,6:57,1,10,SEA 25,27,17,Geno Smith pass incomplete short right intended for Tyler Lockett,0.610,0.060
4,6:53,2,10,SEA 25,27,17,Tony Jones right tackle for 2 yards (tackle by Shaq Thompson and Jeremy Chinn),0.060,-0.360
4,6:31,3,8,SEA 27,27,17,"Geno Smith pass short left intended for D.K. Metcalf is intercepted by Jaycee Horn at SEA-37 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Geno Smith pass incomplete short left intended for D.K. Metcalf (defended by Jaycee Horn)",-0.360,-1.570
4,6:28,4,8,SEA 27,27,17,"Michael Dickson punts 49 yards, returned by Shi Smith for 11 yards (tackle by Carson Tinker)",-1.570,-1.270
4,6:17,1,10,CAR 35,27,17,D'Onta Foreman right guard for 11 yards (tackle by Jordyn Brooks),1.270,1.990
4,5:39,1,10,CAR 46,27,17,D'Onta Foreman left guard for 7 yards (tackle by Bryan Mone),1.990,2.400
4,4:52,2,3,SEA 47,27,17,Chuba Hubbard left guard for 7 yards (tackle by Cody Barton),2.400,2.920
4,4:05,1,10,SEA 40,27,17,D'Onta Foreman up the middle for 1 yard (tackle by Jordyn Brooks),2.920,2.510
4,3:19,2,9,SEA 39,27,17,"D'Onta Foreman left end for 3 yards (tackle by Tariq Woolen). Penalty on Tariq Woolen: Face Mask (15 Yards), 15 yards (accepted)",2.510,4.170
4,3:12,1,10,SEA 21,27,17,"Penalty on Cameron Erving: False Start, 5 yards (accepted) (no play)",4.170,3.840
4,3:12,1,15,SEA 26,27,17,D'Onta Foreman right guard for 3 yards (tackle by Myles Adams and L.J. Collier),3.840,3.360
4,3:06,,,,,,Timeout #3 by Seattle Seahawks,,
4,3:06,2,12,SEA 23,27,17,D'Onta Foreman right guard for 2 yards (tackle by Myles Adams and Cody Barton),3.360,2.940
4,2:18,3,10,SEA 21,27,17,Chuba Hubbard up the middle for no gain (tackle by Quandre Diggs),2.940,2.060
4,2:00,4,10,SEA 21,30,17,Eddy Pineiro 39 yard field goal good,2.060,3.000
4,1:56,,,CAR 35,30,17,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
4,1:56,1,10,SEA 25,30,17,"Geno Smith pass complete deep right to Tyler Lockett for 23 yards. Penalty on Brian Burns: Defensive Offside, 5 yards (declined)",0.610,2.130
4,1:49,1,10,SEA 48,30,17,Geno Smith sacked by Marquis Haynes for -13 yards,2.130,-0.170
4,1:14,2,23,SEA 35,30,17,Geno Smith pass complete short left to Colby Parkinson for 10 yards (tackle by T.J. Carrie),-0.170,0.500
4,1:08,3,13,SEA 45,30,17,Geno Smith pass complete short middle to Travis Homer for 6 yards (tackle by Shaq Thompson),0.500,0.000
4,0:46,4,7,CAR 49,30,17,Geno Smith pass complete short right to D.K. Metcalf for 25 yards (tackle by Jaycee Horn and Myles Hartsfield),0.000,3.970
4,0:27,1,10,CAR 24,30,23,"Geno Smith pass complete short right to Marquise Goodwin for 24 yards, touchdown. Penalty on Brian Burns: Defensive Offside, 5 yards (declined)",3.970,7.000
4,0:16,,,CAR 15,30,24,Jason Myers kicks extra point good,0.000,0.000
4,0:16,,,,,,Timeout #1 by Carolina Panthers,,
4,0:16,,,SEA 35,30,24,"Jason Myers kicks onside 9 yards, returned by Jaycee Horn for 3 yards",0.000,2.850
4,0:15,1,10,SEA 41,30,24,Sam Darnold kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
