Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
1,10:26,2,10,DET 42,0,0,Maurice Morris right tackle for no gain (tackle by Charles Godfrey),1.190,0.500
1,9:47,3,10,DET 42,0,0,"Matthew Stafford right end for 2 yards (tackle by Terrell McClain). Penalty on Terrell McClain: Unnecessary Roughness, 15 yards",0.500,2.850
1,9:21,1,10,CAR 41,0,0,Matthew Stafford pass complete short left to Kevin Smith for 15 yards (tackle by Jordan Senn),2.850,3.840
1,8:45,1,10,CAR 26,0,0,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson is intercepted by Charles Godfrey and returned for 21 yards (tackle by Nate Burleson),3.840,-0.040
1,8:35,1,10,CAR 18,0,0,DeAngelo Williams right end for 29 yards (tackle by Louis Delmas),0.040,2.060
1,8:02,1,10,CAR 47,0,0,Cam Newton pass complete deep left to Brandon LaFell for 21 yards (tackle by Eric Wright),2.060,3.450
1,7:25,1,10,DET 32,0,0,Jonathan Stewart left tackle for no gain (tackle by Cliff Avril),3.450,2.900
1,6:48,2,10,DET 32,0,0,Cam Newton pass complete short left to Steve Smith for -1 yards (tackle by DeAndre Levy),2.900,2.080
1,6:07,3,11,DET 33,0,0,Cam Newton pass complete short middle to Jonathan Stewart for 21 yards (tackle by Chris Houston and Amari Spievey),2.080,4.780
1,5:27,1,10,DET 12,0,0,Cam Newton right tackle for 1 yard (tackle by Nick Fairley and Kyle Vanden Bosch),4.780,4.270
1,4:45,2,9,DET 11,0,0,Jonathan Stewart up the middle for 2 yards (tackle by Louis Delmas and Nick Fairley),4.270,3.700
1,4:03,3,7,DET 9,0,0,Cam Newton pass incomplete short right intended for Steve Smith,3.700,2.830
1,3:59,4,7,DET 9,3,0,Olindo Mare 27 yard field goal good,2.830,3.000
1,,,,CAR 35,3,0,"Olindo Mare kicks off 74 yards, touchback",0.000,0.280
1,3:55,1,10,DET 20,3,0,Stefan Logan right end for -2 yards (tackle by Charles Johnson),0.280,-0.630
1,3:15,2,12,DET 18,3,0,Matthew Stafford pass complete short left to Nate Burleson for 11 yards (tackle by Chris Gamble),-0.630,0.230
1,2:37,3,1,DET 29,3,0,"Keiland Williams left tackle for no gain (tackle by Jordan Senn). Keiland Williams fumbles (forced by Jordan Senn), recovered by Andre Neblett at DET-29 (tackle by Rob Sims)",0.230,-3.640
1,2:29,1,10,DET 29,3,0,"DeAngelo Williams left tackle for 3 yards (tackle by Louis Delmas and Amari Spievey). Penalty on Steve Smith: Offensive Holding, 10 yards",3.640,3.180
1,2:16,1,17,DET 36,3,0,Cam Newton left end for 7 yards (tackle by Amari Spievey),3.180,3.100
1,1:35,2,10,DET 29,3,0,"Penalty on Jordan Gross: False Start, 5 yards (no play)",3.100,2.420
1,1:18,2,15,DET 34,3,0,Cam Newton pass complete short middle to Jonathan Stewart for 19 yards (tackle by Stephen Tulloch),2.420,4.580
1,0:45,1,10,DET 15,3,0,Cam Newton pass incomplete short left intended for Greg Olsen,4.580,3.950
1,0:40,2,10,DET 15,9,0,"Cam Newton pass complete short middle to Steve Smith for 15 yards, touchdown. Penalty on Eric Wright: Illegal Contact (Declined)",3.950,7.000
1,,,,DET 2,10,0,Olindo Mare kicks extra point good,0.000,0.000
1,,,,CAR 35,10,0,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
1,0:35,1,10,DET 20,10,0,Matthew Stafford pass complete short left to Brandon Pettigrew for 9 yards (tackle by Jordan Senn and Charles Godfrey),0.280,0.950
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,DET 29,10,0,Kevin Smith up the middle for 43 yards (tackle by Charles Godfrey),0.950,3.710
2,14:14,1,10,CAR 28,10,6,"Matthew Stafford pass complete short right to Kevin Smith for 28 yards, touchdown",3.710,7.000
2,,,,CAR 2,10,7,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,16,7,"Jason Hanson kicks off 66 yards, returned by Kealoha Pilares for 101 yards, touchdown",0.000,7.000
2,,,,DET 2,17,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,17,7,"Olindo Mare kicks off 72 yards, returned by Stefan Logan for 22 yards (tackle by Josh Thomas)",0.000,-0.220
2,13:43,1,10,DET 15,17,7,Matthew Stafford sacked by Thomas Keiser for -5 yards,-0.220,-1.150
2,13:17,2,15,DET 10,17,7,"Penalty on Titus Young: False Start, 5 yards (no play)",-1.150,-1.510
2,13:01,2,20,DET 5,17,7,Matthew Stafford pass complete short right to Calvin Johnson for 8 yards (tackle by Chris Gamble and Omar Gaither),-1.510,-1.640
2,12:16,3,12,DET 13,17,7,Matthew Stafford left end for 2 yards (tackle by Terrell McClain),-1.640,-2.440
2,11:38,4,10,DET 15,17,7,"Ben Graham punts 47 yards, returned by Armanti Edwards for 14 yards (tackle by John Wendling)",-2.440,-2.390
2,11:25,1,10,DET 48,17,7,Cam Newton pass complete short right to Richie Brockel for 5 yards (tackle by Stephen Tulloch),2.390,2.520
2,10:54,2,5,DET 43,17,7,Cam Newton pass incomplete deep middle intended for Greg Olsen,2.520,1.820
2,10:47,3,5,DET 43,17,7,Cam Newton left end for 1 yard (tackle by Cliff Avril),1.820,0.460
2,10:20,4,4,DET 42,17,7,"Jason Baker punts 41 yards. Penalty on Andre Fluellen: Illegal Use of Hands, 5 yards (no play)",0.460,3.120
2,10:10,1,10,DET 37,17,7,DeAngelo Williams left end for 26 yards (tackle by Louis Delmas),3.120,4.840
2,9:39,1,10,DET 11,23,7,"Cam Newton up the middle for 11 yards, touchdown",4.840,7.000
2,,,,DET 2,24,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,24,7,"Olindo Mare kicks off 74 yards, touchback",0.000,0.280
2,9:32,1,10,DET 20,24,7,Matthew Stafford pass complete short middle to Calvin Johnson for 17 yards (tackle by Chris Gamble),0.280,1.400
2,8:55,1,10,DET 37,24,7,Kevin Smith up the middle for 2 yards (tackle by Charles Johnson and James Anderson),1.400,1.130
2,8:14,2,8,DET 39,24,7,Matthew Stafford sacked by Thomas Keiser for -4 yards,1.130,-0.100
2,7:35,3,12,DET 35,24,7,Matthew Stafford pass complete short left to Nate Burleson for 15 yards (tackle by Jordan Pugh),-0.100,2.260
2,6:55,1,10,,24,7,Matthew Stafford pass incomplete short left intended for Will Heller (defended by Charles Johnson),2.260,1.710
2,6:49,2,10,,24,7,Matthew Stafford pass complete short left to Nate Burleson for 5 yards (tackle by Sherrod Martin and Omar Gaither),1.710,1.690
2,6:09,3,5,CAR 45,24,7,Matthew Stafford pass complete short left to Tony Scheffler for 7 yards (tackle by R.J. Stanford and Sherrod Martin),1.690,3.050
2,5:29,1,10,CAR 38,24,7,Matthew Stafford pass complete short left to Rashied Davis for 15 yards (tackle by James Anderson),3.050,4.040
2,4:55,1,10,CAR 23,24,7,Matthew Stafford pass complete short middle to Kevin Smith for 9 yards (tackle by Captain Munnerlyn),4.040,4.950
2,4:12,2,1,CAR 14,24,7,Kevin Smith right tackle for 3 yards (tackle by Andre Neblett),4.950,4.840
2,3:31,1,10,CAR 11,24,7,Matthew Stafford pass complete short middle to Maurice Morris for 8 yards (tackle by James Anderson),4.840,5.660
2,3:00,2,2,CAR 3,24,13,"Matthew Stafford pass complete short left to Titus Young for 3 yards, touchdown",5.660,7.000
2,,,,CAR 2,24,14,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,24,14,"Jason Hanson kicks off 69 yards, returned by Kealoha Pilares for 18 yards (tackle by Ashlee Palmer)",0.000,-0.280
2,2:52,1,10,CAR 14,24,14,DeAngelo Williams up the middle for -3 yards (tackle by Corey Williams),-0.280,-1.000
2,2:14,2,13,CAR 11,24,14,Cam Newton pass complete short left to Brandon LaFell for 8 yards (tackle by Chris Houston and DeAndre Levy),-1.000,-0.800
2,2:00,3,5,CAR 19,24,14,"Cam Newton pass incomplete deep right intended for Steve Smith. Penalty on Eric Wright: Illegal Contact, 5 yards (no play)",-0.800,0.540
2,1:53,1,10,CAR 24,24,14,Cam Newton pass complete short right to Jonathan Stewart for 3 yards (tackle by DeAndre Levy),0.540,0.400
2,1:30,2,7,CAR 27,24,14,Cam Newton pass complete short middle to Greg Olsen for 8 yards (tackle by DeAndre Levy and Brandon McDonald),0.400,1.270
2,1:09,1,10,CAR 35,24,14,Cam Newton pass complete short left to Jonathan Stewart for 11 yards (tackle by DeAndre Levy),1.270,1.990
2,1:04,1,10,CAR 46,24,14,Cam Newton pass incomplete deep middle intended for Brandon LaFell,1.990,1.450
2,0:58,2,10,CAR 46,24,14,Cam Newton pass complete short right to Legedu Naanee for 9 yards (tackle by Brandon McDonald),1.450,1.950
2,0:49,,,,24,14,Timeout #1 by Carolina Panthers,0.000,1.950
2,0:49,3,1,DET 45,24,14,Jonathan Stewart left tackle for 2 yards (tackle by DeAndre Levy and Nick Fairley),1.950,2.720
2,0:42,,,,24,14,Timeout #2 by Carolina Panthers,0.000,2.720
2,0:42,1,10,DET 43,24,14,Cam Newton pass complete short middle to Steve Smith for 20 yards (tackle by Eric Wright),2.720,4.040
2,0:23,1,10,DET 23,24,14,Cam Newton spiked the ball,4.040,3.500
2,0:21,2,10,DET 23,24,14,Cam Newton for 3 yards (tackle by DeAndre Levy),3.500,3.200
2,0:15,3,7,DET 20,24,14,Cam Newton pass complete short right to Legedu Naanee for 6 yards (tackle by DeAndre Levy),3.200,2.660
2,0:05,,,,24,14,Timeout #3 by Carolina Panthers,0.000,2.660
2,0:05,4,1,DET 14,27,14,Olindo Mare 31 yard field goal good,2.660,3.000
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,27,14,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,27,14,Cam Newton pass complete short left to Steve Smith for 7 yards (tackle by Eric Wright),0.280,0.680
3,14:30,2,3,CAR 27,27,14,DeAngelo Williams right tackle for 6 yards (tackle by Kyle Vanden Bosch),0.680,1.140
3,13:51,1,10,CAR 33,27,14,"Cam Newton for no gain (tackle by Justin Durant). Penalty on Jordan Gross: Offensive Holding, 10 yards, Penalty on Legedu Naanee: Illegal Motion (Declined) (no play)",1.140,0.480
3,13:32,1,20,CAR 23,27,14,Jonathan Stewart left end for 5 yards (tackle by Cliff Avril and Ndamukong Suh),0.480,-0.080
3,12:52,2,15,CAR 28,27,14,Cam Newton pass complete short right to Steve Smith for no gain,-0.080,-0.760
3,12:10,3,15,CAR 28,27,14,Cam Newton pass incomplete deep left intended for Steve Smith,-0.760,-1.500
3,12:04,4,15,CAR 28,27,14,"Jason Baker punts 33 yards, returned by Stefan Logan for 16 yards (tackle by Josh Vaughan). Penalty on Josh Vaughan: Horse Collar Tackle, 15 yards",-1.500,-3.580
3,11:51,1,10,CAR 30,27,14,Matthew Stafford pass complete short right to Titus Young for 11 yards (tackle by Chris Gamble),3.580,4.310
3,11:12,1,10,CAR 19,27,14,Matthew Stafford pass complete short right to Nate Burleson for 3 yards (tackle by Charles Godfrey and Greg Hardy),4.310,4.180
3,10:34,2,7,CAR 16,27,20,"Matthew Stafford pass complete short left to Nate Burleson for 16 yards, touchdown",4.180,7.000
3,,,,CAR 2,27,21,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 35,27,21,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
3,10:28,1,10,CAR 20,27,21,"Cam Newton pass incomplete deep right intended for Steve Smith. Penalty on Ndamukong Suh: Illegal Use of Hands, 5 yards (no play)",0.280,0.610
3,10:21,1,10,CAR 25,27,21,DeAngelo Williams left tackle for 1 yard (tackle by Louis Delmas and Ndamukong Suh),0.610,0.200
3,9:40,2,9,CAR 26,27,21,Cam Newton pass incomplete short middle intended for Greg Olsen,0.200,-0.490
3,9:35,3,9,CAR 26,27,21,Cam Newton pass incomplete deep left intended for Steve Smith,-0.490,-1.630
3,9:28,4,9,CAR 26,27,21,"Jason Baker punts 49 yards, returned by Stefan Logan for 9 yards (tackle by Eric Norwood)",-1.630,-1.200
3,9:15,1,10,DET 34,27,21,Kevin Smith left tackle for 9 yards (tackle by Omar Gaither),1.200,1.870
3,8:36,2,1,DET 43,27,21,Matthew Stafford pass complete deep middle to Calvin Johnson for 26 yards (tackle by James Anderson),1.870,3.510
3,7:50,1,10,CAR 31,27,21,Maurice Morris right tackle for 16 yards (tackle by Captain Munnerlyn),3.510,4.580
3,7:08,1,10,CAR 15,27,21,Kevin Smith up the middle for 3 yards (tackle by Thomas Keiser),4.580,4.450
3,6:28,2,7,CAR 12,27,21,"Penalty on Brandon Pettigrew: False Start, 5 yards (no play)",4.450,3.680
3,6:07,2,12,CAR 17,27,21,Matthew Stafford pass incomplete short left intended for Will Heller,3.680,2.980
3,6:02,3,12,CAR 17,27,27,"Matthew Stafford pass complete deep right to Tony Scheffler for 17 yards, touchdown",2.980,7.000
3,,,,CAR 2,27,28,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 35,27,28,"Jason Hanson kicks off 69 yards, touchback",0.000,0.280
3,5:57,1,10,CAR 20,27,28,Jonathan Stewart up the middle for 2 yards (tackle by Andre Fluellen),0.280,0.000
3,5:18,2,8,CAR 22,27,28,Jonathan Stewart right tackle for 3 yards (tackle by Brandon McDonald),0.000,-0.300
3,4:35,3,5,CAR 25,27,28,"Cam Newton pass incomplete deep right intended for Brandon LaFell. Penalty on Cliff Avril: Horse Collar Tackle, 15 yards (no play)",-0.300,1.600
3,4:23,1,10,CAR 40,27,28,DeAngelo Williams right tackle for 3 yards (tackle by Justin Durant and Stephen Tulloch),1.600,1.460
3,3:43,2,7,CAR 43,27,28,Cam Newton pass complete deep left to Legedu Naanee for 26 yards (tackle by Eric Wright). Penalty on Kyle Vanden Bosch: Defensive Offside (Declined),1.460,3.510
3,3:22,1,10,DET 31,27,28,Steve Smith left end for 5 yards (tackle by Louis Delmas),3.510,3.640
3,2:48,2,5,DET 26,27,28,Cam Newton pass incomplete short left intended for Greg Olsen is intercepted by DeAndre Levy at DET-14 and returned for 7 yards (tackle by Legedu Naanee),3.640,-0.340
3,2:37,1,10,DET 21,27,28,Kevin Smith right tackle for 4 yards (tackle by Omar Gaither and Greg Hardy),0.340,0.340
3,2:19,2,6,DET 25,27,28,"Matthew Stafford pass incomplete short middle intended for Titus Young. Penalty on Antwan Applewhite: Defensive Holding, 5 yards (no play)",0.340,0.940
3,2:12,1,10,DET 30,27,28,Kevin Smith up the middle for 3 yards (tackle by Jordan Senn and Charles Godfrey),0.940,0.800
3,1:33,2,7,DET 33,27,28,Matthew Stafford pass complete short left to Nate Burleson for 5 yards (tackle by Greg Hardy),0.800,0.760
3,0:53,3,2,DET 38,27,28,"Matthew Stafford pass complete deep right to Titus Young for 42 yards (tackle by Sherrod Martin). Penalty on Titus Young: Offensive Pass Interference, 10 yards (no play)",0.760,-0.560
3,0:15,3,12,DET 28,27,28,Matthew Stafford pass complete short left to Kevin Smith for 9 yards (tackle by Jordan Pugh),-0.560,-0.910
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,DET 37,27,28,"Ben Graham punts 49 yards, returned by Armanti Edwards for 11 yards (tackle by Rashied Davis)",-0.910,-0.610
4,14:49,1,10,CAR 25,27,28,DeAngelo Williams up the middle for 7 yards (tackle by Stephen Tulloch),0.610,1.010
4,14:05,2,3,CAR 32,27,28,Jonathan Stewart right end for 5 yards (tackle by Eric Wright),1.010,1.400
4,13:29,1,10,CAR 37,27,28,Cam Newton pass incomplete deep left intended for Steve Smith,1.400,0.860
4,13:24,2,10,CAR 37,27,28,Cam Newton sacked by Kyle Vanden Bosch for -8 yards,0.860,-0.890
4,12:54,3,18,CAR 29,27,28,Cam Newton pass incomplete deep left intended for Legedu Naanee,-0.890,-1.440
4,12:46,4,18,CAR 29,27,28,Jason Baker punts 40 yards,-1.440,-1.000
4,12:36,1,10,DET 31,27,28,Matthew Stafford pass complete short middle to Brandon Pettigrew for 5 yards (tackle by Charles Godfrey and James Anderson),1.000,1.140
4,11:57,2,5,DET 36,27,28,Kevin Smith right tackle for 19 yards (tackle by Sherrod Martin),1.140,2.590
4,11:22,1,10,CAR 45,27,28,Matthew Stafford pass complete short right to Will Heller for 12 yards (tackle by Chris Gamble),2.590,3.380
4,10:38,1,10,CAR 33,27,28,Matthew Stafford pass complete short left to Calvin Johnson for 8 yards (tackle by Jordan Senn),3.380,3.920
4,10:03,2,2,CAR 25,27,28,Kevin Smith up the middle for 10 yards (tackle by James Anderson and Jordan Senn),3.920,4.580
4,9:25,1,10,CAR 15,27,28,Maurice Morris left tackle for 9 yards (tackle by Sherrod Martin and Charles Godfrey),4.580,5.600
4,8:47,2,1,CAR 6,27,28,Maurice Morris right tackle for 2 yards (tackle by Thomas Keiser),5.600,6.280
4,8:05,1,4,CAR 4,27,34,"Kevin Smith up the middle for 4 yards, touchdown",6.280,7.000
4,,,,CAR 2,27,35,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,27,35,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
4,8:02,1,10,CAR 20,27,35,Jonathan Stewart up the middle for 3 yards (tackle by Stephen Tulloch),0.280,0.140
4,7:28,2,7,CAR 23,27,35,Cam Newton pass complete short left to Jonathan Stewart for 26 yards (tackle by Louis Delmas),0.140,2.190
4,6:56,1,10,CAR 49,27,35,Cam Newton left end for 8 yards (tackle by Chris Harris),2.190,2.730
4,6:12,2,2,DET 43,27,35,DeAngelo Williams right tackle for -1 yards (tackle by Ndamukong Suh),2.730,1.880
4,5:31,3,3,DET 44,27,35,"Cam Newton pass complete short right to DeAngelo Williams for 32 yards (tackle by Cliff Avril). Penalty on Cliff Avril: Horse Collar Tackle, 6 yards",1.880,5.830
4,5:03,1,6,DET 6,33,35,"Cam Newton up the middle for 6 yards, touchdown",5.830,7.000
4,,,,,35,35,"Two Point Attempt: Cam Newton pass complete to Steve Smith, conversion succeeds",1.000,1.000
4,,,,CAR 35,35,35,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
4,4:59,1,10,DET 20,35,35,Matthew Stafford pass complete deep right to Calvin Johnson for 30 yards (tackle by Chris Gamble),0.280,2.260
4,4:17,1,10,,35,35,Kevin Smith up the middle for 3 yards (tackle by Charles Godfrey),2.260,2.120
4,3:40,2,7,CAR 47,35,35,Matthew Stafford pass complete short right to Brandon Pettigrew for 16 yards (tackle by James Anderson),2.120,3.510
4,2:56,1,10,CAR 31,35,35,"Kevin Smith right tackle for 12 yards (tackle by James Anderson). Penalty on Andre Neblett: Unnecessary Roughness, 10 yards",3.510,5.140
4,2:48,1,9,CAR 9,35,35,Kevin Smith left tackle for 2 yards (tackle by Captain Munnerlyn),5.140,4.760
4,2:42,,,,35,35,Timeout #1 by Carolina Panthers,0.000,4.760
4,2:42,2,7,CAR 7,35,35,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew (defended by James Anderson),4.760,3.810
4,2:36,3,7,CAR 7,35,41,"Matthew Stafford pass complete short middle to Brandon Pettigrew for 7 yards, touchdown",3.810,7.000
4,,,,CAR 2,35,42,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,35,42,"Jason Hanson kicks off 69 yards, returned by Kealoha Pilares for 21 yards (tackle by Maurice Stovall)",0.000,-0.060
4,2:28,1,10,CAR 17,35,42,Cam Newton pass incomplete deep middle intended for Brandon LaFell is intercepted by Chris Harris at CAR-42 and returned for 19 yards (tackle by Ryan Kalil),-0.060,-4.040
4,2:17,1,10,CAR 23,35,42,Kevin Smith up the middle for 1 yard (tackle by Thomas Keiser),4.040,3.630
4,2:10,,,,35,42,Timeout #2 by Carolina Panthers,0.000,3.630
4,2:10,2,9,CAR 22,35,42,Kevin Smith up the middle for 3 yards (tackle by James Anderson),3.630,3.340
4,2:06,,,,35,42,Timeout #3 by Carolina Panthers,0.000,3.340
4,2:06,3,6,CAR 19,35,48,"Kevin Smith right tackle for 19 yards, touchdown",3.340,7.000
4,,,,CAR 2,35,49,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,35,49,"Jason Hanson kicks off 69 yards, touchback",0.000,0.280
4,2:00,1,10,CAR 20,35,49,Cam Newton pass complete short right to Greg Olsen for 7 yards (tackle by Chris Houston),0.280,0.680
4,1:54,2,3,CAR 27,35,49,Cam Newton pass complete short middle to Greg Olsen for 8 yards (tackle by Stephen Tulloch),0.680,1.270
4,1:35,1,10,CAR 35,35,49,Cam Newton pass complete short middle to Jonathan Stewart for 7 yards (tackle by Justin Durant),1.270,1.670
4,1:10,2,3,CAR 42,35,49,Cam Newton pass complete short left to Brandon LaFell for 22 yards (tackle by Chris Harris),1.670,3.180
4,1:03,1,10,DET 36,35,49,Cam Newton pass incomplete short right intended for Greg Olsen,3.180,2.640
4,0:54,2,10,DET 36,35,49,Cam Newton pass incomplete deep middle intended for Legedu Naanee is intercepted by Stephen Tulloch at DET-19 and returned for 9 yards (tackle by Greg Olsen),2.640,-0.810
4,0:47,1,10,DET 28,35,49,Matthew Stafford kneels for -1 yards,0.810,0.130
4,0:28,2,11,DET 27,35,49,Matthew Stafford kneels for -1 yards,0.130,-0.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
