Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
1,3:25,2,7,IND 44,0,3,Andrew Luck pass incomplete deep middle intended for Dwayne Allen is intercepted by Rahim Moore at DEN-31 and returned for 15 yards,1.530,-1.990
1,3:14,1,10,DEN 46,0,3,Montee Ball up the middle for no gain (tackle by Arthur Jones),1.990,1.450
1,2:43,2,10,DEN 46,0,3,Peyton Manning pass incomplete deep right intended for Julius Thomas (defended by Greg Toler),1.450,0.760
1,2:37,3,10,DEN 46,0,3,"Peyton Manning for 11 yards. Penalty on Louis Vasquez: Offensive Holding (Offsetting), Penalty on Darius Butler: Defensive Holding (Offsetting) (no play)",0.760,0.760
1,2:12,3,10,DEN 46,0,3,Peyton Manning pass complete deep left to Julius Thomas for 34 yards (tackle by LaRon Landry),0.760,4.240
1,1:40,1,10,IND 20,0,3,Montee Ball right tackle for 2 yards (tackle by Bjoern Werner),4.240,3.960
1,1:00,2,8,IND 18,0,3,Peyton Manning pass complete short right to Andre Caldwell for 8 yards (tackle by Darius Butler),3.960,4.910
1,0:23,1,10,IND 10,0,3,Montee Ball left guard for no gain (tackle by Zach Kerr),4.910,4.190
Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,IND 10,0,3,Peyton Manning pass complete short right to Emmanuel Sanders for 7 yards (tackle by Darius Butler),4.190,4.720
2,14:19,3,3,IND 3,0,9,"Peyton Manning pass complete short right to Julius Thomas for 3 yards, touchdown. Penalty on Greg Toler: Defensive Holding (Declined)",4.720,7.000
2,14:19,,,IND 2,0,10,Brandon McManus kicks extra point good,0.000,0.000
2,14:19,,,DEN 35,0,10,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
2,14:13,1,10,IND 20,0,10,Andrew Luck sacked by Nate Irving for -8 yards,0.280,-1.360
2,13:33,2,18,IND 12,0,10,Ahmad Bradshaw right tackle for 2 yards (tackle by Nate Irving),-1.360,-2.030
2,12:58,3,16,IND 14,0,10,Andrew Luck up the middle for 5 yards (tackle by Bradley Roby),-2.030,-2.140
2,12:17,4,11,IND 19,0,10,"Pat McAfee punts 54 yards, returned by Isaiah Burse for no gain. Penalty on Tony Carter: Offensive Holding, 10 yards",-2.140,0.060
2,12:05,1,10,DEN 17,0,10,Montee Ball left tackle for 2 yards (tackle by D'Qwell Jackson and Erik Walden),-0.060,-0.250
2,11:32,2,8,DEN 19,0,10,Peyton Manning pass complete short right to Demaryius Thomas for 7 yards (tackle by Greg Toler),-0.250,-0.120
2,10:51,3,1,DEN 26,0,10,"Peyton Manning pass incomplete deep right intended for Demaryius Thomas. Penalty on Greg Toler: Illegal Contact, 5 yards (no play)",-0.120,1.000
2,10:44,1,10,DEN 31,0,10,Montee Ball left tackle for 4 yards (tackle by Jerrell Freeman),1.000,1.000
2,10:03,2,6,DEN 35,0,10,Peyton Manning pass complete short right to Andre Caldwell for 8 yards (tackle by Greg Toler),1.000,1.800
2,9:29,1,10,DEN 43,0,10,Montee Ball left end for 4 yards (tackle by Jerrell Freeman),1.800,1.790
2,8:49,2,6,DEN 47,0,10,Peyton Manning pass complete short right to Demaryius Thomas for 5 yards (tackle by Greg Toler),1.790,1.750
2,8:10,3,1,IND 48,0,10,C.J. Anderson right guard for 2 yards (tackle by D'Qwell Jackson),1.750,2.520
2,7:29,1,10,IND 46,0,10,Emmanuel Sanders right end for 11 yards (tackle by Mike Adams),2.520,3.250
2,6:50,1,10,IND 35,0,16,"Peyton Manning pass complete short left to Julius Thomas for 35 yards, touchdown",3.250,7.000
2,6:50,,,IND 2,0,17,Brandon McManus kicks extra point good,0.000,0.000
2,6:50,,,DEN 35,0,17,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
2,6:41,1,10,IND 20,0,17,Trent Richardson up the middle for 2 yards (tackle by Derek Wolfe and Terrance Knighton),0.280,0.000
2,6:05,2,8,IND 22,0,17,Andrew Luck pass incomplete short left intended for Reggie Wayne,0.000,-0.690
2,6:00,3,8,IND 22,0,17,Andrew Luck sacked by DeMarcus Ware and Malik Jackson for -7 yards,-0.690,-2.440
2,5:21,4,15,IND 15,0,17,"Pat McAfee punts 59 yards, returned by Isaiah Burse for no gain. Isaiah Burse fumbles (forced by Loucheiz Purifoy), recovered by Bradley Roby at DEN-26",-2.440,-0.870
2,5:10,1,10,DEN 29,0,17,Montee Ball left end for 5 yards (tackle by Josh Chapman),0.870,1.000
2,4:34,2,5,DEN 34,0,17,Peyton Manning pass complete short left to Montee Ball for 3 yards (tackle by Vontae Davis and Jerrell Freeman),1.000,0.700
2,3:58,3,2,DEN 37,0,17,Montee Ball right tackle for 5 yards (tackle by Josh McNary),0.700,1.730
2,3:24,1,10,DEN 42,0,17,C.J. Anderson up the middle for 9 yards (tackle by D'Qwell Jackson),1.730,2.400
2,3:02,2,1,IND 49,0,17,"C.J. Anderson up the middle for 4 yards (tackle by Zach Kerr). Penalty on IND: Illegal Substitution, 5 yards (no play)",2.400,2.650
2,2:51,1,10,IND 44,0,17,Peyton Manning pass complete deep right to Emmanuel Sanders for 40 yards (tackle by LaRon Landry),2.650,6.280
2,2:07,1,4,IND 4,0,17,Montee Ball up the middle for -1 yards (tackle by Cory Redding),6.280,5.150
2,2:00,2,5,IND 5,0,23,"Peyton Manning pass complete short right to Julius Thomas for 5 yards, touchdown",5.150,7.000
2,2:00,,,IND 2,0,24,Brandon McManus kicks extra point good,0.000,0.000
2,2:00,,,DEN 35,0,24,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
2,1:57,1,10,IND 20,0,24,Ahmad Bradshaw right tackle for 4 yards (tackle by T.J. Ward and Nate Irving),0.280,0.270
2,1:31,2,6,IND 24,0,24,Andrew Luck pass complete short right to Hakeem Nicks for 13 yards (tackle by Brandon Marshall),0.270,1.400
2,1:25,1,10,IND 37,0,24,Andrew Luck pass complete short middle to Coby Fleener for 4 yards (tackle by Bradley Roby),1.400,1.400
2,1:19,1,10,IND 37,0,24,Timeout #1 by Indianapolis Colts,1.400,1.400
2,1:19,2,6,IND 41,0,24,Andrew Luck pass complete short left to Ahmad Bradshaw for 9 yards (tackle by Chris Harris),1.400,2.260
2,0:55,1,10,,0,24,"Andrew Luck pass incomplete short right intended for Reggie Wayne (defended by Bradley Roby). Penalty on Bradley Roby: Illegal Contact, 5 yards (no play)",2.260,2.590
2,0:49,1,10,DEN 45,0,24,Andrew Luck pass complete short left to Ahmad Bradshaw for 11 yards (tackle by Malik Jackson),2.590,2.590
2,0:40,1,10,DEN 45,0,24,Timeout #2 by Indianapolis Colts,2.590,3.310
2,0:40,1,10,DEN 34,0,24,Andrew Luck pass complete short right to Coby Fleener for 5 yards,3.310,3.450
2,0:34,2,5,DEN 29,0,24,Andrew Luck pass complete deep left to Reggie Wayne for 20 yards (tackle by Bradley Roby),3.450,5.140
2,0:28,1,9,DEN 9,6,24,"Andrew Luck right end for 9 yards, touchdown",5.140,7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned.",,
2,0:28,,,DEN 2,7,24,Adam Vinatieri kicks extra point good,0.000,0.000
2,0:28,,,IND 35,7,24,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,0:19,1,10,DEN 20,7,24,Peyton Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,7,24,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,7,24,"Montee Ball right guard for 3 yards (tackle by Erik Walden). Penalty on Louis Vasquez: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,14:41,1,20,DEN 10,7,24,Montee Ball right end for 1 yard (tackle by Mike Adams and Jerrell Freeman),-0.760,-1.440
3,14:02,2,19,DEN 11,7,24,Peyton Manning pass incomplete short left intended for Andre Caldwell,-1.440,-2.470
3,13:58,3,19,DEN 11,7,24,Peyton Manning pass incomplete short middle intended for Demaryius Thomas,-2.470,-2.490
3,13:58,4,19,DEN 11,7,24,"Penalty on Britton Colquitt: Delay of Game, 5 yards (no play)",-2.490,-2.490
3,13:54,4,24,DEN 6,7,24,"Britton Colquitt punts 50 yards, returned by Griff Whalen for 10 yards (tackle by Quinton Carter). Penalty on Mario Harvey: Defensive Offside (Declined)",-2.490,-2.520
3,13:43,1,10,DEN 46,7,24,Andrew Luck right end for 5 yards (tackle by Brandon Marshall),2.520,2.650
3,12:59,2,5,DEN 41,7,24,Andrew Luck pass incomplete short middle intended for Trent Richardson (defended by T.J. Ward),2.650,1.950
3,12:52,3,5,DEN 41,7,24,Andrew Luck pass complete short left to T.Y. Hilton for 8 yards (tackle by Bradley Roby),1.950,3.380
3,12:11,1,10,DEN 33,7,24,"Andrew Luck pass incomplete deep left intended for T.Y. Hilton. Penalty on Chris Harris: Defensive Pass Interference, 25 yards (no play)",3.380,5.370
3,12:05,1,8,DEN 8,7,24,Trent Richardson up the middle for 4 yards (tackle by Brandon Marshall),5.370,5.340
3,11:25,2,4,DEN 4,7,24,Andrew Luck pass complete short middle to Dwayne Allen for 1 yard (tackle by Von Miller),5.340,4.720
3,10:48,3,3,DEN 3,7,24,Andrew Luck pass complete short left to Hakeem Nicks for 2 yards (tackle by Bradley Roby and Quinton Carter),4.720,3.550
3,10:22,4,1,DEN 1,7,24,Andrew Luck up the middle for -1 yards (tackle by Brandon Marshall),3.550,0.380
3,10:16,1,10,DEN 2,7,24,Montee Ball up the middle for 2 yards (tackle by Jerrell Freeman),-0.380,-0.630
3,9:40,2,8,DEN 4,7,24,Peyton Manning pass complete short right to Julius Thomas for 4 yards (tackle by Mike Adams),-0.630,-0.720
3,9:10,3,4,DEN 8,7,24,Peyton Manning pass complete short left to Montee Ball for 13 yards (tackle by LaRon Landry),-0.720,0.340
3,8:34,1,10,DEN 21,7,24,C.J. Anderson up the middle for 3 yards (tackle by Erik Walden and Andy Studebaker),0.340,0.210
3,7:51,2,7,DEN 24,7,24,Peyton Manning pass incomplete short left intended for Emmanuel Sanders,0.210,-0.490
3,7:47,3,7,DEN 24,7,24,Peyton Manning pass incomplete deep right intended for Andre Caldwell (defended by Greg Toler),-0.490,-1.770
3,7:41,4,7,DEN 24,7,24,"Britton Colquitt punts 53 yards, returned by Griff Whalen for 10 yards (tackle by Quinton Carter)",-1.770,-1.140
3,7:29,1,10,IND 33,7,24,"Andrew Luck pass complete short left to Trent Richardson for 2 yards (tackle by T.J. Ward). Penalty on Jack Mewhort: Ineligible Downfield Pass, 5 yards (no play)",1.140,0.810
3,7:02,1,15,IND 28,7,24,Andrew Luck pass complete short right to Trent Richardson for 5 yards (tackle by Lerentee McCray),0.810,0.590
3,6:28,2,10,IND 33,7,24,"Andrew Luck pass complete short right to Dwayne Allen for 10 yards (tackle by Quinton Carter). Dwayne Allen fumbles (forced by Quinton Carter), recovered by Dwayne Allen at IND-43",0.590,1.800
3,6:28,1,10,IND 43,7,24,Andrew Luck pass complete short right to Reggie Wayne for 4 yards (tackle by Aqib Talib),1.800,1.790
3,5:33,2,6,IND 47,7,24,Ahmad Bradshaw up the middle for 9 yards (tackle by Sylvester Williams),1.790,2.650
3,5:06,1,10,DEN 44,7,24,Andrew Luck pass complete short middle to Reggie Wayne for 12 yards (tackle by Rahim Moore),2.650,3.450
3,4:36,1,10,DEN 32,7,24,Andrew Luck pass complete short right to Ahmad Bradshaw for 16 yards (tackle by Aqib Talib),3.450,4.510
3,3:50,1,10,DEN 16,7,24,Andrew Luck pass complete short middle to Dwayne Allen for 12 yards (tackle by Brandon Marshall and Steven Johnson),4.510,6.280
3,3:00,1,4,DEN 4,7,24,Andrew Luck pass complete short right to Reggie Wayne for -2 yards (tackle by Brandon Marshall),6.280,4.950
3,2:15,2,6,DEN 6,7,24,Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Chris Harris),4.950,4.040
3,2:08,3,6,DEN 6,7,24,Andrew Luck sacked by DeMarcus Ware for -1 yards,4.040,2.970
3,1:34,4,7,DEN 7,10,24,Adam Vinatieri 25 yard field goal good,2.970,3.000
3,1:34,,,IND 35,10,24,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,1:31,1,10,DEN 20,10,24,Montee Ball up the middle for 5 yards (tackle by LaRon Landry),0.280,0.410
3,1:02,2,5,DEN 25,10,24,Peyton Manning pass complete short left to Virgil Green for 8 yards (tackle by LaRon Landry),0.410,1.140
3,0:32,1,10,DEN 33,10,24,"Peyton Manning pass incomplete deep right intended for Demaryius Thomas. Penalty on Greg Toler: Defensive Holding, 5 yards (no play)",1.140,1.470
3,0:27,1,10,DEN 38,10,24,Peyton Manning pass incomplete deep left intended for Emmanuel Sanders,1.470,0.920
3,0:21,2,10,DEN 38,10,24,Montee Ball right guard for 7 yards (tackle by Mike Adams and Jerrell Freeman),0.920,1.160
Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,DEN 45,10,24,Peyton Manning pass incomplete short left intended for Demaryius Thomas (defended by Darius Butler),1.160,-0.390
4,14:57,4,3,DEN 45,10,24,"Britton Colquitt punts 47 yards, returned by Griff Whalen for 2 yards (tackle by Brandon Marshall)",-0.390,0.380
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
4,14:42,1,10,IND 10,10,24,"Trent Richardson up the middle for 5 yards (tackle by T.J. Ward). Penalty on Jack Mewhort: Offensive Holding, 5 yards (no play)",-0.380,-0.570
4,14:27,1,15,IND 5,10,24,Andrew Luck pass incomplete short left intended for T.Y. Hilton,-0.570,-1.150
4,14:23,2,15,IND 5,10,24,Trent Richardson up the middle for 2 yards (tackle by Terrance Knighton and Brandon Marshall),-1.150,-1.770
4,13:41,3,13,IND 7,10,24,Andrew Luck pass incomplete deep right intended for T.Y. Hilton (defended by Aqib Talib),-1.770,-2.490
4,13:36,4,13,IND 7,10,24,"Pat McAfee punts 45 yards, returned by Isaiah Burse for 4 yards (tackle by Andy Studebaker)",-2.490,-2.390
4,13:25,1,10,IND 48,10,24,Peyton Manning pass complete short left to Emmanuel Sanders for 9 yards (tackle by Arthur Jones),2.390,3.060
4,13:03,2,1,IND 39,10,24,Montee Ball up the middle for 3 yards (tackle by D'Qwell Jackson),3.060,3.180
4,12:33,1,10,IND 36,10,24,Montee Ball right tackle for 1 yard (tackle by Bjoern Werner),3.180,2.770
4,11:47,2,9,IND 35,10,24,"Peyton Manning pass complete short left to Julius Thomas for 10 yards (tackle by Jerrell Freeman). Julius Thomas fumbles (forced by Jerrell Freeman), recovered by Andre Caldwell at IND-19",2.770,4.310
4,10:57,1,10,IND 19,10,24,"Montee Ball right end for 4 yards (tackle by Erik Walden). Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",4.310,4.310
4,10:26,1,10,IND 19,10,24,Timeout #1 by Denver Broncos,4.310,3.640
4,10:26,1,20,IND 29,10,24,Peyton Manning pass complete short right to Demaryius Thomas for 26 yards (tackle by LaRon Landry),3.640,6.510
4,10:02,1,3,IND 3,10,30,"Montee Ball up the middle for 3 yards, touchdown",6.510,7.000
4,10:02,,,IND 2,10,31,Brandon McManus kicks extra point good,0.000,0.000
4,10:02,,,DEN 35,10,31,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,9:54,1,10,IND 20,10,31,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,0.280,-0.270
4,9:48,2,10,IND 20,10,31,Andrew Luck pass complete short right to Donte Moncrief for 9 yards (tackle by Chris Harris),-0.270,0.230
4,9:16,3,1,IND 29,10,31,Andrew Luck pass incomplete short right intended for Reggie Wayne (defended by Bradley Roby),0.230,-1.440
4,9:10,4,1,IND 29,10,31,Andrew Luck pass complete short right to Ahmad Bradshaw for 22 yards (tackle by Rahim Moore),-1.440,2.320
4,8:31,1,10,DEN 49,10,31,Andrew Luck pass complete short right to T.Y. Hilton for 8 yards (tackle by Aqib Talib),2.320,2.860
4,8:02,2,2,DEN 41,10,31,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,2.860,2.150
4,7:57,3,2,DEN 41,16,31,"Andrew Luck pass complete short right to Dwayne Allen for 41 yards, touchdown",2.150,7.000
4,7:57,,,DEN 2,17,31,Adam Vinatieri kicks extra point good,0.000,0.000
4,7:57,,,IND 35,17,31,"Pat McAfee kicks onside 8 yards, recovered by Andy Studebaker",0.000,1.800
4,7:45,1,10,IND 43,17,31,"Penalty on Hakeem Nicks: False Start, 5 yards (no play)",1.800,1.470
4,7:45,1,15,IND 38,17,31,Andrew Luck pass complete short middle to Reggie Wayne for 6 yards (tackle by Nate Irving),1.470,1.390
4,7:22,2,9,IND 44,17,31,Andrew Luck pass incomplete short right intended for Coby Fleener (defended by Brandon Marshall),1.390,0.690
4,7:18,3,9,IND 44,17,31,Andrew Luck pass complete short left to Hakeem Nicks for 3 yards (tackle by T.J. Ward),0.690,-0.260
4,6:30,4,6,IND 47,17,31,Andrew Luck pass complete short middle to T.Y. Hilton for 9 yards (tackle by Quinton Carter),-0.260,2.650
4,6:04,1,10,DEN 44,17,31,Andrew Luck pass complete short left to Ahmad Bradshaw for 12 yards (tackle by Tony Carter),2.650,3.450
4,5:36,1,10,DEN 32,17,31,Andrew Luck pass incomplete short right intended for Coby Fleener (defended by Tony Carter),3.450,2.900
4,5:32,2,10,DEN 32,17,31,Andrew Luck pass incomplete deep middle intended for Coby Fleener is intercepted by Rahim Moore at DEN-11 and returned for 2 yards,2.900,0.320
4,5:25,1,10,DEN 13,17,31,Montee Ball up the middle for 1 yard (tackle by Bjoern Werner),-0.320,-0.680
4,4:43,2,9,DEN 14,17,31,Montee Ball up the middle for 3 yards (tackle by Josh McNary),-0.680,-0.680
4,4:36,2,9,DEN 14,17,31,Timeout #1 by Indianapolis Colts,-0.680,-0.940
4,4:36,3,6,DEN 17,17,31,Peyton Manning sacked by Erik Walden for -10 yards,-0.940,-0.940
4,4:27,3,6,DEN 17,17,31,Timeout #2 by Indianapolis Colts,-0.940,-2.490
4,4:27,4,16,DEN 7,17,31,"Britton Colquitt punts 42 yards, returned by Griff Whalen for 4 yards (tackle by Lamin Barrow)",-2.490,-2.590
4,4:15,1,10,DEN 45,17,31,Andrew Luck pass complete short right to Reggie Wayne for 19 yards (tackle by Bradley Roby). Penalty on Tony Carter: Illegal Contact (Declined),2.590,3.840
4,4:07,1,10,DEN 26,17,31,Andrew Luck pass complete short middle to Trent Richardson for 16 yards (tackle by Bradley Roby),3.840,4.910
4,3:59,1,10,DEN 10,17,31,Andrew Luck up the middle for 1 yard (tackle by Derek Wolfe and Sylvester Williams),4.910,4.380
4,3:36,2,9,DEN 9,17,31,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Aqib Talib),4.380,3.360
4,3:32,3,9,DEN 9,23,31,"Andrew Luck pass complete short middle to Hakeem Nicks for 9 yards, touchdown",3.360,7.000
4,3:32,,,DEN 2,24,31,Adam Vinatieri kicks extra point good,0.000,0.000
4,3:32,,,IND 35,24,31,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,3:26,1,10,DEN 20,24,31,Montee Ball left tackle for no gain (tackle by Arthur Jones),0.280,0.280
4,3:20,1,10,DEN 20,24,31,Timeout #3 by Indianapolis Colts,0.280,-0.270
4,3:20,2,10,DEN 20,24,31,Peyton Manning pass incomplete short right intended for Emmanuel Sanders,-0.270,-0.960
4,3:15,3,10,DEN 20,24,31,Peyton Manning pass incomplete deep left intended for Andre Caldwell,-0.960,-2.030
4,3:10,4,10,DEN 20,24,31,"Britton Colquitt punts 42 yards, returned by Griff Whalen for -2 yards (tackle by Jacob Tamme)",-2.030,-1.330
4,2:58,1,10,IND 36,24,31,Andrew Luck pass complete short left to Hakeem Nicks for 9 yards (tackle by Tony Carter),1.330,2.010
4,2:37,2,1,IND 45,24,31,Andrew Luck pass complete short right to Coby Fleener for 12 yards (tackle by Brandon Marshall),2.010,2.720
4,2:10,1,10,DEN 43,24,31,Andrew Luck pass incomplete short right intended for Ahmad Bradshaw,2.720,2.180
4,2:09,2,10,DEN 43,24,31,Andrew Luck pass incomplete deep left intended for Reggie Wayne (defended by Bradley Roby),2.180,1.490
4,2:03,3,10,DEN 43,24,31,"Penalty on Gosder Cherilus: False Start, 5 yards (no play)",1.490,0.830
4,2:03,3,15,DEN 48,24,31,Andrew Luck pass complete short left to T.Y. Hilton for 9 yards (tackle by Quinton Carter),0.830,0.660
4,1:57,4,6,DEN 39,24,31,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by Bradley Roby),0.660,-1.530
4,1:51,1,10,DEN 39,24,31,Peyton Manning kneels for -1 yards,1.530,0.850
4,1:13,2,11,DEN 38,24,31,Peyton Manning kneels for no gain,0.850,0.170
4,0:40,3,11,DEN 38,24,31,Peyton Manning kneels for -1 yards,0.170,-0.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
