Quarter,Time,Down,ToGo,Location,BUF,NYG,Detail,EPB,EPA
3,5:39,3,4,BUF 26,17,24,Ryan Fitzpatrick pass complete short right to David Nelson for 9 yards (tackle by Antrel Rolle),-0.160,1.270
3,5:04,1,10,BUF 35,17,24,Fred Jackson left tackle for 6 yards (tackle by Michael Boley and Antrel Rolle),1.270,1.530
3,4:22,2,4,BUF 41,17,24,Ryan Fitzpatrick pass incomplete deep left intended for Steve Johnson is intercepted by Corey Webster at NYG-27 and returned for 25 yards (tackle by Andy Levitre),1.530,-2.390
3,4:09,1,10,BUF 48,17,24,Eli Manning pass complete short middle to Victor Cruz for 6 yards (tackle by George Wilson),2.390,2.660
3,3:37,2,4,BUF 42,17,24,DJ Ware left tackle for 2 yards (tackle by Danny Batten and George Wilson),2.660,2.210
3,2:54,3,2,BUF 40,17,24,DJ Ware left end for 3 yards (tackle by Nick Barnett and Bryan Scott),2.210,3.120
3,2:14,1,10,BUF 37,17,24,Eli Manning pass incomplete deep middle intended for Mario Manningham (defended by Terrence McGee),3.120,2.570
,,,,,,,"NYG challenged the incomplete pass ruling, and the play was upheld.",,
3,2:01,2,10,BUF 37,17,24,Eli Manning pass incomplete,2.570,1.880
3,1:52,3,10,BUF 37,17,24,DJ Ware left tackle for 5 yards (tackle by Dwan Edwards),1.880,1.260
3,1:10,4,5,BUF 32,17,24,"Lawrence Tynes 50 yard field goal no good, blocked by Alex Carrington",1.260,-1.600
3,0:59,1,10,BUF 40,17,24,Ryan Fitzpatrick sacked by Osi Umenyiora for -10 yards,1.600,-0.300
3,0:28,2,20,BUF 30,17,24,Ryan Fitzpatrick pass complete short middle to Fred Jackson for 19 yards (tackle by Kenny Phillips and Antrel Rolle),-0.300,1.550
Quarter,Time,Down,ToGo,Location,BUF,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,BUF 49,17,24,Brad Smith left tackle for no gain (tackle by Mathias Kiwanuka),1.550,-0.130
4,14:26,4,1,BUF 49,17,24,Ryan Fitzpatrick right guard for 3 yards (tackle by Dave Tollefson),-0.130,2.390
4,13:47,1,10,NYG 48,17,24,Fred Jackson left guard for 3 yards (tackle by Rocky Bernard),2.390,2.250
4,13:06,2,7,NYG 45,17,24,Ryan Fitzpatrick pass complete short right to C.J. Spiller for 9 yards (tackle by Antrel Rolle),2.250,3.180
4,12:32,1,10,NYG 36,17,24,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 6 yards (tackle by Corey Webster),3.180,3.450
4,11:52,2,4,NYG 30,17,24,Fred Jackson left tackle for no gain (tackle by Jason Pierre-Paul and Rocky Bernard),3.450,2.740
4,11:17,3,4,NYG 30,17,24,"Penalty on Jason Pierre-Paul: Encroachment, 5 yards (no play)",2.740,3.910
4,11:05,1,10,NYG 25,17,24,Ryan Fitzpatrick pass complete short left to Steve Johnson for 9 yards (tackle by Corey Webster),3.910,4.750
4,10:27,2,1,NYG 16,17,24,Fred Jackson left guard for 3 yards (tackle by Kenny Phillips and Mathias Kiwanuka),4.750,4.710
4,9:50,1,10,NYG 13,17,24,Ryan Fitzpatrick left end for 4 yards (tackle by Michael Boley),4.710,4.770
4,9:06,2,6,NYG 9,23,24,"Ryan Fitzpatrick pass complete short left to Steve Johnson for 9 yards, touchdown",4.770,7.000
4,,,,NYG 2,24,24,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 35,24,24,"Rian Lindell kicks off 68 yards, muffed by Devin Thomas, recovered by Devin Thomas at NYG-3, and returned for 20 yards",0.000,0.480
4,8:52,1,10,NYG 23,24,24,"Ahmad Bradshaw left end for 1 yard (tackle by Drayton Florence). Penalty on Bear Pascoe: Offensive Holding, 10 yards (no play)",0.480,-0.590
4,8:40,1,20,NYG 13,24,24,Ahmad Bradshaw right end for 3 yards (tackle by Bryan Scott and Spencer Johnson),-0.590,-1.150
4,8:05,2,17,NYG 16,24,24,Eli Manning pass incomplete short left intended for Victor Cruz,-1.150,-1.960
4,7:53,3,17,NYG 16,24,24,Eli Manning pass complete short middle to Ahmad Bradshaw for 9 yards (tackle by Terrence McGee),-1.960,-1.700
4,7:22,4,8,NYG 25,24,24,"Steve Weatherford punts 50 yards, returned by C.J. Spiller for 13 yards (tackle by Mathias Kiwanuka). Penalty on Greg Jones: Ineligible Downfield Kick (Offsetting), Penalty on Jairus Byrd: Illegal Block Above the Waist (Offsetting) (no play)",-1.700,-1.700
4,7:01,4,8,NYG 25,24,24,"Steve Weatherford punts 56 yards, returned by C.J. Spiller for 7 yards (tackle by Michael Coe)",-1.700,-0.670
4,6:49,1,10,BUF 26,24,24,Ryan Fitzpatrick pass complete short middle to Fred Jackson for 4 yards (tackle by Deon Grant),0.670,0.670
4,6:15,2,6,BUF 30,24,24,Brad Smith right end for 4 yards (tackle by Michael Boley),0.670,0.500
4,5:42,3,2,BUF 34,24,24,Ryan Fitzpatrick pass complete short left to David Nelson for 7 yards (tackle by Aaron Ross),0.500,1.660
4,5:04,1,10,BUF 41,24,24,Ryan Fitzpatrick pass complete short middle to David Nelson for 32 yards (tackle by Kenny Phillips),1.660,3.780
4,4:10,1,10,NYG 27,24,24,"Ryan Fitzpatrick pass incomplete deep left intended for Steve Johnson is intercepted by Corey Webster at NYG-4. Penalty on Steve Johnson: Face Mask (15 Yards), 15 yards",3.780,-0.150
4,4:02,1,10,NYG 19,24,24,Ahmad Bradshaw right guard for 11 yards (tackle by George Wilson),0.150,0.940
4,3:36,1,10,NYG 30,24,24,Eli Manning pass complete short right to Bear Pascoe for 3 yards (tackle by Nick Barnett),0.940,0.800
4,3:24,2,7,NYG 33,24,24,Ahmad Bradshaw left end for 30 yards (tackle by Danny Batten),0.800,3.120
4,3:15,1,10,BUF 37,24,24,"Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Drayton Florence). Penalty on Drayton Florence: Defensive Pass Interference, 11 yards (no play)",3.120,3.840
4,3:08,1,10,BUF 26,24,24,DJ Ware left tackle for 5 yards (tackle by Nick Barnett),3.840,3.970
4,2:30,2,5,BUF 21,24,24,Ahmad Bradshaw right guard for 4 yards (tackle by Jairus Byrd and Dwan Edwards),3.970,3.950
4,2:00,3,1,BUF 17,24,24,"Penalty on Stacy Andrews: False Start, 5 yards (no play)",3.950,3.140
4,2:00,3,6,BUF 22,24,24,"Eli Manning pass incomplete deep left intended for Hakeem Nicks (defended by Drayton Florence). Penalty on Drayton Florence: Defensive Pass Interference, 15 yards (no play)",3.140,5.600
4,1:56,1,7,BUF 7,24,24,Ahmad Bradshaw right tackle for 6 yards (tackle by Terrence McGee and George Wilson),5.600,5.910
4,1:45,,,,24,24,Timeout #1 by Buffalo Bills,0.000,5.910
4,1:45,2,1,BUF 1,24,24,Ahmad Bradshaw right guard for -4 yards (tackle by Marcell Dareus and Nick Barnett),5.910,4.260
4,1:40,,,,24,24,Timeout #2 by Buffalo Bills,0.000,4.260
4,1:40,3,5,BUF 5,24,24,Eli Manning pass incomplete short middle intended for Mario Manningham (defended by Leodis McKelvin),4.260,3.010
4,1:35,4,5,BUF 5,24,27,Lawrence Tynes 23 yard field goal good,3.010,3.000
4,,,,NYG 35,24,27,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
4,1:32,1,10,BUF 20,24,27,"Penalty on Erik Pears: False Start, 5 yards (no play)",0.280,-0.310
4,1:32,1,15,BUF 15,24,27,Ryan Fitzpatrick pass incomplete short right intended for David Nelson (defended by Aaron Ross),-0.310,-1.070
4,1:27,2,15,BUF 15,24,27,Ryan Fitzpatrick pass complete short right to Fred Jackson for 10 yards (tackle by Mathias Kiwanuka),-1.070,-0.300
4,1:09,3,5,BUF 25,24,27,Ryan Fitzpatrick pass incomplete short left intended for Naaman Roosevelt,-0.300,-1.700
4,1:03,4,5,BUF 25,24,27,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson (defended by Jason Pierre-Paul),-1.700,-3.910
4,0:59,1,10,BUF 25,24,27,"Eli Manning kneels for no gain. Penalty on BUF: Defensive 12 On-field, 5 yards (no play)",3.910,4.640
4,0:44,1,5,BUF 20,24,27,Eli Manning kneels for no gain,4.640,4.040
4,0:18,2,5,BUF 20,24,27,Eli Manning kneels for -1 yards,4.040,3.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
