Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
2,12:22,1,10,ATL 27,0,14,"Matt Ryan pass complete short middle to Michael Turner for no gain. Penalty on Moise Fokou: Illegal Contact, 5 yards (no play)",0.740,1.070
2,11:58,1,10,ATL 32,0,14,Matt Ryan pass incomplete short right intended for Michael Turner,1.070,0.530
2,11:53,2,10,ATL 32,0,14,Matt Ryan pass complete short right to Michael Jenkins for 4 yards (tackle by Asante Samuel and Joselio Hanson),0.530,0.370
2,11:16,3,6,ATL 36,0,14,Matt Ryan sacked by Trent Cole for -5 yards,0.370,-1.310
2,10:47,4,11,ATL 31,0,14,"Michael Koenen punts 47 yards, returned by Jorrick Calvin for 44 yards (tackle by Mike Peterson)",-1.310,-3.310
2,10:33,1,10,ATL 34,0,14,Kevin Kolb pass complete short left to Jeremy Maclin for 12 yards (tackle by Chris Owens),3.310,4.110
2,9:55,1,10,ATL 22,0,14,Kevin Kolb pass complete short middle to Jason Avant for 8 yards (tackle by Stephen Nicholas),4.110,4.850
2,9:24,2,2,ATL 14,0,14,LeSean McCoy middle for 1 yard (tackle by Stephen Nicholas),4.850,4.390
2,8:57,3,1,ATL 13,0,14,Kevin Kolb middle for 2 yards (tackle by Curtis Lofton),4.390,4.840
2,8:23,1,10,ATL 11,0,14,Kevin Kolb pass complete short right to Brent Celek for 3 yards (tackle by Brian Williams and Brent Grimes),4.840,4.700
2,7:44,2,7,ATL 8,0,14,Kevin Kolb pass incomplete short middle intended for Chad Hall (defended by Jonathan Babineaux),4.700,3.760
2,7:40,3,7,ATL 8,0,20,"Kevin Kolb pass complete short right to Jeremy Maclin for 8 yards, touchdown",3.760,7.000
2,,,,ATL 2,0,21,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,0,21,"David Akers kicks off 65 yards, returned by Eric Weems for 21 yards (tackle by Kurt Coleman)",0.000,0.670
2,7:29,1,10,ATL 26,0,21,Michael Turner right end for 4 yards (tackle by Brandon Graham and Stewart Bradley),0.670,0.670
2,6:54,2,6,ATL 30,0,21,Michael Turner right guard for 4 yards (tackle by Nate Allen),0.670,0.500
2,6:20,3,2,ATL 34,0,21,Matt Ryan pass complete short middle to Roddy White for 18 yards (tackle by Darryl Tapp),0.500,2.390
2,5:48,1,10,PHI 48,0,21,Matt Ryan pass incomplete deep left intended for Roddy White,2.390,1.850
2,5:42,2,10,PHI 48,0,21,Matt Ryan pass incomplete deep left intended for Michael Jenkins,1.850,1.160
2,5:37,,,,0,21,Timeout #1 by Philadelphia Eagles,0.000,1.160
2,5:37,3,10,PHI 48,0,21,Matt Ryan pass complete short right to Roddy White for 12 yards (tackle by Asante Samuel),1.160,3.180
2,5:03,1,10,PHI 36,0,21,Michael Turner left end for 4 yards (tackle by Antonio Dixon),3.180,3.180
2,4:21,2,6,PHI 32,0,21,Michael Turner left end for 6 yards (tackle by Stewart Bradley),3.180,3.840
2,3:41,1,10,PHI 26,0,21,Matt Ryan pass incomplete short left intended for Tony Gonzalez,3.840,3.300
2,3:36,2,10,PHI 26,0,21,Matt Ryan pass complete short left to Michael Turner for 4 yards (tackle by Moise Fokou),3.300,3.140
2,3:10,3,6,PHI 22,0,21,Matt Ryan pass incomplete short right intended for Tony Gonzalez is intercepted by Asante Samuel at PHI-8 and returned for 10 yards,3.140,-0.040
2,2:58,1,10,PHI 18,0,21,LeSean McCoy middle for 2 yards (tackle by Stephen Nicholas),0.040,-0.130
2,2:27,2,8,PHI 20,0,21,Kevin Kolb pass complete short left to Jeremy Maclin for 10 yards (tackle by Chris Owens),-0.130,0.940
2,2:00,1,10,PHI 30,0,21,Kevin Kolb pass complete short middle to Jason Avant for 3 yards (tackle by Curtis Lofton),0.940,0.800
2,1:52,,,,0,21,Timeout #1 by Atlanta Falcons,0.000,0.800
2,1:52,2,7,PHI 33,0,21,LeSean McCoy middle for 4 yards (tackle by Brent Grimes),0.800,0.630
2,1:47,,,,0,21,Timeout #2 by Atlanta Falcons,0.000,0.630
2,1:47,3,3,PHI 37,0,21,Kevin Kolb pass complete short right to LeSean McCoy for 8 yards (tackle by Corey Peters),0.630,1.930
2,1:18,1,10,PHI 45,0,21,Kevin Kolb pass complete short right to LeSean McCoy for -3 yards (tackle by John Abraham),1.930,0.980
2,1:11,,,,0,21,Timeout #2 by Philadelphia Eagles,0.000,0.980
2,1:11,2,13,PHI 42,0,21,Kevin Kolb pass complete deep right to Jason Avant for 21 yards (tackle by Thomas DeCoud),0.980,3.120
2,1:04,1,10,ATL 37,0,21,"Kevin Kolb pass incomplete deep right intended for Brent Celek is intercepted by William Moore at ATL-20 and returned for 34 yards. Penalty on Kevin Kolb: Horse Collar Tackle, 15 yards",3.120,-3.510
2,0:52,1,10,PHI 31,0,21,Matt Ryan pass complete deep middle to Harry Douglas for 18 yards (tackle by Joselio Hanson),3.510,4.710
2,0:31,1,10,PHI 13,0,21,Matt Ryan pass complete short left to Harry Douglas for 4 yards (tackle by Joselio Hanson),4.710,4.770
2,0:26,,,,0,21,Timeout #3 by Atlanta Falcons,0.000,4.770
2,0:26,2,6,PHI 9,0,21,"Matt Ryan pass incomplete short left intended for Harry Douglas. Penalty on Joselio Hanson: Defensive Pass Interfere, 8 yards (no play)",4.770,6.970
2,0:22,1,1,PHI 1,0,21,Matt Ryan pass incomplete short right intended for Tony Gonzalez,6.970,5.910
2,0:17,2,1,PHI 1,6,21,"Matt Ryan pass complete short left to Tony Gonzalez for 1 yard, touchdown",5.910,7.000
2,,,,PHI 2,7,21,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 30,7,21,"Michael Koenen kicks off 65 yards, returned by Jorrick Calvin for 1 yard (tackle by Eric Weems)",0.000,-0.380
2,0:09,1,10,PHI 6,7,21,Kevin Kolb kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,7,21,"Michael Koenen kicks off 52 yards, returned by Owen Schmitt for 18 yards (tackle by Shann Schillinger)",0.000,1.330
3,14:54,1,10,PHI 36,7,21,Kevin Kolb pass complete short right to Chad Hall for 5 yards (tackle by Brent Grimes),1.330,1.470
3,14:21,2,5,PHI 41,7,21,LeSean McCoy right tackle for -3 yards (tackle by Kroy Biermann and Curtis Lofton),1.470,0.370
3,13:41,3,8,PHI 38,7,21,Kevin Kolb pass incomplete short right intended for Chad Hall (defended by Brent Grimes),0.370,-0.850
3,13:36,4,8,PHI 38,7,21,"Saverio Rocca punts 53 yards, returned by Eric Weems for 18 yards (tackle by Jon Dorenbos)",-0.850,-0.740
3,13:25,1,10,ATL 27,7,21,Michael Turner right end for 2 yards (tackle by Moise Fokou and Juqua Parker),0.740,0.470
3,12:48,2,8,ATL 29,7,21,Matt Ryan pass incomplete deep left intended for Roddy White,0.470,-0.230
3,12:44,3,8,ATL 29,7,21,Matt Ryan pass complete short left to Michael Jenkins for 11 yards (tackle by Ellis Hobbs),-0.230,1.600
3,12:07,1,10,ATL 40,7,21,Matt Ryan pass complete deep middle to Michael Jenkins for 21 yards (tackle by Nate Allen and Stewart Bradley),1.600,2.980
3,11:28,1,10,PHI 39,7,21,Michael Turner right end for 9 yards (tackle by Nate Allen),2.980,3.660
3,10:53,2,1,PHI 30,7,21,Michael Turner middle for 3 yards (tackle by Stewart Bradley),3.660,3.780
3,10:18,1,10,PHI 27,7,21,Matt Ryan pass incomplete short right intended for Michael Jenkins (defended by Asante Samuel),3.780,3.230
3,10:13,2,10,PHI 27,7,21,Jason Snelling middle for 8 yards (tackle by Moise Fokou),3.230,3.640
3,9:33,3,2,PHI 19,7,21,Matt Ryan pass incomplete short left intended for Roddy White (defended by Joselio Hanson),3.640,2.310
3,9:29,4,2,PHI 19,7,21,Matt Ryan pass complete short left to Roddy White for 10 yards (tackle by Ellis Hobbs and Kurt Coleman),2.310,5.140
3,9:07,1,9,PHI 9,7,21,Michael Turner left guard for -4 yards (tackle by Trent Cole and Antonio Dixon),5.140,3.720
3,8:27,2,13,PHI 13,7,21,Matt Ryan pass complete short right to Ovie Mughelli for 2 yards (tackle by Asante Samuel),3.720,3.120
3,7:44,3,11,PHI 11,7,21,Matt Ryan pass complete short right to Jason Snelling for 3 yards (tackle by Darryl Tapp),3.120,2.950
3,7:03,4,8,PHI 8,10,21,Matt Bryant 26 yard field goal good,2.950,3.000
3,,,,ATL 30,10,21,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,6:58,1,10,PHI 20,10,21,LeSean McCoy middle for -3 yards (tackle by William Moore),0.280,-0.790
3,6:23,2,13,PHI 17,10,27,"Kevin Kolb pass complete deep left to Jeremy Maclin for 83 yards, touchdown",-0.790,7.000
3,,,,ATL 2,10,28,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,10,28,"David Akers kicks off 68 yards, returned by Eric Weems for 20 yards (tackle by Akeem Jordan)",0.000,0.410
3,6:05,1,10,ATL 22,10,28,Michael Turner for 3 yards,0.410,0.270
3,5:35,2,7,ATL 25,10,28,"Matt Ryan pass complete short right to Tony Gonzalez for 5 yards (tackle by Kurt Coleman). Penalty on Kurt Coleman: Unnecessary Roughness, 15 yards",0.270,1.930
3,5:24,1,10,ATL 45,10,28,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Quintin Mikell),1.930,1.380
3,5:20,2,10,ATL 45,10,28,Matt Ryan pass complete short left to Roddy White for 3 yards (tackle by Joselio Hanson),1.380,1.090
3,4:45,3,7,ATL 48,10,28,Matt Ryan pass incomplete short middle intended for Jason Snelling (defended by Stewart Bradley),1.090,-0.190
3,4:42,4,7,ATL 48,10,28,"Michael Koenen punts 41 yards, fair catch by Jorrick Calvin. Penalty on Dimitri Patterson: Offensive Holding, 5 yards",-0.190,0.380
3,4:34,1,10,PHI 6,10,28,LeSean McCoy right tackle for -3 yards (tackle by Stephen Nicholas),-0.380,-1.000
3,3:55,2,13,PHI 3,10,28,Kevin Kolb pass complete deep middle to Jason Avant for 21 yards (tackle by Brent Grimes),-1.000,0.540
3,3:13,1,10,PHI 24,10,28,LeSean McCoy right tackle for 6 yards (tackle by William Moore),0.540,0.810
3,2:36,2,4,PHI 30,10,28,LeSean McCoy middle for -1 yards (tackle by Kroy Biermann and Curtis Lofton),0.810,-0.030
3,1:53,3,5,PHI 29,10,28,Kevin Kolb pass complete short middle to Brent Celek for 14 yards (tackle by William Moore),-0.030,1.800
3,1:16,1,10,PHI 43,10,28,"LeSean McCoy middle for 7 yards (tackle by Jamaal Anderson). Penalty on William Moore: Unnecessary Roughness, 15 yards",1.800,3.250
3,0:47,1,10,ATL 35,10,28,Kevin Kolb pass incomplete short right intended for Brent Celek,3.250,2.700
3,0:43,2,10,ATL 35,10,28,LeSean McCoy right end for 1 yard (tackle by Jamaal Anderson and Corey Peters),2.700,2.150
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,ATL 34,10,28,LeSean McCoy right end for 5 yards (tackle by William Moore),2.150,1.560
4,14:16,4,4,ATL 29,10,28,David Akers 47 yard field goal no good,1.560,-1.400
4,14:11,1,10,ATL 37,10,28,Matt Ryan pass incomplete deep right intended for Roddy White,1.400,0.860
4,14:03,2,10,ATL 37,10,28,Matt Ryan pass incomplete short left intended for Roddy White (defended by Ellis Hobbs),0.860,0.170
4,13:59,3,10,ATL 37,10,28,Matt Ryan pass incomplete short right intended for Harry Douglas (defended by Trevor Laws),0.170,-0.910
4,13:55,4,10,ATL 37,10,28,Michael Koenen punts 33 yards,-0.910,-0.940
4,13:46,1,10,PHI 30,10,28,Kevin Kolb pass complete short right to LeSean McCoy for 3 yards (tackle by Stephen Nicholas),0.940,0.800
4,13:12,2,7,PHI 33,10,28,LeSean McCoy right end for 5 yards (tackle by Curtis Lofton),0.800,0.760
4,12:33,3,2,PHI 38,10,28,LeSean McCoy left end for 6 yards (tackle by Thomas DeCoud),0.760,1.860
4,11:49,1,10,PHI 44,10,28,Eldra Buckley middle for 13 yards (tackle by Chauncey Davis),1.860,2.720
4,11:05,1,10,ATL 43,10,28,Eldra Buckley right end for 6 yards (tackle by Brent Grimes),2.720,2.990
4,10:20,2,4,ATL 37,10,28,LeSean McCoy right tackle for 9 yards (tackle by Brent Grimes and Curtis Lofton),2.990,3.710
4,9:36,1,10,ATL 28,10,28,LeSean McCoy right end for no gain (tackle by Vance Walker),3.710,3.170
4,8:52,2,10,ATL 28,10,28,Eldra Buckley middle for 2 yards (tackle by Vance Walker and Mike Peterson),3.170,2.740
4,8:07,3,8,ATL 26,10,28,Kevin Kolb pass complete short right to Jeremy Maclin for 7 yards (tackle by Brent Grimes),2.740,2.340
4,7:25,4,1,ATL 19,10,28,David Akers 37 yard field goal no good,2.340,-0.740
4,7:21,1,10,ATL 27,10,28,Matt Ryan pass complete short right to Roddy White for 15 yards,0.740,1.730
4,7:02,1,10,ATL 42,10,28,Matt Ryan pass complete deep left to Michael Jenkins for 21 yards,1.730,3.120
4,6:48,1,10,PHI 37,10,28,Jason Snelling middle for 9 yards (tackle by Quintin Mikell),3.120,3.790
4,6:28,2,1,PHI 28,10,28,Matt Ryan pass incomplete deep left intended for Michael Jenkins (defended by Dimitri Patterson),3.790,3.070
4,6:22,3,1,PHI 28,10,28,Matt Ryan pass complete short left to Harry Douglas for 5 yards (tackle by Ellis Hobbs),3.070,4.040
4,6:01,1,10,PHI 23,10,28,Matt Ryan pass complete short left to Harry Douglas for 5 yards,4.040,4.210
4,5:49,2,5,PHI 18,10,28,"Matt Ryan pass incomplete short right intended for Michael Jenkins. Penalty on Asante Samuel: Defensive Holding, 5 yards (no play)",4.210,4.710
4,5:45,1,10,PHI 13,16,28,"Matt Ryan pass complete short middle to Tony Gonzalez for 13 yards, touchdown",4.710,7.000
4,,,,PHI 2,17,28,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 30,17,28,Michael Koenen kicks onside 14 yards,0.000,2.650
4,5:39,1,10,ATL 44,17,28,Eldra Buckley middle for no gain (tackle by Chauncey Davis),2.650,2.110
4,5:33,,,,17,28,Timeout #1 by Atlanta Falcons,0.000,2.110
4,5:33,2,10,ATL 44,17,28,Eldra Buckley right end for 3 yards (tackle by Curtis Lofton),2.110,1.820
4,5:29,,,,17,28,Timeout #2 by Atlanta Falcons,0.000,1.820
4,5:29,3,7,ATL 41,17,28,Kevin Kolb pass complete short right to Brent Celek for 24 yards (tackle by Mike Peterson),1.820,4.440
4,4:41,1,10,ATL 17,17,28,Eldra Buckley right end for no gain (tackle by Jonathan Babineaux),4.440,3.850
4,4:35,,,,17,28,Timeout #3 by Atlanta Falcons,0.000,3.850
4,4:35,2,10,ATL 17,17,28,Eldra Buckley left end for 2 yards (tackle by Kroy Biermann),3.850,3.340
4,3:52,3,8,ATL 15,17,28,Eldra Buckley right guard for 3 yards (tackle by Corey Peters),3.340,2.680
4,3:05,,,,17,28,Timeout #1 by Philadelphia Eagles,0.000,2.680
4,3:05,4,5,ATL 12,17,31,David Akers 30 yard field goal good,2.680,3.000
4,,,,PHI 30,17,31,"David Akers kicks off 70 yards, touchback",0.000,0.280
4,3:01,1,10,ATL 20,17,31,Matt Ryan pass complete deep right to Roddy White for 25 yards,0.280,1.930
4,2:54,1,10,ATL 45,17,31,Matt Ryan pass incomplete deep left intended for Michael Jenkins,1.930,1.380
4,2:50,2,10,ATL 45,17,31,"Matt Ryan sacked by Trent Cole for -9 yards. Matt Ryan fumbles (forced by Trent Cole), recovered by Darryl Tapp at ATL-46 (tackle by Todd McClure)",1.380,-2.520
4,2:44,1,10,ATL 46,17,31,Eldra Buckley right end for 2 yards (tackle by Curtis Lofton),2.520,2.250
4,2:00,2,8,ATL 44,17,31,Eldra Buckley left end for 3 yards (tackle by Brent Grimes),2.250,1.950
4,1:15,3,5,ATL 41,17,31,Eldra Buckley left end for 4 yards (tackle by Curtis Lofton),1.950,0.790
4,0:28,,,,17,31,Timeout #2 by Philadelphia Eagles,0.000,0.790
4,0:28,4,1,ATL 37,17,31,Eldra Buckley middle for 2 yards (tackle by Stephen Nicholas),0.790,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
