Quarter,Time,Down,ToGo,Location,NYJ,SEA,Detail,EPB,EPA
1,2:19,1,10,SEA 25,3,10,Geno Smith pass incomplete deep left intended for D.K. Metcalf,0.610,0.060
1,2:13,2,10,SEA 25,3,10,Geno Smith pass complete short middle to Tyler Lockett for 7 yards (tackle by C.J. Mosley),0.060,0.300
1,1:29,3,3,SEA 32,3,10,"Penalty on Bryce Huff: Defensive Offside, 5 yards (accepted) (no play)",0.300,1.400
1,1:21,1,10,SEA 37,3,10,Geno Smith pass complete short right to Tyler Lockett for 8 yards (tackle by Michael Carter),1.400,1.940
1,0:54,2,2,SEA 45,3,10,DeeJay Dallas right guard for 7 yards (tackle by Jordan Whitehead),1.940,2.390
1,0:10,1,10,NYJ 48,3,10,Geno Smith pass complete short middle to DeeJay Dallas for 41 yards (tackle by Tony Adams),2.390,5.600
Quarter,Time,Down,ToGo,Location,NYJ,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,7,NYJ 7,3,10,Kenneth Walker right tackle for no gain (tackle by John Franklin-Myers and Jordan Whitehead),5.600,4.760
2,14:19,2,7,NYJ 7,3,16,"Geno Smith pass complete short right to Tyler Mabry for 7 yards, touchdown",4.760,7.000
2,14:15,,,NYJ 15,3,17,Jason Myers kicks extra point good,0.000,0.000
2,14:15,,,SEA 35,3,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,14:15,1,10,NYJ 25,3,17,"Penalty on SEA: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",0.610,1.340
2,14:15,1,5,NYJ 30,3,17,Mike White pass complete short middle to Braxton Berrios for 24 yards (tackle by Shelby Harris),1.340,2.520
2,13:36,1,10,SEA 46,3,17,Ty Johnson left tackle for 6 yards (tackle by Boye Mafe),2.520,2.790
2,13:02,2,4,SEA 40,3,17,Ty Johnson left tackle for 4 yards (tackle by Quinton Jefferson),2.790,3.180
2,12:27,1,10,SEA 36,3,17,Zonovan Knight left guard for no gain (tackle by Tariq Woolen and Boye Mafe),3.180,2.640
2,11:52,2,10,SEA 36,3,17,Mike White pass complete short left to Zonovan Knight for 13 yards (tackle by Coby Bryant),2.640,4.040
2,11:12,1,10,SEA 23,3,17,Zonovan Knight right tackle for 2 yards (tackle by Myles Adams),4.040,3.770
2,10:38,2,8,SEA 21,3,17,Mike White pass complete short right to Garrett Wilson for 8 yards (tackle by Michael Jackson),3.770,4.710
2,9:54,1,10,SEA 13,3,17,"Penalty on Duane Brown: False Start, 5 yards (accepted) (no play)",4.710,4.290
2,9:41,1,15,SEA 18,3,17,Mike White pass complete to Michael Carter for -1 yards (tackle by Quinton Jefferson and Michael Jackson),4.290,3.300
2,8:52,,,,,,Timeout #1 by New York Jets,,
2,8:52,2,16,SEA 19,3,17,Mike White pass incomplete deep right intended for Garrett Wilson,3.300,2.670
2,8:47,3,16,SEA 19,3,17,Mike White sacked by and Darrell Taylor for -7 yards and Quinton Jefferson for -7 yards,2.670,1.740
2,8:05,4,23,SEA 26,6,17,Greg Zuerlein 44 yard field goal good,1.740,3.000
2,8:00,,,NYJ 35,6,17,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,8:00,1,10,SEA 25,6,17,Geno Smith sacked by and Micheal Clemons for -2 yards and Solomon Thomas for -2 yards,0.610,-0.210
2,7:35,2,12,SEA 23,6,17,Kenneth Walker right guard for 3 yards (tackle by Sheldon Rankins and Solomon Thomas),-0.210,-0.490
2,6:53,3,9,SEA 26,6,17,Geno Smith sacked by John Franklin-Myers for -12 yards,-0.490,-2.470
2,6:04,4,21,SEA 14,6,17,"Michael Dickson punts 47 yards, returned by Braxton Berrios for 5 yards (tackle by Tanner Muse and Jon Rhattigan)",-2.470,-1.860
2,5:53,1,10,NYJ 44,6,17,Mike White pass complete short right to C.J. Uzomah for 12 yards (tackle by Jordyn Brooks),1.860,2.650
2,5:14,1,10,SEA 44,6,17,Mike White pass incomplete short right,2.650,2.110
2,5:11,2,10,SEA 44,6,17,Zonovan Knight right guard for 6 yards (tackle by Cody Barton),2.110,2.210
2,4:30,3,4,SEA 38,6,17,Ty Johnson left guard for no gain (tackle by Cody Barton and Shelby Harris),2.210,0.720
2,3:48,4,4,SEA 38,6,17,Mike White pass incomplete short middle intended for Garrett Wilson,0.720,-1.530
2,3:43,1,10,SEA 39,6,17,Kenneth Walker right guard for 4 yards (tackle by Sheldon Rankins),1.530,1.600
2,3:09,2,5,SEA 43,6,17,Geno Smith pass complete short right to Kenneth Walker for 9 yards (tackle by Michael Carter),1.600,2.390
2,2:26,1,10,NYJ 48,6,17,Kenneth Walker right guard for 5 yards (tackle by Quinnen Williams and Nathan Shepherd),2.390,2.520
2,2:00,2,5,NYJ 43,6,17,Kenneth Walker left tackle for 1 yard (tackle by Solomon Thomas and C.J. Mosley),2.520,1.950
2,1:24,3,4,NYJ 42,6,17,Geno Smith left end for 11 yards (tackle by C.J. Mosley),1.950,3.510
2,1:16,1,10,NYJ 31,6,17,Geno Smith sacked by Carl Lawson for -9 yards,3.510,1.750
2,1:05,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:05,2,19,NYJ 40,6,17,Geno Smith pass incomplete short right intended for Cade Johnson (defended by Sauce Gardner),1.750,1.090
2,1:01,3,19,NYJ 40,6,17,Geno Smith pass incomplete short middle intended for Cade Johnson,1.090,0.590
2,0:59,4,20,NYJ 40,6,17,"Penalty on SEA: Delay of Game, 5 yards (accepted) (no play)",0.590,0.270
2,0:59,4,25,NYJ 45,6,17,Michael Dickson punts 44 yards downed by Dareke Young,0.270,0.380
2,0:47,1,10,NYJ 1,6,17,Mike White pass complete short left to Garrett Wilson for 5 yards (tackle by Tariq Woolen),-0.380,-0.420
2,0:41,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:41,2,5,NYJ 6,6,17,Mike White pass complete short left to Michael Carter for 4 yards (tackle by Tariq Woolen),-0.420,-0.370
2,0:35,3,1,NYJ 10,6,17,Michael Carter left guard for 2 yards (tackle by Tanner Muse and Tariq Woolen),-0.370,-0.350
2,0:31,,,,,,Timeout #2 by New York Jets,,
2,0:31,1,10,NYJ 12,6,17,Mike White pass complete short left to Tyler Conklin for 10 yards (tackle by Tariq Woolen and Cody Barton),-0.350,0.410
2,0:24,,,,,,Timeout #3 by New York Jets,,
2,0:24,1,10,NYJ 22,6,17,Mike White pass incomplete short left intended for Ty Johnson,0.410,-0.130
2,0:19,2,10,NYJ 22,6,17,"Mike White pass incomplete. Penalty on L.J. Collier: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",-0.130,0.740
2,0:14,1,10,NYJ 27,6,17,"Penalty on Uchenna Nwosu: Defensive Offside, 5 yards (accepted) (no play)",0.740,1.470
2,0:12,1,5,NYJ 32,6,17,Mike White pass complete short right to Tyler Conklin for 12 yards (tackle by Coby Bryant),1.470,1.860
2,0:06,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:06,1,10,NYJ 44,6,17,"Mike White sacked by Darrell Taylor for -10 yards. Mike White fumbles (forced by Darrell Taylor), recovered by Uchenna Nwosu at NYJ-34 and returned for 4 yards (tackle by Laurent Duvernay-Tardif)",1.860,0.000
Quarter,Time,Down,ToGo,Location,NYJ,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,6,17,"Jason Myers kicks off 63 yards, returned by Braxton Berrios for 26 yards (tackle by Xavier Crawford and Godwin Igwebuike)",0.000,0.810
3,14:54,1,10,NYJ 28,6,17,Ty Johnson left tackle for no gain (tackle by Shelby Harris),0.810,0.260
3,14:16,2,10,NYJ 28,6,17,Mike White pass incomplete short right intended for Ty Johnson,0.260,-0.430
3,14:09,3,10,NYJ 28,6,17,Mike White pass complete short middle to Tyler Conklin for 30 yards (tackle by Quandre Diggs),-0.430,2.790
3,13:26,1,10,SEA 42,6,17,Mike White pass complete short right to Zonovan Knight for 4 yards (tackle by Uchenna Nwosu),2.790,2.780
3,12:48,2,6,SEA 38,6,17,Zonovan Knight right end for -1 yards (tackle by Cody Barton and Uchenna Nwosu),2.780,1.950
3,12:11,3,7,SEA 39,6,17,Mike White pass incomplete short right intended for Corey Davis,1.950,0.660
3,12:05,4,7,SEA 39,6,17,Greg Zuerlein 57 yard field goal no good,0.660,-2.060
3,12:00,1,10,SEA 47,6,17,Kenneth Walker left guard for 5 yards (tackle by Carl Lawson and Kwon Alexander),2.060,2.190
3,11:19,2,5,NYJ 48,6,17,Kenneth Walker right guard for 3 yards (tackle by C.J. Mosley and Quincy Williams),2.190,1.880
3,10:46,3,2,NYJ 45,6,17,Kenneth Walker left guard for 4 yards (tackle by C.J. Mosley and Tony Adams),1.880,2.850
3,10:05,1,10,NYJ 41,6,17,Geno Smith scrambles up the middle for 1 yard (tackle by Carl Lawson),2.850,2.440
3,9:25,2,9,NYJ 40,6,17,Kenneth Walker right guard for 8 yards (tackle by Tony Adams),2.440,2.810
3,9:00,3,1,NYJ 32,6,17,Geno Smith for no gain (tackle by Nathan Shepherd),2.810,1.310
3,8:24,4,1,NYJ 32,6,17,Geno Smith up the middle for 3 yards (tackle by Micheal Clemons),1.310,3.640
3,7:51,1,10,NYJ 29,6,17,DeeJay Dallas right end for 3 yards (tackle by Solomon Thomas),3.640,3.510
3,7:09,2,7,NYJ 26,6,17,Geno Smith pass complete short right to Laquon Treadwell for 10 yards (tackle by Sauce Gardner),3.510,4.510
3,6:51,1,10,NYJ 16,6,17,Geno Smith pass incomplete short left intended for Colby Parkinson,4.510,3.900
3,6:46,2,10,NYJ 16,6,17,Geno Smith pass complete short right to D.K. Metcalf for 3 yards (tackle by Sauce Gardner),3.900,3.540
3,6:12,3,7,NYJ 13,6,17,Geno Smith pass incomplete short right intended for D.K. Metcalf,3.540,2.570
3,6:07,4,7,NYJ 13,6,20,Jason Myers 31 yard field goal good,2.570,3.000
3,6:03,,,SEA 35,6,20,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,6:03,1,10,NYJ 25,6,20,Mike White pass incomplete short middle intended for Garrett Wilson (defended by Tanner Muse),0.610,0.060
3,6:00,2,10,NYJ 25,6,20,Mike White pass incomplete short right intended for Garrett Wilson,0.060,-0.620
3,5:56,3,10,NYJ 25,6,20,Mike White pass incomplete short left intended for Ty Johnson,-0.620,-1.700
3,5:51,4,10,NYJ 25,6,20,Braden Mann punts 24 yards out of bounds,-1.700,-2.320
3,5:45,1,10,NYJ 49,6,20,Geno Smith pass complete short right to Colby Parkinson for 9 yards (tackle by C.J. Mosley),2.320,3.000
3,5:10,2,1,NYJ 40,6,20,Kenneth Walker right tackle for no gain (tackle by Kwon Alexander and Quincy Williams),3.000,2.280
3,4:40,3,1,NYJ 40,6,20,Kenneth Walker right tackle for no gain (tackle by Sheldon Rankins and Jermaine Johnson),2.280,0.590
3,3:50,4,1,NYJ 40,6,20,"Penalty on SEA: Delay of Game, 5 yards (accepted) (no play)",0.590,0.270
3,3:50,4,6,NYJ 45,6,20,"Michael Dickson punts 35 yards, returned by Braxton Berrios for 3 yards (tackle by Dareke Young)",0.270,0.320
3,3:31,1,10,NYJ 13,6,20,Zonovan Knight right guard for -3 yards (tackle by Uchenna Nwosu and Al Woods),-0.320,-1.000
3,2:50,2,13,NYJ 10,6,20,Mike White pass incomplete short left intended for Zonovan Knight,-1.000,-1.770
3,2:45,3,13,NYJ 10,6,20,Mike White pass complete short right to Tyler Conklin for 7 yards (tackle by Coby Bryant and Cody Barton),-1.770,-2.320
3,1:59,4,6,NYJ 17,6,20,"Braden Mann punts 59 yards, returned by DeeJay Dallas for 8 yards (tackle by Justin Hardee and Thomas Hennessy)",-2.320,-1.070
3,1:45,1,10,SEA 32,6,20,Geno Smith pass complete short right to Colby Parkinson for 4 yards (tackle by Sauce Gardner),1.070,1.070
3,1:09,2,6,SEA 36,6,20,DeeJay Dallas right guard for 7 yards (tackle by C.J. Mosley and Nathan Shepherd),1.070,1.800
3,0:24,1,10,SEA 43,6,20,Geno Smith pass incomplete deep right intended for Colby Parkinson,1.800,1.250
3,0:21,2,10,SEA 43,6,20,Geno Smith pass complete short middle to DeeJay Dallas for 9 yards (tackle by Sheldon Rankins and Quincy Williams),1.250,1.750
Quarter,Time,Down,ToGo,Location,NYJ,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NYJ 48,6,20,Geno Smith pass complete short right to Colby Parkinson for 4 yards (tackle by Quincy Williams),1.750,2.650
4,14:23,1,10,NYJ 44,6,20,DeeJay Dallas left guard for 17 yards (tackle by Micheal Clemons),2.650,3.780
4,13:53,1,10,NYJ 27,6,20,DeeJay Dallas right guard for 4 yards (tackle by Nathan Shepherd),3.780,3.770
4,13:17,2,6,NYJ 23,6,20,Geno Smith pass incomplete deep right intended for Noah Fant (defended by Sauce Gardner),3.770,3.070
4,13:09,3,6,NYJ 23,6,20,Geno Smith pass incomplete short right intended for DeeJay Dallas,3.070,1.950
4,13:04,4,6,NYJ 23,6,20,Jason Myers 41 yard field goal no good,1.950,-1.000
4,12:59,1,10,NYJ 31,6,20,Zonovan Knight left end for 3 yards (tackle by Johnathan Abram),1.000,0.870
4,12:23,2,7,NYJ 34,6,20,Mike White pass incomplete deep left intended for Corey Davis (defended by Johnathan Abram),0.870,0.170
4,12:15,3,7,NYJ 34,6,20,Mike White pass complete short right to Garrett Wilson for 5 yards (tackle by Tariq Woolen),0.170,-0.780
4,11:31,4,2,NYJ 39,6,20,"Braden Mann punts 47 yards, returned by DeeJay Dallas for no gain (tackle by Ashtyn Davis and Justin Hardee)",-0.780,0.280
4,11:19,1,10,SEA 14,6,20,Kenneth Walker right guard for no gain (tackle by Solomon Thomas),-0.280,-0.750
4,10:57,2,10,SEA 14,6,20,Geno Smith pass complete short right to Noah Fant for 11 yards (tackle by Hamsah Nasirildeen),-0.750,0.610
4,10:34,1,10,SEA 25,6,20,Geno Smith scrambles left end for 3 yards (tackle by Quincy Williams),0.610,0.470
4,9:53,2,7,SEA 28,6,20,Geno Smith pass incomplete short right,0.470,-0.230
4,9:45,3,7,SEA 28,6,20,Geno Smith pass incomplete deep right intended for D.K. Metcalf (defended by Sauce Gardner),-0.230,-1.500
4,9:39,4,7,SEA 28,6,20,Michael Dickson punts 43 yards out of bounds,-1.500,-0.870
4,9:32,1,10,NYJ 29,6,20,"Mike White pass deep right intended for Garrett Wilson is intercepted by Michael Jackson at NYJ-47 and returned for 22 yards. Michael Jackson fumbles (forced by Corey Davis), recovered by Tariq Woolen at NYJ-25 and returned for 1 yard (tackle by Connor McGovern)",0.870,-3.970
4,9:17,1,10,NYJ 24,6,20,Kenneth Walker right end for 3 yards (tackle by Michael Carter and Sauce Gardner),3.970,3.840
4,8:45,2,7,NYJ 21,6,20,Kenneth Walker left end for 3 yards (tackle by Tony Adams),3.840,3.570
4,8:14,3,4,NYJ 18,6,20,Geno Smith pass complete short middle to Laquon Treadwell for 5 yards (tackle by C.J. Mosley),3.570,4.710
4,7:48,1,10,NYJ 13,6,20,Kenneth Walker right guard for 2 yards (tackle by Quincy Williams),4.710,4.270
4,7:19,2,9,NYJ 11,6,20,"Geno Smith sacked by. Geno Smith fumbles, recovered by Geno Smith at NYJ-23 (tackle by Carl Lawson)",4.270,2.150
4,6:25,,,,,,Timeout #1 by Seattle Seahawks,,
4,6:25,3,20,NYJ 23,6,20,Kenneth Walker left guard for 10 yards (tackle by Tony Adams),2.150,2.570
4,5:45,4,10,NYJ 13,6,23,Jason Myers 31 yard field goal good,2.570,3.000
4,5:41,,,SEA 35,6,23,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,5:41,1,10,NYJ 25,6,23,Mike White pass complete short middle to Corey Davis for 15 yards (tackle by Michael Jackson),0.610,1.600
4,5:19,1,10,NYJ 40,6,23,Mike White pass incomplete short left intended for Garrett Wilson (defended by Darrell Taylor),1.600,1.050
4,5:14,2,10,NYJ 40,6,23,Mike White pass complete short right to Tyler Conklin for 4 yards (tackle by Tanner Muse),1.050,0.890
4,4:42,3,6,NYJ 44,6,23,Mike White sacked by Quinton Jefferson for -8 yards,0.890,-0.980
4,4:02,4,14,NYJ 36,6,23,Mike White pass incomplete short left intended for Ty Johnson,-0.980,-3.250
4,3:56,1,10,NYJ 35,6,23,DeeJay Dallas right tackle for 1 yard (tackle by Quinnen Williams),3.250,2.840
4,3:51,,,,,,Timeout #1 by New York Jets,,
4,3:51,2,9,NYJ 34,6,23,DeeJay Dallas right guard for 4 yards (tackle by Jamien Sherwood),2.840,2.680
4,3:45,,,,,,Timeout #2 by New York Jets,,
4,3:45,3,5,NYJ 30,6,23,Geno Smith pass complete short right to DeeJay Dallas for 5 yards (tackle by Jamien Sherwood),2.680,3.910
4,3:12,1,10,NYJ 25,6,23,Godwin Igwebuike left tackle for 4 yards (tackle by Jamien Sherwood),3.910,3.900
4,2:59,,,,,,Timeout #3 by New York Jets,,
4,2:59,2,6,NYJ 21,6,23,Godwin Igwebuike right end for -3 yards (tackle by Jamien Sherwood and Quincy Williams),3.900,2.810
4,2:24,3,9,NYJ 24,6,23,Godwin Igwebuike right tackle for 3 yards (tackle by Solomon Thomas),2.810,2.080
4,2:00,4,6,NYJ 21,6,23,Geno Smith pass complete short right to Godwin Igwebuike for 3 yards (tackle by Quincy Williams),2.080,-0.040
4,1:56,1,10,NYJ 18,6,23,Mike White pass complete short right to C.J. Uzomah for 8 yards (tackle by Michael Jackson),0.040,0.680
4,1:35,2,2,NYJ 26,6,23,Mike White pass incomplete deep middle intended for Garrett Wilson (defended by Tariq Woolen),0.680,-0.140
4,1:30,3,2,NYJ 26,6,23,Mike White pass complete short right to C.J. Uzomah for 4 yards (tackle by Teez Tabor),-0.140,0.940
4,1:13,1,10,NYJ 30,6,23,Mike White pass incomplete deep right intended for C.J. Uzomah,0.940,0.390
4,1:06,2,10,NYJ 30,6,23,Mike White pass complete short middle to Corey Davis for 14 yards (tackle by Teez Tabor),0.390,1.860
4,0:44,1,10,NYJ 44,6,23,Mike White pass incomplete short left intended for Michael Carter,1.860,1.320
4,0:40,2,10,NYJ 44,6,23,Mike White pass complete short right to Ty Johnson for 11 yards (tackle by Johnathan Abram),1.320,2.590
4,0:17,1,10,SEA 45,6,23,Mike White pass complete deep right to Corey Davis for 16 yards,2.590,3.640
4,0:12,1,10,SEA 29,6,23,Mike White pass incomplete deep left intended for Garrett Wilson,3.640,3.100
4,0:06,2,10,SEA 29,6,23,Mike White sacked by Darrell Taylor for -11 yards,3.100,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
