Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
1,1:21,1,10,NYJ 20,7,0,"Penalty on Anthony Clement: False Start, 5 yards (no play)",0.280,-0.310
1,1:13,1,15,NYJ 15,7,0,Cedric Houston right guard for 3 yards (tackle by Gary Brackett and Cato June),-0.310,-0.630
1,0:39,2,12,NYJ 18,7,0,Chad Pennington pass incomplete short left intended for Laveranues Coles,-0.630,-1.330
1,0:34,3,12,NYJ 18,7,0,Leon Washington middle for 2 yards (tackle by Gary Brackett and Cato June),-1.330,-2.030
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,10,NYJ 20,7,0,"Ben Graham punts 59 yards, returned by Terrence Wilkins for 14 yards (tackle by Eric Smith)",-2.030,-1.270
2,14:46,1,10,IND 35,7,0,Joseph Addai right tackle for 4 yards (tackle by Bobby Hamilton),1.270,1.260
2,14:18,2,6,IND 39,7,0,Joseph Addai left end for 3 yards (tackle by Bryan Thomas),1.260,0.960
2,13:38,3,3,IND 42,7,0,Peyton Manning pass incomplete short middle intended for Ben Utecht,0.960,-0.590
2,13:32,4,3,IND 42,7,0,"Hunter Smith punts 33 yards, fair catch by Tim Dwight. Penalty on Justin Snow: Offensive Holding, 10 yards",-0.590,-1.270
2,13:22,1,10,NYJ 35,7,0,Chad Pennington pass complete short left to Sean Ryan for 6 yards (tackle by Cato June),1.270,1.530
2,12:58,2,4,NYJ 41,7,0,Cedric Houston right guard for 3 yards (tackle by Mike Doss),1.530,1.220
2,12:18,3,1,NYJ 44,7,0,"Chad Pennington pass complete short middle to Laveranues Coles for 16 yards (tackle by Antoine Bethea). Penalty on Chris Baker: Illegal Motion, 5 yards (no play)",1.220,0.560
2,11:48,3,6,NYJ 39,7,0,Chad Pennington pass complete short left to Tim Dwight for 15 yards (tackle by Jason David and Gary Brackett),0.560,2.520
2,11:05,1,10,IND 46,7,0,Cedric Houston right end for 13 yards (tackle by Kelvin Hayden and Antoine Bethea),2.520,3.380
2,10:20,1,10,IND 33,7,6,"Chad Pennington pass complete deep middle to Jerricho Cotchery for 33 yards, touchdown. Penalty on Robert Mathis: Defensive Offside (Declined)",3.380,7.000
2,,,,IND 2,7,6,"Mike Nugent kicks extra point good. Penalty on Chris Baker: Offensive Holding, 10 yards (no play)",0.000,0.000
2,,,,IND 2,7,7,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,7,Mike Nugent kicks onside 13 yards (onside kick successful),0.000,1.800
2,10:10,1,10,NYJ 43,7,7,Chad Pennington pass complete short right to Jerricho Cotchery for 18 yards (tackle by Antoine Bethea and Gary Brackett),1.800,2.980
2,9:36,1,10,IND 39,7,7,Kevan Barlow middle for 5 yards (tackle by Cato June),2.980,3.120
2,9:15,2,5,IND 34,7,7,Kevan Barlow left end for 3 yards (tackle by Gary Brackett),3.120,2.810
2,8:34,3,2,IND 31,7,7,Kevan Barlow left tackle for 1 yard (tackle by Cato June),2.810,1.520
2,7:55,,,,7,7,Timeout #1 by New York Jets,0.000,1.520
2,7:55,4,1,IND 30,7,7,--,1.520,3.780
2,7:21,1,10,IND 27,7,7,Chad Pennington pass incomplete deep left intended for Laveranues Coles (defended by Jason David),3.780,3.230
2,7:15,2,10,IND 27,7,7,Kevan Barlow right end for 6 yards (tackle by Josh Thomas),3.230,3.340
2,6:31,3,4,IND 21,7,7,"Chad Pennington pass complete short middle to Tim Dwight for 7 yards (tackle by Gary Brackett). Penalty on Robert Mathis: Unnecessary Roughness, 7 yards",3.340,5.600
2,6:15,1,7,IND 7,7,7,Cedric Houston middle for -4 yards (tackle by Dwight Freeney),5.600,4.020
2,5:38,2,11,IND 11,7,7,Cedric Houston left tackle for 8 yards (tackle by Antoine Bethea),4.020,4.720
2,4:53,3,3,IND 3,7,7,"Chad Pennington pass incomplete intended for Jerricho Cotchery. Penalty on Antoine Bethea: Defensive Pass Interfere, 2 yards (no play)",4.720,6.970
2,4:47,1,1,IND 1,7,13,"Kevan Barlow right guard for 1 yard, touchdown",6.970,7.000
2,,,,IND 2,7,14,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,14,"Mike Nugent kicks off 69 yards, muffed catch by Terrence Wilkins, recovered by Terrence Wilkins at IND-1, and returned for 14 yards",0.000,-0.220
2,4:36,1,10,IND 15,7,14,Peyton Manning pass complete deep middle to Reggie Wayne for 41 yards (tackle by Justin Miller),-0.220,2.650
2,4:01,1,10,NYJ 44,7,14,Dominic Rhodes right end for 9 yards (tackle by Andre Dyson and Jonathan Vilma),2.650,3.330
2,3:43,2,1,NYJ 35,7,14,Dominic Rhodes right tackle for 2 yards,3.330,3.380
2,3:10,1,10,NYJ 33,7,14,Peyton Manning pass incomplete deep middle intended for Marvin Harrison (defended by Erik Coleman),3.380,2.840
2,3:02,2,10,NYJ 33,7,14,Dominic Rhodes left end for 2 yards (tackle by Eric Barton and Jonathan Vilma),2.840,2.410
2,2:16,3,8,NYJ 31,7,14,Peyton Manning pass complete short right to Marvin Harrison for 12 yards (tackle by Victor Hobson),2.410,4.310
2,2:00,1,10,NYJ 19,7,14,Joseph Addai left tackle for 2 yards (tackle by Jonathan Vilma and Bobby Hamilton),4.310,4.030
2,1:22,2,8,NYJ 17,7,14,Peyton Manning pass complete short left to Reggie Wayne for 4 yards (tackle by Justin Miller),4.030,3.960
2,1:22,3,4,NYJ 13,7,14,Peyton Manning pass complete short left to Joseph Addai for 4 yards (tackle by Justin Miller and Victor Hobson),3.960,5.140
2,0:37,,,,7,14,Timeout #2 by Indianapolis Colts,0.000,5.140
2,0:37,1,9,NYJ 9,7,14,Peyton Manning pass complete short right to Marvin Harrison for 7 yards (tackle by Eric Barton),5.140,5.720
2,0:19,2,2,NYJ 2,13,14,"Joseph Addai right guard for 2 yards, touchdown",5.720,7.000
2,,,,NYJ 2,14,14,Martin Gramatica kicks extra point good,0.000,0.000
2,,,,IND 30,14,14,"Martin Gramatica kicks off 64 yards, returned by Justin Miller for 43 yards (tackle by Tim Jennings)",0.000,2.190
2,0:08,1,10,NYJ 49,14,14,Chad Pennington sacked by Robert Mathis for -3 yards,2.190,1.240
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,14,14,"Mike Nugent kicks off 63 yards, returned by Terrence Wilkins for 23 yards (tackle by Brad Smith)",0.000,0.940
3,14:54,1,10,IND 30,14,14,Dominic Rhodes right end for 3 yards (tackle by Eric Barton),0.940,0.800
3,14:23,2,7,IND 33,14,14,Peyton Manning pass complete short right to Marvin Harrison for 14 yards (tackle by Andre Dyson),0.800,2.060
3,14:23,1,10,IND 47,14,14,Dominic Rhodes left tackle for 3 yards (tackle by Jonathan Vilma),2.060,1.920
3,13:32,2,7,NYJ 50,14,14,Peyton Manning pass incomplete short left intended for Reggie Wayne,1.920,1.220
3,13:28,3,7,NYJ 50,14,14,Peyton Manning sacked by Shaun Ellis for -13 yards,1.220,-0.910
3,13:24,4,20,IND 37,14,14,"Hunter Smith punts 54 yards, returned by Tim Dwight for 12 yards (tackle by Tim Jennings)",-0.910,-0.340
3,13:11,1,10,NYJ 21,14,14,Chad Pennington pass complete short right to Laveranues Coles for 10 yards,0.340,1.000
3,12:38,1,10,NYJ 31,14,14,Cedric Houston right guard for 2 yards (tackle by Gary Brackett and Darrell Reid),1.000,0.730
3,12:13,2,8,NYJ 33,14,14,Cedric Houston right end for 4 yards (tackle by Mike Doss and Gary Brackett),0.730,0.560
3,11:31,3,4,NYJ 37,14,14,Chad Pennington middle for 5 yards (tackle by Tim Jennings),0.560,1.730
,,,,,,,"IND challenged the ruling, and the play was upheld.",,
3,11:31,1,10,NYJ 42,14,14,"Penalty on Pete Kendall: False Start, 5 yards (no play)",1.730,1.400
3,11:00,1,15,NYJ 37,14,14,Cedric Houston left end for 2 yards (tackle by Jason David),1.400,0.780
3,10:33,2,13,NYJ 39,14,14,Chad Pennington pass complete short left to Laveranues Coles for 15 yards (tackle by Cato June),0.780,2.520
3,10:00,1,10,IND 46,14,14,Cedric Houston right guard for 13 yards (tackle by Kelvin Hayden),2.520,3.380
3,9:20,1,10,IND 33,14,14,Chad Pennington pass incomplete deep right intended for Laveranues Coles (defended by Mike Doss),3.380,2.840
3,9:12,,,,14,14,Timeout #2 by Indianapolis Colts,0.000,2.840
3,9:12,2,10,IND 33,14,14,Kevan Barlow right end for 3 yards (tackle by Robert Mathis),2.840,2.540
3,8:30,3,7,IND 30,14,14,Chad Pennington pass complete short right to Laveranues Coles for 12 yards (tackle by Kelvin Hayden),2.540,4.370
3,7:59,1,10,IND 18,14,14,Kevan Barlow left tackle for 1 yard (tackle by Gary Brackett),4.370,3.940
3,7:28,2,9,IND 17,14,14,Chad Pennington pass complete short right to Cedric Houston for 5 yards (tackle by Cato June and Mike Doss),3.940,4.030
3,7:28,3,4,IND 12,14,14,"Penalty on Robert Mathis: Encroachment, 5 yards (no play)",4.030,5.600
3,6:24,1,7,IND 7,14,14,Cedric Houston right tackle for 5 yards (tackle by Gilbert Gardner),5.600,5.720
3,5:59,2,2,IND 2,14,14,Cedric Houston right tackle for no gain (tackle by Dwight Freeney),5.720,4.950
3,5:18,,,,14,14,Timeout #1 by New York Jets,0.000,4.950
3,5:18,3,2,IND 2,14,14,Cedric Houston right guard for no gain (tackle by Dwight Freeney),4.950,3.250
3,4:40,4,2,IND 2,14,14,Chad Pennington pass incomplete short right intended for James Dearth is intercepted by Rocky Boiman at IND-0,3.250,-0.280
3,4:31,1,10,IND 20,14,14,Joseph Addai right end for 1 yard (tackle by Eric Barton),0.280,-0.130
3,4:00,2,9,IND 21,14,14,Peyton Manning pass complete short right to Ben Utecht for 7 yards (tackle by Andre Dyson),-0.130,0.100
3,3:40,3,2,IND 28,14,14,Joseph Addai right tackle for 7 yards (tackle by Shaun Ellis and Erik Coleman),0.100,1.270
3,3:10,1,10,IND 35,14,14,Joseph Addai left guard for 5 yards (tackle by Eric Barton),1.270,1.400
3,2:42,2,5,IND 40,14,14,Peyton Manning pass complete short right to Marvin Harrison for 9 yards (tackle by Andre Dyson and Erik Coleman),1.400,2.190
3,2:12,1,10,IND 49,14,14,Peyton Manning pass incomplete deep middle intended for Dallas Clark,2.190,1.650
3,2:07,2,10,IND 49,14,14,Joseph Addai left tackle for 10 yards (tackle by Kerry Rhodes and Eric Barton),1.650,2.850
3,1:37,1,10,NYJ 41,14,14,Joseph Addai right tackle for 5 yards (tackle by Victor Hobson and Bobby Hamilton),2.850,2.980
3,1:05,2,5,NYJ 36,14,14,Joseph Addai middle for 4 yards (tackle by Bryan Thomas and Jonathan Vilma),2.980,2.810
3,0:29,3,1,NYJ 32,14,14,"Penalty on Jake Scott: False Start, 5 yards (no play)",2.810,2.150
3,0:06,3,6,NYJ 37,14,14,Peyton Manning pass complete short left to Reggie Wayne for 14 yards (tackle by Kerry Rhodes),2.150,4.040
Quarter,Time,Down,ToGo,Location,IND,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 23,14,14,Dominic Rhodes left guard for 16 yards (tackle by Justin Miller),4.040,5.600
4,14:25,1,7,NYJ 7,14,14,Dominic Rhodes left guard for 6 yards (tackle by Justin Miller),5.600,5.910
4,13:44,2,1,NYJ 1,14,14,Dominic Rhodes middle for no gain (tackle by Dewayne Robertson),5.910,5.170
4,13:12,3,1,NYJ 1,14,14,Dominic Rhodes left guard for -1 yards (tackle by Shaun Ellis). Penalty on Charlie Johnson: Illegal Substitution (Declined),5.170,3.250
4,13:02,4,2,NYJ 2,17,14,Martin Gramatica 20 yard field goal good,3.250,3.000
4,,,,IND 30,17,14,"Martin Gramatica kicks off 52 yards, returned by Matt Chatham for 20 yards (tackle by Tim Jennings)",0.000,1.470
4,12:51,1,10,NYJ 38,17,14,Leon Washington left tackle for 6 yards (tackle by Mike Doss),1.470,1.730
4,12:19,2,4,NYJ 44,17,14,Chad Pennington pass complete short right to Laveranues Coles for 8 yards (tackle by Kelvin Hayden),1.730,2.390
4,11:44,1,10,IND 48,17,14,Leon Washington left tackle for 7 yards (tackle by Gilbert Gardner),2.390,2.790
4,11:12,2,3,IND 41,17,14,Chad Pennington pass incomplete deep left intended for Justin McCareins (defended by Jason David),2.790,2.080
4,11:07,3,3,IND 41,17,14,Chad Pennington pass complete short left to Laveranues Coles for 10 yards (tackle by Antoine Bethea),2.080,3.510
4,10:44,1,10,IND 31,17,14,Leon Washington left guard for 6 yards (tackle by Bo Schobel),3.510,3.780
4,10:11,2,4,IND 25,17,14,Leon Washington right guard for 2 yards (tackle by Josh Thomas and Ryan LaCasse),3.780,3.340
4,9:26,3,2,IND 23,17,14,B.J. Askew left guard for 5 yards (tackle by Gary Brackett),3.340,4.370
4,9:11,,,,17,14,Timeout #3 by Indianapolis Colts,0.000,4.370
4,9:11,1,10,IND 18,17,14,Leon Washington right guard for 5 yards (tackle by Montae Reagor and Gary Brackett),4.370,4.610
4,8:49,2,5,IND 13,17,14,Leon Washington left guard for 3 yards (tackle by Gilbert Gardner and Raheem Brock),4.610,4.510
4,8:06,3,2,IND 10,17,14,"Chad Pennington pass incomplete short left intended for Laveranues Coles. Penalty on Mike Doss: Illegal Contact, 5 yards (no play)",4.510,6.060
4,7:55,1,5,IND 5,17,20,"Kevan Barlow left guard for 5 yards, touchdown",6.060,7.000
4,,,,IND 2,17,21,Mike Nugent kicks extra point good,0.000,0.000
4,,,,NYJ 30,17,21,"Mike Nugent kicks off 56 yards, returned by Terrence Wilkins for 18 yards (tackle by Cody Spencer)",0.000,1.070
4,7:50,1,10,IND 32,17,21,Peyton Manning pass complete short middle to Joseph Addai for 6 yards (tackle by Victor Hobson),1.070,1.340
4,7:23,2,4,IND 38,17,21,Joseph Addai left tackle for 6 yards,1.340,1.860
4,6:49,1,10,IND 44,17,21,Joseph Addai right tackle for 2 yards (tackle by Jonathan Vilma and Dewayne Robertson),1.860,1.590
4,6:15,2,8,IND 46,17,21,Joseph Addai right tackle for 2 yards (tackle by Dewayne Robertson and Eric Barton),1.590,1.160
4,5:40,3,6,IND 48,17,21,Peyton Manning pass complete short left to Dallas Clark for 10 yards (tackle by Kerry Rhodes and Bryan Thomas),1.160,2.790
4,5:08,1,10,NYJ 42,17,21,Joseph Addai right end for 4 yards (tackle by Shaun Ellis and Jonathan Vilma),2.790,2.780
4,4:34,2,6,NYJ 38,17,21,Peyton Manning pass complete short right to Marvin Harrison for 7 yards (tackle by Andre Dyson),2.780,3.510
4,4:03,1,10,NYJ 31,17,21,Peyton Manning pass complete short right to Marvin Harrison for 11 yards,3.510,4.240
4,3:56,1,10,NYJ 20,17,21,"Joseph Addai left end for 15 yards (tackle by Kerry Rhodes). Penalty on Tarik Glenn: Offensive Holding, 10 yards (no play)",4.240,3.580
4,3:48,1,20,NYJ 30,17,21,Peyton Manning pass incomplete deep left intended for Reggie Wayne (defended by Justin Miller),3.580,2.340
4,3:40,2,20,NYJ 30,17,21,"Peyton Manning pass incomplete deep left intended for Reggie Wayne. Penalty on Justin Miller: Defensive Pass Interfere, 22 yards (no play)",2.340,5.370
4,3:34,1,8,NYJ 8,17,21,Joseph Addai left guard for 4 yards (tackle by Jonathan Vilma and Kerry Rhodes),5.370,5.340
4,3:09,2,4,NYJ 4,17,21,Joseph Addai left tackle for 2 yards (tackle by Dewayne Robertson and Kerry Rhodes),5.340,4.950
4,2:40,3,2,NYJ 2,23,21,"Peyton Manning pass complete short right to Bryan Fletcher for 2 yards, touchdown",4.950,7.000
4,,,,NYJ 2,24,21,Martin Gramatica kicks extra point good,0.000,0.000
4,,,,IND 30,24,27,"Martin Gramatica kicks off 73 yards, returned by Justin Miller for 103 yards, touchdown",0.000,7.000
4,,,,IND 2,24,28,Mike Nugent kicks extra point good,0.000,0.000
4,,,,NYJ 30,24,28,"Mike Nugent kicks off 60 yards, returned by Terrence Wilkins for 29 yards (tackle by Rashad Washington)",0.000,1.530
4,2:15,1,10,IND 39,24,28,Peyton Manning pass complete short left to Joseph Addai for 5 yards (tackle by Eric Barton and Bryan Thomas),1.530,1.660
4,2:00,2,5,IND 44,24,28,Peyton Manning pass complete short left to Bryan Fletcher for 6 yards,1.660,2.260
4,1:55,1,10,NYJ 50,24,28,Peyton Manning pass complete short left to Bryan Fletcher for 11 yards (tackle by Derrick Strait),2.260,2.980
4,1:49,1,10,NYJ 39,24,28,Peyton Manning pass complete short right to Dallas Clark for 4 yards (tackle by Drew Coleman),2.980,2.980
4,1:33,2,6,NYJ 35,24,28,Peyton Manning pass incomplete short middle intended for Reggie Wayne (defended by Kerry Rhodes),2.980,2.280
4,1:26,3,6,NYJ 35,24,28,Peyton Manning pass complete deep right to Marvin Harrison for 19 yards,2.280,4.510
4,1:19,,,,24,28,Timeout #2 by New York Jets,0.000,4.510
4,1:19,1,10,NYJ 16,24,28,Peyton Manning pass incomplete deep left intended for Dallas Clark,4.510,3.900
4,1:13,2,10,NYJ 16,24,28,Peyton Manning pass complete short left to Reggie Wayne for 15 yards (tackle by Justin Miller),3.900,6.970
4,0:50,1,1,NYJ 1,30,28,"Peyton Manning middle for 1 yard, touchdown",6.970,7.000
4,,,,NYJ 2,31,28,Martin Gramatica kicks extra point good,0.000,0.000
4,,,,IND 30,31,28,"Martin Gramatica kicks off 70 yards, returned by Leon Washington for 2 yards (tackle by Matt Giordano)",0.000,-0.380
4,0:47,1,10,NYJ 2,31,28,Chad Pennington pass complete short right to Tim Dwight for 9 yards (tackle by Tim Jennings and Kelvin Hayden),-0.380,-0.120
4,0:26,2,1,NYJ 11,31,28,Chad Pennington pass complete short middle to Jerricho Cotchery for 14 yards (tackle by Cato June),-0.120,0.610
4,0:19,,,,31,28,Timeout #3 by New York Jets,0.000,0.610
4,0:19,1,10,NYJ 25,31,28,Chad Pennington pass complete short right to Laveranues Coles for 7 yards (tackle by Kelvin Hayden),0.610,1.010
4,0:14,2,3,NYJ 32,31,28,Chad Pennington pass incomplete deep right intended for Jerricho Cotchery (defended by Kelvin Hayden),1.010,0.300
4,0:08,3,3,NYJ 32,31,28,"Chad Pennington pass complete short middle to Leon Washington for 8 yards, lateral to Brad Smith for -3 yards, lateral to Laveranues Coles for 19 yards, lateral to Chad Pennington for 7 yards, lateral to Justin McCareins for -3 yards. Justin McCareins fumbles, recovered by Laveranues Coles at IND-40 and returned for 13 yards, lateral to Nick Mangold for -7 yards. Nick Mangold fumbles, recovered by Jason David at IND-34 and returned for 5 yards (tackle by Leon Washington)",0.300,1.600
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
