Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
1,1:24,2,12,ATL 24,7,0,T.J. Duckett right guard for 12 yards (tackle by Kevin Lewis and Terry Cousin),-0.140,1.330
1,0:45,1,10,ATL 36,7,0,"Michael Vick left end for 4 yards (tackle by Carlos Emmons). Penalty on Alge Crumpler: Offensive Holding, 10 yards (no play)",1.330,0.670
1,0:25,1,20,ATL 26,7,0,T.J. Duckett left guard for 2 yards (tackle by Kevin Lewis and Nick Greisen),0.670,-0.290
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,18,ATL 28,7,0,Michael Vick right end for 9 yards (tackle by Carlos Emmons),-0.290,0.230
2,14:30,3,9,ATL 37,7,0,Michael Vick pass complete to Justin Griffith for 14 yards (tackle by Curry Burns),0.230,2.320
2,13:55,1,10,NYG 49,7,0,Michael Vick pass complete to Alge Crumpler for 21 yards (tackle by Nick Greisen),2.320,3.710
2,12:39,1,10,NYG 28,7,0,Warrick Dunn left end for 2 yards (tackle by Lorenzo Bromell and Terry Cousin),3.710,3.440
2,12:31,2,8,NYG 26,7,0,Michael Vick left end for 2 yards (tackle by Lorenzo Bromell),3.440,3.010
2,11:39,3,6,NYG 24,7,0,Michael Vick pass complete to Dez White for 16 yards (tackle by Curry Burns),3.010,5.370
2,10:59,1,8,NYG 8,7,0,T.J. Duckett right guard for 3 yards (tackle by Norman Hand and Carlos Emmons),5.370,5.150
2,10:27,2,5,NYG 5,7,0,"Penalty on Roberto Garza: False Start, 5 yards (no play)",5.150,4.190
2,10:00,2,10,NYG 10,7,0,Michael Vick up the middle for 8 yards (tackle by Brent Alexander),4.190,4.950
2,9:14,3,2,NYG 2,13,0,"Michael Vick pass complete to Alge Crumpler for 2 yards, touchdown",4.950,7.000
2,,,,NYG 2,14,0,Jay Feely kicks extra point good,0.000,0.000
2,,,,ATL 30,14,0,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
2,9:09,1,10,NYG 20,14,0,Eli Manning pass incomplete intended for Jeremy Shockey,0.280,-0.270
2,9:04,2,10,NYG 20,14,0,Tiki Barber left guard for 5 yards (tackle by Chris Draft),-0.270,-0.300
2,8:32,3,5,NYG 25,14,0,Eli Manning pass complete to Ike Hilliard for 11 yards (tackle by DeAngelo Hall),-0.300,1.330
2,7:56,1,10,NYG 36,14,0,"Eli Manning pass incomplete intended for Jeremy Shockey. Penalty on Jeremy Shockey: Illegal Motion (Offsetting), Penalty on Bryan Scott: Defensive Holding (Offsetting), Penalty on Bryan Scott: Defensive Pass Interference (Offsetting) (no play)",1.330,1.330
2,7:44,1,10,NYG 36,14,0,Tiki Barber right tackle for 1 yard (tackle by Ed Jasper),1.330,0.930
2,7:05,2,9,NYG 37,14,0,"Eli Manning pass complete to Ike Hilliard for no gain. Penalty on DeAngelo Hall: Defensive Offside, 5 yards (no play)",0.930,1.600
2,6:48,2,4,NYG 42,14,0,Tiki Barber right end for 3 yards (tackle by Patrick Kerney),1.600,1.290
2,6:05,3,1,NYG 45,14,0,Tiki Barber left tackle for -3 yards (tackle by Brady Smith and Cory Hall),1.290,-0.590
2,5:32,4,4,NYG 42,14,0,"Jeff Feagles punts 49 yards. Penalty on David Tyree: Illegal Touch Kick, 5 yards (no play)",-0.590,-0.910
2,5:14,4,9,NYG 37,14,0,"Jeff Feagles punts 43 yards (tackle by Reggie Torbor). Penalty on Kevin Mathis: Offensive Holding, 10 yards",-0.910,0.380
2,5:05,1,10,ATL 10,14,0,Warrick Dunn right guard for 3 yards (tackle by Carlos Emmons and Kevin Lewis),-0.380,-0.560
2,4:33,2,7,ATL 13,14,0,Warrick Dunn right guard for 3 yards (tackle by Fred Robbins and Lance LeGree),-0.560,-0.720
2,3:53,3,4,ATL 16,14,0,Michael Vick left end for -1 yards (tackle by Carlos Emmons),-0.720,-2.440
2,3:16,4,5,ATL 15,14,0,"Chris Mohr punts 41 yards, returned by Mark Jones for -1 yards (tackle by Michael Jenkins)",-2.440,-1.800
2,3:05,1,10,NYG 43,14,0,Eli Manning pass complete to Jim Finn for 15 yards (tackle by Keith Brooking),1.800,2.790
2,2:34,1,10,ATL 42,14,0,Eli Manning pass incomplete intended for Jeremy Shockey,2.790,2.240
2,2:27,2,10,ATL 42,14,0,Eli Manning pass incomplete intended for Tiki Barber,2.240,1.550
2,2:24,3,10,ATL 42,14,0,Eli Manning pass complete to Tiki Barber for 1 yard (tackle by Demorrio Williams),1.550,0.530
2,2:00,4,9,ATL 41,14,0,Jeff Feagles punts 40 yards,0.530,0.380
2,1:50,1,10,ATL 1,14,0,Michael Vick pass complete to Alge Crumpler for 18 yards (tackle by Nick Greisen),-0.380,0.150
2,1:02,,,,14,0,Timeout #1 by Atlanta Falcons,0.000,0.150
2,1:02,1,10,ATL 19,14,0,Michael Vick left end for 15 yards (tackle by Will Allen),0.150,1.200
2,0:47,,,,14,0,Timeout #2 by Atlanta Falcons,0.000,1.200
2,0:47,1,10,ATL 34,14,0,Michael Vick pass incomplete intended for Peerless Price,1.200,0.660
2,0:42,2,10,ATL 34,14,0,"Penalty on Michael Vick: Delay of Game, 5 yards (no play)",0.660,-0.020
2,0:42,2,15,ATL 29,14,0,Michael Vick pass complete to Dez White for 8 yards (tackle by Terry Cousin),-0.020,0.370
2,0:33,,,,14,0,Timeout #3 by Atlanta Falcons,0.000,0.370
2,0:33,3,7,ATL 37,14,0,Michael Vick up the middle for 5 yards (tackle by Osi Umenyiora),0.370,-0.590
2,0:23,,,,14,0,Timeout #1 by New York Giants,0.000,-0.590
2,0:23,4,2,ATL 42,14,0,Chris Mohr punts 32 yards,-0.590,-0.670
2,0:16,1,10,NYG 26,14,0,Eli Manning pass incomplete intended for Ike Hilliard is intercepted by Jason Webster at NYG-46 and returned for 18 yards (tackle by Tiki Barber),0.670,-3.710
2,0:06,1,10,NYG 28,14,0,Jay Feely 46 yard field goal no good,3.710,-1.330
2,0:02,1,10,NYG 36,14,0,Eli Manning kneels for -1 yards,1.330,0.660
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,14,0,"Steve Christie kicks off 66 yards, returned by Allen Rossum for 25 yards (tackle by Curry Burns)",0.000,0.870
3,14:54,1,10,ATL 29,14,0,"Michael Vick pass complete to Warrick Dunn for 7 yards (tackle by Will Allen). Penalty on Roberto Garza: Chop Block, 14 yards (no play)",0.870,-0.480
3,14:38,1,24,ATL 15,14,0,"Warrick Dunn right end for 4 yards (tackle by Nick Greisen and Carlos Emmons). Penalty on William Joseph: Defensive Offside, 5 yards (no play)",-0.480,0.280
3,14:08,1,19,ATL 20,14,0,Michael Vick sacked by Osi Umenyiora and Lance LeGree for -4 yards,0.280,-1.580
3,13:34,2,23,ATL 16,14,0,Warrick Dunn right guard for 5 yards (tackle by Brent Alexander). Penalty on Todd Weiner: Offensive Holding (Declined),-1.580,-1.420
3,12:56,,,,14,0,Timeout #1 by Atlanta Falcons,0.000,-1.420
3,12:56,3,18,ATL 21,14,0,Michael Vick pass complete to Warrick Dunn for 4 yards (tackle by Reggie Torbor). Penalty on Roberto Garza: Ineligible Downfield Pass (Declined),-1.420,-1.700
3,12:37,4,14,ATL 25,14,0,"Chris Mohr punts 37 yards, returned by Mark Jones for 5 yards (tackle by Demorrio Williams). Penalty on Frank Walker: Offensive Holding, 10 yards, Penalty on Reggie Torbor: Personal Foul (Declined)",-1.700,-0.810
3,12:30,1,10,NYG 28,14,0,Tiki Barber left guard for 2 yards (tackle by Bryan Scott and Jason Webster),0.810,0.530
3,11:59,2,8,NYG 30,14,0,Eli Manning pass incomplete intended for Amani Toomer (defended by Jason Webster),0.530,-0.160
3,11:47,3,8,NYG 30,14,0,Eli Manning pass complete to Tiki Barber for 10 yards (tackle by Patrick Kerney),-0.160,1.600
3,11:22,1,10,NYG 40,14,0,Eli Manning pass complete to Jeremy Shockey for 5 yards (tackle by Bryan Scott),1.600,1.730
3,10:45,2,5,NYG 45,14,0,Ron Dayne left tackle for 1 yard (tackle by Patrick Kerney and Keith Brooking),1.730,1.160
3,10:00,3,4,NYG 46,14,0,Eli Manning pass complete to Jeremy Shockey for 9 yards (tackle by Demorrio Williams),1.160,2.590
3,9:21,1,10,ATL 45,14,0,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",2.590,2.260
3,9:04,1,15,NYG 50,14,0,Ron Dayne right end for 3 yards (tackle by Roderick Coleman and Matt Stewart),2.260,1.770
3,8:21,2,12,ATL 47,14,0,Eli Manning pass incomplete intended for Jeremy Shockey,1.770,1.090
3,8:09,,,,14,0,Timeout #1 by New York Giants,0.000,1.090
3,8:09,3,12,ATL 47,14,0,Eli Manning pass complete to Jeremy Shockey for 18 yards (tackle by Bryan Scott). Penalty on Brady Smith: Defensive Offside (Declined),1.090,3.640
3,7:50,1,10,ATL 29,14,0,Tiki Barber left tackle for 2 yards (tackle by Matt Stewart and Roderick Coleman),3.640,3.370
3,7:13,2,8,ATL 27,14,0,Eli Manning pass incomplete intended for Tiki Barber (defended by Roderick Coleman),3.370,2.680
3,6:58,3,8,ATL 27,14,0,Eli Manning pass complete to Amani Toomer for 14 yards (tackle by DeAngelo Hall),2.680,4.710
3,6:12,,,,14,0,Timeout #2 by New York Giants,0.000,4.710
3,6:12,1,10,ATL 13,14,0,Eli Manning pass incomplete intended for Ike Hilliard,4.710,4.050
3,6:08,2,10,ATL 13,14,0,"Penalty on Ed Jasper: Encroachment, 5 yards (no play)",4.050,4.960
3,6:08,2,5,ATL 8,14,0,Tiki Barber right tackle for 5 yards (tackle by Matt Stewart and DeAngelo Hall),4.960,6.510
3,5:25,1,3,ATL 3,14,0,Tiki Barber left tackle for -3 yards (tackle by Matt Stewart and Travis Hall),6.510,4.950
3,4:50,2,6,ATL 6,14,6,"Eli Manning pass complete to Jeremy Shockey for 6 yards, touchdown",4.950,7.000
3,,,,ATL 2,14,7,Steve Christie kicks extra point good,0.000,0.000
3,,,,NYG 30,14,7,"Steve Christie kicks off 64 yards, returned by Allen Rossum for 18 yards (tackle by Derrick Ward)",0.000,0.540
3,4:32,1,10,ATL 24,14,7,Michael Vick pass complete to Justin Griffith for 8 yards (tackle by Nick Greisen),0.540,1.080
3,4:13,2,2,ATL 32,14,7,Warrick Dunn right tackle for 7 yards (tackle by Will Allen),1.080,1.530
3,3:33,1,10,ATL 39,14,7,Warrick Dunn left end for 3 yards (tackle by Osi Umenyiora and Kevin Lewis),1.530,1.390
3,2:59,2,7,ATL 42,14,7,Michael Vick pass incomplete intended for Peerless Price,1.390,0.700
3,2:52,3,7,ATL 42,14,7,Michael Vick pass incomplete intended for Alge Crumpler,0.700,-0.590
3,2:47,4,7,ATL 42,14,7,Chris Mohr punts 22 yards,-0.590,-1.330
3,2:37,1,10,NYG 36,14,7,Tiki Barber left end for 16 yards (tackle by Cory Hall),1.330,2.390
3,2:25,1,10,ATL 48,14,7,Eli Manning pass incomplete intended for Amani Toomer,2.390,1.850
3,2:13,2,10,ATL 48,14,7,Eli Manning pass complete to Jim Finn for 15 yards (tackle by Jason Webster),1.850,3.380
3,1:42,1,10,ATL 33,14,7,Tiki Barber up the middle for 5 yards (tackle by Ed Jasper and Chris Draft),3.380,3.510
3,0:57,2,5,ATL 28,14,7,"Eli Manning pass incomplete intended for Amani Toomer is intercepted by Brady Smith at ATL-20 and returned for 19 yards. Penalty on Kevin McCadam: Illegal Block Above the Waist (Offsetting), Penalty on Eli Manning: Low Block (Offsetting)",3.510,-0.340
3,0:40,1,10,ATL 21,14,7,T.J. Duckett up the middle for 4 yards (tackle by Nick Greisen and Brent Alexander),0.340,0.340
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,ATL 25,14,7,Michael Vick right end for 7 yards (tackle by Carlos Emmons),0.340,1.070
4,14:31,1,10,ATL 32,14,7,Michael Vick pass incomplete intended for Justin Griffith,1.070,0.530
4,14:27,2,10,ATL 32,14,7,T.J. Duckett up the middle for 6 yards (tackle by Chuck Wiley),0.530,0.630
4,13:47,3,4,ATL 38,14,7,"Michael Vick sacked by Fred Robbins and Chuck Wiley for -14 yards. Michael Vick fumbles (forced by Fred Robbins), recovered by Todd McClure at ATL-24",0.630,-1.770
4,12:50,4,18,ATL 24,14,7,"Chris Mohr punts 39 yards, returned by Mark Jones for 2 yards (tackle by Kevin McCadam). Penalty on Reggie Torbor: Illegal Block Above the Waist, 10 yards",-1.770,-0.870
4,12:41,1,10,NYG 29,14,7,Eli Manning pass complete to Tiki Barber for 13 yards (tackle by Jason Webster),0.870,1.730
4,12:10,1,10,NYG 42,14,7,Tiki Barber left end for 9 yards (tackle by Chris Draft and Cory Hall),1.730,2.400
4,11:32,2,1,ATL 49,14,7,Tiki Barber right end for 11 yards (tackle by Bryan Scott),2.400,3.050
4,10:51,1,10,ATL 38,14,7,Eli Manning pass complete to Amani Toomer for 10 yards (tackle by DeAngelo Hall),3.050,3.710
4,10:12,1,10,ATL 28,14,7,Ron Dayne right end for 5 yards (tackle by DeAngelo Hall),3.710,3.840
4,9:34,2,5,ATL 23,14,7,Ron Dayne left guard for 4 yards (tackle by Keith Brooking and Chris Draft),3.840,3.720
4,8:49,3,1,ATL 19,14,7,Tiki Barber left guard for 2 yards (tackle by Keith Brooking and Brady Smith),3.720,4.440
4,8:02,1,10,ATL 17,14,7,Eli Manning pass incomplete intended for Ike Hilliard,4.440,3.850
4,7:55,2,10,ATL 17,14,7,"Tiki Barber right guard for 3 yards (tackle by Ed Jasper and Cory Hall). Penalty on Keith Brooking: Personal Foul, 7 yards",3.850,5.600
4,7:34,1,7,ATL 7,14,7,Tiki Barber left end for -1 yards (tackle by Jason Webster),5.600,4.570
4,6:54,2,8,ATL 8,14,7,Eli Manning pass incomplete,4.570,3.580
4,6:42,3,8,ATL 8,14,7,Eli Manning pass complete to Ike Hilliard for 2 yards (tackle by Kevin Mathis). Penalty on Wayne Lucier: Offensive Holding (Declined),3.580,2.990
4,6:33,4,6,ATL 6,14,10,Steve Christie 24 yard field goal good,2.990,3.000
4,,,,NYG 30,14,10,"Steve Christie kicks off 59 yards, returned by Allen Rossum for 18 yards (tackle by Nick Greisen). Penalty on Eric Johnson: Illegal Block Above the Waist, 10 yards",0.000,-0.350
4,6:22,1,10,ATL 12,14,10,Warrick Dunn right guard for 5 yards (tackle by Terry Cousin and Chuck Wiley),-0.350,-0.230
4,5:42,2,5,ATL 17,14,10,"Warrick Dunn left guard for 5 yards (tackle by Kevin Lewis). Penalty on Roberto Garza: Offensive Holding, 8 yards (no play)",-0.230,-1.000
4,5:08,2,13,ATL 9,14,10,Michael Vick pass incomplete intended for Stanley Pritchett,-1.000,-1.770
4,5:03,3,13,ATL 9,14,10,"Michael Vick pass incomplete intended for Peerless Price. Penalty on Carlos Emmons: Roughing the Passer, 15 yards (no play)",-1.770,0.540
4,4:55,1,10,ATL 24,14,10,"Michael Vick left end for 3 yards. Michael Vick fumbles, ball out of bounds at ATL-32",0.540,0.400
4,4:23,2,7,ATL 27,14,10,Warrick Dunn right guard for 25 yards (tackle by Will Allen),0.400,2.390
4,3:41,1,10,NYG 48,14,10,T.J. Duckett up the middle for 3 yards (tackle by Osi Umenyiora),2.390,2.250
4,2:57,2,7,NYG 45,14,10,"Warrick Dunn left tackle for 4 yards (tackle by Kevin Lewis). Penalty on Stanley Pritchett: Offensive Holding, 10 yards (no play)",2.250,0.900
4,2:44,2,17,ATL 45,14,10,Michael Vick pass incomplete intended for Warrick Dunn,0.900,0.230
4,2:41,3,17,ATL 45,14,10,Michael Vick up the middle for 5 yards (tackle by Brent Alexander and Carlos Emmons),0.230,-0.060
4,2:00,4,12,NYG 50,14,10,"Chris Mohr punts 24 yards, fair catch by Mark Jones",-0.060,-0.670
4,1:52,1,10,NYG 26,14,10,"Eli Manning sacked by Keith Brooking for -9 yards. Eli Manning fumbles (forced by Keith Brooking), recovered by Brady Smith at NYG-17 (tackle by Luke Petitgout). Penalty on Kevin Mathis: Defensive Holding, 5 yards (no play)",0.670,1.000
4,1:45,1,10,NYG 31,14,10,Eli Manning pass complete to Jeremy Shockey for 7 yards (tackle by Demorrio Williams),1.000,1.410
4,1:27,2,3,NYG 38,14,10,Tiki Barber up the middle for 13 yards (tackle by Keith Brooking),1.410,2.320
4,1:17,,,,14,10,Timeout #3 by New York Giants,0.000,2.320
4,1:17,1,10,ATL 49,14,10,Eli Manning pass incomplete intended for Tiki Barber (defended by Roderick Coleman),2.320,1.780
4,1:13,2,10,ATL 49,14,10,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Keith Brooking),1.780,1.090
4,1:08,3,10,ATL 49,14,10,Eli Manning pass complete to Ike Hilliard for 7 yards (tackle by Demorrio Williams),1.090,0.460
4,0:49,4,3,ATL 42,14,10,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Keith Brooking),0.460,-1.800
4,0:45,1,10,ATL 43,14,10,Michael Vick kneels for -1 yards,1.800,1.120
4,0:25,2,11,ATL 42,14,10,Michael Vick kneels for -1 yards,1.120,0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
