Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
2,4:26,1,10,CIN 35,10,7,LaDainian Tomlinson for 13 yards (tackle by Nedu Ndukwe),3.250,4.110
2,3:59,1,10,CIN 22,10,7,LaDainian Tomlinson right end for 1 yard (tackle by Johnathan Joseph),4.110,3.700
2,3:19,2,9,CIN 21,10,13,"Philip Rivers pass complete deep left to Vincent Jackson for 21 yards, touchdown",3.700,7.000
2,,,,CIN 2,10,14,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,10,14,"Nate Kaeding kicks off 68 yards, returned by Quan Cosby for 16 yards (tackle by Kassim Osgood)",0.000,0.040
2,3:07,1,10,CIN 18,10,14,Larry Johnson left end for 9 yards (tackle by Brandon Siler),0.040,0.820
2,2:33,2,1,CIN 27,10,14,Carson Palmer pass incomplete deep middle intended for Chad Johnson (defended by Antonio Cromartie),0.820,-0.020
2,2:27,3,1,CIN 27,10,14,Larry Johnson middle for 2 yards (tackle by Brandon Siler),-0.020,0.870
2,2:00,1,10,CIN 29,10,14,Larry Johnson right end for 27 yards (tackle by Eric Weddle),0.870,2.650
2,1:14,1,10,SDG 44,10,14,Carson Palmer pass complete short middle to Laveranues Coles for 20 yards (tackle by Paul Oliver),2.650,3.970
2,1:03,1,10,SDG 24,10,14,Carson Palmer pass complete short middle to Laveranues Coles for 9 yards (tackle by Steve Gregory),3.970,4.850
2,0:40,2,1,SDG 15,10,14,Carson Palmer pass complete short middle to Andre Caldwell for 8 yards (tackle by Tim Dobbins),4.850,5.600
2,0:40,1,7,SDG 7,10,14,Carson Palmer spiked the ball,5.600,4.760
2,0:22,2,7,SDG 7,10,14,Carson Palmer pass incomplete short right intended for John Paul Foschi (defended by Quentin Jammer),4.760,3.810
2,0:15,3,7,SDG 7,10,14,Carson Palmer pass incomplete short right intended for John Paul Foschi,3.810,2.970
2,0:10,4,7,SDG 7,13,14,Shayne Graham 25 yard field goal good,2.970,3.000
2,,,,CIN 30,,,"Shayne Graham kicks off 31 yards, returned by Antonio Cromartie for 10 yards (tackle by Abdul Hodge)",,
2,0:02,1,10,SDG 49,13,14,Philip Rivers pass incomplete,2.190,1.650
Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,13,14,"Nate Kaeding kicks off 61 yards, returned by Quan Cosby for 16 yards (tackle by Jacob Hester)",0.000,0.610
3,14:55,1,10,CIN 25,13,14,Cedric Benson right end for 6 yards (tackle by Kevin Ellison and Jacques Cesaire),0.610,0.870
3,14:17,2,4,CIN 31,13,14,Cedric Benson left end for -2 yards (tackle by Ian Scott),0.870,-0.100
3,13:38,3,6,CIN 29,13,14,"Penalty on Shawne Merriman: Defensive Offside, 5 yards (no play)",-0.100,0.560
3,13:14,3,1,CIN 34,13,14,Cedric Benson left end for 1 yard (tackle by Brandon Siler),0.560,1.270
3,12:57,1,10,CIN 35,13,14,Carson Palmer pass complete deep right to Laveranues Coles for 17 yards (tackle by Quentin Jammer),1.270,2.390
3,12:22,1,10,SDG 48,13,14,"Cedric Benson left end for no gain (tackle by Brandon Siler). Penalty on Andrew Whitworth: Illegal Formation, 6 yards (no play)",2.390,1.990
3,11:56,1,16,CIN 46,13,14,Carson Palmer pass incomplete short left intended for Cedric Benson (defended by Shaun Phillips),1.990,1.040
3,11:51,2,16,CIN 46,13,14,Carson Palmer pass incomplete,1.040,0.370
3,11:43,3,16,CIN 46,13,14,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",0.370,-0.300
3,11:43,3,21,CIN 41,13,14,Carson Palmer pass complete short middle to John Paul Foschi for 11 yards (tackle by Tim Dobbins and Steve Gregory),-0.300,0.070
3,11:06,4,10,SDG 48,13,14,"Kevin Huber punts 48 yards, touchback",0.070,-0.280
3,10:56,1,10,SDG 20,13,14,Philip Rivers pass incomplete short right intended for Malcom Floyd,0.280,-0.270
3,10:50,2,10,SDG 20,13,14,"Penalty on Malcom Floyd: False Start, 5 yards (no play)",-0.270,-1.070
3,10:50,2,15,SDG 15,13,14,LaDainian Tomlinson right end for 4 yards (tackle by Robert Geathers and Dhani Jones),-1.070,-1.140
3,10:09,3,11,SDG 19,13,14,Philip Rivers pass incomplete deep left intended for Antonio Gates,-1.140,-2.140
3,10:02,4,11,SDG 19,13,14,"Mike Scifres punts 39 yards, returned by Quan Cosby for 7 yards (tackle by Mike Tolbert)",-2.140,-2.190
3,9:54,1,10,CIN 49,13,14,Cedric Benson middle for 3 yards (tackle by Eric Weddle and Alfonso Boone),2.190,2.050
3,9:21,2,7,SDG 48,13,14,Cedric Benson for 6 yards (tackle by Quentin Jammer),2.050,2.150
3,9:00,3,1,SDG 42,13,14,Carson Palmer pass incomplete short right intended for Jeremi Johnson,2.150,0.460
3,8:55,,,,13,14,Timeout #1 by San Diego Chargers,0.000,0.460
3,8:55,4,1,SDG 42,13,14,"Kevin Huber punts 42 yards, touchback",0.460,-0.280
3,8:47,1,10,SDG 20,13,14,LaDainian Tomlinson left tackle for 8 yards (tackle by Leon Hall),0.280,0.810
3,8:18,2,2,SDG 28,13,14,LaDainian Tomlinson middle for 1 yard (tackle by Nedu Ndukwe and Dhani Jones),0.810,0.230
3,7:39,3,1,SDG 29,13,14,Philip Rivers middle for no gain (tackle by Robert Geathers and Dhani Jones),0.230,-1.440
3,7:21,4,1,SDG 29,13,14,"Mike Scifres punts 44 yards, fair catch by Quan Cosby",-1.440,-0.740
3,7:13,1,10,CIN 27,13,14,Carson Palmer pass incomplete deep right intended for Chad Johnson is intercepted by Quentin Jammer at CIN-44 and returned for 4 yards,0.740,-2.920
3,7:07,1,10,CIN 40,13,14,LaDainian Tomlinson middle for 6 yards (tackle by Nedu Ndukwe),2.920,3.180
3,6:33,2,4,CIN 34,13,20,"Philip Rivers pass complete deep left to Vincent Jackson for 34 yards, touchdown",3.180,7.000
3,,,,CIN 2,13,21,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,13,21,"Nate Kaeding kicks off 57 yards, returned by Quan Cosby for 9 yards (tackle by James Holt)",0.000,0.410
3,6:21,1,10,CIN 22,13,21,"Penalty on Dennis Roland: False Start, 5 yards (no play)",0.410,-0.120
3,6:21,1,15,CIN 17,13,21,"Penalty on CIN: Illegal Substitution, 5 yards (no play)",-0.120,-0.660
3,6:21,1,20,CIN 12,13,21,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",-0.660,-0.950
3,6:21,,,,13,21,Timeout #1 by Cincinnati Bengals,0.000,-0.950
3,6:21,1,25,CIN 7,13,21,Carson Palmer pass complete short left to John Paul Foschi for 6 yards (tackle by Tim Dobbins),-0.950,-1.430
3,5:37,2,19,CIN 13,13,21,Carson Palmer middle for no gain (tackle by Tim Dobbins),-1.430,-2.420
3,5:11,3,19,CIN 13,13,21,Carson Palmer pass complete short right to John Paul Foschi for 9 yards (tackle by Tim Dobbins and Stephen Cooper),-2.420,-1.900
3,4:38,4,10,CIN 22,13,21,"Kevin Huber punts 47 yards, returned by Darren Sproles for -4 yards (tackle by David Jones)",-1.900,-0.740
3,4:27,1,10,SDG 27,13,21,Philip Rivers pass complete short left to LaDainian Tomlinson for 36 yards (tackle by Tom Nelson and Nedu Ndukwe),0.740,3.120
3,3:55,1,10,CIN 37,13,21,Darren Sproles middle for no gain (tackle by Tank Johnson),3.120,2.570
3,3:18,2,10,CIN 37,13,21,Philip Rivers pass complete deep middle to Vincent Jackson for 18 yards (tackle by Tom Nelson),2.570,4.310
3,2:38,1,10,CIN 19,13,21,Darren Sproles left end for -1 yards (tackle by Rey Maualuga and Shaun Smith),4.310,3.630
3,1:58,2,11,CIN 20,13,21,Philip Rivers pass complete short right to Jacob Hester for 5 yards (tackle by Johnathan Joseph),3.630,3.580
3,1:12,3,6,CIN 15,13,21,Philip Rivers pass incomplete short left intended for Vincent Jackson (defended by Leon Hall),3.580,2.470
3,1:03,4,6,CIN 15,13,24,Nate Kaeding 33 yard field goal good,2.470,3.000
3,,,,SDG 30,13,24,"Nate Kaeding kicks off 66 yards, returned by Quan Cosby for 22 yards (tackle by Kassim Osgood)",0.000,0.670
3,0:54,1,10,CIN 26,13,24,Cedric Benson right tackle for 2 yards (tackle by Kevin Ellison and Brandon Siler),0.670,0.400
3,0:17,2,8,CIN 28,13,24,Cedric Benson left tackle for 2 yards (tackle by Vaughn Martin),0.400,-0.030
Quarter,Time,Down,ToGo,Location,CIN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,CIN 30,13,24,Carson Palmer pass incomplete short left intended for Brian Leonard,-0.030,-1.370
4,14:56,4,6,CIN 30,13,24,"Kevin Huber punts 46 yards, returned by Darren Sproles for -1 yards (tackle by Dan Skuta). Penalty on Tim Dobbins: Illegal Block Above the , 10 yards",-1.370,0.320
4,14:44,1,10,SDG 13,13,24,LaDainian Tomlinson right tackle for 4 yards (tackle by Rey Maualuga and Keith Rivers),-0.320,-0.300
4,14:11,2,6,SDG 17,13,24,Philip Rivers pass incomplete deep left intended for Antonio Gates is intercepted by Keith Rivers at SDG-33,-0.300,-3.380
4,14:02,1,10,SDG 33,13,24,Chad Johnson for 26 yards (tackle by Stephen Cooper),3.380,5.600
4,13:24,1,7,SDG 7,13,24,Carson Palmer pass complete short right to Jeremi Johnson for 5 yards (tackle by Quentin Jammer),5.600,5.720
4,12:42,2,2,SDG 2,19,24,"Carson Palmer pass complete short right to Laveranues Coles for 2 yards, touchdown",5.720,7.000
4,,,,,21,24,"Two Point Attempt: Carson Palmer middle, conversion succeeds",1.000,1.000
4,,,,CIN 30,21,24,"Shayne Graham kicks off 59 yards, returned by Jacob Hester for 9 yards (tackle by Quan Cosby)",0.000,0.280
4,12:32,1,10,SDG 20,21,24,LaDainian Tomlinson middle for -1 yards (tackle by Dhani Jones),0.280,-0.460
4,11:52,2,11,SDG 19,21,24,Philip Rivers pass complete short right to Vincent Jackson for 15 yards (tackle by Nedu Ndukwe),-0.460,1.200
4,11:07,1,10,SDG 34,21,24,Philip Rivers sacked by Keith Rivers for -8 yards,1.200,-0.420
4,10:32,2,18,SDG 26,21,24,"Philip Rivers pass incomplete deep left intended for Darren Sproles. Penalty on Brandon Johnson: Illegal Contact, 5 yards (no play)",-0.420,1.000
4,10:26,1,10,SDG 31,21,24,LaDainian Tomlinson middle for 3 yards (tackle by Rey Maualuga),1.000,0.870
4,9:43,2,7,SDG 34,21,24,Philip Rivers pass complete deep left to Malcom Floyd for 20 yards (tackle by Leon Hall),0.870,2.520
4,9:04,1,10,CIN 46,21,24,Philip Rivers pass complete short left to Mike Tolbert for 2 yards (tackle by Leon Hall and Dhani Jones),2.520,2.250
4,8:16,2,8,CIN 44,21,24,Philip Rivers pass complete short left to Kris Wilson for 2 yards (tackle by Nedu Ndukwe),2.250,1.820
4,7:33,,,,21,24,Timeout #2 by San Diego Chargers,0.000,1.820
4,7:33,3,6,CIN 42,21,24,Philip Rivers pass incomplete deep left intended for Malcom Floyd (defended by Dhani Jones),1.820,0.460
4,7:27,4,6,CIN 42,21,24,Mike Scifres punts 37 yards,0.460,0.380
4,7:20,1,10,CIN 5,21,24,"Cedric Benson left end for 10 yards (tackle by Antonio Cromartie). Penalty on John Paul Foschi: Offensive Holding, 2 yards (no play)",-0.380,-0.460
4,6:49,1,12,CIN 3,21,24,Carson Palmer pass complete deep left to John Paul Foschi for 21 yards (tackle by Eric Weddle),-0.460,0.540
4,6:12,1,10,CIN 24,21,24,Carson Palmer pass incomplete short right intended for Dennis Roland,0.540,0.000
4,6:04,2,10,CIN 24,21,24,Carson Palmer pass complete short left to Andre Caldwell for 6 yards (tackle by Stephen Cooper),0.000,0.100
4,5:26,3,4,CIN 30,21,24,Carson Palmer pass complete short right to Quan Cosby for 5 yards (tackle by Steve Gregory and Stephen Cooper),0.100,1.270
4,4:45,1,10,CIN 35,21,24,Carson Palmer pass complete short right to John Paul Foschi for 15 yards (tackle by Stephen Cooper),1.270,2.260
4,4:39,1,10,,21,24,Carson Palmer pass complete short right to Cedric Benson for 11 yards (tackle by Ian Scott and Brandon Siler),2.260,2.980
4,3:57,1,10,SDG 39,21,24,Carson Palmer pass complete short right to Cedric Benson for 8 yards (tackle by Tim Dobbins),2.980,3.520
4,3:14,2,2,SDG 31,21,24,Cedric Benson right end for 12 yards (tackle by Antoine Cason and Eric Weddle),3.520,4.310
4,2:34,1,10,SDG 19,21,24,"Penalty on John Paul Foschi: False Start, 6 yards (no play)",4.310,3.910
4,2:32,1,16,SDG 25,21,24,"Carson Palmer pass complete short left to Andre Caldwell for -20 yards (tackle by Tim Dobbins). Andre Caldwell fumbles (forced by Tim Dobbins), recovered by Carson Palmer at SDG-45",3.910,0.250
4,2:00,2,36,SDG 45,21,24,Carson Palmer pass complete short left to John Paul Foschi for 6 yards (tackle by Alfonso Boone),0.250,0.430
4,1:11,3,30,SDG 39,21,24,Carson Palmer pass complete deep left to Quan Cosby for 23 yards (tackle by Eric Weddle),0.430,2.380
4,0:57,,,,21,24,Timeout #3 by San Diego Chargers,0.000,2.380
4,0:57,4,7,SDG 16,24,24,Shayne Graham 34 yard field goal good,2.380,3.000
4,,,,CIN 30,24,24,"Shayne Graham kicks off 76 yards, touchback",0.000,0.280
4,0:54,1,10,SDG 20,24,24,Philip Rivers pass complete short right to Darren Sproles for 11 yards (tackle by Michael Johnson),0.280,1.000
4,0:54,1,10,SDG 31,24,24,Philip Rivers spiked the ball,1.000,0.460
4,0:36,2,10,SDG 31,24,24,Philip Rivers pass complete to Vincent Jackson for 20 yards (tackle by Tom Nelson),0.460,2.320
4,0:15,,,,24,24,Timeout #2 by Cincinnati Bengals,0.000,2.320
4,0:15,1,10,CIN 49,24,24,Philip Rivers pass incomplete short left intended for Legedu Naanee,2.320,1.780
4,0:12,2,10,CIN 49,24,24,Philip Rivers pass complete short left to Malcom Floyd for 15 yards,1.780,3.310
4,0:08,1,10,CIN 34,24,27,Nate Kaeding 52 yard field goal good,3.310,3.000
4,,,,SDG 30,24,27,"Nate Kaeding kicks off 62 yards, returned by Quan Cosby for no gain, lateral to Leon Hall for 22 yards (tackle by Larry English). Penalty on John Paul Foschi: Illegal Block Above the (Declined)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
