Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
2,15:00,1,10,CLE 47,0,10,Baker Mayfield pass complete short right to Jarvis Landry for 7 yards (tackle by Johnathan Joseph),2.060,2.460
2,14:24,2,3,HOU 46,0,10,Baker Mayfield pass complete short right to David Njoku for -5 yards (tackle by D.J. Reader),2.460,1.090
2,13:33,3,8,CLE 49,0,10,Baker Mayfield pass incomplete deep right intended for Duke Johnson,1.090,-0.130
2,13:27,4,8,CLE 49,0,10,"Britton Colquitt punts 51 yards, touchback.",-0.130,-0.280
2,13:18,1,10,HOU 20,0,10,Alfred Blue up the middle for 1 yard (tackle by Emmanuel Ogbah),0.280,-0.130
2,12:46,2,9,HOU 21,0,10,Deshaun Watson pass complete short right to DeAndre Carter for 11 yards (tackle by Emmanuel Ogbah),-0.130,1.070
2,12:13,1,10,HOU 32,0,10,Alfred Blue left guard for 5 yards (tackle by Trevon Coley and Joe Schobert),1.070,1.200
2,11:43,2,5,HOU 37,0,10,Deshaun Watson pass complete short right to DeAndre Carter for 4 yards (tackle by Jabrill Peppers),1.200,1.030
2,11:03,3,1,HOU 41,0,10,Deshaun Watson pass complete short left to Ryan Griffin for 12 yards (tackle by Damarious Randall),1.030,2.460
2,10:30,1,10,CLE 47,0,10,Deshaun Watson pass incomplete deep left intended for DeAndre Hopkins,2.460,1.910
2,10:23,2,10,CLE 47,0,10,Deshaun Watson pass complete short right to DeAndre Carter for 2 yards (tackle by Tanner Vallejo),1.910,1.490
2,9:47,3,8,CLE 45,0,10,Deshaun Watson right end for 5 yards (tackle by Jabrill Peppers),1.490,0.590
2,9:10,4,3,CLE 40,0,10,"Trevor Daniel punts 29 yards, fair catch by Jabrill Peppers at CLE-11",0.590,0.370
2,9:02,1,10,CLE 11,0,10,Nick Chubb left end for 8 yards (tackle by Angelo Blackson and Justin Reid),-0.370,0.170
2,8:24,2,2,CLE 19,0,10,Nick Chubb right tackle for 4 yards (tackle by Whitney Mercilus),0.170,0.480
2,7:45,1,10,CLE 23,0,10,Baker Mayfield pass incomplete short left intended for Jarvis Landry (defended by J.J. Watt),0.480,-0.070
2,7:42,2,10,CLE 23,0,10,"Baker Mayfield pass incomplete short right intended for David Njoku (defended by Tyrann Mathieu). Penalty on Tyrann Mathieu: Defensive Holding, 5 yards (no play)",-0.070,0.810
2,7:36,1,10,CLE 28,0,16,"Baker Mayfield pass short middle intended for Antonio Callaway is intercepted by Zach Cunningham at CLE-38 and returned for 38 yards, touchdown. Penalty on Greg Robinson: Offensive Holding (Declined)",0.810,-7.000
2,7:26,,,CLE 15,0,10,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,7:26,,,HOU 35,0,10,"Ka'imi Fairbairn kicks off 63 yards, returned by Dontrell Hilliard for no gain (tackle by Johnson Bademosi and A.J. Moore)",0.000,0.280
2,7:21,1,10,CLE 20,0,17,"Baker Mayfield pass incomplete deep right intended for Antonio Callaway. Penalty on Kareem Jackson: Defensive Pass Interference, 47 yards (no play)",0.280,3.380
2,7:13,1,10,HOU 33,0,17,"Nick Chubb up the middle for no gain (tackle by J.J. Watt). Penalty on David Njoku: Offensive Holding, 10 yards (no play)",3.380,2.720
2,6:47,1,20,HOU 43,0,17,Baker Mayfield pass short right intended for Antonio Callaway is intercepted by Johnathan Joseph at HOU-31 and returned for 18 yards,2.720,-2.190
2,6:37,1,10,HOU 49,0,17,Lamar Miller left end for 9 yards (tackle by T.J. Carrie),2.190,2.860
2,5:58,2,1,CLE 42,0,17,Lamar Miller right end for 1 yard (tackle by Denzel Ward and Joe Schobert),2.860,2.850
2,5:15,1,10,CLE 41,0,17,Deshaun Watson pass complete short left to Jordan Akins for 13 yards (tackle by T.J. Carrie and Derrick Kindred),2.850,3.710
2,4:41,1,10,CLE 28,0,17,Lamar Miller right guard for 3 yards (tackle by Joe Schobert),3.710,3.570
2,4:08,2,7,CLE 25,0,17,Deshaun Watson pass incomplete deep left intended for Demaryius Thomas,3.570,2.870
2,4:03,3,7,CLE 25,0,17,Deshaun Watson pass complete short right to DeAndre Hopkins for 1 yard (tackle by T.J. Carrie),2.870,1.890
2,3:24,4,6,CLE 24,0,20,Ka'imi Fairbairn 42 yard field goal good,1.890,3.000
2,3:19,,,HOU 35,0,20,"Ka'imi Fairbairn kicks off 60 yards, returned by Dontrell Hilliard for no gain (tackle by Sammie Coates)",0.000,0.870
2,3:12,1,10,CLE 29,0,20,Nick Chubb right end for 11 yards (tackle by Benardrick McKinney),0.870,1.600
2,2:49,1,10,CLE 40,0,20,Baker Mayfield pass complete deep right to Jarvis Landry for 22 yards (tackle by Andre Hal),1.600,3.050
2,2:04,1,10,HOU 38,0,20,Baker Mayfield pass incomplete short right,3.050,2.510
2,1:57,2,10,HOU 38,0,20,Baker Mayfield pass incomplete short middle intended for Seth Devalve (defended by Justin Reid),2.510,1.820
2,1:52,3,10,HOU 38,0,20,Baker Mayfield pass deep right intended for David Njoku is intercepted by Andre Hal at HOU-0 and returned for no gain,1.820,-0.280
2,1:44,1,10,HOU 20,0,20,Lamar Miller up the middle for -1 yards (tackle by Jamie Collins),0.280,-0.460
2,1:38,,,,,,Timeout #1 by Cleveland Browns,,
2,1:38,2,11,HOU 19,0,20,Deshaun Watson pass complete deep middle to DeAndre Hopkins for 29 yards (tackle by Damarious Randall),-0.460,2.130
2,1:09,1,10,HOU 48,0,20,Deshaun Watson up the middle for 11 yards (tackle by Phillip Gaines),2.130,2.850
2,1:01,1,10,CLE 41,0,20,Deshaun Watson pass complete short right to Demaryius Thomas for 9 yards (tackle by Phillip Gaines),2.850,3.520
2,0:56,2,1,CLE 32,0,20,Deshaun Watson sacked by Myles Garrett and Joe Schobert for -4 yards,3.520,2.280
2,0:49,,,,,,Timeout #2 by Cleveland Browns,,
2,0:49,3,5,CLE 36,0,20,Deshaun Watson pass complete short right to DeAndre Hopkins for 6 yards (tackle by T.J. Carrie),2.280,3.580
2,0:23,,,,,,Timeout #1 by Houston Texans,,
2,0:23,1,10,CLE 30,0,20,Deshaun Watson pass incomplete short right,3.580,3.030
2,0:17,2,10,CLE 30,0,20,Deshaun Watson pass incomplete short left,3.030,2.340
2,0:09,3,10,CLE 30,0,20,Deshaun Watson pass incomplete short middle intended for DeAndre Hopkins,2.340,1.410
2,0:05,4,10,CLE 30,0,23,Ka'imi Fairbairn 48 yard field goal good,1.410,3.000
2,0:01,,,HOU 35,0,23,"Ka'imi Fairbairn kicks off 39 yards, returned by Orson Charles for no gain (tackle by Peter Kalambayi and Sammie Coates)",0.000,1.270
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,23,"Ka'imi Fairbairn kicks off 66 yards, returned by Dontrell Hilliard for no gain (tackle by Michael Tyson)",0.000,0.610
3,14:53,1,10,CLE 25,0,23,Nick Chubb left guard for 3 yards (tackle by Brandon Dunn and Benardrick McKinney),0.610,0.470
3,14:15,2,7,CLE 28,0,23,Baker Mayfield pass complete deep middle to Rashard Higgins for 19 yards (tackle by Tyrann Mathieu),0.470,2.060
3,13:35,1,10,CLE 47,0,23,Nick Chubb right end for -1 yards (tackle by Shareece Wright),2.060,1.380
3,12:56,2,11,CLE 46,0,23,Baker Mayfield pass complete short middle to Nick Chubb for 8 yards (tackle by Benardrick McKinney),1.380,1.750
3,12:10,3,3,HOU 46,0,23,Baker Mayfield pass complete short left to David Njoku for 4 yards (tackle by Kareem Jackson and Aaron Colvin),1.750,2.790
3,11:31,1,10,HOU 42,0,23,"Baker Mayfield pass complete short middle to Duke Johnson for 7 yards (tackle by Tyrann Mathieu). Penalty on Rashard Higgins: Offensive Holding, 10 yards",2.790,2.590
3,11:06,1,13,HOU 45,0,23,Baker Mayfield pass complete short right to Nick Chubb for 24 yards (tackle by Zach Cunningham),2.590,4.170
3,10:12,,,,,,Timeout #1 by Cleveland Browns,,
3,10:12,1,10,HOU 21,0,23,Baker Mayfield pass complete short right to Seth Devalve for 19 yards (tackle by Tyrann Mathieu),4.170,6.740
3,9:42,1,2,HOU 2,6,23,"Nick Chubb up the middle for 2 yards, touchdown",6.740,7.000
3,9:39,,,HOU 15,7,23,Greg Joseph kicks extra point good,0.000,0.000
3,9:39,,,CLE 35,7,23,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,9:39,1,10,HOU 25,7,23,Lamar Miller right guard for 3 yards (tackle by Joe Schobert and Tanner Vallejo),0.610,0.470
3,9:08,2,7,HOU 28,7,23,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by T.J. Carrie),0.470,-0.230
3,9:03,3,7,HOU 28,7,23,"Deshaun Watson left end for 8 yards (tackle by Phillip Gaines). Penalty on T.J. Carrie: Defensive Holding, 5 yards",-0.230,1.660
3,8:33,1,10,HOU 41,7,23,"Deshaun Watson sacked by Briean Boddy-Calhoun for no gain. Penalty on T.J. Carrie: Defensive Holding, 5 yards (no play)",1.660,1.990
3,8:07,1,10,HOU 46,7,23,Lamar Miller left end for 9 yards (tackle by Damarious Randall),1.990,2.670
3,7:34,2,1,CLE 45,7,23,Lamar Miller left guard for 3 yards (tackle by Jabrill Peppers and Joe Schobert),2.670,2.790
3,6:55,1,10,CLE 42,7,23,Lamar Miller left guard for 1 yard (tackle by Trevon Coley and Genard Avery),2.790,2.380
3,6:14,2,9,CLE 41,7,23,Deshaun Watson pass complete short middle to Jordan Thomas for 6 yards (tackle by Damarious Randall and Phillip Gaines),2.380,2.480
3,5:36,3,3,CLE 35,7,23,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins,2.480,0.990
3,5:31,4,3,CLE 35,7,26,Ka'imi Fairbairn 53 yard field goal good,0.990,3.000
3,5:26,,,HOU 35,7,26,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,5:26,1,10,CLE 25,7,26,Nick Chubb up the middle for -1 yards (tackle by J.J. Watt),0.610,-0.070
3,4:47,2,11,CLE 24,7,26,"Baker Mayfield pass complete deep right to Antonio Callaway for 76 yards. Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",-0.070,-1.540
3,4:37,2,21,CLE 14,7,26,Baker Mayfield pass complete short right to Nick Chubb for 9 yards (tackle by Shareece Wright),-1.540,-0.890
3,3:55,3,12,CLE 23,7,26,"Baker Mayfield pass complete deep middle to Antonio Callaway for 71 yards (tackle by Justin Reid). Antonio Callaway fumbles (forced by Justin Reid), recovered by Aaron Colvin at HOU--2, lateral to Tyrann Mathieu for 9 yards, lateral to Breshad Perriman for 9 yards",-0.890,0.380
3,3:35,1,10,HOU 7,7,26,Alfred Blue right tackle for 1 yard (tackle by Tanner Vallejo),-0.380,-0.710
3,2:57,2,9,HOU 8,7,26,Deshaun Watson pass complete short middle to DeAndre Carter for 8 yards (tackle by Phillip Gaines),-0.710,-0.370
3,2:15,3,1,HOU 16,7,26,Deshaun Watson right guard for 2 yards (tackle by Brian Price and Joe Schobert),-0.370,0.040
3,1:39,1,10,HOU 18,7,26,Alfred Blue up the middle for 17 yards (tackle by Derrick Kindred),0.040,1.270
3,1:09,1,10,HOU 35,7,26,"Penalty on Senio Kelemete: False Start, 5 yards (no play)",1.270,0.940
3,0:50,1,15,HOU 30,7,26,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins (defended by Chris Smith),0.940,0.050
3,0:45,2,15,HOU 30,7,26,Deshaun Watson pass complete short right to DeAndre Carter for 7 yards (tackle by Trevon Coley and Derrick Kindred),0.050,0.300
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,HOU 37,7,26,Deshaun Watson pass complete short right to DeAndre Hopkins for 12 yards (tackle by Jabrill Peppers and T.J. Carrie),0.300,2.190
4,14:26,1,10,HOU 49,7,26,Alfred Blue left tackle for 2 yards (tackle by Anthony Zettel and Trevon Coley),2.190,1.920
4,13:43,2,8,CLE 49,7,26,Alfred Blue right guard for 4 yards (tackle by Trevon Coley and Joe Schobert),1.920,1.750
4,13:01,3,4,CLE 45,7,26,Deshaun Watson sacked by Genard Avery for -13 yards,1.750,-0.590
4,12:27,4,17,HOU 42,7,26,Trevor Daniel punts 52 yards downed by Gregory Howell,-0.590,0.380
4,12:16,1,10,CLE 6,7,26,Baker Mayfield pass complete deep left to Jarvis Landry for 25 yards (tackle by Justin Reid),-0.380,1.000
4,11:36,1,10,CLE 31,7,26,Baker Mayfield pass complete deep right to Jarvis Landry for 28 yards,1.000,2.850
4,10:57,1,10,HOU 41,7,26,Baker Mayfield pass incomplete short right intended for David Njoku,2.850,2.310
4,10:48,2,10,HOU 41,7,26,Baker Mayfield pass complete short right to Duke Johnson for 5 yards (tackle by Tyrann Mathieu),2.310,2.280
4,10:00,3,5,HOU 36,7,26,Baker Mayfield pass incomplete deep left intended for Jarvis Landry,2.280,0.880
4,9:50,4,5,HOU 36,7,26,Baker Mayfield pass incomplete deep middle intended for David Njoku,0.880,-1.330
4,9:45,1,10,HOU 36,7,26,Lamar Miller left end for 6 yards (tackle by Damarious Randall and Phillip Gaines),1.330,1.600
4,9:03,2,4,HOU 42,7,26,Lamar Miller right guard for 3 yards (tackle by Brian Price),1.600,1.290
4,8:18,3,1,HOU 45,7,26,Deshaun Watson up the middle for 2 yards (tackle by Chris Smith and Emmanuel Ogbah),1.290,2.060
4,7:33,1,10,HOU 47,7,26,Lamar Miller left tackle for 32 yards (tackle by Damarious Randall),2.060,4.170
4,6:56,1,10,CLE 21,7,26,Alfred Blue right tackle for 1 yard (tackle by Jabrill Peppers),4.170,3.760
4,6:14,2,9,CLE 20,7,26,Deshaun Watson pass incomplete deep left intended for Demaryius Thomas,3.760,3.070
4,6:08,3,9,CLE 20,7,26,"Deshaun Watson pass complete short left to DeAndre Carter for no gain (tackle by Briean Boddy-Calhoun). DeAndre Carter fumbles, ball out of bounds at CLE-20 (forced by Briean Boddy-Calhoun)",3.070,2.120
4,5:50,,,,,,Timeout #2 by Cleveland Browns,,
4,5:50,4,9,CLE 20,7,29,Ka'imi Fairbairn 38 yard field goal good,2.120,3.000
4,5:46,,,HOU 35,7,29,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,5:46,1,10,CLE 25,7,29,Baker Mayfield pass incomplete deep left intended for Jarvis Landry (defended by Justin Reid),0.610,0.060
4,5:37,2,10,CLE 25,7,29,Baker Mayfield pass complete short right to David Njoku for 9 yards (tackle by Kareem Jackson),0.060,0.560
4,5:03,3,1,CLE 34,7,29,Baker Mayfield pass complete short right to Rashard Higgins for 5 yards (tackle by Aaron Colvin),0.560,1.530
4,4:38,1,10,CLE 39,7,29,Baker Mayfield pass complete short middle to Jarvis Landry for 5 yards (tackle by Aaron Colvin),1.530,1.660
4,4:10,2,5,CLE 44,7,29,Baker Mayfield pass complete short left to Antonio Callaway for 7 yards (tackle by Kareem Jackson),1.660,2.320
4,4:04,1,10,HOU 49,7,29,Baker Mayfield pass complete short left to Dontrell Hilliard for 4 yards (tackle by Jadeveon Clowney),2.320,2.320
4,3:37,2,6,HOU 45,7,29,Baker Mayfield pass complete short right to Breshad Perriman for 7 yards (tackle by Kareem Jackson),2.320,3.050
4,3:32,1,10,HOU 38,7,29,Baker Mayfield pass complete deep left to Rashard Higgins for 21 yards (tackle by Dylan Cole),3.050,4.440
4,3:05,1,10,HOU 17,13,29,"Baker Mayfield pass complete deep right to Rashard Higgins for 17 yards, touchdown",4.440,7.000
4,2:58,,,HOU 2,13,29,"Two Point Attempt: Baker Mayfield pass complete to Antonio Callaway, conversion fails",0.000,-1.000
4,2:58,,,CLE 35,13,29,"Greg Joseph kicks onside no gain, recovered by Darren Fells. Penalty on Darren Fells: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,2:58,,,CLE 30,13,29,"Greg Joseph kicks onside 8 yards, returned by Justin Reid for no gain",0.000,-3.050
4,2:57,1,10,CLE 38,13,29,Alfred Blue left guard for 2 yards (tackle by Myles Garrett and Trevon Coley),3.050,2.780
4,2:51,,,,,,Timeout #3 by Cleveland Browns,,
4,2:51,2,8,CLE 36,13,29,Alfred Blue right tackle for 2 yards (tackle by Trevon Coley),2.780,2.340
4,2:07,3,6,CLE 34,13,29,Alfred Blue right tackle for 5 yards (tackle by Tanner Vallejo and Jabrill Peppers),2.340,1.620
4,2:00,4,1,CLE 29,13,29,"Alfred Blue left tackle for no gain. Penalty on Julie'n Davenport: Offensive Holding, 10 yards (no play)",1.620,0.660
4,1:53,4,11,CLE 39,13,29,"Trevor Daniel punts 33 yards, fair catch by Jabrill Peppers at CLE-6",0.660,0.380
4,1:45,1,10,CLE 6,13,29,Baker Mayfield pass complete short middle to Dontrell Hilliard for 9 yards (tackle by Aaron Colvin),-0.380,-0.070
4,1:21,2,1,CLE 15,13,29,Baker Mayfield pass complete deep middle to Breshad Perriman for 19 yards (tackle by Andre Hal),-0.070,1.200
4,0:55,1,10,CLE 34,13,29,Baker Mayfield pass complete short right to Dontrell Hilliard for 23 yards (tackle by Aaron Colvin),1.200,2.720
4,0:31,1,10,HOU 43,13,29,Baker Mayfield spiked the ball,2.720,2.180
4,0:31,2,10,HOU 43,13,29,Baker Mayfield pass complete short middle to Dontrell Hilliard for 4 yards (tackle by Brian Peters),2.180,2.010
4,0:15,3,6,HOU 39,13,29,Baker Mayfield spiked the ball,2.010,0.660
4,0:15,4,6,HOU 39,13,29,Baker Mayfield pass complete short middle to Damion Ratley for 2 yards (tackle by Aaron Colvin),0.660,-1.400
4,0:08,1,10,HOU 37,13,29,Deshaun Watson kneels for -1 yards,1.400,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
