Quarter,Time,Down,ToGo,Location,MIA,NOR,Detail,EPB,EPA
4,14:21,4,1,NOR 38,17,3,Ian Book pass incomplete short right,,
4,14:17,1,10,NOR 38,17,3,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 5 yards (tackle by Zack Baun),,
4,13:37,2,5,NOR 33,17,3,Tua Tagovailoa pass complete short left to Mike Gesicki for 12 yards (tackle by C.J. Gardner-Johnson),,
4,13:00,1,10,NOR 21,17,3,Tua Tagovailoa pass incomplete deep right intended for Mike Gesicki,,
4,12:53,2,10,NOR 21,17,3,Myles Gaskin right guard for 5 yards (tackle by Shy Tuttle and Marcus Davenport),,
4,12:14,3,5,NOR 16,17,3,Tua Tagovailoa pass incomplete short right intended for Myles Gaskin,,
4,12:09,4,5,NOR 16,20,3,Jason Sanders 34 yard field goal good,,
4,12:05,,,MIA 35,20,3,"Jason Sanders kicks off 71 yards, returned by Ty Montgomery for 26 yards (tackle by Sheldrick Redwine and Calvin Munson)",,
4,11:59,1,10,NOR 20,20,3,Ian Book scrambles left tackle for 2 yards (tackle by Emmanuel Ogbah),,
4,11:17,2,8,NOR 22,20,3,Ian Book sacked by and Jevon Holland for -12 yards and Jerome Baker for -12 yards,,
4,10:47,3,20,NOR 10,20,3,Alvin Kamara left guard for 19 yards (tackle by Jevon Holland),,
4,10:23,4,1,NOR 29,20,3,Ian Book right guard for 3 yards (tackle by Elandon Roberts and Brandon Jones),,
4,9:59,1,10,NOR 32,20,3,"Ian Book pass complete short right to Alvin Kamara for no gain (tackle by Andrew Van Ginkel and Jaelan Phillips). Penalty on Byron Jones: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",,
4,9:38,1,10,NOR 37,20,3,Ian Book sacked by Zach Sieler for -11 yards,,
4,9:08,2,21,NOR 26,20,3,Ian Book sacked by Emmanuel Ogbah for -10 yards,,
4,8:25,3,31,NOR 16,20,3,"Alvin Kamara for no gain. Alvin Kamara fumbles (forced by Eric Rowe), recovered by Jerome Baker at NO-16, touchdown Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Alvin Kamara for no gain (tackle by Emmanuel Ogbah)",,
4,8:16,4,31,NOR 16,20,3,"Blake Gillikin punts 54 yards, returned by Jevon Holland for 10 yards (tackle by Andrew Dowell)",,
4,8:05,1,10,MIA 40,20,3,Duke Johnson left guard for 3 yards (tackle by Braxton Hoyett and Sharif Finch),,
4,7:24,2,7,MIA 43,20,3,"Duke Johnson right end for no gain (tackle by Pete Werner). Penalty on Pete Werner: Horse Collar Tackle, 15 yards (accepted) (no play)",,
4,6:56,1,10,NOR 42,20,3,Duke Johnson left guard for 4 yards (tackle by Ethan Westbrooks),,
4,6:12,2,6,NOR 38,20,3,Duke Johnson left guard for no gain (tackle by Sharif Finch and Albert Huggins),,
4,5:31,3,6,NOR 38,20,3,Duke Johnson right guard for no gain (tackle by David Onyemata),,
4,4:43,4,6,NOR 38,20,3,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",,
4,4:40,4,11,NOR 43,20,3,Michael Palardy punts 42 yards downed by Mack Hollins,,
4,4:32,1,10,NOR 1,20,3,Adam Prentice right guard for 2 yards (tackle by Christian Wilkins and Raekwon Davis),,
4,3:57,2,8,NOR 3,20,3,Ian Book pass complete deep left to Lil'Jordan Humphrey for 56 yards (tackle by Jevon Holland),,
4,3:18,1,10,MIA 41,20,3,Ian Book scrambles right end for 1 yard (tackle by Andrew Van Ginkel),,
4,3:15,2,9,MIA 40,20,3,Ian Book pass incomplete short right intended for Lil'Jordan Humphrey,,
4,3:09,3,9,MIA 40,20,3,Ian Book pass incomplete short middle intended for Alvin Kamara,,
4,3:04,,,,,,Timeout #3 by New Orleans Saints,,
4,3:04,4,9,MIA 40,20,3,Ian Book pass intended for Marquez Callaway is intercepted by Brandon Jones at MIA-25 and returned for 8 yards (tackle by Mark Ingram),,
4,2:51,1,10,MIA 33,20,3,Duke Johnson left guard for 5 yards (tackle by Pete Werner),,
4,2:18,2,5,MIA 38,20,3,Duke Johnson right guard for -1 yards (tackle by Braxton Hoyett),,
4,2:00,3,6,MIA 37,20,3,Phillip Lindsay right end for 2 yards (tackle by Pete Werner and Braxton Hoyett),,
4,1:15,4,4,MIA 39,20,3,"Michael Palardy punts 45 yards, returned by Easop Winston for 17 yards (tackle by Calvin Munson)",,
4,1:04,1,10,NOR 33,20,3,Tony Jones left guard for 2 yards (tackle by Zach Sieler and Christian Wilkins),,
4,0:29,2,8,NOR 35,20,3,Tony Jones right guard for 4 yards (tackle by Zach Sieler),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
