Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
3,13:56,1,10,DEN 44,13,14,Joseph Addai right tackle for no gain (tackle by Elvis Dumervil and D.J. Williams),2.650,2.110
3,13:27,2,10,DEN 44,13,14,Peyton Manning pass complete short right to Bryan Fletcher for 21 yards (tackle by Nick Ferguson),2.110,4.040
3,12:56,1,10,DEN 23,13,14,Joseph Addai left tackle for 12 yards (tackle by Nick Ferguson and Domonique Foxworth),4.040,4.840
3,12:19,1,10,DEN 11,13,14,Joseph Addai left end for 10 yards (tackle by D.J. Williams and Nick Ferguson),4.840,6.970
3,11:48,1,1,DEN 1,13,20,"Peyton Manning up the middle for 1 yard, touchdown",6.970,7.000
3,,,,DEN 2,13,21,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,13,21,"Adam Vinatieri kicks off 69 yards, returned by Domenik Hixon for 14 yards (tackle by Tyjuan Hagler)",0.000,-0.220
3,11:40,1,10,DEN 15,13,21,Travis Henry right end for 3 yards (tackle by Freddie Keiaho),-0.220,-0.280
3,11:04,2,7,DEN 18,13,21,Jay Cutler pass incomplete short left intended for Brandon Marshall is intercepted by Marlin Jackson at DEN-24,-0.280,-3.970
3,10:58,1,10,DEN 24,13,21,"Peyton Manning pass incomplete deep left intended for Aaron Moorehead (defended by Dre' Bly). Penalty on Nate Webster: Illegal Contact, 5 yards (no play)",3.970,4.310
3,10:53,1,10,DEN 19,13,21,Kenton Keith left tackle for 4 yards (tackle by D.J. Williams),4.310,4.350
3,10:17,2,6,DEN 15,13,21,Joseph Addai up the middle for 8 yards (tackle by Nate Webster),4.350,5.600
3,9:43,1,7,DEN 7,13,21,Joseph Addai right guard for 4 yards (tackle by Alvin McKinley and Nate Webster),5.600,5.530
3,8:59,2,3,DEN 3,13,27,"Peyton Manning pass complete short right to Dallas Clark for 3 yards, touchdown",5.530,7.000
3,,,,DEN 2,13,28,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,13,28,"Adam Vinatieri kicks off 69 yards, muffed by Domenik Hixon, recovered by Domenik Hixon at DEN-1, and returned for 20 yards",0.000,0.340
3,8:49,1,10,DEN 21,13,28,Jay Cutler pass incomplete short right intended for Tony Scheffler,0.340,-0.200
3,8:44,2,10,DEN 21,13,28,Travis Henry right tackle for 11 yards (tackle by Freddie Keiaho and Matt Giordano),-0.200,1.070
3,8:05,1,10,DEN 32,13,28,Travis Henry left end for no gain (tackle by Edward Johnson),1.070,0.530
3,7:23,2,10,DEN 32,13,28,Jay Cutler pass complete short right to Daniel Graham for 9 yards (tackle by Gary Brackett),0.530,1.030
3,6:37,3,1,DEN 41,13,28,Jay Cutler pass complete short left to Cecil Sapp for 10 yards (tackle by Marlin Jackson),1.030,2.320
3,6:08,1,10,IND 49,13,28,Jay Cutler pass complete short right to Daniel Graham for 6 yards (tackle by Kelvin Hayden),2.320,2.590
3,5:46,2,4,IND 43,13,28,Travis Henry right end for 1 yard (tackle by Freddie Keiaho),2.590,2.020
3,5:15,3,3,IND 42,13,28,Jay Cutler pass complete short left to Daniel Graham for 6 yards (tackle by Antoine Bethea),2.020,3.180
3,4:45,1,10,IND 36,13,28,Selvin Young left end for -1 yards (tackle by Dwight Freeney and Freddie Keiaho),3.180,2.500
3,4:05,2,11,IND 37,13,28,Jay Cutler pass complete short left to Brandon Marshall for 4 yards (tackle by Rocky Boiman),2.500,2.350
3,3:28,3,7,IND 33,13,28,Jay Cutler pass complete short right to Brandon Stokley for 8 yards (tackle by Marlin Jackson),2.350,3.910
3,2:50,1,10,IND 25,13,28,Selvin Young left tackle for 14 yards (tackle by Keyunta Dawson),3.910,4.840
3,2:13,1,10,IND 11,13,28,Selvin Young right tackle for 9 yards (tackle by Matt Giordano),4.840,5.850
3,1:34,2,1,IND 2,13,28,Selvin Young left tackle for no gain (tackle by Dwight Freeney and Matt Giordano). Penalty on IND: Defensive 12 On-field (no play),5.850,5.850
3,1:13,2,1,IND 2,19,28,"Jay Cutler up the middle for 2 yards, touchdown",5.850,7.000
3,,,,IND 2,20,28,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,20,28,"Todd Sauerbrun kicks off 68 yards, returned by Kenton Keith for 15 yards (tackle by Steve Cargile)",0.000,-0.060
3,1:06,1,10,IND 17,20,28,Joseph Addai up the middle for 5 yards (tackle by Ian Gold and Jarvis Moss),-0.060,0.210
3,0:34,2,5,IND 22,20,28,Peyton Manning pass complete short middle to Reggie Wayne for 5 yards (tackle by Ian Gold),0.210,0.740
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 27,20,28,Joseph Addai up the middle for 13 yards (tackle by Nate Webster),0.740,1.600
4,14:30,1,10,IND 40,20,28,Joseph Addai up the middle for 7 yards (tackle by Champ Bailey and Nate Webster),1.600,2.000
4,13:52,2,3,IND 47,20,28,Peyton Manning pass incomplete deep right intended for Dallas Clark,2.000,1.290
4,13:48,3,3,IND 47,20,28,Peyton Manning pass complete deep right to Dallas Clark for 27 yards (tackle by Champ Bailey),1.290,3.840
4,13:03,1,10,DEN 26,20,28,"Kenton Keith right end for no gain (tackle by Nick Ferguson). Penalty on Jake Scott: Offensive Holding, 10 yards (no play)",3.840,3.180
4,12:46,1,20,DEN 36,20,28,Kenton Keith left end for 22 yards (tackle by Domonique Foxworth),3.180,4.650
4,12:19,1,10,DEN 14,20,28,Kenton Keith right end for 1 yard (tackle by Champ Bailey),4.650,4.160
4,11:41,2,9,DEN 13,20,28,Kenton Keith up the middle for 8 yards (tackle by Nick Ferguson),4.160,4.960
4,11:00,3,1,DEN 5,20,34,"Peyton Manning pass complete short left to Reggie Wayne for 5 yards, touchdown",4.960,7.000
4,,,,DEN 2,20,35,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,20,35,"Adam Vinatieri kicks off 70 yards, touchback",0.000,0.280
4,10:56,1,10,DEN 20,20,35,Jay Cutler pass incomplete deep right intended for Brandon Stokley (defended by Matt Giordano),0.280,-0.270
4,10:46,2,10,DEN 20,20,35,Travis Henry left end for 12 yards (tackle by Marlin Jackson and Edward Johnson),-0.270,1.070
4,10:07,1,10,DEN 32,20,35,Travis Henry right end for -2 yards (tackle by Freddie Keiaho),1.070,0.260
4,9:25,2,12,DEN 30,20,35,Selvin Young left tackle for 5 yards (tackle by Freddie Keiaho and Marlin Jackson),0.260,0.230
4,8:45,3,7,DEN 35,20,35,Jay Cutler pass incomplete short right intended for Brandon Marshall,0.230,-1.040
4,8:41,4,7,DEN 35,20,35,"Todd Sauerbrun punts 65 yards, touchback",-1.040,-0.280
4,8:33,1,10,IND 20,20,35,Peyton Manning pass incomplete short right intended for Dallas Clark (defended by Elvis Dumervil),0.280,-0.270
4,8:30,2,10,IND 20,20,35,Kenton Keith left tackle for 13 yards (tackle by Domonique Foxworth and Nick Ferguson),-0.270,1.140
4,7:51,1,10,IND 33,20,35,Peyton Manning pass complete short left to Dallas Clark for 13 yards (tackle by Domonique Foxworth),1.140,1.990
4,7:12,1,10,IND 46,20,35,Kenton Keith right end for 11 yards (tackle by Elvis Dumervil),1.990,2.720
4,6:28,1,10,DEN 43,20,35,Peyton Manning pass complete short left to Reggie Wayne for 8 yards (tackle by Dre' Bly),2.720,3.260
4,5:43,2,2,DEN 35,20,35,Luke Lawton up the middle for 4 yards (tackle by Marcus Thomas and D.J. Williams),3.260,3.510
4,5:02,1,10,DEN 31,20,35,Luke Lawton right guard for 4 yards (tackle by Simeon Rice and Nick Ferguson),3.510,3.510
4,4:20,2,6,DEN 27,20,35,Kenton Keith right end for 5 yards (tackle by Nick Ferguson),3.510,3.470
4,3:41,3,1,DEN 22,20,35,Kenton Keith right guard for 9 yards (tackle by Jamie Winborn and Nick Ferguson),3.470,4.710
4,2:56,1,10,DEN 13,20,35,Kenton Keith up the middle for 4 yards (tackle by D.J. Williams and Jamie Winborn),4.710,4.770
4,2:49,,,,20,35,Timeout #1 by Denver Broncos,0.000,4.770
4,2:49,2,6,DEN 9,20,35,Luke Lawton left tackle for 3 yards (tackle by John Engelberger and Jamie Winborn),4.770,4.560
4,2:42,,,,20,35,Timeout #2 by Denver Broncos,0.000,4.560
4,2:42,3,3,DEN 6,20,35,Luke Lawton left tackle for 2 yards (tackle by Marcus Thomas),4.560,3.040
4,2:38,,,,20,35,Timeout #3 by Denver Broncos,0.000,3.040
4,2:38,4,1,DEN 4,20,38,Adam Vinatieri 22 yard field goal good,3.040,3.000
4,,,,IND 30,20,38,"Adam Vinatieri kicks off 70 yards, returned by Domenik Hixon for 20 yards (tackle by Melvin Bullitt)",0.000,0.280
4,2:29,1,10,DEN 20,20,38,"Jay Cutler pass complete short left to Selvin Young for 11 yards (tackle by Edward Johnson). Penalty on Selvin Young: Delay of Game, 5 yards",0.280,0.670
4,2:16,1,10,DEN 26,20,38,Jay Cutler right end for 9 yards (tackle by Kelvin Hayden),0.670,1.350
4,2:09,2,1,DEN 35,20,38,Jay Cutler pass complete short left to Selvin Young for 8 yards,1.350,1.800
4,2:01,1,10,DEN 43,20,38,"Jay Cutler sacked by Dwight Freeney for -6 yards. Jay Cutler fumbles (forced by Dwight Freeney), recovered by Marlin Jackson at IND-48 (tackle by Tony Scheffler)",1.800,-2.130
4,1:57,1,10,IND 48,20,38,Peyton Manning kneels for -1 yards,2.130,1.450
4,1:15,2,11,IND 47,20,38,Peyton Manning kneels for -2 yards,1.450,0.500
4,0:39,3,13,IND 45,20,38,Peyton Manning kneels for -1 yards,0.500,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
