Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
4,2:49,,,,13,31,Timeout #1 by New York Giants,0.000,-5.910
4,2:49,2,1,NYG 1,13,37,"Aaron Ripkowski middle for 1 yard, touchdown",5.910,7.000
4,2:43,,,NYG 15,13,38,Mason Crosby kicks extra point good,0.000,0.000
4,2:43,,,GNB 35,13,38,"Mason Crosby kicks off 65 yards, returned by Odell Beckham for 24 yards (tackle by Kyler Fackrell)",0.000,-0.540
4,2:37,1,10,NYG 24,13,38,Eli Manning pass complete short right to Paul Perkins for 17 yards (tackle by Ladarius Gunter),0.540,1.660
4,2:30,1,10,NYG 41,13,38,Eli Manning pass incomplete short right intended for Will Tye (defended by Julius Peppers),1.660,1.120
4,2:27,2,10,NYG 41,13,38,Eli Manning pass complete short left to Paul Perkins for 4 yards (tackle by Damarious Randall),1.120,0.960
4,2:04,3,6,NYG 45,13,38,Eli Manning pass incomplete short middle intended for Paul Perkins,0.960,-0.390
4,2:00,4,6,NYG 45,13,38,Eli Manning pass complete short left to Tavarres King for 18 yards (tackle by Micah Hyde),-0.390,3.120
4,1:37,1,10,GNB 37,13,38,Eli Manning pass complete short left to Rashad Jennings for 4 yards (tackle by Joe Thomas),3.120,3.110
4,1:32,2,6,GNB 33,13,38,Eli Manning pass incomplete deep right intended for Tavarres King,3.110,2.410
4,1:25,3,6,GNB 33,13,38,Eli Manning pass complete short right to Sterling Shepard for 9 yards (tackle by Micah Hyde),2.410,3.970
4,1:07,1,10,GNB 24,13,38,Eli Manning pass incomplete short right intended for Tavarres King,3.970,3.430
4,1:02,2,10,GNB 24,13,38,Eli Manning pass incomplete deep left intended for Sterling Shepard,3.430,2.740
4,0:57,3,10,GNB 24,13,38,Eli Manning left tackle for 11 yards (tackle by Kentrell Brice),2.740,4.710
4,0:34,1,10,GNB 13,13,38,Eli Manning pass incomplete deep right intended for Sterling Shepard is intercepted by Damarious Randall at GNB--7 and returned for 78 yards,4.710,-3.640
4,0:16,1,10,NYG 29,13,38,Aaron Rodgers kneels for -1 yards,3.640,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
