Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
2,11:21,3,6,HOU 24,0,6,"Case Keenum left end for 13 yards (tackle by Daryl Smith). Penalty on Daryl Smith: Unnecessary Roughness, 15 yards",-0.430,2.390
2,10:58,1,10,BAL 48,0,6,Case Keenum pass complete short right to Damaris Johnson for -1 yards (tackle by Pernell McPhee and DeAngelo Tyson),2.390,1.710
2,10:18,2,11,BAL 49,0,6,Case Keenum pass incomplete short left intended for C.J. Fiedorowicz (defended by Daryl Smith),1.710,1.030
2,10:13,3,11,BAL 49,0,6,Case Keenum pass incomplete deep right intended for Andre Johnson,1.030,0.000
2,10:07,4,11,BAL 49,0,6,"Shane Lechler punts 41 yards, out of bounds",0.000,0.380
2,9:57,1,10,BAL 8,0,6,Joe Flacco pass incomplete short left intended for Torrey Smith,-0.380,-0.780
2,9:53,2,10,BAL 8,0,6,"Joe Flacco pass incomplete. Penalty on Joe Flacco: Intentional Grounding, 6 yards",-0.780,-2.120
2,9:49,3,16,BAL 2,0,6,Justin Forsett left tackle for 6 yards (tackle by Kendrick Lewis and Brooks Reed),-2.120,-2.490
2,9:15,4,10,BAL 8,0,6,"Sam Koch punts 49 yards, returned by Keshawn Martin for 6 yards (tackle by Zach Orr)",-2.490,-2.190
2,9:02,1,10,HOU 49,0,6,Case Keenum pass incomplete short right intended for DeAndre Hopkins,2.190,1.650
2,8:54,2,10,HOU 49,0,6,Arian Foster up the middle for 1 yard (tackle by Will Hill and Lawrence Guy),1.650,1.090
2,8:13,3,9,,0,6,Case Keenum pass complete short middle to Damaris Johnson for 2 yards (tackle by C.J. Mosley),1.090,0.070
2,7:43,4,7,BAL 48,0,6,"Shane Lechler punts 34 yards, fair catch by Lardarius Webb",0.070,0.280
2,7:35,1,10,BAL 14,0,6,Justin Forsett left tackle for 2 yards (tackle by Whitney Mercilus and Jared Crick),-0.280,-0.510
2,6:54,2,8,BAL 16,0,6,Joe Flacco pass incomplete short left intended for Torrey Smith (defended by Johnathan Joseph). Penalty on Torrey Smith: Offensive Pass Interference (Declined),-0.510,-1.160
2,6:47,3,8,BAL 16,0,6,Joe Flacco pass incomplete short middle intended for Marlon Brown (defended by D.J. Swearinger),-1.160,-2.390
2,6:42,4,8,BAL 16,0,6,"Sam Koch punts 50 yards, returned by Keshawn Martin for 11 yards (tackle by C.J. Mosley)",-2.390,-1.930
2,6:30,1,10,HOU 45,0,6,Case Keenum pass incomplete short middle intended for DeAndre Hopkins (defended by Pernell McPhee),1.930,1.380
2,6:26,2,10,HOU 45,0,6,Case Keenum pass incomplete short left intended for Damaris Johnson,1.380,0.700
2,6:22,3,10,HOU 45,0,6,Arian Foster left end for 5 yards (tackle by Terrell Suggs),0.700,-0.060
2,5:48,4,5,,0,6,"Shane Lechler punts 50 yards, touchback",-0.060,-0.280
2,5:36,1,10,BAL 20,0,6,Justin Forsett right tackle for 1 yard (tackle by J.J. Watt and Brian Cushing),0.280,-0.130
2,5:04,2,9,BAL 21,0,6,Joe Flacco pass incomplete short left intended for Torrey Smith,-0.130,-0.820
2,4:58,3,9,BAL 21,0,6,Joe Flacco pass incomplete short left intended for Steve Smith is intercepted by A.J. Bouye at BAL-18 and returned for 2 yards,-0.820,-4.510
2,4:51,1,10,BAL 16,0,6,Case Keenum pass complete short middle to Andre Johnson for 4 yards (tackle by Daryl Smith),4.510,4.570
2,4:10,2,6,BAL 12,0,6,Case Keenum pass incomplete short left intended for Andre Johnson,4.570,3.730
2,4:03,3,6,BAL 12,0,6,Case Keenum pass incomplete short right intended for DeAndre Hopkins (defended by Lardarius Webb),3.730,2.660
2,3:57,4,6,BAL 12,0,9,Randy Bullock 30 yard field goal good,2.660,3.000
2,3:57,,,HOU 35,0,9,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
2,3:54,1,10,BAL 20,0,9,Joe Flacco pass incomplete short left intended for Steve Smith,0.280,-0.270
2,3:50,2,10,BAL 20,0,9,Joe Flacco pass incomplete short left intended for Owen Daniels is intercepted by Kareem Jackson at BAL-24 and returned for 5 yards. Penalty on Eugene Monroe: Offensive Holding (Declined),-0.270,-4.310
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,3:40,1,10,BAL 19,0,9,Arian Foster right tackle for -1 yards (tackle by Pernell McPhee),4.310,3.630
2,3:02,2,11,BAL 20,0,9,Arian Foster up the middle for 4 yards (tackle by Daryl Smith and Pernell McPhee),3.630,3.410
2,2:16,3,7,BAL 16,0,9,Case Keenum pass complete short right to Ryan Griffin for 11 yards (tackle by Elvis Dumervil and Jeromy Miles),3.410,6.060
2,2:00,1,5,BAL 5,0,15,"Arian Foster pass complete short right to C.J. Fiedorowicz for 5 yards, touchdown",6.060,7.000
2,2:00,,,BAL 2,0,16,Randy Bullock kicks extra point good,0.000,0.000
2,2:00,,,HOU 35,0,16,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
2,1:53,1,10,BAL 20,0,16,Joe Flacco pass complete short left to Justin Forsett for 10 yards (tackle by Jared Crick),0.280,0.940
2,1:25,1,10,BAL 30,0,16,Joe Flacco pass incomplete deep middle intended for Steve Smith (defended by A.J. Bouye),0.940,0.390
2,1:17,2,10,BAL 30,0,16,Joe Flacco pass incomplete deep right intended for Steve Smith,0.390,0.390
2,1:17,2,10,BAL 30,0,16,Timeout #2 by Baltimore Ravens,0.390,-0.300
2,1:08,3,10,BAL 30,0,16,Joe Flacco pass incomplete deep left intended for Owen Daniels,-0.300,-1.370
2,1:00,4,10,BAL 30,0,16,"Sam Koch punts 54 yards, returned by Keshawn Martin for 7 yards (tackle by Zach Orr)",-1.370,-0.480
2,0:51,1,10,HOU 23,0,16,Case Keenum pass incomplete deep middle intended for Damaris Johnson,0.480,-0.070
2,0:46,2,10,HOU 23,0,16,Arian Foster left tackle for 5 yards (tackle by Timmy Jernigan),-0.070,-0.100
2,0:37,3,5,HOU 28,0,16,Arian Foster up the middle for -2 yards (tackle by Terrell Suggs),-0.100,-0.100
2,0:33,3,5,HOU 28,0,16,Timeout #3 by Baltimore Ravens,-0.100,-1.630
2,0:33,4,7,HOU 26,0,16,"Shane Lechler punts 48 yards, fair catch by Jacoby Jones",-1.630,-0.670
2,0:25,1,10,BAL 26,0,16,Joe Flacco pass incomplete deep middle intended for Steve Smith,0.670,0.130
2,0:20,2,10,BAL 26,0,16,Joe Flacco sacked by Jared Crick for -10 yards,0.130,-2.230
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,16,"Randy Bullock kicks off 71 yards, returned by Jacoby Jones for 40 yards (tackle by Jumal Rolle)",0.000,1.200
3,14:54,1,10,BAL 34,0,16,Joe Flacco pass incomplete short right intended for Owen Daniels,1.200,0.660
3,14:46,2,10,BAL 34,0,16,Justin Forsett left tackle for 6 yards (tackle by Danieal Manning),0.660,0.760
3,14:10,3,4,BAL 40,0,16,Justin Forsett left tackle for 2 yards (tackle by Brooks Reed),0.760,-0.590
3,13:54,4,2,BAL 42,0,16,"Sam Koch punts 50 yards, fair catch by Keshawn Martin",-0.590,0.380
3,13:45,1,10,HOU 8,0,16,Arian Foster up the middle for 1 yard (tackle by C.J. Mosley and Timmy Jernigan),-0.380,-0.710
3,13:05,2,9,HOU 9,0,16,Case Keenum pass incomplete short middle intended for Arian Foster,-0.710,-1.300
3,13:00,3,9,HOU 9,0,16,Arian Foster right tackle for 1 yard (tackle by Timmy Jernigan and Daryl Smith),-1.300,-2.490
3,12:32,4,8,HOU 10,0,16,"Shane Lechler punts 54 yards, returned by Jacoby Jones for 45 yards (tackle by Danieal Manning). Penalty on Akeem Dent: Illegal Block Above the Waist, 10 yards",-2.490,-5.140
3,12:14,1,9,HOU 9,0,16,Joe Flacco pass incomplete short left intended for Steve Smith,5.140,4.380
3,12:08,2,9,HOU 9,0,16,"Fitzgerald Toussaint right end for -8 yards (tackle by J.J. Watt and D.J. Swearinger). Penalty on Jerrell Powe: Unnecessary Roughness, 9 yards",4.380,5.370
3,11:54,1,8,HOU 8,0,16,Justin Forsett right tackle for no gain (tackle by J.J. Watt),5.370,4.570
3,11:13,2,8,HOU 8,6,16,"Joe Flacco pass complete short middle to Torrey Smith for 8 yards, touchdown",4.570,7.000
3,11:13,,,HOU 2,7,16,Justin Tucker kicks extra point good,0.000,0.000
3,11:13,,,BAL 35,7,16,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
3,11:10,1,10,HOU 20,7,16,Case Keenum pass incomplete short right intended for Andre Johnson,0.280,-0.270
,,,,,,,"HOU challenged the incomplete pass ruling, and the play was upheld.",,
3,11:04,2,10,HOU 20,7,16,Case Keenum pass incomplete short left intended for Arian Foster,-0.270,-0.960
3,11:00,3,10,HOU 20,7,16,"Case Keenum pass incomplete. Terrell Suggs fumbles (forced by Elvis Dumervil), recovered by Daryl Smith at HOU-17",-0.960,-2.030
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
3,10:57,4,10,HOU 20,7,16,"Shane Lechler punts 51 yards, fair catch by Jacoby Jones",-2.030,-0.870
3,10:49,1,10,BAL 29,7,16,Joe Flacco pass incomplete deep middle intended for Torrey Smith is intercepted by Kareem Jackson at BAL-46 and returned for 27 yards,0.870,-4.310
3,10:37,1,10,BAL 19,7,16,Arian Foster up the middle for 7 yards (tackle by Pernell McPhee),4.310,4.920
3,10:18,2,3,BAL 12,7,16,Arian Foster right end for 2 yards (tackle by Lardarius Webb),4.920,4.690
3,9:48,3,1,BAL 10,7,16,"Case Keenum pass complete short left to DeAndre Hopkins for 7 yards (tackle by Rashaan Melvin). DeAndre Hopkins fumbles (forced by Rashaan Melvin), ball out of bounds at BAL-3",4.690,6.510
3,9:30,1,3,BAL 3,7,16,Case Keenum up the middle for no gain (tackle by Darian Stewart),6.510,5.530
3,8:54,2,3,BAL 3,7,16,Case Keenum pass complete short right to Andre Johnson for 1 yard (tackle by Lardarius Webb),5.530,4.950
3,8:10,3,2,BAL 2,7,16,Case Keenum pass incomplete short left intended for Andre Johnson. Penalty on Damaris Johnson: Offensive Pass Interference (Declined),4.950,3.250
3,8:07,4,2,BAL 2,7,19,Randy Bullock 20 yard field goal good,3.250,3.000
3,8:07,,,HOU 35,7,19,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
3,8:04,1,10,BAL 20,7,19,Joe Flacco pass complete short middle to Crockett Gillmore for 9 yards (tackle by D.J. Swearinger),0.280,0.950
3,7:37,2,1,BAL 29,7,19,"Bernard Pierce left guard for no gain (tackle by J.J. Watt). Penalty on James Hurst: Offensive Holding, 10 yards (no play)",0.950,-0.460
3,7:07,2,11,BAL 19,7,19,Joe Flacco pass complete short left to Torrey Smith for 8 yards (tackle by Johnathan Joseph),-0.460,-0.030
3,6:29,3,3,BAL 27,7,19,Joe Flacco pass complete short left to Marlon Brown for 10 yards (tackle by Johnathan Joseph),-0.030,1.400
3,6:06,1,10,BAL 37,7,19,Joe Flacco pass complete short right to Justin Forsett for -2 yards (tackle by Brooks Reed),1.400,0.590
3,5:20,2,12,BAL 35,7,19,Joe Flacco pass incomplete deep right intended for Torrey Smith,0.590,-0.100
3,5:10,3,12,BAL 35,7,19,Joe Flacco pass incomplete deep middle intended for Marlon Brown,-0.100,-1.040
3,5:03,4,12,BAL 35,7,19,"Sam Koch punts 35 yards, out of bounds",-1.040,-0.940
3,4:57,1,10,HOU 30,7,19,Case Keenum pass complete short left to Ryan Griffin for 6 yards (tackle by Daryl Smith),0.940,1.200
3,4:31,2,4,HOU 36,7,19,Case Keenum pass complete short left to DeAndre Hopkins for 6 yards (tackle by Lardarius Webb),1.200,1.730
3,4:18,1,10,HOU 42,7,19,Case Keenum pass complete short right to DeAndre Hopkins for 9 yards (tackle by Courtney Upshaw),1.730,2.400
3,3:48,2,1,BAL 49,7,19,Case Keenum up the middle for 3 yards (tackle by Daryl Smith),2.400,2.520
3,3:23,1,10,BAL 46,7,19,Case Keenum pass complete short left to C.J. Fiedorowicz for 7 yards (tackle by Pernell McPhee and Daryl Smith),2.520,2.920
3,2:59,2,3,BAL 39,7,19,Jonathan Grimes left tackle for 2 yards (tackle by Chris Canty and Daryl Smith),2.920,2.480
3,2:16,3,1,BAL 37,7,19,Alfred Blue left guard for 2 yards (tackle by Daryl Smith),2.480,3.250
3,1:45,1,10,BAL 35,7,19,Case Keenum pass complete short left to DeAndre Hopkins for 9 yards (tackle by Rashaan Melvin),3.250,3.920
3,1:33,2,1,BAL 26,7,19,Case Keenum up the middle for 3 yards (tackle by Will Hill),3.920,4.040
3,0:53,1,10,BAL 23,7,19,Arian Foster left guard for 7 yards (tackle by Timmy Jernigan),4.040,4.560
3,0:28,2,3,BAL 16,7,19,Arian Foster left guard for no gain (tackle by Terrell Suggs),4.560,3.850
Quarter,Time,Down,ToGo,Location,BAL,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,BAL 16,7,19,"Penalty on Jeff Adams: False Start, 5 yards (no play)",3.850,3.070
4,15:00,3,8,BAL 21,7,19,Case Keenum pass incomplete deep left intended for DeAndre Hopkins,3.070,2.060
4,14:54,4,8,BAL 21,7,22,Randy Bullock 39 yard field goal good,2.060,3.000
4,14:54,,,HOU 35,7,22,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
4,14:50,1,10,BAL 20,7,22,"Joe Flacco pass incomplete deep middle intended for Torrey Smith. Penalty on Kelechi Osemele: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,14:44,1,20,BAL 10,7,22,Joe Flacco pass complete short right to Jacoby Jones for 11 yards (tackle by Johnathan Joseph),-0.760,-0.130
4,14:17,2,9,BAL 21,7,22,"Joe Flacco pass incomplete. Penalty on Brian Cushing: Roughing the Passer, 15 yards (no play)",-0.130,1.330
4,14:12,1,10,BAL 36,7,22,Justin Forsett up the middle for 2 yards (tackle by J.J. Watt and Jared Crick),1.330,1.060
4,13:44,2,8,BAL 38,7,22,Joe Flacco pass incomplete short middle intended for Owen Daniels (defended by D.J. Swearinger),1.060,0.370
4,13:40,3,8,BAL 38,7,22,Joe Flacco pass complete short right to Steve Smith for 11 yards (tackle by Darryl Morris),0.370,2.190
4,13:11,1,10,BAL 49,7,22,Joe Flacco pass complete short right to Steve Smith for 5 yards (tackle by Darryl Morris),2.190,2.320
4,12:42,2,5,HOU 46,7,22,Joe Flacco pass incomplete deep right intended for Marlon Brown,2.320,1.620
4,12:35,3,5,HOU 46,7,22,Joe Flacco pass incomplete short left intended for Marlon Brown,1.620,1.620
4,12:30,3,5,HOU 46,7,22,Timeout #1 by Baltimore Ravens,1.620,0.200
4,12:30,4,5,HOU 46,7,22,Joe Flacco pass incomplete short middle intended for Torrey Smith (defended by A.J. Bouye),0.200,-1.990
4,12:26,1,10,HOU 46,7,22,Arian Foster up the middle for no gain (tackle by Darian Stewart),1.990,1.450
4,12:00,2,10,HOU 46,7,22,Arian Foster left tackle for 34 yards (tackle by Rashaan Melvin),1.450,4.240
4,11:24,1,10,BAL 20,7,22,Alfred Blue up the middle for no gain (tackle by Courtney Upshaw),4.240,3.690
4,10:40,2,10,BAL 20,7,22,"Case Keenum pass complete short left to DeAndre Hopkins for 5 yards (tackle by Lardarius Webb). Penalty on Terrell Suggs: Defensive Offside, 5 yards (no play)",3.690,4.450
4,10:10,2,5,BAL 15,7,22,Case Keenum pass incomplete short right intended for Jay Prosch,4.450,3.700
4,10:04,3,5,BAL 15,7,22,Case Keenum pass incomplete short left intended for Andre Johnson,3.700,2.490
4,9:59,4,5,BAL 15,7,25,Randy Bullock 33 yard field goal good,2.490,3.000
4,9:59,,,HOU 35,7,25,"Randy Bullock kicks off 69 yards, returned by Jacoby Jones for 28 yards (tackle by Anthony Denham)",0.000,-0.540
4,9:48,1,10,BAL 24,7,25,Joe Flacco pass complete short right to Justin Forsett for 3 yards (tackle by J.J. Watt),0.540,0.400
4,9:17,2,7,BAL 27,7,25,Joe Flacco pass complete short left to Justin Forsett for 2 yards (tackle by Jumal Rolle),0.400,-0.030
4,8:32,3,5,BAL 29,7,25,Joe Flacco pass complete short middle to Owen Daniels for 7 yards (tackle by Danieal Manning),-0.030,1.330
4,8:06,1,10,BAL 36,7,25,Fitzgerald Toussaint left tackle for 12 yards (tackle by Kendrick Lewis),1.330,2.130
4,7:39,1,10,BAL 48,7,25,Joe Flacco pass complete short right to Fitzgerald Toussaint for 5 yards (tackle by A.J. Bouye),2.130,2.260
4,7:10,2,5,HOU 47,7,25,"Penalty on Kamar Aiken: False Start, 5 yards (no play)",2.260,1.580
4,6:52,2,10,BAL 48,7,25,Joe Flacco pass complete short left to Jacoby Jones for 17 yards (tackle by D.J. Swearinger and Danieal Manning),1.580,3.250
4,6:20,1,10,HOU 35,7,25,"Joe Flacco pass incomplete short left intended for Marlon Brown. Penalty on J.J. Watt: Roughing the Passer, 15 yards (no play)",3.250,4.240
4,6:15,1,10,HOU 20,7,25,Joe Flacco pass incomplete deep left intended for Torrey Smith,4.240,3.690
4,6:08,2,10,HOU 20,7,25,Joe Flacco pass incomplete short left intended for Fitzgerald Toussaint,3.690,3.010
4,6:04,3,10,HOU 20,13,25,"Joe Flacco pass complete short right to Torrey Smith for 20 yards, touchdown",3.010,7.000
4,6:04,,,,13,25,"Two Point Attempt: Joe Flacco, conversion fails",0.000,-1.000
4,6:04,,,BAL 35,13,25,"Justin Tucker kicks onside 12 yards, recovered by Andre Johnson",0.000,-2.460
4,5:55,1,10,BAL 47,13,25,Arian Foster right end for -1 yards (tackle by Will Hill),2.460,1.780
4,5:10,2,11,BAL 48,13,25,Alfred Blue right tackle for -1 yards (tackle by Courtney Upshaw),1.780,0.960
4,4:25,3,12,BAL 49,13,25,Arian Foster up the middle for 1 yard (tackle by Courtney Upshaw and Daryl Smith),0.960,0.960
4,4:20,3,12,BAL 49,13,25,Timeout #2 by Baltimore Ravens,0.960,0.070
4,4:19,4,11,BAL 48,13,25,Shane Lechler punts 46 yards,0.070,0.380
4,4:11,1,10,BAL 2,13,25,Joe Flacco pass complete short left to Torrey Smith for 3 yards (tackle by A.J. Bouye),-0.380,-0.560
4,3:44,2,7,BAL 5,13,25,Joe Flacco pass complete short middle to Torrey Smith for 20 yards (tackle by A.J. Bouye),-0.560,0.610
4,3:19,1,10,BAL 25,13,25,Joe Flacco pass complete short middle to Steve Smith for 16 yards (tackle by Darryl Morris),0.610,1.660
4,2:53,1,10,BAL 41,13,25,Joe Flacco pass incomplete,1.660,1.120
4,2:45,2,10,BAL 41,13,25,Joe Flacco pass incomplete short left intended for Fitzgerald Toussaint,1.120,0.430
4,2:38,3,10,BAL 41,13,25,Joe Flacco pass incomplete short left intended for Fitzgerald Toussaint,0.430,0.430
4,2:34,3,10,BAL 41,13,25,Timeout #2 by Houston Texans,0.430,-0.650
4,2:34,4,10,BAL 41,13,25,Joe Flacco sacked by J.J. Watt for -7 yards,-0.650,-3.380
4,2:27,1,10,BAL 33,13,25,Alfred Blue left guard for 2 yards (tackle by Daryl Smith and Brandon Williams),3.380,3.380
4,2:21,1,10,BAL 33,13,25,Timeout #3 by Baltimore Ravens,3.380,3.110
4,2:21,2,8,BAL 31,13,25,Alfred Blue left tackle for -4 yards (tackle by Will Hill and Courtney Upshaw),3.110,1.880
4,2:00,3,12,BAL 35,13,25,Alfred Blue left tackle for -2 yards (tackle by Darian Stewart and Will Hill),1.880,0.790
4,2:00,4,14,BAL 37,13,25,Penalty on HOU: Delay of Game (Declined),0.790,0.790
4,1:11,4,14,BAL 37,13,25,"Shane Lechler punts 37 yards, touchback",0.790,-0.280
4,1:04,1,10,BAL 20,13,25,Joe Flacco pass complete short left to Fitzgerald Toussaint for 15 yards (tackle by Kendrick Lewis),0.280,1.270
4,0:34,1,10,BAL 35,13,25,Fitzgerald Toussaint up the middle for 5 yards (tackle by Kareem Jackson),1.270,1.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
