Quarter,Time,Down,ToGo,Location,DEN,STL,Detail,EPB,EPA
2,9:34,3,2,STL 28,0,10,Shaun Hill pass complete short middle to Stedman Bailey for 10 yards (tackle by Rahim Moore and Aqib Talib),0.100,1.470
2,8:51,1,10,STL 38,0,10,Shaun Hill pass complete deep right to Kenny Britt for 21 yards (tackle by Steven Johnson),1.470,2.850
2,8:13,1,10,DEN 41,0,10,Shaun Hill pass complete short right to Kenny Britt for 11 yards (tackle by Marvin Austin and Aqib Talib),2.850,3.580
2,7:31,1,10,DEN 30,0,10,Tre Mason right guard for 7 yards (tackle by Brandon Marshall and Steven Johnson),3.580,3.980
2,6:55,2,3,DEN 23,0,10,Shaun Hill pass complete short left to Tavon Austin for 5 yards (tackle by Brandon Marshall),3.980,4.370
2,6:12,1,10,DEN 18,0,10,Shaun Hill pass complete short middle to Lance Kendricks for 8 yards (tackle by Steven Johnson),4.370,5.230
2,5:32,2,2,DEN 10,0,10,Tre Mason up the middle for -1 yards (tackle by Malik Jackson),5.230,5.230
2,4:48,2,2,DEN 10,0,10,Timeout #1 by St. Louis Rams,5.230,4.260
2,4:48,3,3,DEN 11,0,10,Shaun Hill pass complete short middle to Shaun Hill for no gain,4.260,2.800
2,4:00,4,3,DEN 11,0,13,Greg Zuerlein 29 yard field goal good,2.800,3.000
2,4:00,,,STL 35,0,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,3:57,1,10,DEN 20,0,13,Peyton Manning pass complete deep right to Demaryius Thomas for 23 yards (tackle by Alec Ogletree),0.280,1.800
2,3:16,1,10,DEN 43,0,13,Peyton Manning pass complete short right to Demaryius Thomas for 15 yards (tackle by Rodney McLeod),1.800,2.790
2,2:40,1,10,STL 42,0,13,Peyton Manning pass incomplete short left intended for Emmanuel Sanders (defended by E.J. Gaines),2.790,2.240
2,2:33,2,10,STL 42,0,13,Peyton Manning pass incomplete short right intended for Wes Welker,2.240,1.550
2,2:28,3,10,STL 42,6,13,"Peyton Manning pass complete deep left to Emmanuel Sanders for 42 yards, touchdown",1.550,7.000
2,2:28,,,STL 2,7,13,Brandon McManus kicks extra point good,0.000,0.000
2,2:28,,,DEN 35,7,13,"Brandon McManus kicks off 71 yards, returned by Benny Cunningham for 24 yards (tackle by Omar Bolden)",0.000,-0.040
2,2:16,1,10,STL 18,7,13,Shaun Hill pass complete short right to Benny Cunningham for 12 yards (tackle by Malik Jackson),0.040,0.940
2,2:00,1,10,STL 30,7,13,Shaun Hill pass complete short left to Benny Cunningham for no gain,0.940,0.390
2,1:18,2,10,STL 30,7,13,Benny Cunningham up the middle for 6 yards (tackle by Rahim Moore),0.390,0.500
2,0:31,3,4,STL 36,7,13,Benny Cunningham right end for 1 yard (tackle by Von Miller),0.500,0.500
2,0:23,3,4,STL 36,7,13,Timeout #1 by Denver Broncos,0.500,-0.910
2,0:23,4,3,STL 37,7,13,"Johnny Hekker punts 46 yards, fair catch by Isaiah Burse",-0.910,0.060
2,0:16,1,10,DEN 17,7,13,Peyton Manning kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,DEN,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,7,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,7,13,Peyton Manning pass complete short middle to Jacob Tamme for 10 yards (tackle by E.J. Gaines),0.280,0.940
3,14:31,1,10,DEN 30,7,13,C.J. Anderson up the middle for 4 yards (tackle by James Laurinaitis),0.940,0.930
3,14:03,2,6,DEN 34,7,13,Peyton Manning pass complete short right to Emmanuel Sanders for 13 yards (tackle by Michael Brockers),0.930,2.060
3,13:28,1,10,DEN 47,7,13,"Peyton Manning pass incomplete deep right intended for Emmanuel Sanders (defended by Robert Quinn). Penalty on Rodney McLeod: Unnecessary Roughness, 15 yards, Penalty on Trumaine Johnson: Illegal Contact (Declined)",2.060,3.050
3,13:19,1,10,STL 38,7,13,C.J. Anderson up the middle for no gain (tackle by Eugene Sims),3.050,2.510
3,12:45,2,10,STL 38,7,13,Peyton Manning pass incomplete short right intended for Jacob Tamme (defended by T.J. McDonald),2.510,1.820
3,12:40,3,10,STL 38,7,13,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,1.820,0.720
3,12:35,4,10,STL 38,7,13,"Penalty on Lerentee McCray: False Start, 5 yards (no play)",0.720,0.400
3,12:35,4,15,STL 43,7,13,"Britton Colquitt punts 28 yards, fair catch by Tavon Austin",0.400,0.220
3,12:29,1,10,STL 15,7,13,Shaun Hill pass complete short right to Jared Cook for 7 yards (tackle by Brandon Marshall),-0.220,0.350
3,12:02,2,3,STL 22,7,13,Tre Mason left tackle for no gain (tackle by Derek Wolfe),0.350,-0.510
3,11:24,3,3,STL 22,7,13,Shaun Hill pass complete short left to Benny Cunningham for 7 yards (tackle by Brandon Marshall),-0.510,0.870
3,10:40,1,10,STL 29,7,13,Shaun Hill pass incomplete short right intended for Tre Mason,0.870,0.330
3,10:34,2,10,STL 29,7,13,Shaun Hill pass incomplete deep right intended for Lance Kendricks,0.330,-0.360
3,10:30,3,10,STL 29,7,13,Shaun Hill pass complete short middle to Benny Cunningham for 12 yards (tackle by Quinton Carter),-0.360,1.660
3,9:48,1,10,STL 41,7,13,Tre Mason left guard for no gain (tackle by Malik Jackson),1.660,1.120
3,9:11,2,10,STL 41,7,13,Shaun Hill pass complete short right to Tre Mason for 1 yard (tackle by Brandon Marshall),1.120,0.560
3,8:26,3,9,STL 42,7,13,Shaun Hill pass incomplete deep right intended for Kenny Britt,0.560,-0.590
3,8:19,4,9,STL 42,7,13,"Johnny Hekker punts 45 yards, fair catch by Isaiah Burse",-0.590,0.320
3,8:12,1,10,DEN 13,7,13,C.J. Anderson right tackle for 9 yards (tackle by James Laurinaitis and E.J. Gaines),-0.320,0.490
3,7:49,2,1,DEN 22,7,13,C.J. Anderson up the middle for 3 yards (tackle by Alec Ogletree and Ethan Westbrooks),0.490,0.610
3,7:17,1,10,DEN 25,7,13,"Peyton Manning pass incomplete short middle intended for Demaryius Thomas. Penalty on Louis Vasquez: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,7:11,1,20,DEN 15,7,13,Peyton Manning pass complete short left to C.J. Anderson for 9 yards (tackle by Janoris Jenkins),-0.410,-0.070
3,6:39,2,11,DEN 24,7,13,Peyton Manning pass complete short right to Demaryius Thomas for 3 yards (tackle by Trumaine Johnson),-0.070,-0.360
3,6:17,3,8,DEN 27,7,13,"Penalty on Janoris Jenkins: Delay of Game, 5 yards (no play)",-0.360,0.300
3,6:04,3,3,DEN 32,7,13,Peyton Manning pass incomplete deep left intended for Jacob Tamme,0.300,-1.240
3,5:59,4,3,DEN 32,7,13,"Britton Colquitt punts 45 yards, returned by Tavon Austin for 10 yards (tackle by Lamin Barrow). Penalty on Lamin Barrow: Horse Collar Tackle, 15 yards",-1.240,-2.130
3,5:48,1,10,STL 48,7,13,Tre Mason right tackle for 4 yards (tackle by Marvin Austin),2.130,2.120
3,5:11,2,6,DEN 48,7,13,Tre Mason left end for 27 yards (tackle by Rahim Moore),2.120,4.170
3,4:43,1,10,DEN 21,7,13,Tre Mason right guard for 1 yard (tackle by Terrance Knighton),4.170,3.760
3,4:00,2,9,DEN 20,7,13,Tavon Austin left end for 9 yards (tackle by DeMarcus Ware),3.760,4.840
3,3:15,1,10,DEN 11,7,13,Tre Mason up the middle for 1 yard (tackle by Marvin Austin),4.840,4.320
3,2:31,2,9,DEN 10,7,13,Shaun Hill pass complete short right to Stedman Bailey for 6 yards (tackle by Brandon Marshall and Quinton Carter),4.320,4.670
3,1:49,3,3,DEN 4,7,13,Shaun Hill pass incomplete short right intended for Kenny Britt,4.670,3.030
3,1:43,4,3,DEN 4,7,16,Greg Zuerlein 22 yard field goal good,3.030,3.000
3,1:43,,,STL 35,7,16,"Greg Zuerlein kicks off 64 yards, returned by Andre Caldwell for 10 yards (tackle by Maurice Alexander)",0.000,0.370
3,1:37,1,10,DEN 11,7,16,Peyton Manning pass complete short right to C.J. Anderson for 7 yards (tackle by Alec Ogletree),-0.370,0.000
3,1:07,2,3,DEN 18,7,16,Peyton Manning pass complete short right to Demaryius Thomas for 16 yards (tackle by Alec Ogletree),0.000,1.200
3,0:45,1,10,DEN 34,7,16,Peyton Manning pass complete short middle to C.J. Anderson for 12 yards (tackle by Alec Ogletree and James Laurinaitis),1.200,1.990
3,0:19,1,10,DEN 46,7,16,Peyton Manning sacked by James Laurinaitis for -8 yards,1.990,0.370
Quarter,Time,Down,ToGo,Location,DEN,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,DEN 38,7,16,Peyton Manning pass incomplete short left intended for Jacob Tamme is intercepted by Alec Ogletree at STL-47,0.370,-2.060
4,14:55,1,10,STL 47,7,16,Shaun Hill pass incomplete deep right intended for Jared Cook,2.060,1.520
4,14:49,2,10,STL 47,7,16,Shaun Hill pass incomplete short right intended for Tavon Austin,1.520,0.830
4,14:46,3,10,STL 47,7,16,Shaun Hill pass complete short middle to Stedman Bailey for 10 yards (tackle by Quinton Carter),0.830,2.720
4,14:07,1,10,DEN 43,7,16,Tre Mason right tackle for 3 yards (tackle by DeMarcus Ware and Brandon Marshall),2.720,2.580
4,13:28,2,7,DEN 40,7,16,Tre Mason left tackle for 3 yards (tackle by Marvin Austin),2.580,2.280
4,12:45,3,4,DEN 37,7,16,Shaun Hill sacked by Derek Wolfe for 0 yards,2.280,0.790
4,12:04,4,4,DEN 37,7,19,Greg Zuerlein 55 yard field goal good,0.790,3.000
4,12:04,,,STL 35,7,19,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,11:59,1,10,DEN 20,7,19,Peyton Manning pass complete deep right to Demaryius Thomas for 17 yards (tackle by Trumaine Johnson),0.280,1.400
4,11:45,1,10,DEN 37,7,19,Peyton Manning pass complete short middle to Wes Welker for 13 yards (tackle by Alec Ogletree and James Laurinaitis),1.400,2.260
4,11:12,1,10,,7,19,Peyton Manning pass complete short left to Andre Caldwell for 3 yards (tackle by T.J. McDonald),2.260,2.120
4,10:42,2,7,STL 47,7,19,Peyton Manning pass complete short left to Andre Caldwell for 13 yards (tackle by Janoris Jenkins),2.120,3.310
4,10:32,1,10,STL 34,7,19,Peyton Manning pass incomplete short left intended for C.J. Anderson (defended by Robert Quinn),3.310,2.770
4,10:24,2,10,STL 34,7,19,Peyton Manning pass complete short left to Jacob Tamme for 6 yards (tackle by Alec Ogletree),2.770,2.870
4,9:52,3,4,STL 28,7,19,Peyton Manning pass incomplete short left intended for C.J. Anderson (defended by Robert Quinn),2.870,1.650
4,9:47,4,4,STL 28,7,19,Peyton Manning sacked by Aaron Donald for -12 yards,1.650,-1.600
4,9:41,1,10,STL 40,7,19,Tre Mason left tackle for 3 yards (tackle by Sylvester Williams),1.600,1.460
4,9:00,2,7,STL 43,7,19,Shaun Hill pass complete short right to Jared Cook for 9 yards (tackle by T.J. Ward),1.460,2.390
4,8:30,1,10,DEN 48,7,19,Tre Mason up the middle for 2 yards (tackle by Malik Jackson),2.390,2.120
4,7:43,2,8,DEN 46,7,19,"Shaun Hill sacked by DeMarcus Ware for -8 yards. Shaun Hill fumbles (forced by DeMarcus Ware), recovered by Shaun Hill at STL-45",2.120,2.120
4,7:30,2,8,DEN 46,7,19,Timeout #1 by Denver Broncos,2.120,0.230
4,7:30,3,17,STL 45,7,19,Tre Mason left end for -1 yards (tackle by DeMarcus Ware),0.230,-0.460
4,6:48,4,18,STL 44,7,19,"Johnny Hekker punts 39 yards, returned by Isaiah Burse for no gain",-0.460,0.060
4,6:39,1,10,DEN 17,7,19,Peyton Manning pass complete short left to Jacob Tamme for 7 yards (tackle by James Laurinaitis),-0.060,0.480
4,6:15,2,3,DEN 24,7,19,"Penalty on Orlando Franklin: False Start, 5 yards (no play)",0.480,-0.250
4,5:59,2,8,DEN 19,7,19,Peyton Manning pass complete short right to C.J. Anderson for 9 yards (tackle by E.J. Gaines and Alec Ogletree),-0.250,0.810
4,5:30,1,10,DEN 28,7,19,Peyton Manning pass incomplete deep right intended for Demaryius Thomas is intercepted by Trumaine Johnson at DEN-45 and returned for 4 yards,0.810,-2.850
4,5:23,1,10,DEN 41,7,19,Tre Mason left guard for 3 yards (tackle by Rahim Moore),2.850,2.850
4,5:17,1,10,DEN 41,7,19,Timeout #2 by Denver Broncos,2.850,2.710
4,5:17,2,7,DEN 38,7,19,Tre Mason left tackle for no gain (tackle by Von Miller),2.710,2.710
4,5:12,2,7,DEN 38,7,19,Timeout #3 by Denver Broncos,2.710,2.020
4,5:12,3,7,DEN 38,7,19,Tre Mason left end for 3 yards (tackle by Brandon Marshall),2.020,0.980
4,4:48,4,4,DEN 35,7,22,Greg Zuerlein 53 yard field goal good,0.980,3.000
4,4:48,,,STL 35,7,22,"Greg Zuerlein kicks off 65 yards, touchback. Penalty on Maurice Alexander: Offside on Free Kick, 5 yards",0.000,-0.610
4,4:43,1,10,DEN 25,7,22,Peyton Manning pass complete short left to C.J. Anderson for 15 yards (tackle by James Laurinaitis),0.610,1.600
4,4:15,1,10,DEN 40,7,22,Peyton Manning pass complete short middle to C.J. Anderson for 10 yards (tackle by Aaron Donald),1.600,2.260
4,3:50,1,10,,7,22,"Peyton Manning pass complete short right to Wes Welker for 7 yards. Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",2.260,1.600
4,3:45,1,20,DEN 40,7,22,Peyton Manning pass complete short middle to Juwan Thompson for 5 yards (tackle by Alec Ogletree),1.600,1.040
4,3:16,2,15,DEN 45,7,22,Peyton Manning pass incomplete deep left intended for Andre Caldwell (defended by T.J. McDonald),1.040,0.370
4,3:10,3,15,DEN 45,7,22,Peyton Manning pass complete short middle to Demaryius Thomas for 14 yards (tackle by Mark Barron),0.370,0.530
4,2:30,4,1,STL 41,7,22,Peyton Manning pass incomplete short left intended for Demaryius Thomas (defended by Alec Ogletree),0.530,-1.660
4,2:27,1,10,STL 41,7,22,Tre Mason right tackle for 1 yard (tackle by Marvin Austin),1.660,1.260
4,2:00,2,9,STL 42,7,22,Tre Mason up the middle for -3 yards (tackle by Sylvester Williams),1.260,1.260
4,1:16,2,9,STL 42,7,22,Timeout #1 by St. Louis Rams,1.260,0.170
4,1:16,3,12,STL 39,7,22,Tre Mason up the middle for 10 yards (tackle by Steven Johnson),0.170,0.170
4,0:31,3,12,STL 39,7,22,Timeout #2 by St. Louis Rams,0.170,-0.130
4,0:31,4,2,STL 49,7,22,"Johnny Hekker punts 39 yards, fair catch by Isaiah Burse",-0.130,0.350
4,0:24,1,10,DEN 12,7,22,Peyton Manning pass complete short middle to Andre Caldwell for 15 yards (tackle by Janoris Jenkins),-0.350,0.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
