Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
2,0:02,4,3,TEN 24,21,20,Rian Lindell 42 yard field goal good,1.970,3.000
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,21,20,"Rob Bironas kicks off 65 yards, returned by Leodis McKelvin for 46 yards (tackle by Ryan Mouton)",0.000,1.990
3,14:51,1,10,BUF 46,21,20,"Penalty on T.J. Graham: False Start, 5 yards (no play)",1.990,1.660
3,14:51,1,15,BUF 41,21,20,"Ryan Fitzpatrick sacked by Kamerion Wimbley for -9 yards. Ryan Fitzpatrick fumbles (forced by Kamerion Wimbley), recovered by Derrick Morgan at BUF-32 (tackle by Chris Hairston)",1.660,-3.450
3,14:43,1,10,BUF 32,21,20,Chris Johnson up the middle for 1 yard (tackle by Mario Williams and Kyle Williams),3.450,3.040
3,14:07,2,9,BUF 31,21,20,Matt Hasselbeck pass incomplete deep right intended for Nate Washington (defended by Aaron Williams),3.040,2.340
3,14:00,3,9,BUF 31,21,20,Matt Hasselbeck pass complete short left to Kendall Wright for 11 yards (tackle by George Wilson),2.340,4.240
3,13:27,1,10,BUF 20,21,20,Chris Johnson up the middle for -1 yards (tackle by Nick Barnett),4.240,3.560
3,12:44,2,11,BUF 21,21,20,Matt Hasselbeck pass complete short middle to Damian Williams for 11 yards (tackle by Justin Rogers and George Wilson),3.560,4.910
3,12:05,1,10,BUF 10,21,20,Chris Johnson left tackle for 9 yards (tackle by Kelvin Sheppard),4.910,5.910
3,11:55,2,1,BUF 1,21,20,Matt Hasselbeck pass incomplete short right intended for Jared Cook,5.910,5.170
3,11:48,3,1,BUF 1,27,20,"Jamie Harper up the middle for 1 yard, touchdown",5.170,7.000
3,11:48,,,BUF 2,28,20,Rob Bironas kicks extra point good,0.000,0.000
3,11:45,,,TEN 35,28,20,"Rob Bironas kicks off 51 yards, returned by Brad Smith for 20 yards (tackle by Patrick Bailey)",0.000,1.200
3,11:38,1,10,BUF 34,28,20,C.J. Spiller up the middle for 2 yards (tackle by Jordan Babineaux and Jurrell Casey),1.200,0.930
3,11:05,2,8,BUF 36,28,20,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 11 yards (tackle by Jordan Babineaux),0.930,2.060
3,10:29,1,10,BUF 47,28,20,Ryan Fitzpatrick pass complete deep right to Donald Jones for 20 yards (tackle by Michael Griffin),2.060,3.380
3,9:51,1,10,TEN 33,28,20,Ryan Fitzpatrick pass complete short right to Fred Jackson for 3 yards (tackle by Akeem Ayers),3.380,3.240
3,9:12,2,7,TEN 30,28,20,C.J. Spiller up the middle for 6 yards (tackle by Michael Griffin and Kamerion Wimbley),3.240,3.340
3,8:29,3,1,TEN 24,28,20,Ryan Fitzpatrick pass complete short right to C.J. Spiller for 9 yards (tackle by Tim Shaw),3.340,4.580
3,7:56,1,10,TEN 15,28,26,"Ryan Fitzpatrick pass complete short middle to Donald Jones for 15 yards, touchdown",4.580,7.000
3,7:56,,,TEN 2,28,27,Rian Lindell kicks extra point good,0.000,0.000
3,7:52,,,BUF 35,28,27,"Rian Lindell kicks off 65 yards, returned by Darius Reynaud for 32 yards (tackle by Nigel Bradham)",0.000,1.070
3,7:40,1,10,TEN 32,28,27,Chris Johnson right guard for 8 yards (tackle by George Wilson),1.070,1.610
3,6:59,2,2,TEN 40,28,27,Chris Johnson right end for 3 yards (tackle by Nigel Bradham),1.610,1.800
3,6:17,1,10,TEN 43,28,27,Matt Hasselbeck sacked by Chris Kelsay for -4 yards,1.800,0.710
3,5:36,2,14,TEN 39,28,27,Matt Hasselbeck pass incomplete deep middle intended for Damian Williams,0.710,0.040
3,5:29,3,14,TEN 39,28,27,Matt Hasselbeck pass complete short middle to Kenny Britt for 4 yards (tackle by Nick Barnett),0.040,-0.520
3,4:50,4,10,TEN 43,28,27,"Brett Kern punts 57 yards, touchback",-0.520,-0.280
3,4:41,1,10,BUF 20,28,27,Ryan Fitzpatrick pass incomplete short middle intended for Fred Jackson,0.280,-0.270
3,4:35,2,10,BUF 20,28,27,Fred Jackson right tackle for 5 yards (tackle by Jordan Babineaux),-0.270,-0.300
3,3:54,3,5,BUF 25,28,27,Ryan Fitzpatrick pass complete short right to Fred Jackson for 7 yards (tackle by Jason McCourty and Jordan Babineaux),-0.300,1.070
3,3:15,1,10,BUF 32,28,27,Ryan Fitzpatrick pass complete short right to Scott Chandler for 13 yards (tackle by Jordan Babineaux),1.070,1.930
3,2:40,1,10,BUF 45,28,27,Fred Jackson up the middle for 7 yards (tackle by Jason McCourty and Al Afalava),1.930,0.000
3,2:04,,,,28,27,Timeout #1 by Buffalo Bills,0.000,2.330
3,2:03,2,3,TEN 48,28,27,Fred Jackson up the middle for 13 yards (tackle by Michael Griffin),2.330,3.250
3,1:20,1,10,TEN 35,28,27,C.J. Spiller right tackle for 7 yards (tackle by Akeem Ayers),3.250,3.650
3,0:57,2,3,TEN 28,28,27,C.J. Spiller up the middle for 1 yard (tackle by Al Afalava and Tim Shaw),3.650,3.070
3,0:10,3,2,TEN 27,28,33,"Ryan Fitzpatrick pass complete deep middle to Steve Johnson for 27 yards, touchdown",3.070,7.000
3,0:10,,,TEN 2,28,34,Rian Lindell kicks extra point good,0.000,0.000
3,0:05,,,BUF 35,28,34,"Rian Lindell kicks off 64 yards, returned by Darius Reynaud for 22 yards (tackle by Ruvell Martin)",0.000,0.480
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 23,28,34,Chris Johnson right guard for 1 yard (tackle by Kyle Williams and Mario Williams),0.480,0.070
4,14:22,2,9,TEN 24,28,34,Matt Hasselbeck pass complete short right to Chris Johnson for 3 yards (tackle by Nigel Bradham),0.070,-0.230
4,13:36,3,6,TEN 27,28,34,Matt Hasselbeck pass complete short left to Damian Williams for 8 yards (tackle by Stephon Gilmore),-0.230,1.270
4,12:56,1,10,TEN 35,28,34,Chris Johnson right guard for 5 yards (tackle by George Wilson and Nigel Bradham),1.270,1.400
4,12:18,2,5,TEN 40,28,34,Chris Johnson left tackle for 3 yards (tackle by Kelvin Sheppard and Nick Barnett),1.400,1.090
4,11:38,3,2,TEN 43,28,34,Matt Hasselbeck pass complete short right to Nate Washington for 4 yards (tackle by Nigel Bradham),1.090,2.060
4,11:08,1,10,TEN 47,28,34,Jamie Harper right guard for -1 yards (tackle by Alex Carrington and Nick Barnett),2.060,1.380
4,10:33,2,11,TEN 46,28,34,Matt Hasselbeck pass incomplete short right intended for Taylor Thompson,1.380,0.700
4,10:29,3,11,TEN 46,28,34,"Penalty on Matt Hasselbeck: Delay of Game, 5 yards (no play)",0.700,0.040
4,10:24,3,16,TEN 41,28,34,Matt Hasselbeck pass complete short middle to Darius Reynaud for 9 yards (tackle by Jairus Byrd and Nick Barnett),0.040,-0.060
4,9:42,4,7,,28,34,"Brett Kern punts 36 yards, fair catch by Leodis McKelvin",-0.060,0.280
4,9:33,1,10,BUF 14,28,34,C.J. Spiller up the middle for 8 yards (tackle by Kamerion Wimbley),-0.280,0.420
4,8:52,2,2,BUF 22,28,34,Ryan Fitzpatrick pass complete short left to Steve Johnson for 7 yards (tackle by Zach Brown),0.420,0.870
4,8:11,1,10,BUF 29,28,34,C.J. Spiller left tackle for no gain (tackle by Kamerion Wimbley and Al Afalava),0.870,0.330
4,7:28,2,10,BUF 29,28,34,"Ryan Fitzpatrick pass complete short middle to Scott Chandler for 16 yards (tackle by Michael Griffin and Tim Shaw). Penalty on Erik Pears: Offensive Holding, 10 yards (no play)",0.330,-1.080
4,7:01,2,20,BUF 19,28,34,Ryan Fitzpatrick pass complete short middle to C.J. Spiller for -5 yards (tackle by Zach Brown),-1.080,-2.970
4,6:17,3,25,BUF 14,28,34,Ryan Fitzpatrick left guard for 10 yards (tackle by Jordan Babineaux),-2.970,-1.770
4,5:40,4,15,BUF 24,28,34,"Shawn Powell punts 22 yards, out of bounds",-1.770,-2.520
4,5:33,1,10,BUF 46,28,34,"Matt Hasselbeck pass incomplete short middle intended for Kenny Britt (defended by Aaron Williams). Penalty on Aaron Williams: Defensive Holding, 5 yards (no play)",2.520,2.850
4,5:28,1,10,BUF 41,28,34,Matt Hasselbeck pass complete short right to Nate Washington for 3 yards (tackle by Kelvin Sheppard),2.850,2.710
4,4:49,2,7,BUF 38,28,34,Matt Hasselbeck pass incomplete short right intended for Chris Johnson,2.710,2.020
4,4:41,3,7,BUF 38,28,34,Matt Hasselbeck pass complete short middle to Nate Washington for 2 yards (tackle by Justin Rogers),2.020,0.880
4,3:58,4,5,BUF 36,28,34,Matt Hasselbeck pass incomplete short middle intended for Jared Cook (defended by Bryan Scott),0.880,-1.330
4,3:55,1,10,BUF 36,28,34,Fred Jackson right guard for 4 yards (tackle by Al Afalava and Derrick Morgan),1.330,1.330
4,3:12,2,6,BUF 40,28,34,Ryan Fitzpatrick pass complete short right to C.J. Spiller for -1 yards (tackle by Tim Shaw),1.330,0.000
4,3:03,,,,28,34,Timeout #1 by Tennessee Titans,0.000,0.500
4,3:03,3,7,BUF 39,28,34,Ryan Fitzpatrick pass incomplete short right intended for Donald Jones is intercepted by Jason McCourty at TEN-48,0.500,-2.130
4,2:57,1,10,TEN 48,28,34,Matt Hasselbeck sacked by Kyle Williams and Kyle Moore for -8 yards,2.130,0.500
4,2:34,2,18,TEN 40,28,34,"Matt Hasselbeck pass complete short left to Nate Washington for 17 yards (tackle by Jairus Byrd). Nate Washington fumbles (forced by Jairus Byrd), ball out of bounds at BUF-43",0.500,2.080
4,2:08,3,1,BUF 43,28,34,Chris Johnson up the middle for 27 yards (tackle by Aaron Williams),2.080,4.510
4,2:02,1,10,BUF 16,28,34,Jamie Harper up the middle for -1 yards (tackle by Spencer Johnson and Bryan Scott),4.510,3.770
4,1:57,2,11,BUF 17,28,34,Matt Hasselbeck pass incomplete short middle intended for Nate Washington (defended by George Wilson),3.770,3.020
4,1:51,3,11,BUF 17,28,34,Matt Hasselbeck pass complete short left to Nate Washington for 2 yards (tackle by Bryan Scott),3.020,0.000
4,1:08,,,,28,34,Timeout #2 by Tennessee Titans,0.000,2.440
4,1:08,4,9,BUF 15,34,34,"Matt Hasselbeck pass complete short middle to Nate Washington for 15 yards, touchdown",2.440,7.000
4,1:08,,,BUF 2,35,34,Rob Bironas kicks extra point good,0.000,0.000
4,1:03,,,TEN 35,35,34,"Rob Bironas kicks off 74 yards, touchback",0.000,0.280
4,1:03,1,10,BUF 20,35,34,Ryan Fitzpatrick pass complete short left to Fred Jackson for 6 yards (tackle by Alterraun Verner and Jordan Babineaux),0.280,0.540
4,0:43,2,4,BUF 26,35,34,Ryan Fitzpatrick pass complete short middle to Scott Chandler for 2 yards (tackle by Markelle Martin),0.540,0.000
4,0:35,,,,35,34,Timeout #2 by Buffalo Bills,0.000,0.100
4,0:35,3,2,BUF 28,35,34,Ryan Fitzpatrick pass incomplete deep middle intended for Scott Chandler (defended by Jordan Babineaux),0.100,-1.500
4,0:31,4,2,BUF 28,35,34,Ryan Fitzpatrick pass incomplete deep left intended for Steve Johnson,-1.500,-3.710
4,0:26,1,10,BUF 28,35,34,Matt Hasselbeck kneels for -2 yards,3.710,2.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
