Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
3,14:06,1,10,JAX 47,10,3,Paxton Lynch pass incomplete deep left intended for Emmanuel Sanders (defended by Jalen Ramsey),2.460,1.910
3,13:57,2,10,JAX 47,10,3,Devontae Booker right end for -1 yards (tackle by Dante Fowler),1.910,1.090
3,13:13,3,11,JAX 48,10,3,Paxton Lynch pass complete short middle to Emmanuel Sanders for 8 yards (tackle by Jalen Ramsey),1.090,0.590
3,12:36,4,3,JAX 40,10,3,Riley Dixon punts 35 yards,0.590,0.380
3,12:27,1,10,JAX 5,10,3,Denard Robinson middle for 4 yards (tackle by Sylvester Williams),-0.380,-0.490
3,11:56,2,6,JAX 9,10,3,Denard Robinson middle for 5 yards (tackle by Shane Ray),-0.490,-0.370
3,11:21,3,1,JAX 14,10,3,T.J. Yeldon middle for 5 yards (tackle by DeMarcus Ware),-0.370,0.150
3,10:50,1,10,JAX 19,10,3,Blake Bortles pass complete short left to Denard Robinson for 11 yards (tackle by Brandon Marshall),0.150,0.940
3,10:13,1,10,JAX 30,10,3,Denard Robinson left end for 5 yards (tackle by Adam Gotsis),0.940,1.070
3,9:32,2,5,JAX 35,10,3,T.J. Yeldon left end for 8 yards (tackle by T.J. Ward),1.070,1.800
3,8:55,1,10,JAX 43,10,3,Denard Robinson middle for 3 yards (tackle by Jared Crick),1.800,1.660
3,8:23,2,7,JAX 46,10,3,Denard Robinson middle for 3 yards (tackle by Todd Davis),1.660,1.350
3,7:45,3,4,JAX 49,16,3,"Blake Bortles pass incomplete short middle intended for Allen Robinson is intercepted by Bradley Roby at DEN-49 and returned for 51 yards, touchdown",1.350,-7.000
3,,,,JAX 15,17,3,Brandon McManus kicks extra point good,,
3,7:34,,,DEN 35,17,3,"Brandon McManus kicks off 58 yards, out of bounds",0.000,-1.600
3,7:34,1,10,JAX 40,17,3,Marqise Lee right end for 1 yard (tackle by Shaquil Barrett),1.600,1.190
3,7:04,2,9,JAX 41,17,3,Blake Bortles pass incomplete deep right intended for Ben Koyack,1.190,0.500
3,7:00,3,9,JAX 41,17,3,Blake Bortles pass incomplete short middle intended for Bryan Walters,0.500,-0.650
3,6:55,4,9,JAX 41,17,3,"Brad Nortman punts 41 yards, fair catch by Kalif Raymond",-0.650,-0.040
3,6:47,1,10,DEN 18,17,3,Devontae Booker right guard for 1 yard (tackle by Dante Fowler),0.040,-0.320
3,6:10,2,9,DEN 19,17,3,Paxton Lynch pass complete short left to Demaryius Thomas for 7 yards (tackle by Prince Amukamara),-0.320,-0.140
3,5:26,3,2,DEN 26,17,3,Devontae Booker right end for -1 yards (tackle by Sen'Derrick Marks),-0.140,-1.700
3,4:55,4,3,DEN 25,17,3,"Riley Dixon punts 45 yards, fair catch by Bryan Walters",-1.700,-0.940
3,4:48,1,10,JAX 30,17,3,Denard Robinson left end for 1 yard (tackle by Chris Harris),0.940,0.530
3,4:01,2,9,JAX 31,17,3,Blake Bortles pass complete short left to Marqise Lee for 12 yards (tackle by Bradley Roby),0.530,1.800
3,3:38,1,10,JAX 43,17,3,Shane Wynn right end for 7 yards (tackle by Von Miller),1.800,2.200
3,3:22,2,3,,17,3,"Penalty on Jermey Parnell: False Start, 5 yards (no play)",2.200,1.520
3,3:00,2,8,JAX 45,17,3,Blake Bortles pass complete short middle to T.J. Yeldon for 10 yards (tackle by Bradley Roby),1.520,2.590
3,2:31,1,10,DEN 45,17,3,Shane Wynn right end for -2 yards (tackle by Shaquil Barrett),2.590,1.770
3,2:01,2,12,DEN 47,17,3,Blake Bortles pass incomplete short left intended for Bryan Walters,1.770,1.090
3,1:55,3,12,DEN 47,17,3,"Penalty on Von Miller: Defensive Offside, 5 yards (no play)",1.090,1.750
3,1:55,3,7,DEN 42,17,3,Blake Bortles for 7 yards (tackle by DeMarcus Ware),1.750,3.250
,,,,,,,"JAX challenged the short of the line to gain ruling, and the original play was overturned.",,
3,1:17,1,10,DEN 35,17,3,T.J. Yeldon middle for 3 yards (tackle by Corey Nelson),3.250,3.110
3,0:43,2,7,DEN 32,17,3,"Blake Bortles pass incomplete short right intended for Marqise Lee (defended by Aqib Talib). Penalty on Aqib Talib: Defensive Holding, 5 yards (no play)",3.110,3.780
3,0:39,1,10,DEN 27,17,3,T.J. Yeldon left end for no gain (tackle by Derek Wolfe),3.780,3.230
Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DEN 27,17,3,T.J. Yeldon middle for 5 yards (tackle by T.J. Ward),3.230,3.200
4,14:16,3,5,DEN 22,17,3,Blake Bortles pass incomplete short middle intended for T.J. Yeldon (defended by Corey Nelson),3.200,2.040
4,14:10,4,5,DEN 22,17,9,"Blake Bortles middle for 22 yards, touchdown",2.040,7.000
4,14:03,,,DEN 15,17,10,Jason Myers kicks extra point good,0.000,0.000
4,14:03,,,JAX 35,17,10,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,14:03,1,10,DEN 25,17,10,Paxton Lynch pass incomplete deep right intended for Emmanuel Sanders,0.610,0.060
4,13:57,2,10,DEN 25,17,10,Paxton Lynch pass complete short middle to Cody Latimer for 10 yards (tackle by Prince Amukamara),0.060,1.270
4,13:22,1,10,DEN 35,17,10,Devontae Booker right end for 2 yards (tackle by Telvin Smith),1.270,0.990
4,12:45,2,8,DEN 37,17,10,Paxton Lynch pass incomplete short right intended for Demaryius Thomas,0.990,0.300
4,12:41,3,8,DEN 37,17,10,"Penalty on Russell Okung: False Start, 5 yards (no play)",0.300,-0.360
4,12:41,3,13,DEN 32,17,10,Paxton Lynch sacked by Telvin Smith for 0 yards,-0.360,-1.240
4,12:05,4,13,DEN 32,17,10,"Riley Dixon punts 41 yards, returned by Bryan Walters for no gain",-1.240,-0.740
4,11:57,1,10,JAX 27,17,10,T.J. Yeldon middle for 3 yards (tackle by Bradley Roby),0.740,0.600
4,11:22,2,7,JAX 30,17,10,Blake Bortles pass complete short left to Neal Sterling for 15 yards (tackle by Darian Stewart),0.600,1.930
4,10:43,1,10,JAX 45,17,10,T.J. Yeldon middle for 3 yards (tackle by Von Miller),1.930,1.790
4,10:06,2,7,JAX 48,17,10,T.J. Yeldon left end for 8 yards (tackle by DeMarcus Ware and Corey Nelson),1.790,2.650
4,9:29,1,10,DEN 44,17,10,Blake Bortles pass complete short right to Ben Koyack for 4 yards (tackle by Corey Nelson),2.650,2.650
4,8:55,2,6,DEN 40,17,10,Blake Bortles pass complete short right to Neal Sterling for 2 yards (tackle by Todd Davis),2.650,2.210
4,8:24,3,4,DEN 38,17,10,Blake Bortles pass incomplete short right intended for Neal Sterling,2.210,0.720
4,8:18,4,4,DEN 38,17,10,"Blake Bortles pass incomplete short middle intended for Allen Robinson (defended by Aqib Talib). Penalty on Allen Robinson: Unsportsmanlike Conduct, 15 yards",0.720,-2.460
4,8:14,1,10,JAX 47,17,10,Emmanuel Sanders right end for 4 yards (tackle by Tyson Alualu),2.460,2.450
4,7:39,2,6,JAX 43,17,10,Devontae Booker right end for 3 yards (tackle by Jonathan Cyprien),2.450,0.000
4,7:05,,,,17,10,Timeout #1 by Denver Broncos,0.000,-2.150
4,7:05,3,3,JAX 40,17,10,Paxton Lynch pass incomplete deep left intended for Emmanuel Sanders,2.150,0.590
4,6:59,4,3,JAX 40,17,10,"Riley Dixon punts 40 yards, touchback",0.590,-0.280
4,6:53,1,10,JAX 20,17,10,Blake Bortles pass incomplete short right intended for Marqise Lee,0.280,-0.270
4,6:48,2,10,JAX 20,17,10,T.J. Yeldon left end for 3 yards (tackle by Von Miller),-0.270,-0.560
4,6:15,3,7,JAX 23,17,10,"Blake Bortles pass incomplete deep left intended for Allen Robinson. Penalty on Bradley Roby: Defensive Pass Interference, 17 yards (no play)",-0.560,1.600
4,6:10,1,10,JAX 40,17,10,Blake Bortles pass incomplete short left intended for T.J. Yeldon (defended by Corey Nelson),1.600,1.050
4,6:06,2,10,JAX 40,17,10,Blake Bortles pass incomplete short left intended for Marqise Lee (defended by Bradley Roby),1.050,0.370
4,6:02,3,10,JAX 40,17,10,T.J. Yeldon left end for 5 yards (tackle by Justin Simmons),0.370,-0.390
4,5:21,4,5,JAX 45,17,10,"Brad Nortman punts 38 yards, fair catch by Kalif Raymond",-0.390,0.060
4,5:14,1,10,DEN 17,17,10,Devontae Booker right end for -2 yards (tackle by Tyson Alualu),-0.060,-0.850
4,4:36,2,12,DEN 15,17,10,Paxton Lynch left end for 10 yards (tackle by Paul Posluszny),-0.850,-0.240
4,3:50,3,2,DEN 25,17,10,Paxton Lynch middle for 1 yard (tackle by Malik Jackson),-0.240,-1.630
4,3:05,4,1,DEN 26,17,10,"Riley Dixon punts 45 yards, fair catch by Bryan Walters",-1.630,-0.870
4,2:57,1,10,JAX 29,17,10,Blake Bortles pass incomplete short left intended for T.J. Yeldon (defended by Jared Crick),0.870,0.330
4,2:53,2,10,JAX 29,17,10,Blake Bortles pass incomplete short left intended for Allen Robinson,0.330,-0.360
4,2:49,3,10,JAX 29,17,10,Blake Bortles pass complete short left to Bryan Walters for 4 yards (tackle by T.J. Ward),-0.360,-1.180
4,2:16,4,6,JAX 33,17,10,"Brad Nortman punts 45 yards, fair catch by Kalif Raymond",-1.180,-0.410
4,2:08,1,10,DEN 22,17,10,Juwan Thompson middle for 2 yards (tackle by Paul Posluszny),0.410,0.140
4,2:00,2,8,DEN 24,17,10,Juwan Thompson middle for 3 yards (tackle by Telvin Smith),0.140,0.000
4,1:56,,,,17,10,Timeout #1 by Jacksonville Jaguars,0.000,0.160
4,1:56,3,5,DEN 27,17,10,Paxton Lynch pass incomplete short left intended for Demaryius Thomas,-0.160,-1.570
4,1:52,4,5,DEN 27,17,10,"Riley Dixon punts 47 yards, returned by Bryan Walters for 8 yards (tackle by Dekoda Watson)",-1.570,-1.200
4,1:41,1,10,JAX 34,17,10,Blake Bortles pass incomplete short right intended for Marqise Lee,1.200,0.660
4,1:37,2,10,JAX 34,17,10,--,0.660,-3.640
4,1:27,1,10,JAX 29,17,10,Devontae Booker right guard for no gain (tackle by Paul Posluszny),3.640,0.000
4,1:23,,,,17,10,Timeout #2 by Jacksonville Jaguars,0.000,-3.100
4,1:23,2,10,JAX 29,17,10,Devontae Booker left end for 2 yards (tackle by Abry Jones),3.100,0.000
4,1:19,,,,17,10,Timeout #3 by Jacksonville Jaguars,0.000,-2.680
4,1:19,3,8,JAX 27,17,10,Devontae Booker left end for 4 yards (tackle by Jonathan Cyprien),2.680,0.000
4,0:33,,,,17,10,Timeout #2 by Denver Broncos,0.000,-2.000
4,0:33,4,4,JAX 23,20,10,Brandon McManus 41 yard field goal good,2.000,3.000
4,0:29,,,DEN 35,20,10,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
4,0:29,1,10,JAX 25,20,10,Blake Bortles pass complete short middle to T.J. Yeldon for 8 yards (tackle by T.J. Ward),0.610,1.140
4,0:07,2,2,JAX 33,20,10,Blake Bortles pass complete short middle to T.J. Yeldon for 9 yards (tackle by Shane Ray),1.140,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
