Quarter,Time,Down,ToGo,Location,NWE,MIN,Detail,EPB,EPA
2,,,,NWE 30,17,0,"Stephen Gostkowski kicks off 47 yards, muffed catch by Bethel Johnson, recovered by Richard Owens and returned for no gain",0.000,1.070
2,0:25,1,10,MIN 32,17,0,Brad Johnson pass complete to Mewelde Moore for 17 yards (tackle by Mike Vrabel),1.070,2.190
2,0:22,,,,17,0,Timeout #1 by Minnesota Vikings,0.000,2.190
2,0:22,1,10,MIN 49,17,0,Brad Johnson sacked by Tully Banta-Cain for -2 yards,2.190,1.380
2,0:07,,,,17,0,Timeout #2 by Minnesota Vikings,0.000,0.000
2,0:07,,,,17,0,Timeout #3 by New England Patriots,0.000,1.380
2,0:07,2,12,MIN 47,17,0,Brad Johnson right end for 9 yards,1.380,1.880
Quarter,Time,Down,ToGo,Location,NWE,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,17,0,"Stephen Gostkowski kicks off 68 yards, returned by Bethel Johnson for 24 yards (tackle by Artrell Hawkins)",0.000,0.670
3,14:55,1,10,MIN 26,17,0,Brad Johnson pass complete short right to Jermaine Wiggins for 7 yards (tackle by Mike Vrabel),0.670,1.070
3,14:35,2,3,MIN 33,17,0,"Chester Taylor middle for 2 yards. Chester Taylor fumbles, recovered by Chester Taylor at MIN-35",1.070,0.630
3,13:52,3,1,MIN 35,17,0,Chester Taylor middle for 3 yards (tackle by Rodney Harrison),0.630,1.470
3,13:11,1,10,MIN 38,17,0,Brad Johnson pass complete short left to Troy Williamson for 13 yards (tackle by Asante Samuel),1.470,2.320
3,12:33,1,10,NWE 49,17,0,Brad Johnson pass incomplete deep right intended for Bethel Johnson,2.320,1.780
3,12:27,2,10,NWE 49,17,0,Brad Johnson pass incomplete deep right intended for Travis Taylor,1.780,1.090
3,12:21,3,10,NWE 49,17,0,"Brad Johnson pass complete short middle to Tony Richardson for 3 yards. Penalty on Tully Banta-Cain: Defensive Offside, 5 yards (no play)",1.090,1.750
3,11:54,3,5,NWE 44,17,0,Brad Johnson pass incomplete deep left intended for Troy Williamson,1.750,0.330
3,11:47,4,5,NWE 44,17,0,"Chris Kluwe punts 44 yards, touchback",0.330,-0.280
3,11:40,1,10,NWE 20,17,0,Corey Dillon middle for -2 yards (tackle by Kevin Williams),0.280,-0.630
3,11:06,2,12,NWE 18,17,0,Tom Brady pass incomplete intended for Kevin Faulk,-0.630,-1.330
3,11:01,3,12,NWE 18,17,0,Tom Brady pass incomplete short right intended for Doug Gabriel,-1.330,-2.240
3,10:57,4,12,NWE 18,17,6,"Josh Miller punts 53 yards, returned by Mewelde Moore for 71 yards, touchdown",-2.240,-7.000
3,,,,NWE 2,17,7,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,17,7,"Ryan Longwell kicks off 68 yards, returned by Laurence Maroney for 77 yards (tackle by Artose Pinner)",0.000,4.170
3,10:25,1,10,MIN 21,17,7,Tom Brady pass complete short right to Reche Caldwell for 8 yards (tackle by Antoine Winfield),4.170,4.950
3,9:51,2,2,MIN 13,17,7,Tom Brady pass complete short middle to Ben Watson for 6 yards (tackle by Darren Sharper),4.950,5.600
3,9:07,1,7,MIN 7,23,7,"Tom Brady pass complete short middle to Troy Brown for 7 yards, touchdown",5.600,7.000
3,,,,MIN 2,24,7,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,24,7,"Stephen Gostkowski kicks off 66 yards, returned by Bethel Johnson for 19 yards (tackle by Artrell Hawkins)",0.000,0.480
3,8:57,1,10,MIN 23,24,7,Brad Johnson pass complete deep middle to Travis Taylor for 22 yards (tackle by Ellis Hobbs),0.480,1.930
3,8:11,1,10,MIN 45,24,7,Brad Johnson pass complete short right to Troy Williamson for 10 yards (tackle by Artrell Hawkins),1.930,2.590
3,7:44,1,10,NWE 45,24,7,Brad Johnson pass complete short right to Jermaine Wiggins for 6 yards (tackle by Junior Seau),2.590,2.850
3,7:02,2,4,NWE 39,24,7,Brad Johnson pass complete short right to Richard Owens for 1 yard (tackle by Rodney Harrison),2.850,2.280
3,6:16,3,3,NWE 38,24,7,Brad Johnson pass incomplete short right intended for Jermaine Wiggins,2.280,0.720
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
3,6:11,4,3,NWE 38,24,7,Brad Johnson pass incomplete short middle intended for Troy Williamson (defended by Richard Seymour),0.720,-1.530
3,6:06,1,10,NWE 39,24,7,Tom Brady pass complete deep middle to Reche Caldwell for 15 yards (tackle by Darren Sharper),1.530,2.520
3,5:32,1,10,MIN 46,24,7,Tom Brady pass complete short middle to Corey Dillon for 27 yards (tackle by E.J. Henderson),2.520,4.310
3,4:42,1,10,MIN 19,24,7,Tom Brady pass complete short left to Doug Gabriel for 7 yards (tackle by Fred Smoot),4.310,4.920
3,4:42,2,3,MIN 12,24,7,"Penalty on Chad Jackson: False Start, 5 yards (no play)",4.920,4.030
3,3:45,2,8,MIN 17,24,7,Tom Brady pass complete short left to Ben Watson for 10 yards (tackle by Darren Sharper),4.030,5.600
3,3:05,1,7,MIN 7,24,7,"Tom Brady pass complete short left to Reche Caldwell for -2 yards. Reche Caldwell fumbles (forced by Fred Smoot), recovered by Dwight Smith at MIN-9 and returned for 5 yards (tackle by Logan Mankins)",5.600,0.280
,,,,,,,"NWE challenged the ruling, and the play was upheld.",,
3,2:57,1,10,MIN 14,24,7,Chester Taylor right guard for 2 yards (tackle by Vince Wilfork),-0.280,-0.510
3,2:19,2,8,MIN 16,24,7,Brad Johnson pass incomplete deep left intended for Troy Williamson,-0.510,-1.160
3,2:13,3,8,MIN 16,24,7,Brad Johnson pass incomplete intended for Chester Taylor,-1.160,-2.390
3,2:08,4,8,MIN 16,24,7,"Chris Kluwe punts 52 yards, returned by Kevin Faulk for 29 yards (tackle by Richard Owens)",-2.390,-2.980
3,1:53,1,10,MIN 39,24,7,Tom Brady pass incomplete short left intended for Chad Jackson,2.980,2.440
3,1:49,2,10,MIN 39,24,7,"Tom Brady pass incomplete deep left intended for Ben Watson. Penalty on Darren Sharper: Illegal Contact, 5 yards (no play)",2.440,3.310
3,1:44,1,10,MIN 34,24,7,Kevin Faulk middle for 11 yards (tackle by Darren Sharper),3.310,4.040
3,1:02,1,10,MIN 23,24,7,Tom Brady pass complete short middle to Laurence Maroney for 13 yards (tackle by Kenechi Udeze),4.040,4.910
3,0:12,1,10,MIN 10,30,7,"Tom Brady pass complete short left to Chad Jackson for 10 yards, touchdown",4.910,7.000
3,,,,MIN 2,31,7,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,31,7,"Stephen Gostkowski kicks off 78 yards, touchback",0.000,0.280
3,0:05,1,10,MIN 20,31,7,Brad Johnson pass complete short middle to Mewelde Moore for 14 yards (tackle by Artrell Hawkins),0.280,1.200
Quarter,Time,Down,ToGo,Location,NWE,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 34,31,7,"Brad Johnson pass complete short left to Chester Taylor for 20 yards (tackle by Tedy Bruschi). Penalty on Vince Wilfork: Roughing the Passer, 15 yards",1.200,3.510
4,14:33,1,10,NWE 31,31,7,Brad Johnson pass incomplete short right intended for Jermaine Wiggins is intercepted by Mike Vrabel at NWE-30 and returned for 2 yards,3.510,-1.070
4,14:22,1,10,NWE 32,31,7,Laurence Maroney left guard for 3 yards (tackle by Ben Leber),1.070,0.930
4,13:45,2,7,NWE 35,31,7,Tom Brady pass complete short middle to Kevin Faulk for 6 yards (tackle by Kevin Williams),0.930,1.030
4,13:03,3,1,NWE 41,31,7,"Tom Brady pass complete short left to Chad Jackson for -15 yards (tackle by Antoine Winfield). Penalty on Logan Mankins: Offensive Holding, 10 yards (no play)",1.030,-0.290
4,12:34,3,11,NWE 31,31,7,Tom Brady sacked by E.J. Henderson for -14 yards,-0.290,-2.320
4,12:07,4,25,NWE 17,31,7,Josh Miller punts 33 yards,-2.320,-2.260
4,12:02,1,10,MIN 50,31,7,Brooks Bollinger sacked by Jarvis Green and Tully Banta-Cain for -9 yards,2.260,0.500
4,11:34,2,19,MIN 41,31,7,Brooks Bollinger sacked by Tully Banta-Cain for -9 yards,0.500,-1.350
4,10:59,3,28,MIN 32,31,7,Brooks Bollinger sacked by Richard Seymour and Jarvis Green for -2 yards,-1.350,-1.370
4,10:30,4,30,MIN 30,31,7,"Chris Kluwe punts 61 yards, returned by Chad Jackson for 11 yards (tackle by Heath Farwell)",-1.370,-0.280
4,10:18,1,10,NWE 20,31,7,Tom Brady pass complete short middle to Ben Watson for 8 yards (tackle by E.J. Henderson),0.280,0.810
4,9:41,2,2,NWE 28,31,7,"Heath Evans middle for 35 yards (tackle by Fred Smoot). Heath Evans fumbles (forced by Fred Smoot), ball out of bounds at MIN-37",0.810,3.120
4,9:18,1,10,MIN 37,31,7,Tom Brady pass incomplete short middle intended for Ben Watson,3.120,2.570
4,9:14,2,10,MIN 37,31,7,Tom Brady pass incomplete deep right intended for Troy Brown,2.570,1.880
4,9:09,3,10,MIN 37,31,7,"Laurence Maroney left end for 4 yards (tackle by Dwight Smith). Penalty on Darrion Scott: Defensive Offside, 5 yards (no play)",1.880,2.540
4,8:43,3,5,MIN 32,31,7,Tom Brady pass incomplete short left intended for Ben Watson,2.540,1.260
4,8:38,4,5,MIN 32,31,7,"Tom Brady sacked by Jayme Mitchell for -9 yards. Tom Brady fumbles (forced by Jayme Mitchell), recovered by Matt Light at MIN-43. Penalty on Matt Light: Taunting, 15 yards",1.260,-2.790
4,8:30,1,10,NWE 42,31,7,Mewelde Moore right end for 9 yards (tackle by Rodney Harrison),2.790,3.460
4,8:06,2,1,NWE 33,31,7,"Brooks Bollinger pass complete short right to Mewelde Moore for 28 yards (tackle by Artrell Hawkins). Penalty on Bryant McKinnie: Offensive Holding, 10 yards (no play)",3.460,2.110
4,7:33,2,11,NWE 43,31,7,"Penalty on Rosevelt Colvin: Neutral Zone Infraction, 5 yards (no play)",2.110,2.780
4,7:14,2,6,NWE 38,31,7,Brooks Bollinger pass complete short right to Billy McMullen for 4 yards (tackle by Ellis Hobbs),2.780,2.610
4,6:47,3,2,NWE 34,31,7,Brooks Bollinger pass complete short right to Travis Taylor for 9 yards (tackle by Chad Scott),2.610,3.910
4,6:18,1,10,NWE 25,31,7,Brooks Bollinger pass complete short middle to Billy McMullen for 11 yards (tackle by Ellis Hobbs),3.910,4.650
4,5:48,1,10,NWE 14,31,7,Brooks Bollinger pass complete short right to Travis Taylor for -1 yards (tackle by Chad Scott),4.650,3.850
4,5:17,2,11,NWE 15,31,7,Mewelde Moore middle for no gain (tackle by Vince Wilfork),3.850,3.060
4,4:34,3,11,NWE 15,31,7,Brooks Bollinger pass incomplete short right intended for Billy McMullen,3.060,2.440
4,4:31,4,11,NWE 15,31,7,Brooks Bollinger pass incomplete short middle intended for Mewelde Moore,2.440,0.220
4,4:27,1,10,NWE 15,31,7,Laurence Maroney left end for 1 yard (tackle by E.J. Henderson),-0.220,-0.580
4,3:40,2,9,NWE 16,31,7,Laurence Maroney left end for 2 yards (tackle by Spencer Johnson),-0.580,-1.000
4,2:52,3,7,NWE 18,31,7,Laurence Maroney middle for 6 yards (tackle by Dwight Smith),-1.000,-1.770
4,2:06,4,1,NWE 24,31,7,"Josh Miller punts 55 yards, returned by Mewelde Moore for 10 yards (tackle by Tully Banta-Cain)",-1.770,-1.000
4,1:53,1,10,MIN 31,31,7,Brooks Bollinger pass complete short right to Mewelde Moore for 50 yards (tackle by Artrell Hawkins),1.000,4.310
4,1:11,1,10,NWE 19,31,7,Brooks Bollinger pass complete short right to Jermaine Wiggins for 3 yards (tackle by Eric Alexander),4.310,4.180
4,0:48,2,7,NWE 16,31,7,Brooks Bollinger pass incomplete is intercepted by Ellis Hobbs and returned for 70 yards,4.180,-3.510
4,0:29,1,10,MIN 31,31,7,Matt Cassel kneels for -1 yards,3.510,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
