Quarter,Time,Down,ToGo,Location,LAC,LVR,Detail,EPB,EPA
2,6:11,3,2,LAC 29,7,10,Justin Herbert pass complete short left to Jalen Guyton for 6 yards (tackle by Casey Hayward),,
2,5:35,1,10,LAC 35,7,10,Austin Ekeler left end for 14 yards (tackle by Trevon Moehrig),,
2,4:57,1,10,LAC 49,7,10,Justin Herbert pass incomplete short middle intended for Jared Cook (defended by Desmond Trufant),,
2,4:52,2,10,LAC 49,7,10,Justin Herbert pass complete short left to Jared Cook for 13 yards (tackle by Desmond Trufant),,
2,4:10,1,10,LVR 38,7,10,Justin Jackson up the middle for 11 yards (tackle by Trevon Moehrig and Divine Deablo),,
2,3:26,1,10,LVR 27,7,10,Justin Jackson right end for 8 yards (tackle by Denzel Perryman),,
2,2:48,2,2,LVR 19,7,10,Austin Ekeler up the middle for 6 yards (tackle by K.J. Wright),,
2,2:08,1,10,LVR 13,7,10,Justin Herbert left end for -1 yards (tackle by Nate Hobbs),,
2,2:00,2,11,LVR 14,13,10,"Justin Herbert pass complete short left to Austin Ekeler for 14 yards, touchdown",,
2,1:52,,,LVR 15,14,10,Dustin Hopkins kicks extra point good,,
2,1:52,,,LAC 35,14,10,"Dustin Hopkins kicks off 65 yards, touchback.",,
2,1:52,1,10,LVR 25,14,10,Derek Carr pass incomplete short middle intended for Hunter Renfrow,,
2,1:48,2,10,LVR 25,14,10,"Penalty on Kyler Fackrell: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
2,1:48,2,5,LVR 30,14,10,Derek Carr pass complete short middle to Darren Waller for 18 yards (tackle by Alohi Gilman and Derwin James),,
2,1:17,1,10,LVR 48,14,10,Derek Carr pass incomplete short right intended for Darren Waller,,
2,1:13,2,10,LVR 48,14,10,"Derek Carr pass incomplete short right. Penalty on Derek Carr: Intentional Grounding, 13 yards (accepted)",,
2,1:05,3,23,LVR 35,14,10,"Jalen Richard up the middle for 23 yards (tackle by Michael Davis and Nasir Adderley) Replay Assistant challenged the short of the line to gain ruling, and the original play was overturned. Jalen Richard up the middle for 23 yards (tackle by Michael Davis and Derwin James)",,
2,0:56,,,,,,Timeout #1 by Las Vegas Raiders,,
2,0:56,1,10,LAC 42,14,10,Derek Carr sacked by Justin Jones for no gain,,
2,0:49,,,,,,Timeout #2 by Las Vegas Raiders,,
2,0:49,,,,,,Timeout #1 by Los Angeles Chargers,,
2,0:49,2,10,LAC 42,14,10,"Derek Carr pass incomplete deep left intended for Zay Jones. Penalty on Chris Harris: Defensive Pass Interference, 41 yards (accepted) (no play)",,
2,0:41,1,1,LAC 1,14,16,"Josh Jacobs left tackle for 1 yard, touchdown",,
2,0:37,,,LAC 15,14,17,Daniel Carlson kicks extra point good,,
2,0:37,,,LVR 35,14,17,"Daniel Carlson kicks off 65 yards, touchback.",,
2,0:37,1,10,LAC 25,14,17,Justin Herbert pass incomplete short left intended for Keenan Allen (defended by Darius Philon),,
2,0:32,2,10,LAC 25,14,17,Justin Herbert scrambles left end for 2 yards (tackle by Nate Hobbs),,
2,0:24,3,8,LAC 27,14,17,"Justin Herbert pass incomplete short left intended for Mike Williams (defended by Desmond Trufant). Penalty on Storm Norton: Offensive Holding, 10 yards (declined)",,
2,0:19,4,8,LAC 27,14,17,"Penalty on Nick Niemann: False Start, 5 yards (accepted) (no play)",,
2,0:19,4,13,LAC 22,14,17,"Ty Long punts 51 yards, returned by Hunter Renfrow for 9 yards (tackle by Nick Niemann)",,
2,0:10,1,10,LVR 36,14,17,Derek Carr kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,LAC,LVR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LVR 35,14,17,"Daniel Carlson kicks off 59 yards, returned by Andre Roberts for 23 yards (tackle by Derek Carrier)",,
3,14:53,1,10,LAC 29,14,17,Justin Herbert pass complete short left to Jalen Guyton for 7 yards (tackle by Brandon Facyson),,
3,14:21,2,3,LAC 36,14,17,Justin Herbert pass complete deep left to Jared Cook for 42 yards (tackle by Trevon Moehrig),,
3,13:38,1,10,LVR 22,14,17,Austin Ekeler left end for -3 yards (tackle by Brandon Facyson and Nate Hobbs),,
3,13:10,2,13,LVR 25,14,17,Justin Herbert sacked by and Clelin Ferrell for -10 yards and Quinton Jefferson for -10 yards,,
3,12:29,3,23,LVR 35,14,17,Justin Herbert pass complete short right to Austin Ekeler for 2 yards (tackle by Maxx Crosby),,
3,11:47,4,21,LVR 33,14,17,Dustin Hopkins 51 yard field goal no good,,
3,11:42,1,10,LVR 41,14,17,Josh Jacobs right guard for 2 yards (tackle by Jerry Tillery),,
3,11:01,2,8,LVR 43,14,17,Derek Carr pass incomplete short right,,
3,10:56,3,8,LVR 43,14,17,Derek Carr pass incomplete deep left intended for Zay Jones,,
3,10:50,4,8,LVR 43,14,17,"AJ Cole punts 48 yards, fair catch by Andre Roberts at LAC-9",,
3,10:42,1,10,LAC 9,14,17,Austin Ekeler left guard for 6 yards (tackle by Darius Philon),,
3,10:20,2,4,LAC 15,14,17,Justin Herbert pass complete short right to Jalen Guyton for 3 yards (tackle by Casey Hayward),,
3,9:41,3,1,LAC 18,14,17,Austin Ekeler left guard for no gain (tackle by Maxx Crosby and Darius Philon),,
3,8:57,4,1,LAC 18,14,17,Austin Ekeler up the middle for -2 yards (tackle by Darius Philon and Roderic Teamer),,
3,8:52,1,10,LAC 16,14,17,Marcus Mariota pass complete short middle to Darren Waller for 4 yards (tackle by Derwin James),,
3,8:18,2,6,LAC 12,14,17,Derek Carr pass incomplete short right,,
3,8:13,3,6,LAC 12,14,17,Derek Carr pass incomplete short left intended for Darren Waller,,
3,8:07,4,6,LAC 12,14,20,Daniel Carlson 31 yard field goal good,,
3,8:03,,,LVR 35,14,20,"Daniel Carlson kicks off 65 yards, touchback.",,
3,8:03,1,10,LAC 25,14,20,Austin Ekeler right tackle for 7 yards (tackle by Denzel Perryman),,
3,7:41,2,3,LAC 32,14,20,Justin Herbert pass incomplete short middle intended for Keenan Allen,,
3,7:35,3,3,LAC 32,14,20,Justin Herbert sacked by Maxx Crosby for -7 yards,,
3,6:43,4,10,LAC 25,14,20,"Ty Long punts 56 yards, returned by Hunter Renfrow for 13 yards (tackle by Tre' McKitty). Penalty on Dallin Leavitt: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,6:31,1,10,LVR 17,14,20,Derek Carr pass incomplete short left intended for Darren Waller,,
3,6:25,2,10,LVR 17,14,20,Derek Carr pass complete short right to Bryan Edwards for 4 yards (tackle by Michael Davis),,
3,5:47,3,6,LVR 21,14,20,Derek Carr pass complete deep right to Bryan Edwards for 30 yards (tackle by Nasir Adderley),,
3,4:58,1,10,LAC 49,14,20,Josh Jacobs left tackle for 7 yards (tackle by Uchenna Nwosu and Chris Harris),,
3,4:16,2,3,LAC 42,14,20,Josh Jacobs right end for 5 yards (tackle by Nasir Adderley and Kyzir White),,
3,3:33,1,10,LAC 37,14,20,"Derek Carr pass incomplete deep right. Penalty on Michael Davis: Defensive Holding, 5 yards (accepted) (no play)",,
3,3:23,1,10,LAC 32,14,20,Josh Jacobs left guard for 3 yards (tackle by Asante Samuel and Derwin James),,
3,2:43,2,7,LAC 29,14,20,Derek Carr pass complete short middle to Foster Moreau for 6 yards (tackle by Chris Harris and Kenneth Murray),,
3,2:02,3,1,LAC 23,14,20,Marcus Mariota right tackle for 15 yards (tackle by Nasir Adderley),,
3,1:19,1,8,LAC 8,14,20,Josh Jacobs up the middle for 2 yards (tackle by Justin Jones and Nasir Adderley),,
3,0:39,2,6,LAC 6,14,20,Derek Carr pass incomplete short left intended for Bryan Edwards (defended by Michael Davis),,
3,0:34,,,,,,Timeout #1 by Las Vegas Raiders,,
3,0:34,3,6,LAC 6,14,20,"Derek Carr pass incomplete short middle. Penalty on Uchenna Nwosu: Defensive Holding, 3 yards (accepted) (no play)",,
3,0:28,1,3,LAC 3,14,20,Josh Jacobs right guard for 1 yard (tackle by Nasir Adderley),,
Quarter,Time,Down,ToGo,Location,LAC,LVR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,LAC 2,14,20,Marcus Mariota left end for no gain (tackle by Alohi Gilman),,
4,14:18,3,2,LAC 2,14,26,"Derek Carr pass complete short left to Hunter Renfrow for 2 yards, touchdown",,
4,14:14,,,LAC 2,14,26,Two Point Attempt: Derek Carr pass incomplete intended for to Hunter Renfrow for no gain,,
4,14:14,,,LVR 35,14,26,"Daniel Carlson kicks off 65 yards, touchback.",,
4,14:14,1,10,LAC 25,14,26,Justin Herbert pass complete short middle to Keenan Allen for 6 yards (tackle by Denzel Perryman),,
4,13:40,2,4,LAC 31,14,26,Austin Ekeler up the middle for -1 yards (tackle by Maxx Crosby),,
4,13:03,3,5,LAC 30,14,26,Justin Herbert pass deep left intended for Mike Williams is intercepted by Casey Hayward at LV-36 and returned for no gain,,
4,12:55,1,10,LVR 36,14,26,Josh Jacobs right guard for 11 yards (tackle by Derwin James and Michael Davis),,
4,12:11,1,10,LVR 47,14,26,Derek Carr pass complete short left to Hunter Renfrow for -1 yards (tackle by Kyler Fackrell),,
4,11:32,2,11,LVR 46,14,26,Josh Jacobs right guard for 7 yards (tackle by Kyzir White and Drue Tranquill),,
4,10:47,3,4,LAC 47,14,26,Derek Carr pass complete short left to Jalen Richard for 8 yards (tackle by Alohi Gilman and Kenneth Murray),,
4,9:58,1,10,LAC 39,14,26,Josh Jacobs left guard for 5 yards (tackle by Christian Covington and Derwin James),,
4,9:17,2,5,LAC 34,14,26,Derek Carr pass incomplete short left intended for Darren Waller,,
4,9:13,3,5,LAC 34,14,26,Derek Carr pass complete short middle to Hunter Renfrow for no gain (tackle by Drue Tranquill),,
4,8:29,4,5,LAC 34,14,29,Daniel Carlson 52 yard field goal good,,
4,8:23,,,LVR 35,14,29,"Daniel Carlson kicks off 65 yards, touchback.",,
4,8:23,1,10,LAC 25,14,29,Justin Herbert pass complete short right to Mike Williams for 5 yards (tackle by Brandon Facyson),,
4,7:53,2,5,LAC 30,14,29,Justin Herbert pass complete short left to Mike Williams for 9 yards (tackle by Nate Hobbs),,
4,7:27,1,10,LAC 39,14,29,Justin Herbert pass complete deep left to Mike Williams for 18 yards (tackle by Brandon Facyson),,
4,7:04,1,10,LVR 43,14,29,Justin Herbert pass complete short left to Austin Ekeler for 1 yard,,
4,6:36,2,9,LVR 42,14,29,Justin Herbert pass complete short right to Josh Palmer for 6 yards (tackle by K.J. Wright),,
4,6:13,3,3,LVR 36,14,29,Justin Herbert pass complete short right to Jalen Guyton for 14 yards (tackle by K.J. Wright and Dallin Leavitt),,
4,5:47,1,10,LVR 22,14,29,Justin Herbert pass incomplete deep middle intended for Jared Cook (defended by Roderic Teamer),,
4,5:42,2,10,LVR 22,14,29,Justin Herbert pass complete short right to Austin Ekeler for 4 yards (tackle by Divine Deablo),,
4,5:06,3,6,LVR 18,14,29,Justin Herbert pass incomplete short right intended for Jared Cook (defended by Nate Hobbs) (defended by Maxx Crosby),,
4,5:01,4,6,LVR 18,14,29,"Justin Herbert pass complete short right to Mike Williams for 5 yards (tackle by Brandon Facyson) LAC challenged the short of the line to gain ruling, and the original play was overturned. Justin Herbert pass complete short right to Mike Williams for 6 yards (tackle by Brandon Facyson)",,
4,4:52,1,10,LVR 12,14,29,"Justin Herbert sacked by Maxx Crosby for -11 yards. Penalty on Storm Norton: Offensive Holding, 10 yards (declined)",,
4,4:46,2,21,LVR 23,14,29,Justin Herbert pass incomplete deep right intended for Mike Williams,,
4,4:41,3,21,LVR 23,14,29,Justin Herbert pass incomplete deep right intended for Mike Williams (defended by Brandon Facyson),,
4,4:35,4,21,LVR 23,20,29,"Justin Herbert pass complete deep middle to Josh Palmer for 23 yards, touchdown",,
4,4:28,,,,,,Timeout #2 by Las Vegas Raiders,,
4,4:28,,,LVR 2,22,29,Two Point Attempt: Justin Herbert pass complete to to Austin Ekeler for no gain,,
4,4:28,,,LAC 35,22,29,"Dustin Hopkins kicks off 65 yards, touchback.",,
4,4:28,1,10,LVR 25,22,29,Marcus Mariota right guard for 8 yards (tackle by Linval Joseph),,
4,3:46,2,2,LVR 33,22,29,Hunter Renfrow left end for -4 yards (tackle by Uchenna Nwosu),,
4,3:04,3,6,LVR 29,22,29,"Derek Carr sacked by Joey Bosa for -10 yards. Derek Carr fumbles (forced by Joey Bosa), recovered by Brandon Parker at LV-19 (tackle by Joey Bosa)",,
4,2:16,4,16,LVR 19,22,29,"AJ Cole punts 54 yards, returned by Andre Roberts for no gain (tackle by Divine Deablo). Penalty on Kemon Hall: Defensive Holding, 10 yards (accepted)",,
4,2:06,1,10,LAC 17,22,29,Justin Herbert pass incomplete deep left intended for Mike Williams,,
4,2:00,2,10,LAC 17,22,29,Justin Herbert pass incomplete short left intended for Josh Palmer,,
4,1:54,3,10,LAC 17,22,29,Justin Herbert pass incomplete deep left intended for Josh Palmer,,
4,1:49,4,10,LAC 17,22,29,Justin Herbert pass complete short left to Keenan Allen for 11 yards (tackle by Casey Hayward),,
4,1:28,1,10,LAC 28,22,29,Justin Herbert pass incomplete short middle intended for Austin Ekeler,,
4,1:24,2,10,LAC 28,22,29,Justin Herbert pass incomplete deep left intended for Mike Williams (defended by Desmond Trufant),,
4,1:17,3,10,LAC 28,22,29,Justin Herbert pass incomplete short left intended for Jalen Guyton,,
4,1:12,4,10,LAC 28,22,29,"Justin Herbert pass incomplete short middle intended for Jared Cook (defended by Trevon Moehrig). Penalty on Roderic Teamer: Defensive Holding, 5 yards (accepted) (no play)",,
4,1:06,1,10,LAC 33,22,29,"Justin Herbert sacked by Maxx Crosby for no gain. Justin Herbert fumbles (forced by Maxx Crosby), recovered by Justin Herbert at LAC-25 Replay Assistant challenged the fumble ruling, and the original play was overturned. Justin Herbert pass incomplete short left intended for Austin Ekeler (defended by Maxx Crosby)",,
4,1:04,2,10,LAC 33,22,29,Justin Herbert pass incomplete short left intended for Josh Palmer (defended by Brandon Facyson),,
4,0:59,3,10,LAC 33,22,29,Justin Herbert pass complete short left to Keenan Allen for 14 yards (tackle by Nate Hobbs),,
4,0:52,,,,,,Timeout #1 by Los Angeles Chargers,,
4,0:52,1,10,LAC 47,22,29,Justin Herbert pass incomplete deep left intended for Austin Ekeler,,
4,0:46,2,10,LAC 47,22,29,Justin Herbert pass complete short left to Josh Palmer for 10 yards (tackle by Desmond Trufant),,
4,0:40,,,,,,Timeout #2 by Los Angeles Chargers,,
4,0:40,1,10,LVR 43,22,29,Justin Herbert pass incomplete deep left intended for Josh Palmer,,
4,0:34,2,10,LVR 43,22,29,Justin Herbert pass incomplete intended for Austin Ekeler,,
4,0:28,3,10,LVR 43,22,29,Justin Herbert pass incomplete short right intended for Josh Palmer (defended by Casey Hayward),,
4,0:22,,,,,,Timeout #3 by Las Vegas Raiders,,
4,0:22,4,10,LVR 43,22,29,Justin Herbert pass complete short middle to Mike Williams for 14 yards (tackle by Desmond Trufant),,
4,0:15,,,,,,Timeout #3 by Los Angeles Chargers,,
4,0:15,1,10,LVR 29,22,29,Justin Herbert pass incomplete short left intended for Mike Williams,,
4,0:10,2,10,LVR 29,22,29,"Justin Herbert pass incomplete intended for Jalen Guyton Replay Assistant challenged the pass completion ruling, and the original play was overturned. Justin Herbert pass complete deep right to Jalen Guyton for 17 yards",,
4,0:05,1,10,LVR 12,28,29,"Justin Herbert pass complete short left to Mike Williams for 12 yards, touchdown",,
4,0:00,,,LVR 15,29,29,Dustin Hopkins kicks extra point good,,
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,LAC,LVR,Detail,EPB,EPA
,,,,,,,"Raiders won the coin toss, Raiders to receive the overtime kickoff.",,
OT,10:00,,,LAC 35,29,29,"Dustin Hopkins kicks off 65 yards, touchback.",,
OT,10:00,1,10,LVR 25,29,29,Derek Carr pass incomplete short right,,
OT,9:52,2,10,LVR 25,29,29,Josh Jacobs right tackle for 28 yards (tackle by Kenneth Murray and Alohi Gilman),,
OT,9:16,1,10,LAC 47,29,29,Josh Jacobs left tackle for 18 yards (tackle by Nasir Adderley),,
OT,8:34,1,10,LAC 29,29,29,Josh Jacobs left tackle for no gain (tackle by Kyzir White and Uchenna Nwosu),,
OT,7:55,2,10,LAC 29,29,29,Derek Carr pass complete short right to Zay Jones for 7 yards (tackle by Asante Samuel),,
OT,7:20,3,3,LAC 22,29,29,Derek Carr pass incomplete deep right intended for Darren Waller,,
OT,7:14,4,3,LAC 22,29,32,Daniel Carlson 40 yard field goal good,,
OT,7:09,,,LVR 35,29,32,"Daniel Carlson kicks off 65 yards, touchback.",,
OT,7:09,1,10,LAC 25,29,32,"Justin Herbert pass complete short right to Jared Cook for no gain. Penalty on Matt Feiler: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
OT,6:46,1,15,LAC 20,29,32,Justin Herbert pass complete short right to Keenan Allen for 6 yards (tackle by Denzel Perryman),,
OT,6:12,2,9,LAC 26,29,32,Justin Herbert pass incomplete short right intended for Austin Ekeler,,
OT,6:07,3,9,LAC 26,29,32,Justin Herbert pass incomplete short right intended for Jalen Guyton (defended by Desmond Trufant),,
OT,6:02,4,9,LAC 26,29,32,Justin Herbert pass complete deep middle to Mike Williams for 47 yards (tackle by Trevon Moehrig),,
OT,5:22,1,10,LVR 27,29,32,Austin Ekeler left guard for 4 yards (tackle by K.J. Wright),,
OT,4:44,2,6,LVR 23,29,32,Justin Herbert pass incomplete short right intended for Jalen Guyton (defended by Casey Hayward),,
OT,4:40,3,5,LVR 23,29,32,Justin Herbert pass incomplete deep right intended for Mike Williams,,
OT,4:35,4,6,LVR 23,32,32,Dustin Hopkins 41 yard field goal good,,
OT,4:30,,,LAC 35,32,32,"Dustin Hopkins kicks off 65 yards, touchback.",,
OT,4:30,1,10,LVR 25,32,32,Derek Carr pass complete deep left to Bryan Edwards for 17 yards (tackle by Michael Davis),,
OT,3:53,1,10,LVR 42,32,32,Josh Jacobs up the middle for 7 yards (tackle by Derwin James),,
OT,3:09,2,3,LVR 49,32,32,Derek Carr pass complete short right to Jalen Richard for -5 yards (tackle by Derwin James),,
OT,2:24,3,8,LVR 44,32,32,Derek Carr pass complete short left to Zay Jones for 11 yards (tackle by Asante Samuel),,
OT,2:00,1,10,LAC 45,32,32,Josh Jacobs left guard for -1 yards (tackle by Linval Joseph),,
OT,1:20,2,11,LAC 46,32,32,Josh Jacobs left tackle for 7 yards (tackle by Kenneth Murray and Kyzir White),,
OT,0:38,,,,,,Timeout #1 by Los Angeles Chargers,,
OT,0:38,3,4,LAC 39,32,32,Josh Jacobs left guard for 10 yards (tackle by Justin Jones),,
OT,0:02,,,,,,Timeout #1 by Las Vegas Raiders,,
OT,0:02,1,10,LAC 29,32,35,Daniel Carlson 47 yard field goal good,,
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
