Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
2,3:48,3,2,CIN 16,0,0,Andy Dalton pass complete short right to Brandon LaFell for 5 yards (tackle by Brian Cushing),-0.480,0.340
2,3:15,1,10,CIN 21,0,0,Rex Burkhead middle for 4 yards (tackle by Benardrick McKinney),0.340,0.340
2,2:35,2,6,CIN 25,0,0,Andy Dalton pass complete short right to Alex Erickson for 5 yards (tackle by Andre Hal),0.340,0.300
2,2:00,3,1,CIN 30,0,0,Jeremy Hill left guard for 1 yard (tackle by Quintin Demps),0.300,0.000
2,1:14,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,-1.000
2,1:14,1,10,CIN 31,0,0,Andy Dalton pass incomplete short right intended for C.J. Uzomah,1.000,0.460
2,1:10,2,10,CIN 31,0,0,Andy Dalton pass complete deep middle to Tyler Boyd for 21 yards (tackle by Brian Cushing),0.460,2.390
2,0:47,1,10,HOU 48,0,0,Andy Dalton pass incomplete short right intended for Brandon LaFell,2.390,1.850
2,0:41,2,10,HOU 48,0,0,Andy Dalton pass complete short left to Cody Core for 6 yards (tackle by A.J. Bouye),1.850,0.000
2,0:36,,,,0,0,Timeout #2 by Cincinnati Bengals,0.000,-1.950
2,0:36,3,4,HOU 42,0,0,Andy Dalton pass complete short left to C.J. Uzomah for 6 yards (tackle by Quintin Demps),1.950,3.180
2,0:31,1,10,HOU 36,0,0,Andy Dalton pass complete short right to Brandon LaFell for 11 yards (tackle by Johnathan Joseph),3.180,3.910
2,0:09,1,10,HOU 25,0,0,Andy Dalton pass incomplete deep right intended for Brandon LaFell,3.910,3.360
2,0:05,2,10,HOU 25,3,0,Randy Bullock 43 yard field goal good,3.360,3.000
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,3,0,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,HOU 25,3,0,Tom Savage pass complete short right to C.J. Fiedorowicz for 14 yards (tackle by Shawn Williams). Penalty on Karlos Dansby: Illegal Contact (Declined),0.610,1.530
3,14:41,1,10,HOU 39,3,0,Tom Savage pass complete short middle to Will Fuller for 14 yards (tackle by Dre Kirkpatrick),1.530,2.460
3,14:13,1,10,CIN 47,3,0,Tom Savage pass complete short left to Alfred Blue for 5 yards (tackle by Karlos Dansby and Vincent Rey),2.460,2.590
3,13:49,2,5,CIN 42,3,0,Alfred Blue right end for 1 yard (tackle by Josh Shaw),2.590,2.010
3,13:05,3,4,CIN 41,3,0,"Tom Savage pass complete short right to C.J. Fiedorowicz for 12 yards (tackle by Carlos Dunlap). C.J. Fiedorowicz fumbles (forced by Carlos Dunlap), ball out of bounds at CIN-29",2.010,3.640
3,12:43,1,10,CIN 29,3,0,"Tom Savage pass incomplete deep left intended for DeAndre Hopkins. Penalty on DeAndre Hopkins: Offensive Pass Interference, 10 yards (no play)",3.640,2.980
3,12:39,1,20,CIN 39,3,0,"Tom Savage pass complete short right to Jonathan Grimes for 8 yards (tackle by Dre Kirkpatrick). Penalty on Adam Jones: Illegal Use of Hands, 5 yards (no play)",2.980,3.310
3,12:25,1,10,CIN 34,3,0,"Tom Savage pass incomplete. Penalty on Carlos Dunlap: Face Mask (15 Yards), 15 yards (no play)",3.310,4.310
3,12:18,1,10,CIN 19,3,0,Alfred Blue middle for 7 yards (tackle by Karlos Dansby),4.310,4.920
3,11:44,2,3,CIN 12,3,0,Tom Savage pass complete short right to Alfred Blue for 4 yards (tackle by Rey Maualuga),4.920,5.370
3,11:03,1,8,CIN 8,3,0,Tom Savage pass incomplete short left intended for Ryan Griffin,5.370,4.570
3,10:55,2,8,CIN 8,3,0,Alfred Blue right guard for 2 yards (tackle by Karlos Dansby),4.570,4.040
3,10:11,3,6,CIN 6,3,0,"Penalty on Akeem Hunt: False Start, 5 yards (no play)",4.040,3.120
3,9:51,3,11,CIN 11,3,0,Tom Savage pass complete short left to Akeem Hunt for 4 yards (tackle by Michael Johnson),3.120,2.970
3,9:09,4,7,CIN 7,3,3,Nick Novak 25 yard field goal good,2.970,3.000
3,9:05,,,HOU 35,3,3,"Nick Novak kicks off 62 yards, returned by Alex Erickson for 27 yards (tackle by Eddie Pleasant)",0.000,-0.940
3,8:59,1,10,CIN 30,3,3,Andy Dalton pass complete short left to Brandon LaFell for 4 yards (tackle by A.J. Bouye),0.940,0.930
3,8:23,2,6,CIN 34,3,3,Jeremy Hill right tackle for 4 yards (tackle by A.J. Bouye),0.930,0.760
3,7:41,3,2,CIN 38,3,3,Andy Dalton pass complete short left to Tyler Boyd for 4 yards (tackle by A.J. Bouye),0.760,1.730
3,7:14,1,10,CIN 42,3,3,Andy Dalton sacked by Whitney Mercilus for -8 yards,1.730,0.110
3,6:35,2,18,CIN 34,3,3,Andy Dalton pass complete short right to Rex Burkhead for 4 yards (tackle by John Simon and D.J. Reader),0.110,0.000
3,5:47,,,,3,3,Timeout #1 by Cincinnati Bengals,0.000,0.030
3,5:47,3,14,CIN 38,3,3,Andy Dalton pass complete short right to Rex Burkhead for 1 yard (tackle by Eddie Pleasant),-0.030,-0.780
3,5:16,4,13,CIN 39,3,3,"Kevin Huber punts 47 yards, returned by Tyler Ervin for 10 yards (tackle by Cedric Peerman)",-0.780,-0.540
3,5:05,1,10,HOU 24,3,3,Tom Savage pass incomplete short left intended for C.J. Fiedorowicz (defended by Karlos Dansby),0.540,0.000
3,5:00,2,10,HOU 24,3,3,"Tom Savage pass incomplete short right intended for Alfred Blue. Penalty on Margus Hunt: Roughing the Passer, 15 yards (no play)",0.000,1.530
3,4:56,1,10,HOU 39,3,3,Alfred Blue middle for 6 yards (tackle by George Iloka),1.530,1.800
3,4:12,2,4,HOU 45,3,3,Tom Savage pass complete short left to Keith Mumphery for 2 yards (tackle by George Iloka),1.800,1.360
3,3:27,3,2,HOU 47,3,3,"Tom Savage pass incomplete short left intended for Will Fuller. Penalty on Adam Jones: Defensive Pass Interference, 8 yards (no play)",1.360,2.590
3,3:23,1,10,CIN 45,3,3,"Tom Savage pass complete short right to DeAndre Hopkins for 15 yards (tackle by Darqueze Dennard). Penalty on DeAndre Hopkins: Offensive Pass Interference, 10 yards (no play)",2.590,1.930
3,2:51,1,20,HOU 45,3,3,Tom Savage pass complete short middle to DeAndre Hopkins for 6 yards (tackle by Nick Vigil),1.930,1.500
3,2:08,2,14,CIN 49,3,3,Tom Savage pass complete short middle to Alfred Blue for 4 yards (tackle by Vincent Rey),1.500,1.360
3,1:24,3,10,CIN 45,3,3,"Tom Savage pass incomplete short left intended for DeAndre Hopkins. Penalty on Adam Jones: Defensive Pass Interference, 9 yards (no play)",1.360,3.180
3,1:18,1,10,CIN 36,3,3,Tom Savage sacked by Will Clarke for -3 yards,3.180,2.230
3,0:36,2,13,CIN 39,3,3,Tom Savage pass complete short left to C.J. Fiedorowicz for 9 yards (tackle by Shawn Williams),2.230,2.740
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,CIN 30,3,3,Tom Savage pass complete short left to Akeem Hunt for 24 yards (tackle by Shawn Williams),2.740,5.830
4,14:29,1,6,CIN 6,3,3,Tom Savage pass incomplete short left intended for Will Fuller,5.830,4.950
4,14:23,2,6,CIN 6,3,3,Alfred Blue middle for 1 yard (tackle by Vincent Rey and Domata Peko),4.950,4.260
4,13:38,3,5,CIN 5,3,3,Tom Savage pass incomplete short right intended for DeAndre Hopkins,4.260,3.010
4,13:34,4,5,CIN 5,3,6,Nick Novak 22 yard field goal good,3.010,3.000
4,13:31,,,HOU 35,3,6,"Nick Novak kicks off 64 yards, returned by Alex Erickson for 19 yards (tackle by Jonathan Grimes)",0.000,-0.280
4,13:21,1,10,CIN 20,3,6,Andy Dalton pass complete short right to Brandon LaFell for 15 yards (tackle by Johnathan Joseph),0.280,1.270
4,12:48,1,10,CIN 35,3,6,Andy Dalton pass incomplete short middle intended for Tyler Boyd is intercepted by Quintin Demps at CIN-40,1.270,-2.920
4,12:41,1,10,CIN 40,3,6,Alfred Blue middle for no gain (tackle by Domata Peko and George Iloka),2.920,2.370
4,11:59,2,10,CIN 40,3,6,Tom Savage pass incomplete short right intended for DeAndre Hopkins,2.370,1.680
4,11:53,3,10,CIN 40,3,6,Tom Savage pass incomplete short middle intended for Ryan Griffin (defended by Vincent Rey),1.680,0.590
4,11:48,4,10,CIN 40,3,6,"Shane Lechler punts 31 yards, fair catch by Alex Erickson",0.590,0.380
4,11:40,1,10,CIN 9,3,6,Rex Burkhead right end for 5 yards (tackle by Antonio Smith),-0.380,-0.390
4,11:02,2,5,CIN 14,3,6,Andy Dalton pass incomplete short left intended for Brandon LaFell,-0.390,-0.840
4,10:59,3,5,CIN 14,9,6,"Andy Dalton pass complete short left to Brandon LaFell for 86 yards, touchdown. Penalty on Eddie Pleasant: Defensive Offside (Declined)",-0.840,7.000
4,10:45,,,HOU 15,10,6,Randy Bullock kicks extra point good,0.000,0.000
4,10:45,,,CIN 35,10,6,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
4,10:45,1,10,HOU 25,10,6,Tom Savage pass complete short right to Will Fuller for 19 yards (tackle by Darqueze Dennard),0.610,1.860
4,10:11,1,10,HOU 44,10,6,Tom Savage middle for 11 yards (tackle by Vincent Rey),1.860,2.590
4,9:31,1,10,CIN 45,10,6,Tom Savage pass complete short left to DeAndre Hopkins for 21 yards (tackle by Karlos Dansby),2.590,3.970
4,8:47,1,10,CIN 24,10,12,"Alfred Blue left tackle for 24 yards, touchdown",3.970,7.000
4,8:41,,,CIN 15,10,12,"Nick Novak kicks extra point no good, blocked by Margus Hunt",0.000,-1.000
4,8:41,,,HOU 35,10,12,"Nick Novak kicks off 62 yards, returned by Alex Erickson for 26 yards (tackle by Jonathan Grimes)",0.000,-0.870
4,8:34,1,10,CIN 29,10,12,Rex Burkhead left tackle for 3 yards (tackle by Whitney Mercilus and Benardrick McKinney),0.870,0.730
4,7:56,2,7,CIN 32,10,12,Andy Dalton sacked by Whitney Mercilus for -6 yards,0.730,-0.760
4,7:13,3,13,CIN 26,10,12,Andy Dalton pass incomplete deep right intended for Brandon LaFell,-0.760,-1.630
4,7:08,4,13,CIN 26,10,12,"Kevin Huber punts 53 yards, fair catch by Tyler Ervin",-1.630,-0.340
4,7:00,1,10,HOU 21,10,12,Alfred Blue middle for 2 yards (tackle by Karlos Dansby),0.340,0.070
4,6:20,2,8,HOU 23,10,12,Tom Savage pass complete short middle to Alfred Blue for 4 yards (tackle by Karlos Dansby),0.070,-0.100
4,5:35,3,4,HOU 27,10,12,Tom Savage pass complete short middle to DeAndre Hopkins for 16 yards (tackle by Adam Jones),-0.100,1.800
4,4:51,1,10,HOU 43,10,12,Alfred Blue right tackle for 1 yard (tackle by Pat Sims),1.800,1.390
4,4:07,2,9,HOU 44,10,12,Alfred Blue right end for 1 yard (tackle by George Iloka),1.390,0.000
4,4:01,,,,10,12,Timeout #2 by Cincinnati Bengals,0.000,-0.830
4,4:01,3,8,HOU 45,10,12,Tom Savage pass complete short left to Keith Mumphery for 5 yards (tackle by Adam Jones),0.830,-0.060
4,3:56,4,3,,10,12,"Shane Lechler punts 42 yards, returned by Alex Erickson for 7 yards (tackle by Don Jones)",-0.060,0.220
4,3:46,1,10,CIN 15,10,12,Rex Burkhead right tackle for 9 yards (tackle by Andre Hal and Brian Cushing),-0.220,0.620
4,3:24,2,1,CIN 24,10,12,Andy Dalton pass complete short left to Cody Core for 4 yards (tackle by A.J. Bouye),0.620,0.810
4,2:55,1,10,CIN 28,10,12,Andy Dalton pass incomplete deep right intended for Cody Core,0.810,0.260
4,2:50,2,10,CIN 28,10,12,Rex Burkhead middle for 5 yards (tackle by Andre Hal and Benardrick McKinney),0.260,0.230
4,2:19,3,5,CIN 33,10,12,Andy Dalton pass complete short right to C.J. Uzomah for 8 yards (tackle by Andre Hal),0.230,1.660
4,2:13,1,10,CIN 41,10,12,Rex Burkhead left end for -6 yards (tackle by Brian Cushing),1.660,0.310
4,2:00,2,16,CIN 35,10,12,Andy Dalton pass complete short left to C.J. Uzomah for 5 yards (tackle by A.J. Bouye),0.310,0.300
4,1:56,3,11,CIN 40,10,12,Andy Dalton pass complete short middle to James Wright for 8 yards (tackle by A.J. Bouye),0.300,0.000
4,1:25,,,,10,12,Timeout #1 by Houston Texans,0.000,0.190
4,1:25,4,3,CIN 48,10,12,Andy Dalton pass complete short right to C.J. Uzomah for 8 yards (tackle by Andre Hal),-0.190,2.650
4,1:02,1,10,HOU 44,10,12,Andy Dalton pass complete short middle to Rex Burkhead for 9 yards (tackle by Eddie Pleasant),2.650,0.000
4,0:47,,,,10,12,Timeout #2 by Houston Texans,0.000,-3.330
4,0:47,2,1,HOU 35,10,12,Andy Dalton pass complete short right to C.J. Uzomah for 1 yard (tackle by Andre Hal),3.330,3.310
4,0:22,1,10,HOU 34,10,12,Rex Burkhead right tackle for 9 yards (tackle by Quintin Demps and Eddie Pleasant),3.310,0.000
4,0:05,,,,10,12,Timeout #3 by Houston Texans,0.000,-3.990
4,0:05,2,1,HOU 25,10,12,Randy Bullock 43 yard field goal no good,3.990,1.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
