Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA
2,13:26,3,6,ATL 15,7,7,Brian Hoyer pass incomplete short right intended for Josh Gordon,3.580,2.470
2,13:22,4,6,ATL 15,10,7,Billy Cundiff 33 yard field goal good,2.470,3.000
2,13:22,,,CLE 35,10,7,"Billy Cundiff kicks off 67 yards, returned by Devin Hester for 25 yards (tackle by K'Waun Williams)",0.000,-0.480
2,13:11,1,10,ATL 23,10,7,Steven Jackson left end for no gain (tackle by Ishmaa'ily Kitchen),0.480,-0.070
2,12:35,2,10,ATL 23,10,7,Matt Ryan pass complete short left to Devin Hester for 13 yards (tackle by Tashaun Gipson),-0.070,1.330
2,12:01,1,10,ATL 36,10,7,Steven Jackson left guard for 7 yards (tackle by Christian Kirksey),1.330,1.740
2,11:29,2,3,ATL 43,10,7,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Barkevious Mingo),1.740,1.030
2,11:23,3,3,ATL 43,10,7,"Matt Ryan sacked by Paul Kruger for -3 yards. Matt Ryan fumbles (forced by Paul Kruger), recovered by Desmond Bryant at ATL-40",1.030,-2.920
2,11:15,1,10,ATL 40,10,7,Brian Hoyer pass complete short right to Josh Gordon for 17 yards (tackle by Desmond Trufant),2.920,4.040
2,10:52,1,10,ATL 23,10,7,Brian Hoyer pass incomplete short right intended for Josh Gordon,4.040,3.500
2,10:47,2,10,ATL 23,10,7,"Brian Hoyer for no gain. Brian Hoyer fumbles, recovered by Brian Hoyer at ATL-27",3.500,2.280
2,10:05,3,14,ATL 27,10,7,Brian Hoyer pass complete short right to Miles Austin for 8 yards (tackle by Paul Worrilow),2.280,2.210
2,9:26,4,6,ATL 19,13,7,Billy Cundiff 37 yard field goal good,2.210,3.000
2,9:26,,,CLE 35,13,7,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
2,9:20,1,10,ATL 20,13,7,"Devonta Freeman right end for 2 yards (tackle by K'Waun Williams). Penalty on Roddy White: Offensive Holding, 10 yards",0.280,-0.600
2,8:55,1,18,ATL 12,13,7,Matt Ryan pass incomplete deep right intended for Julio Jones,-0.600,-1.360
2,8:49,2,18,ATL 12,13,7,Jacquizz Rodgers right guard for 7 yards (tackle by Christian Kirksey and Sione Fua),-1.360,-1.140
2,8:10,3,11,ATL 19,13,7,Matt Ryan pass complete deep middle to Roddy White for 32 yards (tackle by K'Waun Williams),-1.140,2.320
2,7:26,1,10,CLE 49,13,7,Devonta Freeman right end for -4 yards (tackle by Desmond Bryant),2.320,1.240
2,6:49,2,14,ATL 47,13,7,Matt Ryan pass complete short left to Steven Jackson for 10 yards (tackle by Christian Kirksey),1.240,1.880
2,6:01,3,4,CLE 43,13,7,Matt Ryan pass incomplete short right intended for Harry Douglas,1.880,0.400
2,5:56,4,4,CLE 43,13,7,"Matthew Bosher punts 43 yards, touchback",0.400,-0.280
2,5:47,1,10,CLE 20,13,7,"Penalty on Jim Dray: False Start, 5 yards (no play)",0.280,-0.310
2,5:47,1,15,CLE 15,13,7,Terrance West left tackle for 3 yards (tackle by Joplo Bartu),-0.310,-0.630
2,5:13,2,12,CLE 18,13,7,Brian Hoyer pass complete short middle to Terrance West for 9 yards (tackle by Robert McClain),-0.630,-0.030
2,4:36,3,3,CLE 27,13,7,Brian Hoyer pass complete short left to Andrew Hawkins for 17 yards (tackle by Kemal Ishmael),-0.030,1.860
2,4:10,1,10,CLE 44,13,7,"Terrance West left guard for 4 yards (tackle by Joplo Bartu and Kroy Biermann). Penalty on ATL: Defensive 12 On-field, 5 yards (no play)",1.860,2.590
2,3:57,1,5,CLE 49,13,7,Isaiah Crowell right end for no gain (tackle by Ra'Shede Hageman),2.590,1.990
2,3:32,2,5,CLE 49,13,7,Isaiah Crowell right end for 7 yards (tackle by Robert McClain),1.990,2.650
2,3:04,1,10,ATL 44,13,7,Brian Hoyer pass incomplete short left intended for Jim Dray is intercepted by Kemal Ishmael at ATL-36 and returned for 14 yards,2.650,-2.260
2,2:52,1,10,,13,7,Matt Ryan pass complete deep right to Julio Jones for 21 yards (tackle by Joe Haden),2.260,3.640
2,2:13,1,10,CLE 29,13,7,Matt Ryan pass complete short middle to Levine Toilolo for 8 yards (tackle by Tashaun Gipson),3.640,4.180
2,2:00,2,2,CLE 21,13,7,Steven Jackson left guard for 2 yards (tackle by Craig Robertson),4.180,4.310
2,1:19,1,10,CLE 19,13,7,Matt Ryan pass complete short right to Roddy White for 6 yards,4.310,4.720
2,1:15,2,4,CLE 13,13,7,Matt Ryan pass incomplete short left intended for Devonta Freeman,4.720,3.960
2,1:10,3,4,CLE 13,13,7,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Craig Robertson),3.960,3.960
2,1:00,3,4,CLE 13,13,7,Timeout #1 by Atlanta Falcons,3.960,5.370
2,1:00,1,8,CLE 8,13,13,"Matt Ryan pass complete short middle to Jacquizz Rodgers for 8 yards, touchdown",5.370,7.000
2,1:00,,,CLE 2,13,14,Matt Bryant kicks extra point good,0.000,0.000
2,1:00,,,ATL 35,13,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,0:55,1,10,CLE 20,13,14,Brian Hoyer pass incomplete deep left intended for Josh Gordon,0.280,-0.270
2,0:49,2,10,CLE 20,13,14,Brian Hoyer pass complete short right to Josh Gordon for 19 yards (tackle by Kemal Ishmael and Kroy Biermann),-0.270,1.530
2,0:27,1,10,CLE 39,13,14,Brian Hoyer pass incomplete short middle intended for Miles Austin,1.530,0.990
2,0:23,2,10,CLE 39,13,14,Brian Hoyer pass complete short right to Andrew Hawkins for 14 yards (tackle by Dezmen Southward),0.990,2.460
2,0:14,1,10,ATL 47,13,14,Brian Hoyer pass complete short middle to Andrew Hawkins for 5 yards (tackle by Corey Peters),2.460,2.460
2,0:08,1,10,ATL 47,13,14,Timeout #1 by Cleveland Browns,2.460,2.590
2,0:08,2,5,ATL 42,13,14,Brian Hoyer pass incomplete deep left intended for Josh Gordon,2.590,2.590
2,0:03,2,5,ATL 42,13,14,Timeout #2 by Atlanta Falcons,2.590,1.880
2,0:03,3,5,ATL 42,13,14,Billy Cundiff 60 yard field goal no good,1.880,2.190
Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,13,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CLE 20,13,14,Brian Hoyer pass complete short right to Josh Gordon for 5 yards (tackle by Paul Worrilow),0.280,0.410
3,14:39,2,5,CLE 25,13,14,Isaiah Crowell left end for 6 yards (tackle by Jonathan Babineaux and Joplo Bartu),0.410,1.000
3,14:03,1,10,CLE 31,13,14,Terrance West left tackle for 4 yards (tackle by Tyson Jackson),1.000,1.000
3,13:24,2,6,CLE 35,13,14,"Terrance West for no gain. Terrance West fumbles, recovered by Josh Gordon at CLE-16",1.000,0.300
3,13:12,3,6,CLE 35,13,14,Brian Hoyer pass complete short middle to Andrew Hawkins for 40 yards (tackle by Kemal Ishmael),0.300,3.910
3,12:34,1,10,ATL 25,13,14,Brian Hoyer pass complete short middle to Gary Barnidge for 8 yards (tackle by Kemal Ishmael and Joplo Bartu),3.910,4.550
3,11:51,2,2,ATL 17,13,14,Isaiah Crowell left guard for 8 yards (tackle by Kemal Ishmael),4.550,5.140
3,11:20,1,9,ATL 9,13,14,Isaiah Crowell left guard for 4 yards (tackle by Paul Worrilow),5.140,5.150
3,10:35,2,5,ATL 5,13,14,Brian Hoyer pass incomplete short left intended for Miles Austin,5.150,4.260
3,10:31,3,5,ATL 5,13,14,Brian Hoyer sacked by Kroy Biermann for -9 yards,4.260,2.510
3,9:51,4,14,ATL 14,16,14,Billy Cundiff 32 yard field goal good,2.510,3.000
3,9:51,,,CLE 35,16,14,"Billy Cundiff kicks off 66 yards, returned by Devin Hester for 18 yards (tackle by Jordan Poyer)",0.000,0.060
3,9:41,1,10,ATL 17,16,14,Matt Ryan pass incomplete deep right intended for Julio Jones,-0.060,-0.580
3,9:36,2,10,ATL 17,16,14,Steven Jackson left guard for 6 yards (tackle by Craig Robertson and Desmond Bryant),-0.580,-0.490
3,8:52,3,4,ATL 23,16,14,Matt Ryan pass complete short middle to Devin Hester for 9 yards (tackle by Joe Haden),-0.490,1.070
3,8:12,1,10,ATL 32,16,14,Steven Jackson right tackle for no gain (tackle by Craig Robertson),1.070,0.530
3,7:35,2,10,ATL 32,16,14,Matt Ryan pass complete short right to Steven Jackson for 7 yards (tackle by Billy Winn),0.530,0.760
3,6:52,3,3,ATL 39,16,14,Matt Ryan sacked by Paul Kruger for -12 yards,0.760,-1.570
3,6:43,4,15,ATL 27,16,14,"Penalty on Dezmen Southward: False Start, 5 yards (no play)",-1.570,-1.900
3,5:51,4,20,ATL 22,16,14,"Matthew Bosher punts 48 yards, out of bounds",-1.900,-0.940
3,5:44,1,10,CLE 30,16,14,Terrance West right end for 2 yards (tackle by Kroy Biermann),0.940,0.660
3,5:06,2,8,CLE 32,16,14,Terrance West right tackle for 3 yards (tackle by Ra'Shede Hageman),0.660,0.370
3,4:25,3,5,CLE 35,16,14,Brian Hoyer pass complete short middle to Miles Austin for 13 yards (tackle by Robert McClain),0.370,2.130
3,3:44,1,10,CLE 48,16,14,Brian Hoyer left end for 3 yards,2.130,1.990
3,3:05,2,7,ATL 49,16,14,Terrance West right end for 9 yards (tackle by Robert McClain and Prince Shembo),1.990,2.920
3,2:38,1,10,ATL 40,16,14,Brian Hoyer pass complete short left to Josh Gordon for 9 yards (tackle by Desmond Trufant),2.920,3.590
3,2:05,2,1,ATL 31,16,14,Terrance West right guard for 2 yards (tackle by Kroy Biermann),3.590,3.640
3,1:33,1,10,ATL 29,16,14,Terrance West right tackle for 3 yards (tackle by Jonathan Babineaux),3.640,3.510
3,0:59,2,7,ATL 26,22,14,"Isaiah Crowell right guard for 26 yards, touchdown",3.510,7.000
3,0:59,,,ATL 2,23,14,Billy Cundiff kicks extra point good,0.000,0.000
3,0:59,,,CLE 35,23,14,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,0:46,1,10,ATL 20,23,14,Steven Jackson right end for 4 yards (tackle by Christian Kirksey),0.280,0.270
3,0:19,2,6,ATL 24,23,14,Matt Ryan pass incomplete short right intended for Levine Toilolo,0.270,-0.430
3,0:09,3,6,ATL 24,23,14,Matt Ryan pass complete short middle to Devin Hester for 16 yards (tackle by K'Waun Williams),-0.430,1.600
Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 40,23,14,Jacquizz Rodgers left guard for 2 yards (tackle by Desmond Bryant),1.600,1.320
4,14:25,2,8,ATL 42,23,14,Matt Ryan pass complete short right to Roddy White for 5 yards (tackle by Justin Gilbert),1.320,1.290
4,13:53,3,3,ATL 47,23,14,Matt Ryan pass complete short left to Harry Douglas for 7 yards (tackle by K'Waun Williams),1.290,2.520
4,13:17,1,10,CLE 46,23,14,Devonta Freeman right end for no gain (tackle by Craig Robertson),2.520,1.980
4,12:45,2,10,CLE 46,23,14,Matt Ryan pass complete short right to Roddy White for 10 yards (tackle by Buster Skrine),1.980,3.180
4,12:22,1,10,CLE 36,23,14,Devonta Freeman right guard for 6 yards (tackle by Ahtyba Rubin),3.180,3.450
4,11:53,2,4,CLE 30,23,14,Matt Ryan pass complete short right to Levine Toilolo for 9 yards (tackle by Donte Whitner),3.450,4.170
4,11:25,1,10,CLE 21,23,14,"Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Tashaun Gipson). Penalty on Joe Haden: Defensive Holding, 5 yards (no play)",4.170,4.510
4,11:19,1,10,CLE 16,23,14,Matt Ryan pass complete short middle to Jacquizz Rodgers for 2 yards (tackle by Paul Kruger),4.510,4.210
4,10:51,2,8,CLE 14,23,14,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by Joe Haden),4.210,6.060
4,10:11,1,5,CLE 5,23,14,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Buster Skrine),6.060,5.910
4,9:36,2,1,CLE 1,23,20,"Steven Jackson left guard for 1 yard, touchdown",5.910,7.000
4,9:36,,,CLE 2,23,21,Matt Bryant kicks extra point good,0.000,0.000
4,9:36,,,ATL 35,23,21,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,9:31,1,10,CLE 20,23,21,"Brian Hoyer pass complete short middle to Isaiah Crowell for 2 yards (tackle by Paul Worrilow). Penalty on Desmond Trufant: Defensive Holding, 5 yards (no play)",0.280,0.610
4,9:04,1,10,CLE 25,23,21,"Isaiah Crowell right guard for 7 yards (tackle by Joplo Bartu). Penalty on Jim Dray: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,8:38,1,20,CLE 15,23,21,Brian Hoyer pass complete short middle to Miles Austin for 10 yards (tackle by Joplo Bartu),-0.410,0.060
4,8:00,2,10,CLE 25,23,21,"Isaiah Crowell left end for 18 yards (tackle by Joplo Bartu). Penalty on Malliciah Goodman: Illegal Use of Hands, 5 yards",0.060,2.130
4,7:34,1,10,CLE 48,23,21,Brian Hoyer pass complete short left to Josh Gordon for 12 yards (tackle by Desmond Trufant),2.130,2.920
4,7:09,1,10,ATL 40,23,21,Terrance West right tackle for 1 yard (tackle by Joplo Bartu and Kemal Ishmael),2.920,2.510
4,6:27,2,9,ATL 39,23,21,Brian Hoyer pass complete short left to Taylor Gabriel for 13 yards (tackle by Paul Worrilow),2.510,3.840
4,5:49,1,10,ATL 26,23,21,Terrance West left guard for 20 yards (tackle by Joplo Bartu),3.840,5.830
4,4:59,1,6,ATL 6,23,21,Brian Hoyer pass incomplete short right intended for Josh Gordon is intercepted by Desmond Trufant at ATL-0,5.830,-0.280
4,4:51,1,10,ATL 20,23,21,Matt Ryan pass incomplete short right intended for Steven Jackson,0.280,-0.270
4,4:48,2,10,ATL 20,23,21,Matt Ryan pass complete short right to Devin Hester for 12 yards,-0.270,1.070
4,4:43,1,10,ATL 32,23,21,Matt Ryan pass incomplete deep left intended for Julio Jones,1.070,0.530
4,4:37,2,10,ATL 32,23,21,Matt Ryan pass complete short left to Roddy White for 5 yards (tackle by Joe Haden),0.530,0.500
4,3:52,3,5,ATL 37,23,21,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Buster Skrine),0.500,-0.910
4,3:46,4,5,ATL 37,23,21,"Matthew Bosher punts 47 yards, fair catch by Jim Leonhard",-0.910,0.140
4,3:37,1,10,CLE 16,23,21,Isaiah Crowell left guard for 8 yards (tackle by Kemal Ishmael),-0.140,0.550
4,2:55,2,2,CLE 24,23,21,"Penalty on Joel Bitonio: False Start, 5 yards (no play)",0.550,-0.180
4,2:54,2,7,CLE 19,23,21,Brian Hoyer pass incomplete deep middle intended for Gary Barnidge,-0.180,-0.950
4,2:51,3,7,CLE 19,23,21,Brian Hoyer pass incomplete deep right intended for Josh Gordon is intercepted by Dezmen Southward at 50 and returned for -5 yards,-0.950,-1.930
4,2:42,1,10,ATL 45,23,21,Steven Jackson left end for no gain (tackle by Craig Robertson),1.930,1.380
4,2:07,2,10,ATL 45,23,21,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by Jim Leonhard),1.380,1.880
4,2:00,3,1,CLE 46,23,21,Steven Jackson left tackle for 3 yards (tackle by Ahtyba Rubin and Craig Robertson),1.880,2.720
4,1:31,1,10,CLE 43,23,21,Matt Ryan pass complete short middle to Jacquizz Rodgers for 1 yard (tackle by Craig Robertson),2.720,2.310
4,1:03,2,9,CLE 42,23,21,Matt Ryan pass complete short right to Harry Douglas for 7 yards (tackle by K'Waun Williams),2.310,2.310
4,0:55,2,9,CLE 42,23,21,Timeout #1 by Atlanta Falcons,2.310,2.540
4,0:55,3,2,CLE 35,23,21,Matt Ryan pass incomplete deep right intended for Devin Hester (defended by Justin Gilbert),2.540,0.990
4,0:49,4,2,CLE 35,23,24,Matt Bryant 53 yard field goal good,0.990,3.000
4,0:49,,,ATL 35,23,24,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,0:44,1,10,CLE 20,23,24,Brian Hoyer pass incomplete short middle intended for Josh Gordon,0.280,-0.270
4,0:39,2,10,CLE 20,23,24,Brian Hoyer pass complete short left to Miles Austin for 11 yards (tackle by Kemal Ishmael),-0.270,-0.270
4,0:32,2,10,CLE 20,23,24,Timeout #1 by Cleveland Browns,-0.270,1.000
4,0:32,1,10,CLE 31,23,24,Brian Hoyer pass complete deep middle to Josh Gordon for 24 yards (tackle by Paul Worrilow),1.000,1.000
4,0:24,1,10,CLE 31,23,24,Timeout #2 by Cleveland Browns,1.000,2.590
4,0:24,1,10,ATL 45,23,24,Brian Hoyer pass complete short middle to Gary Barnidge for 15 yards (tackle by Dezmen Southward and Kemal Ishmael),2.590,2.590
4,0:16,1,10,ATL 45,23,24,Timeout #3 by Cleveland Browns,2.590,3.580
4,0:16,1,10,ATL 30,23,24,Brian Hoyer pass complete short middle to Miles Austin for 11 yards (tackle by Kemal Ishmael),3.580,4.310
4,0:06,1,10,ATL 19,23,24,Brian Hoyer spiked the ball,4.310,3.750
4,0:05,2,10,ATL 19,26,24,Billy Cundiff 37 yard field goal good,3.750,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
