Quarter,Time,Down,ToGo,Location,IND,DET,Detail,EPB,EPA
3,12:35,2,5,IND 46,20,7,Matthew Stafford pass incomplete deep middle intended for T.J. Hockenson (defended by Kenny Moore),2.320,1.620
3,12:29,3,5,IND 46,20,7,Matthew Stafford pass complete short left to Danny Amendola for 14 yards (tackle by Julian Blackmon),1.620,3.450
3,11:47,1,10,IND 32,20,7,Matthew Stafford pass complete short right to Jesse James for 23 yards (tackle by Khari Willis),3.450,5.140
3,11:15,1,9,IND 9,20,13,"Matthew Stafford pass complete short left to Kerryon Johnson for 9 yards, touchdown",5.140,7.000
3,11:08,,,IND 15,20,14,Matt Prater kicks extra point good,0.000,0.000
3,11:08,,,DET 35,20,14,"Jack Fox kicks off 67 yards, returned by Isaiah Rodgers for 31 yards (tackle by Will Harris and C.J. Moore)",0.000,0.870
3,11:00,1,10,IND 29,20,14,Jordan Wilkins up the middle for 4 yards (tackle by Christian Jones and Tracy Walker),0.870,0.870
3,10:21,2,6,IND 33,20,14,Jordan Wilkins right end for 4 yards (tackle by Danny Shelton),0.870,0.700
3,9:38,3,2,IND 37,20,14,Jordan Wilkins up the middle for 1 yard (tackle by Jeff Okudah),0.700,-0.850
3,9:01,4,1,IND 38,20,14,"Rigoberto Sanchez punts 51 yards, fair catch by Jamal Agnew at DET-11. Penalty on Luke Rhodes: Tripping, 10 yards",-0.850,-0.340
3,8:53,1,10,DET 21,20,14,Matthew Stafford pass incomplete short middle intended for Marvin Jones,0.340,-0.200
3,8:47,2,10,DET 21,20,14,D'Andre Swift right tackle for -2 yards (tackle by Khari Willis),-0.200,-1.220
3,8:11,3,12,DET 19,20,14,Matthew Stafford pass complete deep middle to Marvin Hall for 17 yards (tackle by Julian Blackmon),-1.220,1.330
3,7:31,1,10,DET 36,20,14,D'Andre Swift up the middle for 1 yard (tackle by Grover Stewart),1.330,0.930
3,6:55,2,9,DET 37,20,14,Matthew Stafford pass incomplete short right intended for Marvin Hall,0.930,0.230
3,6:50,3,9,DET 37,20,14,"Penalty on Jamal Agnew: False Start, 5 yards (no play)",0.230,-0.430
3,6:50,3,14,DET 32,20,14,Matthew Stafford pass complete short right to T.J. Hockenson for 10 yards (tackle by Kenny Moore),-0.430,-0.590
3,6:08,4,4,DET 42,20,14,"Jack Fox punts 58 yards, touchback.",-0.590,-0.280
3,6:00,1,10,IND 20,20,14,Philip Rivers pass incomplete short left intended for Marcus Johnson,0.280,-0.270
3,5:55,2,10,IND 20,20,14,Philip Rivers pass incomplete short right intended for Nyheim Hines,-0.270,-0.960
3,5:50,3,10,IND 20,20,14,Philip Rivers pass incomplete deep left intended for Trey Burton,-0.960,-2.030
3,5:44,4,10,IND 20,20,14,"Rigoberto Sanchez punts 46 yards, returned by Jamal Agnew for 2 yards (tackle by George Odum). Jamal Agnew fumbles (forced by George Odum), recovered by Jamal Agnew at DET-36",-2.030,-1.330
3,5:30,1,10,DET 36,20,14,Matthew Stafford pass complete short middle to Marvin Jones for 10 yards (tackle by Julian Blackmon),1.330,1.990
3,5:00,1,10,DET 46,20,14,Jamal Agnew left end for 11 yards (tackle by Al-Quadin Muhammad),1.990,2.720
3,4:23,1,10,IND 43,20,14,Matthew Stafford pass complete deep middle to Marvin Hall for 17 yards (tackle by Darius Leonard and Julian Blackmon),2.720,3.840
3,3:52,1,10,IND 26,20,14,D'Andre Swift left tackle for -1 yards (tackle by Bobby Okereke),3.840,3.160
3,3:17,2,11,IND 27,20,14,Matthew Stafford pass complete short left to D'Andre Swift for 2 yards (tackle by Xavier Rhodes and Darius Leonard),3.160,2.740
3,2:34,3,9,IND 25,20,14,"Matthew Stafford sacked by Darius Leonard for -15 yards. Matthew Stafford fumbles (forced by Darius Leonard), recovered by Justin Houston at IND-40 (tackle by Jonah Jackson)",2.740,-1.600
3,2:27,1,10,IND 40,20,14,Nyheim Hines right end for 1 yard (tackle by Danny Shelton),1.600,1.190
3,1:48,2,9,IND 41,20,14,Philip Rivers pass incomplete short middle intended for Zach Pascal,1.190,0.500
3,1:41,3,9,IND 41,20,14,Philip Rivers pass complete deep middle to Marcus Johnson for 18 yards (tackle by Justin Coleman),0.500,2.850
3,1:07,1,10,DET 41,20,14,Jordan Wilkins up the middle for no gain (tackle by John Penisini and Jahlani Tavai),2.850,2.310
3,0:27,2,10,DET 41,20,14,Jordan Wilkins left end for -4 yards (tackle by Trey Flowers),2.310,1.090
Quarter,Time,Down,ToGo,Location,IND,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,14,DET 45,20,14,"Philip Rivers pass incomplete deep right intended for Ashton Dulin (defended by Justin Coleman). Penalty on Justin Coleman: Defensive Pass Interference, 41 yards (no play)",1.090,6.280
4,14:52,1,4,DET 4,20,14,Philip Rivers pass complete short right to Trey Burton for 3 yards (tackle by Tracy Walker),6.280,5.910
4,14:20,2,1,DET 1,20,14,Jonathan Taylor up the middle for no gain (tackle by Da'Shawn Hand and Trey Flowers),5.910,5.170
4,13:38,3,1,DET 1,26,14,"Jordan Wilkins left end for 1 yard, touchdown",5.170,7.000
4,13:34,,,DET 2,28,14,"Two Point Attempt: Jordan Wilkins rushes, conversion succeeds.",1.000,1.000
4,13:34,,,IND 35,28,14,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,13:34,1,10,DET 25,34,14,"Matthew Stafford pass short right intended for Marvin Jones is intercepted by Kenny Moore at DET-29 and returned for 29 yards, touchdown",0.610,-7.000
4,13:26,,,DET 15,35,14,Rodrigo Blankenship kicks extra point good,0.000,0.000
4,13:26,,,IND 35,35,14,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,13:26,1,10,DET 25,35,14,Matthew Stafford sacked by Denico Autry for -6 yards,0.610,-0.810
4,12:56,2,16,DET 19,35,14,Matthew Stafford pass incomplete short left intended for Marvin Hall (defended by Sheldon Day),-0.810,-1.510
4,12:52,3,16,DET 19,35,14,Matthew Stafford pass complete deep middle to Marvin Hall for 73 yards (tackle by Xavier Rhodes),-1.510,5.370
4,12:29,1,8,IND 8,35,14,"Matthew Stafford pass incomplete short right intended for T.J. Hockenson. Penalty on Rock Ya-Sin: Illegal Contact, 4 yards (no play)",5.370,6.280
4,12:20,1,4,IND 4,35,20,"Matthew Stafford pass complete short left to Marvin Jones for 4 yards, touchdown",6.280,7.000
4,12:15,,,IND 15,35,21,Matt Prater kicks extra point good,0.000,0.000
4,12:15,,,DET 35,35,21,"Jack Fox kicks off 65 yards, returned by Nyheim Hines for 27 yards (tackle by Jalen Reeves-Maybin)",0.000,0.740
4,12:08,1,10,IND 27,35,21,Jordan Wilkins up the middle for 4 yards (tackle by Christian Jones),0.740,0.740
4,11:30,2,6,IND 31,35,21,"Philip Rivers pass complete short left to Ashton Dulin for 13 yards (tackle by Jayron Kearse). Ashton Dulin fumbles, ball out of bounds at IND-44 (forced by Jayron Kearse)",0.740,1.860
4,10:58,1,10,IND 44,35,21,Philip Rivers pass incomplete short right intended for Zach Pascal,1.860,1.320
4,10:53,2,10,IND 44,35,21,Jordan Wilkins up the middle for 8 yards (tackle by Christian Jones and Jamie Collins),1.320,1.690
4,10:08,3,2,DET 48,35,21,Philip Rivers pass complete short left to Nyheim Hines for 3 yards (tackle by Amani Oruwariye),1.690,2.590
4,9:37,1,10,DET 45,35,21,Nyheim Hines up the middle for 6 yards (tackle by Jamie Collins),2.590,2.850
4,8:54,2,4,DET 39,35,21,"Penalty on Michael Pittman: False Start, 5 yards (no play)",2.850,2.180
4,8:53,2,9,DET 44,35,21,Philip Rivers pass complete deep right to Zach Pascal for 20 yards (tackle by Justin Coleman),2.180,3.970
4,8:10,1,10,DET 24,35,21,Jordan Wilkins up the middle for 12 yards (tackle by Duron Harmon and Tracy Walker),3.970,4.780
4,7:23,1,10,DET 12,35,21,Jordan Wilkins up the middle for 5 yards (tackle by Romeo Okwara),4.780,5.020
4,7:17,,,,,,Timeout #1 by Detroit Lions,,
4,7:17,2,5,DET 7,35,21,Nyheim Hines right tackle for 5 yards (tackle by Jamie Collins),5.020,6.740
4,7:11,,,,,,Timeout #2 by Detroit Lions,,
4,7:11,1,2,DET 2,35,21,Philip Rivers pass incomplete short right,6.740,5.720
4,7:07,2,2,DET 2,41,21,"Trey Burton right end for 2 yards, touchdown",5.720,7.000
4,7:01,,,DET 15,41,21,Rodrigo Blankenship kicks extra point no good wide right,0.000,-1.000
4,7:01,,,IND 35,41,21,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,7:01,1,10,DET 25,41,21,Matthew Stafford pass complete short left to D'Andre Swift for 13 yards (tackle by Rock Ya-Sin),0.610,1.470
4,6:40,1,10,DET 38,41,21,D'Andre Swift left tackle for 3 yards (tackle by Justin Houston),1.470,1.330
4,6:20,2,7,DET 41,41,21,Matthew Stafford up the middle for 10 yards (tackle by Bobby Okereke),1.330,2.320
4,5:52,1,10,IND 49,41,21,Matthew Stafford pass incomplete short right intended for Danny Amendola,2.320,1.780
4,5:46,2,10,IND 49,41,21,Matthew Stafford sacked by Tyquan Lewis for -6 yards,1.780,0.300
4,5:03,3,16,DET 45,41,21,Matthew Stafford pass complete deep middle to Danny Amendola for 24 yards (tackle by Kenny Moore),0.300,3.510
4,4:37,1,10,IND 31,41,21,Matthew Stafford pass incomplete deep right,3.510,2.970
4,4:32,2,10,IND 31,41,21,Matthew Stafford pass complete short right to D'Andre Swift for 7 yards (tackle by Darius Leonard),2.970,3.200
4,4:28,3,3,IND 24,41,21,Matthew Stafford pass complete short middle to Marvin Hall for 6 yards (tackle by Rock Ya-Sin and Bobby Okereke),3.200,4.370
4,4:09,1,10,IND 18,41,21,Matthew Stafford pass incomplete deep right intended for Marvin Jones (defended by T.J. Carrie),4.370,3.800
4,4:04,2,10,IND 18,41,21,Matthew Stafford pass incomplete short left intended for Marvin Hall,3.800,3.050
4,3:58,3,10,IND 18,41,21,Matthew Stafford pass incomplete short middle intended for D'Andre Swift,3.050,2.250
4,3:55,4,10,IND 18,41,21,Matthew Stafford pass incomplete deep middle intended for Marvin Jones,2.250,-0.040
4,3:48,1,10,IND 18,41,21,Jordan Wilkins up the middle for 3 yards (tackle by Da'Shawn Hand and Jahlani Tavai),0.040,0.010
4,3:44,,,,,,Timeout #3 by Detroit Lions,,
4,3:44,2,7,IND 21,41,21,Jordan Wilkins up the middle for 2 yards (tackle by Danny Shelton),0.010,-0.530
4,3:00,3,5,IND 23,41,21,Philip Rivers pass complete short left to Jack Doyle for 11 yards (tackle by Tracy Walker),-0.530,1.200
4,2:23,1,10,IND 34,41,21,Jordan Wilkins up the middle for 3 yards (tackle by Tracy Walker and Jamie Collins),1.200,1.060
4,2:00,2,7,IND 37,41,21,Jordan Wilkins right end for 14 yards (tackle by Jayron Kearse),1.060,2.320
4,1:16,1,10,DET 49,41,21,Philip Rivers kneels for -2 yards,2.320,1.510
4,0:35,2,12,IND 49,41,21,Philip Rivers kneels for no gain,1.510,0.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
