Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
2,14:00,4,17,NYJ 45,0,3,"Ben Graham punts 39 yards, returned by B.J. Sams for 8 yards (tackle by James Dearth)",-0.390,-0.540
2,13:56,1,10,BAL 24,0,3,Chester Taylor left end for 9 yards (tackle by Bryan Thomas),0.540,1.210
2,13:18,2,1,BAL 33,0,3,Jamal Lewis left tackle for 2 yards (tackle by Victor Hobson and Mark Brown),1.210,1.270
2,12:36,1,10,BAL 35,0,3,Anthony Wright pass complete to Derrick Mason for 1 yard (tackle by Victor Hobson),1.270,0.860
2,11:50,2,9,BAL 36,0,3,Jamal Lewis left tackle for -1 yards (tackle by Victor Hobson),0.860,0.040
2,11:10,3,10,BAL 35,0,3,"Penalty on Jonathan Ogden: False Start, 5 yards (no play)",0.040,-0.630
2,10:45,3,15,BAL 30,0,3,Anthony Wright pass incomplete intended for Mark Clayton (defended by Rashad Washington),-0.630,-1.370
2,10:39,4,15,BAL 30,0,3,"Dave Zastudil punts 51 yards, returned by Jerricho Cotchery for 12 yards (tackle by Bart Scott)",-1.370,-1.000
2,10:27,1,10,NYJ 31,0,3,Brooks Bollinger pass incomplete intended for Jerald Sowell,1.000,0.460
2,10:23,2,10,NYJ 31,0,3,Brooks Bollinger pass complete to Curtis Martin for 6 yards (tackle by Tommy Polley and Terrell Suggs),0.460,0.560
2,9:32,3,4,NYJ 37,0,3,Brooks Bollinger pass incomplete intended for Laveranues Coles (defended by Terrell Suggs),0.560,-0.910
2,9:32,4,4,NYJ 37,0,3,"Ben Graham punts 50 yards, returned by B.J. Sams for 15 yards (tackle by Jerricho Cotchery)",-0.910,-0.810
2,9:20,1,10,BAL 28,0,3,Jamal Lewis left guard for 4 yards (tackle by Shaun Ellis and Jonathan Vilma),0.810,0.800
2,8:36,2,6,BAL 32,0,3,Jamal Lewis left tackle for 2 yards (tackle by Jonathan Vilma and Mark Brown),0.800,0.370
2,7:51,3,4,BAL 34,0,3,Anthony Wright pass complete to Derrick Mason for 32 yards (tackle by Kerry Rhodes),0.370,3.310
2,7:21,1,10,NYJ 34,0,3,Jamal Lewis up the middle for 1 yard (tackle by Lance Legree and Mark Brown),3.310,2.910
2,6:40,2,9,NYJ 33,0,3,Anthony Wright pass complete to Chester Taylor for 20 yards (tackle by David Barrett and Kerry Rhodes),2.910,4.710
2,5:53,1,10,NYJ 13,0,3,Jamal Lewis right guard for 4 yards (tackle by Jonathan Vilma and John Abraham),4.710,4.770
2,5:13,2,6,NYJ 9,0,3,Jamal Lewis left tackle for -4 yards (tackle by James Reed and Jonathan Vilma),4.770,3.120
2,4:26,,,,0,3,Timeout #2 by Baltimore Ravens,0.000,3.120
2,4:26,3,10,NYJ 13,0,3,Anthony Wright pass complete to Derrick Mason for 6 yards (tackle by Kerry Rhodes),3.120,2.990
2,3:50,4,4,NYJ 7,0,6,Matt Stover 25 yard field goal good,2.990,3.000
2,,,,BAL 30,0,6,"Aaron Elling kicks off 64 yards, returned by Justin Miller for 27 yards (tackle by Chad Williams)",0.000,-1.140
2,3:42,1,10,NYJ 33,0,6,Brooks Bollinger sacked by Tommy Polley and Terrell Suggs for -7 yards,1.140,-0.350
2,3:07,2,17,NYJ 26,0,6,Brooks Bollinger pass complete to Justin McCareins for 16 yards (tackle by Ed Reed),-0.350,1.090
2,2:34,3,1,NYJ 42,0,6,Curtis Martin up the middle for 2 yards (tackle by Kelly Gregg),1.090,1.860
2,1:48,1,10,NYJ 44,0,6,Brooks Bollinger pass complete to Doug Jolley for 3 yards (tackle by Will Demps and Kelly Gregg),1.860,1.720
2,1:48,,,,0,6,Timeout #1 by New York Jets,0.000,1.720
2,1:48,2,7,NYJ 47,0,6,Brooks Bollinger pass incomplete intended for Justin McCareins,1.720,1.030
2,1:43,3,7,NYJ 47,0,6,Brooks Bollinger pass incomplete intended for Justin McCareins,1.030,-0.260
2,1:38,4,7,NYJ 47,0,6,"Ben Graham punts 53 yards, touchback",-0.260,-0.280
2,1:28,1,10,BAL 20,0,6,Chester Taylor up the middle for 4 yards (tackle by Derrick Strait),0.280,0.270
2,1:21,,,,0,6,Timeout #2 by New York Jets,0.000,0.270
2,1:21,2,6,BAL 24,0,6,Chester Taylor up the middle for 1 yard (tackle by Bryan Thomas),0.270,-0.300
2,0:36,3,5,BAL 25,0,6,Chester Taylor up the middle for 9 yards (tackle by Kerry Rhodes and Erik Coleman),-0.300,1.200
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,0,6,"Aaron Elling kicks off 52 yards, returned by Chris Baker for 11 yards (tackle by Clarence Moore)",0.000,-0.870
3,14:57,1,10,NYJ 29,0,6,Curtis Martin right end for no gain (tackle by Ray Lewis),0.870,0.330
3,14:16,2,10,NYJ 29,0,6,Brooks Bollinger pass complete to Jerald Sowell for 5 yards (tackle by Chris McAlister),0.330,0.300
3,13:36,3,5,NYJ 34,0,6,Brooks Bollinger pass incomplete intended for Justin McCareins,0.300,-1.110
3,13:30,4,5,NYJ 34,0,6,"Ben Graham punts 40 yards, returned by B.J. Sams for 17 yards (tackle by Barry Gardner)",-1.110,-1.800
3,13:20,1,10,BAL 43,0,6,Anthony Wright pass incomplete intended for Mark Clayton,1.800,1.250
3,13:14,2,10,BAL 43,0,6,"Jamal Lewis up the middle for 1 yard (tackle by David Barrett). Jamal Lewis fumbles (forced by David Barrett), recovered by Victor Hobson at BAL-44 and returned for 43 yards (tackle by Todd Heap)",1.250,-6.970
3,13:02,1,1,BAL 1,0,6,Curtis Martin left tackle for no gain (tackle by Ray Lewis and Terrell Suggs),6.970,5.910
3,13:02,2,1,BAL 1,0,6,Brooks Bollinger sacked by Ray Lewis for -1 yards,5.910,4.950
3,11:59,3,2,BAL 2,0,6,Curtis Martin left tackle for -1 yards (tackle by Jarret Johnson and Terrell Suggs),4.950,3.040
3,11:17,4,3,BAL 3,3,6,Mike Nugent 21 yard field goal good,3.040,3.000
3,,,,NYJ 30,3,6,"Mike Nugent kicks off 72 yards, returned by B.J. Sams for 31 yards (tackle by Jerricho Cotchery)",0.000,0.870
3,11:17,1,10,BAL 29,3,6,Jamal Lewis right tackle for 6 yards (tackle by Jonathan Vilma and Victor Hobson),0.870,1.140
3,10:43,2,4,BAL 35,3,6,Jamal Lewis up the middle for 4 yards (tackle by Shaun Ellis),1.140,1.530
3,9:57,1,10,BAL 39,3,6,Jamal Lewis right tackle for 4 yards (tackle by Jonathan Vilma and Ty Law),1.530,1.530
3,9:15,2,6,BAL 43,3,6,Anthony Wright pass complete to Derrick Mason for 11 yards (tackle by Kerry Rhodes and Mark Brown),1.530,2.520
3,8:38,1,10,NYJ 46,3,6,Chester Taylor up the middle for 1 yard (tackle by Lance Legree and Dewayne Robertson),2.520,2.110
3,8:01,2,9,NYJ 45,3,6,Anthony Wright up the middle for 4 yards (tackle by John Abraham),2.110,1.950
3,7:15,3,5,NYJ 41,3,6,Anthony Wright pass complete to Mark Clayton for 4 yards (tackle by Ty Law and Derrick Strait),1.950,0.790
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
3,6:50,4,1,NYJ 37,3,6,Anthony Wright up the middle for 2 yards (tackle by Mark Brown),0.790,3.250
3,6:10,1,10,NYJ 35,3,6,Jamal Lewis up the middle for no gain (tackle by John Abraham),3.250,2.700
3,5:35,2,10,NYJ 35,3,6,Anthony Wright pass complete to Todd Heap for 24 yards (tackle by Erik Coleman),2.700,4.840
3,4:57,1,10,NYJ 11,3,6,Jamal Lewis up the middle for 3 yards (tackle by John Abraham and Victor Hobson),4.840,4.700
3,4:22,2,7,NYJ 8,3,6,"Jamal Lewis left tackle for 5 yards. Penalty on John Abraham: Defensive Offside, 4 yards (no play)",4.700,5.470
3,3:56,2,3,NYJ 4,3,6,Chester Taylor left tackle for 3 yards (tackle by Kerry Rhodes and Dewayne Robertson),5.470,6.970
3,3:16,1,1,NYJ 1,3,12,"Jamal Lewis left tackle for 1 yard, touchdown",6.970,7.000
3,,,,NYJ 2,3,13,"Matt Stover kicks extra point good. Penalty on NYJ: Defensive 12 On-field, 5 yards",0.000,0.000
3,,,,BAL 35,3,13,"Aaron Elling kicks off 64 yards, returned by Justin Miller for 21 yards (tackle by Tommy Polley)",0.000,-0.410
3,3:08,1,10,NYJ 22,3,13,"Brooks Bollinger pass complete to Jerald Sowell for 10 yards (tackle by Ray Lewis). Penalty on Ma'ake Kemoeatu: Illegal Use of Hands, 5 yards (no play)",0.410,0.740
3,2:51,1,10,NYJ 27,3,13,Brooks Bollinger pass complete to Doug Jolley for 12 yards (tackle by Ed Reed and Ray Lewis),0.740,1.530
3,2:05,1,10,NYJ 39,3,13,Curtis Martin right tackle for 3 yards (tackle by Ray Lewis),1.530,1.390
3,1:26,2,7,NYJ 42,3,13,Brooks Bollinger pass complete to Curtis Martin for 5 yards (tackle by Tommy Polley and Ray Lewis),1.390,1.360
3,0:45,3,2,NYJ 47,3,13,Brooks Bollinger pass complete to Justin McCareins for 11 yards (tackle by Adalius Thomas),1.360,2.790
3,0:06,1,10,BAL 42,3,13,Brooks Bollinger pass complete to Curtis Martin for 4 yards (tackle by Terrell Suggs),2.790,2.780
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,BAL 38,3,13,Brooks Bollinger pass incomplete intended for Laveranues Coles,2.780,2.080
4,14:58,3,6,BAL 38,3,13,Brooks Bollinger sacked by Roderick Green for -2 yards,2.080,0.590
4,14:24,4,8,BAL 40,3,13,Ben Graham punts 34 yards,0.590,0.380
4,14:17,1,10,BAL 6,3,13,Anthony Wright pass complete to Daniel Wilcox for 10 yards (tackle by Mark Brown and Victor Hobson),-0.380,-0.140
4,13:28,1,10,BAL 16,3,13,Jamal Lewis up the middle for 6 yards (tackle by Jonathan Vilma and Erik Coleman),-0.140,0.280
4,13:28,2,4,BAL 22,3,13,Jamal Lewis left tackle for no gain (tackle by John Abraham and Lance Legree),0.280,-0.570
4,12:04,3,4,BAL 22,3,13,Anthony Wright pass incomplete intended for Clarence Moore (defended by Oliver Celestin),-0.570,-1.900
4,12:00,4,4,BAL 22,3,13,"Dave Zastudil punts 45 yards, fair catch by Jerricho Cotchery",-1.900,-1.140
4,11:53,1,10,NYJ 33,3,13,Brooks Bollinger pass incomplete intended for Laveranues Coles,1.140,0.590
4,11:48,2,10,NYJ 33,3,13,Brooks Bollinger pass incomplete intended for Doug Jolley,0.590,-0.100
4,11:44,3,10,NYJ 33,3,13,Brooks Bollinger sacked by Peter Boulware for -10 yards,-0.100,-1.830
4,11:37,4,20,NYJ 23,3,13,Ben Graham punts 30 yards,-1.830,-2.060
4,11:17,1,10,BAL 47,3,13,Jamal Lewis right tackle for 2 yards (tackle by Jonathan Vilma),2.060,1.790
4,10:42,2,8,BAL 49,3,13,"Chester Taylor left end for -3 yards (tackle by Victor Hobson). Penalty on Jonathan Vilma: Unnecessary Roughness, 15 yards",1.790,2.980
4,10:15,1,10,NYJ 39,3,13,Anthony Wright pass incomplete intended for Clarence Moore is intercepted by Erik Coleman,2.980,-0.280
4,10:06,1,10,NYJ 20,3,13,Brooks Bollinger pass complete to Chris Baker for 21 yards (tackle by Ray Lewis),0.280,1.660
4,9:34,1,10,NYJ 41,3,13,Curtis Martin right tackle for 2 yards (tackle by Jarret Johnson and Ma'ake Kemoeatu),1.660,1.390
4,8:55,2,8,NYJ 43,3,13,Brooks Bollinger pass complete to Chris Baker for 4 yards (tackle by Ray Lewis),1.390,1.220
4,8:20,3,4,NYJ 47,3,13,Brooks Bollinger pass incomplete intended for Laveranues Coles,1.220,-0.260
4,8:14,4,4,NYJ 47,3,13,"Ben Graham punts 35 yards, fair catch by B.J. Sams. Penalty on Dale Carter: Offensive Holding, 9 yards",-0.260,0.380
4,8:02,1,10,BAL 9,3,13,Jamal Lewis right guard for no gain (tackle by Jonathan Vilma and Victor Hobson),-0.380,-0.780
4,7:22,2,10,BAL 9,3,13,Anthony Wright pass complete to Alan Ricard for 11 yards (tackle by Mark Brown and Jonathan Vilma),-0.780,0.280
4,6:39,1,10,BAL 20,3,13,Jamal Lewis right guard for 7 yards (tackle by Erik Coleman and Mark Brown),0.280,0.680
4,5:55,2,3,BAL 27,3,13,Jamal Lewis right tackle for 1 yard (tackle by James Reed and Jonathan Vilma),0.680,0.100
4,5:10,3,2,BAL 28,3,13,Anthony Wright pass complete to Chester Taylor for 4 yards (tackle by Kerry Rhodes),0.100,1.070
4,4:28,1,10,BAL 32,3,13,Chester Taylor left tackle for 1 yard (tackle by Dewayne Robertson and Victor Hobson),1.070,0.660
4,4:22,,,,3,13,Timeout #1 by New York Jets,0.000,0.660
4,4:22,2,9,BAL 33,3,13,Jamal Lewis left tackle for 3 yards (tackle by Jonathan Vilma and Dewayne Robertson),0.660,0.370
4,4:15,,,,3,13,Timeout #2 by New York Jets,0.000,0.370
4,4:15,3,6,BAL 36,3,13,Anthony Wright pass complete to Ovie Mughelli for 2 yards (tackle by Mark Brown and Jonathan Vilma),0.370,-0.850
4,4:07,,,,3,13,Timeout #3 by New York Jets,0.000,-0.850
4,4:07,4,4,BAL 38,3,13,"Dave Zastudil punts 48 yards, returned by Jerricho Cotchery for 4 yards (tackle by Darnell Dinkins)",-0.850,-0.040
4,3:55,1,10,NYJ 18,3,13,Brooks Bollinger pass incomplete intended for Justin McCareins,0.040,-0.490
4,3:48,2,10,NYJ 18,3,13,Brooks Bollinger pass incomplete intended for Wayne Chrebet (defended by Deion Sanders),-0.490,-1.170
4,3:43,3,10,NYJ 18,3,13,Brooks Bollinger pass complete to Laveranues Coles for 16 yards. Penalty on Chris McAlister: Defensive Holding (Declined),-1.170,1.200
4,3:35,1,10,NYJ 34,3,13,Brooks Bollinger pass complete to Justin McCareins for 32 yards (tackle by Ed Reed),1.200,3.310
4,3:29,1,10,BAL 34,3,13,"Brooks Bollinger pass incomplete intended for Laveranues Coles. Penalty on Laveranues Coles: Offensive Pass Interfere, 10 yards (no play)",3.310,2.650
4,3:23,1,20,BAL 44,3,13,Brooks Bollinger pass complete to Chris Baker for 4 yards (tackle by Chad Williams),2.650,1.960
4,2:56,2,16,BAL 40,3,13,Brooks Bollinger pass incomplete intended for Jerricho Cotchery,1.960,1.290
4,2:53,3,16,BAL 40,3,13,Brooks Bollinger pass incomplete intended for Jerricho Cotchery,1.290,0.590
4,2:45,4,16,BAL 40,3,13,Brooks Bollinger pass complete to Derrick Blaylock for 10 yards (tackle by Ray Lewis),0.590,-0.940
4,2:38,1,10,BAL 30,3,13,Jamal Lewis right tackle for 6 yards (tackle by Erik Coleman),0.940,1.200
4,2:00,2,4,BAL 36,3,13,Jamal Lewis left end for 9 yards (tackle by Victor Hobson),1.200,1.930
4,1:53,1,10,BAL 45,3,13,Anthony Wright kneels for -1 yards,1.930,1.250
4,1:13,2,11,BAL 44,3,13,Anthony Wright kneels for -2 yards,1.250,0.300
4,0:34,3,13,BAL 42,3,13,Anthony Wright kneels for -1 yards,0.300,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
