Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
2,14:40,1,10,NYG 35,0,10,Danny Ware right guard for 3 yards (tackle by Jasper Brinkley),1.270,1.130
2,14:03,2,7,NYG 38,0,10,Eli Manning pass complete short left to Steve Smith for 6 yards (tackle by Chad Greenway),1.130,1.220
2,13:27,3,1,NYG 44,0,10,Ahmad Bradshaw right end for -2 yards (tackle by Jamarca Sanford),1.220,-0.590
2,12:54,4,3,NYG 42,0,10,"Jeff Feagles punts 48 yards, muffed catch by Darius Reynaud, recovered by Darius Reynaud and returned for no gain",-0.590,0.380
2,12:43,1,10,MIN 9,0,10,Adrian Peterson middle for 8 yards (tackle by Michael Johnson and Aaron Rouse),-0.380,-0.020
2,12:06,2,2,MIN 17,0,10,Brett Favre pass complete short right to Sidney Rice for 7 yards (tackle by Terrell Thomas),-0.020,0.540
2,11:22,1,10,MIN 24,0,10,"Penalty on Sidney Rice: False Start, 5 yards (no play)",0.540,0.130
2,10:57,1,15,MIN 19,0,10,Brett Favre pass complete deep right to Sidney Rice for 50 yards,0.130,3.510
2,10:07,1,10,NYG 31,0,10,Brett Favre pass complete deep right to Visanthe Shiancoe for 27 yards (tackle by Michael Johnson),3.510,6.280
2,9:35,1,4,NYG 4,0,10,Adrian Peterson middle for 3 yards (tackle by Justin Tuck and Mathias Kiwanuka),6.280,5.910
2,8:56,2,1,NYG 1,0,16,"Adrian Peterson middle for 1 yard, touchdown",5.910,7.000
2,,,,NYG 2,0,17,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,0,17,"Ryan Longwell kicks off 68 yards, returned by Domenik Hixon for 27 yards (tackle by Heath Farwell)",0.000,0.870
2,8:47,1,10,NYG 29,0,17,Eli Manning sacked by Ray Edwards for -7 yards,0.870,-0.620
2,8:06,2,17,NYG 22,0,17,Eli Manning pass complete short right to Ahmad Bradshaw for 7 yards (tackle by Antoine Winfield),-0.620,-0.360
2,7:20,3,10,NYG 29,0,17,Eli Manning pass complete short right to Travis Beckum for 6 yards (tackle by Benny Sapp),-0.360,-1.040
2,6:45,4,4,NYG 35,0,17,"Penalty on Derek Hagan: False Start, 5 yards (no play)",-1.040,-1.370
2,6:32,4,9,NYG 30,0,17,"Jeff Feagles punts 37 yards, returned by Darius Reynaud for 8 yards (tackle by Bryan Kehl)",-1.370,-1.660
2,6:22,1,10,MIN 41,0,17,Chester Taylor middle for 2 yards (tackle by Jonathan Goff and Michael Johnson),1.660,1.390
2,5:37,2,8,MIN 43,0,17,"Brett Favre pass complete short right to Visanthe Shiancoe for 9 yards (tackle by Justin Tuck). Penalty on Osi Umenyiora: Roughing the Passer, 15 yards",1.390,3.380
2,5:11,1,10,NYG 33,0,17,Brett Favre pass complete short middle to Visanthe Shiancoe for 18 yards (tackle by Bruce Johnson),3.380,4.580
2,4:24,1,10,NYG 15,0,17,"Brett Favre right end for 2 yards. Penalty on Brett Favre: Illegal Forward Pass, 5 yards",4.580,3.560
2,4:14,2,13,NYG 18,0,17,Brett Favre pass complete short left to Percy Harvin for 9 yards (tackle by Bruce Johnson),3.560,4.220
2,3:34,3,4,NYG 9,0,17,"Penalty on Michael Johnson: Defensive Offside, 5 yards (no play)",4.220,6.280
2,3:28,1,4,NYG 4,0,17,Chester Taylor middle for no gain (tackle by Michael Boley),6.280,5.340
2,2:45,2,4,NYG 4,0,23,"Brett Favre pass complete short middle to Sidney Rice for 4 yards, touchdown",5.340,7.000
2,,,,NYG 2,0,24,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,0,24,"Ryan Longwell kicks off 68 yards, returned by Domenik Hixon for 27 yards (tackle by Eric Frampton)",0.000,0.870
2,2:31,1,10,NYG 29,0,24,"Eli Manning pass incomplete short middle intended for Kevin Boss is intercepted by Chad Greenway at NYG-40. Chad Greenway fumbles (forced by Kevin Boss), recovered by Ben Leber at NYG-40",0.870,-2.920
2,2:24,1,10,NYG 40,0,24,"Brett Favre pass complete deep left to Percy Harvin for 40 yards. Penalty on Percy Harvin: Offensive Pass Interfere, 10 yards (no play)",2.920,2.260
2,2:14,1,20,,0,24,Adrian Peterson left tackle for 2 yards (tackle by Osi Umenyiora),2.260,1.290
2,2:00,2,18,NYG 48,0,24,Brett Favre pass complete short right to Chester Taylor for 7 yards (tackle by Mathias Kiwanuka),1.290,1.550
2,1:18,3,11,NYG 41,0,24,Brett Favre pass complete short left to Chester Taylor for 10 yards (tackle by Bruce Johnson),1.550,1.410
2,0:46,4,1,NYG 31,0,24,Naufahu Tahi middle for 2 yards (tackle by Barry Cofield and Fred Robbins),1.410,3.640
2,0:41,,,,0,24,Timeout #2 by Minnesota Vikings,0.000,3.640
2,0:41,1,10,NYG 29,0,24,Brett Favre pass incomplete short left intended for Bernard Berrian,3.640,3.100
2,0:37,2,10,NYG 29,0,24,Brett Favre pass complete short right to Percy Harvin for 17 yards (tackle by Terrell Thomas),3.100,4.780
2,0:16,1,10,NYG 12,0,24,Brett Favre pass incomplete short middle intended for Percy Harvin (defended by Aaron Rouse),4.780,4.100
2,0:11,2,10,NYG 12,0,30,"Brett Favre pass complete short right to Sidney Rice for 12 yards, touchdown",4.100,7.000
2,,,,NYG 2,0,31,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,0,31,"Ryan Longwell kicks off 31 yards, returned by Travis Beckum for 3 yards (tackle by Husain Abdullah)",0.000,1.730
2,0:02,1,10,NYG 42,0,31,Eli Manning pass complete short left to Ahmad Bradshaw for 26 yards (tackle by Ben Leber),1.730,3.450
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,0,31,"Ryan Longwell kicks off 64 yards, returned by Domenik Hixon for 17 yards (tackle by Husain Abdullah)",0.000,0.480
3,14:56,1,10,NYG 23,0,31,Eli Manning pass complete short right to Steve Smith for 7 yards (tackle by Ben Leber),0.480,0.880
3,14:21,2,3,NYG 30,0,31,Ahmad Bradshaw right guard for no gain (tackle by Antoine Winfield and Chad Greenway),0.880,0.170
3,13:39,3,3,NYG 30,0,31,Eli Manning pass incomplete short right intended for Kevin Boss (defended by Chad Greenway),0.170,-1.370
3,13:34,4,3,NYG 30,0,31,"Jeff Feagles punts 40 yards, muffed catch by Darius Reynaud, recovered by Darius Reynaud and returned for no gain",-1.370,-0.740
3,13:24,1,10,MIN 27,0,31,"Chester Taylor middle for -1 yards. Chester Taylor fumbles, recovered by Bryant McKinnie at MIN-26",0.740,0.060
3,12:40,2,11,MIN 26,0,31,Adrian Peterson middle for 7 yards,0.060,0.300
3,11:57,3,4,MIN 33,0,31,"Brett Favre pass incomplete short right intended for Sidney Rice. Penalty on Michael Johnson: Defensive Pass Interfere, 6 yards (no play)",0.300,1.530
3,11:53,1,10,MIN 39,0,31,Brett Favre pass complete short left to Percy Harvin for 3 yards (tackle by Michael Boley),1.530,1.390
3,11:17,2,7,MIN 42,0,31,Brett Favre pass complete short right to Sidney Rice for 29 yards (tackle by Michael Boley and Danny Clark),1.390,3.640
3,10:36,1,10,NYG 29,0,31,Adrian Peterson left end for 15 yards (tackle by Jonathan Goff),3.640,4.650
3,9:51,1,10,NYG 14,0,31,Brett Favre pass complete short right to Percy Harvin for 5 yards (tackle by Michael Johnson and C.C. Brown),4.650,4.900
3,9:04,2,5,NYG 9,0,31,"Brett Favre pass incomplete short right intended for Jim Kleinsasser. Penalty on Danny Clark: Defensive Offside, 4 yards (no play)",4.900,5.670
3,8:47,2,1,NYG 5,0,31,Chester Taylor middle for -1 yards (tackle by Michael Johnson),5.670,4.730
3,8:10,3,2,NYG 6,0,31,Brett Favre pass incomplete short middle intended for Percy Harvin,4.730,3.010
3,8:08,4,2,NYG 6,0,34,Ryan Longwell 24 yard field goal good,3.010,3.000
3,,,,MIN 30,0,34,"Ryan Longwell kicks off 64 yards, returned by Domenik Hixon for 24 yards (tackle by Asher Allen). Penalty on C.C. Brown: Offensive Holding, 10 yards",0.000,0.280
3,7:58,1,10,NYG 20,0,34,"Penalty on David Diehl: False Start, 5 yards (no play)",0.280,-0.310
3,7:58,1,15,NYG 15,0,34,"Eli Manning sacked by Jared Allen for -6 yards. Eli Manning fumbles (forced by Jared Allen), recovered by Jared Allen at NYG-10 and returned for 2 yards (tackle by David Diehl)",-0.310,-5.370
3,7:51,1,8,NYG 8,0,34,Brett Favre pass complete short right to Adrian Peterson for 1 yard (tackle by Terrell Thomas),5.370,4.760
3,7:07,2,7,NYG 7,0,34,Brett Favre pass complete short left to Percy Harvin for 6 yards (tackle by Michael Johnson),4.760,5.170
3,6:25,3,1,NYG 1,0,34,Brett Favre pass incomplete short right intended for Visanthe Shiancoe,5.170,3.550
3,6:18,4,1,NYG 1,0,40,"Brett Favre pass complete short left to Naufahu Tahi for 1 yard, touchdown",3.550,7.000
3,,,,NYG 2,0,41,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,0,41,"Ryan Longwell kicks off 70 yards, returned by Domenik Hixon for 23 yards (tackle by Heath Farwell)",0.000,0.480
3,6:06,1,10,NYG 23,0,41,Danny Ware middle for 3 yards (tackle by Ben Leber),0.480,0.340
3,5:32,2,7,NYG 26,0,41,Eli Manning pass incomplete short left intended for Kevin Boss,0.340,-0.360
3,5:27,3,7,NYG 26,0,41,Eli Manning sacked by Brian Robison for -9 yards,-0.360,-2.320
3,4:51,4,16,NYG 17,0,41,"Jeff Feagles punts 49 yards, returned by Darius Reynaud for 15 yards (tackle by Bryan Kehl). Penalty on Madison Hedgecock: Offensive Holding, 10 yards",-2.320,-2.850
3,4:39,1,10,NYG 41,0,41,"Penalty on Tarvaris Jackson: False Start, 5 yards (no play)",2.850,2.520
3,4:27,1,15,NYG 46,0,41,Albert Young left guard for 1 yard (tackle by Clint Sintim),2.520,1.770
3,4:04,2,14,NYG 45,0,41,Tarvaris Jackson pass complete short right to Jeff Dugan for 7 yards (tackle by Clint Sintim),1.770,2.020
3,3:19,3,7,NYG 38,0,41,Tarvaris Jackson pass complete short left to Percy Harvin for 18 yards (tackle by Michael Johnson),2.020,4.240
3,2:40,1,10,NYG 20,0,41,Albert Young left guard for 10 yards (tackle by Aaron Rouse),4.240,4.910
3,2:02,1,10,NYG 10,0,41,Albert Young right end for 1 yard (tackle by Michael Johnson and Barry Cofield),4.910,4.380
3,1:26,2,9,NYG 9,0,41,"Penalty on Steve Hutchinson: False Start, 5 yards (no play)",4.380,3.580
3,1:02,2,14,NYG 14,0,41,Tarvaris Jackson pass complete short right to Jim Kleinsasser for 5 yards (tackle by Michael Boley),3.580,3.360
3,0:18,3,9,NYG 9,0,41,Tarvaris Jackson pass incomplete short left intended for Greg Lewis,3.360,2.830
3,0:10,4,9,NYG 9,0,44,Ryan Longwell 27 yard field goal good,2.830,3.000
3,,,,MIN 30,0,44,"Ryan Longwell kicks off 66 yards, returned by Domenik Hixon for 19 yards (tackle by Greg Lewis)",0.000,0.480
3,0:06,1,10,NYG 23,0,44,"Eli Manning pass complete short left to Hakeem Nicks for -5 yards (tackle by Cedric Griffin). Hakeem Nicks fumbles (forced by Cedric Griffin), recovered by Kevin Boss at NYG-18",0.480,-0.840
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,NYG 18,0,44,Eli Manning pass complete short right to Ramses Barden for 16 yards (tackle by Benny Sapp and Jamarca Sanford),-0.840,1.200
4,14:19,1,10,NYG 34,0,44,Eli Manning pass complete short left to Steve Smith for 3 yards (tackle by Cedric Griffin and Asher Allen),1.200,1.060
4,13:42,2,7,NYG 37,0,44,Eli Manning pass complete deep left to Derek Hagan for 16 yards (tackle by Jamarca Sanford),1.060,2.460
4,13:05,1,10,MIN 47,0,44,Eli Manning pass complete short left to Derek Hagan for 15 yards (tackle by Jamarca Sanford),2.460,3.450
4,12:27,1,10,MIN 32,0,44,Danny Ware left guard for 13 yards (tackle by Asher Allen),3.450,4.310
4,11:50,1,10,MIN 19,0,44,Eli Manning pass complete short right to Steve Smith for 4 yards (tackle by Asher Allen),4.310,4.350
4,11:09,2,6,MIN 15,0,44,Danny Ware right guard for 2 yards (tackle by Asher Allen),4.350,3.960
4,10:31,3,4,MIN 13,0,44,Eli Manning pass complete short left to Steve Smith for 7 yards (tackle by Ben Leber),3.960,5.830
4,9:52,1,6,MIN 6,0,44,Eli Manning pass complete short middle to Steve Smith for 5 yards (tackle by Asher Allen),5.830,5.910
4,9:17,2,1,MIN 1,6,44,"Danny Ware left guard for 1 yard, touchdown",5.910,7.000
4,,,,MIN 2,7,44,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,7,44,"Lawrence Tynes kicks off 70 yards, returned by Darius Reynaud for 21 yards (tackle by Dave Tollefson)",0.000,0.340
4,9:04,1,10,MIN 21,7,44,Albert Young right tackle for 3 yards (tackle by Mathias Kiwanuka and Michael Boley),0.340,0.210
4,9:04,2,7,MIN 24,7,44,"Penalty on John Sullivan: False Start, 5 yards (no play)",0.210,-0.530
4,8:03,2,12,MIN 19,7,44,Tarvaris Jackson pass incomplete short middle intended for Darius Reynaud,-0.530,-1.220
4,8:01,3,12,MIN 19,7,44,Albert Young middle for 9 yards (tackle by Dave Tollefson and Justin Tuck),-1.220,-1.500
4,7:21,4,3,MIN 28,7,44,"Chris Kluwe punts 50 yards, fair catch by Domenik Hixon",-1.500,-0.410
4,7:13,1,10,NYG 22,7,44,David Carr pass complete short right to Danny Ware for 5 yards (tackle by Fred Evans),0.410,0.540
4,6:50,2,5,NYG 27,7,44,David Carr pass complete short middle to Steve Smith for 7 yards (tackle by Jasper Brinkley),0.540,1.200
4,6:15,1,10,NYG 34,7,44,"David Carr pass complete short middle to Hakeem Nicks for 24 yards (tackle by Asher Allen). Penalty on Chris Snee: Face Mask (15 Yards), 15 yards (no play)",1.200,0.090
4,5:47,1,25,NYG 19,7,44,David Carr pass incomplete short middle intended for Danny Ware,0.090,-1.430
4,5:43,2,25,NYG 19,7,44,David Carr pass incomplete deep right intended for Hakeem Nicks,-1.430,-2.160
4,5:38,3,25,NYG 19,7,44,David Carr pass complete short right to Danny Ware for 14 yards (tackle by Benny Sapp),-2.160,-1.180
4,4:58,4,11,NYG 33,7,44,Jeff Feagles punts 49 yards,-1.180,-0.040
4,4:51,1,10,MIN 18,7,44,"Penalty on Barry Cofield: Neutral Zone Infraction, 5 yards (no play)",0.040,0.880
4,4:51,1,5,MIN 23,7,44,Albert Young right end for -2 yards (tackle by Clint Sintim),0.880,0.010
4,4:11,2,7,MIN 21,7,44,Albert Young left end for 4 yards (tackle by Rocky Bernard),0.010,-0.270
4,4:11,3,3,MIN 25,7,44,"Penalty on Naufahu Tahi: False Start, 5 yards (no play)",-0.270,-0.910
4,3:30,3,8,MIN 20,7,44,Tarvaris Jackson pass complete short left to Jim Kleinsasser for 12 yards,-0.910,1.070
4,2:43,1,10,MIN 32,7,44,Albert Young left guard for 4 yards (tackle by C.C. Brown),1.070,1.070
4,2:36,,,,7,44,Timeout #1 by New York Giants,0.000,1.070
4,2:36,2,6,MIN 36,7,44,Albert Young right guard for 5 yards (tackle by Terrell Thomas and Clint Sintim),1.070,1.030
4,2:24,3,1,MIN 41,7,44,Albert Young right guard for 5 yards (tackle by C.C. Brown and Mathias Kiwanuka),1.030,1.990
4,2:00,1,10,MIN 46,7,44,Tarvaris Jackson kneels for -1 yards,1.990,1.320
4,1:18,2,11,MIN 45,7,44,Tarvaris Jackson kneels for -1 yards,1.320,0.500
4,0:37,3,12,MIN 44,7,44,Tarvaris Jackson kneels for -1 yards,0.500,-0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
