Quarter,Time,Down,ToGo,Location,ARI,HOU,Detail,EPB,EPA
2,0:49,,,,,,Timeout #2 by Houston Texans,0.000,-2.270
2,0:49,2,2,,14,7,Tom Savage pass complete short middle to Bruce Ellington for 25 yards (tackle by Patrick Peterson),2.270,3.910
2,0:42,1,10,ARI 25,14,7,Tom Savage pass incomplete deep right intended for DeAndre Hopkins,3.910,3.360
2,0:35,2,10,ARI 25,14,7,Tom Savage pass complete short middle to Bruce Ellington for 9 yards (tackle by Haason Reddick and Karlos Dansby),3.360,4.060
2,0:14,3,1,ARI 16,14,7,Tom Savage pass incomplete deep right intended for DeAndre Hopkins,4.060,2.530
2,0:09,4,1,ARI 16,14,10,Ka'imi Fairbairn 34 yard field goal good,2.530,3.000
2,0:05,,,HOU 35,14,10,"Ka'imi Fairbairn kicks off 49 yards, returned by Brittan Golden for 26 yards (tackle by Eddie Pleasant)",0.000,1.270
Quarter,Time,Down,ToGo,Location,ARI,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,14,10,"Phil Dawson kicks off 51 yards, returned by D'Onta Foreman for 12 yards (tackle by Rudy Ford)",0.000,-0.670
3,14:54,1,10,HOU 26,14,10,Lamar Miller right tackle for 2 yards (tackle by Olsen Pierre),0.670,0.400
3,14:20,2,8,HOU 28,14,10,Tom Savage pass complete short left to Bruce Ellington for 5 yards (tackle by Tyrann Mathieu and Antoine Bethea),0.400,0.370
3,13:37,3,3,HOU 33,14,10,Tom Savage pass complete short left to DeAndre Hopkins for 3 yards (tackle by Patrick Peterson),0.370,1.330
3,13:07,1,10,HOU 36,14,10,Tom Savage pass complete short right to Lamar Miller for 5 yards (tackle by Karlos Dansby),1.330,1.470
3,12:35,2,5,HOU 41,14,10,Lamar Miller right tackle for -3 yards (tackle by Budda Baker and Robert Nkemdiche),1.470,0.370
3,11:49,3,8,HOU 38,14,10,Tom Savage pass complete short left to DeAndre Hopkins for 34 yards (tackle by Antoine Bethea),0.370,3.710
3,11:09,1,10,ARI 28,14,16,"Tom Savage pass complete deep left to DeAndre Hopkins for 28 yards, touchdown",3.710,7.000
3,11:02,,,ARI 15,14,17,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,11:02,,,HOU 35,14,17,"Ka'imi Fairbairn kicks off 57 yards, returned by Kerwynn Williams for 19 yards (tackle by Brian Peters)",0.000,-0.740
3,10:54,1,10,ARI 27,14,17,Blaine Gabbert pass incomplete short right intended for Larry Fitzgerald,0.740,0.200
3,10:50,2,10,ARI 27,14,17,Adrian Peterson middle for 1 yard (tackle by Jelani Jenkins),0.200,-0.360
3,10:04,3,9,ARI 28,14,17,Blaine Gabbert pass complete short left to D.J. Foster for 6 yards (tackle by Eddie Pleasant),-0.360,-1.110
3,9:32,4,3,ARI 34,14,17,"Andy Lee punts 60 yards, returned by Bruce Ellington for 15 yards (tackle by Budda Baker). Penalty on Eddie Pleasant: Offensive Holding, 3 yards",-1.110,0.380
3,9:18,1,10,HOU 3,14,17,Tom Savage pass incomplete short middle intended for Bruce Ellington,-0.380,-0.780
3,9:13,2,10,HOU 3,14,17,D'Onta Foreman middle for 3 yards (tackle by Tyrann Mathieu). Penalty on Bruce Ellington: Illegal Block Above the Waist (Declined),-0.780,-1.070
3,8:43,3,7,HOU 6,14,17,Tom Savage pass incomplete short right intended for Lamar Miller,-1.070,-2.490
3,8:38,4,7,HOU 6,14,17,"Shane Lechler punts 55 yards, returned by Kerwynn Williams for 5 yards (tackle by Kurtis Drummond). Penalty on HOU: Illegal Shift, 5 yards",-2.490,-2.190
3,8:26,1,10,ARI 49,14,17,Adrian Peterson middle for 3 yards (tackle by Kevin Johnson),2.190,2.050
3,7:44,2,7,HOU 48,14,17,Adrian Peterson right guard for 5 yards (tackle by Joel Heath and Johnathan Joseph),2.050,0.000
3,6:55,,,,,,Timeout #1 by Arizona Cardinals,0.000,-2.010
3,6:55,3,2,HOU 43,14,17,Blaine Gabbert pass complete short right to Larry Fitzgerald for 3 yards (tackle by Kareem Jackson),2.010,2.920
3,6:25,1,10,HOU 40,14,17,"Blaine Gabbert pass complete deep left to Troy Niklas for 24 yards (tackle by Benardrick McKinney). Penalty on Adrian Peterson: Chop Block, 15 yards (no play)",2.920,1.930
3,5:55,1,25,ARI 45,14,17,Blaine Gabbert for 12 yards (tackle by Andre Hal),1.930,1.970
3,5:18,2,13,HOU 43,14,17,Blaine Gabbert pass incomplete short right intended for Ricky Seals-Jones (defended by Kareem Jackson),1.970,1.290
3,5:14,3,13,HOU 43,14,17,"Blaine Gabbert pass incomplete short right intended for JJ Nelson. Penalty on Johnathan Joseph: Defensive Pass Interference, 15 yards (no play)",1.290,3.710
3,4:48,1,10,HOU 28,20,17,"Blaine Gabbert pass complete deep left to Ricky Seals-Jones for 28 yards, touchdown",3.710,7.000
3,4:41,,,HOU 15,21,17,Phil Dawson kicks extra point good,0.000,0.000
3,4:41,,,ARI 35,21,17,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
3,4:41,1,10,HOU 25,21,17,D'Onta Foreman left tackle for 7 yards (tackle by Budda Baker),0.610,1.010
3,4:13,2,3,HOU 32,21,17,D'Onta Foreman right tackle for 1 yard (tackle by Budda Baker),1.010,0.430
3,3:32,3,2,HOU 33,21,17,"Tom Savage pass complete short right to Bruce Ellington for 10 yards (tackle by Budda Baker). Bruce Ellington fumbles (forced by Budda Baker), recovered by Bruce Ellington at HOU-42",0.430,1.800
3,2:51,1,10,HOU 43,21,17,Tom Savage pass complete short right to D'Onta Foreman for 5 yards (tackle by Deone Bucannon),1.800,1.930
3,2:15,2,5,HOU 48,21,17,D'Onta Foreman middle for 4 yards (tackle by Karlos Dansby and Rodney Gunter),1.930,1.750
3,1:39,3,1,ARI 48,21,17,D'Onta Foreman middle for 10 yards (tackle by Deone Bucannon),1.750,3.050
3,1:08,1,10,ARI 38,21,17,D'Onta Foreman left tackle for 3 yards (tackle by Deone Bucannon),3.050,2.910
3,0:32,2,7,ARI 35,21,17,Tom Savage pass complete short left to D'Onta Foreman for 8 yards (tackle by Deone Bucannon),2.910,3.780
Quarter,Time,Down,ToGo,Location,ARI,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 27,21,17,Tom Savage pass incomplete deep right intended for DeAndre Hopkins (defended by Patrick Peterson),3.780,3.230
4,14:53,2,10,ARI 27,21,17,Tom Savage pass complete short left to D'Onta Foreman for 2 yards (tackle by Tramon Williams),3.230,2.810
4,14:09,3,8,ARI 25,21,17,Tom Savage pass complete deep right to Stephen Anderson for 22 yards (tackle by Tramon Williams),2.810,0.000
4,13:18,,,,,,Timeout #1 by Houston Texans,0.000,-6.510
4,13:18,1,3,ARI 3,21,23,"D'Onta Foreman left guard for 3 yards, touchdown",6.510,7.000
4,13:13,,,ARI 15,21,24,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,13:13,,,HOU 35,21,24,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
4,13:13,1,10,ARI 25,21,24,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",0.610,0.280
4,13:13,1,15,ARI 20,21,24,"Blaine Gabbert pass incomplete short right intended for John Brown. Penalty on Johnathan Joseph: Face Mask (15 Yards), 15 yards (no play)",0.280,1.270
4,13:09,1,10,ARI 35,21,24,Adrian Peterson left tackle for 3 yards (tackle by Jelani Jenkins),1.270,1.130
4,12:29,2,7,ARI 38,21,24,Blaine Gabbert pass incomplete short right intended for John Brown,1.130,0.430
4,12:23,3,7,ARI 38,21,24,Blaine Gabbert pass incomplete short left intended for John Brown (defended by Treston Decoud),0.430,-0.850
4,12:17,4,7,ARI 38,21,24,"Andy Lee punts 55 yards, returned by Bruce Ellington for 3 yards (tackle by Rudy Ford). Penalty on Ben Heeney: Offensive Holding, 4 yards",-0.850,0.380
4,12:05,1,10,HOU 3,21,24,Lamar Miller right tackle for 1 yard (tackle by Olsen Pierre),-0.380,-0.710
4,11:39,2,9,HOU 4,21,24,Tom Savage middle for 3 yards (tackle by Karlos Dansby),-0.710,-0.950
4,10:58,3,6,HOU 7,21,24,Tom Savage pass complete short right to Bruce Ellington for 12 yards (tackle by Tramon Williams),-0.950,0.150
4,10:14,1,10,HOU 19,21,24,Lamar Miller middle for 4 yards (tackle by Kareem Martin and Deone Bucannon),0.150,0.210
4,9:29,2,6,HOU 23,21,24,Tom Savage pass complete short right to Lamar Miller for 2 yards (tackle by Karlos Dansby),0.210,-0.290
4,8:54,3,4,HOU 25,21,24,Tom Savage pass incomplete short right intended for Stephen Anderson (defended by Budda Baker),-0.290,-1.700
4,8:49,4,4,HOU 25,21,24,"Shane Lechler punts 54 yards, returned by Kerwynn Williams for 2 yards (tackle by Ben Heeney). Penalty on Justin Bethel: Illegal Block Above the Waist, 10 yards",-1.700,0.320
4,8:36,1,10,ARI 13,21,24,Blaine Gabbert pass complete short middle to Adrian Peterson for 13 yards (tackle by Benardrick McKinney and Andre Hal),-0.320,0.670
4,7:58,1,10,ARI 26,21,24,Adrian Peterson left tackle for 4 yards (tackle by D.J. Reader and Brennan Scarlett),0.670,0.670
4,7:20,2,6,ARI 30,21,24,Blaine Gabbert pass incomplete short left intended for JJ Nelson,0.670,-0.030
4,7:14,3,6,ARI 30,21,24,Blaine Gabbert pass complete short middle to John Brown for 5 yards (tackle by Marcus Gilchrist),-0.030,-1.040
4,6:33,4,1,ARI 35,21,24,Adrian Peterson left tackle for -1 yards (tackle by Zach Cunningham and Jadeveon Clowney),-1.040,-3.310
4,6:26,1,10,ARI 34,21,30,"D'Onta Foreman right end for 34 yards, touchdown",3.310,7.000
4,6:19,,,ARI 15,21,31,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,6:19,,,HOU 35,21,31,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
4,6:19,1,10,ARI 25,21,31,Blaine Gabbert sacked by Jadeveon Clowney for -5 yards. Penalty on Jared Veldheer: Offensive Holding (Declined),0.610,-0.610
4,5:57,2,15,ARI 20,21,31,Blaine Gabbert pass complete short middle to Larry Fitzgerald for 13 yards (tackle by Kareem Jackson and Zach Cunningham),-0.610,0.430
4,5:16,3,2,ARI 33,21,31,Blaine Gabbert pass complete short left to Kerwynn Williams for 9 yards (tackle by Eddie Pleasant),0.430,1.730
4,4:54,1,10,ARI 42,21,31,Blaine Gabbert pass incomplete short left intended for John Brown (defended by Marcus Williams),1.730,1.190
4,4:50,2,10,ARI 42,21,31,"Penalty on John Wetzel: False Start, 5 yards (no play)",1.190,0.510
4,4:50,2,15,ARI 37,21,31,Blaine Gabbert pass incomplete deep middle intended for Brittan Golden is intercepted by Eddie Pleasant at HOU-40,0.510,-1.600
4,4:43,1,10,HOU 40,21,31,Lamar Miller left guard for 6 yards (tackle by Deone Bucannon and Karlos Dansby),1.600,1.860
4,3:58,2,4,HOU 46,21,31,Lamar Miller middle for 2 yards (tackle by Frostee Rucker),1.860,1.420
4,3:16,3,2,HOU 48,21,31,Tom Savage pass incomplete deep left intended for DeAndre Hopkins (defended by Patrick Peterson),1.420,-0.190
4,3:09,4,2,HOU 48,21,31,"Shane Lechler punts 52 yards, touchback",-0.190,-0.280
4,2:57,1,10,ARI 20,21,31,Blaine Gabbert pass complete short middle to Jaron Brown for 22 yards (tackle by Kareem Jackson),0.280,1.730
4,2:38,1,10,ARI 42,21,31,Blaine Gabbert pass complete short middle to Larry Fitzgerald for 4 yards (tackle by Kareem Jackson),1.730,1.730
4,2:19,2,6,ARI 46,21,31,Blaine Gabbert pass incomplete short middle intended for Jaron Brown,1.730,1.030
4,2:17,3,6,ARI 46,21,31,Blaine Gabbert pass complete short middle to JJ Nelson for 14 yards (tackle by Kareem Jackson),1.030,0.000
4,2:06,,,,,,Timeout #2 by Arizona Cardinals,0.000,-2.920
4,2:06,1,10,HOU 40,21,31,Blaine Gabbert pass incomplete short middle intended for Kerwynn Williams is intercepted by Andre Hal at HOU-33 and returned for 7 yards,2.920,-1.600
4,1:58,1,10,HOU 40,21,31,Lamar Miller right guard for 4 yards (tackle by Xavier Williams and Robert Nkemdiche),1.600,0.000
4,1:54,,,,,,Timeout #3 by Arizona Cardinals,0.000,-1.590
4,1:54,2,6,HOU 44,21,31,Lamar Miller middle for no gain (tackle by Xavier Williams and Robert Nkemdiche),1.590,0.890
4,1:08,3,6,HOU 44,21,31,"Lamar Miller left tackle for -2 yards (tackle by Deone Bucannon). Lamar Miller fumbles (forced by Deone Bucannon), recovered by Lamar Miller at HOU-42",0.890,-0.590
4,0:20,4,8,HOU 42,21,31,Shane Lechler punts 36 yards,-0.590,-0.410
4,0:09,1,10,ARI 22,21,31,Blaine Gabbert pass complete short middle to D.J. Foster for 20 yards (tackle by Benardrick McKinney),0.410,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
