Quarter,Time,Down,ToGo,Location,DEN,CAR,Detail,EPB,EPA
2,10:12,,,DEN 35,17,7,"Matt Prater kicks off 72 yards, returned by Armanti Edwards for 29 yards (tackle by Nate Irving)",0.000,0.410
2,10:06,1,10,CAR 22,17,7,Steve Smith for 2 yards (tackle by Chris Harris),0.410,0.140
2,9:36,2,8,CAR 24,17,7,Jonathan Stewart right guard for no gain (tackle by Chris Harris),0.140,-0.560
2,8:55,3,8,CAR 24,17,7,"Cam Newton pass complete deep right to Louis Murphy for 34 yards (tackle by Mike Adams). Penalty on Louis Murphy: Offensive Pass Interference, 10 yards (no play)",-0.560,-2.240
2,8:22,3,18,CAR 14,17,7,Cam Newton pass complete short left to Greg Olsen for 8 yards (tackle by Chris Harris and Jim Leonhard),-2.240,-1.900
2,7:42,4,10,CAR 22,17,7,"Brad Nortman punts 49 yards, fair catch by Trindon Holliday",-1.900,-0.870
2,7:32,1,10,DEN 29,17,7,Willis McGahee up the middle for 6 yards (tackle by Ron Edwards),0.870,1.140
2,7:03,2,4,DEN 35,17,7,Willis McGahee right end for -1 yards (tackle by James Anderson),1.140,0.300
2,6:20,3,5,DEN 34,17,7,Peyton Manning pass complete short left to Demaryius Thomas for 15 yards (tackle by Sherrod Martin),0.300,2.190
2,5:46,1,10,DEN 49,17,7,Peyton Manning pass complete short left to Willis McGahee for 8 yards (tackle by James Anderson),2.190,2.730
2,5:22,2,2,CAR 43,17,7,Ronnie Hillman left guard for no gain (tackle by Luke Kuechly),2.730,2.010
2,4:46,3,2,CAR 43,17,7,Peyton Manning pass complete short right to Willis McGahee for 9 yards (tackle by Captain Munnerlyn),2.010,3.310
2,4:18,1,10,CAR 34,17,7,Peyton Manning right end for 6 yards (tackle by James Anderson),3.310,3.580
2,3:43,2,4,CAR 28,17,7,Peyton Manning pass complete short left to Matt Willis for 2 yards (tackle by Josh Norman),3.580,3.140
2,3:06,3,2,CAR 26,17,7,Peyton Manning pass complete short right to Ronnie Hillman for 1 yard (tackle by Josh Thomas),3.140,1.950
2,2:00,4,1,CAR 25,17,7,Matt Prater 43 yard field goal no good,1.950,-1.140
2,1:57,1,10,CAR 33,17,7,Cam Newton pass complete short middle to Steve Smith for 19 yards (tackle by Champ Bailey),1.140,2.390
2,1:31,1,10,DEN 48,17,7,Cam Newton pass complete short left to Jonathan Stewart for 19 yards (tackle by Rahim Moore and Wesley Woodyard),2.390,3.640
2,1:01,1,10,DEN 29,17,7,Cam Newton pass incomplete short right intended for Greg Olsen (defended by Danny Trevathan),3.640,3.100
2,1:00,2,10,DEN 29,17,7,Cam Newton pass incomplete deep left intended for Steve Smith,3.100,0.000
2,0:54,,,,17,7,Timeout #1 by Carolina Panthers,0.000,2.410
2,0:54,3,10,DEN 29,17,7,Cam Newton up the middle for 4 yards (tackle by Rahim Moore),2.410,0.000
2,0:44,,,,17,7,Timeout #1 by Denver Broncos,0.000,1.830
2,0:44,4,6,DEN 25,17,7,Justin Medlock 43 yard field goal no good,1.830,-1.140
2,0:40,1,10,DEN 33,17,7,Peyton Manning pass complete short right to Eric Decker for 13 yards (tackle by Josh Thomas),1.140,1.990
2,0:34,1,10,DEN 46,17,7,"Peyton Manning pass incomplete short middle intended for Brandon Stokley. Penalty on Captain Munnerlyn: Defensive Holding, 5 yards (no play)",1.990,2.320
2,0:28,1,10,CAR 49,17,7,Peyton Manning pass incomplete short right intended for Jacob Tamme,2.320,1.780
2,0:24,2,10,CAR 49,17,7,Peyton Manning pass incomplete deep right intended for Brandon Stokley,1.780,1.090
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,0:15,3,10,CAR 49,17,7,Peyton Manning pass incomplete short left intended for Demaryius Thomas,1.090,0.000
2,0:09,,,,17,7,Timeout #2 by Denver Broncos,0.000,0.000
2,0:09,4,10,CAR 49,17,7,Britton Colquitt punts 39 yards,0.000,2.190
Quarter,Time,Down,ToGo,Location,DEN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,17,7,"Justin Medlock kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,17,7,Willis McGahee up the middle for 1 yard (tackle by Captain Munnerlyn and Luke Kuechly),0.280,-0.130
3,14:35,2,9,DEN 21,17,7,Peyton Manning pass complete short left to Willis McGahee for 6 yards (tackle by Greg Hardy and Ron Edwards),-0.130,-0.030
3,13:57,3,3,DEN 27,17,7,Peyton Manning pass incomplete short right intended for Jacob Tamme (defended by Greg Hardy),-0.030,-1.570
3,13:51,4,3,DEN 27,17,7,"Britton Colquitt punts 40 yards, fair catch by Captain Munnerlyn. Penalty on James Dockery: Offensive Holding, 10 yards",-1.570,-0.480
3,13:43,1,10,CAR 23,17,7,Jonathan Stewart up the middle for 6 yards (tackle by Keith Brooking and Robert Ayers),0.480,0.740
3,13:11,2,4,CAR 29,17,7,Jonathan Stewart up the middle for 2 yards (tackle by Robert Ayers),0.740,0.300
3,12:35,3,2,CAR 31,17,7,Cam Newton sacked by Kevin Vickerson for -9 yards,0.300,-1.900
3,12:06,4,11,CAR 22,17,7,"Brad Nortman punts 45 yards, returned by Trindon Holliday for 5 yards (tackle by Colin Jones)",-1.900,-1.470
3,11:56,1,10,DEN 38,17,7,Peyton Manning pass complete short left to Demaryius Thomas for 8 yards (tackle by Josh Norman),1.470,2.000
3,11:28,2,2,DEN 46,17,7,Willis McGahee right guard for 3 yards (tackle by Thomas Davis),2.000,2.190
3,10:55,1,10,DEN 49,17,7,Peyton Manning pass complete deep right to Brandon Stokley for 23 yards (tackle by Sherrod Martin),2.190,3.710
3,10:21,1,10,CAR 28,17,7,"Peyton Manning sacked by Charles Johnson for -5 yards. Peyton Manning fumbles (forced by Charles Johnson), recovered by Greg Hardy at CAR-34 (tackle by Manuel Ramirez)",3.710,-1.200
3,10:12,1,10,CAR 34,23,7,"Cam Newton pass incomplete short left intended for Brandon LaFell is intercepted by Tony Carter at CAR-40 and returned for 40 yards, touchdown",1.200,-7.000
3,,,,CAR 2,24,7,Matt Prater kicks extra point good,0.000,0.000
3,9:59,,,DEN 35,24,7,"Matt Prater kicks off 59 yards, returned by Armanti Edwards for 5 yards (tackle by Nate Irving)",0.000,-0.370
3,9:52,1,10,CAR 11,24,7,"Cam Newton pass complete short left to Jonathan Stewart for 62 yards (tackle by Mike Adams). Penalty on Jordan Gross: Offensive Holding, 5 yards (no play)",-0.370,-0.570
3,9:13,1,15,CAR 6,24,7,DeAngelo Williams right guard for -5 yards (tackle by Von Miller),-0.570,-1.510
3,8:28,2,20,CAR 1,24,7,Cam Newton pass complete short middle to Brandon LaFell for 21 yards (tackle by Danny Trevathan),-1.510,0.410
3,7:37,1,10,CAR 22,24,7,Cam Newton pass incomplete short left intended for Steve Smith (defended by Robert Ayers),0.410,-0.130
3,7:32,2,10,CAR 22,24,7,"Cam Newton sacked by Kevin Vickerson for -2 yards. Penalty on Kevin Vickerson: Horse Collar Tackle, 15 yards",-0.130,1.270
3,7:11,1,10,CAR 35,24,7,DeAngelo Williams left end for no gain (tackle by Derek Wolfe),1.270,0.720
3,6:32,2,10,CAR 35,24,7,Cam Newton pass incomplete short right intended for Steve Smith,0.720,0.040
3,6:27,3,10,CAR 35,24,7,Cam Newton sacked by Chris Harris for -3 yards,0.040,-1.240
3,5:53,4,13,CAR 32,24,7,"Brad Nortman punts 41 yards, returned by Trindon Holliday for 21 yards (tackle by Haruki Nakamura)",-1.240,-2.130
3,5:40,1,10,DEN 48,24,7,Peyton Manning pass complete short left to Trindon Holliday for 15 yards (tackle by Luke Kuechly),2.130,3.120
3,5:24,1,10,CAR 37,24,7,Peyton Manning pass complete short left to Trindon Holliday for 2 yards (tackle by James Anderson),3.120,2.840
3,4:52,2,8,CAR 35,24,7,"Willis McGahee for 7 yards (tackle by Greg Hardy). Willis McGahee fumbles (forced by Greg Hardy), recovered by Charles Godfrey at CAR-22 (tackle by Demaryius Thomas)",2.840,-0.410
3,4:44,1,10,CAR 22,24,7,DeAngelo Williams left guard for 4 yards (tackle by Justin Bannan),0.410,0.410
3,4:12,2,6,CAR 26,24,7,Cam Newton pass complete short left to Greg Olsen for 4 yards (tackle by Wesley Woodyard and Tony Carter),0.410,0.230
3,3:28,3,2,CAR 30,24,7,Cam Newton up the middle for -4 yards (tackle by Von Miller),0.230,-1.630
3,2:53,4,6,CAR 26,24,7,"Brad Nortman punts 47 yards, returned by Trindon Holliday for 3 yards (tackle by Jordan Senn)",-1.630,-0.940
3,2:42,1,10,DEN 30,24,7,Ronnie Hillman up the middle for 2 yards (tackle by Luke Kuechly),0.940,0.660
3,2:05,2,8,DEN 32,24,7,Peyton Manning pass complete short left to Brandon Stokley for 10 yards (tackle by Captain Munnerlyn),0.660,1.730
3,1:36,1,10,DEN 42,24,7,Peyton Manning pass complete short right to Brandon Stokley for 11 yards (tackle by Captain Munnerlyn),1.730,2.460
3,0:59,1,10,CAR 47,24,7,Peyton Manning pass complete short right to Demaryius Thomas for 17 yards (tackle by Josh Thomas),2.460,3.580
3,0:12,1,10,CAR 30,24,7,Peyton Manning pass complete deep right to Joel Dreessen for 22 yards,3.580,5.370
Quarter,Time,Down,ToGo,Location,DEN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,CAR 8,24,7,Willis McGahee left guard for no gain (tackle by Luke Kuechly),5.370,4.570
4,14:29,2,8,CAR 8,24,7,Peyton Manning pass incomplete short middle intended for Willis McGahee (defended by Charles Johnson),4.570,3.580
4,14:24,3,8,CAR 8,24,7,Peyton Manning pass incomplete short left intended for Jacob Tamme,3.580,2.950
4,14:20,4,8,CAR 8,27,7,Matt Prater 27 yard field goal good,2.950,3.000
4,14:17,,,DEN 35,27,7,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,14:16,1,10,CAR 20,27,7,"Jonathan Stewart for -4 yards (tackle by Von Miller). Jonathan Stewart fumbles (forced by Von Miller), recovered by Jordan Gross at CAR-16",0.280,-0.940
4,14:16,2,14,CAR 16,27,7,Cam Newton pass incomplete short right intended for Louis Murphy,-0.940,-1.690
4,13:35,3,14,CAR 16,27,7,Cam Newton pass incomplete short right intended for Brandon LaFell (defended by Robert Ayers),-1.690,-2.390
4,13:28,4,14,CAR 16,27,7,"Brad Nortman punts 56 yards, returned by Trindon Holliday for 4 yards (tackle by Jason Phillips)",-2.390,-1.070
4,13:16,1,10,DEN 32,27,7,Peyton Manning pass complete short left to Demaryius Thomas for 6 yards (tackle by Charles Godfrey),1.070,1.340
4,12:51,2,4,DEN 38,27,7,Peyton Manning pass incomplete short right intended for Willis McGahee,1.340,0.630
4,12:45,3,4,DEN 38,27,7,Peyton Manning pass incomplete short right intended for Joel Dreessen (defended by Luke Kuechly),0.630,-0.850
4,12:39,4,4,DEN 38,27,7,"Britton Colquitt punts 55 yards, returned by Captain Munnerlyn for 4 yards (tackle by Omar Bolden)",-0.850,0.370
4,12:25,1,10,CAR 11,27,7,"Cam Newton pass complete short left to Brandon LaFell for 7 yards (tackle by Tony Carter). Penalty on Brandon LaFell: Offensive Pass Interference, 5 yards (no play)",-0.370,-0.570
4,11:58,1,15,CAR 6,27,7,Cam Newton pass complete short right to Mike Tolbert for 8 yards (tackle by Keith Brooking),-0.570,-0.530
4,11:19,2,7,CAR 14,27,7,Cam Newton sacked by Robert Ayers for -12 yards,-0.530,-2.470
4,10:39,3,19,CAR 2,29,7,"Cam Newton sacked by Mike Adams for -2 yards, safety",-2.470,-2.000
4,10:32,,,CAR 20,29,7,"Justin Medlock kicks off 68 yards, returned by Trindon Holliday for 17 yards (tackle by Sherrod Martin)",0.000,0.870
4,10:24,1,10,DEN 29,29,7,Willis McGahee left tackle for 6 yards (tackle by Luke Kuechly),0.870,1.140
4,9:53,2,4,DEN 35,29,7,Peyton Manning pass incomplete short left intended for Eric Decker,1.140,0.430
4,9:49,3,4,DEN 35,29,7,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,0.430,-1.040
4,9:43,4,4,DEN 35,29,7,Britton Colquitt punts 42 yards,-1.040,-0.480
4,9:31,1,10,CAR 23,29,7,Jonathan Stewart up the middle for 9 yards (tackle by Keith Brooking),0.480,1.150
4,9:31,2,1,CAR 32,29,7,"Penalty on CAR: Offensive 12 On-field, 5 yards (no play)",1.150,0.470
4,8:36,2,6,CAR 27,29,7,Cam Newton pass complete short right to Brandon LaFell for 4 yards (tackle by Mike Adams),0.470,0.300
4,8:02,3,2,CAR 31,29,7,"Cam Newton pass incomplete short right intended for David Gettis. Penalty on Champ Bailey: Defensive Holding, 5 yards (no play)",0.300,1.330
4,7:57,1,10,CAR 36,29,7,Cam Newton pass complete short right to Greg Olsen for 13 yards (tackle by Mike Adams),1.330,2.190
4,7:30,1,10,CAR 49,29,7,Cam Newton pass complete short right to Greg Olsen for 8 yards,2.190,2.730
4,7:15,2,2,DEN 43,29,7,Mike Tolbert up the middle for 3 yards (tackle by Wesley Woodyard),2.730,2.920
4,6:54,1,10,DEN 40,29,7,Cam Newton pass complete short right to Greg Olsen for 18 yards (tackle by Wesley Woodyard),2.920,4.110
4,6:27,1,10,DEN 22,29,7,Cam Newton pass complete short left to Armanti Edwards for 9 yards (tackle by Rahim Moore),4.110,5.060
4,6:10,2,1,DEN 13,29,7,Mike Tolbert right guard for 3 yards (tackle by Malik Jackson),5.060,4.910
4,5:27,1,10,DEN 10,29,7,"Cam Newton pass incomplete short left intended for Brandon LaFell. Penalty on Chris Harris: Defensive Pass Interference, 5 yards (no play)",4.910,6.060
4,5:20,1,5,DEN 5,29,7,Cam Newton pass incomplete short left intended for Brandon LaFell,6.060,5.150
4,5:14,2,5,DEN 5,29,13,"Cam Newton pass complete short left to Greg Olsen for 5 yards, touchdown",5.150,7.000
4,5:14,,,DEN 2,29,14,Justin Medlock kicks extra point good,0.000,0.000
4,5:09,,,CAR 35,29,14,"Justin Medlock kicks onside 19 yards, recovered by Demaryius Thomas",0.000,1.990
4,5:09,1,10,DEN 46,29,14,"Penalty on Ryan Clady: Offensive Holding, 10 yards (no play)",1.990,1.330
4,4:39,1,20,DEN 36,29,14,"Willis McGahee left tackle for 13 yards (tackle by Charles Johnson). Willis McGahee fumbles (forced by Charles Johnson), recovered by Willis McGahee at DEN-49",1.330,1.860
4,3:41,2,7,DEN 49,29,14,Ronnie Hillman right guard for no gain (tackle by Charles Johnson),1.860,0.000
4,3:36,,,,29,14,Timeout #1 by Carolina Panthers,0.000,1.160
4,3:36,3,7,DEN 49,29,14,Peyton Manning pass complete deep right to Demaryius Thomas for 46 yards (tackle by Charles Godfrey),1.160,6.060
4,3:30,1,5,CAR 5,35,14,"Ronnie Hillman left end for 5 yards, touchdown",6.060,7.000
4,3:30,,,CAR 2,36,14,Matt Prater kicks extra point good,0.000,0.000
4,3:23,,,DEN 35,36,14,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,3:23,1,10,CAR 20,36,14,Cam Newton pass complete short left to DeAngelo Williams for 17 yards (tackle by Wesley Woodyard),0.280,1.400
4,3:15,1,10,CAR 37,36,14,"Cam Newton pass incomplete deep left intended for Louis Murphy. Penalty on Von Miller: Roughing the Passer, 15 yards (no play)",1.400,2.390
4,3:10,1,10,DEN 48,36,14,Cam Newton pass complete short right to Gary Barnidge for 8 yards (tackle by Danny Trevathan),2.390,2.930
4,2:49,2,2,DEN 40,36,14,DeAngelo Williams up the middle for 4 yards (tackle by Justin Bannan),2.930,3.180
4,2:28,1,10,DEN 36,36,14,Cam Newton pass incomplete deep left intended for Armanti Edwards (defended by Omar Bolden),3.180,2.640
4,2:20,2,10,DEN 36,36,14,Cam Newton pass complete short right to Brandon LaFell for -1 yards (tackle by Chris Harris),2.640,1.820
4,2:00,3,11,DEN 37,36,14,"Penalty on Robert Ayers: Neutral Zone Infraction, 5 yards (no play)",1.820,2.480
4,2:00,3,6,DEN 32,36,14,Cam Newton pass incomplete deep middle intended for Armanti Edwards is intercepted by Rahim Moore at DEN-11 and returned for 23 yards (tackle by Brandon LaFell),2.480,-1.200
4,1:49,1,10,DEN 34,36,14,Ronnie Hillman right end for -2 yards (tackle by Charles Godfrey),1.200,0.390
4,1:49,2,12,DEN 32,36,14,Peyton Manning kneels for -1 yards,0.390,-0.430
4,0:34,3,13,DEN 31,36,14,Peyton Manning kneels for -1 yards,-0.430,-1.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
