Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
2,7:05,2,9,HOU 16,0,7,Matt Hasselbeck pass complete short middle to Griff Whalen for 5 yards (tackle by Kareem Jackson),4.000,4.100
2,6:22,3,4,HOU 11,0,7,Matt Hasselbeck pass incomplete short left intended for Coby Fleener (defended by Eddie Pleasant),4.100,2.770
2,6:17,4,4,HOU 11,0,10,Adam Vinatieri 29 yard field goal good,2.770,3.000
2,6:17,,,IND 35,0,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,6:12,1,10,HOU 20,0,10,Alfred Blue middle for 41 yards (tackle by Darius Butler and Mike Adams),0.280,2.980
2,5:36,1,10,IND 39,0,10,Jay Prosch middle for 2 yards (tackle by Jerrell Freeman),2.980,2.710
2,5:02,2,8,IND 37,0,10,Alfred Blue left end for -2 yards (tackle by David Parry),2.710,1.750
2,4:19,3,10,IND 39,0,10,T.J. Yates pass incomplete short middle intended for Nate Washington (defended by Jalil Brown),1.750,0.660
2,4:15,4,10,IND 39,0,10,Nick Novak 56 yard field goal no good,0.660,-2.060
2,4:10,1,10,IND 47,0,10,Frank Gore right end for 12 yards (tackle by Kareem Jackson),2.060,2.850
2,3:44,1,10,HOU 41,0,10,Frank Gore middle for 4 yards (tackle by Whitney Mercilus and Jadeveon Clowney),2.850,2.850
2,3:12,2,6,HOU 37,0,10,Matt Hasselbeck pass incomplete short left intended for Dwayne Allen,2.850,2.150
2,3:07,3,6,HOU 37,0,10,Matt Hasselbeck sacked by John Simon for -9 yards,2.150,0.200
2,2:23,4,15,HOU 46,0,10,"Pat McAfee punts 38 yards, fair catch by Cecil Shorts",0.200,0.380
2,2:15,1,10,HOU 8,0,10,"T.J. Yates sacked by Kendall Langford for -4 yards. Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",-0.380,-0.070
2,2:05,1,5,HOU 13,0,10,T.J. Yates pass complete short right to DeAndre Hopkins for 18 yards (tackle by Dwight Lowery),-0.070,1.000
2,1:58,1,10,HOU 31,0,10,T.J. Yates pass incomplete deep middle intended for Cecil Shorts,1.000,0.460
2,1:54,2,10,HOU 31,0,10,T.J. Yates pass complete short left to Ryan Griffin for 22 yards (tackle by Jalil Brown),0.460,0.460
2,1:28,2,10,HOU 31,0,10,Timeout #2 by Houston Texans,0.460,2.460
2,1:28,1,10,IND 47,0,10,"T.J. Yates pass incomplete short left intended for DeAndre Hopkins (defended by Vontae Davis). Penalty on Vontae Davis: Defensive Pass Interference, 13 yards (no play)",2.460,3.310
2,1:24,1,10,IND 34,0,10,"T.J. Yates left tackle for 19 yards (tackle by Darius Butler). Penalty on Duane Brown: Offensive Holding, 10 yards (no play)",3.310,3.310
2,1:14,1,10,IND 34,0,10,Timeout #3 by Houston Texans,3.310,2.650
2,1:14,1,20,IND 44,0,10,Brandon Weeden pass complete short left to Ryan Griffin for 8 yards (tackle by Mike Adams),2.650,2.500
2,0:55,2,12,IND 36,0,10,Brandon Weeden middle for 3 yards (tackle by Kendall Langford),2.500,2.210
2,0:28,3,9,IND 33,0,10,Brandon Weeden pass complete short left to Jaelen Strong for 15 yards,2.210,4.370
2,0:23,1,10,IND 18,0,10,Brandon Weeden pass complete short left to DeAndre Hopkins for 7 yards,4.370,5.010
2,0:18,2,3,IND 11,0,10,Brandon Weeden pass complete short middle to Nate Washington for 6 yards (tackle by Darius Butler),5.010,6.060
2,0:03,1,5,IND 5,0,10,Brandon Weeden spiked the ball,6.060,5.150
2,0:02,2,5,IND 5,3,10,Nick Novak 22 yard field goal good,5.150,3.000
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,3,10,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,IND 20,3,10,Frank Gore right end for 10 yards (tackle by Quintin Demps),0.280,0.940
3,14:21,1,10,IND 30,3,10,Matt Hasselbeck pass complete short left to Donte Moncrief for 8 yards (tackle by Kevin Johnson),0.940,1.470
3,13:51,2,2,IND 38,3,10,Frank Gore right end for 1 yard (tackle by Kareem Jackson),1.470,0.890
3,13:10,3,1,IND 39,3,10,Frank Gore right tackle for no gain (tackle by Vince Wilfork and Jadeveon Clowney),0.890,-0.780
3,12:32,4,1,IND 39,3,10,"Pat McAfee punts 41 yards, returned by Keith Mumphery for 15 yards (tackle by Josh McNary). Penalty on Whitney Mercilus: Running Into the Kicker, 5 yards, Penalty on A.J. Bouye: Defensive Holding (Declined) (no play)",-0.780,1.860
,,,,,,,"HOU challenged the running into the kicker ruling, and the play was upheld.",,
3,12:21,1,10,IND 44,3,10,Matt Hasselbeck pass incomplete short left intended for Frank Gore,1.860,1.320
3,12:17,2,10,IND 44,3,10,Frank Gore right tackle for 3 yards (tackle by J.J. Watt and Benardrick McKinney),1.320,1.030
3,11:46,3,7,IND 47,3,10,"Matt Hasselbeck pass incomplete. Penalty on Matt Hasselbeck: Intentional Grounding, 12 yards",1.030,-1.040
3,11:41,4,19,IND 35,3,10,"Pat McAfee punts 44 yards, returned by Keith Mumphery for 7 yards (tackle by Matt Overton)",-1.040,-0.810
3,11:32,1,10,HOU 28,3,10,Brandon Weeden pass incomplete short right intended for C.J. Fiedorowicz,0.810,0.260
3,11:28,2,10,HOU 28,3,10,Alfred Blue right tackle for 12 yards (tackle by Erik Walden),0.260,1.600
3,10:51,1,10,HOU 40,3,10,Brandon Weeden pass incomplete short right intended for C.J. Fiedorowicz,1.600,1.050
3,10:50,2,10,HOU 40,3,10,Alfred Blue right end for no gain (tackle by Robert Mathis),1.050,0.370
3,10:11,3,10,HOU 40,3,10,"Brandon Weeden sacked by Robert Mathis for -9 yards. Brandon Weeden fumbles (forced by Robert Mathis), recovered by Derek Newton at HOU-30",0.370,-1.370
3,9:40,4,20,HOU 30,3,10,"Shane Lechler punts 59 yards, returned by Quan Bray for 15 yards (tackle by John Simon). Penalty on Jalil Brown: Defensive Holding, 5 yards",-1.370,0.380
3,9:25,1,10,IND 6,3,10,Frank Gore right tackle for 1 yard (tackle by J.J. Watt),-0.380,-0.710
3,8:48,2,9,IND 7,3,10,Matt Hasselbeck pass complete short middle to Donte Moncrief for 5 yards (tackle by Kevin Johnson),-0.710,-0.720
3,8:05,3,4,IND 12,3,10,Matt Hasselbeck sacked by Benardrick McKinney for -11 yards,-0.720,-2.490
3,7:21,4,15,IND 1,3,10,"Pat McAfee punts 46 yards, returned by Keith Mumphery for 15 yards (tackle by Winston Guy)",-2.490,-3.450
3,7:08,1,10,IND 32,3,10,Brandon Weeden pass complete short middle to Akeem Hunt for 3 yards (tackle by Zach Kerr),3.450,3.310
3,6:32,2,7,IND 29,3,10,Alfred Blue right end for 2 yards (tackle by David Parry and Jerrell Freeman),3.310,2.870
3,5:47,3,5,IND 27,3,10,Brandon Weeden for 7 yards (tackle by Jalil Brown),2.870,4.240
3,5:14,1,10,IND 20,3,10,"Alfred Blue middle for 1 yard (tackle by Jerrell Freeman and D'Qwell Jackson). Penalty on C.J. Fiedorowicz: Offensive Holding, 10 yards (no play)",4.240,3.580
3,4:48,1,20,IND 30,3,10,Brandon Weeden pass incomplete deep left intended for DeAndre Hopkins,3.580,2.340
3,4:43,2,20,IND 30,3,10,Alfred Blue left tackle for 4 yards (tackle by Jonathan Newsome and D'Qwell Jackson),2.340,2.210
3,3:58,3,16,IND 26,3,10,"Brandon Weeden pass complete short right to Akeem Hunt for 5 yards (tackle by Dwight Lowery and Mike Adams). Penalty on Ryan Griffin: Offensive Holding, 10 yards",2.210,1.550
3,3:28,3,21,IND 31,3,10,Akeem Hunt middle for 2 yards (tackle by Erik Walden and Jerrell Freeman),1.550,1.500
3,2:48,4,19,IND 29,6,10,Nick Novak 46 yard field goal good,1.500,3.000
3,2:48,,,HOU 35,6,10,"Nick Novak kicks off 70 yards, returned by Quan Bray for 30 yards (tackle by Eddie Pleasant)",0.000,-0.610
3,2:36,1,10,IND 25,6,10,Frank Gore right tackle for 4 yards (tackle by Jared Crick),0.610,0.600
3,1:56,2,6,IND 29,6,10,Matt Hasselbeck pass complete short left to Andre Johnson for 4 yards (tackle by Kevin Johnson),0.600,0.430
3,1:19,3,2,IND 33,6,10,Matt Hasselbeck pass complete short middle to Phillip Dorsett for 1 yard (tackle by Kareem Jackson),0.430,-1.110
3,0:44,4,1,IND 34,6,10,"Pat McAfee punts 55 yards, returned by Keith Mumphery for -1 yards (tackle by Winston Guy)",-1.110,0.380
3,0:34,1,10,HOU 10,6,10,Brandon Weeden pass complete short right to DeAndre Hopkins for 8 yards (tackle by Vontae Davis),-0.380,0.070
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,HOU 18,6,10,Brandon Weeden pass incomplete deep left intended for DeAndre Hopkins (defended by Vontae Davis),0.070,-0.480
4,14:55,3,2,HOU 18,6,10,Brandon Weeden pass complete deep left to DeAndre Hopkins for 28 yards (tackle by Darius Butler),-0.480,1.990
4,14:14,1,10,HOU 46,6,10,Akeem Hunt left end for -1 yards (tackle by T.Y. McGill),1.990,1.320
4,13:36,2,11,HOU 45,6,10,Brandon Weeden pass incomplete short left intended for C.J. Fiedorowicz,1.320,0.630
4,13:32,3,11,HOU 45,6,10,Brandon Weeden pass complete short left to DeAndre Hopkins for 10 yards (tackle by Vontae Davis),0.630,0.270
4,12:45,4,1,IND 45,6,10,Alfred Blue right end for 1 yard (tackle by Vontae Davis),0.270,2.650
4,12:18,1,10,IND 44,6,10,"Brandon Weeden pass incomplete deep left intended for Ryan Griffin (defended by Dwight Lowery). Penalty on Dwight Lowery: Defensive Pass Interference, 22 yards (no play)",2.650,4.110
4,12:10,1,10,IND 22,6,10,Alfred Blue middle for 6 yards (tackle by Jerrell Freeman),4.110,4.460
4,11:34,2,4,IND 16,6,10,Akeem Hunt left end for 3 yards (tackle by Mike Adams),4.460,4.390
4,10:51,3,1,IND 13,6,10,"Penalty on David Parry: Defensive 12 On-field, 5 yards (no play)",4.390,4.390
4,10:43,3,1,IND 13,6,10,Timeout #2 by Houston Texans,4.390,5.370
4,10:43,1,8,IND 8,12,10,"Brandon Weeden pass complete short right to Jaelen Strong for 8 yards, touchdown",5.370,7.000
4,10:43,,,IND 8,13,10,Nick Novak kicks extra point good,0.000,0.000
4,10:43,,,HOU 35,13,10,"Nick Novak kicks off 71 yards, returned by Quan Bray for 27 yards (tackle by Max Bullough). Penalty on Akeem Davis: Illegal Blindside Block, 10 yards",0.000,0.370
4,10:30,1,10,IND 11,13,10,Matt Hasselbeck pass complete short left to Dwayne Allen for 5 yards (tackle by Quintin Demps and Brian Cushing),-0.370,-0.300
4,9:59,2,5,IND 16,13,10,Matt Hasselbeck pass complete short left to Donte Moncrief for 6 yards (tackle by Kevin Johnson),-0.300,0.410
4,9:13,1,10,IND 22,13,10,Matt Hasselbeck pass incomplete,0.410,-0.130
4,9:06,2,10,IND 22,13,10,Matt Hasselbeck pass incomplete short left intended for Andre Johnson,-0.130,-0.820
4,9:03,3,10,IND 22,13,10,Matt Hasselbeck pass complete deep left to Donte Moncrief for 21 yards (tackle by Brian Cushing and Quintin Demps),-0.820,1.800
4,8:44,1,10,IND 43,13,10,Charlie Whitehurst pass complete short right to T.Y. Hilton for 13 yards (tackle by Johnathan Joseph),1.800,2.650
4,8:14,1,10,HOU 44,13,10,Frank Gore right tackle for -3 yards (tackle by Andre Hal),2.650,1.710
4,7:27,2,13,HOU 47,13,10,Charlie Whitehurst sacked by Whitney Mercilus for 0 yards. Penalty on Joe Reitz: Illegal Use of Hands (Declined),1.710,1.030
4,7:00,3,13,HOU 47,13,10,Charlie Whitehurst pass incomplete deep right intended for Donte Moncrief (defended by A.J. Bouye),1.030,0.130
4,6:54,4,13,HOU 47,13,10,"Pat McAfee punts 41 yards, fair catch by Keith Mumphery",0.130,0.380
4,6:46,1,10,HOU 6,13,10,Alfred Blue right guard for 3 yards (tackle by Jerrell Freeman and Zach Kerr),-0.380,-0.560
4,6:10,2,7,HOU 9,13,10,Alfred Blue left tackle for 5 yards (tackle by D'Qwell Jackson and Jerrell Freeman),-0.560,-0.480
4,5:32,3,2,HOU 14,13,10,Brandon Weeden pass complete short left to DeAndre Hopkins for 7 yards (tackle by Mike Adams),-0.480,0.340
,,,,,,,"IND challenged the pass completion ruling, and the play was upheld.",,
4,4:48,1,10,HOU 21,13,10,Alfred Blue middle for -1 yards (tackle by Mike Adams and Zach Kerr),0.340,-0.340
4,4:07,2,11,HOU 20,13,10,Alfred Blue left end for 2 yards (tackle by D'Qwell Jackson and Jerrell Freeman),-0.340,-0.760
4,3:23,3,9,HOU 22,13,10,Brandon Weeden pass incomplete short right intended for Nate Washington,-0.760,-1.900
4,3:18,4,9,HOU 22,13,10,"Shane Lechler punts 42 yards, returned by Quan Bray for 15 yards (tackle by Charles James)",-1.900,-2.320
4,3:07,1,10,HOU 49,13,10,Matt Hasselbeck pass incomplete short right intended for Coby Fleener (defended by Jadeveon Clowney),2.320,1.780
4,3:03,2,10,HOU 49,13,10,"Matt Hasselbeck pass complete short right to Griff Whalen for 4 yards (tackle by Johnathan Joseph). Griff Whalen fumbles (forced by Johnathan Joseph), recovered by Kareem Jackson at HOU-45 and returned for 34 yards (tackle by Griff Whalen)",1.780,-4.170
4,2:50,1,10,IND 21,13,10,Alfred Blue middle for 4 yards (tackle by D'Qwell Jackson),4.170,4.170
4,2:42,1,10,IND 21,13,10,Timeout #2 by Indianapolis Colts,4.170,4.200
4,2:42,2,6,IND 17,13,10,Alfred Blue left guard for 1 yard (tackle by Erik Walden),4.200,4.200
4,2:37,2,6,IND 17,13,10,Timeout #3 by Indianapolis Colts,4.200,3.630
4,2:37,3,5,IND 16,13,10,Alfred Blue middle for 2 yards (tackle by Jalil Brown),3.630,2.610
4,2:00,4,3,IND 14,16,10,Nick Novak 32 yard field goal good,2.610,3.000
4,2:00,,,HOU 35,16,10,"Nick Novak kicks off 71 yards, returned by Quan Bray for 23 yards (tackle by Kurtis Drummond)",0.000,0.060
4,1:52,1,10,IND 17,16,10,Matt Hasselbeck pass incomplete deep right intended for Donte Moncrief is intercepted by A.J. Bouye at HOU-38 and returned for 9 yards,-0.060,-2.060
4,1:42,1,10,HOU 47,16,10,Brandon Weeden kneels for -1 yards,2.060,1.380
4,1:02,2,11,HOU 46,16,10,Brandon Weeden kneels for -2 yards,1.380,0.430
4,0:31,3,13,HOU 44,16,10,Brandon Weeden kneels for -1 yards,0.430,-0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
