Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
3,10:51,1,5,ATL 5,20,24,"Frank Gore right tackle for 5 yards, touchdown",6.060,7.000
3,10:51,,,ATL 2,21,24,David Akers kicks extra point good,0.000,0.000
3,10:47,,,SFO 35,21,24,"David Akers kicks off 65 yards, touchback",0.000,0.280
3,10:47,1,10,ATL 20,21,24,Michael Turner right guard for 3 yards (tackle by Justin Smith),0.280,0.140
3,10:05,2,7,ATL 23,21,24,Matt Ryan pass complete short left to Tony Gonzalez for 14 yards (tackle by Patrick Willis),0.140,1.400
3,9:40,1,10,ATL 37,21,24,Jacquizz Rodgers left end for 2 yards (tackle by Ray McDonald and Navorro Bowman),1.400,0.000
3,8:55,,,,21,24,Timeout #1 by Atlanta Falcons,0.000,1.130
3,8:55,2,8,ATL 39,21,24,Matt Ryan pass complete short middle to Tony Gonzalez for 14 yards (tackle by Tarell Brown),1.130,2.460
3,8:19,1,10,SFO 47,21,24,Matt Ryan sacked by Isaac Sopoaga for 0 yards,2.460,1.910
3,7:46,2,10,SFO 47,21,24,Matt Ryan pass incomplete short right intended for Roddy White is intercepted by Chris Culliver at SFO-38 and returned for 6 yards (tackle by Harry Douglas),1.910,-1.860
3,7:38,1,10,SFO 44,21,24,Colin Kaepernick pass complete deep left to Vernon Davis for 31 yards (tackle by Thomas DeCoud),1.860,3.910
3,7:14,1,10,ATL 25,21,24,Colin Kaepernick right end for -2 yards (tackle by Akeem Dent),3.910,3.090
3,6:43,2,12,ATL 27,21,24,LaMichael James left end for 7 yards (tackle by Jonathan Babineaux),3.090,3.340
3,5:55,3,5,ATL 20,21,24,Colin Kaepernick pass incomplete short right (defended by William Moore),3.340,2.170
3,5:51,4,5,ATL 20,21,24,David Akers 38 yard field goal no good,2.170,-0.810
3,5:44,1,10,ATL 28,21,24,Jacquizz Rodgers left end for 7 yards (tackle by Carlos Rogers),0.810,1.210
3,5:06,2,3,ATL 35,21,24,Jason Snelling right tackle for 12 yards (tackle by Dashon Goldson),1.210,2.060
3,4:20,1,10,ATL 47,21,24,Jacquizz Rodgers left end for 9 yards (tackle by Aldon Smith),2.060,2.730
3,3:44,2,1,SFO 44,21,24,Jacquizz Rodgers right end for 2 yards (tackle by Carlos Rogers),2.730,2.790
3,3:04,1,10,SFO 42,21,24,Matt Ryan pass incomplete deep right intended for Roddy White (defended by Carlos Rogers),2.790,2.240
3,2:57,2,10,SFO 42,21,24,Jason Snelling right guard for no gain (tackle by Isaac Sopoaga),2.240,1.550
3,2:20,3,10,SFO 42,21,24,Matt Ryan pass complete short left to Julio Jones for 13 yards (tackle by Donte Whitner),1.550,3.640
3,1:42,1,10,SFO 29,21,24,Jacquizz Rodgers left tackle for 1 yard (tackle by Ray McDonald),3.640,3.240
3,1:02,2,9,SFO 28,21,24,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Aldon Smith at SFO-37 (tackle by Matt Ryan)",3.240,-1.400
3,0:55,1,10,SFO 37,21,24,Frank Gore right tackle for 3 yards (tackle by Jonathan Babineaux),1.400,1.260
3,0:15,2,7,SFO 40,21,24,Colin Kaepernick pass incomplete deep left intended for Delanie Walker,1.260,0.560
3,0:10,3,7,SFO 40,21,24,"Colin Kaepernick pass incomplete short middle intended for Vernon Davis. Penalty on Cliff Matthews: Roughing the Passer, 15 yards (no play)",0.560,2.590
3,0:05,1,10,ATL 45,21,24,Frank Gore right guard for 2 yards (tackle by Kroy Biermann),2.590,2.310
Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,ATL 43,21,24,Colin Kaepernick pass complete deep right to Michael Crabtree for 33 yards (tackle by Thomas DeCoud),2.310,4.910
4,14:18,1,10,ATL 10,21,24,Frank Gore right guard for 5 yards (tackle by Stephen Nicholas),4.910,5.150
4,13:34,2,5,ATL 5,21,24,"Colin Kaepernick pass complete short left to Michael Crabtree for 4 yards (tackle by Dunta Robinson). Michael Crabtree fumbles (forced by Dunta Robinson), recovered by Stephen Nicholas at ATL-1",5.150,0.380
4,13:24,1,10,ATL 1,21,24,Matt Ryan pass incomplete short right intended for Roddy White (defended by Ahmad Brooks),-0.380,-0.780
4,13:22,2,10,ATL 1,21,24,Mike Cox right guard for 4 yards (tackle by Patrick Willis),-0.780,-0.950
4,12:40,3,6,ATL 5,21,24,Matt Ryan pass complete short left to Tony Gonzalez for 5 yards (tackle by Carlos Rogers),-0.950,-2.490
4,11:59,4,1,ATL 10,21,24,Matt Bosher punts 48 yards (tackle by Drew Davis),-2.490,-3.050
4,11:46,1,10,ATL 38,21,24,Frank Gore left tackle for 7 yards (tackle by Akeem Dent),3.050,3.450
4,11:11,2,3,ATL 31,21,24,Frank Gore right end for 2 yards (tackle by Akeem Dent),3.450,3.010
4,10:29,3,1,ATL 29,21,24,Anthony Dixon right end for 4 yards (tackle by Thomas DeCoud),3.010,3.910
4,9:49,1,10,ATL 25,21,24,LaMichael James left end for 8 yards (tackle by Jonathan Babineaux),3.910,4.550
4,9:12,2,2,ATL 17,21,24,Colin Kaepernick pass complete short right to Michael Crabtree for 8 yards (tackle by Asante Samuel),4.550,5.140
4,8:27,1,9,ATL 9,27,24,"Frank Gore right end for 9 yards, touchdown",5.140,7.000
4,8:27,,,ATL 2,28,24,David Akers kicks extra point good,0.000,0.000
4,8:23,,,SFO 35,28,24,"David Akers kicks off 65 yards, touchback",0.000,0.280
4,8:23,1,10,ATL 20,28,24,Matt Ryan pass complete short left to Roddy White for 9 yards (tackle by Tarell Brown),0.280,0.950
4,7:49,2,1,ATL 29,28,24,Jacquizz Rodgers right tackle for 2 yards (tackle by Patrick Willis),0.950,1.000
4,7:09,1,10,ATL 31,28,24,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Tarell Brown),1.000,0.460
4,7:01,2,10,ATL 31,28,24,Matt Ryan pass complete short right to Harry Douglas for 6 yards (tackle by Chris Culliver),0.460,0.560
4,6:18,3,4,ATL 37,28,24,Matt Ryan pass complete short right to Julio Jones for 5 yards (tackle by Chris Culliver),0.560,1.730
4,5:52,1,10,ATL 42,28,24,Matt Ryan right end for 3 yards (tackle by Patrick Willis),1.730,1.590
4,5:07,2,7,ATL 45,28,24,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Tarell Brown),1.590,1.550
4,4:21,3,2,,28,24,Matt Ryan pass complete deep right to Harry Douglas for 22 yards (tackle by Donte Whitner),1.550,3.710
,,,,,,,"SFO challenged the pass completion ruling, and the play was upheld.",,
4,3:53,1,10,SFO 28,28,24,Jacquizz Rodgers right guard for 9 yards (tackle by Ray McDonald),3.710,4.420
4,3:09,2,1,SFO 19,28,24,Matt Ryan pass complete short left to Harry Douglas for 3 yards (tackle by Dashon Goldson),4.420,4.510
4,2:23,1,10,SFO 16,28,24,Jacquizz Rodgers left tackle for 1 yard (tackle by Patrick Willis),4.510,4.050
4,2:00,2,9,SFO 15,28,24,Matt Ryan pass complete short middle to Jason Snelling for 5 yards (tackle by Patrick Willis),4.050,4.170
4,1:18,3,4,SFO 10,28,24,Matt Ryan pass incomplete short right intended for Roddy White (defended by Ahmad Brooks),4.170,2.840
4,1:13,4,4,SFO 10,28,24,Matt Ryan pass incomplete short middle intended for Roddy White,2.840,0.380
4,1:09,1,10,SFO 10,28,24,Frank Gore right guard for 3 yards (tackle by Akeem Dent),-0.380,0.000
4,1:04,,,,28,24,Timeout #2 by Atlanta Falcons,0.000,0.000
4,1:04,,,,28,24,Timeout #2 by San Francisco 49ers,0.000,-0.560
4,1:04,2,7,SFO 13,28,24,"Penalty on Colin Kaepernick: Delay of Game, 5 yards (no play)",-0.560,-0.930
4,1:04,2,12,SFO 8,28,24,Frank Gore left tackle for -3 yards (tackle by Vance Walker),-0.930,0.000
4,1:00,,,,28,24,Timeout #3 by Atlanta Falcons,0.000,-2.010
4,1:00,3,15,SFO 5,28,24,Frank Gore left tackle for 10 yards (tackle by William Moore and Thomas DeCoud),-2.010,0.000
4,0:13,,,,28,24,Timeout #3 by San Francisco 49ers,0.000,-2.440
4,0:13,4,5,SFO 15,28,24,"Andy Lee punts 43 yards, returned by Harry Douglas for -1 yards (tackle by Tramaine Brock)",-2.440,-1.660
4,0:06,1,10,ATL 41,28,24,Matt Ryan pass complete deep middle to Julio Jones for 24 yards (tackle by Perrish Cox),1.660,3.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
