Quarter,Time,Down,ToGo,Location,KAN,WAS,Detail,EPB,EPA
2,10:39,3,4,WAS 47,0,0,Jason Campbell pass incomplete short middle intended for Chris Cooley,1.220,-0.260
2,10:33,4,4,WAS 47,0,0,Glenn Pakulak punts 39 yards,-0.260,0.280
2,10:20,1,10,KAN 14,0,0,"Matt Cassel pass complete short middle to Larry Johnson for 4 yards (tackle by Brian Orakpo and London Fletcher). Penalty on Albert Haynesworth: Roughing the Passer, 15 yards",-0.280,1.140
2,9:50,1,10,KAN 33,0,0,Larry Johnson right end for 17 yards (tackle by Rocky McIntosh),1.140,2.260
2,9:22,1,10,,0,0,Larry Johnson middle for 1 yard (tackle by Reed Doughty),2.260,1.850
2,8:40,2,9,WAS 49,0,0,Matt Cassel pass complete short right to Dwayne Bowe for 13 yards (tackle by DeAngelo Hall and Reed Doughty),1.850,3.180
2,8:00,1,10,WAS 36,0,0,Larry Johnson middle for 3 yards (tackle by London Fletcher),3.180,3.040
2,7:22,2,7,WAS 33,0,0,Larry Johnson left guard for 10 yards (tackle by LaRon Landry),3.040,4.040
2,6:37,1,10,WAS 23,0,0,Matt Cassel pass incomplete short right intended for Dwayne Bowe,4.040,3.500
2,6:33,2,10,WAS 23,0,0,Matt Cassel middle for 2 yards (tackle by Jeremy Jarmon),3.500,3.070
2,5:45,3,8,WAS 21,0,0,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,3.070,2.060
2,5:39,4,8,WAS 21,3,0,Ryan Succop 39 yard field goal good,2.060,3.000
2,,,,KAN 30,3,0,"Ryan Succop kicks off 76 yards, returned by Rock Cartwright for 26 yards (tackle by Terrance Copper)",0.000,0.280
2,5:28,1,10,WAS 20,3,0,Clinton Portis right tackle for 5 yards (tackle by Tank Tyler and Glenn Dorsey),0.280,0.410
2,4:56,2,5,WAS 25,3,0,Clinton Portis left end for no gain (tackle by Jon McGraw),0.410,-0.300
2,4:18,3,5,WAS 25,3,0,Jason Campbell sacked by Jon McGraw for -6 yards,-0.300,-2.140
2,3:48,4,11,WAS 19,3,0,"Glenn Pakulak punts 47 yards, returned by Bobby Wade for 10 yards (tackle by Mike Sellers)",-2.140,-1.860
2,3:37,1,10,KAN 44,3,0,Larry Johnson right end for 2 yards (tackle by Reed Doughty),1.860,1.590
2,3:00,2,8,KAN 46,3,0,Larry Johnson left end for 3 yards (tackle by Albert Haynesworth),1.590,1.290
2,2:27,3,5,KAN 49,3,0,Matt Cassel pass incomplete short right intended for Larry Johnson,1.290,-0.130
2,2:22,4,5,KAN 49,3,0,"Dustin Colquitt punts 39 yards, fair catch by Antwaan Randle El",-0.130,0.350
2,2:15,1,10,WAS 12,3,0,Clinton Portis left end for no gain (tackle by Ron Edwards and Jon McGraw),-0.350,-0.780
2,2:00,2,10,WAS 12,3,0,Jason Campbell pass complete short left to Fred Davis for 12 yards (tackle by Mike Brown),-0.780,0.540
2,1:52,1,10,WAS 24,3,0,Jason Campbell pass complete short left to Clinton Portis for 9 yards (tackle by Brandon Carr),0.540,1.210
2,1:32,2,1,WAS 33,3,0,"Penalty on Will Montgomery: False Start, 5 yards (no play)",1.210,0.540
2,1:30,2,6,WAS 28,3,0,Jason Campbell pass complete short right to Antwaan Randle El for 17 yards (tackle by Mike Richardson),0.540,1.930
2,1:20,,,,3,0,Timeout #1 by Washington Redskins,0.000,1.930
2,1:20,1,10,WAS 45,3,0,Jason Campbell middle for 2 yards (tackle by Alex Magee),1.930,1.650
2,1:00,2,8,WAS 47,3,0,Jason Campbell pass complete short middle to Chris Cooley for 7 yards (tackle by Derrick Johnson),1.650,1.880
2,1:00,,,,3,0,Timeout #2 by Washington Redskins,0.000,1.880
2,1:00,3,1,KAN 46,3,0,Clinton Portis left end for 2 yards (tackle by Jovan Belcher and Tamba Hali),1.880,2.650
2,0:28,1,10,KAN 44,3,0,Jason Campbell pass complete short middle to Clinton Portis for 4 yards (tackle by Mike Vrabel),2.650,2.650
2,0:24,,,,3,0,Timeout #3 by Washington Redskins,0.000,2.650
2,0:24,2,6,KAN 40,3,0,Jason Campbell middle for 4 yards (tackle by Mike Vrabel),2.650,2.480
2,0:06,3,2,KAN 36,3,0,Jason Campbell spiked the ball,2.480,0.890
2,0:06,,,,3,0,Timeout #1 by Kansas City Chiefs,0.000,0.890
2,0:06,4,2,KAN 36,3,0,Jason Campbell pass incomplete deep right intended for Malcolm Kelly is intercepted by Brandon Flowers at KAN-3 and returned for 33 yards,0.890,0.000
Quarter,Time,Down,ToGo,Location,KAN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,3,0,"Ryan Succop kicks off 55 yards, returned by Rock Cartwright for 15 yards (tackle by Mike Richardson)",0.000,0.940
3,14:54,1,10,WAS 30,3,0,Ladell Betts right guard for 1 yard (tackle by Mike Brown and Corey Mays),0.940,0.530
3,14:11,2,9,WAS 31,3,0,Todd Collins pass complete deep middle to Santana Moss for 42 yards (tackle by Brandon Flowers),0.530,3.780
3,13:24,1,10,KAN 27,3,0,"Todd Collins pass complete short left to Ladell Betts for -1 yards (tackle by Derrick Johnson). Penalty on Mike Sellers: Offensive Holding, 10 yards (no play)",3.780,3.120
3,12:51,1,20,KAN 37,3,0,Todd Collins pass incomplete short right intended for Chris Cooley (defended by Tyson Jackson),3.120,1.880
3,12:46,2,20,KAN 37,3,0,Todd Collins pass complete short left to Ladell Betts for 4 yards (tackle by Tamba Hali),1.880,1.750
3,12:03,3,16,KAN 33,3,0,Todd Collins pass complete short middle to Chris Cooley for 11 yards (tackle by Jovan Belcher and Mike Richardson),1.750,2.040
3,11:22,4,5,KAN 22,3,3,Shaun Suisham 40 yard field goal good,2.040,3.000
3,,,,WAS 30,3,3,"Shaun Suisham kicks off 63 yards, returned by Jamaal Charles for 19 yards (tackle by H.B. Blades)",0.000,0.670
3,11:10,1,10,KAN 26,3,3,Larry Johnson left end for 5 yards (tackle by Andre Carter),0.670,0.810
3,10:34,2,5,KAN 31,3,3,Matt Cassel pass complete short left to Dwayne Bowe for 10 yards (tackle by Carlos Rogers),0.810,1.660
3,9:58,1,10,KAN 41,3,3,Larry Johnson right guard for 2 yards (tackle by Andre Carter and London Fletcher),1.660,1.390
3,9:18,2,8,KAN 43,3,3,Jamaal Charles right tackle for no gain (tackle by Kedric Golston and Phillip Daniels),1.390,0.700
3,8:36,3,8,KAN 43,3,3,Matt Cassel pass complete short left to Bobby Wade for 9 yards (tackle by Justin Tryon and LaRon Landry),0.700,2.390
3,7:57,1,10,WAS 48,3,3,Larry Johnson left end for 12 yards (tackle by Carlos Rogers),2.390,3.180
3,7:27,1,10,WAS 36,3,3,Matt Cassel pass incomplete short left intended for Mark Bradley,3.180,2.640
3,7:24,2,10,WAS 36,3,3,Matt Cassel pass incomplete deep left intended for Dwayne Bowe,2.640,1.950
3,7:18,3,10,WAS 36,3,3,Matt Cassel pass incomplete short middle intended for Dwayne Bowe,1.950,0.880
3,7:12,,,,3,3,Timeout #1 by Kansas City Chiefs,0.000,0.880
3,7:12,4,10,WAS 36,3,3,"Dustin Colquitt punts 26 yards, muffed catch by Antwaan Randle El, ball out of bounds at WAS-12",0.880,0.350
3,7:04,1,10,WAS 12,3,3,Clinton Portis left end for 78 yards (tackle by Mike Brown),-0.350,4.910
3,6:22,1,10,KAN 10,3,3,Todd Collins pass incomplete short left intended for Santana Moss,4.910,4.190
3,6:16,2,10,KAN 10,3,3,Todd Collins pass incomplete short right intended for Antwaan Randle El,4.190,3.130
3,6:11,3,10,KAN 10,3,3,Todd Collins pass incomplete short middle intended for Devin Thomas (defended by Ron Edwards),3.130,2.760
3,6:06,4,10,KAN 10,3,6,Shaun Suisham 28 yard field goal good,2.760,3.000
3,,,,WAS 30,3,6,"Shaun Suisham kicks off 69 yards, returned by Jamaal Charles for 29 yards (tackle by Byron Westbrook)",0.000,0.940
3,5:55,1,10,KAN 30,3,6,Matt Cassel pass incomplete short right intended for Dwayne Bowe,0.940,0.390
3,5:50,2,10,KAN 30,3,6,Matt Cassel pass complete short middle to Mark Bradley for 8 yards (tackle by Albert Haynesworth),0.390,0.760
3,5:15,3,2,KAN 38,3,6,Matt Cassel pass complete deep left to Dwayne Bowe for 20 yards (tackle by Carlos Rogers and LaRon Landry),0.760,2.790
3,4:39,1,10,WAS 42,3,6,Larry Johnson left end for 2 yards (tackle by Lorenzo Alexander and Carlos Rogers),2.790,2.510
3,3:59,2,8,WAS 40,3,6,Matt Cassel pass complete short middle to Dwayne Bowe for 16 yards (tackle by Carlos Rogers),2.510,3.970
3,3:17,1,10,WAS 24,3,6,Larry Johnson left guard for 1 yard (tackle by Lorenzo Alexander),3.970,3.570
3,2:37,2,9,WAS 23,3,6,Matt Cassel middle for 4 yards (tackle by Rocky McIntosh),3.570,3.410
3,1:47,3,5,WAS 19,3,6,Matt Cassel sacked by Andre Carter for -9 yards,3.410,1.590
3,1:12,4,14,WAS 28,6,6,Ryan Succop 46 yard field goal good,1.590,3.000
3,,,,KAN 30,6,6,"Ryan Succop kicks off 58 yards, returned by Rock Cartwright for 17 yards (tackle by Derrick Johnson)",0.000,0.870
3,1:01,1,10,WAS 29,6,6,Todd Collins pass complete short right to Chris Cooley for 9 yards (tackle by Demorrio Williams),0.870,1.540
3,0:25,2,1,WAS 38,6,6,Clinton Portis right end for 2 yards (tackle by Demorrio Williams and Corey Mays),1.540,1.600
Quarter,Time,Down,ToGo,Location,KAN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 40,6,6,Todd Collins pass incomplete short right intended for Chris Cooley,1.600,1.050
4,14:54,2,10,WAS 40,6,6,Clinton Portis left guard for 4 yards (tackle by Glenn Dorsey and Tyson Jackson),1.050,0.890
4,14:12,3,6,WAS 44,6,6,"Penalty on Stephon Heyer: False Start, 5 yards (no play)",0.890,0.230
4,13:44,3,11,WAS 39,6,6,Todd Collins pass incomplete short left intended for Ladell Betts,0.230,-0.780
4,13:38,4,11,WAS 39,6,6,"Penalty on Brandon Flowers: Defensive Delay of Game, 5 yards (no play)",-0.780,-0.460
4,13:38,4,6,WAS 44,6,6,"Glenn Pakulak punts 41 yards, fair catch by Bobby Wade",-0.460,0.220
4,13:30,1,10,KAN 15,6,6,Jamaal Charles middle for 3 yards (tackle by Brian Orakpo and Phillip Daniels),-0.220,-0.280
4,12:50,2,7,KAN 18,6,6,Matt Cassel sacked by Albert Haynesworth for -3 yards,-0.280,-1.370
4,12:12,3,10,KAN 15,6,6,Matt Cassel pass incomplete short right intended for Sean Ryan (defended by Albert Haynesworth),-1.370,-2.440
4,12:07,4,10,KAN 15,6,6,"Dustin Colquitt punts 48 yards, returned by Antwaan Randle El for 8 yards (tackle by Jon McGraw)",-2.440,-1.930
4,11:56,1,10,WAS 45,6,6,Devin Thomas left end for 2 yards (tackle by Brandon Carr),1.930,1.650
4,11:14,2,8,WAS 47,6,6,Clinton Portis middle for 2 yards (tackle by Mike Brown and Glenn Dorsey),1.650,1.220
4,10:38,3,6,WAS 49,6,6,"Todd Collins sacked by Mike Vrabel for -8 yards. Todd Collins fumbles (forced by Mike Vrabel), recovered by Mike Sellers at WAS-41 and returned for 4 yards",1.220,-0.390
4,10:03,4,10,WAS 45,6,6,Glenn Pakulak punts 5 yards,-0.390,-2.260
4,9:56,1,10,,6,6,Larry Johnson right end for 4 yards (tackle by Reed Doughty),2.260,2.250
4,9:23,2,6,WAS 46,6,6,Larry Johnson middle for 2 yards (tackle by Albert Haynesworth),2.250,1.820
4,8:43,3,4,WAS 44,6,6,"Matt Cassel pass incomplete short middle intended for Bobby Engram. Penalty on Justin Tryon: Defensive Pass Interfere, 6 yards (no play)",1.820,3.050
4,8:40,1,10,WAS 38,6,6,Larry Johnson right guard for 2 yards (tackle by Lorenzo Alexander and Rocky McIntosh),3.050,2.780
4,7:58,2,8,WAS 36,6,6,Matt Cassel pass incomplete short middle intended for Leonard Pope (defended by Lorenzo Alexander),2.780,2.080
4,7:53,3,8,WAS 36,6,6,"Matt Cassel for 3 yards. Penalty on Matt Cassel: Illegal Forward Pass, 5 yards",2.080,0.720
4,7:53,4,10,WAS 38,6,6,Dustin Colquitt punts 35 yards,0.720,0.380
4,7:18,1,10,WAS 3,6,6,Clinton Portis right guard for 2 yards (tackle by Mike Brown and Corey Mays),-0.380,-0.630
4,6:47,2,8,WAS 5,6,6,Todd Collins pass incomplete short right intended for Clinton Portis,-0.630,-1.190
4,6:39,3,8,WAS 5,6,6,Todd Collins pass complete short left to Ladell Betts for 7 yards (tackle by Jovan Belcher),-1.190,-2.490
4,6:06,4,1,WAS 12,6,6,"Glenn Pakulak punts 44 yards, returned by Bobby Wade for 5 yards (tackle by Kareem Moore). Penalty on Kareem Moore: Unnecessary Roughness, 15 yards",-2.490,-3.180
4,5:55,1,10,WAS 36,6,6,Larry Johnson right end for no gain (tackle by Cornelius Griffin),3.180,2.640
4,5:17,2,10,WAS 36,6,6,Matt Cassel pass complete short right to Sean Ryan for 11 yards (tackle by Reed Doughty),2.640,3.910
4,4:32,1,10,WAS 25,6,6,Matt Cassel pass incomplete short left intended for Mark Bradley,3.910,3.360
4,4:25,2,10,WAS 25,6,6,Matt Cassel pass incomplete short left intended for Dwayne Bowe (defended by Carlos Rogers),3.360,2.680
4,4:20,3,10,WAS 25,6,6,Jamaal Charles left end for -2 yards (tackle by Brian Orakpo),2.680,1.670
4,3:41,4,12,WAS 27,9,6,Ryan Succop 46 yard field goal good,1.670,3.000
4,,,,KAN 30,9,6,"Ryan Succop kicks off 67 yards, returned by Rock Cartwright for 25 yards (tackle by David Herron)",0.000,0.810
4,3:29,1,10,WAS 28,9,6,Todd Collins pass incomplete short left intended for Chris Cooley (defended by Demorrio Williams),0.810,0.260
4,3:24,2,10,WAS 28,9,6,Todd Collins pass complete short right to Clinton Portis for 2 yards (tackle by Derrick Johnson and Tamba Hali),0.260,-0.160
4,2:45,3,8,WAS 30,9,6,"Todd Collins for no gain. Todd Collins fumbles, recovered by Ladell Betts at WAS-24",-0.160,-1.770
4,2:06,4,14,WAS 24,9,6,"Glenn Pakulak punts 31 yards, returned by Bobby Wade for 17 yards (tackle by Kareem Moore). Bobby Wade fumbles, recovered by DaJuan Morgan at WAS-37",-1.770,-3.120
4,1:52,1,10,WAS 37,9,6,Larry Johnson right tackle for -4 yards (tackle by Kedric Golston),3.120,2.030
4,1:47,,,,9,6,Timeout #1 by Washington Redskins,0.000,2.030
4,1:47,2,14,WAS 41,9,6,Matt Cassel pass complete short left to Dwayne Bowe for 32 yards (tackle by DeAngelo Hall),2.030,5.140
4,1:37,1,9,WAS 9,9,6,Larry Johnson right tackle for no gain (tackle by DeAngelo Hall and Rocky McIntosh),5.140,4.380
4,1:32,,,,9,6,Timeout #2 by Washington Redskins,0.000,4.380
4,1:32,2,9,WAS 9,9,6,Matt Cassel right end for 2 yards (tackle by DeAngelo Hall),4.380,3.810
4,1:24,,,,9,6,Timeout #3 by Washington Redskins,0.000,3.810
4,1:24,3,7,WAS 7,9,6,Larry Johnson right tackle for 1 yard (tackle by Andre Carter and Rocky McIntosh),3.810,2.990
4,0:41,,,,9,6,Timeout #2 by Kansas City Chiefs,0.000,2.990
4,0:41,4,6,WAS 6,12,6,Ryan Succop 24 yard field goal good,2.990,3.000
4,,,,KAN 30,12,6,"Ryan Succop kicks off 71 yards, returned by Rock Cartwright for 25 yards (tackle by Terrance Copper). Penalty on Fred Davis: Illegal Block Above the , 7 yards",0.000,-0.380
4,0:31,1,10,WAS 7,14,6,"Todd Collins sacked by Tamba Hali for -7 yards, safety",-0.380,-2.000
,,,,,,,"Replay Assistant challenged the safety ruling, and the play was upheld.",,
4,,,,WAS 20,14,6,Shaun Suisham kicks onside 13 yards,0.000,3.380
4,0:26,1,10,WAS 33,14,6,Matt Cassel kneels for -1 yards,3.380,2.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
