Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
4,7:06,2,11,NYJ 34,20,34,Geno Smith pass complete short right to Brandon Marshall for 10 yards (tackle by T.J. Carrie),0.590,1.220
4,6:30,3,1,NYJ 44,20,34,Geno Smith pass complete short left to Brandon Marshall for 11 yards (tackle by T.J. Carrie). Penalty on T.J. Carrie: Illegal Use of Hands (Declined),1.220,2.590
4,6:11,1,10,OAK 45,20,34,Geno Smith pass incomplete short left intended for Chris Ivory,2.590,2.040
4,6:08,2,10,OAK 45,20,34,Geno Smith pass incomplete short middle intended for Brandon Marshall (defended by Neiko Thorpe),2.040,1.360
,,,,,,,"OAK challenged the incomplete pass ruling, and the play was upheld.",,
4,6:01,3,10,OAK 45,20,34,Geno Smith pass complete short left to Zac Stacy for 7 yards (tackle by Neiko Thorpe),1.360,0.720
4,5:36,4,3,OAK 38,20,34,Geno Smith pass incomplete short right intended for Kenbrell Thompkins. Penalty on Willie Colon: Offensive Holding (Declined),0.720,-1.470
4,5:33,1,10,OAK 38,20,34,Derek Carr pass complete short right to Clive Walford for 2 yards (tackle by David Harris),1.470,1.190
4,4:59,2,8,OAK 40,20,34,Latavius Murray middle for -2 yards (tackle by Muhammad Wilkerson),1.190,1.190
4,4:54,2,8,OAK 40,20,34,Timeout #1 by New York Jets,1.190,0.230
4,4:54,3,10,OAK 38,20,34,Derek Carr pass incomplete short left intended for Michael Crabtree,0.230,-0.850
4,4:49,4,10,OAK 38,20,34,"Marquette King punts 44 yards, out of bounds",-0.850,-0.040
4,4:42,1,10,NYJ 18,20,34,Geno Smith pass incomplete short left intended for Chris Ivory,0.040,-0.490
4,4:39,2,10,NYJ 18,20,34,Geno Smith pass complete short left to Eric Decker for 8 yards (tackle by Neiko Thorpe),-0.490,-0.140
4,4:16,3,2,NYJ 26,20,34,Geno Smith sacked by D.J. Hayden for -5 yards,-0.140,-1.960
4,3:30,4,7,NYJ 21,20,34,"Ryan Quigley punts 52 yards, returned by T.J. Carrie for 4 yards (tackle by Erin Henderson)",-1.960,-1.000
4,3:19,1,10,OAK 31,20,34,Derek Carr pass incomplete deep left intended for Clive Walford. Penalty on OAK: Illegal Shift (Declined),1.000,0.460
4,3:14,2,10,OAK 31,20,34,Latavius Murray right tackle for 1 yard (tackle by Leonard Williams),0.460,0.460
4,3:10,2,10,OAK 31,20,34,Timeout #2 by New York Jets,0.460,-0.100
4,3:10,3,9,OAK 32,20,34,Derek Carr pass incomplete short right intended for Amari Cooper,-0.100,-1.240
4,3:07,4,9,OAK 32,20,34,"Marquette King punts 52 yards, returned by Jeremy Kerley for 6 yards (tackle by Jamize Olawale)",-1.240,-0.410
4,2:54,1,10,NYJ 22,20,34,Geno Smith pass incomplete short right intended for Brandon Marshall,0.410,-0.130
4,2:48,2,10,NYJ 22,20,34,Geno Smith sacked by Khalil Mack for -11 yards,-0.130,-2.710
4,2:00,3,21,NYJ 11,20,34,Zac Stacy middle for 2 yards (tackle by Aldon Smith),-2.710,-2.490
4,1:39,4,19,NYJ 13,20,34,Geno Smith pass complete deep middle to Eric Decker for 21 yards (tackle by Larry Asante),-2.490,1.200
4,1:07,1,10,NYJ 34,20,34,Geno Smith pass complete short left to Kenbrell Thompkins for 12 yards (tackle by Neiko Thorpe),1.200,1.200
4,1:01,1,10,NYJ 34,20,34,Timeout #3 by New York Jets,1.200,1.990
4,1:01,1,10,NYJ 46,20,34,Geno Smith pass complete short left to Brandon Marshall for 11 yards (tackle by Neiko Thorpe),1.990,2.720
4,0:54,1,10,OAK 43,20,34,"Ryan Fitzpatrick pass complete short middle to Geno Smith for 25 yards (tackle by Malcolm Smith). Penalty on Zac Stacy: Illegal Block Above the Waist, 10 yards",2.720,3.710
4,0:44,1,10,OAK 28,20,34,Ryan Fitzpatrick pass incomplete deep middle intended for Jeff Cumberland (defended by Larry Asante),3.710,3.170
4,0:39,2,10,OAK 28,20,34,Geno Smith pass incomplete short left intended for Brandon Marshall (defended by D.J. Hayden),3.170,2.480
4,0:32,3,10,OAK 28,20,34,Geno Smith pass incomplete short middle intended for Jeff Cumberland,2.480,1.590
4,0:28,4,10,OAK 28,20,34,Geno Smith pass incomplete deep left intended for Brandon Marshall (defended by Neiko Thorpe),1.590,-0.810
4,0:23,1,10,OAK 28,20,34,Derek Carr kneels for -1 yards,0.810,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
