Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
2,10:12,1,10,NYG 2,7,0,Ron Dayne left guard for 3 yards (tackle by Brady Smith and Patrick Kerney),-0.380,-0.560
2,9:34,2,7,NYG 5,7,0,Kerry Collins pass complete to Dan Campbell for 19 yards (tackle by Henry Jones),-0.560,0.540
2,8:54,1,10,NYG 24,7,0,Kerry Collins pass incomplete intended for Ike Hilliard,0.540,0.000
2,8:48,2,10,NYG 24,7,0,Tiki Barber right tackle for 11 yards (tackle by Keith Brooking),0.000,1.270
2,8:11,1,10,NYG 35,7,0,Kerry Collins left end for -2 yards (tackle by Artie Ulmer),1.270,0.450
2,7:39,2,12,NYG 33,7,0,Kerry Collins pass incomplete intended for Amani Toomer (defended by Juran Bolden),0.450,-0.230
2,7:39,3,12,NYG 33,7,0,Kerry Collins pass complete to Ike Hilliard for 17 yards (tackle by Keion Carpenter),-0.230,2.260
2,6:47,1,10,,7,0,Tim Carter right end for 9 yards (tackle by Henry Jones),2.260,2.930
2,6:26,2,1,ATL 41,7,0,Ron Dayne left end for 18 yards (tackle by Keith Brooking),2.930,4.040
2,5:59,1,10,ATL 23,7,0,Tiki Barber left end for 3 yards (tackle by Keith Brooking and John Holecek),4.040,3.900
2,5:21,2,7,ATL 20,7,0,Ron Dayne right guard for 3 yards (tackle by John Holecek and Travis Hall),3.900,3.660
2,4:42,3,4,ATL 17,7,0,"Kerry Collins for 2 yards. Penalty on Ike Hilliard: Illegal Forward Pass, 5 yards",3.660,2.120
2,4:42,4,7,ATL 20,7,3,Matt Bryant 38 yard field goal good,2.120,3.000
2,4:42,,,NYG 30,7,3,"Matt Bryant kicks off 47 yards, returned by Artie Ulmer for 10 yards (tackle by Tim Carter)",0.000,1.140
2,4:26,1,10,ATL 33,7,3,T.J. Duckett left tackle for 4 yards (tackle by Micheal Barrow and Dwight Johnson),1.140,1.130
2,3:46,2,6,ATL 37,7,3,Doug Johnson pass complete to Shawn Jefferson for 10 yards (tackle by Omar Stoutmire),1.130,2.060
2,3:22,1,10,ATL 47,7,3,Doug Johnson pass complete to Alge Crumpler for 30 yards (tackle by Omar Stoutmire),2.060,4.040
2,2:21,1,10,NYG 23,7,3,Warrick Dunn middle for -4 yards (tackle by Micheal Barrow),4.040,2.960
2,2:00,2,14,NYG 27,7,3,Warrick Dunn right end for 4 yards (tackle by Jason Sehorn),2.960,2.810
2,1:16,3,10,NYG 23,7,3,Doug Johnson pass complete to Warrick Dunn for 9 yards (tackle by Shaun Williams),2.810,2.660
2,0:34,3,10,NYG 23,,,Timeout #1 by Atlanta Falcons,2.810,2.660
2,0:34,4,1,NYG 14,10,3,Jay Feely 31 yard field goal good,2.660,3.000
2,0:34,,,ATL 30,10,3,"Jay Feely kicks off 58 yards, returned by Tim Carter for 22 yards. Penalty on Kevin Lewis: Offensive Holding, 10 yards",0.000,0.410
2,0:24,1,10,NYG 22,10,3,Kerry Collins for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,10,3,"Jay Feely kicks off 60 yards, returned by Tim Carter for 20 yards (tackle by Artie Ulmer)",0.000,0.940
3,14:54,1,10,NYG 30,10,3,Kerry Collins pass complete to Charles Stackhouse for 6 yards (tackle by Keith Brooking),0.940,1.200
3,14:30,2,4,NYG 36,10,3,Kerry Collins pass complete to Charles Stackhouse for 3 yards (tackle by John Holecek),1.200,0.890
3,13:48,3,1,NYG 39,10,3,Tiki Barber right tackle for 3 yards (tackle by Matt Stewart and Gerald McBurrows),0.890,1.730
3,13:08,1,10,NYG 42,10,3,Ron Dayne left guard for 2 yards (tackle by Gerald McBurrows and John Holecek),1.730,1.460
3,12:31,2,8,NYG 44,10,3,Kerry Collins sacked by John Holecek for -6 yards,1.460,-0.030
3,12:01,3,14,NYG 38,10,3,"Penalty on Patrick Kerney: Defensive Offside, 5 yards (no play)",-0.030,0.630
3,11:45,3,9,NYG 43,10,3,Kerry Collins pass complete to Ike Hilliard for 16 yards (tackle by Keion Carpenter),0.630,2.850
3,11:05,1,10,ATL 41,10,3,Kerry Collins pass incomplete intended for Ron Dixon,2.850,2.310
3,10:59,2,10,ATL 41,10,3,Kerry Collins pass complete to Tiki Barber for 13 yards (tackle by Keith Brooking),2.310,3.710
3,10:30,1,10,ATL 28,10,3,Ike Hilliard left end for 7 yards (tackle by Ashley Ambrose and Keion Carpenter),3.710,4.110
3,9:43,2,3,ATL 21,10,3,Ron Dayne left guard for 2 yards (tackle by Chris Draft),4.110,3.720
3,9:02,3,1,ATL 19,10,3,Tiki Barber left end for 1 yard (tackle by Gerald McBurrows),3.720,4.370
3,8:17,1,10,ATL 18,10,9,"Kerry Collins pass complete to Ike Hilliard for 18 yards, touchdown",4.370,7.000
3,8:17,,,ATL 18,10,10,Matt Bryant kicks extra point good,0.000,0.000
3,8:17,,,NYG 30,10,10,"Matt Bryant kicks off 65 yards, returned by Allen Rossum for 25 yards (tackle by Marcellus Rivers)",0.000,0.940
3,7:59,1,10,ATL 30,10,10,T.J. Duckett left guard for 8 yards (tackle by Dhani Jones),0.940,1.470
3,7:21,2,2,ATL 38,10,10,T.J. Duckett right guard for 4 yards (tackle by Dwight Johnson and Cornelius Griffin),1.470,1.730
3,6:40,1,10,ATL 42,10,10,Doug Johnson pass incomplete intended for T.J. Duckett (defended by Frank Ferrara),1.730,1.190
3,6:35,2,10,ATL 42,10,10,Doug Johnson pass complete to Warrick Dunn for 3 yards (tackle by Frank Ferrara),1.190,0.890
3,5:51,3,7,ATL 45,10,10,Doug Johnson pass complete to Alge Crumpler for 9 yards (tackle by Micheal Barrow and Ralph Brown),0.890,2.520
3,5:09,1,10,NYG 46,10,10,Doug Johnson pass incomplete intended for Trevor Gaylor (defended by Jason Sehorn),2.520,1.980
3,5:01,2,10,NYG 46,10,10,"Doug Johnson sacked by Frank Ferrara for -6 yards. Doug Johnson fumbles (forced by Frank Ferrara), recovered by Doug Johnson at ATL-48",1.980,0.500
3,4:24,3,16,ATL 48,10,10,Doug Johnson pass complete to Warrick Dunn for 2 yards (tackle by Michael Strahan),0.500,-0.060
3,3:46,4,14,,10,10,"Chris Mohr punts 37 yards, fair catch by Delvin Joyce",-0.060,0.320
3,3:38,1,10,NYG 13,10,10,Tiki Barber left end for 2 yards (tackle by Keith Brooking),-0.320,-0.570
3,3:10,2,8,NYG 15,10,10,Kerry Collins pass complete to Tim Carter for 10 yards (tackle by Fred Weary),-0.570,0.610
3,2:32,1,10,NYG 25,10,10,Kerry Collins pass incomplete intended for Ike Hilliard,0.610,0.060
3,2:25,2,10,NYG 25,10,10,Tiki Barber middle for 11 yards (tackle by Juran Bolden and Patrick Kerney),0.060,1.330
3,1:40,1,10,NYG 36,10,10,Ron Dayne right tackle for 6 yards (tackle by John Holecek),1.330,1.600
3,1:03,2,4,NYG 42,10,10,Kerry Collins pass complete to Amani Toomer for 8 yards (tackle by Juran Bolden and Keion Carpenter),1.600,2.260
3,0:27,1,10,,10,10,Ron Dayne left tackle for 3 yards (tackle by Keith Brooking),2.260,2.120
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,ATL 47,10,10,Tiki Barber right tackle for -1 yards (tackle by John Holecek),2.120,1.290
4,14:23,3,8,ATL 48,10,10,Kerry Collins pass complete to Ike Hilliard for 11 yards (tackle by Fred Weary),1.290,3.120
4,13:42,1,10,ATL 37,10,10,Tiki Barber right tackle for 12 yards (tackle by Keith Brooking),3.120,3.910
4,13:12,1,10,ATL 25,10,10,Ron Dayne left end for 3 yards (tackle by Keith Brooking),3.910,3.770
4,12:28,2,7,ATL 22,10,10,Kerry Collins pass complete to Daryl Jones for 2 yards (tackle by Juran Bolden),3.770,3.340
4,11:47,3,5,ATL 20,10,10,Kerry Collins pass incomplete intended for Ike Hilliard is intercepted by Juran Bolden at ATL-7 and returned for -1 yards,3.340,0.380
4,11:39,1,10,ATL 6,10,10,Doug Johnson pass complete to Warrick Dunn for 6 yards (tackle by Jason Sehorn),-0.380,-0.340
4,11:11,2,4,ATL 12,10,10,Doug Johnson pass complete to Shawn Jefferson for 63 yards (tackle by Jason Sehorn),-0.340,3.910
4,10:23,1,10,NYG 25,10,10,T.J. Duckett right guard for 1 yard (tackle by Frank Ferrara),3.910,3.500
4,9:41,2,9,NYG 24,10,10,T.J. Duckett left tackle for -1 yards (tackle by Micheal Barrow and Lance Legree),3.500,2.680
4,9:03,2,9,NYG 24,,,Timeout #1 by New York Giants,3.500,2.680
4,9:03,3,10,NYG 25,10,10,Doug Johnson pass complete to Brian Finneran for 11 yards (tackle by Jason Sehorn and Ryan Clark),2.680,4.650
4,8:13,1,10,NYG 14,16,10,"Doug Johnson pass complete to Brian Finneran for 14 yards, touchdown",4.650,7.000
4,8:13,,,NYG 14,17,10,Jay Feely kicks extra point good,0.000,0.000
4,8:13,,,ATL 30,17,10,"Jay Feely kicks off 61 yards, returned by Delvin Joyce for 21 yards (tackle by Mark Simoneau)",0.000,0.940
4,7:57,1,10,NYG 30,17,10,Tiki Barber middle for 3 yards (tackle by Ellis Johnson and John Holecek),0.940,0.800
4,7:21,2,7,NYG 33,17,10,Kerry Collins pass incomplete intended for Ike Hilliard,0.800,0.100
4,7:16,3,7,NYG 33,17,10,Kerry Collins pass complete to Ron Dixon for 10 yards (tackle by Juran Bolden),0.100,1.800
4,6:40,1,10,NYG 43,17,10,"Tiki Barber left end for 5 yards (tackle by Henry Jones). Penalty on Ike Hilliard: Offensive Holding, 10 yards",1.800,1.470
4,6:16,1,15,NYG 38,17,10,Kerry Collins pass complete to Charles Stackhouse for 7 yards (tackle by John Holecek),1.470,1.520
4,5:58,2,8,NYG 45,17,10,Kerry Collins sacked by Chris Draft for -8 yards,1.520,-0.230
4,5:22,3,16,NYG 37,17,10,"Kerry Collins pass complete to Tiki Barber for 18 yards (tackle by Ashley Ambrose and Allen Rossum). Tiki Barber fumbles (forced by Ashley Ambrose), ball out of bounds at ATL-45. (forced by Ashley Ambrose), ball out of bounds at ATL-45. (forced by Ashley Ambrose), ball out of bounds at ATL-45",-0.230,0.070
4,4:59,3,16,NYG 37,,,Timeout #1 by Atlanta Falcons,-0.230,0.070
4,4:59,4,1,ATL 48,17,10,Kerry Collins pass complete to Ike Hilliard for 5 yards (tackle by Keion Carpenter),0.070,2.720
4,4:23,1,10,ATL 43,17,10,Kerry Collins pass incomplete intended for Tiki Barber,2.720,2.180
4,4:18,2,10,ATL 43,17,10,Kerry Collins pass complete to Ike Hilliard for 7 yards (tackle by Ashley Ambrose),2.180,2.410
4,3:39,3,3,ATL 36,17,10,Kerry Collins pass incomplete intended for Amani Toomer,2.410,0.890
4,3:32,4,3,ATL 36,17,10,"Kerry Collins pass complete to Ron Dixon for 19 yards (tackle by Henry Jones and Keion Carpenter). Ron Dixon fumbles (forced by Henry Jones), recovered by Kevin Mathis at ATL-15 (tackle by Ron Dixon)",0.890,0.220
4,3:22,1,10,ATL 15,17,10,T.J. Duckett right tackle for 3 yards (tackle by Frank Ferrara and Lance Legree),-0.220,-0.280
4,3:15,1,10,ATL 15,,,Timeout #2 by New York Giants,-0.220,-0.280
4,3:15,2,7,ATL 18,17,10,T.J. Duckett left tackle for 1 yard (tackle by Cornelius Griffin and Jason Sehorn),-0.280,-0.880
4,3:09,2,7,ATL 18,,,Timeout #3 by New York Giants,-0.280,-0.880
4,3:09,3,6,ATL 19,17,10,Doug Johnson pass complete to Shawn Jefferson for 11 yards (tackle by Ralph Brown),-0.880,0.940
4,2:25,1,10,ATL 30,17,10,T.J. Duckett right tackle for 6 yards (tackle by Dhani Jones and Shaun Williams),0.940,1.200
4,2:00,2,4,ATL 36,17,10,T.J. Duckett left tackle for 3 yards (tackle by Shaun Williams and Frank Ferrara),1.200,0.890
4,1:15,3,1,ATL 39,17,10,T.J. Duckett right tackle for no gain (tackle by Dwight Johnson and Cornelius Griffin),0.890,-0.780
4,0:31,3,1,ATL 39,,,Timeout #2 by Atlanta Falcons,0.890,-0.780
4,0:31,4,1,ATL 39,17,10,Chris Mohr punts 45 yards,-0.780,0.140
4,0:18,1,10,NYG 16,17,10,Kerry Collins pass incomplete intended for Amani Toomer,-0.140,-0.660
4,0:13,2,10,NYG 16,17,10,Kerry Collins pass incomplete intended for Tiki Barber,-0.660,-1.320
4,0:09,3,10,NYG 16,17,10,"Kerry Collins pass complete to Tiki Barber for 4 yards. Tiki Barber fumbles, recovered by Ron Dixon at NYG-20 and returned for 3 yards. Penalty on Ron Dixon: Illegal Forward Pass",-1.320,-2.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
