Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
2,2:54,1,10,PHI 33,7,0,Nick Foles pass incomplete short left intended for Riley Cooper,1.140,0.590
2,2:48,2,10,PHI 33,7,0,Nick Foles pass complete short right to DeSean Jackson for 21 yards (tackle by Sam Shields),0.590,2.520
2,2:23,1,10,GNB 46,7,0,Nick Foles pass incomplete deep right intended for DeSean Jackson,2.520,1.980
2,2:16,2,10,GNB 46,7,0,LeSean McCoy left end for 1 yard (tackle by Mike Neal),1.980,1.420
2,2:00,3,9,GNB 45,7,0,Nick Foles pass complete short middle to Riley Cooper for 25 yards (tackle by Davon House),1.420,4.240
2,1:39,1,10,GNB 20,7,0,"Nick Foles pass incomplete short right intended for Brent Celek. Penalty on Clay Matthews: Roughing the Passer, 10 yards (no play)",4.240,4.910
2,1:33,1,10,GNB 10,7,0,Nick Foles for 3 yards (tackle by M.D. Jennings),4.910,4.760
2,1:29,2,7,GNB 7,7,0,Nick Foles pass incomplete short right intended for James Casey,4.760,3.810
2,1:23,3,7,GNB 7,7,0,Nick Foles pass incomplete short middle intended for Jason Avant,3.810,2.970
2,1:19,4,7,GNB 7,10,0,Alex Henery 25 yard field goal good,2.970,3.000
2,1:19,,,PHI 35,10,0,"Alex Henery kicks off 65 yards, touchback",0.000,-0.280
2,1:16,1,10,GNB 20,10,0,Scott Tolzien pass complete short right to Brandon Bostick for 20 yards (tackle by Roc Carmichael),0.280,1.600
2,1:07,1,10,GNB 40,10,0,Scott Tolzien pass complete short left to Jordy Nelson for 2 yards (tackle by Brandon Boykin),1.600,1.320
2,0:37,2,8,GNB 42,10,0,Scott Tolzien pass complete short right to Jarrett Boykin for 13 yards (tackle by Roc Carmichael),1.320,1.320
2,0:30,2,8,GNB 42,10,0,Timeout #2 by Green Bay Packers,1.320,2.590
2,0:30,1,10,PHI 45,10,0,Scott Tolzien pass complete short left to Jarrett Boykin for 6 yards (tackle by Cary Williams),2.590,2.850
2,0:26,2,4,PHI 39,10,0,Scott Tolzien pass complete deep right to Jordy Nelson for 30 yards (tackle by Colt Anderson),2.850,5.140
2,0:26,1,9,PHI 9,10,0,Scott Tolzien pass incomplete short right intended for Jarrett Boykin,5.140,4.380
2,0:16,2,9,PHI 9,10,0,Scott Tolzien pass complete short left to Jordy Nelson for 1 yard (tackle by Brandon Boykin),4.380,4.380
2,0:09,2,9,PHI 9,10,0,Timeout #3 by Green Bay Packers,4.380,3.580
2,0:09,3,8,PHI 8,10,0,Scott Tolzien pass incomplete short left intended for James Jones,3.580,2.950
2,0:05,4,8,PHI 8,10,3,Mason Crosby 26 yard field goal good,2.950,3.000
2,0:05,,,GNB 35,10,3,Mason Crosby kicks off 28 yards,0.000,1.270
Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,3,"Alex Henery kicks off 57 yards, returned by Micah Hyde for 16 yards (tackle by James Casey)",0.000,0.540
3,14:54,1,10,GNB 24,10,3,Eddie Lacy left end for 5 yards (tackle by Fletcher Cox),0.540,0.670
3,14:20,2,5,GNB 29,10,3,Eddie Lacy left end for 1 yard (tackle by Trent Cole),0.670,0.100
3,13:47,3,4,GNB 30,10,3,Scott Tolzien pass complete short right to Jarrett Boykin for 7 yards (tackle by Cary Williams),0.100,1.400
3,13:10,1,10,GNB 37,10,3,Eddie Lacy right end for 2 yards (tackle by Connor Barwin),1.400,1.130
3,12:35,2,8,GNB 39,10,3,Scott Tolzien pass incomplete deep middle intended for Jordy Nelson,1.130,0.430
3,12:29,3,8,GNB 39,10,3,Scott Tolzien pass incomplete short left intended for Jarrett Boykin,0.430,-0.780
3,12:26,4,8,GNB 39,10,3,Tim Masthay punts 45 yards,-0.780,0.140
3,12:12,1,10,PHI 16,10,3,LeSean McCoy right guard for 9 yards (tackle by Morgan Burnett),-0.140,0.690
3,11:43,2,1,PHI 25,10,3,LeSean McCoy for 30 yards (tackle by M.D. Jennings),0.690,2.590
3,11:30,1,10,GNB 45,16,3,"Nick Foles pass complete deep middle to Riley Cooper for 45 yards, touchdown",2.590,7.000
3,11:30,,,GNB 2,17,3,Alex Henery kicks extra point good,0.000,0.000
3,11:30,,,PHI 35,17,3,"Alex Henery kicks off 65 yards, touchback",0.000,-0.280
3,11:21,1,10,GNB 20,17,3,Eddie Lacy right guard for 1 yard (tackle by DeMeco Ryans),0.280,-0.130
3,10:45,2,9,GNB 21,17,3,Scott Tolzien pass complete short right to Jarrett Boykin for 8 yards (tackle by Roc Carmichael and DeMeco Ryans),-0.130,0.230
3,9:59,3,1,GNB 29,17,3,Eddie Lacy for 3 yards (tackle by Trent Cole),0.230,1.070
3,9:19,1,10,GNB 32,17,3,Scott Tolzien pass incomplete deep middle intended for James Jones is intercepted by DeMeco Ryans at PHI-47 and returned for 10 yards (tackle by Eddie Lacy),1.070,-2.720
3,9:07,1,10,GNB 43,17,3,LeSean McCoy for 18 yards (tackle by Chris Banjo),2.720,3.910
3,8:42,1,10,GNB 25,17,3,LeSean McCoy left guard for 3 yards (tackle by A.J. Hawk),3.910,3.770
3,8:23,2,7,GNB 22,17,3,Nick Foles pass complete short right to DeSean Jackson for 3 yards (tackle by Sam Shields),3.770,3.490
3,8:09,3,4,GNB 19,17,3,LeSean McCoy left end for -3 yards (tackle by A.J. Hawk),3.490,1.990
3,7:33,4,7,GNB 22,20,3,Alex Henery 41 yard field goal good,1.990,3.000
3,7:33,,,PHI 35,20,3,"Alex Henery kicks off 63 yards, returned by Micah Hyde for 12 yards (tackle by Jeff Maehl)",0.000,0.280
3,7:23,1,10,GNB 14,20,3,Eddie Lacy right end for 2 yards (tackle by Connor Barwin and Najee Goode),-0.280,-0.510
3,6:44,2,8,GNB 16,20,3,Eddie Lacy left tackle for 2 yards (tackle by Clifton Geathers),-0.510,-0.920
3,6:11,3,6,GNB 18,20,3,"Scott Tolzien sacked by Connor Barwin for -7 yards. Penalty on Connor Barwin: Defensive Offside, 5 yards (no play)",-0.920,-0.320
3,5:47,3,1,GNB 23,20,3,"Scott Tolzien pass complete short right to Ryan Taylor for 4 yards (tackle by Nate Allen). Ryan Taylor fumbles (forced by Nate Allen), recovered by Ryan Taylor at GNB-27",-0.320,0.740
3,5:04,1,10,GNB 27,20,3,Eddie Lacy for no gain (tackle by Bennie Logan),0.740,0.200
3,4:26,2,10,GNB 27,20,3,Scott Tolzien pass complete short right to Jordy Nelson for 8 yards (tackle by Cary Williams),0.200,0.560
3,4:00,3,2,GNB 35,20,3,"Scott Tolzien pass incomplete deep left intended for Jordy Nelson. Penalty on Brandon Boykin: Defensive Pass Interference, 30 yards (no play)",0.560,3.250
3,3:54,1,10,PHI 35,20,3,Scott Tolzien pass complete short right to Eddie Lacy for 13 yards (tackle by Connor Barwin),3.250,4.110
3,3:29,1,10,PHI 22,20,9,"Scott Tolzien pass complete deep left to Brandon Bostick for 22 yards, touchdown",4.110,7.000
3,3:29,,,PHI 2,20,10,Mason Crosby kicks extra point good,0.000,0.000
3,3:29,,,GNB 35,20,10,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,3:22,1,10,PHI 20,20,10,LeSean McCoy for 4 yards (tackle by Mike Neal),0.280,0.270
3,2:48,2,6,PHI 24,20,10,Nick Foles pass complete deep middle to Jason Avant for 23 yards (tackle by A.J. Hawk),0.270,2.060
3,2:10,1,10,PHI 47,20,10,Nick Foles pass complete short right to Jason Avant for 2 yards (tackle by Tramon Williams),2.060,1.790
3,1:40,2,8,PHI 49,20,10,LeSean McCoy for 2 yards (tackle by Tramon Williams),1.790,1.360
3,1:04,3,6,GNB 49,20,10,Nick Foles right end for 16 yards (tackle by Sam Shields). Penalty on Datone Jones: Defensive Offside (Declined),1.360,3.380
3,0:43,1,10,GNB 33,20,10,LeSean McCoy right guard for 1 yard (tackle by Brad Jones),3.380,2.970
3,0:17,2,9,GNB 32,26,10,"Nick Foles pass complete deep left to Riley Cooper for 32 yards, touchdown",2.970,7.000
3,0:17,,,GNB 2,27,10,Alex Henery kicks extra point good,0.000,0.000
3,0:17,,,PHI 35,27,10,"Alex Henery kicks off 63 yards, returned by Micah Hyde for 27 yards (tackle by Colt Anderson)",0.000,-0.870
3,0:05,1,10,GNB 29,27,10,Scott Tolzien for 19 yards (tackle by Patrick Chung),0.870,2.130
Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 48,27,10,Scott Tolzien pass complete short right to James Jones for 9 yards (tackle by Nate Allen),2.130,2.800
4,14:24,2,1,PHI 43,27,10,Eddie Lacy left end for 3 yards (tackle by Trent Cole),2.800,2.920
4,13:48,1,10,PHI 40,27,10,Scott Tolzien pass incomplete deep left intended for Jarrett Boykin (defended by Roc Carmichael),2.920,2.370
4,13:42,2,10,PHI 40,27,10,"Scott Tolzien pass incomplete deep middle intended for Jordy Nelson. Penalty on Najee Goode: Roughing the Passer, 15 yards (no play)",2.370,3.910
4,13:38,1,10,PHI 25,27,10,Scott Tolzien sacked by Vinny Curry for -8 yards,3.910,3.910
4,13:09,1,10,PHI 25,27,10,Timeout #1 by Green Bay Packers,3.910,2.280
4,13:09,2,18,PHI 33,27,10,"Penalty on Marshall Newhouse: False Start, 5 yards (no play)",2.280,1.610
4,13:09,2,23,PHI 38,27,10,Scott Tolzien pass complete short left to Jarrett Boykin for 21 yards (tackle by Patrick Chung),1.610,3.850
4,12:28,3,2,PHI 17,27,10,Scott Tolzien pass incomplete short left intended for James Jones (defended by Roc Carmichael),3.850,2.440
4,12:24,4,2,PHI 17,27,13,Mason Crosby 35 yard field goal good,2.440,3.000
4,12:24,,,GNB 35,27,13,"Mason Crosby kicks off 53 yards, returned by James Casey for 10 yards (tackle by Jarrett Bush)",0.000,-0.410
4,12:15,1,10,PHI 22,27,13,Bryce Brown for 1 yard (tackle by Morgan Burnett and Clay Matthews),0.410,0.000
4,11:41,2,9,PHI 23,27,13,Bryce Brown left end for -1 yards (tackle by Tramon Williams),0.000,-0.820
4,11:01,3,10,PHI 22,27,13,"Nick Foles sacked by Tramon Williams and Mike Daniels for -9 yards. Nick Foles fumbles (forced by Tramon Williams), recovered by Tramon Williams at PHI-13 (tackle by Nick Foles)",-0.820,-4.710
,,,,,,,"GNB challenged the runner was down by contact ruling, and the original play was overturned.",,
4,10:58,1,10,PHI 13,27,13,Scott Tolzien pass complete short right to John Kuhn for 4 yards (tackle by DeMeco Ryans),4.710,4.770
4,10:22,2,6,PHI 9,27,13,Eddie Lacy left end for 2 yards (tackle by DeMeco Ryans),4.770,4.330
4,9:42,3,4,PHI 7,27,13,Scott Tolzien pass incomplete short right intended for Jarrett Boykin (defended by Connor Barwin),4.330,2.990
4,9:37,4,4,PHI 7,27,13,Scott Tolzien pass incomplete short right intended for Jordy Nelson,2.990,0.380
,,,,,,,"GNB challenged the incomplete pass ruling, and the play was upheld.",,
4,9:32,1,10,PHI 8,27,13,LeSean McCoy for 5 yards (tackle by Morgan Burnett),-0.380,-0.410
4,8:53,2,5,PHI 13,27,13,LeSean McCoy for 6 yards (tackle by Brad Jones),-0.410,0.150
4,8:15,1,10,PHI 19,27,13,LeSean McCoy left end for 7 yards (tackle by Nick Perry),0.150,0.610
4,7:34,2,3,PHI 26,27,13,LeSean McCoy left end for 1 yard (tackle by Clay Matthews),0.610,-0.030
4,6:49,3,2,PHI 27,27,13,"LeSean McCoy left guard for no gain (tackle by Mike Neal). Penalty on Lane Johnson: False Start, 5 yards (no play)",-0.030,-0.680
4,6:24,3,7,PHI 22,27,13,Nick Foles pass complete short middle to James Casey for 8 yards (tackle by M.D. Jennings),-0.680,0.940
4,5:40,1,10,PHI 30,27,13,LeSean McCoy right end for 14 yards (tackle by M.D. Jennings),0.940,1.860
4,4:57,1,10,PHI 44,27,13,Bryce Brown right end for 8 yards (tackle by Datone Jones),1.860,2.400
4,4:14,2,2,GNB 48,27,13,Bryce Brown right tackle for 3 yards (tackle by M.D. Jennings),2.400,2.590
4,3:38,1,10,GNB 45,27,13,LeSean McCoy for 9 yards (tackle by M.D. Jennings and Nate Palmer),2.590,3.260
4,2:59,2,1,GNB 36,27,13,LeSean McCoy for 7 yards (tackle by Mike Neal),3.260,3.640
4,2:22,1,10,GNB 29,27,13,LeSean McCoy for 1 yard (tackle by Nate Palmer),3.640,3.640
4,2:18,1,10,GNB 29,27,13,Timeout #3 by Green Bay Packers,3.640,3.240
4,2:18,2,9,GNB 28,27,13,Nick Foles right end for 9 yards (tackle by Sam Shields),3.240,4.310
4,2:00,1,10,GNB 19,27,13,Nick Foles kneels for -1 yards,4.310,3.630
4,1:19,2,11,GNB 20,27,13,Nick Foles kneels for -1 yards,3.630,2.810
4,0:39,3,12,GNB 21,27,13,Nick Foles kneels for -1 yards,2.810,1.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
