Quarter,Time,Down,ToGo,Location,NYJ,CHI,Detail,EPB,EPA
1,0:31,1,10,CHI 43,0,7,Sam Darnold pass complete short middle to Jermaine Kearse for 7 yards (tackle by Eddie Jackson),2.720,3.120
Quarter,Time,Down,ToGo,Location,NYJ,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,CHI 36,0,7,Trenton Cannon left tackle for 2 yards (tackle by Eddie Goldman),3.120,2.680
2,14:21,3,1,CHI 34,0,7,Sam Darnold up the middle for 2 yards (tackle by Jonathan Bullard),2.680,3.450
2,13:38,1,10,CHI 32,0,7,Sam Darnold pass incomplete deep left intended for Trenton Cannon,3.450,2.900
2,13:32,2,10,CHI 32,0,7,Trenton Cannon right guard for 3 yards (tackle by Eddie Goldman),2.900,2.610
2,12:47,3,7,CHI 29,0,7,Sam Darnold right end for 5 yards (tackle by Kyle Fuller and Adrian Amos),2.610,1.990
2,12:03,4,2,CHI 24,3,7,Jason Myers 42 yard field goal good,1.990,3.000
2,11:59,,,NYJ 35,3,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,11:59,1,10,CHI 25,3,7,Jordan Howard right tackle for 2 yards (tackle by Buster Skrine),0.610,0.330
2,11:21,2,8,CHI 27,3,7,Mitchell Trubisky pass complete short middle to Josh Bellamy for 8 yards (tackle by Avery Williamson),0.330,1.270
2,10:40,1,10,CHI 35,3,7,Tarik Cohen right end for 3 yards (tackle by Darron Lee),1.270,1.130
2,10:03,2,7,CHI 38,3,7,Jordan Howard right tackle for 10 yards (tackle by Marcus Maye),1.130,2.130
2,9:19,1,10,CHI 48,3,7,Jordan Howard left end for 4 yards (tackle by Avery Williamson),2.130,2.120
2,8:37,2,6,NYJ 48,3,7,Mitchell Trubisky pass incomplete short left intended for Jordan Howard,2.120,1.420
2,8:33,,,,,,Timeout #1 by Chicago Bears,,
2,8:33,3,6,NYJ 48,3,7,Mitchell Trubisky pass incomplete deep right intended for Anthony Miller,1.420,0.070
2,8:27,4,6,NYJ 48,3,7,"Pat O'Donnell punts 35 yards, fair catch by Andre Roberts at NYJ-13",0.070,0.320
2,8:21,1,10,NYJ 13,3,7,Isaiah Crowell left guard for no gain (tackle by Leonard Floyd),-0.320,-0.770
2,7:35,2,10,NYJ 13,3,7,Sam Darnold pass incomplete short middle intended for Jermaine Kearse (defended by Danny Trevathan),-0.770,-1.420
2,7:31,3,10,NYJ 13,3,7,Sam Darnold pass complete short left to Isaiah Crowell for 13 yards (tackle by Danny Trevathan and Roquan Smith),-1.420,0.670
2,6:50,1,10,NYJ 26,3,7,Isaiah Crowell left tackle for no gain (tackle by Roy Robertson-Harris),0.670,0.130
2,6:11,2,10,NYJ 26,3,7,Sam Darnold pass complete short middle to Neal Sterling for 7 yards (tackle by Roquan Smith),0.130,0.370
2,5:36,3,3,NYJ 33,3,7,Sam Darnold pass incomplete short middle intended for Jermaine Kearse (defended by Bryce Callahan),0.370,-1.180
2,5:32,4,3,NYJ 33,3,7,Lac Edwards punts 32 yards out of bounds,-1.180,-1.270
2,5:25,1,10,CHI 35,3,7,Mitchell Trubisky pass incomplete short right intended for Tarik Cohen,1.270,0.720
2,5:20,2,10,CHI 35,3,7,Jordan Howard right guard for no gain (tackle by Tarell Basham),0.720,0.040
2,4:36,3,10,CHI 35,3,7,Mitchell Trubisky pass incomplete deep left intended for Anthony Miller,0.040,-1.040
2,4:30,4,10,CHI 35,3,7,"Pat O'Donnell punts 39 yards, returned by Andre Roberts for 8 yards (tackle by Ben Braunecker). Penalty on Ibraheim Campbell: Illegal Block Above the Waist, 10 yards",-1.040,-0.540
2,4:19,1,10,NYJ 24,3,7,Isaiah Crowell right end for no gain (tackle by Roquan Smith),0.540,0.000
2,3:33,2,10,NYJ 24,3,7,Sam Darnold pass complete short left to Deontay Burnett for 4 yards (tackle by Prince Amukamara),0.000,-0.160
2,2:49,3,6,NYJ 28,3,7,Sam Darnold pass incomplete short middle intended for Jermaine Kearse (defended by Eddie Jackson),-0.160,-1.500
2,2:45,4,6,NYJ 28,3,7,Lac Edwards punts 43 yards downed by Brandon Copeland,-1.500,-0.870
2,2:35,1,10,CHI 29,3,7,Mitchell Trubisky pass incomplete short right intended for Anthony Miller,0.870,0.330
2,2:30,2,10,CHI 29,3,7,Tarik Cohen right guard for 4 yards (tackle by Avery Williamson),0.330,0.170
2,2:00,3,6,CHI 33,3,7,Mitchell Trubisky pass complete short right to Taylor Gabriel for 9 yards (tackle by Darryl Roberts),0.170,1.730
2,1:38,1,10,CHI 42,3,7,Mitchell Trubisky pass incomplete short left intended for Kevin White,1.730,1.190
2,1:35,2,10,CHI 42,3,7,Tarik Cohen left tackle for 3 yards (tackle by Marcus Maye),1.190,0.890
2,0:50,3,7,CHI 45,3,7,Mitchell Trubisky pass complete deep right to Kevin White for 20 yards (tackle by Darryl Roberts). Penalty on Jeremiah Attaochu: Roughing the Passer (Offsetting) (no play),0.890,0.890
2,0:38,3,7,CHI 45,3,7,Mitchell Trubisky pass incomplete short right intended for Taylor Gabriel (defended by Darryl Roberts),0.890,-0.390
2,0:33,4,7,CHI 45,3,7,"Pat O'Donnell punts 55 yards, touchback.",-0.390,-0.280
2,0:24,1,10,NYJ 20,3,7,Sam Darnold pass incomplete deep middle intended for Jermaine Kearse,0.280,-0.270
2,0:19,2,10,NYJ 20,3,7,Trenton Cannon left guard for -4 yards (tackle by Roy Robertson-Harris). Penalty on Kelvin Beachum: Offensive Holding (Declined),-0.270,-1.690
2,0:12,3,14,NYJ 16,3,7,Trenton Cannon left guard for 4 yards (tackle by Akiem Hicks and Danny Trevathan),-1.690,-2.030
2,0:06,,,,,,Timeout #2 by Chicago Bears,,
2,0:06,4,10,NYJ 20,3,7,"Lac Edwards punts 35 yards, returned by Tarik Cohen for 8 yards",-2.030,0.280
Quarter,Time,Down,ToGo,Location,NYJ,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,3,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,3,7,Mitchell Trubisky pass complete short right to Josh Bellamy for 6 yards (tackle by Darryl Roberts),0.610,0.870
3,14:20,2,4,CHI 31,3,7,Mitchell Trubisky pass complete short middle to Taylor Gabriel for 14 yards (tackle by Buster Skrine),0.870,1.930
3,13:35,1,10,CHI 45,3,7,Mitchell Trubisky pass complete short left to Kevin White for 6 yards (tackle by Morris Claiborne),1.930,2.190
3,12:57,2,4,NYJ 49,3,7,Jordan Howard left guard for 1 yard (tackle by Tarell Basham),2.190,1.620
3,12:14,3,3,NYJ 48,3,7,Mitchell Trubisky pass incomplete short left intended for Josh Bellamy,1.620,0.070
3,12:07,4,3,NYJ 48,3,7,"Pat O'Donnell punts 48 yards, touchback.",0.070,-0.280
3,11:58,1,10,NYJ 20,3,7,Sam Darnold pass incomplete short right intended for Jermaine Kearse (defended by Kyle Fuller),0.280,-0.270
3,11:53,2,10,NYJ 20,3,7,"Penalty on James Carpenter: False Start, 5 yards (no play)",-0.270,-1.070
3,11:53,2,15,NYJ 15,3,7,Isaiah Crowell right end for no gain (tackle by Roquan Smith),-1.070,-1.860
3,11:12,3,15,NYJ 15,3,7,Sam Darnold pass incomplete short right,-1.860,-2.440
3,11:08,4,15,NYJ 15,3,7,Lac Edwards punts 40 yards downed by Neville Hewitt,-2.440,-1.930
3,10:54,1,10,CHI 45,3,7,Mitchell Trubisky pass incomplete deep left intended for Kevin White,1.930,1.380
3,10:47,2,10,CHI 45,3,7,Mitchell Trubisky pass incomplete short right intended for Anthony Miller. Penalty on Josh Bellamy: Offensive Pass Interference (Declined),1.380,0.700
3,10:43,3,10,CHI 45,3,7,Mitchell Trubisky right end for 10 yards (tackle by Jamal Adams),0.700,2.590
3,10:11,1,10,NYJ 45,3,7,Tarik Cohen left tackle for 21 yards (tackle by Darryl Roberts),2.590,3.970
3,9:34,1,10,NYJ 24,3,7,Mitchell Trubisky right tackle for 9 yards (tackle by Darryl Roberts),3.970,4.850
3,8:47,2,1,NYJ 15,3,7,Jordan Howard right tackle for 6 yards (tackle by Marcus Maye),4.850,5.140
3,8:05,1,9,NYJ 9,3,7,Mitchell Trubisky pass complete short right to Trey Burton for no gain (tackle by Mike Pennel),5.140,4.380
3,7:24,2,9,NYJ 9,3,7,Mitchell Trubisky pass incomplete short right intended for Tarik Cohen,4.380,3.360
3,7:19,3,9,NYJ 9,3,7,"Penalty on Leonard Williams: Neutral Zone Infraction, 5 yards (no play)",3.360,4.490
3,7:19,3,4,NYJ 4,3,13,"Mitchell Trubisky pass complete short left to Anthony Miller for 4 yards, touchdown",4.490,7.000
3,7:13,,,NYJ 15,3,14,Cody Parkey kicks extra point good,0.000,0.000
3,7:13,,,CHI 35,3,14,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,7:13,1,10,NYJ 25,3,14,"Sam Darnold aborted snap, recovered by Sam Darnold at NYJ-24 and returned for -1 yards",0.610,-0.070
3,6:41,2,11,NYJ 24,3,14,Trenton Cannon right end for 2 yards (tackle by Danny Trevathan),-0.070,-0.490
3,6:00,3,9,NYJ 26,3,14,Sam Darnold pass complete short right to Trenton Cannon for 5 yards (tackle by Danny Trevathan). Penalty on Jonotthan Harrison: Offensive Holding (Declined),-0.490,-1.310
3,5:39,4,4,NYJ 31,3,14,"Lac Edwards punts 40 yards, returned by Tarik Cohen for 21 yards (tackle by Eric Tomlinson)",-1.310,-2.260
3,5:28,1,10,CHI 50,3,14,Jordan Howard left tackle for no gain (tackle by Mike Pennel and Henry Anderson),2.260,1.710
3,4:48,2,10,CHI 50,3,14,Mitchell Trubisky pass complete short middle to Trey Burton for 18 yards (tackle by Marcus Maye),1.710,3.450
3,4:08,1,10,NYJ 32,3,14,Jordan Howard left guard for 3 yards (tackle by Henry Anderson),3.450,3.310
3,3:32,2,7,NYJ 29,3,14,Mitchell Trubisky pass complete short middle to Trey Burton for no gain (tackle by Jamal Adams),3.310,2.610
3,2:50,3,7,NYJ 29,3,14,Mitchell Trubisky left guard for 6 yards (tackle by Avery Williamson),2.610,2.080
3,2:03,,,,,,Timeout #1 by Chicago Bears,,
3,2:03,4,1,NYJ 23,3,14,Mitchell Trubisky left end for 1 yard (tackle by Avery Williamson),2.080,4.110
3,1:30,1,10,NYJ 22,3,14,Jordan Howard left guard for -1 yards (tackle by Leonard Williams),4.110,3.430
3,0:48,2,11,NYJ 23,3,14,Mitchell Trubisky pass complete short left to Josh Bellamy for 10 yards (tackle by Darron Lee),3.430,4.390
3,0:03,3,1,NYJ 13,3,14,Jordan Howard left guard for -1 yards (tackle by Jordan Jenkins and Nathan Shepherd),4.390,2.630
Quarter,Time,Down,ToGo,Location,NYJ,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,NYJ 14,3,17,Cody Parkey 32 yard field goal good,2.630,3.000
4,14:56,,,CHI 35,3,17,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,14:56,1,10,NYJ 25,3,17,Sam Darnold pass complete short left to Deontay Burnett for 13 yards (tackle by Danny Trevathan),0.610,1.470
4,14:18,1,10,NYJ 38,3,17,Sam Darnold sacked by Bryce Callahan for -3 yards,1.470,0.520
4,13:35,2,13,NYJ 35,3,17,Sam Darnold pass incomplete short right intended for Jordan Leggett (defended by Bryce Callahan),0.520,-0.160
4,13:30,3,13,NYJ 35,3,17,"Sam Darnold pass incomplete short right intended for Andre Roberts. Penalty on Eddie Jackson: Unnecessary Roughness, 15 yards",-0.160,2.260
4,13:25,1,10,NYJ 50,3,17,Isaiah Crowell left tackle for 3 yards (tackle by Bilal Nichols),2.260,2.120
4,12:49,2,7,CHI 47,3,17,Sam Darnold pass complete deep right to Deontay Burnett for 29 yards (tackle by Bryce Callahan),2.120,4.370
4,12:01,1,10,CHI 18,3,17,Isaiah Crowell left tackle for 2 yards (tackle by Adrian Amos and Isaiah Irving),4.370,4.090
4,11:16,2,8,CHI 16,9,17,"Sam Darnold pass complete short left to Chris Herndon for 16 yards, touchdown",4.090,7.000
4,11:10,,,CHI 15,10,17,Jason Myers kicks extra point good,0.000,0.000
4,11:10,,,NYJ 35,10,17,"Jason Myers kicks off 63 yards, returned by Benny Cunningham for no gain (tackle by Neville Hewitt)",0.000,0.340
4,11:03,1,10,CHI 21,10,17,Mitchell Trubisky pass incomplete deep right intended for Taylor Gabriel,0.340,-0.200
4,10:57,2,10,CHI 21,10,17,Mitchell Trubisky pass complete deep right to Anthony Miller for 23 yards (tackle by Darryl Roberts),-0.200,1.860
4,10:11,1,10,CHI 44,10,17,Mitchell Trubisky left end for 12 yards (tackle by Jamal Adams),1.860,2.650
4,9:29,1,10,NYJ 44,10,17,Jordan Howard right guard for 4 yards (tackle by Brandon Copeland),2.650,2.650
4,8:47,2,6,NYJ 40,10,17,Mitchell Trubisky pass complete short middle to Anthony Miller for 10 yards (tackle by Jamal Adams),2.650,3.580
4,8:23,1,10,NYJ 30,10,17,Jordan Howard right tackle for 24 yards (tackle by Ibraheim Campbell),3.580,5.830
4,7:39,1,6,NYJ 6,10,17,Jordan Howard right tackle for 4 yards (tackle by Avery Williamson and Leonard Williams),5.830,5.720
4,7:11,2,2,NYJ 2,10,23,"Jordan Howard left tackle for 2 yards, touchdown",5.720,7.000
4,7:08,,,NYJ 15,10,24,Cody Parkey kicks extra point good,0.000,0.000
4,7:08,,,CHI 35,10,24,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,7:08,1,10,NYJ 25,10,24,Sam Darnold pass complete short right to Deontay Burnett for 15 yards (tackle by Prince Amukamara),0.610,1.600
4,6:34,1,10,NYJ 40,10,24,Sam Darnold pass incomplete short right,1.600,1.050
4,6:27,2,10,NYJ 40,10,24,Sam Darnold pass complete short right to Trenton Cannon for -3 yards (tackle by Roquan Smith),1.050,-0.030
4,5:45,3,13,NYJ 37,10,24,Sam Darnold pass incomplete deep right,-0.030,-0.910
4,5:37,4,13,NYJ 37,10,24,"Lac Edwards punts 48 yards, muffed catch by Tarik Cohen, recovered by Tarik Cohen at CHI-13, returned by Tarik Cohen for no gain (tackle by Trenton Cannon)",-0.910,0.320
4,5:26,1,10,CHI 13,10,24,Jordan Howard right tackle for 2 yards (tackle by Jeremiah Attaochu),-0.320,-0.570
4,5:22,,,,,,Timeout #1 by New York Jets,,
4,5:22,2,8,CHI 15,10,24,Jordan Howard right tackle for 2 yards (tackle by Mike Pennel),-0.570,-0.940
4,5:17,,,,,,Timeout #1 by New York Jets,,
4,5:17,3,6,CHI 17,10,24,Mitchell Trubisky pass complete short middle to Josh Bellamy for 13 yards (tackle by Avery Williamson),-0.940,0.940
4,4:30,1,10,CHI 30,10,24,Jordan Howard right guard for 6 yards (tackle by Avery Williamson),0.940,1.200
4,4:23,,,,,,Timeout #3 by New York Jets,,
4,4:22,2,4,CHI 36,10,24,Jordan Howard right guard for 5 yards (tackle by Jordan Jenkins),1.200,1.660
4,3:37,1,10,CHI 41,10,24,Jordan Howard left tackle for 1 yard (tackle by Jamal Adams),1.660,1.260
4,2:53,2,9,CHI 42,10,24,Jordan Howard right end for 3 yards (tackle by Marcus Maye),1.260,0.960
4,2:06,3,6,CHI 45,10,24,Mitchell Trubisky sacked by Frankie Luvu for -3 yards,0.960,-0.590
4,2:00,4,9,CHI 42,10,24,"Pat O'Donnell punts 48 yards, fair catch by Andre Roberts at NYJ-10",-0.590,0.380
4,1:53,1,10,NYJ 10,10,24,Sam Darnold pass incomplete short right,-0.380,-0.780
4,1:47,2,10,NYJ 10,10,24,Sam Darnold pass complete short right to Charone Peake for 14 yards (tackle by Adrian Amos),-0.780,0.540
4,1:28,1,10,NYJ 24,10,24,Sam Darnold pass incomplete short left intended for Jermaine Kearse,0.540,0.000
4,1:22,2,10,NYJ 24,10,24,Sam Darnold right end for 13 yards (tackle by Roy Robertson-Harris),0.000,1.400
4,0:55,1,10,NYJ 37,10,24,Sam Darnold pass complete short middle to Trenton Cannon for 10 yards (tackle by Roy Robertson-Harris),1.400,2.060
4,0:20,1,10,NYJ 47,10,24,"Penalty on Kelvin Beachum: False Start, 5 yards (no play)",2.060,1.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
