Quarter,Time,Down,ToGo,Location,WAS,MIA,Detail,EPB,EPA
2,3:25,1,10,WAS 39,3,10,Rex Grossman pass complete short left to Leonard Hankerson for 12 yards (tackle by Vontae Davis),1.530,2.320
2,2:53,1,10,MIA 49,3,10,Rex Grossman pass complete deep right to Fred Davis for 16 yards (tackle by Karlos Dansby),2.320,3.380
2,2:17,1,10,MIA 33,3,10,"Penalty on Randy Starks: Encroachment, 5 yards (no play)",3.380,4.110
2,2:07,1,5,MIA 28,3,10,Ryan Torain left tackle for 2 yards (tackle by Karlos Dansby),4.110,3.780
2,1:57,2,3,MIA 26,3,10,Rex Grossman pass complete short right to Darrel Young for -3 yards (tackle by Koa Misi),3.780,2.680
2,1:18,3,6,MIA 29,3,10,Rex Grossman pass incomplete short right intended for David Anderson,2.680,1.520
2,1:12,4,6,MIA 29,6,10,Graham Gano 47 yard field goal good,1.520,3.000
2,,,,WAS 35,6,10,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
2,1:06,1,10,MIA 20,6,10,Reggie Bush right tackle for 1 yard (tackle by Kevin Barnes),0.280,-0.130
2,0:08,2,9,MIA 21,6,10,Daniel Thomas right guard for 2 yards (tackle by LaRon Landry),-0.130,-0.560
Quarter,Time,Down,ToGo,Location,WAS,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,6,10,"Graham Gano kicks off 70 yards, returned by Edmond Gates for 30 yards (tackle by Dejon Gomes)",0.000,0.610
3,14:54,1,10,MIA 25,6,10,Reggie Bush right tackle for 3 yards (tackle by Barry Cofield),0.610,0.470
3,14:21,2,7,MIA 28,6,10,"Matt Moore sacked by Ryan Kerrigan for -5 yards. Marlon Moore fumbles (forced by Ryan Kerrigan), recovered by Stephen Bowen at MIA-23 (tackle by Richie Incognito)",0.470,-3.970
3,14:13,1,10,MIA 24,6,10,Rex Grossman pass complete short right to Ryan Torain for 4 yards (tackle by Kendall Langford),3.970,3.970
3,13:46,2,6,MIA 20,6,10,"Ryan Torain left end for 6 yards (tackle by Kevin Burnett). Penalty on Trent Williams: Offensive Holding, 10 yards (no play)",3.970,2.620
3,13:17,2,16,MIA 30,6,10,Rex Grossman pass complete short left to Leonard Hankerson for 10 yards (tackle by Vontae Davis),2.620,3.270
3,12:45,3,6,MIA 20,6,10,Rex Grossman pass complete short right to Jabar Gaffney for 11 yards,3.270,5.140
3,12:13,1,9,MIA 9,6,10,Rex Grossman pass complete short middle to Fred Davis for -6 yards (tackle by Randy Starks),5.140,3.460
3,11:36,2,15,MIA 15,6,10,Rex Grossman pass complete short middle to Leonard Hankerson for 10 yards (tackle by Kevin Burnett),3.460,4.260
3,10:50,3,5,MIA 5,6,10,Rex Grossman pass incomplete short left intended for Fred Davis,4.260,3.010
3,10:43,4,5,MIA 5,9,10,Graham Gano 23 yard field goal good,3.010,3.000
3,,,,WAS 35,9,10,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
3,10:38,1,10,MIA 20,9,10,"Penalty on Ryan Kerrigan: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
3,10:38,1,5,MIA 25,9,10,Matt Moore pass complete short left to Brian Hartline for 6 yards (tackle by Reed Doughty),1.010,1.000
3,10:17,1,10,MIA 31,9,10,Matt Moore pass incomplete short right intended for Brian Hartline,1.000,0.460
3,9:58,2,10,MIA 31,9,10,Daniel Thomas left guard for 5 yards (tackle by Ryan Kerrigan),0.460,0.430
3,9:13,,,,9,10,Timeout #1 by Miami Dolphins,0.000,0.430
3,9:13,3,5,MIA 36,9,10,"Penalty on Brian Hartline: False Start, 5 yards (no play)",0.430,-0.230
3,9:13,3,10,MIA 31,9,10,Matt Moore pass complete short middle to Davone Bess for 23 yards (tackle by Reed Doughty),-0.230,2.520
3,8:24,1,10,WAS 46,9,10,Daniel Thomas right tackle for 1 yard (tackle by DeAngelo Hall),2.520,2.110
3,7:47,2,9,WAS 45,9,10,Matt Moore left end for 5 yards (tackle by Ryan Kerrigan),2.110,2.080
3,6:58,3,4,WAS 40,9,10,Matt Moore pass complete deep middle to Brandon Marshall for 26 yards (tackle by Josh Wilson),2.080,4.650
3,6:16,1,10,WAS 14,9,10,Daniel Thomas right guard for 3 yards (tackle by London Fletcher),4.650,4.520
3,5:43,2,7,WAS 11,9,10,Daniel Thomas left guard for 1 yard (tackle by Adam Carriker),4.520,3.820
3,5:13,3,6,WAS 10,9,10,Matt Moore pass incomplete short middle intended for Brian Hartline,3.820,2.790
3,5:01,4,6,WAS 10,9,13,Dan Carpenter 28 yard field goal good,2.790,3.000
3,,,,MIA 35,9,13,"Dan Carpenter kicks off 69 yards, returned by Brandon Banks for 20 yards (tackle by Jason Trusnik)",0.000,-0.140
3,4:52,1,10,WAS 16,9,13,Roy Helu left guard for 10 yards (tackle by Yeremiah Bell),-0.140,0.670
3,4:15,1,10,WAS 26,9,13,Rex Grossman pass incomplete short middle intended for Jabar Gaffney,0.670,0.130
3,4:09,2,10,WAS 26,9,13,"Rex Grossman pass incomplete short left intended for Fred Davis. Penalty on Sean Locklear: Offensive Holding (Offsetting), Penalty on Igor Olshansky: Roughing the Passer (Offsetting) (no play)",0.130,0.130
3,4:03,2,10,WAS 26,9,13,Rex Grossman pass complete short left to Jabar Gaffney for 6 yards (tackle by Sean Smith),0.130,0.230
3,3:36,3,4,WAS 32,9,13,Rex Grossman pass incomplete short right intended for Jabar Gaffney,0.230,-1.240
3,3:30,4,4,WAS 32,9,13,"Saverio Rocca punts 44 yards, muffed catch by Davone Bess, recovered by Davone Bess and returned for 3 yards (tackle by Terrence Austin)",-1.240,-0.740
3,3:19,1,10,MIA 27,9,13,Reggie Bush right guard for 4 yards (tackle by London Fletcher),0.740,0.740
3,2:40,2,6,MIA 31,9,13,Matt Moore pass complete short left to Davone Bess for 4 yards (tackle by Brian Orakpo),0.740,0.560
3,1:58,3,2,MIA 35,9,13,Matt Moore pass complete short right to Davone Bess for -3 yards (tackle by Kevin Barnes),0.560,-1.240
3,1:15,4,5,MIA 32,9,13,"Brandon Fields punts 49 yards, returned by Brandon Banks for 22 yards",-1.240,-1.660
3,1:00,1,10,WAS 41,9,13,Rex Grossman pass complete short right to Leonard Hankerson for 17 yards (tackle by Kevin Burnett),1.660,2.790
3,0:19,1,10,MIA 42,9,13,Roy Helu right tackle for 4 yards (tackle by Cameron Wake),2.790,2.780
Quarter,Time,Down,ToGo,Location,WAS,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,MIA 38,9,13,Roy Helu up the middle for 3 yards (tackle by Will Allen and Kevin Burnett),2.780,2.480
4,14:20,3,3,MIA 35,9,13,Roy Helu right end for 3 yards (tackle by Reshad Jones),2.480,3.450
4,13:42,1,10,MIA 32,9,13,Roy Helu right tackle for no gain (tackle by Reshad Jones),3.450,2.900
4,13:05,2,10,MIA 32,9,13,Rex Grossman pass incomplete short middle intended for David Anderson,2.900,2.210
4,12:54,3,10,MIA 32,9,13,Rex Grossman pass complete deep middle to Leonard Hankerson for 22 yards (tackle by Will Allen),2.210,4.910
4,12:06,1,10,MIA 10,9,13,Rex Grossman pass incomplete short middle intended for Jabar Gaffney is intercepted by Karlos Dansby at MIA-5 and returned for 14 yards (tackle by David Anderson),4.910,-0.150
4,11:57,1,10,MIA 19,9,13,Matt Moore pass complete short middle to Brandon Marshall for 12 yards (tackle by Josh Wilson),0.150,1.000
4,11:32,1,10,MIA 31,9,13,Reggie Bush left tackle for -2 yards (tackle by Perry Riley),1.000,0.190
4,10:49,2,12,MIA 29,9,13,Matt Moore pass complete short left to Charles Clay for 4 yards (tackle by LaRon Landry),0.190,0.040
4,10:20,3,8,MIA 33,9,13,Matt Moore pass complete short left to Anthony Fasano for 11 yards (tackle by Kevin Barnes),0.040,1.860
4,9:41,1,10,MIA 44,9,13,Daniel Thomas left guard for 1 yard (tackle by Perry Riley),1.860,1.450
4,8:59,2,9,MIA 45,9,13,Matt Moore pass complete deep middle to Anthony Fasano for 21 yards (tackle by London Fletcher),1.450,3.310
4,8:18,1,10,WAS 34,9,13,Daniel Thomas right guard for 2 yards (tackle by Perry Riley and Ryan Kerrigan),3.310,3.040
4,7:29,2,8,WAS 32,9,13,Matt Moore pass complete short right to Brandon Marshall for 12 yards (tackle by DeAngelo Hall),3.040,4.240
4,7:02,1,10,WAS 20,9,13,Reggie Bush right tackle for 2 yards (tackle by LaRon Landry),4.240,3.960
4,6:17,2,8,WAS 18,9,19,"Reggie Bush right end for 18 yards, touchdown",3.960,7.000
4,,,,WAS 2,9,20,Dan Carpenter kicks extra point good,0.000,0.000
4,,,,MIA 35,9,20,"Dan Carpenter kicks off 65 yards, returned by Brandon Banks for 18 yards (tackle by Marvin Mitchell)",0.000,0.040
4,6:07,1,10,WAS 18,9,20,Rex Grossman pass complete deep middle to Fred Davis for 18 yards (tackle by Tyrone Culver),0.040,1.330
4,5:32,1,10,WAS 36,9,20,"Rex Grossman pass complete short right to Roy Helu for 5 yards (tackle by Karlos Dansby). Penalty on Jared Odrick: Roughing the Passer, 15 yards",1.330,2.650
4,4:33,1,10,MIA 44,9,20,Rex Grossman pass complete short right to Roy Helu for 6 yards (tackle by Kevin Burnett),2.650,2.920
4,4:23,2,4,MIA 38,9,20,Rex Grossman pass incomplete short left intended for Fred Davis (defended by Jason Taylor),2.920,2.210
4,4:18,3,4,MIA 38,9,20,Rex Grossman pass complete short middle to Leonard Hankerson for 9 yards (tackle by Reshad Jones),2.210,3.640
4,3:46,1,10,MIA 29,9,20,Rex Grossman pass incomplete short left intended for Fred Davis (defended by Karlos Dansby),3.640,3.100
4,3:39,2,10,MIA 29,9,20,Rex Grossman sacked by Jason Taylor for -7 yards,3.100,1.490
4,3:39,3,17,MIA 36,9,20,"Rex Grossman sacked by Reshad Jones for 0 yards. Penalty on Jared Odrick: Defensive Offside, 5 yards (no play)",1.490,2.150
4,3:00,3,12,MIA 31,9,20,Rex Grossman pass incomplete short middle intended for Terrence Austin,2.150,1.320
4,2:56,4,12,MIA 31,9,20,Graham Gano 49 yard field goal no good,1.320,-1.530
4,2:51,1,10,MIA 39,9,20,Reggie Bush right tackle for 4 yards (tackle by Reed Doughty),1.530,1.530
4,2:44,,,,9,20,Timeout #1 by Washington Redskins,0.000,1.530
4,2:44,2,6,MIA 43,9,20,Daniel Thomas right guard for 2 yards (tackle by Brian Orakpo),1.530,1.090
4,2:40,,,,9,20,Timeout #2 by Washington Redskins,0.000,1.090
4,2:40,3,4,MIA 45,9,20,Matt Moore left end for 9 yards (tackle by Reed Doughty),1.090,2.520
4,2:00,1,10,WAS 46,9,20,"Daniel Thomas right tackle for 4 yards (tackle by London Fletcher and Perry Riley). Penalty on LaRon Landry: Face Mask (15 Yards), 15 yards",2.520,3.780
4,1:52,1,10,WAS 27,9,20,Daniel Thomas left tackle for 7 yards (tackle by Reed Doughty),3.780,4.180
4,1:47,,,,9,20,Timeout #3 by Washington Redskins,0.000,4.180
4,1:47,2,3,WAS 20,9,20,Daniel Thomas right tackle for 2 yards (tackle by Reed Doughty),4.180,3.840
4,1:04,3,1,WAS 18,9,20,Daniel Thomas right tackle for no gain (tackle by Barry Cofield),3.840,2.400
4,0:20,4,1,WAS 18,9,20,Daniel Thomas up the middle for -2 yards (tackle by Barry Cofield),2.400,-0.280
4,0:14,1,10,WAS 20,9,20,Roy Helu left tackle for 21 yards (tackle by Karlos Dansby),0.280,1.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
