Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
OT,13:16,1,10,BAL 21,41,41,Anthony Wright left end for 8 yards (tackle by Ken Hamlin),0.340,0.880
OT,12:53,2,2,BAL 29,41,41,Jamal Lewis up the middle for 14 yards (tackle by Shawn Springs),0.880,1.800
OT,12:11,1,10,BAL 43,41,41,Anthony Wright pass complete to Travis Taylor for 9 yards (tackle by Ken Hamlin),1.800,2.470
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
OT,11:33,2,1,SEA 48,41,41,Jamal Lewis up the middle for -1 yards (tackle by Anthony Simmons),2.470,1.620
OT,10:57,3,2,SEA 49,41,41,Jamal Lewis for 3 yards (tackle by Marcus Trufant),1.620,2.520
OT,10:32,1,10,SEA 46,41,41,"Penalty on Travis Taylor: False Start, 5 yards (no play)",2.520,2.190
OT,10:11,1,15,BAL 49,41,41,"Anthony Wright pass incomplete intended for Travis Taylor. Penalty on Bennie Anderson: Ineligible Downfield Pass, 5 yards (no play)",2.190,1.860
OT,9:59,1,20,BAL 44,41,41,Jamal Lewis right tackle for 5 yards (tackle by Randall Godfrey and Chike Okeafor),1.860,1.300
OT,9:23,2,15,BAL 49,41,41,Anthony Wright pass incomplete intended for Todd Heap (defended by Marcus Trufant),1.300,0.630
OT,9:13,3,15,BAL 49,41,41,Anthony Wright pass complete to Marcus Robinson for 19 yards (tackle by Ken Lucas),0.630,3.450
OT,8:40,1,10,SEA 32,41,41,Jamal Lewis right guard for -1 yards (tackle by Anthony Simmons),3.450,2.770
OT,8:01,2,11,SEA 33,41,41,Jamal Lewis right tackle for 6 yards (tackle by Cedric Woodard),2.770,2.870
OT,7:16,3,5,SEA 27,41,41,Jamal Lewis up the middle for 3 yards (tackle by Ken Hamlin),2.870,1.990
OT,6:39,4,2,SEA 24,41,44,Matt Stover 42 yard field goal good,1.990,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
