Quarter,Time,Down,ToGo,Location,ATL,CIN,Detail,EPB,EPA
2,10:22,1,10,CIN 37,0,21,Caleb Huntley left guard for 10 yards (tackle by Akeem Davis-Gaither),3.120,3.780
2,9:39,1,10,CIN 27,0,21,Caleb Huntley right tackle for 2 yards (tackle by Vonn Bell and Germaine Pratt),3.780,3.500
2,8:53,2,8,CIN 25,0,21,"Marcus Mariota pass incomplete deep right intended for Kyle Pitts. Penalty on Cam Taylor-Britt: Illegal Contact, 5 yards (offset) . Penalty on Kaleb McGary: Ineligible Downfield Pass, 5 yards (offset) (no play)",3.500,3.500
2,8:47,2,8,CIN 25,0,21,Tyler Allgeier right end for 8 yards (tackle by Cam Taylor-Britt and Akeem Davis-Gaither),3.500,4.440
2,8:11,1,10,CIN 17,0,21,Tyler Allgeier left tackle for 4 yards (tackle by B.J. Hill),4.440,4.500
2,7:29,2,6,CIN 13,0,21,Tyler Allgeier left tackle for 9 yards (tackle by Sam Hubbard),4.500,6.280
2,6:45,1,4,CIN 4,0,21,Tyler Allgeier left tackle for 2 yards (tackle by Jay Tufele and Markus Bailey),6.280,5.720
2,6:02,2,2,CIN 2,0,21,"Marcus Mariota pass incomplete short middle intended for Kyle Pitts. Penalty on Cameron Sample: Defensive Pass Interference, 1 yard (accepted) (no play)",5.720,6.970
2,5:57,1,1,CIN 1,0,21,Tyler Allgeier left tackle for no gain (tackle by Germaine Pratt),6.970,5.910
2,5:14,2,1,CIN 1,0,21,"Marcus Mariota pass complete short left to Kyle Pitts for no gain (tackle by Chidobe Awuzie) ATL challenged the runner broke the plane ruling, and the play was upheld.",5.910,5.170
2,4:49,3,1,CIN 1,6,21,"Tyler Allgeier left guard for 1 yard, touchdown",5.170,7.000
2,4:46,,,CIN 15,7,21,Younghoe Koo kicks extra point good,0.000,0.000
2,4:46,,,ATL 35,7,21,"Bradley Pinion kicks off 66 yards, returned by Chris Evans for 17 yards (tackle by Feleipe Franks)",0.000,-0.140
2,4:42,1,10,CIN 16,7,21,Joe Burrow pass complete short middle to Tyler Boyd for 13 yards (tackle by Troy Andersen),-0.140,0.870
2,4:02,1,10,CIN 29,7,21,Joe Burrow sacked by Grady Jarrett for -6 yards,0.870,-0.480
2,3:16,2,16,CIN 23,7,21,Joe Burrow pass complete short middle to Hayden Hurst for 14 yards (tackle by Jaylinn Hawkins),-0.480,0.700
2,2:35,3,2,CIN 37,7,21,Joe Burrow pass complete short right to Hayden Hurst for 4 yards (tackle by Richie Grant),0.700,1.660
2,2:00,1,10,CIN 41,7,21,Joe Burrow sacked by Lorenzo Carter for -7 yards,1.660,0.180
2,1:24,2,17,CIN 34,7,21,Joe Burrow pass complete short middle to Tee Higgins for 25 yards (tackle by Jaylinn Hawkins and Isaiah Oliver),0.180,2.850
2,0:57,1,10,ATL 41,7,27,"Joe Burrow pass complete short left to Ja'Marr Chase for 41 yards, touchdown",2.850,7.000
2,0:49,,,ATL 15,7,28,Evan McPherson kicks extra point good,0.000,0.000
2,0:49,,,CIN 35,7,28,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
2,0:49,1,10,ATL 25,13,28,"Marcus Mariota pass complete deep middle to Damiere Byrd for 75 yards, touchdown",0.610,7.000
2,0:39,,,CIN 15,14,28,Younghoe Koo kicks extra point good,0.000,0.000
2,0:39,,,ATL 35,14,28,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,0:39,1,10,CIN 25,14,28,Joe Burrow pass complete short right to Ja'Marr Chase for 13 yards,0.610,1.470
2,0:35,1,10,CIN 38,14,28,Joe Burrow pass complete short right to Samaje Perine for 6 yards (tackle by Mykal Walker and Lorenzo Carter),1.470,1.730
2,0:27,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:27,2,4,CIN 44,14,28,Joe Burrow pass incomplete short middle intended for Ja'Marr Chase,1.730,1.020
2,0:24,3,4,CIN 44,14,28,Joe Burrow pass incomplete short left intended for Tyler Boyd,1.020,-0.460
2,0:20,4,4,CIN 44,14,28,"Kevin Huber punts 37 yards, returned by Avery Williams for 56 yards (tackle by Markus Bailey)",-0.460,-3.910
2,0:03,1,10,CIN 25,17,28,Younghoe Koo 43 yard field goal good,3.910,3.000
Quarter,Time,Down,ToGo,Location,ATL,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,17,28,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,17,28,Tyler Allgeier left tackle for 1 yard (tackle by Zachary Carter),0.610,0.200
3,14:23,2,9,ATL 26,17,28,Marcus Mariota pass incomplete short left,0.200,-0.490
3,14:16,3,9,ATL 26,17,28,Marcus Mariota pass incomplete short left intended for Kyle Pitts (defended by Mike Hilton),-0.490,-1.630
3,14:10,4,9,ATL 26,17,28,"Bradley Pinion punts 46 yards, returned by Trent Taylor for 15 yards (tackle by Jaylinn Hawkins)",-1.630,-1.800
3,13:58,1,10,CIN 43,17,28,Joe Burrow pass complete short right to Tee Higgins for 21 yards (tackle by Cornell Armstrong),1.800,3.180
3,13:28,1,10,ATL 36,17,28,Joe Mixon up the middle for 5 yards (tackle by Troy Andersen and Rashaan Evans),3.180,3.310
3,12:47,2,5,ATL 31,17,28,Joe Burrow pass complete short left to Tyler Boyd for 4 yards (tackle by Cornell Armstrong),3.310,3.140
3,12:09,3,1,ATL 27,17,28,Samaje Perine left guard for no gain (tackle by Rashaan Evans),3.140,1.820
3,11:26,4,1,ATL 27,17,28,Joe Burrow pass incomplete short left intended for Tee Higgins (defended by Cornell Armstrong),1.820,-0.740
3,11:20,1,10,ATL 27,17,28,Tyler Allgeier left end for -3 yards (tackle by Vonn Bell),0.740,-0.210
3,10:36,2,13,ATL 24,17,28,Marcus Mariota sacked by Trey Hendrickson for -1 yards,-0.210,-1.020
3,9:57,3,14,ATL 23,17,28,Marcus Mariota scrambles right end for 11 yards (tackle by Jessie Bates and Akeem Davis-Gaither),-1.020,-1.110
3,9:13,4,3,ATL 34,17,28,"Bradley Pinion punts 43 yards, fair catch by Trent Taylor at CIN-23. Penalty on Mike Ford: Kick Catch Interference, 15 yards (accepted)",-1.110,-1.470
3,9:04,1,10,CIN 38,17,28,Joe Burrow pass complete short left to Hayden Hurst for 5 yards (tackle by Troy Andersen),1.470,1.600
3,8:21,2,5,CIN 43,17,28,Joe Burrow pass complete short right to Ja'Marr Chase for 4 yards (tackle by Rashaan Evans),1.600,1.420
3,7:35,,,,,,Timeout #1 by Cincinnati Bengals,,
3,7:35,3,1,CIN 47,17,28,"Joe Burrow pass deep left is intercepted by Richie Grant at ATL-27 and returned for no gain. Penalty on Abdullah Anderson: Defensive Offside, 5 yards (accepted) (no play)",1.420,2.390
3,7:25,1,10,ATL 48,17,28,Joe Mixon right end for 1 yard (tackle by Troy Andersen),2.390,1.980
3,6:45,2,9,ATL 47,17,28,Joe Burrow pass complete deep right to Tyler Boyd for 24 yards,1.980,4.040
3,6:01,1,10,ATL 23,17,28,Joe Burrow pass complete short middle to Tee Higgins for 22 yards (tackle by Richie Grant),4.040,6.970
3,5:30,1,1,ATL 1,17,28,Joe Burrow pass incomplete short left intended for Ja'Marr Chase (defended by Isaiah Oliver),6.970,5.910
3,5:28,2,1,ATL 1,17,34,"Joe Burrow up the middle for 1 yard, touchdown",5.910,7.000
3,5:20,,,ATL 15,17,35,Evan McPherson kicks extra point good,0.000,0.000
3,5:20,,,CIN 35,17,35,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
3,5:20,1,10,ATL 25,17,35,Caleb Huntley left guard for 2 yards (tackle by Vonn Bell),0.610,0.330
3,4:42,2,8,ATL 27,17,35,Marcus Mariota pass complete short right to Olamide Zaccheaus for 12 yards (tackle by Cam Taylor-Britt),0.330,1.530
3,4:01,1,10,ATL 39,17,35,Caleb Huntley left tackle for 1 yard (tackle by Zachary Carter),1.530,1.120
3,3:19,2,9,ATL 40,17,35,Marcus Mariota scrambles right end for 2 yards (tackle by Akeem Davis-Gaither),1.120,0.700
3,2:36,3,7,ATL 42,17,35,Marcus Mariota sacked by Sam Hubbard for -8 yards,0.700,-1.110
3,2:01,4,15,ATL 34,17,35,"Bradley Pinion punts 49 yards, returned by Trent Taylor for 4 yards (tackle by KhaDarel Hodge)",-1.110,-0.340
3,1:54,1,10,CIN 21,17,35,Joe Burrow pass complete short middle to Tyler Boyd for 9 yards (tackle by Jaylinn Hawkins),0.340,1.020
3,1:15,2,1,CIN 30,17,35,Joe Mixon right guard for 3 yards (tackle by Rashaan Evans and Jaylinn Hawkins),1.020,1.140
3,0:38,1,10,CIN 33,17,35,Joe Burrow sacked by DeAngelo Malone for -9 yards,1.140,-0.620
Quarter,Time,Down,ToGo,Location,ATL,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,19,CIN 24,17,35,Joe Burrow pass complete short middle to Mitchell Wilcox for 8 yards (tackle by Rashaan Evans and Mykal Walker),-0.620,-0.230
4,14:20,3,11,CIN 32,17,35,Joe Burrow pass incomplete short right intended for Hayden Hurst (defended by Grady Jarrett),-0.230,-1.240
4,14:12,4,11,CIN 32,17,35,"Kevin Huber punts 56 yards, returned by Avery Williams for 8 yards (tackle by Akeem Davis-Gaither)",-1.240,-0.280
4,14:01,1,10,ATL 20,17,35,Tyler Allgeier left end for 8 yards (tackle by Jay Tufele),0.280,0.810
4,13:21,2,2,ATL 28,17,35,Tyler Allgeier left guard for -1 yards (tackle by Jay Tufele and Akeem Davis-Gaither),0.810,-0.030
4,12:41,3,3,ATL 27,17,35,Marcus Mariota pass complete short middle to Kyle Pitts for 7 yards (tackle by Akeem Davis-Gaither),-0.030,1.200
4,12:04,1,10,ATL 34,17,35,Tyler Allgeier left guard for 3 yards (tackle by Akeem Davis-Gaither),1.200,1.060
4,11:24,2,7,ATL 37,17,35,Marcus Mariota pass incomplete short left intended for Olamide Zaccheaus,1.060,0.370
4,11:17,3,7,ATL 37,17,35,Marcus Mariota pass complete short middle to Olamide Zaccheaus for 9 yards (tackle by Germaine Pratt),0.370,1.990
4,10:41,1,10,ATL 46,17,35,Avery Williams right end for 4 yards (tackle by Zachary Carter),1.990,1.990
4,10:13,2,6,ATL 50,17,35,Marcus Mariota left tackle for 1 yard (tackle by Zachary Carter),1.990,1.420
4,9:34,3,5,CIN 49,17,35,Marcus Mariota sacked by Joseph Ossai for -8 yards,1.420,-0.520
4,8:44,4,13,ATL 43,17,35,"Bradley Pinion punts 52 yards downed by KhaDarel Hodge. Penalty on Clay Johnston: Unnecessary Roughness / Defense, 2 yards (accepted)",-0.520,0.380
4,8:44,1,10,CIN 3,17,35,Joe Mixon right tackle for no gain (tackle by Richie Grant),-0.380,-0.780
4,8:04,2,10,CIN 3,17,35,Joe Mixon left guard for 6 yards (tackle by Rashaan Evans and Jaylinn Hawkins),-0.780,-0.720
4,7:22,3,4,CIN 9,17,35,Joe Burrow pass complete short right to Tee Higgins for 13 yards (tackle by Isaiah Oliver),-0.720,0.410
4,6:35,1,10,CIN 22,17,35,Joe Mixon right guard for 5 yards (tackle by Rashaan Evans and Ta'Quon Graham),0.410,0.540
4,5:50,2,5,CIN 27,17,35,Joe Mixon right guard for 1 yard (tackle by Ta'Quon Graham),0.540,-0.030
4,5:43,,,,,,Timeout #1 by Atlanta Falcons,,
4,5:43,3,4,CIN 28,17,35,Joe Burrow up the middle for 20 yards (tackle by Ta'Quon Graham),-0.030,2.130
4,4:54,1,10,CIN 48,17,35,Joe Mixon right tackle for 11 yards (tackle by Cornell Armstrong and Darren Hall),2.130,2.850
4,4:12,1,10,ATL 41,17,35,Joe Burrow pass complete short left to Ja'Marr Chase for 6 yards (tackle by Darren Hall),2.850,3.120
4,4:08,2,4,ATL 35,17,35,Joe Mixon right tackle for 2 yards (tackle by Abdullah Anderson and Grady Jarrett),3.120,2.680
4,3:59,,,,,,Timeout #2 by Atlanta Falcons,,
4,3:59,3,2,ATL 33,17,35,Joe Burrow pass complete short right to Ja'Marr Chase for 8 yards (tackle by Darren Hall),2.680,3.910
4,3:19,1,10,ATL 25,17,35,Joe Burrow pass complete short middle to Mitchell Wilcox for 6 yards (tackle by Mykal Walker and Troy Andersen),3.910,4.200
4,3:11,,,,,,Timeout #3 by Atlanta Falcons,,
4,3:11,2,4,ATL 19,17,35,"Joe Burrow pass complete to Tee Higgins for 6 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Joe Burrow pass incomplete short left intended for Tee Higgins",4.200,3.490
4,3:08,3,4,ATL 19,17,35,Joe Burrow pass complete short middle to Hayden Hurst for 7 yards (tackle by Adetokunbo Ogundeji and Rashaan Evans),3.490,4.780
4,2:21,1,10,ATL 12,17,35,Joe Mixon right tackle for 6 yards (tackle by Rashaan Evans),4.780,5.210
4,2:00,2,4,ATL 6,17,35,Joe Mixon up the middle for -2 yards (tackle by Richie Grant and Timmy Horne),5.210,3.930
4,1:16,,,,,,Timeout #2 by Cincinnati Bengals,,
4,1:16,3,6,ATL 8,17,35,Joe Mixon right guard for 4 yards (tackle by Rashaan Evans),3.930,3.040
4,0:31,4,2,ATL 4,17,35,"Penalty on Timmy Horne: Encroachment, 2 yards (accepted) (no play)",3.040,6.740
4,0:31,1,2,ATL 2,17,35,Joe Burrow kneels for -1 yards,6.740,5.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
