Quarter,Time,Down,ToGo,Location,SDG,BAL,Detail,EPB,EPA
2,3:16,4,10,BAL 10,10,7,"Sam Koch punts 46 yards, fair catch by Eric Parker",-2.490,-1.860
2,3:08,1,10,SDG 44,10,7,Michael Turner left guard for 19 yards (tackle by Adalius Thomas),1.860,3.120
2,2:53,1,10,BAL 37,10,7,Michael Turner middle for 4 yards (tackle by Ray Lewis and Bart Scott),3.120,3.110
2,2:12,2,6,BAL 33,10,7,Michael Turner left guard for 2 yards (tackle by Bart Scott and Haloti Ngata),3.110,2.680
2,2:00,3,4,BAL 31,10,7,"Penalty on Brandon Manumaleuna: False Start, 5 yards (no play)",2.680,2.010
2,2:00,3,9,BAL 36,10,7,Philip Rivers pass incomplete short left intended for LaDainian Tomlinson,2.010,0.880
2,1:56,4,9,BAL 36,13,7,Nate Kaeding 54 yard field goal good,0.880,3.000
2,,,,SDG 30,13,7,"Nate Kaeding kicks off 78 yards, touchback",0.000,0.280
2,1:51,1,10,BAL 20,13,7,Musa Smith middle for 9 yards (tackle by Andre Lott),0.280,0.950
2,1:17,2,1,BAL 29,13,7,Jamal Lewis left guard for 4 yards (tackle by Andre Lott),0.950,1.140
2,1:12,,,,13,7,Timeout #1 by Baltimore Ravens,0.000,1.140
2,1:12,1,10,BAL 33,13,7,Steve McNair pass incomplete short middle intended for Todd Heap,1.140,0.590
2,1:07,2,10,BAL 33,13,7,"Steve McNair pass incomplete short middle intended for Mike Anderson (defended by Shaun Phillips). Penalty on Mike Flynn: Offensive Holding, 10 yards (no play)",0.590,-0.760
2,1:02,2,20,BAL 23,13,7,Steve McNair pass incomplete short left intended for Mike Anderson,-0.760,-1.420
2,1:02,3,20,BAL 23,13,7,"Penalty on Steve McNair: Delay of Game, 5 yards (no play)",-1.420,-2.350
2,0:57,3,25,BAL 18,13,7,Mike Anderson middle for no gain (tackle by Luis Castillo and Marques Harris),-2.350,-2.240
2,0:51,,,,13,7,Timeout #1 by San Diego Chargers,0.000,-2.240
2,0:51,4,25,BAL 18,13,7,"Sam Koch punts 48 yards, returned by Eric Parker for -1 yards (tackle by Corey Ivy)",-2.240,-1.140
2,0:38,1,10,SDG 33,13,7,Philip Rivers pass incomplete short middle intended for Antonio Gates,1.140,0.590
2,0:35,2,10,SDG 33,13,7,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Philip Rivers at SDG-32",0.590,-0.230
2,0:30,,,,13,7,Timeout #2 by Baltimore Ravens,0.000,-0.230
2,0:30,3,11,SDG 32,13,7,LaDainian Tomlinson left tackle for 2 yards (tackle by Bart Scott),-0.230,-1.110
2,0:26,,,,13,7,Timeout #3 by Baltimore Ravens,0.000,-1.110
2,0:26,4,9,SDG 34,13,7,Mike Scifres punts 51 yards,-1.110,0.220
2,0:11,1,10,BAL 15,13,7,Steve McNair kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,SDG,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,13,7,"Nate Kaeding kicks off 61 yards, returned by B.J. Sams for 22 yards (tackle by Malcom Floyd)",0.000,1.000
3,14:55,1,10,BAL 31,13,7,Jamal Lewis middle for 2 yards (tackle by Jamal Williams and Randall Godfrey),1.000,0.730
3,14:20,2,8,BAL 33,13,7,Steve McNair pass incomplete short right intended for Derrick Mason (defended by Quentin Jammer),0.730,0.040
3,14:15,3,8,BAL 33,13,7,Steve McNair pass incomplete short right intended for Derrick Mason,0.040,-1.180
3,14:11,4,8,BAL 33,13,7,"Sam Koch punts 48 yards, returned by Eric Parker for 31 yards (tackle by Sam Koch). Penalty on Andre Lott: Illegal Block Above the , 10 yards",-1.180,-0.810
3,13:58,1,10,SDG 28,13,7,LaDainian Tomlinson left guard for -1 yards (tackle by Kelly Gregg),0.810,0.130
3,13:20,2,11,SDG 27,13,7,LaDainian Tomlinson left end for 29 yards (tackle by Adalius Thomas),0.130,2.650
3,12:50,1,10,BAL 44,13,7,LaDainian Tomlinson middle for 4 yards (tackle by Ray Lewis),2.650,2.650
3,12:10,2,6,BAL 40,13,7,Michael Turner middle for 12 yards (tackle by Dawan Landry and Haloti Ngata),2.650,3.710
3,11:39,1,10,BAL 28,13,7,Michael Turner middle for no gain (tackle by Trevor Pryce),3.710,3.170
3,11:00,2,10,BAL 28,13,7,LaDainian Tomlinson left tackle for 4 yards (tackle by Ed Reed and Bart Scott),3.170,3.010
3,10:21,,,,13,7,Timeout #1 by Baltimore Ravens,0.000,3.010
3,10:21,3,6,BAL 24,13,7,LaDainian Tomlinson left guard for 2 yards (tackle by Corey Ivy),3.010,2.070
3,9:47,4,4,BAL 22,13,7,Nate Kaeding 40 yard field goal no good,2.070,-0.940
3,9:42,1,10,BAL 30,13,7,Steve McNair pass complete short left to Daniel Wilcox for 11 yards (tackle by Shaun Phillips),0.940,1.660
3,9:11,1,10,BAL 41,13,7,Jamal Lewis left guard for 2 yards (tackle by Clinton Hart and Jamal Williams),1.660,1.390
3,8:32,2,8,BAL 43,13,7,Steve McNair pass complete deep right to Todd Heap for 29 yards (tackle by Donnie Edwards and Clinton Hart),1.390,3.710
3,8:02,1,10,SDG 28,13,7,Jamal Lewis middle for 2 yards (tackle by Luis Castillo and Ryon Bingham),3.710,3.440
3,7:21,2,8,SDG 26,13,7,Steve McNair pass complete short left to Mark Clayton for 3 yards (tackle by Randall Godfrey),3.440,3.140
3,6:37,,,,13,7,Timeout #2 by Baltimore Ravens,0.000,3.140
3,6:37,3,5,SDG 23,13,7,Steve McNair pass complete short right to Derrick Mason for 20 yards (tackle by Drayton Florence). Penalty on Marlon McCree: Defensive Holding (Declined),3.140,6.510
3,6:08,1,3,SDG 3,13,7,Jamal Lewis middle for 1 yard (tackle by Donnie Edwards and Clinton Hart),6.510,5.720
3,5:26,2,2,SDG 2,13,7,"Steve McNair pass complete short right to Daniel Wilcox for 1 yard (tackle by Stephen Cooper). Daniel Wilcox fumbles (forced by Stephen Cooper), recovered by Donnie Edwards at SDG-1 (tackle by Daniel Wilcox)",5.720,0.380
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
3,4:42,1,10,SDG 3,13,7,"Lorenzo Neal for 2 yards (tackle by Justin Bannan). Lorenzo Neal fumbles (forced by Justin Bannan), recovered by Antonio Gates at SDG-2 and returned for 4 yards",-0.380,-0.560
3,4:28,2,7,SDG 6,13,7,Lorenzo Neal left guard for 4 yards,-0.560,-0.600
3,4:04,3,3,SDG 10,13,7,Philip Rivers pass complete short right to Lorenzo Neal for 18 yards,-0.600,0.810
3,3:15,1,10,SDG 28,13,7,"LaDainian Tomlinson right guard for no gain. Penalty on Kris Dielman: Offensive Holding, 10 yards (no play)",0.810,-0.040
3,2:49,1,20,SDG 18,13,7,LaDainian Tomlinson left guard for 2 yards (tackle by Ray Lewis and Bart Scott),-0.040,-0.820
3,2:02,2,18,SDG 20,13,7,LaDainian Tomlinson right tackle for 6 yards (tackle by Kelly Gregg),-0.820,-0.690
3,1:18,3,12,SDG 26,13,7,LaDainian Tomlinson left guard for 3 yards (tackle by Bart Scott),-0.690,-1.440
3,0:44,4,9,SDG 29,13,7,Mike Scifres punts 46 yards,-1.440,-0.610
3,0:30,1,10,BAL 25,13,7,Steve McNair sacked by Shawne Merriman for -5 yards,0.610,-0.610
Quarter,Time,Down,ToGo,Location,SDG,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,BAL 20,13,7,Steve McNair pass complete short middle to Derrick Mason for 5 yards (tackle by Donnie Edwards),-0.610,-0.620
4,14:21,3,10,BAL 25,13,7,Steve McNair pass complete short left to Todd Heap for 10 yards (tackle by Donnie Edwards),-0.620,1.270
4,13:32,1,10,BAL 35,13,7,Steve McNair pass incomplete deep left intended for Derrick Mason,1.270,0.720
4,13:32,2,10,BAL 35,13,7,Musa Smith left end for 5 yards (tackle by Shaun Phillips),0.720,0.700
4,12:48,3,5,BAL 40,13,7,Steve McNair pass incomplete deep right intended for Derrick Mason (defended by Steve Gregory),0.700,-0.720
4,12:35,4,5,BAL 40,13,7,"Sam Koch punts 46 yards, returned by Eric Parker for 6 yards (tackle by Daniel Wilcox)",-0.720,-0.280
4,12:25,1,10,SDG 20,13,7,LaDainian Tomlinson right tackle for 2 yards (tackle by Aubrayo Franklin and Kelly Gregg),0.280,0.000
4,11:52,2,8,SDG 22,13,7,Philip Rivers pass incomplete deep middle intended for Vincent Jackson (defended by Samari Rolle),0.000,-0.690
4,11:42,,,,13,7,Timeout #1 by San Diego Chargers,0.000,-0.690
4,11:42,3,8,SDG 22,13,7,Philip Rivers pass complete short right to Antonio Gates for 5 yards (tackle by Adalius Thomas and Dawan Landry),-0.690,-1.570
4,11:02,4,3,SDG 27,13,7,"Mike Scifres punts 71 yards, returned by B.J. Sams for 17 yards (tackle by Tim Dobbins)",-1.570,-0.150
4,10:48,1,10,BAL 19,13,7,Jamal Lewis left end for no gain (tackle by Shaun Phillips),0.150,-0.390
4,10:15,2,10,BAL 19,13,7,Steve McNair pass complete short right to Todd Heap for 11 yards (tackle by Quentin Jammer),-0.390,0.940
4,9:37,1,10,BAL 30,13,7,"Steve McNair pass incomplete short middle intended for Derrick Mason is intercepted by Donnie Edwards at BAL-35 and returned for 5 yards. Donnie Edwards fumbles (forced by Mark Clayton), recovered by Shaun Phillips at BAL-25",0.940,-3.910
4,9:27,1,10,BAL 25,13,7,"LaDainian Tomlinson for no gain (tackle by Dawan Landry). Penalty on Kris Dielman: Clipping, 16 yards (no play)",3.910,2.850
4,8:54,1,26,BAL 41,13,7,LaDainian Tomlinson middle for 6 yards (tackle by Ray Lewis),2.850,2.010
4,8:14,2,20,BAL 35,13,7,LaDainian Tomlinson middle for 1 yard (tackle by Kelly Gregg and Ray Lewis),2.010,1.490
4,7:32,3,19,BAL 34,13,7,Philip Rivers pass incomplete deep middle intended for Vincent Jackson,1.490,1.060
4,7:32,4,19,BAL 34,13,7,"Mike Scifres pass incomplete intended for Nate Kaeding. Mike Scifres fumbles, recovered by Mike Scifres at BAL-42",1.060,-1.200
4,7:19,1,10,BAL 34,13,7,Jamal Lewis left guard for 6 yards (tackle by Marlon McCree and Donnie Edwards),1.200,1.470
4,6:45,2,4,BAL 40,13,7,Jamal Lewis left guard for 3 yards (tackle by Jamal Williams),1.470,1.160
4,6:06,3,1,BAL 43,13,7,Jamal Lewis middle for no gain (tackle by Jamal Williams),1.160,-0.520
4,5:37,4,1,BAL 43,13,7,"Sam Koch punts 48 yards, fair catch by Eric Parker",-0.520,0.380
4,5:29,1,10,SDG 9,13,7,"Penalty on Kris Dielman: False Start, 4 yards (no play)",-0.380,-0.530
4,5:29,1,14,SDG 5,13,7,"Penalty on Shane Olivea: False Start, 3 yards (no play)",-0.530,-0.650
4,5:10,1,17,SDG 2,13,7,Lorenzo Neal right guard for 1 yard (tackle by Bart Scott),-0.650,-1.220
4,4:51,2,16,SDG 3,13,7,Michael Turner left guard for 7 yards (tackle by Bart Scott and Samari Rolle),-1.220,-1.300
4,4:07,3,9,SDG 10,13,7,Michael Turner left guard for 2 yards (tackle by Justin Bannan and Jarret Johnson),-1.300,-2.490
4,3:31,4,7,SDG 12,13,7,"Mike Scifres punts 55 yards. Penalty on Michael Turner: Ineligible Downfield Kic, 5 yards (no play)",-2.490,-2.490
4,3:17,,,,13,7,Timeout #2 by San Diego Chargers,0.000,-2.490
4,3:17,4,12,SDG 7,13,9,"Mike Scifres for -7 yards, safety",-2.490,-2.000
4,,,,SDG 20,13,9,"Mike Scifres kicks off 58 yards, returned by B.J. Sams for 18 yards (tackle by Tim Dobbins)",0.000,1.600
4,3:05,1,10,BAL 40,13,9,"Steve McNair pass complete short middle to Ovie Mughelli for no gain. Penalty on Shaun Phillips: Defensive Holding, 5 yards (no play)",1.600,1.930
4,3:00,1,10,BAL 45,13,9,Steve McNair pass complete short middle to Derrick Mason for 3 yards (tackle by Shaun Phillips),1.930,1.790
4,2:27,2,7,BAL 48,13,9,Steve McNair pass complete deep left to Mark Clayton for 17 yards (tackle by Marlon McCree),1.790,3.250
4,2:00,1,10,SDG 35,13,9,Steve McNair for 12 yards (tackle by Shaun Phillips and Randall Godfrey),3.250,4.040
4,1:28,1,10,SDG 23,13,9,Steve McNair pass complete short right to Mark Clayton for 13 yards (tackle by Quentin Jammer),4.040,4.910
4,0:46,1,10,SDG 10,13,9,Steve McNair pass incomplete short right intended for Mark Clayton (defended by Randall Godfrey),4.910,4.190
4,0:41,2,10,SDG 10,13,15,"Steve McNair pass complete short left to Todd Heap for 10 yards, touchdown",4.190,7.000
4,,,,SDG 2,13,16,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,13,16,"Matt Stover kicks off 62 yards, returned by Antonio Cromartie for 16 yards (tackle by Gerome Sapp)",0.000,0.540
4,0:29,1,10,SDG 24,13,16,Philip Rivers pass complete to Eric Parker for 9 yards (tackle by Samari Rolle),0.540,1.210
4,0:18,,,,13,16,Timeout #3 by San Diego Chargers,0.000,1.210
4,0:18,2,1,SDG 33,13,16,Philip Rivers pass incomplete deep right intended for Malcom Floyd (defended by Ed Reed),1.210,0.500
4,0:13,3,1,SDG 33,13,16,Philip Rivers pass incomplete short right intended for Antonio Gates,0.500,-1.180
4,0:08,4,1,SDG 33,13,16,Philip Rivers pass complete to Antonio Gates for 18 yards,-1.180,2.320
4,0:03,1,10,BAL 49,13,16,Philip Rivers sacked by Jarret Johnson for -11 yards,2.320,0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
