Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
2,,,,SFO 35,6,0,"David Akers kicks off 61 yards, returned by Niles Paul for 15 yards (tackle by Blake Costanzo)",0.000,0.150
2,1:41,1,10,WAS 19,6,0,"Penalty on Trent Williams: False Start, 5 yards (no play)",0.150,-0.390
2,1:41,1,15,WAS 14,6,0,John Beck up the middle for 3 yards (tackle by Navorro Bowman),-0.390,-0.720
2,1:18,2,12,WAS 17,6,0,"John Beck pass complete short right to Roy Helu for 9 yards (tackle by Patrick Willis). Roy Helu fumbles (forced by Patrick Willis), recovered by Donte Whitner at WAS-33 and returned for 3 yards (tackle by Maurice Hurt)",-0.720,-3.580
2,1:09,1,10,WAS 30,12,0,"Alex Smith pass complete deep left to Bruce Miller for 30 yards, touchdown. Penalty on Josh Wilson: Illegal Contact (Declined)",3.580,7.000
2,,,,WAS 2,13,0,David Akers kicks extra point good,0.000,0.000
2,,,,SFO 35,13,0,"David Akers kicks off 72 yards, returned by Brandon Banks for 34 yards (tackle by Reggie Smith)",0.000,0.740
2,0:56,1,10,WAS 27,13,0,John Beck pass incomplete short right intended for Roy Helu,0.740,0.200
2,0:52,2,10,WAS 27,13,0,John Beck pass complete short left to Jabar Gaffney for 13 yards (tackle by Tarell Brown),0.200,1.600
2,0:44,,,,13,0,Timeout #2 by Washington Redskins,0.000,1.600
2,0:44,1,10,WAS 40,13,0,John Beck pass complete short right to Roy Helu for 8 yards (tackle by Patrick Willis),1.600,2.130
2,0:24,2,2,WAS 48,13,0,John Beck pass complete short right to Roy Helu for 11 yards (tackle by Justin Smith),2.130,2.850
2,0:24,1,10,SFO 41,13,0,John Beck pass incomplete,2.850,2.310
2,0:08,2,10,SFO 41,13,0,John Beck pass incomplete short middle intended for Terrence Austin,2.310,1.620
2,0:03,3,10,SFO 41,13,3,Graham Gano 59 yard field goal good,1.620,3.000
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,13,3,"Graham Gano kicks off 64 yards, returned by Ted Ginn Jr. for 20 yards (tackle by Reed Doughty)",0.000,0.340
3,14:54,1,10,SFO 21,13,3,Alex Smith pass complete short left to Kyle Williams for 12 yards (tackle by Reed Doughty),0.340,1.140
3,14:17,1,10,SFO 33,13,3,Frank Gore left tackle for 13 yards (tackle by LaRon Landry),1.140,1.990
3,13:34,1,10,SFO 46,13,3,Alex Smith pass complete short left to Michael Crabtree for 4 yards (tackle by Josh Wilson),1.990,1.990
3,13:06,2,6,,13,3,Alex Smith pass complete short middle to Delanie Walker for 10 yards (tackle by DeAngelo Hall and Rocky McIntosh),1.990,2.920
3,12:24,1,10,WAS 40,13,3,Kendall Hunter left tackle for 3 yards (tackle by Stephen Bowen),2.920,2.780
3,11:45,2,7,WAS 37,13,3,Alex Smith pass incomplete deep right intended for Vernon Davis,2.780,2.080
3,11:38,3,7,WAS 37,13,3,Delanie Walker right end for -3 yards (tackle by DeAngelo Hall),2.080,0.590
3,11:09,4,10,WAS 40,13,3,"Andy Lee punts 40 yards, touchback",0.590,-0.280
3,11:00,1,10,WAS 20,13,3,John Beck sacked by Ahmad Brooks for -3 yards,0.280,-0.790
3,10:30,2,13,WAS 17,13,3,Roy Helu left end for 1 yard (tackle by Parys Haralson),-0.790,-1.330
3,9:58,3,12,WAS 18,13,3,John Beck pass complete short middle to Leonard Hankerson for 8 yards (tackle by Navorro Bowman and Patrick Willis),-1.330,-1.630
3,9:22,4,4,WAS 26,13,3,"Saverio Rocca punts 54 yards, returned by Ted Ginn Jr. for 19 yards (tackle by Anthony Armstrong)",-1.630,-1.530
3,9:11,1,10,SFO 39,13,3,Frank Gore right guard for 4 yards (tackle by Adam Carriker),1.530,1.530
3,8:36,2,6,SFO 43,13,3,Alex Smith up the middle for 3 yards (tackle by Brian Orakpo),1.530,1.220
3,7:56,3,3,SFO 46,13,3,Alex Smith pass complete short right to Ted Ginn Jr. for 14 yards (tackle by Reed Doughty),1.220,2.920
3,7:20,1,10,WAS 40,13,3,Alex Smith pass complete short right to Michael Crabtree for 7 yards (tackle by DeAngelo Hall),2.920,3.320
3,6:52,2,3,WAS 33,13,3,Alex Smith pass complete short right to Braylon Edwards for 6 yards (tackle by DeAngelo Hall),3.320,3.780
3,6:20,1,10,WAS 27,13,3,Frank Gore left guard for 4 yards (tackle by London Fletcher and LaRon Landry),3.780,3.770
3,5:37,2,6,WAS 23,13,3,Frank Gore left tackle for 2 yards (tackle by DeAngelo Hall and Stephen Bowen),3.770,3.340
3,4:57,3,4,WAS 21,13,3,Alex Smith sacked by Brian Orakpo for -5 yards,3.340,1.740
3,4:29,4,9,WAS 26,16,3,David Akers 45 yard field goal good,1.740,3.000
3,,,,SFO 35,16,3,"David Akers kicks off 60 yards, returned by Brandon Banks for 14 yards (tackle by Bruce Miller)",0.000,0.150
3,4:17,1,10,WAS 19,16,3,John Beck right end for 4 yards (tackle by Ricky Jean-Francois),0.150,0.210
3,3:45,2,6,WAS 23,16,3,John Beck pass incomplete short middle intended for Logan Paulsen (defended by Patrick Willis),0.210,-0.550
3,3:39,3,6,WAS 23,16,3,John Beck pass complete short right to Leonard Hankerson for 12 yards (tackle by Chris Culliver),-0.550,1.270
3,3:01,1,10,WAS 35,16,3,John Beck pass incomplete deep middle intended for Logan Paulsen (defended by Navorro Bowman),1.270,0.720
3,2:55,2,10,WAS 35,16,3,John Beck pass complete short middle to Ryan Torain for 7 yards (tackle by Navorro Bowman),0.720,0.960
3,2:14,3,3,WAS 42,16,3,John Beck pass complete short left to Roy Helu for 17 yards,0.960,2.850
3,1:42,1,10,SFO 41,16,3,"Ryan Torain right end for -4 yards (tackle by Navorro Bowman). Penalty on Terrence Austin: Illegal Crackback, 15 yards (no play)",2.850,1.860
3,1:18,1,25,WAS 44,16,3,John Beck pass complete short left to Roy Helu for 8 yards (tackle by Tarell Brown),1.860,1.360
3,0:34,2,17,SFO 48,16,3,John Beck pass complete short right to Roy Helu for no gain,1.360,0.700
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,17,SFO 48,16,3,John Beck pass complete short right to Roy Helu for 15 yards (tackle by Carlos Rogers and Patrick Willis),0.700,1.200
4,14:17,4,2,SFO 33,16,3,John Beck pass incomplete short left intended for Fred Davis (defended by Navorro Bowman),1.200,-1.140
4,14:11,1,10,SFO 33,16,3,Frank Gore right tackle for 4 yards (tackle by Brian Orakpo and Chris Neild),1.140,1.130
4,13:35,2,6,SFO 37,16,3,"Alex Smith pass incomplete short left intended for Ted Ginn Jr.. Penalty on Ted Ginn Jr.: Offensive Pass Interference, 10 yards (no play)",1.130,-0.220
4,13:28,2,16,SFO 27,16,3,Alex Smith pass complete short right to Vernon Davis for 10 yards (tackle by LaRon Landry),-0.220,0.430
4,12:40,,,,16,3,Timeout #1 by San Francisco 49ers,0.000,0.430
4,12:40,3,6,SFO 37,16,3,Alex Smith pass complete deep middle to Vernon Davis for 21 yards (tackle by London Fletcher and Josh Wilson),0.430,2.790
4,12:01,1,10,WAS 42,16,3,Frank Gore right end for 2 yards (tackle by London Fletcher and DeAngelo Hall),2.790,2.510
4,11:15,2,8,WAS 40,16,3,Frank Gore left guard for 4 yards (tackle by Rocky McIntosh and DeAngelo Hall),2.510,2.340
4,10:36,3,4,WAS 36,16,3,Alex Smith pass complete short middle to Braylon Edwards for 24 yards (tackle by Reed Doughty and DeAngelo Hall),2.340,4.780
4,9:56,1,10,WAS 12,16,3,Kendall Hunter left end for 2 yards (tackle by London Fletcher and Kedric Golston),4.780,4.450
4,9:17,2,8,WAS 10,16,3,Frank Gore left guard for 6 yards (tackle by Josh Wilson and Reed Doughty),4.450,4.840
4,8:33,,,,16,3,Timeout #2 by San Francisco 49ers,0.000,4.840
4,8:33,3,2,WAS 4,16,3,Frank Gore right guard for 1 yard (tackle by Brian Orakpo and Rocky McIntosh),4.840,3.060
4,7:45,4,1,WAS 3,19,3,David Akers 20 yard field goal good,3.060,3.000
4,,,,SFO 35,19,3,"David Akers kicks off 65 yards, touchback. Penalty on Bruce Miller: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,,,,SFO 30,19,3,"David Akers kicks off 69 yards, returned by Brandon Banks for 23 yards (tackle by Reggie Smith)",0.000,0.540
4,7:33,1,10,WAS 24,19,3,"John Beck pass complete short middle to Terrence Austin for 10 yards (tackle by Patrick Willis). Terrence Austin fumbles (forced by Patrick Willis), recovered by Navorro Bowman at WAS-36 (tackle by Roy Helu)",0.540,-3.180
4,7:23,1,10,WAS 36,19,3,Alex Smith pass incomplete deep right intended for Kyle Williams,3.180,2.640
4,7:17,2,10,WAS 36,19,3,"Frank Gore right end for 1 yard (tackle by Reed Doughty). Penalty on Jonathan Goodwin: Offensive Holding, 10 yards",2.640,1.420
4,6:54,2,19,WAS 45,19,3,"Alex Smith pass complete short right to Vernon Davis for 4 yards (tackle by DeAngelo Hall). Vernon Davis fumbles (forced by DeAngelo Hall), recovered by LaRon Landry at WAS-41 and returned for 3 yards",1.420,-1.860
4,6:41,1,10,WAS 44,19,3,John Beck pass complete short middle to Jabar Gaffney for 6 yards (tackle by Navorro Bowman),1.860,2.130
4,6:19,2,4,,19,3,John Beck pass complete short left to Fred Davis for 7 yards (tackle by Patrick Willis),2.130,2.720
4,5:49,1,10,SFO 43,19,3,John Beck pass complete short middle to Leonard Hankerson for 6 yards (tackle by Navorro Bowman),2.720,2.990
4,5:24,2,4,SFO 37,19,3,John Beck pass incomplete short middle intended for Anthony Armstrong,2.990,2.280
4,5:19,3,4,SFO 37,19,3,John Beck pass incomplete short middle intended for Leonard Hankerson (defended by Chris Culliver),2.280,0.790
4,5:14,4,4,SFO 37,19,3,John Beck pass incomplete short right intended for Terrence Austin,0.790,-1.400
4,5:11,1,10,SFO 37,19,3,Frank Gore left guard for 1 yard (tackle by London Fletcher and Stephen Bowen),1.400,0.990
4,4:30,2,9,SFO 38,19,3,Frank Gore left guard for no gain (tackle by Barry Cofield),0.990,0.300
4,4:25,,,,19,3,Timeout #1 by Washington Redskins,0.000,0.300
4,4:25,3,9,SFO 38,19,3,Kendall Hunter left guard for 3 yards (tackle by London Fletcher),0.300,-0.650
4,4:19,,,,19,3,Timeout #2 by Washington Redskins,0.000,-0.650
4,4:19,4,6,SFO 41,19,3,"Andy Lee punts 39 yards, muffed catch by Brandon Banks, recovered by Brandon Banks and returned for no gain. Penalty on Anthony Dixon: Ineligible Downfield Kick, 5 yards",-0.650,-0.810
4,4:06,1,10,WAS 28,19,3,John Beck pass complete short middle to Fred Davis for 16 yards (tackle by Donte Whitner),0.810,1.860
4,3:41,1,10,WAS 44,19,3,John Beck pass complete short left to Fred Davis for 7 yards (tackle by Dashon Goldson),1.860,2.260
4,3:17,2,3,SFO 49,19,3,John Beck pass incomplete short middle intended for Leonard Hankerson,2.260,1.550
4,3:13,3,3,SFO 49,19,3,John Beck pass complete short left to Terrence Austin for 4 yards,1.550,2.590
4,3:08,1,10,SFO 45,19,3,John Beck pass complete short left to Roy Helu for 11 yards (tackle by Navorro Bowman). Penalty on SFO: Defensive 12 On-field (Declined),2.590,3.310
4,3:00,1,10,SFO 34,19,3,John Beck pass complete short left to Roy Helu for 3 yards (tackle by Dashon Goldson),3.310,3.180
4,2:26,2,7,SFO 31,19,3,John Beck pass complete short left to Fred Davis for 12 yards (tackle by Dashon Goldson),3.180,4.310
4,2:02,1,10,SFO 19,19,3,John Beck sacked by Justin Smith for 0 yards,4.310,3.750
4,1:58,2,10,SFO 19,19,3,John Beck pass complete short middle to Roy Helu for 9 yards (tackle by Donte Whitner),3.750,4.690
4,1:34,3,1,SFO 10,19,3,John Beck pass complete short left to Roy Helu for 1 yard (tackle by Donte Whitner and Dashon Goldson),4.690,5.140
4,1:16,,,,19,3,Timeout #3 by Washington Redskins,0.000,5.140
4,1:15,1,9,SFO 9,19,9,"John Beck pass complete short right to Jabar Gaffney for 9 yards, touchdown",5.140,7.000
4,,,,,19,11,"Two Point Attempt: John Beck pass complete to Leonard Hankerson, conversion succeeds",1.000,1.000
4,,,,WAS 35,19,11,"Graham Gano kicks onside 11 yards, recovered by Vernon Davis. Penalty on Vernon Davis: Invalid Fair Catch Signal, 5 yards",0.000,2.190
4,1:05,1,10,SFO 49,19,11,Alex Smith kneels for -1 yards,2.190,1.510
4,0:34,2,11,SFO 48,19,11,Alex Smith kneels for -1 yards,1.510,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
