Quarter,Time,Down,ToGo,Location,BAL,PHI,Detail,EPB,EPA
3,8:19,4,20,PHI 40,17,0,Sam Koch punts 26 yards out of bounds,0.590,0.280
3,8:10,1,10,PHI 14,17,0,Miles Sanders right end for 5 yards (tackle by Patrick Queen),-0.280,-0.040
3,7:33,2,5,PHI 19,17,6,"Miles Sanders left guard for 74 yards (tackle by DeShon Elliott). Miles Sanders fumbles (forced by DeShon Elliott), recovered by JJ Arcega-Whiteside at BAL--1",-0.040,7.000
3,7:17,,,BAL 2,17,6,"Two Point Attempt: Jalen Hurts rushes, conversion fails.",1.000,-1.000
3,7:17,,,PHI 35,17,6,"Jake Elliott kicks off 65 yards, returned by Devin Duvernay for 37 yards (tackle by Jake Elliott)",0.000,1.400
3,7:11,1,10,BAL 37,17,6,Lamar Jackson pass complete short left to J.K. Dobbins for -1 yards (tackle by Josh Sweat),1.400,0.720
3,6:35,2,11,BAL 36,17,6,Lamar Jackson pass complete deep right to Marquise Brown for 20 yards (tackle by Darius Slay),0.720,2.650
3,5:53,1,10,PHI 44,17,6,Gus Edwards right tackle for 6 yards (tackle by Nathan Gerry),2.650,2.920
3,5:13,2,4,PHI 38,17,6,Gus Edwards right end for 1 yard (tackle by Shaun Bradley and Brandon Graham),2.920,2.350
3,4:32,3,3,PHI 37,23,6,"Lamar Jackson up the middle for 37 yards, touchdown",2.350,7.000
3,4:25,,,PHI 15,24,6,Justin Tucker kicks extra point good,0.000,0.000
3,4:25,,,BAL 35,24,6,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,4:25,1,10,PHI 25,24,6,Carson Wentz sacked by Calais Campbell for -5 yards,0.610,-0.610
3,3:44,2,15,PHI 20,24,6,Carson Wentz pass incomplete short left intended for Boston Scott (defended by DeShon Elliott),-0.610,-1.290
3,3:40,3,15,PHI 20,24,6,"Carson Wentz pass complete short right to Greg Ward for 6 yards (tackle by Marlon Humphrey). Greg Ward fumbles, ball out of bounds at PHI-26 (forced by Marlon Humphrey)",-1.290,-1.630
3,3:20,4,9,PHI 26,24,6,"Cameron Johnston punts 43 yards, returned by James Proche for 9 yards (tackle by Davion Taylor and Rick Lovato)",-1.630,-1.600
3,3:07,1,10,BAL 40,24,6,Lamar Jackson sacked by Brandon Graham for -2 yards,1.600,0.780
3,2:25,2,12,BAL 38,24,6,Gus Edwards left tackle for no gain (tackle by Will Parks),0.780,0.100
3,1:47,3,12,BAL 38,24,6,Lamar Jackson pass incomplete deep left intended for Miles Boykin,0.100,-0.850
3,1:43,4,12,BAL 38,24,6,"Sam Koch punts 43 yards, fair catch by Greg Ward at PHI-19. Penalty on Davion Taylor: Running Into the Kicker (Declined)",-0.850,-0.150
3,1:36,1,10,PHI 19,24,6,Carson Wentz pass complete short right to Boston Scott for 4 yards (tackle by L.J. Fort),0.150,0.210
3,1:08,2,6,PHI 23,24,6,Carson Wentz pass incomplete short right intended for Zach Ertz,0.210,-0.550
3,1:04,3,6,PHI 23,24,6,Carson Wentz pass complete deep left to John Hightower for 50 yards (tackle by Marlon Humphrey),-0.550,3.780
3,0:34,1,10,BAL 27,24,6,Carson Wentz left guard for 5 yards (tackle by L.J. Fort),3.780,3.910
3,0:05,2,5,BAL 22,24,6,Carson Wentz pass complete short right to Richard Rodgers for 6 yards (tackle by Marlon Humphrey),3.910,4.510
Quarter,Time,Down,ToGo,Location,BAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 16,24,6,Carson Wentz pass incomplete deep right intended for John Hightower,4.510,3.900
4,14:54,2,10,BAL 16,24,6,Carson Wentz pass incomplete deep right intended for Travis Fulgham (defended by Jimmy Smith),3.900,3.080
4,14:48,3,10,BAL 16,24,6,Carson Wentz pass complete short right to Zach Ertz for 11 yards (tackle by Marcus Peters),3.080,6.060
4,14:35,1,5,BAL 5,24,6,Carson Wentz pass incomplete short middle intended for Zach Ertz (defended by Patrick Queen),6.060,5.150
4,14:32,2,5,BAL 5,24,6,Carson Wentz pass incomplete short right intended for Boston Scott,5.150,4.260
4,14:25,3,5,BAL 5,24,6,"Carson Wentz pass incomplete short right intended for Corey Clement. Penalty on Jihad Ward: Roughing the Passer, 3 yards (no play)",4.260,6.740
4,14:16,1,2,BAL 2,24,6,Boston Scott up the middle for -1 yards (tackle by Jaylon Ferguson and L.J. Fort),6.740,5.530
4,13:39,2,3,BAL 3,24,12,"Carson Wentz pass complete short right to Jason Croom for 3 yards, touchdown",5.530,7.000
4,13:32,,,BAL 2,24,14,"Two Point Attempt: Carson Wentz pass complete to Greg Ward, conversion succeeds",1.000,1.000
4,13:32,,,PHI 35,24,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,13:32,1,10,BAL 25,24,14,Lamar Jackson pass complete short right to Mark Andrews for 10 yards (tackle by Jalen Mills),0.610,1.270
4,12:54,1,10,BAL 35,24,14,Gus Edwards up the middle for 5 yards (tackle by Alex Singleton),1.270,1.400
4,12:09,,,,,,Timeout #1 by Baltimore Ravens,,
4,12:09,2,5,BAL 40,24,14,Lamar Jackson pass complete short right to Nick Boyle for 17 yards (tackle by Davion Taylor),1.400,2.720
4,11:28,1,10,PHI 43,24,14,Gus Edwards up the middle for -4 yards (tackle by Josh Sweat),2.720,1.640
4,10:50,2,14,PHI 47,24,14,Lamar Jackson pass complete short middle to Marquise Brown for 10 yards (tackle by Nathan Gerry),1.640,2.280
4,10:13,3,4,PHI 37,24,14,Lamar Jackson pass incomplete short right,2.280,0.790
4,10:06,4,4,PHI 37,27,14,Justin Tucker 55 yard field goal good,0.790,3.000
4,10:01,,,BAL 35,27,14,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,10:01,1,10,PHI 25,27,14,Carson Wentz pass complete short right to Zach Ertz for 5 yards (tackle by L.J. Fort),0.610,0.740
4,9:34,2,5,PHI 30,27,14,Carson Wentz pass incomplete short middle intended for Zach Ertz,0.740,0.040
4,9:30,3,5,PHI 30,27,14,Carson Wentz pass incomplete short left intended for Zach Ertz,0.040,-1.370
4,9:25,4,5,PHI 30,27,14,Carson Wentz pass incomplete short right intended for Travis Fulgham,-1.370,-3.580
4,9:19,1,10,PHI 30,27,14,Gus Edwards right end for 3 yards (tackle by Alex Singleton and Nathan Gerry),3.580,3.440
4,8:36,2,7,PHI 27,27,14,Lamar Jackson pass incomplete short right intended for Patrick Ricard. Penalty on Ronnie Stanley: Illegal Formation (Declined),3.440,2.740
4,8:29,3,7,PHI 27,27,14,"Lamar Jackson pass complete short right to Marquise Brown for 12 yards (tackle by Darius Slay). Penalty on Patrick Mekari: Offensive Holding, 10 yards (no play)",2.740,1.420
4,8:02,3,17,PHI 37,27,14,Lamar Jackson pass complete short right to Marquise Brown for 9 yards (tackle by Darius Slay),1.420,1.590
4,7:17,4,8,PHI 28,30,14,Justin Tucker 46 yard field goal good,1.590,3.000
4,7:12,,,BAL 35,30,14,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,7:12,1,10,PHI 25,30,14,Carson Wentz sacked by Jihad Ward for -7 yards,0.610,-0.980
4,6:48,2,17,PHI 18,30,14,Carson Wentz pass complete short right to Richard Rodgers for 9 yards (tackle by Chuck Clark),-0.980,-0.360
4,6:29,3,8,PHI 27,30,14,Carson Wentz pass complete short left to Travis Fulgham for 10 yards (tackle by Jimmy Smith),-0.360,1.400
4,6:21,1,10,PHI 37,30,14,Carson Wentz sacked by Marlon Humphrey for -6 yards,1.400,0.050
4,5:54,2,16,PHI 31,30,14,Carson Wentz right end for 40 yards (tackle by L.J. Fort),0.050,3.640
4,5:20,1,10,BAL 29,30,14,"Carson Wentz pass complete short left to Corey Clement for -1 yards (tackle by Patrick Queen and Jimmy Smith). Penalty on Nate Herbig: Offensive Holding, 10 yards (no play)",3.640,2.980
4,4:57,1,20,BAL 39,30,14,Carson Wentz pass complete short right to Travis Fulgham for 10 yards (tackle by Marcus Gilchrist),2.980,3.100
4,4:49,2,10,BAL 29,30,14,Carson Wentz pass complete short right to Travis Fulgham for 10 yards,3.100,4.310
4,4:45,1,10,BAL 19,30,14,Carson Wentz pass incomplete deep right intended for Travis Fulgham,4.310,3.750
4,4:38,2,10,BAL 19,30,14,Carson Wentz pass incomplete short right intended for JJ Arcega-Whiteside,3.750,3.030
4,4:35,3,10,BAL 19,30,14,Carson Wentz pass complete short left to Boston Scott for 1 yard (tackle by Marlon Humphrey),3.030,2.250
4,3:55,4,9,BAL 18,30,20,"Carson Wentz pass complete deep middle to Travis Fulgham for 18 yards, touchdown",2.250,7.000
4,3:48,,,BAL 2,30,22,"Two Point Attempt: Carson Wentz pass complete to JJ Arcega-Whiteside, conversion succeeds",1.000,1.000
4,3:48,,,PHI 35,30,22,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,3:48,1,10,BAL 25,30,22,Gus Edwards right tackle for 1 yard (tackle by Josh Sweat and Fletcher Cox),0.610,0.200
4,3:42,,,,,,Timeout #1 by Philadelphia Eagles,,
4,3:42,2,9,BAL 26,30,22,"J.K. Dobbins left end for 5 yards (tackle by Alex Singleton). Penalty on Patrick Ricard: Offensive Holding, 10 yards (no play)",0.200,-1.290
4,3:36,2,19,BAL 16,30,22,Lamar Jackson right end for 10 yards (tackle by Jalen Mills),-1.290,-0.490
4,3:30,,,,,,Timeout #2 by Philadelphia Eagles,,
4,3:30,3,9,BAL 26,30,22,Lamar Jackson pass incomplete short right,-0.490,-1.630
4,3:21,4,9,BAL 26,30,22,"Sam Koch punts 49 yards, returned by Greg Ward for 4 yards (tackle by Justice Hill). Greg Ward fumbles, ball out of bounds at PHI-29 (forced by Justice Hill)",-1.630,-0.870
4,3:11,1,10,PHI 29,30,22,"Carson Wentz pass incomplete deep right intended for Travis Fulgham. Penalty on Marcus Peters: Defensive Pass Interference, 49 yards (no play)",0.870,4.110
4,3:02,1,10,BAL 22,30,22,Carson Wentz pass incomplete short left intended for Greg Ward,4.110,3.560
4,2:58,2,10,BAL 22,30,22,Carson Wentz pass complete deep right to Richard Rodgers for 16 yards (tackle by Marcus Gilchrist),3.560,5.830
4,2:13,1,6,BAL 6,30,22,Boston Scott up the middle for 5 yards (tackle by Marcus Gilchrist),5.830,5.910
4,2:00,2,1,BAL 1,30,28,"Carson Wentz up the middle for 1 yard, touchdown",5.910,7.000
4,1:55,,,BAL 2,30,28,"Two Point Attempt: Carson Wentz rushes, conversion fails.",1.000,-1.000
4,1:55,,,PHI 35,30,28,"Jake Elliott kicks onside 10 yards, returned by James Proche for no gain",0.000,2.590
4,1:54,1,10,PHI 45,30,28,Gus Edwards up the middle for 5 yards (tackle by Vinny Curry and Nathan Gerry),2.590,2.720
4,1:48,,,,,,Timeout #3 by Philadelphia Eagles,,
4,1:48,2,5,PHI 40,30,28,Lamar Jackson left end for 21 yards (tackle by Davion Taylor),2.720,4.310
4,1:00,1,10,PHI 19,30,28,Lamar Jackson kneels for -1 yards,4.310,3.630
4,0:19,2,11,PHI 20,30,28,Lamar Jackson kneels for -1 yards,3.630,2.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
