Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
2,4:16,2,5,NOR 25,7,6,Drew Brees pass complete short middle to Mike Karney for 3 yards (tackle by Rocky McIntosh),0.410,0.100
2,3:34,3,2,NOR 28,7,6,Drew Brees pass incomplete short right intended for Reggie Bush,0.100,-1.500
2,3:28,4,2,NOR 28,7,6,"Steve Weatherford punts 49 yards, returned by Antwaan Randle El for 10 yards (tackle by Usama Young)",-1.500,-1.140
2,3:18,1,10,WAS 33,7,6,Ladell Betts up the middle for 6 yards (tackle by Kendrick Clancy),1.140,1.400
2,2:45,2,4,WAS 39,7,6,Jason Campbell pass complete short middle to Chris Cooley for 8 yards (tackle by Jonathan Vilma),1.400,2.060
2,2:02,1,10,WAS 47,7,6,Jason Campbell pass complete short left to James Thrash for 8 yards (tackle by Jonathan Vilma),2.060,2.600
2,1:56,2,2,NOR 45,7,6,Jason Campbell pass complete deep middle to Chris Cooley for 27 yards (tackle by Jason Craft),2.600,4.370
2,1:27,,,,7,6,Timeout #1 by New Orleans Saints,0.000,4.370
2,1:27,1,10,NOR 18,7,6,Jason Campbell pass incomplete deep left intended for Chris Cooley (defended by Jo-Lonn Dunbar),4.370,3.800
2,1:21,2,10,NOR 18,7,6,Clinton Portis right end for 1 yard (tackle by Jo-Lonn Dunbar and Charles Grant),3.800,3.170
2,1:15,,,,7,6,Timeout #2 by New Orleans Saints,0.000,3.170
2,1:15,3,9,NOR 17,7,6,Jason Campbell pass incomplete deep left intended for James Thrash,3.170,2.310
2,1:09,4,9,NOR 17,7,9,Shaun Suisham 35 yard field goal good,2.310,3.000
2,,,,WAS 30,7,9,"Shaun Suisham kicks off 67 yards, returned by Pierre Thomas for 26 yards (tackle by Leigh Torrence). Penalty on Marvin Mitchell: Offensive Holding, 10 yards",0.000,-0.380
2,0:57,1,10,NOR 10,7,9,Reggie Bush right guard for 9 yards (tackle by Shawn Springs),-0.380,0.240
2,0:33,2,1,NOR 19,7,9,Drew Brees pass complete short left to Reggie Bush for 7 yards (tackle by Demetric Evans),0.240,0.670
2,0:31,1,10,NOR 26,7,9,Reggie Bush up the middle for 9 yards (tackle by Chris Horton),0.670,1.350
2,0:26,,,,7,9,Timeout #3 by New Orleans Saints,0.000,1.350
2,0:26,2,1,NOR 35,7,9,Drew Brees pass complete deep left to David Patten for 22 yards (tackle by Chris Horton),1.350,2.720
2,0:11,1,10,WAS 43,7,9,Drew Brees spiked the ball,2.720,2.180
2,0:11,2,10,WAS 43,7,9,Drew Brees pass complete short left to Reggie Bush for 12 yards,2.180,3.510
2,0:05,1,10,WAS 31,10,9,Martin Gramatica 49 yard field goal good,3.510,3.000
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,10,9,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,10,9,Pierre Thomas left tackle for 2 yards (tackle by Cornelius Griffin and Jason Taylor),0.280,0.000
3,14:21,2,8,NOR 22,10,9,Drew Brees pass complete short right to Devery Henderson for 1 yard (tackle by Shawn Springs),0.000,-0.560
3,13:39,3,7,NOR 23,10,9,Drew Brees pass complete short right to Pierre Thomas for 18 yards (tackle by Shawn Springs),-0.560,1.660
3,13:11,1,10,NOR 41,10,9,Drew Brees pass incomplete short middle intended for Reggie Bush (defended by Jason Taylor),1.660,1.120
3,13:06,2,10,NOR 41,10,9,Drew Brees pass complete short middle to Mark Campbell for 12 yards (tackle by London Fletcher),1.120,2.460
3,12:26,1,10,WAS 47,10,9,Deuce McAllister right guard for 5 yards (tackle by London Fletcher and LaRon Landry),2.460,2.590
3,11:46,2,5,WAS 42,10,9,Drew Brees pass incomplete short right intended for Mark Campbell,2.590,1.880
3,11:40,3,5,WAS 42,10,9,Drew Brees pass complete short left to David Patten for 12 yards (tackle by Fred Smoot),1.880,3.580
3,11:18,1,10,WAS 30,10,9,Drew Brees pass complete short middle to Reggie Bush for 4 yards (tackle by H.B. Blades),3.580,3.570
3,10:36,2,6,WAS 26,10,9,Drew Brees pass complete short middle to David Patten for 7 yards (tackle by Fred Smoot),3.570,4.310
3,9:54,1,10,WAS 19,16,9,"Drew Brees pass complete deep middle to Robert Meachem for 19 yards, touchdown",4.310,7.000
3,,,,WAS 2,17,9,Martin Gramatica kicks extra point good,0.000,0.000
3,,,,NOR 30,17,9,"Martin Gramatica kicks off 73 yards, returned by Rock Cartwright for 20 yards (tackle by Jason Craft)",0.000,-0.060
3,9:42,1,10,WAS 17,17,9,Jason Campbell pass complete short middle to Chris Cooley for 8 yards (tackle by Kendrick Clancy),-0.060,0.620
3,9:13,2,2,WAS 25,17,9,Clinton Portis left end for 4 yards (tackle by Kevin Kaesviharn and Usama Young),0.620,0.870
3,8:41,1,10,WAS 29,17,9,Jason Campbell pass incomplete deep left intended for Santana Moss (defended by Aaron Glenn),0.870,0.330
3,8:33,2,10,WAS 29,17,9,Clinton Portis left end for 13 yards (tackle by Jason Craft),0.330,1.730
3,8:03,1,10,WAS 42,17,9,Jason Campbell pass complete short right to Santana Moss for 27 yards (tackle by Scott Shanle),1.730,3.510
3,7:22,1,10,NOR 31,17,9,Ladell Betts left end for 14 yards (tackle by Tracy Porter and Jason Craft),3.510,4.440
3,6:45,1,10,NOR 17,17,9,Ladell Betts left tackle for 4 yards (tackle by Jonathan Vilma and Charles Grant),4.440,4.500
3,6:10,2,6,NOR 13,17,9,Jason Campbell pass incomplete short right intended for Antwaan Randle El,4.500,3.680
3,6:02,3,6,NOR 13,17,9,"Jason Campbell sacked by Will Smith for -7 yards. Penalty on Jason Craft: Defensive Holding, 5 yards (no play)",3.680,5.370
3,5:44,1,8,NOR 8,17,9,Jason Campbell pass complete short middle to Clinton Portis for -1 yards (tackle by Scott Shanle),5.370,4.380
3,5:08,2,9,NOR 9,17,15,"Clinton Portis left end for 9 yards, touchdown",4.380,7.000
3,,,,,17,15,"Two Point Attempt: Jason Campbell pass incomplete intended for Ladell Betts, conversion fails",1.000,-1.000
3,,,,WAS 30,17,15,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
3,5:01,1,10,NOR 20,17,15,Drew Brees pass complete short middle to David Patten for 7 yards (tackle by LaRon Landry),0.280,0.680
3,4:28,2,3,NOR 27,17,15,Reggie Bush right tackle for 5 yards (tackle by Rocky McIntosh),0.680,1.070
3,3:48,1,10,NOR 32,17,15,Reggie Bush left end for 2 yards (tackle by LaRon Landry),1.070,0.800
3,3:16,2,8,NOR 34,17,15,Drew Brees sacked by Cornelius Griffin for -9 yards,0.800,-1.090
3,2:24,,,,17,15,Timeout #1 by New Orleans Saints,0.000,-1.090
3,2:24,3,17,NOR 25,17,15,Drew Brees pass complete short middle to Reggie Bush for 9 yards (tackle by Carlos Rogers),-1.090,-1.110
3,2:06,4,8,NOR 34,17,15,"Steve Weatherford punts 56 yards, returned by Antwaan Randle El for 2 yards (tackle by Usama Young)",-1.110,0.350
3,1:54,1,10,WAS 12,17,15,Clinton Portis left tackle for 6 yards (tackle by Jonathan Vilma),-0.350,-0.070
3,1:18,2,4,WAS 18,17,15,Ladell Betts left guard for 2 yards (tackle by Jo-Lonn Dunbar and Jonathan Vilma),-0.070,-0.480
3,0:39,3,2,WAS 20,17,15,Jason Campbell sacked by Chris Reis for -3 yards,-0.480,-2.320
3,0:19,4,5,WAS 17,23,15,"Durant Brooks punts 38 yards, returned by Reggie Bush for 55 yards, touchdown. Penalty on Reggie Bush: Taunting, 15 yards",-2.320,-7.000
3,,,,WAS 2,24,15,Martin Gramatica kicks extra point good,0.000,0.000
3,,,,NOR 15,24,15,"Martin Gramatica kicks off 67 yards, returned by Rock Cartwright for 20 yards (tackle by Chris Reis)",0.000,1.470
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 38,24,15,Ladell Betts left end for -2 yards (tackle by Kendrick Clancy and Jonathan Vilma),1.470,0.650
4,14:26,2,12,WAS 36,24,15,Jason Campbell pass incomplete short right intended for Devin Thomas,0.650,-0.030
4,14:20,3,12,WAS 36,24,15,Jason Campbell pass complete short left to Ladell Betts for 8 yards (tackle by Tracy Porter),-0.030,-0.460
4,13:40,4,4,WAS 44,24,15,Durant Brooks punts 28 yards,-0.460,-0.810
4,13:30,1,10,NOR 28,24,15,Reggie Bush left tackle for 2 yards (tackle by H.B. Blades and Jason Taylor),0.810,0.530
4,12:51,2,8,NOR 30,24,15,Drew Brees pass complete short left to Lance Moore for 7 yards (tackle by Fred Smoot),0.530,0.760
4,12:11,3,1,NOR 37,24,15,Drew Brees left end for 9 yards (tackle by Carlos Rogers),0.760,1.990
4,11:39,1,10,NOR 46,24,15,Drew Brees pass incomplete deep left intended for Devery Henderson (defended by LaRon Landry),1.990,1.450
4,11:31,2,10,NOR 46,24,15,Deuce McAllister left guard for 5 yards (tackle by Lorenzo Alexander and H.B. Blades),1.450,1.420
4,10:51,3,5,WAS 49,24,15,Drew Brees pass incomplete short middle intended for David Patten (defended by LaRon Landry),1.420,0.000
4,10:46,4,5,WAS 49,24,15,"Steve Weatherford punts 36 yards, returned by Antwaan Randle El for 5 yards (tackle by Usama Young)",0.000,-0.040
4,10:36,1,10,WAS 18,24,15,Jason Campbell sacked by Will Smith for -12 yards,0.040,-1.660
4,9:57,2,22,WAS 6,24,15,Jason Campbell pass complete deep middle to Chris Cooley for 23 yards (tackle by Kevin Kaesviharn),-1.660,0.870
4,9:12,1,10,WAS 29,24,15,Jason Campbell pass complete deep middle to Antwaan Randle El for 17 yards (tackle by Usama Young),0.870,1.990
4,8:27,1,10,WAS 46,24,15,Jason Campbell pass complete short middle to Fred Davis for 6 yards (tackle by Scott Shanle),1.990,2.260
4,7:50,2,4,NOR 48,24,15,Jason Campbell pass complete short middle to Santana Moss for 25 yards (tackle by Tracy Porter),2.260,4.040
4,7:08,,,,24,15,Timeout #2 by New Orleans Saints,0.000,4.040
4,7:08,1,10,NOR 23,24,15,Jason Campbell pass complete short left to Antwaan Randle El for 11 yards (tackle by Tracy Porter),4.040,4.780
4,6:40,1,10,NOR 12,24,15,Clinton Portis right tackle for 4 yards (tackle by Jonathan Vilma),4.780,4.830
4,6:05,2,6,NOR 8,24,21,"Clinton Portis right guard for 8 yards, touchdown",4.830,7.000
4,,,,NOR 2,24,22,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,24,22,"Shaun Suisham kicks off 59 yards, returned by Terrance Copper for 17 yards (tackle by Devin Thomas)",0.000,0.810
4,5:52,1,10,NOR 28,24,22,Drew Brees pass complete short middle to Reggie Bush for 5 yards (tackle by London Fletcher),0.810,0.940
4,5:13,2,5,NOR 33,24,22,Pierre Thomas left guard for 4 yards (tackle by Andre Carter),0.940,0.760
4,4:34,3,1,NOR 37,24,22,Pierre Thomas right tackle for no gain (tackle by Cornelius Griffin and Chris Horton),0.760,-0.910
4,3:46,4,1,NOR 37,24,22,Steve Weatherford punts 30 yards,-0.910,-1.140
4,3:38,1,10,WAS 33,24,28,"Jason Campbell pass complete deep middle to Santana Moss for 67 yards, touchdown",1.140,7.000
4,,,,NOR 2,24,29,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,24,29,"Shaun Suisham kicks off 70 yards, returned by Lance Moore for 36 yards (tackle by Shaun Suisham)",0.000,1.330
4,3:19,1,10,NOR 36,24,29,Drew Brees pass incomplete deep right intended for David Patten (defended by Leigh Torrence),1.330,0.790
4,3:14,2,10,NOR 36,24,29,Drew Brees pass complete short left to Reggie Bush for 12 yards (tackle by London Fletcher),0.790,2.130
4,3:08,1,10,NOR 48,24,29,Drew Brees pass incomplete short middle intended for David Patten is intercepted by Chris Horton at WAS-48 and returned for 10 yards (tackle by Jonathan Goodwin),2.130,-2.790
4,2:59,1,10,NOR 42,24,29,Clinton Portis left guard for 5 yards (tackle by Sedrick Ellis),2.790,2.920
4,2:52,,,,24,29,Timeout #3 by New Orleans Saints,0.000,2.920
4,2:52,2,5,NOR 37,24,29,Clinton Portis left end for 2 yards (tackle by Jonathan Vilma),2.920,2.480
4,2:05,,,,24,29,Timeout #1 by Washington Redskins,0.000,2.480
4,2:05,3,3,NOR 35,24,29,Clinton Portis up the middle for 1 yard (tackle by Josh Bullocks and Jonathan Vilma),2.480,1.100
4,1:58,4,2,NOR 34,24,29,Jason Campbell pass complete short left to Santana Moss for 8 yards (tackle by Tracy Porter),1.100,3.840
4,1:13,1,10,NOR 26,24,29,Jason Campbell kneels for -1 yards,3.840,3.160
4,0:31,2,11,NOR 27,24,29,Jason Campbell kneels for -1 yards,3.160,2.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
