Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
2,1:53,1,1,NWE 1,6,17,DeAngelo Williams left guard for -1 yards (tackle by Dont'a Hightower and Patrick Chung),6.970,0.000
2,1:50,,,,6,17,Timeout #2 by New England Patriots,0.000,-5.720
2,1:50,2,2,NWE 2,6,17,DeAngelo Williams middle for -3 yards (tackle by Vincent Valentine),5.720,0.000
2,1:47,,,,6,17,Timeout #3 by New England Patriots,0.000,-4.260
2,1:47,3,5,NWE 5,6,17,Ben Roethlisberger pass incomplete short right intended for Eli Rogers,4.260,3.010
2,1:43,4,5,NWE 5,9,17,Chris Boswell 23 yard field goal good,3.010,3.000
2,1:39,,,PIT 35,9,17,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
2,1:39,1,10,NWE 25,9,17,Tom Brady pass complete short left to James White for 2 yards (tackle by Ryan Shazier),0.610,0.330
2,1:17,2,8,NWE 27,9,17,Tom Brady pass complete short right to James White for 1 yard (tackle by Lawrence Timmons),0.330,-0.230
2,0:41,3,7,NWE 28,9,17,Tom Brady pass complete short middle to Danny Amendola for 8 yards (tackle by Sean Davis),-0.230,1.330
2,0:23,1,10,NWE 36,9,17,Tom Brady spiked the ball,1.330,0.790
2,0:22,2,10,NWE 36,9,17,Tom Brady pass complete short left to Martellus Bennett for 2 yards (tackle by Lawrence Timmons),0.790,0.370
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,9,17,"Stephen Gostkowski kicks off 65 yards, returned by Sammie Coates for 31 yards (tackle by Patrick Chung)",0.000,-1.000
3,14:49,1,10,PIT 31,9,17,Ben Roethlisberger pass complete short right to Sammie Coates for 4 yards (tackle by Eric Rowe),1.000,1.000
3,14:09,2,6,PIT 35,9,17,DeAngelo Williams middle for 2 yards (tackle by Elandon Roberts),1.000,0.560
3,13:29,3,4,PIT 37,9,17,Ben Roethlisberger pass incomplete short middle intended for Eli Rogers,0.560,-0.910
3,13:19,4,4,PIT 37,9,17,"Jordan Berry punts 47 yards, fair catch by Julian Edelman",-0.910,0.140
3,13:10,1,10,NWE 16,9,17,Tom Brady pass complete short right to Dion Lewis for 5 yards (tackle by Bud Dupree and Leterrius Walton),-0.140,0.150
3,12:48,2,5,NWE 21,9,17,"Tom Brady pass incomplete short middle intended for Julian Edelman. Penalty on Ryan Shazier: Unnecessary Roughness, 15 yards (no play)",0.150,1.330
3,12:42,1,10,NWE 36,9,17,Tom Brady pass complete short middle to LeGarrette Blount for 8 yards (tackle by Leterrius Walton),1.330,1.870
3,12:17,2,2,NWE 44,9,17,LeGarrette Blount left guard for 1 yard (tackle by James Harrison),1.870,1.290
3,11:43,3,1,NWE 45,9,17,Tom Brady middle for 2 yards (tackle by Lawrence Timmons),1.290,2.060
,,,,,,,"PIT challenged the runner was down by contact ruling, and the play was upheld.",,
3,11:16,1,10,NWE 47,9,17,Tom Brady pass complete deep left to Chris Hogan for 24 yards (tackle by Artie Burns and Lawrence Timmons),2.060,3.640
3,10:50,1,10,PIT 29,9,17,Tom Brady pass incomplete short left intended for Julian Edelman,3.640,3.100
3,10:45,2,10,PIT 29,9,17,Dion Lewis left tackle for no gain (tackle by James Harrison),3.100,2.410
3,10:09,3,10,PIT 29,9,17,Tom Brady pass incomplete short left intended for Malcolm Mitchell,2.410,1.500
3,10:04,4,10,PIT 29,9,20,Stephen Gostkowski 47 yard field goal good,1.500,3.000
3,9:59,,,NWE 35,9,20,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,9:59,1,10,PIT 25,9,20,DeAngelo Williams right guard for 2 yards (tackle by Jabaal Sheard and Malcom Brown),0.610,0.330
3,9:20,2,8,PIT 27,9,20,Ben Roethlisberger pass incomplete short right intended for Jesse James,0.330,-0.360
3,9:15,3,8,PIT 27,9,20,Ben Roethlisberger pass complete deep middle to Eli Rogers for 19 yards,-0.360,1.990
3,8:43,1,10,PIT 46,9,20,DeAngelo Williams right tackle for -1 yards (tackle by Malcom Brown),1.990,1.320
3,8:02,2,11,PIT 45,9,20,Ben Roethlisberger pass complete short left to Antonio Brown for 13 yards,1.320,2.790
3,7:34,1,10,NWE 42,9,20,DeAngelo Williams right end for 3 yards (tackle by Logan Ryan),2.790,2.650
3,6:56,2,7,NWE 39,9,20,Ben Roethlisberger pass incomplete deep middle intended for Darrius Heyward-Bey,2.650,1.950
3,6:48,3,7,NWE 39,9,20,Ben Roethlisberger pass incomplete short right intended for Jesse James,1.950,0.660
3,6:44,4,7,NWE 39,9,20,"Jordan Berry punts 27 yards, fair catch by Julian Edelman",0.660,0.350
3,6:36,1,10,NWE 12,9,20,Dion Lewis middle for -2 yards (tackle by Lawrence Timmons),-0.350,-0.930
3,6:07,2,12,NWE 10,9,20,Tom Brady pass complete short left to James White for 5 yards (tackle by William Gay),-0.930,-1.070
3,5:39,3,7,NWE 15,9,20,Tom Brady pass complete short right to Julian Edelman for 17 yards (tackle by Mike Mitchell and Ross Cockrell),-1.070,1.070
3,5:03,1,10,NWE 32,9,20,Tom Brady pass complete short left to James Develin for 13 yards (tackle by Sean Davis),1.070,1.930
3,4:28,1,10,NWE 45,9,20,LeGarrette Blount middle for -3 yards (tackle by Bud Dupree),1.930,0.980
3,4:01,2,13,NWE 42,9,20,Tom Brady pass complete deep middle to Chris Hogan for 39 yards (tackle by Mike Mitchell),0.980,4.310
3,3:21,1,10,PIT 19,9,20,LeGarrette Blount left tackle for 18 yards (tackle by Jarvis Jones and Bud Dupree),4.310,6.970
3,2:49,1,1,PIT 1,9,26,"LeGarrette Blount middle for 1 yard, touchdown",6.970,7.000
3,2:44,,,PIT 15,9,27,Stephen Gostkowski kicks extra point good,0.000,0.000
3,2:44,,,NWE 35,9,27,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,2:44,1,10,PIT 25,9,27,"Ben Roethlisberger pass complete short middle to Eli Rogers for 3 yards. Eli Rogers fumbles, recovered by Rob Ninkovich at PIT-28 (tackle by Jesse James)",0.610,-3.710
3,2:36,1,10,PIT 28,9,27,Tom Brady pass complete short left to Julian Edelman for 18 yards (tackle by Artie Burns),3.710,4.910
3,2:09,1,10,PIT 10,9,27,James White right guard for no gain (tackle by William Gay),4.910,4.190
3,1:45,2,10,PIT 10,9,27,Tom Brady pass incomplete short left intended for Chris Hogan,4.190,3.130
3,1:40,3,10,PIT 10,9,33,"Tom Brady pass complete short middle to Julian Edelman for 10 yards, touchdown",3.130,7.000
3,1:35,,,PIT 15,9,33,Stephen Gostkowski kicks extra point no good,0.000,-1.000
3,1:35,,,NWE 35,9,33,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,1:35,1,10,PIT 25,9,33,Ben Roethlisberger pass complete deep right to Sammie Coates for 30 yards (tackle by Devin McCourty and Eric Rowe),0.610,2.590
3,0:54,1,10,NWE 45,9,33,"Ben Roethlisberger pass incomplete short right intended for Jesse James. Penalty on Logan Ryan: Defensive Holding, 5 yards (no play)",2.590,2.920
3,0:46,1,10,NWE 40,9,33,Ben Roethlisberger pass complete short right to Antonio Brown for 18 yards (tackle by Devin McCourty),2.920,4.110
3,0:18,1,10,NWE 22,9,33,Ben Roethlisberger pass incomplete deep left intended for Sammie Coates,4.110,3.560
3,0:11,2,10,NWE 22,9,33,Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards (tackle by Chris Long),3.560,4.390
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NWE 13,9,33,Ben Roethlisberger pass complete short right to Cobi Hamilton for 7 yards (tackle by Eric Rowe),4.390,5.830
4,14:30,1,6,NWE 6,9,33,DeAngelo Williams middle for 1 yard (tackle by Alan Branch),5.830,5.150
4,13:56,2,5,NWE 5,9,33,DeAngelo Williams left guard for 3 yards (tackle by Dont'a Hightower),5.150,4.950
4,13:21,3,2,NWE 2,9,33,Ben Roethlisberger pass incomplete short middle intended for Cobi Hamilton. Penalty on Cobi Hamilton: Illegal Touch Pass,4.950,0.000
4,13:11,,,,9,33,Timeout #1 by New England Patriots,0.000,-3.250
4,13:11,4,2,NWE 2,9,33,Ben Roethlisberger pass incomplete short right intended for Cobi Hamilton (defended by Logan Ryan),3.250,0.380
4,13:06,1,10,NWE 2,9,33,LeGarrette Blount right tackle for 9 yards (tackle by Sean Davis and Mike Mitchell),-0.380,-0.120
4,12:32,2,1,NWE 11,9,33,LeGarrette Blount left guard for 2 yards (tackle by Lawrence Timmons),-0.120,-0.320
4,11:53,1,10,NWE 13,9,33,Tom Brady pass complete short left to Julian Edelman for 1 yard (tackle by Ryan Shazier and Mike Mitchell),-0.320,-0.680
4,11:18,2,9,NWE 14,9,33,Dion Lewis middle for 3 yards (tackle by Javon Hargrave and William Gay),-0.680,-0.940
4,10:40,3,6,NWE 17,9,33,Tom Brady pass incomplete short middle intended for Julian Edelman,-0.940,-2.320
4,10:36,4,6,NWE 17,9,33,"Ryan Allen punts 58 yards, returned by Antonio Brown for 10 yards (tackle by Jonathan Jones)",-2.320,-1.270
4,10:26,1,10,PIT 35,9,33,Ben Roethlisberger pass incomplete deep right intended for Darrius Heyward-Bey is intercepted by Eric Rowe at NWE-31 and returned for 37 yards,1.270,-3.450
4,10:14,1,10,PIT 32,9,33,Tom Brady pass complete short right to Julian Edelman for 13 yards (tackle by Bud Dupree),3.450,4.310
4,9:29,1,10,PIT 19,9,33,Tom Brady pass complete short right to Martellus Bennett for 2 yards (tackle by Lawrence Timmons and Javon Hargrave),4.310,4.030
4,8:51,2,8,PIT 17,9,33,Tom Brady pass complete short right to Martellus Bennett for 7 yards (tackle by Ross Cockrell),4.030,4.690
4,8:22,3,1,PIT 10,9,33,LeGarrette Blount middle for 6 yards (tackle by Ryan Shazier and Mike Mitchell),4.690,6.280
4,7:56,1,4,PIT 4,9,33,LeGarrette Blount left tackle for -3 yards (tackle by Lawrence Timmons),6.280,4.760
4,7:26,2,7,PIT 7,9,33,"Tom Brady pass incomplete short left intended for Chris Hogan. Penalty on James Harrison: Defensive Offside, 4 yards (no play)",4.760,5.530
4,7:18,2,3,PIT 3,9,33,Tom Brady pass incomplete short left intended for Chris Hogan,5.530,4.720
4,7:10,3,3,PIT 3,9,33,"Penalty on Martellus Bennett: False Start, 5 yards (no play)",4.720,3.580
4,7:10,3,8,PIT 8,9,33,Tom Brady sacked by Sean Davis for 0 yards,3.580,2.950
4,6:27,4,8,PIT 8,9,36,Stephen Gostkowski 26 yard field goal good,2.950,3.000
4,6:24,,,NWE 35,9,36,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,6:24,1,10,PIT 25,9,36,Ben Roethlisberger pass complete short right to Jesse James for 6 yards,0.610,0.870
4,5:53,2,4,PIT 31,9,36,Ben Roethlisberger pass complete short middle to DeAngelo Williams for 7 yards,0.870,1.470
4,5:28,1,10,PIT 38,9,36,Ben Roethlisberger pass complete short right to DeAngelo Williams for 7 yards (tackle by Duron Harmon and Patrick Chung),1.470,1.870
4,5:02,2,3,PIT 45,9,36,Ben Roethlisberger pass incomplete short middle intended for Eli Rogers,1.870,1.160
4,4:56,3,3,PIT 45,9,36,Ben Roethlisberger pass complete short right to Antonio Brown for 11 yards (tackle by Malcolm Butler),1.160,2.650
4,4:30,1,10,NWE 44,9,36,Ben Roethlisberger pass complete short left to Eli Rogers for 4 yards (tackle by Devin McCourty),2.650,2.650
4,3:56,2,6,NWE 40,9,36,Ben Roethlisberger pass incomplete deep left intended for Sammie Coates,2.650,1.950
4,3:47,3,6,NWE 40,9,36,Ben Roethlisberger pass complete short left to DeAngelo Williams for 10 yards,1.950,3.580
4,3:42,1,10,NWE 30,15,36,"Ben Roethlisberger pass complete deep right to Cobi Hamilton for 30 yards, touchdown",3.580,7.000
4,3:36,,,,15,36,Timeout #2 by New England Patriots,0.000,0.000
4,3:36,,,NWE 2,17,36,"Two Point Attempt: Ben Roethlisberger pass complete to DeAngelo Williams, conversion succeeds",0.000,1.000
4,3:36,,,PIT 35,17,36,Chris Boswell kicks onside 17 yards,0.000,-2.130
4,3:35,1,10,NWE 48,17,36,LeGarrette Blount middle for 3 yards (tackle by Ryan Shazier),2.130,1.990
4,2:52,2,7,PIT 49,17,36,LeGarrette Blount left guard for 6 yards (tackle by Jarvis Jones and Sean Davis),1.990,0.000
4,2:44,,,,17,36,Timeout #2 by Pittsburgh Steelers,0.000,-2.080
4,2:44,3,1,PIT 43,17,36,LeGarrette Blount middle for 3 yards (tackle by Bud Dupree),2.080,2.920
4,2:00,1,10,PIT 40,17,36,Tom Brady kneels for -1 yards,2.920,2.240
4,1:18,2,11,PIT 41,17,36,Tom Brady kneels for -1 yards,2.240,1.420
4,0:38,3,12,PIT 42,17,36,Tom Brady kneels for -1 yards,1.420,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
