Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
1,0:21,1,10,KAN 17,3,0,Darren McFadden up the middle for no gain (tackle by Ropati Pitoitua),4.440,3.850
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,KAN 17,3,0,Carson Palmer pass incomplete deep right intended for Denarius Moore,3.850,3.070
2,14:52,3,10,KAN 17,3,0,Carson Palmer pass incomplete short middle intended for Derek Hagan (defended by Brandon Flowers),3.070,2.310
2,14:48,4,10,KAN 17,6,0,Sebastian Janikowski 35 yard field goal good,2.310,3.000
2,14:44,,,OAK 35,6,0,"Sebastian Janikowski kicks off 72 yards, touchback",0.000,0.280
2,14:44,1,10,KAN 20,6,0,Peyton Hillis up the middle for 1 yard (tackle by Desmond Bryant),0.280,-0.130
2,14:04,2,9,KAN 21,6,0,Matt Cassel pass complete short left to Dwayne Bowe for 7 yards (tackle by Patrick Lee),-0.130,0.100
2,13:26,3,2,KAN 28,6,0,Dexter McCluster right end for 13 yards (tackle by Joselio Hanson),0.100,1.660
2,12:44,1,10,KAN 41,6,0,Matt Cassel pass complete deep middle to Dwayne Bowe for 46 yards (tackle by Philip Wheeler),1.660,4.710
2,11:53,1,10,OAK 13,6,0,Jamaal Charles right tackle for no gain (tackle by Miles Burris),4.710,4.050
2,11:13,2,10,OAK 13,6,0,Matt Cassel up the middle for 1 yard (tackle by Miles Burris),4.050,3.280
2,10:30,3,9,OAK 12,6,0,Matt Cassel pass incomplete short middle intended for Tony Moeaki (defended by Tyvon Branch),3.280,2.630
2,10:25,4,9,OAK 12,6,3,Ryan Succop 30 yard field goal good,2.630,3.000
2,10:21,,,KAN 35,6,3,"Ryan Succop kicks off 68 yards, returned by Mike Goodson for 23 yards (tackle by Nate Eachus)",0.000,0.280
2,10:14,1,10,OAK 20,6,3,Carson Palmer pass complete short left to Darren McFadden for 8 yards (tackle by Derrick O. Johnson),0.280,0.810
2,9:41,2,2,OAK 28,6,3,Darren McFadden up the middle for -1 yards (tackle by Derrick O. Johnson),0.810,-0.030
2,9:03,3,3,OAK 27,6,3,Carson Palmer pass incomplete deep left intended for Denarius Moore (defended by Stanford Routt),-0.030,-1.570
2,8:57,4,3,OAK 27,6,3,"Shane Lechler punts 54 yards, returned by Javier Arenas for 27 yards (tackle by Owen Schmitt)",-1.570,-1.990
2,8:46,1,10,KAN 46,6,3,Matt Cassel sacked by Richard Seymour for -3 yards,1.990,1.050
2,8:09,2,13,KAN 43,6,3,Matt Cassel pass complete short left to Jonathan Baldwin for 7 yards (tackle by Phillip Adams),1.050,1.290
2,7:25,3,6,,6,3,Matt Cassel pass complete deep middle to Tony Moeaki for 20 yards (tackle by Matt Giordano),1.290,3.580
2,6:46,1,10,OAK 30,6,3,Matt Cassel right end for 11 yards (tackle by Tyvon Branch),3.580,4.310
2,6:13,1,10,OAK 19,6,3,Jamaal Charles up the middle for 4 yards (tackle by Rolando McClain),4.310,4.350
2,5:37,2,6,OAK 15,6,3,Peyton Hillis left end for 3 yards (tackle by Michael Mitchell),4.350,0.000
2,4:48,,,,6,3,Timeout #1 by Kansas City Chiefs,0.000,4.190
2,4:48,3,3,OAK 12,6,3,Matt Cassel sacked by Philip Wheeler for -12 yards,4.190,1.870
2,4:17,4,15,OAK 24,6,6,Ryan Succop 42 yard field goal good,1.870,3.000
2,,,,KAN 35,,,"Ryan Succop kicks off 62 yards, returned by Mike Goodson for 23 yards (tackle by Jalil Brown)",,
2,4:06,1,10,OAK 26,6,6,"Carson Palmer pass complete short left to Darren McFadden for no gain (tackle by Kendrick Lewis). Penalty on Jared Veldheer: Illegal Block Above the Waist, 10 yards",0.670,-0.300
2,3:42,1,20,OAK 16,6,6,Mike Goodson up the middle for -1 yards (tackle by Derrick O. Johnson),-0.300,-1.500
2,3:06,2,21,OAK 15,6,6,Carson Palmer pass complete short right to Brandon Myers for 29 yards (tackle by Javier Arenas),-1.500,1.860
2,2:21,1,10,OAK 44,6,6,Darren McFadden right end for 2 yards (tackle by Derrick O. Johnson),1.860,1.590
2,2:00,2,8,OAK 46,6,6,Carson Palmer pass complete short right to Brandon Myers for 4 yards (tackle by Derrick O. Johnson),1.590,1.420
2,1:55,3,4,,6,6,Carson Palmer pass incomplete short middle intended for Darrius Heyward-Bey (defended by Derrick O. Johnson),1.420,-0.060
2,1:50,4,4,,6,6,"Shane Lechler punts 36 yards, muffed catch by Javier Arenas, recovered by Jon Condo and returned for no gain",-0.060,4.840
2,1:39,1,10,KAN 11,6,6,Darren McFadden up the middle for 2 yards (tackle by Tamba Hali),4.840,4.510
2,0:58,2,8,KAN 9,6,6,Carson Palmer pass incomplete short left intended for Juron Criner,4.510,3.530
2,0:53,3,8,KAN 9,12,6,"Carson Palmer pass complete short middle to Denarius Moore for 9 yards, touchdown",3.530,7.000
2,0:53,,,KAN 2,13,6,Sebastian Janikowski kicks extra point good,0.000,0.000
2,0:49,,,OAK 35,13,6,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
2,0:49,1,10,KAN 20,13,6,Matt Cassel pass complete short middle to Dexter McCluster for 13 yards (tackle by Miles Burris),0.280,1.140
2,0:31,1,10,KAN 33,13,6,Matt Cassel pass complete short left to Jamaal Charles for 5 yards (tackle by Patrick Lee),1.140,0.000
2,0:23,,,,13,6,Timeout #2 by Kansas City Chiefs,0.000,1.270
2,0:23,2,5,KAN 38,13,6,Matt Cassel pass complete short middle to Tony Moeaki for 12 yards (tackle by Philip Wheeler),1.270,0.000
2,0:12,,,,13,6,Timeout #3 by Kansas City Chiefs,0.000,2.260
2,0:12,1,10,,13,6,Matt Cassel pass incomplete short right intended for Dexter McCluster,2.260,1.710
2,0:06,2,10,,13,6,Matt Cassel pass incomplete short left intended for Tony Moeaki,1.710,1.030
2,0:00,3,10,,13,6,Matt Cassel kneels for -1 yards,1.030,-0.130
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,13,6,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,13,6,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Tommy Kelly at KAN-18 (tackle by Jon Asamoah)",0.280,-4.370
3,14:52,1,10,KAN 18,13,6,Carson Palmer pass complete short right to Denarius Moore for 7 yards (tackle by Brandon Flowers),4.370,5.010
3,14:09,2,3,KAN 11,13,6,Carson Palmer pass incomplete short right intended for Denarius Moore,5.010,4.260
3,14:06,3,3,KAN 11,13,6,Carson Palmer pass incomplete short left intended for Rod Streater,4.260,2.800
3,14:02,4,3,KAN 11,16,6,Sebastian Janikowski 29 yard field goal good,2.800,3.000
3,13:58,,,OAK 35,16,6,"Sebastian Janikowski kicks off 73 yards, returned by Shaun Draughn for 30 yards (tackle by Richard Gordon)",0.000,0.410
3,13:53,1,10,KAN 22,16,6,Jamaal Charles left end for -2 yards (tackle by Matt Shaughnessy),0.410,-0.400
3,13:25,2,12,KAN 20,16,6,Matt Cassel pass complete short right to Jake O'Connell for 7 yards (tackle by Michael Huff),-0.400,-0.160
3,12:42,3,5,KAN 27,16,6,Matt Cassel pass complete short right to Tony Moeaki for 10 yards (tackle by Lamarr Houston),-0.160,1.400
3,12:07,1,10,KAN 37,16,6,Matt Cassel pass incomplete short middle intended for Tony Moeaki (defended by Lamarr Houston),1.400,0.860
3,12:02,2,10,KAN 37,16,6,Peyton Hillis up the middle for 17 yards (tackle by Matt Giordano),0.860,2.520
3,11:20,1,10,OAK 46,16,6,Matt Cassel pass complete short right to Jake O'Connell for 11 yards (tackle by Miles Burris),2.520,3.250
3,10:41,1,10,OAK 35,16,6,"Jamaal Charles right tackle for 8 yards (tackle by Patrick Lee). Penalty on Jeff Allen: Offensive Holding, 10 yards (no play)",3.250,2.590
3,10:16,1,20,OAK 45,16,6,Matt Cassel pass incomplete deep left intended for Steve Breaston,2.590,1.350
3,10:09,2,20,OAK 45,16,6,Matt Cassel pass complete short middle to Peyton Hillis for 5 yards (tackle by Philip Wheeler),1.350,1.350
3,9:27,3,15,OAK 40,16,6,Matt Cassel up the middle for 6 yards (tackle by Michael Mitchell),1.350,1.060
3,8:45,4,9,OAK 34,16,9,Ryan Succop 52 yard field goal good,1.060,3.000
3,8:40,,,KAN 35,16,9,"Ryan Succop kicks off 71 yards, touchback",0.000,0.280
3,8:40,1,10,OAK 20,16,9,Darren McFadden up the middle for 19 yards (tackle by Kendrick Lewis),0.280,1.530
3,8:16,1,10,OAK 39,16,9,Carson Palmer pass complete short left to Brandon Myers for 16 yards (tackle by Kendrick Lewis and Stanford Routt),1.530,2.590
3,7:31,1,10,KAN 45,16,9,Darren McFadden up the middle for 2 yards (tackle by Jovan Belcher),2.590,2.310
3,6:54,2,8,KAN 43,16,9,Carson Palmer pass complete short left to Rod Streater for 9 yards (tackle by Stanford Routt),2.310,3.310
3,6:20,1,10,KAN 34,16,9,Darren McFadden up the middle for 2 yards (tackle by Derrick O. Johnson),3.310,3.040
3,5:49,2,8,KAN 32,22,9,"Carson Palmer pass complete short left to Darrius Heyward-Bey for 32 yards, touchdown",3.040,7.000
3,5:49,,,KAN 2,23,9,Sebastian Janikowski kicks extra point good,0.000,0.000
3,5:40,,,OAK 35,23,9,"Sebastian Janikowski kicks off 67 yards, returned by Shaun Draughn for 35 yards (tackle by Patrick Lee). Penalty on Allen Bailey: Offensive Holding, 10 yards",0.000,-0.380
3,5:34,1,10,KAN 10,23,9,Peyton Hillis up the middle for 2 yards (tackle by Miles Burris),-0.380,-0.630
3,4:56,2,8,KAN 12,23,9,Matt Cassel up the middle for 3 yards (tackle by Miles Burris),-0.630,-0.840
3,4:11,3,5,KAN 15,23,9,Matt Cassel pass incomplete short right intended for Dwayne Bowe,-0.840,-2.440
3,4:07,4,5,KAN 15,23,9,"Dustin Colquitt punts 57 yards, returned by Phillip Adams for 27 yards (tackle by Brandon Siler)",-2.440,-2.590
3,3:52,1,10,KAN 45,23,9,Carson Palmer pass incomplete short right intended for Darren McFadden (defended by Brandon Flowers),2.590,2.040
3,3:46,2,10,KAN 45,23,9,Darren McFadden right end for no gain (tackle by Brandon Flowers),2.040,1.360
3,3:00,3,10,KAN 45,23,9,Carson Palmer pass incomplete short right intended for Rod Streater,1.360,0.270
3,2:54,4,10,KAN 45,23,9,"Shane Lechler punts 45 yards, touchback",0.270,-0.280
3,2:46,1,10,KAN 20,23,9,"Jamaal Charles right end for 4 yards (tackle by Miles Burris). Penalty on Tony Moeaki: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,2:21,1,20,KAN 10,23,9,Matt Cassel pass complete short left to Dexter McCluster for 5 yards (tackle by Philip Wheeler),-0.760,-1.070
3,1:42,2,15,KAN 15,23,9,Matt Cassel pass complete short right to Jake O'Connell for no gain,-1.070,-1.860
3,0:56,3,15,KAN 15,23,9,Matt Cassel pass complete short left to Shaun Draughn for 7 yards (tackle by Philip Wheeler),-1.860,-1.900
3,0:17,4,8,KAN 22,23,9,"Dustin Colquitt punts 45 yards, fair catch by Phillip Adams",-1.900,-1.140
3,0:09,1,10,OAK 33,23,9,Darren McFadden left end for 1 yard (tackle by Dontari Poe),1.140,0.730
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,OAK 34,23,9,Darren McFadden left tackle for 6 yards (tackle by Derrick O. Johnson),0.730,0.830
4,14:19,3,3,OAK 40,23,9,Carson Palmer pass incomplete short right intended for Darren McFadden,0.830,-0.720
4,14:12,4,3,OAK 40,23,9,"Shane Lechler punts 41 yards, returned by Javier Arenas for 5 yards (tackle by Vic So'oto)",-0.720,-0.540
4,14:01,1,10,KAN 24,23,9,Matt Cassel pass incomplete short right intended for Shaun Draughn,0.540,0.000
4,13:58,2,10,KAN 24,23,9,Shaun Draughn up the middle for 6 yards (tackle by Rolando McClain),0.000,0.100
4,13:17,3,4,KAN 30,23,9,Matt Cassel pass incomplete short right intended for Dexter McCluster,0.100,-1.370
4,13:12,4,4,KAN 30,23,9,"Dustin Colquitt punts 52 yards, returned by Phillip Adams for 6 yards (tackle by Jake O'Connell)",-1.370,-0.540
4,13:01,1,10,OAK 24,23,9,Carson Palmer pass complete short left to Denarius Moore for 6 yards (tackle by Stanford Routt),0.540,0.810
4,12:22,2,4,OAK 30,23,9,Darren McFadden right end for 5 yards (tackle by Javier Arenas),0.810,1.270
4,11:38,1,10,OAK 35,23,9,Darren McFadden left end for 28 yards (tackle by Kendrick Lewis),1.270,3.120
4,11:04,1,10,KAN 37,23,9,Mike Goodson up the middle for 4 yards (tackle by Jovan Belcher),3.120,3.110
4,10:21,2,6,KAN 33,23,9,Mike Goodson right end for 21 yards (tackle by Travis Daniels),3.110,4.780
4,9:55,1,10,KAN 12,23,9,Mike Goodson up the middle for -2 yards (tackle by Eric Berry),4.780,3.790
4,9:12,2,12,KAN 14,23,9,Darren McFadden up the middle for -5 yards (tackle by Eric Berry and Allen Bailey),3.790,2.610
4,8:27,3,17,KAN 19,23,9,Carson Palmer pass incomplete short right intended for Rod Streater,2.610,2.180
4,8:23,4,17,KAN 19,23,9,"Sebastian Janikowski 37 yard field goal no good. Penalty on Jalil Brown: Defensive Offside, 5 yards (no play)",2.180,2.510
4,8:18,4,12,KAN 14,26,9,Sebastian Janikowski 32 yard field goal good,2.510,3.000
4,8:14,,,OAK 35,26,9,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
4,8:12,1,10,KAN 20,26,9,Matt Cassel pass complete short left to Dexter McCluster for 14 yards (tackle by Patrick Lee),0.280,1.200
4,7:46,1,10,KAN 34,26,9,Matt Cassel pass complete short right to Dexter McCluster for 11 yards (tackle by Joselio Hanson),1.200,1.930
4,7:25,1,10,KAN 45,26,9,Matt Cassel pass incomplete short left intended for Dwayne Bowe (defended by Patrick Lee),1.930,1.380
4,7:19,2,10,KAN 45,26,9,Matt Cassel up the middle for 15 yards (tackle by Patrick Lee),1.380,2.920
4,6:40,1,10,OAK 40,26,9,Matt Cassel pass complete short right to Dexter McCluster for 1 yard (tackle by Tyvon Branch),2.920,2.510
4,5:54,2,9,OAK 39,26,9,Matt Cassel pass complete short middle to Tony Moeaki for 15 yards (tackle by Philip Wheeler),2.510,3.970
4,5:09,1,10,OAK 24,26,9,Matt Cassel pass incomplete deep left intended for Jonathan Baldwin is intercepted by Patrick Lee at OAK-2 and returned for 4 yards (tackle by Tony Moeaki),3.970,0.380
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,4:58,1,10,OAK 6,26,9,Darren McFadden up the middle for 2 yards (tackle by Tyson Jackson),-0.380,-0.630
4,4:15,2,8,OAK 8,26,9,Darren McFadden up the middle for 3 yards (tackle by Dontari Poe),-0.630,-0.840
4,3:28,3,5,OAK 11,26,9,Darren McFadden right end for -2 yards (tackle by Justin Houston),-0.840,0.000
4,3:18,,,,26,9,Timeout #1 by Kansas City Chiefs,0.000,-2.490
4,3:18,4,7,OAK 9,26,9,"Shane Lechler punts 37 yards, returned by Javier Arenas for 14 yards (tackle by Jon Condo)",-2.490,-3.450
4,3:09,1,10,OAK 32,26,9,Matt Cassel pass complete short left to Dwayne Bowe for 12 yards (tackle by Philip Wheeler),3.450,4.240
4,2:37,1,10,OAK 20,26,9,"Matt Cassel pass incomplete short left intended for Jamaal Charles. Penalty on Richard Seymour: Roughing the Passer, 10 yards (no play)",4.240,4.910
4,2:32,1,10,OAK 10,26,15,"Matt Cassel pass complete short right to Dexter McCluster for 10 yards, touchdown",4.910,7.000
4,2:32,,,OAK 2,26,16,Ryan Succop kicks extra point good,0.000,0.000
4,2:27,,,KAN 35,26,16,"Ryan Succop kicks onside 17 yards. Penalty on Justin Houston: Offside on Free Kick (Offsetting), Penalty on Tyvon Branch: Illegal Bat (Offsetting) (no play)",0.000,0.000
4,2:27,,,KAN 35,26,16,"Ryan Succop kicks onside 10 yards, recovered by Rod Streater",0.000,2.590
4,2:26,1,10,KAN 45,26,16,Darren McFadden left tackle for 2 yards (tackle by Tyson Jackson),2.590,0.000
4,2:22,,,,26,16,Timeout #2 by Kansas City Chiefs,0.000,2.310
4,2:21,2,8,KAN 43,26,16,Darren McFadden left end for 21 yards (tackle by Kendrick Lewis),2.310,0.000
4,2:10,,,,26,16,Timeout #3 by Kansas City Chiefs,0.000,4.110
4,2:10,1,10,KAN 22,26,16,Darren McFadden right tackle for 2 yards (tackle by Eric Berry),4.110,3.830
4,2:00,2,8,KAN 20,26,16,Darren McFadden up the middle for 4 yards (tackle by Tyson Jackson),3.830,3.740
4,1:14,3,4,KAN 16,26,16,Darren McFadden up the middle for 7 yards (tackle by Derrick O. Johnson),3.740,5.140
4,0:26,1,9,KAN 9,26,16,Carson Palmer kneels for -1 yards,5.140,4.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
