Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
1,2:09,4,3,OAK 10,0,2,"Shane Lechler punts 53 yards, returned by Jim Leonhard for 46 yards (tackle by Luke Lawton)",-2.490,-4.440
1,1:55,1,10,OAK 17,0,2,Willis McGahee right end for 1 yard (tackle by Jay Richardson),4.440,4.000
1,1:14,2,9,OAK 16,0,2,Troy Smith right end for 8 yards (tackle by Ricky Brown),4.000,4.800
1,0:34,3,1,OAK 8,0,2,Willis McGahee right tackle for 4 yards (tackle by Kirk Morrison),4.800,6.280
Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,4,OAK 4,0,2,Willis McGahee right tackle for 3 yards (tackle by DeAngelo Hall),6.280,5.910
2,14:31,2,1,OAK 1,0,8,"Willis McGahee right tackle for 1 yard, touchdown",5.910,7.000
2,,,,OAK 2,0,9,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,0,9,"Matt Stover kicks off 69 yards, returned by Johnnie Lee Higgins for 19 yards (tackle by Corey Ivy)",0.000,0.280
2,14:21,1,10,OAK 20,0,9,JaMarcus Russell pass incomplete short middle intended for Justin Griffith. Penalty on Jake Grove: Ineligible Downfield Pass (Declined),0.280,-0.270
2,14:16,2,10,OAK 20,0,9,JaMarcus Russell pass complete short right to Javon Walker for 15 yards (tackle by Frank Walker),-0.270,1.270
2,13:39,1,10,OAK 35,0,9,JaMarcus Russell pass complete short left to Michael Bush for 9 yards (tackle by Jim Leonhard),1.270,1.940
2,12:59,2,1,OAK 44,0,9,Justin Fargas up the middle for no gain (tackle by Brandon McKinney),1.940,1.220
2,12:25,3,1,OAK 44,0,9,Justin Griffith right tackle for 2 yards (tackle by Trevor Pryce and Ed Reed),1.220,1.990
2,11:44,1,10,OAK 46,0,9,JaMarcus Russell pass incomplete deep right intended for Johnnie Lee Higgins is intercepted by Frank Walker at BAL-3,1.990,0.380
2,11:35,1,10,BAL 3,0,9,"Penalty on Jared Gaither: False Start, 1 yards (no play)",-0.380,-0.420
2,11:35,1,11,BAL 2,0,9,"Penalty on Le'Ron McClain: False Start, 1 yards (no play)",-0.420,-0.460
2,11:35,1,12,BAL 1,0,9,Le'Ron McClain up the middle for 4 yards (tackle by Gibril Wilson),-0.460,-0.630
2,10:59,2,8,BAL 5,0,9,Willis McGahee left guard for 7 yards (tackle by Jay Richardson and Hiram Eugene),-0.630,-0.370
2,10:25,3,1,BAL 12,0,9,Willis McGahee right guard for 3 yards (tackle by Kirk Morrison),-0.370,-0.220
2,9:52,1,10,BAL 15,0,9,Joe Flacco pass complete short right to Le'Ron McClain for 1 yard (tackle by Thomas Howard),-0.220,-0.580
2,9:05,2,9,BAL 16,0,9,Joe Flacco pass incomplete short right intended for Derrick Mason (defended by DeAngelo Hall),-0.580,-1.250
2,9:02,3,9,BAL 16,0,9,Ray Rice left guard for 9 yards (tackle by Kirk Morrison and Tommy Kelly),-1.250,0.610
2,8:20,1,10,BAL 25,0,9,Ray Rice left tackle for 5 yards (tackle by Gerard Warren),0.610,0.740
2,7:44,2,5,BAL 30,0,9,Joe Flacco pass incomplete deep right intended for Derrick Mason,0.740,0.040
2,7:37,3,5,BAL 30,0,15,"Joe Flacco pass complete deep left to Demetrius Williams for 70 yards, touchdown",0.040,7.000
2,,,,OAK 2,0,16,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,,,"Matt Stover kicks off 68 yards, returned by Johnnie Lee Higgins for no gain",,
2,7:25,1,10,OAK 2,0,16,Justin Fargas left tackle for 1 yard (tackle by Haloti Ngata and Bart Scott),-0.380,-0.710
2,6:50,2,9,OAK 3,0,16,Justin Fargas right guard for 1 yard (tackle by Trevor Pryce),-0.710,-1.190
2,6:10,3,8,OAK 4,0,16,JaMarcus Russell pass complete short right to Chaz Schilens for 7 yards (tackle by Corey Ivy),-1.190,-2.490
2,5:29,4,1,OAK 11,0,16,"Shane Lechler punts 59 yards, returned by Jim Leonhard for 22 yards (tackle by Luke Lawton). Penalty on Edgar Jones: Offensive Holding, 10 yards",-2.490,-0.280
2,5:19,1,10,BAL 20,0,16,Willis McGahee left tackle for 4 yards (tackle by Ricky Brown),0.280,0.270
2,4:40,2,6,BAL 24,0,16,"Joe Flacco pass complete deep left to Derrick Mason for 32 yards (tackle by DeAngelo Hall). Penalty on Chris Chester: Offensive Holding, 10 yards (no play)",0.270,-1.180
2,4:14,2,16,BAL 14,0,16,Willis McGahee up the middle for 4 yards (tackle by Kirk Morrison),-1.180,-1.330
2,3:32,3,12,BAL 18,0,16,Joe Flacco pass complete short middle to Ray Rice for 14 yards (tackle by Michael Huff),-1.330,1.070
2,2:50,1,10,BAL 32,0,16,Willis McGahee left end for 4 yards (tackle by DeAngelo Hall),1.070,1.070
2,2:08,2,6,BAL 36,0,16,Ray Rice left guard for 8 yards (tackle by Kirk Morrison and Ricky Brown),1.070,1.860
2,2:00,1,10,BAL 44,0,16,"Troy Smith right end for 2 yards, lateral to Ray Rice for 19 yards (tackle by Hiram Eugene)",1.860,3.250
2,1:54,1,10,OAK 35,0,16,Ray Rice left tackle for 12 yards (tackle by Hiram Eugene),3.250,4.040
2,1:27,1,10,OAK 23,0,16,Willis McGahee left tackle for 2 yards (tackle by Kirk Morrison),4.040,3.770
2,1:07,2,8,OAK 21,0,16,Joe Flacco pass incomplete deep right intended for Mark Clayton (defended by DeAngelo Hall),3.770,3.070
2,1:01,3,8,OAK 21,0,16,Joe Flacco pass complete short right to Willis McGahee for 2 yards (tackle by Kirk Morrison),3.070,2.210
2,0:15,,,,0,16,Timeout #3 by Baltimore Ravens,0.000,2.210
2,0:15,4,6,OAK 19,0,19,Matt Stover 38 yard field goal good,2.210,3.000
2,,,,BAL 30,0,19,"Matt Stover kicks off 63 yards, returned by Johnnie Lee Higgins for 25 yards (tackle by Jameel McClain)",0.000,1.070
2,0:02,1,10,OAK 32,0,19,Michael Bush left guard for 2 yards (tackle by Nick Greisen and Terrell Suggs),1.070,0.800
Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,0,19,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,0,19,Le'Ron McClain right guard for 2 yards (tackle by Kirk Morrison and Ricky Brown),0.280,0.000
3,14:33,2,8,BAL 22,0,19,Willis McGahee up the middle for no gain (tackle by Tommy Kelly and Gerard Warren),0.000,-0.690
3,13:55,3,8,BAL 22,0,19,Joe Flacco for 13 yards (tackle by Thomas Howard),-0.690,1.270
3,13:26,1,10,BAL 35,0,19,Mark Clayton left end for 2 yards (tackle by Kalimba Edwards),1.270,0.990
3,12:41,2,8,BAL 37,0,19,Ray Rice right tackle for 3 yards (tackle by Jay Richardson and Gibril Wilson),0.990,0.700
3,12:03,3,5,BAL 40,0,19,Joe Flacco pass incomplete short left intended for Demetrius Williams,0.700,-0.720
3,11:58,4,5,BAL 40,0,19,"Sam Koch punts 33 yards, returned by Johnnie Lee Higgins for 4 yards (tackle by Nick Greisen)",-0.720,-1.000
3,11:51,1,10,OAK 31,0,19,JaMarcus Russell pass incomplete short middle intended for Zach Miller (defended by Ray Lewis),1.000,0.460
3,11:47,2,10,OAK 31,0,19,JaMarcus Russell pass complete deep middle to Chaz Schilens for 60 yards (tackle by Jim Leonhard),0.460,5.140
3,11:02,1,9,BAL 9,0,19,Justin Fargas left tackle for 6 yards (tackle by Ray Lewis),5.140,5.530
3,10:26,2,3,BAL 3,0,19,JaMarcus Russell pass incomplete short right intended for Ashley Lelie,5.530,4.720
3,10:21,3,3,BAL 3,0,19,JaMarcus Russell pass incomplete short left intended for Ashley Lelie,4.720,3.040
3,10:21,4,3,BAL 3,3,19,Sebastian Janikowski 22 yard field goal good,3.040,3.000
3,,,,OAK 30,3,19,"Sebastian Janikowski kicks off 69 yards, returned by Ray Rice for 26 yards (tackle by Trevor Scott)",0.000,0.740
3,10:08,1,10,BAL 27,3,19,Willis McGahee right guard for 8 yards (tackle by Thomas Howard),0.740,1.280
3,9:32,2,2,BAL 35,3,19,Le'Ron McClain left guard for 3 yards (tackle by Terdell Sands),1.280,1.470
3,8:50,1,10,BAL 38,3,19,"Willis McGahee left tackle for 22 yards (tackle by Hiram Eugene). Penalty on Jared Gaither: Offensive Holding, 10 yards (no play)",1.470,0.810
3,8:15,1,20,BAL 28,3,19,Willis McGahee right guard for 3 yards (tackle by Hiram Eugene),0.810,-0.020
3,7:34,2,17,BAL 31,3,19,Joe Flacco pass complete short left to Willis McGahee for -3 yards (tackle by Thomas Howard),-0.020,-1.090
3,6:48,3,20,BAL 28,3,19,Joe Flacco pass complete short left to Ray Rice for 21 yards (tackle by Thomas Howard),-1.090,2.190
3,6:17,,,,3,19,Timeout #1 by Baltimore Ravens,0.000,2.190
3,6:17,1,10,BAL 49,3,19,Ray Rice left tackle for 2 yards (tackle by Thomas Howard),2.190,1.920
3,5:37,2,8,OAK 49,3,19,Troy Smith pass complete deep left to Joe Flacco for 43 yards (tackle by Ricky Brown),1.920,5.830
3,4:57,1,6,OAK 6,3,19,Willis McGahee left end for 3 yards (tackle by DeAngelo Hall),5.830,5.530
3,4:28,2,3,OAK 3,3,19,"Willis McGahee up the middle for 3 yards. Penalty on Chris Chester: Offensive Holding, 10 yards (no play)",5.530,3.720
3,4:25,2,13,OAK 13,3,19,Willis McGahee left guard for no gain (tackle by Kirk Morrison). Penalty on Willie Anderson: Illegal Formation (Declined),3.720,3.060
3,4:03,3,13,OAK 13,3,19,Joe Flacco pass complete short middle to Ray Rice for 2 yards (tackle by Thomas Howard),3.060,2.700
3,3:22,4,11,OAK 11,3,22,Matt Stover 30 yard field goal good,2.700,3.000
3,,,,BAL 30,3,22,"Matt Stover kicks off 64 yards, returned by Johnnie Lee Higgins for 25 yards (tackle by Haruki Nakamura)",0.000,1.000
3,3:12,1,10,OAK 31,3,22,JaMarcus Russell pass complete deep right to Zach Miller for 31 yards (tackle by Ed Reed),1.000,3.050
3,2:34,1,10,BAL 38,3,22,JaMarcus Russell pass incomplete short middle intended for Zach Miller,3.050,2.510
3,2:29,2,10,BAL 38,3,22,JaMarcus Russell pass complete short left to Chaz Schilens for 9 yards (tackle by Ray Lewis),2.510,3.010
3,1:50,3,1,BAL 29,3,22,JaMarcus Russell pass complete deep left to Zach Miller for 25 yards (tackle by Fabian Washington),3.010,6.280
3,1:09,1,4,BAL 4,3,22,Michael Bush right tackle for 2 yards (tackle by Marques Douglas),6.280,5.720
3,0:39,2,2,BAL 2,9,22,"JaMarcus Russell pass complete short right to Justin Griffith for 2 yards, touchdown",5.720,7.000
,,,,,,,"OAK challenged the runner broke the plane ruling, and the original play was overturned.",,
3,,,,BAL 2,10,22,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,10,22,"Sebastian Janikowski kicks off 70 yards, returned by Ray Rice for 28 yards (tackle by Tony Stewart)",0.000,0.810
3,0:30,1,10,BAL 28,10,22,Joe Flacco pass complete short right to Daniel Wilcox for 8 yards (tackle by Ricky Brown),0.810,1.340
Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,BAL 36,10,22,Le'Ron McClain right guard for 1 yard (tackle by Jay Richardson),1.340,0.760
4,14:06,3,1,BAL 37,10,22,Willis McGahee right guard for 2 yards (tackle by Nnamdi Asomugha and Jay Richardson),0.760,1.530
4,13:57,1,10,BAL 39,10,22,Le'Ron McClain left guard for 3 yards (tackle by Kalimba Edwards and Tommy Kelly),1.530,1.390
4,13:20,2,7,BAL 42,10,22,Joe Flacco pass complete short right to Todd Heap for 11 yards (tackle by Gibril Wilson),1.390,2.460
4,12:47,1,10,OAK 47,10,22,Willis McGahee left guard for no gain (tackle by Terdell Sands and Ricky Brown),2.460,1.910
4,12:08,2,10,OAK 47,10,22,Ray Rice left tackle for 2 yards (tackle by Terdell Sands and Kalimba Edwards),1.910,1.490
4,11:24,3,8,OAK 45,10,22,Joe Flacco pass incomplete short middle intended for Derrick Mason (defended by Stanford Routt),1.490,0.270
4,11:21,4,8,OAK 45,10,22,"Sam Koch punts 35 yards, returned by Johnnie Lee Higgins for 1 yard (tackle by Jameel McClain)",0.270,0.370
4,11:11,1,10,OAK 11,10,22,JaMarcus Russell pass incomplete short right intended for Zach Miller (defended by Bart Scott),-0.370,-0.780
4,11:06,2,10,OAK 11,10,22,Michael Bush right tackle for 2 yards (tackle by Jarret Johnson),-0.780,-1.190
4,10:26,3,8,OAK 13,10,22,JaMarcus Russell pass complete short right to Johnnie Lee Higgins for 7 yards (tackle by Corey Ivy),-1.190,-2.030
4,9:41,4,1,OAK 20,10,22,Shane Lechler punts 41 yards,-2.030,-1.530
4,9:31,1,10,BAL 39,10,22,Willis McGahee right guard for 3 yards (tackle by Kirk Morrison and Hiram Eugene),1.530,1.390
4,8:53,2,7,BAL 42,10,22,"Willis McGahee left tackle for no gain (tackle by Gibril Wilson). Willis McGahee fumbles (forced by Gibril Wilson), recovered by DeAngelo Hall at BAL-43 (tackle by Le'Ron McClain)",1.390,-2.720
4,8:44,1,10,BAL 43,10,22,JaMarcus Russell for 13 yards (tackle by Ray Lewis),2.720,3.580
4,8:16,1,10,BAL 30,10,22,Michael Bush right tackle for 2 yards (tackle by Justin Bannan),3.580,3.300
4,7:38,2,8,BAL 28,10,22,JaMarcus Russell pass incomplete deep middle intended for Chaz Schilens,3.300,2.610
4,7:32,3,8,BAL 28,10,22,"Penalty on JaMarcus Russell: Delay of Game, 5 yards (no play)",2.610,1.950
4,7:32,3,13,BAL 33,10,22,JaMarcus Russell sacked by Haloti Ngata for -8 yards,1.950,0.530
4,6:54,,,,10,22,Timeout #1 by Oakland Raiders,0.000,0.530
4,6:54,4,21,BAL 41,10,22,JaMarcus Russell pass incomplete deep left intended for Ashley Lelie,0.530,-1.660
4,6:46,1,10,BAL 41,10,22,Joe Flacco pass incomplete deep middle intended for Todd Heap (defended by Hiram Eugene),1.660,1.120
4,6:39,2,10,BAL 41,10,22,Ray Rice right tackle for 4 yards (tackle by Hiram Eugene and Terdell Sands),1.120,0.960
4,6:00,3,6,BAL 45,10,22,Joe Flacco pass complete short right to Daniel Wilcox for 5 yards (tackle by Gibril Wilson),0.960,-0.060
4,5:11,4,1,BAL 50,10,22,"Sam Koch punts 50 yards, touchback",-0.060,-0.280
4,5:03,1,10,OAK 20,10,22,JaMarcus Russell pass incomplete deep left intended for Chaz Schilens (defended by Fabian Washington),0.280,-0.270
4,4:55,2,10,OAK 20,10,22,JaMarcus Russell pass incomplete short right intended for Tony Stewart,-0.270,-0.960
4,4:50,3,10,OAK 20,10,22,JaMarcus Russell pass incomplete short middle intended for Ashley Lelie,-0.960,-2.030
4,4:46,4,10,OAK 20,10,22,JaMarcus Russell sacked by Jarret Johnson for -10 yards,-2.030,-4.910
4,4:39,1,10,OAK 10,10,22,Willis McGahee left tackle for -1 yards (tackle by Kalimba Edwards),4.910,4.020
4,3:57,2,11,OAK 11,10,22,Willis McGahee right tackle for 4 yards (tackle by Gibril Wilson and Ricky Brown),4.020,3.810
4,3:45,,,,10,22,Timeout #2 by Oakland Raiders,0.000,3.810
4,3:45,3,7,OAK 7,10,22,"Joe Flacco pass complete short left to Ray Rice for 7 yards. Penalty on Jared Gaither: Ineligible Downfield Pass, 5 yards (no play)",3.810,3.100
4,3:41,3,12,OAK 12,10,28,"Joe Flacco right end for 12 yards, touchdown",3.100,7.000
4,,,,OAK 2,10,29,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,10,29,"Matt Stover kicks off 67 yards, returned by Johnnie Lee Higgins for 25 yards (tackle by Edgar Jones)",0.000,0.810
4,3:28,,,,10,29,Timeout #2 by Baltimore Ravens,0.000,0.810
4,3:28,1,10,OAK 28,10,29,JaMarcus Russell pass complete short left to Javon Walker for 13 yards (tackle by Fabian Washington),0.810,1.660
4,3:24,1,10,OAK 41,10,29,JaMarcus Russell pass incomplete short right intended for Ronald Curry,1.660,1.120
4,3:20,2,10,OAK 41,10,29,JaMarcus Russell pass complete deep middle to Ashley Lelie for 23 yards (tackle by Ed Reed),1.120,3.180
4,2:52,1,10,BAL 36,10,29,JaMarcus Russell pass incomplete short right intended for Michael Bush (defended by Jarret Johnson),3.180,2.640
4,2:48,2,10,BAL 36,10,29,JaMarcus Russell pass incomplete short left intended for Javon Walker,2.640,1.950
4,2:44,3,10,BAL 36,10,29,JaMarcus Russell pass complete short middle to Ronald Curry for 7 yards (tackle by Corey Ivy),1.950,1.580
4,2:14,4,3,BAL 29,10,29,JaMarcus Russell pass complete short middle to Johnnie Lee Higgins for 9 yards (tackle by Corey Ivy),1.580,4.240
4,2:00,1,10,BAL 20,10,29,JaMarcus Russell pass complete short right to Ronald Curry for 6 yards (tackle by Corey Ivy),4.240,4.640
4,1:21,2,4,BAL 14,10,29,JaMarcus Russell pass incomplete short left intended for Javon Walker (defended by Ed Reed),4.640,3.890
4,1:19,3,4,BAL 14,10,29,JaMarcus Russell pass incomplete short left intended for Ashley Lelie (defended by Fabian Washington),3.890,2.580
4,1:16,4,4,BAL 14,10,29,JaMarcus Russell pass incomplete short middle intended for Ronald Curry,2.580,0.220
4,1:07,1,10,BAL 15,10,29,Joe Flacco kneels for -1 yards,-0.220,-0.820
4,0:38,2,11,BAL 14,10,29,Joe Flacco kneels for -1 yards,-0.820,-1.640
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
