Quarter,Time,Down,ToGo,Location,TEN,SEA,Detail,EPB,EPA
2,15:00,2,8,TEN 22,3,0,Chris Johnson left tackle for 5 yards (tackle by Kam Chancellor),0.000,-0.030
2,14:23,3,3,TEN 27,3,0,Ryan Fitzpatrick for 4 yards,-0.030,1.000
2,13:52,1,10,TEN 31,3,0,Chris Johnson right tackle for 2 yards (tackle by Malcolm Smith),1.000,0.730
2,13:11,2,8,TEN 33,3,0,Ryan Fitzpatrick pass complete short left to Damian Williams for 5 yards (tackle by Malcolm Smith),0.730,0.700
2,12:28,3,3,TEN 38,3,0,Ryan Fitzpatrick pass complete short left to Kendall Wright for 10 yards (tackle by Byron Maxwell),0.700,2.130
2,11:52,1,10,TEN 48,3,0,Chris Johnson right tackle for 1 yard (tackle by K.J. Wright),2.130,1.720
2,11:17,2,9,TEN 49,3,0,"Penalty on Andy Levitre: False Start, 5 yards (no play)",1.720,1.040
2,10:51,2,14,TEN 44,3,0,Ryan Fitzpatrick sacked by Jordan Hill and Chris Clemons for -5 yards,1.040,-0.290
2,10:14,3,19,TEN 39,3,0,Ryan Fitzpatrick pass complete short left to Chris Johnson for 5 yards (tackle by K.J. Wright and Walter Thurmond),-0.290,-0.460
2,9:35,4,14,TEN 44,3,0,"Brett Kern punts 41 yards, returned by Golden Tate for 11 yards (tackle by Zach Brown)",-0.460,-0.670
2,9:23,1,10,SEA 26,3,0,Russell Wilson pass complete short right to Golden Tate for 12 yards (tackle by Coty Sensabaugh),0.670,1.470
2,8:41,1,10,SEA 38,3,0,Russell Wilson pass complete short middle to Marshawn Lynch for 8 yards (tackle by Zach Brown),1.470,2.000
2,7:59,2,2,SEA 46,3,0,Marshawn Lynch left guard for -2 yards (tackle by Ropati Pitoitua and Lavar Edwards),2.000,1.020
2,7:17,3,4,SEA 44,3,0,Russell Wilson for 12 yards,1.020,2.650
2,6:45,1,10,TEN 44,3,0,Russell Wilson pass complete short right to Golden Tate for 8 yards (tackle by Jason McCourty),2.650,3.190
2,6:25,2,2,TEN 36,3,0,Russell Wilson pass incomplete short middle intended for Marshawn Lynch,3.190,2.480
2,6:20,3,2,TEN 36,3,0,Marshawn Lynch right tackle for 6 yards (tackle by Moise Fokou),2.480,3.580
2,5:39,1,10,TEN 30,3,0,Russell Wilson pass complete short middle to Doug Baldwin for 28 yards (tackle by Michael Griffin),3.580,6.740
2,4:54,1,2,TEN 2,3,0,Russell Wilson pass complete short right to Jermaine Kearse for -1 yards (tackle by Jason McCourty and Bernard Pollard),6.740,5.530
2,4:13,2,3,TEN 3,3,0,Marshawn Lynch left tackle for 2 yards (tackle by Moise Fokou and Michael Griffin),5.530,5.170
2,3:28,3,1,TEN 1,3,0,Russell Wilson sacked by Bernard Pollard and Moise Fokou for 0 yards,5.170,3.550
2,2:46,4,1,TEN 1,3,6,"Marshawn Lynch left guard for 1 yard, touchdown",3.550,7.000
2,2:46,,,TEN 2,3,7,Steven Hauschka kicks extra point good,0.000,0.000
2,2:46,,,SEA 35,3,7,"Steven Hauschka kicks off 70 yards, returned by Darius Reynaud for 40 yards (tackle by Derrick Coleman)",0.000,-1.270
2,2:33,1,10,TEN 35,3,7,Ryan Fitzpatrick pass incomplete short right intended for Kendall Wright (defended by Walter Thurmond),1.270,0.720
2,2:27,2,10,TEN 35,3,7,Chris Johnson left tackle for 7 yards (tackle by Chris Clemons),0.720,0.960
2,2:00,3,3,TEN 42,3,7,Ryan Fitzpatrick pass complete short middle to Damian Williams for 17 yards (tackle by Byron Maxwell),0.960,2.850
2,1:38,1,10,SEA 41,3,7,Ryan Fitzpatrick pass complete short right to Delanie Walker for 6 yards (tackle by K.J. Wright and Walter Thurmond),2.850,3.120
2,1:16,2,4,SEA 35,3,7,Ryan Fitzpatrick pass incomplete short left intended for Damian Williams (defended by Walter Thurmond),3.120,3.120
2,1:12,2,4,SEA 35,3,7,Timeout #1 by Seattle Seahawks,3.120,2.410
2,1:12,3,4,SEA 35,3,7,"Penalty on Andy Levitre: False Start, 5 yards (no play)",2.410,1.750
2,1:12,3,9,SEA 40,3,7,Ryan Fitzpatrick sacked by Michael Bennett for -8 yards,1.750,1.750
2,1:01,3,9,SEA 40,3,7,Timeout #2 by Seattle Seahawks,1.750,0.070
2,1:01,4,17,SEA 48,3,7,"Brett Kern for no gain. Brett Kern fumbles, recovered by Brett Kern at TEN-38",0.070,-3.050
2,0:54,1,10,TEN 38,3,7,Russell Wilson pass incomplete short right intended for Sidney Rice,3.050,3.050
2,0:51,1,10,TEN 38,3,7,Timeout #1 by Tennessee Titans,3.050,2.510
2,0:51,2,10,TEN 38,3,7,Russell Wilson pass complete short left to Robert Turbin for 19 yards (tackle by Bernard Pollard),2.510,4.310
2,0:27,1,10,TEN 19,3,7,"Penalty on James Carpenter: False Start, 5 yards (no play)",4.310,4.310
2,0:26,1,10,TEN 19,3,7,Timeout #3 by Seattle Seahawks,4.310,3.970
2,0:26,1,15,TEN 24,3,7,"Russell Wilson pass complete short right to Doug Baldwin for 7 yards (tackle by Jason McCourty). Penalty on Jason McCourty: Face Mask (15 Yards), 9 yards",3.970,5.370
2,0:20,1,8,TEN 8,3,7,Russell Wilson pass complete short right to Robert Turbin for 4 yards (tackle by Bernard Pollard),5.370,5.340
2,0:02,2,4,TEN 4,3,7,Russell Wilson spiked the ball,5.340,4.490
2,0:02,3,4,TEN 4,9,7,"Chris Maragos for no gain. Chris Maragos fumbles (forced by Michael Griffin), recovered by Jason McCourty at TEN-23 and returned for 77 yards, touchdown",4.490,-7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:00,,,SEA 2,10,7,Rob Bironas kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,TEN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,10,7,"Rob Bironas kicks off 71 yards, returned by Jermaine Kearse for 29 yards (tackle by Kamerion Wimbley)",0.000,-0.480
3,14:53,1,10,SEA 23,10,7,Russell Wilson pass complete short right to Golden Tate for 5 yards (tackle by Jason McCourty),0.480,0.610
3,14:14,2,5,SEA 28,10,7,Russell Wilson pass incomplete short right intended for Kellen Davis,0.610,-0.100
3,14:06,3,5,SEA 28,10,7,Russell Wilson left end for 6 yards (tackle by Zach Brown),-0.100,1.200
3,13:23,1,10,SEA 34,10,7,Marshawn Lynch right tackle for 7 yards (tackle by Jurrell Casey and Bernard Pollard),1.200,1.600
3,12:47,2,3,SEA 41,10,7,Russell Wilson pass complete short left to Golden Tate for -3 yards (tackle by Coty Sensabaugh),1.600,0.500
3,12:13,3,6,SEA 38,10,7,"Russell Wilson pass incomplete short left intended for Sidney Rice. Penalty on Alterraun Verner: Defensive Holding, 5 yards (no play)",0.500,1.800
3,12:07,1,10,SEA 43,10,7,"Russell Wilson pass complete short right to Sidney Rice for 11 yards (tackle by Moise Fokou). Sidney Rice fumbles (forced by Moise Fokou), recovered by Michael Griffin at TEN-46. Penalty on Michael Bowie: Unnecessary Roughness, 15 yards",1.800,-2.980
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,11:55,1,10,SEA 39,10,7,Ryan Fitzpatrick pass incomplete short right intended for Kendall Wright,2.980,2.440
3,11:50,2,10,SEA 39,10,7,Chris Johnson right tackle for 2 yards (tackle by Brandon Mebane),2.440,2.020
3,11:09,3,8,SEA 37,10,7,Ryan Fitzpatrick pass incomplete short left intended for Kendall Wright,2.020,0.790
3,11:04,4,8,SEA 37,10,7,Brett Kern punts 25 yards,0.790,0.350
3,10:53,1,10,SEA 12,10,7,"Russell Wilson pass complete short right to Derrick Coleman for 6 yards (tackle by Jason McCourty). Derrick Coleman fumbles (forced by Jason McCourty), ball out of bounds at SEA-18",-0.350,-0.070
3,10:26,2,4,SEA 18,10,7,Marshawn Lynch left guard for 13 yards (tackle by Michael Griffin),-0.070,1.000
3,9:50,1,10,SEA 31,10,7,Marshawn Lynch right tackle for 4 yards (tackle by Bernard Pollard),1.000,1.000
3,9:08,2,6,SEA 35,10,7,Russell Wilson pass complete short left to Luke Willson for 3 yards (tackle by Alterraun Verner),1.000,0.700
3,8:30,3,3,SEA 38,10,7,Russell Wilson pass complete short right to Doug Baldwin for 4 yards (tackle by Jason McCourty),0.700,1.730
3,7:52,1,10,SEA 42,10,7,Russell Wilson right end for 23 yards (tackle by Bernard Pollard),1.730,3.250
3,6:57,1,10,TEN 35,10,7,"Penalty on James Carpenter: False Start, 5 yards (no play)",3.250,2.920
3,6:33,1,15,TEN 40,10,7,Russell Wilson pass complete short right to Jermaine Kearse for 11 yards (tackle by George Wilson),2.920,3.510
3,6:07,2,4,TEN 29,10,7,Russell Wilson pass complete short right to Jermaine Kearse for 7 yards (tackle by Moise Fokou),3.510,4.110
3,5:34,1,10,TEN 22,10,7,Russell Wilson pass incomplete short right intended for Sidney Rice (defended by Derrick Morgan),4.110,3.560
3,5:30,2,10,TEN 22,10,7,Marshawn Lynch left tackle for no gain (tackle by Karl Klug),3.560,2.870
3,4:50,3,10,TEN 22,10,7,Russell Wilson pass complete short right to Doug Baldwin for 9 yards (tackle by Bernard Pollard),2.870,2.720
3,4:31,4,1,TEN 13,10,10,Steven Hauschka 31 yard field goal good,2.720,3.000
3,4:31,,,SEA 35,10,10,"Steven Hauschka kicks off 69 yards, returned by Darius Reynaud for 25 yards (tackle by Mike Morgan)",0.000,-0.340
3,4:21,1,10,TEN 21,10,10,Chris Johnson right tackle for 8 yards (tackle by Earl Thomas and K.J. Wright),0.340,0.880
3,3:47,2,2,TEN 29,10,10,"Chris Johnson left end for 4 yards (tackle by Malcolm Smith and Tony McDaniel). Penalty on Earl Thomas: Unnecessary Roughness, 15 yards",0.880,2.130
3,3:17,1,10,TEN 48,10,10,Chris Johnson up the middle for 5 yards (tackle by Red Bryant and Kam Chancellor),2.130,2.260
3,2:38,2,5,SEA 47,10,10,"Ryan Fitzpatrick pass incomplete short middle intended for Nate Washington (defended by K.J. Wright). Penalty on Robert Turner: Offensive Holding, 10 yards (no play)",2.260,0.910
3,2:32,2,15,TEN 43,10,10,Ryan Fitzpatrick pass complete short right to Chris Johnson for 14 yards (tackle by Richard Sherman),0.910,2.080
3,1:41,3,1,SEA 43,10,10,Darius Reynaud left tackle for no gain (tackle by Tony McDaniel and K.J. Wright),2.080,0.400
3,0:32,4,1,SEA 43,10,10,"Penalty on Brett Kern: Delay of Game, 5 yards (no play)",0.400,0.070
3,0:03,4,6,SEA 48,10,10,"Brett Kern punts 28 yards, fair catch by Golden Tate",0.070,-0.280
Quarter,Time,Down,ToGo,Location,TEN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 20,10,10,Russell Wilson pass complete short left to Marshawn Lynch for 55 yards (tackle by Alterraun Verner and Jurrell Casey),0.280,3.910
4,14:09,1,10,TEN 25,10,10,Robert Turbin right end for 13 yards (tackle by Michael Griffin),3.910,4.780
4,13:33,1,10,TEN 12,10,10,Marshawn Lynch right end for 10 yards (tackle by Mike Martin),4.780,6.740
4,13:05,1,2,TEN 2,10,10,"Marshawn Lynch left guard for -7 yards (tackle by Moise Fokou). Marshawn Lynch fumbles (forced by Moise Fokou), recovered by Russell Wilson at TEN-11",6.740,4.020
4,12:42,2,11,TEN 11,10,10,Russell Wilson sacked by Ropati Pitoitua for -4 yards,4.020,2.930
4,12:12,3,15,TEN 15,10,10,Russell Wilson left end for 4 yards (tackle by Zach Brown),2.930,2.700
4,11:26,4,11,TEN 11,10,13,Steven Hauschka 29 yard field goal good,2.700,3.000
4,11:26,,,SEA 35,10,13,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,11:23,1,10,TEN 20,10,13,Ryan Fitzpatrick pass incomplete deep right intended for Nate Washington is intercepted by Richard Sherman at SEA-41,0.280,-1.660
4,11:15,1,10,SEA 41,10,13,Russell Wilson pass complete short left to Golden Tate for 11 yards (tackle by Zach Brown and Michael Griffin),1.660,2.390
4,10:33,1,10,TEN 48,10,13,Marshawn Lynch left tackle for 6 yards (tackle by Jurrell Casey and Lavar Edwards),2.390,2.660
4,9:59,2,4,TEN 42,10,13,Marshawn Lynch left tackle for no gain (tackle by Jurrell Casey and Mike Martin),2.660,1.950
4,9:20,3,4,TEN 42,10,13,Russell Wilson pass complete short left to Marshawn Lynch for 10 yards (tackle by Alterraun Verner),1.950,3.450
4,8:42,1,10,TEN 32,10,13,Russell Wilson for 5 yards,3.450,3.450
4,8:06,1,10,TEN 32,10,13,Timeout #1 by Seattle Seahawks,3.450,3.580
4,8:06,2,5,TEN 27,10,13,Russell Wilson pass complete deep left to Sidney Rice for 24 yards,3.580,6.510
4,7:37,1,3,TEN 3,10,19,"Marshawn Lynch up the middle for 3 yards, touchdown",6.510,7.000
4,7:37,,,TEN 2,10,20,Steven Hauschka kicks extra point good,0.000,0.000
4,7:37,,,SEA 35,10,20,"Steven Hauschka kicks off 73 yards, returned by Darius Reynaud for 31 yards (tackle by Derrick Coleman)",0.000,-0.480
4,7:33,1,10,TEN 23,10,20,Ryan Fitzpatrick pass incomplete (defended by Clinton McDonald),0.480,-0.070
,,,,,,,"SEA challenged the incomplete pass ruling, and the original play was overturned.",,
4,7:25,2,10,TEN 23,10,20,Ryan Fitzpatrick right end for 5 yards,-0.070,-0.100
4,6:46,3,5,TEN 28,10,20,Ryan Fitzpatrick pass complete short middle to Kendall Wright for 12 yards (tackle by Earl Thomas),-0.100,1.600
4,6:15,1,10,TEN 40,10,20,Ryan Fitzpatrick pass complete short middle to Delanie Walker for 6 yards (tackle by K.J. Wright),1.600,1.860
4,5:46,2,4,TEN 46,10,20,Ryan Fitzpatrick pass incomplete short right intended for Delanie Walker (defended by K.J. Wright),1.860,1.160
4,5:42,3,4,TEN 46,10,20,Ryan Fitzpatrick pass incomplete short left intended for Damian Williams,1.160,-0.320
4,5:38,4,4,TEN 46,10,20,Ryan Fitzpatrick pass complete short middle to Nate Washington for 15 yards (tackle by Earl Thomas),-0.320,2.980
4,5:11,1,10,SEA 39,10,20,Ryan Fitzpatrick pass complete short middle to Delanie Walker for 6 yards (tackle by K.J. Wright),2.980,3.250
4,4:42,2,4,SEA 33,10,20,Ryan Fitzpatrick pass complete short left to Kenny Britt for 7 yards (tackle by Brandon Browner),3.250,3.840
4,4:14,1,10,SEA 26,10,20,Ryan Fitzpatrick pass complete short right to Delanie Walker for 11 yards (tackle by Richard Sherman and Kam Chancellor),3.840,4.580
4,3:37,1,10,SEA 15,10,20,"Ryan Fitzpatrick sacked by Jordan Hill for -1 yards. Ryan Fitzpatrick fumbles, recovered by Chris Johnson at SEA-16",4.580,3.810
4,3:07,2,11,SEA 16,10,20,Ryan Fitzpatrick pass incomplete short right intended for Nate Washington,3.810,3.040
4,3:03,3,11,SEA 16,10,20,Ryan Fitzpatrick right tackle for 8 yards (tackle by Bruce Irvin),3.040,2.980
4,2:21,4,3,SEA 8,13,20,Rob Bironas 25 yard field goal good,2.980,3.000
4,2:21,,,TEN 35,13,20,"Rob Bironas kicks off 62 yards, returned by Jermaine Kearse for 40 yards (tackle by George Wilson)",0.000,-1.800
4,2:09,1,10,SEA 43,13,20,Marshawn Lynch right end for 6 yards (tackle by Jason McCourty and Bernard Pollard),1.800,1.800
4,2:02,1,10,SEA 43,13,20,Timeout #1 by Tennessee Titans,1.800,2.060
4,2:02,2,4,SEA 49,13,20,Russell Wilson pass incomplete short right intended for Luke Willson,2.060,1.350
4,1:58,3,4,SEA 49,13,20,"Russell Wilson pass incomplete deep left intended for Doug Baldwin (defended by Michael Griffin). Penalty on Lavar Edwards: Defensive Offside, 5 yards (no play)",1.350,2.520
4,1:52,1,10,TEN 46,13,20,Marshawn Lynch right tackle for 2 yards (tackle by Colin McCarthy and Zach Brown),2.520,2.520
4,1:49,1,10,TEN 46,13,20,Timeout #2 by Tennessee Titans,2.520,2.250
4,1:49,2,8,TEN 44,13,20,Marshawn Lynch right end for 10 yards (tackle by Michael Griffin and Jason McCourty),2.250,2.250
4,1:40,2,8,TEN 44,13,20,Timeout #3 by Tennessee Titans,2.250,3.310
4,1:40,1,10,TEN 34,13,20,Russell Wilson kneels for -1 yards,3.310,2.640
4,0:59,2,11,TEN 35,13,20,Russell Wilson kneels for -1 yards,2.640,1.820
4,0:19,3,12,TEN 36,13,20,Russell Wilson kneels for -1 yards,1.820,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
