Quarter,Time,Down,ToGo,Location,JAX,CHI,Detail,EPB,EPA
2,15:00,3,12,JAX 27,0,0,"Penalty on Cameron Meredith: False Start, 5 yards (no play)",2.410,1.750
2,15:00,3,17,JAX 32,0,0,Brian Hoyer pass complete short middle to Eddie Royal for 14 yards (tackle by Paul Posluszny),1.750,2.350
2,14:17,4,3,JAX 18,0,3,Connor Barth 36 yard field goal good,2.350,3.000
2,14:17,,,CHI 35,0,3,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
2,14:12,1,10,JAX 25,0,3,"Chris Ivory right guard for 3 yards (tackle by Jerrell Freeman). Penalty on Jermey Parnell: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,13:46,1,20,JAX 15,0,3,Chris Ivory left guard for 1 yard (tackle by Sam Acho),-0.410,-1.290
2,13:03,2,19,JAX 16,0,3,Blake Bortles pass complete short left to Allen Robinson for 15 yards (tackle by Danny Trevathan),-1.290,0.170
2,12:16,3,4,JAX 31,0,3,Blake Bortles pass incomplete short left intended for Julius Thomas (defended by Adrian Amos),0.170,-1.310
2,12:11,4,4,JAX 31,0,3,"Brad Nortman punts 60 yards, returned by Eddie Royal for 5 yards (tackle by Hayes Pullard)",-1.310,0.280
2,12:00,1,10,CHI 14,0,3,Jordan Howard right guard for 3 yards (tackle by Jared Odrick and Jonathan Cyprien),-0.280,-0.370
2,11:25,2,7,CHI 17,0,3,Brian Hoyer pass complete short right to Alshon Jeffery for 6 yards (tackle by Jonathan Cyprien),-0.370,-0.370
2,10:52,2,7,CHI 17,0,3,Timeout #1 by Jacksonville Jaguars,-0.370,-0.320
2,10:52,3,1,CHI 23,0,3,Paul Lasike left guard for 1 yard (tackle by Roy Miller),-0.320,0.540
2,10:03,1,10,CHI 24,0,3,Ka'Deem Carey left tackle for 6 yards (tackle by Paul Posluszny),0.540,0.810
2,9:25,2,4,CHI 30,0,3,Brian Hoyer pass incomplete short left intended for Zach Miller (defended by Jonathan Cyprien),0.810,0.100
2,9:20,3,4,CHI 30,0,3,Brian Hoyer pass complete short right to Zach Miller for 10 yards (tackle by Tashaun Gipson),0.100,1.600
2,8:41,1,10,CHI 40,0,3,Brian Hoyer pass incomplete short middle intended for Zach Miller,1.600,1.050
2,8:37,2,10,CHI 40,0,3,Jordan Howard right guard for 2 yards (tackle by Malik Jackson),1.050,0.630
2,7:57,3,8,CHI 42,0,3,Brian Hoyer pass complete short right to Alshon Jeffery for 26 yards (tackle by Jonathan Cyprien),0.630,3.450
2,7:17,1,10,JAX 32,0,3,Brian Hoyer pass incomplete deep left intended for Zach Miller,3.450,2.900
2,7:11,2,10,JAX 32,0,3,Ka'Deem Carey left tackle for 7 yards (tackle by Telvin Smith),2.900,3.140
2,6:31,3,3,JAX 25,0,3,Brian Hoyer pass complete short left to Cameron Meredith for 5 yards (tackle by Prince Amukamara),3.140,4.240
2,5:55,1,10,JAX 20,0,3,Ka'Deem Carey right guard for 3 yards (tackle by Tyson Alualu),4.240,4.120
2,5:14,2,7,JAX 17,0,3,Brian Hoyer pass incomplete short middle intended for Jordan Howard,4.120,3.360
2,5:11,3,7,JAX 17,0,3,Brian Hoyer pass complete short middle to Cameron Meredith for 16 yards (tackle by Jonathan Cyprien and Paul Posluszny),3.360,6.970
2,4:32,1,1,JAX 1,0,9,"Jordan Howard right guard for 1 yard, touchdown",6.970,7.000
2,4:32,,,JAX 1,0,10,Connor Barth kicks extra point good,0.000,0.000
2,4:32,,,CHI 35,0,10,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
2,4:29,1,10,JAX 25,0,10,T.J. Yeldon left tackle for 3 yards (tackle by Adrian Amos),0.610,0.470
2,3:52,2,7,JAX 28,0,10,Blake Bortles pass incomplete short left intended for T.J. Yeldon,0.470,-0.230
2,3:48,3,7,JAX 28,0,10,Blake Bortles pass complete short right to Marqise Lee for 11 yards (tackle by Bryce Callahan),-0.230,1.530
2,3:13,1,10,JAX 39,0,10,T.J. Yeldon right guard for 2 yards (tackle by Akiem Hicks),1.530,1.260
2,2:40,2,8,JAX 41,0,10,Blake Bortles sacked by Willie Young for -8 yards,1.260,-0.490
2,2:00,3,16,JAX 33,0,10,Blake Bortles pass incomplete deep middle intended for Allen Hurns,-0.490,-0.490
2,1:55,3,16,JAX 33,0,10,Timeout #2 by Jacksonville Jaguars,-0.490,-1.180
2,1:55,4,16,JAX 33,0,10,"Brad Nortman punts 45 yards, fair catch by Eddie Royal",-1.180,-0.410
2,1:47,1,10,CHI 22,0,10,Brian Hoyer pass incomplete short right intended for Eddie Royal,0.410,-0.130
2,1:43,2,10,CHI 22,0,10,Jordan Howard left end for 4 yards (tackle by Malik Jackson),-0.130,-0.290
2,1:02,3,6,CHI 26,0,10,Brian Hoyer pass complete short right to Alshon Jeffery for 17 yards (tackle by Jalen Ramsey),-0.290,1.800
2,0:40,1,10,CHI 43,0,10,Brian Hoyer pass incomplete short left intended for Cameron Meredith (defended by Prince Amukamara),1.800,1.250
2,0:36,2,10,CHI 43,0,10,Brian Hoyer pass complete short right to Alshon Jeffery for 11 yards,1.250,2.520
2,0:31,1,10,JAX 46,0,10,Brian Hoyer pass incomplete deep left intended for Cameron Meredith,2.520,1.980
2,0:25,2,10,JAX 46,0,10,Brian Hoyer pass incomplete short right intended for Eddie Royal,1.980,1.290
2,0:22,3,10,JAX 46,0,10,Brian Hoyer pass incomplete short right intended for Cameron Meredith,1.290,0.200
2,0:18,4,10,JAX 46,0,10,"Pat O'Donnell punts 37 yards, fair catch by Bryan Walters",0.200,0.380
2,0:11,1,10,JAX 9,0,10,Blake Bortles kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,JAX,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,0,10,"Connor Barth kicks off 69 yards, returned by Marqise Lee for 26 yards (tackle by Josh Bellamy)",0.000,0.410
3,14:54,1,10,JAX 22,0,10,Blake Bortles pass incomplete short middle intended for Allen Robinson,0.410,-0.130
3,14:49,2,10,JAX 22,0,10,T.J. Yeldon right guard for 1 yard (tackle by Mitch Unrein),-0.130,-0.690
3,14:06,3,9,JAX 23,0,10,Blake Bortles pass incomplete short middle intended for Julius Thomas,-0.690,-1.830
3,14:02,4,9,JAX 23,0,10,"Brad Nortman punts 58 yards, returned by Eddie Royal for 11 yards (tackle by Myles Jack). Penalty on Jacoby Glenn: Illegal Block Above the Waist, 10 yards",-1.830,0.380
3,13:51,1,10,CHI 9,0,10,Brian Hoyer pass complete short left to Cameron Meredith for 16 yards (tackle by Prince Amukamara),-0.380,0.610
3,13:24,1,10,CHI 25,0,10,Ka'Deem Carey left guard for 4 yards (tackle by Jared Odrick),0.610,0.600
3,12:47,2,6,CHI 29,0,10,Ka'Deem Carey left end for 3 yards (tackle by Jared Odrick),0.600,0.300
3,12:09,3,3,CHI 32,0,10,Brian Hoyer pass incomplete short left intended for Ka'Deem Carey,0.300,-1.240
3,12:05,4,3,CHI 32,0,10,"Pat O'Donnell punts 50 yards, returned by Marqise Lee for 3 yards (tackle by Josh Bellamy)",-1.240,-0.340
3,11:56,1,10,JAX 21,0,10,Chris Ivory right end for 2 yards (tackle by Willie Young),0.340,0.070
3,11:14,2,8,JAX 23,0,10,Chris Ivory right guard for 5 yards (tackle by Danny Trevathan),0.070,0.040
3,10:27,3,3,JAX 28,0,10,Blake Bortles pass incomplete short middle intended for Allen Hurns. Penalty on Julius Thomas: Offensive Pass Interference (Declined),0.040,-1.500
3,10:23,4,3,JAX 28,0,10,"Brad Nortman punts 53 yards, returned by Eddie Royal for 9 yards (tackle by Arrelious Benn)",-1.500,-0.810
3,10:10,1,10,CHI 28,0,10,Brian Hoyer pass incomplete short left intended for Alshon Jeffery,0.810,0.260
3,10:04,2,10,CHI 28,0,10,Ka'Deem Carey left guard for 3 yards (tackle by Myles Jack),0.260,-0.030
3,9:29,3,7,CHI 31,0,10,Brian Hoyer pass incomplete deep left intended for Alshon Jeffery,-0.030,-1.310
3,9:24,4,7,CHI 31,0,10,"Penalty on Denard Robinson: Neutral Zone Infraction, 5 yards (no play)",-1.310,-0.980
3,9:24,4,2,CHI 36,0,10,"Pat O'Donnell punts 49 yards, fair catch by Marqise Lee",-0.980,0.220
3,9:16,1,10,JAX 15,0,10,Chris Ivory right guard for no gain (tackle by Christian Jones),-0.220,-0.710
3,8:38,2,10,JAX 15,0,10,Blake Bortles pass complete short left to Marqise Lee for 6 yards (tackle by Bryce Callahan),-0.710,-0.630
3,7:55,3,4,JAX 21,0,10,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by Tracy Porter),-0.630,-1.960
3,7:50,4,4,JAX 21,0,10,Brad Nortman punts 59 yards,-1.960,-0.280
3,7:36,1,10,CHI 20,0,10,Jordan Howard right tackle for 4 yards (tackle by Roy Miller),0.280,0.270
3,6:56,2,6,CHI 24,0,10,Brian Hoyer pass complete short left to Eddie Royal for 17 yards (tackle by Aaron Colvin),0.270,1.660
3,6:16,1,10,CHI 41,0,10,"Brian Hoyer pass incomplete short middle intended for Jordan Howard (defended by Paul Posluszny). Penalty on Cody Whitehair: Offensive Holding, 10 yards (no play)",1.660,1.000
3,6:07,1,20,CHI 31,0,10,Brian Hoyer pass complete short left to Cameron Meredith for 36 yards (tackle by Telvin Smith),1.000,3.380
3,5:24,1,10,JAX 33,0,10,Jordan Howard right guard for 9 yards (tackle by Prince Amukamara),3.380,4.050
3,4:45,2,1,JAX 24,0,10,Jordan Howard left guard for 3 yards (tackle by Telvin Smith),4.050,4.170
3,4:02,1,10,JAX 21,0,10,Brian Hoyer pass incomplete deep left intended for Cameron Meredith,4.170,3.630
3,3:57,2,10,JAX 21,0,10,Ka'Deem Carey left tackle for 16 yards (tackle by Tashaun Gipson),3.630,6.060
3,3:18,1,5,JAX 5,0,10,Jordan Howard left tackle for -1 yards (tackle by Abry Jones),6.060,4.950
3,2:43,2,6,JAX 6,0,10,Brian Hoyer pass complete short right to Zach Miller for no gain,4.950,4.040
3,2:02,3,6,JAX 6,0,10,Brian Hoyer pass incomplete short middle intended for Alshon Jeffery,4.040,2.990
3,1:57,4,6,JAX 6,0,13,Connor Barth 24 yard field goal good,2.990,3.000
3,1:57,,,CHI 35,0,13,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
3,1:53,1,10,JAX 25,0,13,Blake Bortles pass complete short left to Allen Hurns for 25 yards (tackle by Harold Jones-Quartey),0.610,2.260
3,1:25,1,10,,0,13,Blake Bortles right guard for 3 yards (tackle by Danny Trevathan),2.260,2.120
3,0:57,2,7,CHI 47,0,13,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by Christian Jones),2.120,1.420
3,0:53,3,7,CHI 47,0,13,"Blake Bortles pass incomplete short left intended for T.J. Yeldon (defended by Jerrell Freeman). Penalty on Willie Young: Roughing the Passer, 15 yards (no play)",1.420,3.450
3,0:45,1,10,CHI 32,0,13,Blake Bortles pass complete deep left to Allen Hurns for 29 yards (tackle by Nick Kwiatkoski),3.450,6.510
Quarter,Time,Down,ToGo,Location,JAX,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,3,CHI 3,0,13,"Blake Bortles pass incomplete short right intended for Marqise Lee (defended by Jacoby Glenn). Penalty on Jacoby Glenn: Defensive Holding, 2 yards (no play)",6.510,6.970
4,14:53,1,1,CHI 1,6,13,"Chris Ivory right tackle for 1 yard, touchdown",6.970,7.000
4,14:53,,,CHI 1,7,13,Jason Myers kicks extra point good,0.000,0.000
4,14:53,,,JAX 35,7,13,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,14:50,1,10,CHI 25,7,13,Brian Hoyer pass complete short right to Zach Miller for 11 yards (tackle by Tashaun Gipson),0.610,1.330
4,14:17,1,10,CHI 36,7,13,Ka'Deem Carey left guard for no gain (tackle by Sen'Derrick Marks),1.330,0.790
4,13:40,2,10,CHI 36,7,13,Brian Hoyer pass complete short left to Cameron Meredith for no gain,0.790,0.100
4,13:01,3,10,CHI 36,7,13,Brian Hoyer pass complete short middle to Cameron Meredith for 5 yards (tackle by Paul Posluszny),0.100,-0.650
4,12:23,4,5,CHI 41,7,13,"Pat O'Donnell punts 43 yards, fair catch by Marqise Lee",-0.650,0.140
4,12:15,1,10,JAX 16,7,13,Blake Bortles pass complete short left to Allen Hurns for 5 yards (tackle by Adrian Amos),-0.140,0.150
4,11:44,2,5,JAX 21,7,13,"Blake Bortles sacked by Willie Young for -2 yards. Blake Bortles fumbles (forced by Willie Young), recovered by Akiem Hicks at JAX-28 (tackle by Patrick Omameh)",0.150,-3.710
4,11:34,1,10,JAX 28,7,13,Josh Bellamy right end for 7 yards (tackle by Paul Posluszny),3.710,4.110
4,10:49,2,3,JAX 21,7,13,Brian Hoyer pass complete short right to Zach Miller for 9 yards (tackle by Sen'Derrick Marks),4.110,4.780
4,10:10,1,10,JAX 12,7,13,Jordan Howard left end for 3 yards (tackle by Dante Fowler),4.780,4.640
4,9:24,2,7,JAX 9,7,13,Brian Hoyer pass incomplete short right intended for Jordan Howard,4.640,3.700
4,9:16,3,7,JAX 9,7,13,Brian Hoyer sacked by Yannick Ngakoue for -5 yards,3.700,2.510
4,8:33,4,12,JAX 14,7,16,Connor Barth 32 yard field goal good,2.510,3.000
4,8:33,,,CHI 35,7,16,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
4,8:28,1,10,JAX 25,7,16,Blake Bortles pass complete short right to Allen Hurns for 11 yards (tackle by Bryce Callahan),0.610,1.330
4,8:01,1,10,JAX 36,7,16,Blake Bortles pass complete short middle to Chris Ivory for 2 yards (tackle by Jerrell Freeman),1.330,1.060
4,7:34,2,8,JAX 38,7,16,"Blake Bortles pass complete short right to Chris Ivory for 1 yard (tackle by Jerrell Freeman). Penalty on Danny Trevathan: Face Mask (15 Yards), 15 yards",1.060,2.520
4,7:12,1,10,CHI 46,7,16,Blake Bortles pass complete short right to Julius Thomas for 15 yards (tackle by Bryce Callahan),2.520,3.510
4,6:46,1,10,CHI 31,7,16,Blake Bortles pass complete short left to T.J. Yeldon for 5 yards (tackle by Cre'von LeBlanc),3.510,3.640
4,6:23,2,5,CHI 26,7,16,"T.J. Yeldon right guard for 13 yards (tackle by Adrian Amos). Penalty on Kelvin Beachum: Unnecessary Roughness, 15 yards",3.640,3.710
4,6:07,1,10,CHI 28,7,16,Blake Bortles pass complete short right to Marqise Lee for 12 yards (tackle by Bryce Callahan),3.710,4.510
4,5:40,1,10,CHI 16,7,16,Blake Bortles pass complete short right to Marqise Lee for 4 yards (tackle by Bryce Callahan),4.510,4.570
4,5:13,2,6,CHI 12,7,16,Blake Bortles pass incomplete short left intended for Allen Hurns,4.570,3.730
4,5:06,3,6,CHI 12,7,16,Blake Bortles pass incomplete short right intended for Allen Hurns,3.730,2.660
4,5:03,4,6,CHI 12,10,16,Jason Myers 30 yard field goal good,2.660,3.000
4,5:03,,,JAX 35,10,16,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,4:59,1,10,CHI 25,10,16,Ka'Deem Carey right tackle for 8 yards (tackle by Prince Amukamara),0.610,1.140
4,4:13,2,2,CHI 33,10,16,"Brian Hoyer for -4 yards. Brian Hoyer fumbles, recovered by Brian Hoyer at CHI-32",1.140,-0.230
4,3:29,3,7,CHI 28,10,16,Brian Hoyer pass incomplete short right intended for Zach Miller,-0.230,-1.500
4,3:25,4,7,CHI 28,10,16,"Pat O'Donnell punts 50 yards, fair catch by Marqise Lee",-1.500,-0.410
4,3:18,1,10,JAX 22,10,16,Blake Bortles pass complete short left to Julius Thomas for 13 yards,0.410,1.270
4,3:11,1,10,JAX 35,10,16,Blake Bortles pass complete short middle to Marqise Lee for 14 yards (tackle by Harold Jones-Quartey),1.270,2.190
4,3:03,1,10,JAX 49,10,16,Blake Bortles pass incomplete deep right intended for Allen Robinson,2.190,1.650
4,2:58,2,10,JAX 49,16,16,"Blake Bortles pass complete short right to Arrelious Benn for 51 yards, touchdown",1.650,7.000
4,2:58,,,CHI 49,17,16,Jason Myers kicks extra point good,0.000,0.000
4,2:58,,,JAX 35,17,16,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,2:49,1,10,CHI 25,17,16,Brian Hoyer pass complete short right to Jordan Howard for -1 yards (tackle by Aaron Colvin),0.610,-0.070
4,2:24,2,11,CHI 24,17,16,Brian Hoyer pass complete short left to Cameron Meredith for 18 yards (tackle by Telvin Smith),-0.070,1.730
4,2:16,1,10,CHI 42,17,16,Brian Hoyer pass complete short middle to Alshon Jeffery for 3 yards (tackle by Telvin Smith),1.730,1.590
4,2:00,2,7,CHI 45,17,16,Brian Hoyer pass complete short right to Jordan Howard for 7 yards (tackle by Jonathan Cyprien),1.590,2.390
4,1:56,1,10,JAX 48,17,16,Brian Hoyer pass complete short middle to Cameron Meredith for 4 yards (tackle by Paul Posluszny),2.390,2.390
4,1:28,2,6,JAX 44,17,16,Brian Hoyer pass incomplete short left intended for Alshon Jeffery,2.390,1.690
4,1:24,3,6,JAX 44,17,16,"Brian Hoyer pass incomplete short middle intended for Cameron Meredith (defended by Prince Amukamara). Penalty on Jordan Howard: Offensive Holding, 10 yards (no play)",1.690,0.370
4,1:19,3,16,CHI 46,17,16,Brian Hoyer pass complete short right to Cameron Meredith for 6 yards (tackle by Aaron Colvin),0.370,0.370
4,1:19,3,16,CHI 46,17,16,Timeout #1 by Chicago Bears,0.370,0.070
4,1:03,4,10,JAX 48,17,16,Brian Hoyer pass incomplete deep middle intended for Alshon Jeffery (defended by Jalen Ramsey),0.070,-2.130
4,0:57,1,10,JAX 48,17,16,Chris Ivory right end for 2 yards (tackle by Jerrell Freeman),2.130,2.130
4,0:52,1,10,JAX 48,17,16,Timeout #2 by Chicago Bears,2.130,1.850
4,0:52,2,8,,17,16,Chris Ivory right tackle for 1 yard (tackle by Jerrell Freeman),1.850,1.850
4,0:47,2,8,,17,16,Timeout #3 by Chicago Bears,1.850,1.290
4,0:47,3,7,CHI 49,17,16,Blake Bortles left end for -1 yards (tackle by Sam Acho),1.290,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
