Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
2,8:10,4,5,DAL 18,7,10,Eddy Pineiro 36 yard field goal good,2.300,3.000
2,8:06,,,CHI 35,7,10,"Eddy Pineiro kicks off 61 yards, returned by Cedrick Wilson for 20 yards (tackle by Josh Woods)",0.000,0.540
2,8:00,1,10,DAL 24,7,10,Dak Prescott pass incomplete short left intended for Amari Cooper,0.540,0.000
2,7:55,2,10,DAL 24,7,10,Dak Prescott pass complete short middle to Amari Cooper for 15 yards (tackle by Kevin Toliver),0.000,1.530
2,7:24,1,10,DAL 39,7,10,Ezekiel Elliott right guard for 31 yards (tackle by Khalil Mack),1.530,3.580
2,6:37,1,10,CHI 30,7,10,Ezekiel Elliott right tackle for 4 yards (tackle by Nick Kwiatkoski),3.580,3.570
2,5:51,2,6,CHI 26,7,10,Ezekiel Elliott right tackle for 2 yards (tackle by Bilal Nichols and Eddie Goldman),3.570,3.140
2,5:08,3,4,CHI 24,7,10,Dak Prescott pass incomplete short left intended for Jamize Olawale,3.140,1.940
2,5:05,4,4,CHI 24,7,10,Brett Maher 42 yard field goal no good,1.940,-1.070
2,5:00,1,10,CHI 32,7,10,Mitchell Trubisky pass incomplete short middle intended for David Montgomery (defended by Joe Thomas),1.070,0.530
2,4:52,2,10,CHI 32,7,10,Mitchell Trubisky left end for 4 yards (tackle by Sean Lee),0.530,0.370
2,4:13,3,6,CHI 36,7,10,Mitchell Trubisky pass complete short right to Allen Robinson for 7 yards (tackle by C.J. Goodwin),0.370,1.800
2,3:45,1,10,CHI 43,7,10,Tarik Cohen left tackle for 6 yards (tackle by Trysten Hill),1.800,2.060
2,3:04,2,4,CHI 49,7,10,David Montgomery left guard for 2 yards (tackle by Trysten Hill and Robert Quinn),2.060,1.620
2,2:21,3,2,DAL 49,7,10,"Penalty on Michael Bennett: Neutral Zone Infraction, 5 yards (no play)",1.620,2.650
2,2:00,1,10,DAL 44,7,10,David Montgomery left guard for 9 yards (tackle by Jourdan Lewis),2.650,3.330
2,1:39,2,1,DAL 35,7,10,David Montgomery right guard for no gain (tackle by DeMarcus Lawrence and Christian Covington),3.330,2.610
2,1:19,3,1,DAL 35,7,10,Mitchell Trubisky up the middle for 1 yard (tackle by Christian Covington),2.610,3.310
2,0:56,1,10,DAL 34,7,10,Mitchell Trubisky right end for 5 yards (tackle by Robert Quinn),3.310,3.450
2,0:50,2,5,DAL 29,7,10,Mitchell Trubisky pass complete short middle to Jesper Horsted for 5 yards (tackle by Jaylon Smith),3.450,3.970
2,0:30,1,10,DAL 24,7,10,"Penalty on Jesper Horsted: False Start, 5 yards (no play)",3.970,3.640
2,0:30,,,,,,Timeout #2 by Chicago Bears,,
2,0:30,1,15,DAL 29,7,10,Mitchell Trubisky pass complete short left to Anthony Miller for 21 yards (tackle by Jourdan Lewis),3.640,5.370
2,0:22,,,,,,Timeout #3 by Chicago Bears,,
2,0:22,1,8,DAL 8,7,10,Mitchell Trubisky pass incomplete short middle intended for Javon Wims (defended by Jaylon Smith),5.370,4.570
2,0:18,2,8,DAL 8,7,10,Mitchell Trubisky pass incomplete short middle intended for Javon Wims (defended by Jaylon Smith),4.570,3.580
2,0:14,,,,,,Timeout #4 by Chicago Bears,,
2,0:14,3,8,DAL 8,7,16,"Mitchell Trubisky pass complete short middle to Allen Robinson for 8 yards, touchdown",3.580,7.000
2,0:10,,,DAL 15,7,17,Eddy Pineiro kicks extra point good,0.000,0.000
2,0:10,,,CHI 35,7,17,"Eddy Pineiro kicks off 57 yards, returned by Cedrick Wilson for 22 yards (tackle by Kevin Pierre-Louis)",0.000,0.940
2,0:03,1,10,DAL 30,7,17,Dak Prescott kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,7,17,"Brett Maher kicks off 51 yards, returned by Cordarrelle Patterson for 12 yards (tackle by Dorance Armstrong). Penalty on Riley Ridley: Offensive Holding, 10 yards",0.000,-0.140
3,14:53,1,10,CHI 16,7,17,Mitchell Trubisky right tackle for 5 yards (tackle by Xavier Woods),-0.140,0.150
3,14:17,2,5,CHI 21,7,17,Mitchell Trubisky pass complete short right to Tarik Cohen for 3 yards (tackle by Darian Thompson),0.150,-0.320
3,13:35,3,2,CHI 24,7,17,Mitchell Trubisky right end for 9 yards (tackle by Darian Thompson),-0.320,1.140
3,12:57,1,10,CHI 33,7,17,Mitchell Trubisky sacked by Michael Bennett for -8 yards,1.140,-0.490
3,12:17,2,18,CHI 25,7,17,Mitchell Trubisky pass complete short middle to Jesper Horsted for 9 yards (tackle by Chidobe Awuzie),-0.490,0.040
3,11:41,3,9,CHI 34,7,17,Mitchell Trubisky pass complete short left to Cordarrelle Patterson for 33 yards (tackle by Chidobe Awuzie),0.040,3.380
3,10:51,1,10,DAL 33,7,17,Mitchell Trubisky pass complete short left to Riley Ridley for 5 yards (tackle by Byron Jones),3.380,3.510
3,10:12,2,5,DAL 28,7,17,David Montgomery left guard for 8 yards (tackle by Sean Lee),3.510,4.240
3,9:34,1,10,DAL 20,7,17,Cordarrelle Patterson left end for -5 yards (tackle by Robert Quinn),4.240,3.020
3,9:00,2,15,DAL 25,7,17,Mitchell Trubisky pass complete short left to Tarik Cohen for 6 yards (tackle by Byron Jones),3.020,3.100
3,8:29,3,9,DAL 19,7,17,"Mitchell Trubisky pass incomplete deep right intended for Allen Robinson. Penalty on Xavier Woods: Defensive Holding, 5 yards (no play)",3.100,4.650
3,8:23,1,10,DAL 14,7,23,"Mitchell Trubisky pass complete short right to Anthony Miller for 14 yards, touchdown",4.650,7.000
3,8:18,,,DAL 15,7,24,Eddy Pineiro kicks extra point good,0.000,0.000
3,8:18,,,CHI 35,7,24,"Eddy Pineiro kicks off 59 yards, returned by Cedrick Wilson for 22 yards (tackle by Ryan Nall)",0.000,0.810
3,8:13,1,10,DAL 28,7,24,Dak Prescott pass incomplete short middle intended for Amari Cooper,0.810,0.260
3,8:09,2,10,DAL 28,7,24,Dak Prescott pass incomplete short left intended for Ezekiel Elliott (defended by Kevin Pierre-Louis),0.260,-0.430
3,8:05,3,10,DAL 28,7,24,Dak Prescott pass incomplete deep left intended for Blake Jarwin,-0.430,-1.500
3,7:59,4,10,DAL 28,7,24,"Chris Jones punts 48 yards, muffed catch by Tarik Cohen, recovered by Tarik Cohen at CHI-24, returned by Tarik Cohen for 9 yards (tackle by Darian Thompson)",-1.500,-1.140
3,7:49,1,10,CHI 33,7,24,Mitchell Trubisky right end for -1 yards (tackle by Darian Thompson),1.140,0.460
3,7:08,2,11,CHI 32,7,24,Mitchell Trubisky pass complete short middle to Tarik Cohen for 3 yards (tackle by Darian Thompson),0.460,0.170
3,6:31,3,8,CHI 35,7,24,Mitchell Trubisky pass incomplete short middle intended for Allen Robinson (defended by Jaylon Smith),0.170,-1.040
3,6:26,4,8,CHI 35,7,24,"Pat O'Donnell punts 49 yards, fair catch by Tavon Austin at DAL-16",-1.040,0.140
3,6:20,1,10,DAL 16,7,24,Ezekiel Elliott right tackle for no gain (tackle by Leonard Floyd),-0.140,-0.660
3,5:54,2,10,DAL 16,7,24,Dak Prescott pass complete short right to Jason Witten for 7 yards (tackle by Ha Ha Clinton-Dix),-0.660,-0.450
3,5:12,3,3,DAL 23,7,24,Dak Prescott sacked by Khalil Mack for -7 yards,-0.450,-2.390
3,4:31,4,10,DAL 16,7,24,"Chris Jones punts 49 yards, returned by Tarik Cohen for 11 yards (tackle by Ventell Bryant)",-2.390,-1.990
3,4:20,1,10,CHI 46,7,24,Mitchell Trubisky pass complete short left to Allen Robinson for 6 yards (tackle by Jourdan Lewis and Jaylon Smith),1.990,2.260
3,3:49,2,4,DAL 48,7,24,David Montgomery right guard for 4 yards (tackle by Chidobe Awuzie and Darian Thompson),2.260,2.650
3,3:07,1,10,DAL 44,7,24,"David Montgomery right tackle for 4 yards (tackle by Joe Thomas and Michael Bennett). David Montgomery fumbles (forced by Joe Thomas), recovered by Jaylon Smith at DAL-40 and returned for 6 yards (tackle by Mitchell Trubisky)",2.650,-1.990
3,2:58,1,10,DAL 46,7,24,Dak Prescott pass complete short left to Amari Cooper for 7 yards (tackle by Kevin Toliver and Kevin Pierre-Louis),1.990,2.400
3,2:34,2,3,CHI 47,7,24,Dak Prescott pass incomplete short right intended for Michael Gallup,2.400,1.690
3,2:29,3,3,CHI 47,7,24,Dak Prescott pass incomplete short right intended for Jason Witten (defended by Bilal Nichols),1.690,0.130
3,2:26,4,3,CHI 47,7,24,Dak Prescott pass complete deep middle to Michael Gallup for 21 yards (tackle by Kevin Toliver),0.130,3.840
3,1:54,1,10,CHI 26,7,24,Dak Prescott pass complete short middle to Michael Gallup for 15 yards (tackle by Kyle Fuller),3.840,4.840
3,1:24,1,10,CHI 11,7,24,Ezekiel Elliott right tackle for 6 yards (tackle by Nick Williams),4.840,5.280
3,0:49,2,4,CHI 5,7,24,Ezekiel Elliott left guard for 2 yards (tackle by Buster Skrine),5.280,4.890
3,0:20,3,2,CHI 3,7,24,Ezekiel Elliott left guard for 1 yard (tackle by Nick Williams and Ha Ha Clinton-Dix),4.890,3.250
Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,CHI 2,13,24,"Ezekiel Elliott right guard for 2 yards, touchdown",3.250,7.000
4,14:55,,,CHI 15,14,24,Brett Maher kicks extra point good,0.000,0.000
4,14:55,,,DAL 35,14,24,"Brett Maher kicks off 25 yards, out of bounds",0.000,1.600
4,14:55,1,10,CHI 40,14,24,David Montgomery left tackle for 5 yards (tackle by Maliek Collins),1.600,1.730
4,14:17,2,5,CHI 45,14,24,"Mitchell Trubisky pass incomplete short left intended for Allen Robinson. Penalty on Byron Jones: Defensive Pass Interference, 10 yards (no play)",1.730,2.590
4,14:13,1,10,DAL 45,14,24,Mitchell Trubisky pass complete deep left to Allen Robinson for 22 yards (tackle by Jourdan Lewis and Jaylon Smith),2.590,4.040
4,13:28,1,10,DAL 23,14,30,"Mitchell Trubisky left tackle for 23 yards, touchdown",4.040,7.000
4,13:22,,,DAL 15,14,31,Eddy Pineiro kicks extra point good,0.000,0.000
4,13:22,,,CHI 35,14,31,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
4,13:22,1,10,DAL 25,14,31,Dak Prescott pass incomplete deep left,0.610,0.060
4,13:13,2,10,DAL 25,14,31,"Dak Prescott pass incomplete short right. Penalty on Dak Prescott: Intentional Grounding, 12 yards",0.060,-2.750
4,13:01,3,22,DAL 13,14,31,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,-2.750,-2.490
4,12:54,4,22,DAL 13,14,31,"Chris Jones punts 41 yards, muffed catch by Tarik Cohen",-2.490,-2.060
4,12:50,1,10,CHI 47,14,31,Mitchell Trubisky pass complete short left to Tarik Cohen for 3 yards (tackle by Darian Thompson),2.060,1.920
4,12:09,2,7,CHI 50,14,31,David Montgomery left end for no gain (tackle by Robert Quinn),1.920,1.220
4,11:33,3,7,CHI 50,14,31,Mitchell Trubisky pass incomplete deep left intended for Allen Robinson,1.220,-0.060
4,11:28,4,7,CHI 50,14,31,"Pat O'Donnell punts 43 yards, fair catch by Randall Cobb at DAL-7",-0.060,0.380
4,11:21,1,10,DAL 7,14,31,Ezekiel Elliott right end for -2 yards (tackle by Kevin Pierre-Louis),-0.380,-0.930
4,10:56,2,12,DAL 5,14,31,Dak Prescott pass complete short left to Jason Witten for 14 yards (tackle by Kevin Toliver),-0.930,0.150
4,10:30,1,10,DAL 19,14,31,Dak Prescott pass complete deep left to Amari Cooper for 27 yards (tackle by Ha Ha Clinton-Dix),0.150,1.990
4,9:57,1,10,DAL 46,14,31,Dak Prescott pass incomplete deep left,1.990,1.450
4,9:49,2,10,DAL 46,14,31,Dak Prescott pass complete short right to Amari Cooper for 6 yards (tackle by Kyle Fuller),1.450,1.550
4,9:19,3,4,CHI 48,14,31,Dak Prescott pass incomplete short left intended for Tavon Austin (defended by Kevin Toliver),1.550,0.070
4,9:14,4,4,CHI 48,14,31,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,0.070,-2.130
4,9:09,1,10,CHI 48,14,31,"Penalty on Jesper Horsted: False Start, 5 yards (no play)",2.130,1.800
4,9:09,1,15,CHI 43,14,31,David Montgomery left guard for 5 yards (tackle by Jaylon Smith),1.800,1.580
4,8:30,2,10,CHI 48,14,31,David Montgomery left tackle for 3 yards (tackle by Jaylon Smith),1.580,1.290
4,7:55,,,,,,Timeout #1 by Chicago Bears,,
4,7:55,3,7,DAL 49,14,31,Mitchell Trubisky pass incomplete short right intended for Anthony Miller,1.290,0.000
4,7:50,4,7,DAL 49,14,31,"Pat O'Donnell punts 34 yards, fair catch by Randall Cobb at DAL-15",0.000,0.220
4,7:43,1,10,DAL 15,14,31,Dak Prescott pass complete short right to Ezekiel Elliott for 3 yards (tackle by Kevin Pierre-Louis),-0.220,-0.280
4,7:18,2,7,DAL 18,14,31,Dak Prescott pass complete deep right to Michael Gallup for 24 yards (tackle by Kyle Fuller),-0.280,1.730
4,6:52,1,10,DAL 42,14,31,Dak Prescott pass complete short middle to Blake Jarwin for 8 yards (tackle by Buster Skrine and Nick Kwiatkoski),1.730,2.270
4,6:27,2,2,DAL 50,14,31,Dak Prescott pass complete short left to Blake Jarwin for 5 yards (tackle by Nick Kwiatkoski),2.270,2.590
4,5:54,1,10,CHI 45,14,31,Dak Prescott pass incomplete short left intended for Jason Witten (defended by Kevin Pierre-Louis),2.590,2.040
4,5:49,2,10,CHI 45,14,31,"Dak Prescott pass complete deep middle to Michael Gallup for 23 yards (tackle by Ha Ha Clinton-Dix). Penalty on Tavon Austin: Illegal Blindside Block, 15 yards",2.040,3.120
4,5:29,2,2,CHI 37,14,31,Dak Prescott pass incomplete short right intended for Tavon Austin,3.120,2.410
4,5:24,3,2,CHI 37,14,31,Dak Prescott pass complete short middle to Amari Cooper for 9 yards (tackle by Kevin Toliver),2.410,3.710
4,5:02,1,10,CHI 28,14,31,Dak Prescott pass complete short middle to Ezekiel Elliott for 9 yards (tackle by Buster Skrine),3.710,4.420
4,4:34,2,1,CHI 19,20,31,"Dak Prescott pass complete deep left to Amari Cooper for 19 yards, touchdown",4.420,7.000
4,4:29,,,CHI 15,21,31,Brett Maher kicks extra point good,0.000,0.000
4,4:29,,,DAL 35,21,31,"Brett Maher kicks off 35 yards, returned by Tarik Cohen for 7 yards (tackle by Justin March-Lillard)",0.000,1.400
4,4:23,1,10,CHI 37,21,31,David Montgomery right guard for 1 yard (tackle by Christian Covington),1.400,0.990
4,4:19,,,,,,Timeout #1 by Dallas Cowboys,,
4,4:19,2,9,CHI 38,21,31,David Montgomery left guard for no gain (tackle by Michael Bennett and Sean Lee),0.990,0.300
4,4:14,,,,,,Timeout #2 by Dallas Cowboys,,
4,4:14,3,9,CHI 38,21,31,Mitchell Trubisky pass complete short right to Jesper Horsted for 14 yards (tackle by Joe Thomas and Chidobe Awuzie),0.300,2.390
4,4:02,,,,,,Timeout #3 by Dallas Cowboys,,
4,4:02,1,10,DAL 48,21,31,David Montgomery left guard for 1 yard (tackle by Dorance Armstrong),2.390,1.980
4,3:16,2,9,DAL 47,21,31,David Montgomery left guard for 2 yards (tackle by Michael Bennett),1.980,1.550
4,2:29,,,,,,Timeout #2 by Chicago Bears,,
4,2:29,3,7,DAL 45,21,31,Tarik Cohen left guard for -1 yards (tackle by Jaylon Smith),1.550,0.200
4,2:00,4,8,DAL 46,21,31,Pat O'Donnell punts 36 yards downed by Josh Woods,0.200,0.380
4,1:50,1,10,DAL 10,21,31,Dak Prescott pass complete short middle to Michael Gallup for 17 yards (tackle by Nick Kwiatkoski),-0.380,0.740
4,1:24,1,10,DAL 27,21,31,Dak Prescott pass complete short middle to Blake Jarwin for 8 yards (tackle by Deon Bush),0.740,1.280
4,1:00,2,2,DAL 35,21,31,Dak Prescott pass incomplete deep right intended for Randall Cobb,1.280,0.560
4,0:55,3,2,DAL 35,21,31,Dak Prescott pass complete short middle to Jason Witten for 5 yards (tackle by Nick Kwiatkoski),0.560,1.600
4,0:36,1,10,DAL 40,21,31,Dak Prescott pass complete short right to Jason Witten for 7 yards (tackle by Deon Bush),1.600,2.000
4,0:31,2,3,DAL 47,21,31,Dak Prescott pass complete short right to Blake Jarwin for 5 yards (tackle by Kevin Pierre-Louis),2.000,2.390
4,0:27,1,10,CHI 48,21,31,Dak Prescott pass incomplete deep left intended for Cedrick Wilson (defended by Deon Bush),2.390,1.850
4,0:20,,,,,,Timeout #4 by Dallas Cowboys,,
4,0:20,2,10,CHI 48,21,31,Dak Prescott pass complete deep left to Randall Cobb for 35 yards (tackle by Deon Bush),1.850,4.710
4,0:12,1,10,CHI 13,24,31,Brett Maher 31 yard field goal good,4.710,3.000
4,0:08,,,,,,Timeout #3 by Chicago Bears,,
4,0:08,,,DAL 35,24,31,"Brett Maher kicks onside 12 yards, returned by Anthony Miller for no gain",0.000,2.460
4,0:07,1,10,DAL 47,24,31,Mitchell Trubisky kneels for -1 yards,2.460,1.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
