Quarter,Time,Down,ToGo,Location,SDG,DET,Detail,EPB,EPA
2,12:27,1,10,DET 13,0,10,Matthew Stafford pass complete short right to Tony Scheffler for 12 yards (tackle by Donald Butler and Antoine Cason),-0.320,0.610
2,11:51,1,10,DET 25,0,10,Matthew Stafford pass complete short left to Titus Young for 3 yards (tackle by Dante Hughes),0.610,0.470
2,11:13,2,7,DET 28,0,10,Nate Burleson right end for 11 yards (tackle by Eric Weddle),0.470,1.530
2,10:40,1,10,DET 39,0,10,Matthew Stafford pass incomplete short left intended for Kevin Smith,1.530,0.990
2,10:35,2,10,DET 39,0,10,Matthew Stafford pass complete short middle to Kevin Smith for 9 yards (tackle by Steve Gregory),0.990,1.490
2,10:04,3,1,DET 48,0,10,Matthew Stafford left tackle for 2 yards (tackle by Antwan Barnes),1.490,2.260
2,9:26,1,10,,0,10,Matthew Stafford pass complete deep middle to Tony Scheffler for 26 yards (tackle by Steve Gregory and Eric Weddle),2.260,3.970
2,8:47,1,10,SDG 24,0,10,Matthew Stafford sacked by Cam Thomas for -9 yards,3.970,2.220
2,8:11,2,19,SDG 33,0,10,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Eric Weddle),2.220,1.550
2,8:04,3,19,SDG 33,0,10,Matthew Stafford pass complete deep middle to Nate Burleson for 30 yards (tackle by Eric Weddle),1.550,6.510
2,7:16,1,3,SDG 3,0,16,"Matthew Stafford pass complete short left to Kevin Smith for 3 yards, touchdown",6.510,7.000
2,,,,SDG 2,0,17,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,0,17,"Jason Hanson kicks off 73 yards, touchback",0.000,0.280
2,7:11,1,10,SDG 20,0,17,Philip Rivers pass complete short left to Malcom Floyd for 9 yards (tackle by Eric Wright),0.280,0.950
2,6:31,2,1,SDG 29,0,17,Jacob Hester up the middle for 3 yards (tackle by Kyle Vanden Bosch),0.950,1.070
2,5:56,1,10,SDG 32,0,17,Ryan Mathews right end for 3 yards (tackle by Amari Spievey),1.070,0.930
2,5:14,2,7,SDG 35,0,17,Philip Rivers pass incomplete short middle intended for Malcom Floyd,0.930,0.230
2,5:09,3,7,SDG 35,0,17,Philip Rivers pass incomplete short left intended for Malcom Floyd,0.230,-1.040
2,5:04,4,7,SDG 35,0,17,"Mike Scifres punts 46 yards, returned by Stefan Logan for 7 yards (tackle by Marcus Gilchrist)",-1.040,-0.670
2,4:53,1,10,DET 26,0,17,Kevin Smith left tackle for no gain (tackle by Shaun Phillips),0.670,0.130
2,4:16,2,10,DET 26,0,17,Matthew Stafford pass complete short right to Brandon Pettigrew for 14 yards (tackle by Steve Gregory),0.130,1.600
2,3:39,1,10,DET 40,0,17,Matthew Stafford pass complete short right to Brandon Pettigrew for 8 yards (tackle by Na'il Diggs),1.600,2.130
2,3:12,2,2,DET 48,0,17,Kevin Smith up the middle for 1 yard (tackle by Na'il Diggs),2.130,1.550
2,2:32,3,1,DET 49,0,17,Matthew Stafford pass complete short middle to Brandon Pettigrew for 16 yards (tackle by Steve Gregory),1.550,3.250
2,2:00,1,10,SDG 35,0,17,Maurice Morris right tackle for 8 yards (tackle by Takeo Spikes),3.250,3.780
2,1:26,2,2,SDG 27,0,17,Matthew Stafford pass complete short left to Brandon Pettigrew for 9 yards (tackle by Dante Hughes),3.780,4.370
2,0:59,1,10,SDG 18,0,17,Maurice Morris up the middle for 4 yards (tackle by Na'il Diggs),4.370,4.430
2,0:36,2,6,SDG 14,0,23,"Matthew Stafford pass complete short right to Calvin Johnson for 14 yards, touchdown",4.430,7.000
2,,,,SDG 2,0,24,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,,,"Jason Hanson kicks off 70 yards, returned by Richard Goodman for 26 yards (tackle by Alphonso Smith)",,
2,0:26,1,10,SDG 21,0,24,Philip Rivers pass complete short right to Mike Tolbert for 7 yards (tackle by Eric Wright),0.340,0.750
2,0:19,,,,0,24,Timeout #1 by San Diego Chargers,0.000,0.750
2,0:19,2,3,SDG 28,0,24,Philip Rivers pass complete short left to Patrick Crayton for 7 yards (tackle by Alphonso Smith),0.750,1.270
2,0:14,1,10,SDG 35,0,24,Philip Rivers pass incomplete deep left intended for Vincent Jackson (defended by Chris Harris),1.270,0.720
2,0:07,2,10,SDG 35,0,24,Philip Rivers pass incomplete short left intended for Patrick Crayton,0.720,0.040
2,0:03,,,,0,24,Timeout #3 by Detroit Lions,0.000,0.040
2,0:03,3,10,SDG 35,0,24,Mike Tolbert up the middle for 2 yards (tackle by Nick Fairley),0.040,-0.910
Quarter,Time,Down,ToGo,Location,SDG,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,0,24,"Jason Hanson kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,SDG 20,0,24,Philip Rivers pass complete short left to Ryan Mathews for 8 yards (tackle by DeAndre Levy),0.280,0.810
3,14:34,2,2,SDG 28,0,24,Philip Rivers pass incomplete deep right intended for Malcom Floyd,0.810,0.100
3,14:27,3,2,SDG 28,0,24,Philip Rivers pass complete short right to Patrick Crayton for 13 yards (tackle by Eric Wright),0.100,1.660
3,13:49,1,10,SDG 41,0,24,Philip Rivers pass incomplete short middle intended for Mike Tolbert,1.660,1.120
3,13:43,2,10,SDG 41,0,24,Philip Rivers pass complete short right to Jacob Hester for 3 yards (tackle by Justin Durant),1.120,0.830
3,13:00,3,7,SDG 44,0,24,Philip Rivers pass incomplete short right intended for Mike Tolbert,0.830,-0.460
3,12:53,4,7,SDG 44,0,24,"Mike Scifres punts 38 yards, fair catch by Stefan Logan",-0.460,-0.040
3,12:46,1,10,DET 18,0,24,Matthew Stafford sacked by Donald Butler for -10 yards,0.040,-1.510
3,12:18,2,20,DET 8,0,24,Matthew Stafford pass complete short right to Nate Burleson for 9 yards (tackle by Quentin Jammer),-1.510,-1.340
3,11:36,3,11,DET 17,0,24,Matthew Stafford pass complete short left to Maurice Morris for 10 yards (tackle by Quentin Jammer and Eric Weddle),-1.340,-1.570
3,10:54,4,1,DET 27,0,24,"Ben Graham punts 47 yards, returned by Antoine Cason for 17 yards (tackle by Ricardo Silva)",-1.570,-1.800
3,10:42,1,10,SDG 43,0,24,Philip Rivers pass incomplete short left intended for Jacob Hester,1.800,1.250
3,10:36,2,10,SDG 43,0,24,Philip Rivers pass complete deep middle to Vincent Jackson for 18 yards (tackle by Justin Durant and Chris Houston),1.250,2.980
3,10:01,1,10,DET 39,0,24,"Philip Rivers pass complete deep right to Antonio Gates for 24 yards (tackle by Justin Durant). Penalty on Jared Gaither: Offensive Holding, 10 yards (no play)",2.980,2.320
3,9:34,1,20,DET 49,0,24,Philip Rivers pass complete deep left to Vincent Brown for 27 yards (tackle by Chris Harris),2.320,4.110
3,9:08,1,10,DET 22,0,24,Ryan Mathews left end for 11 yards (tackle by DeAndre Levy),4.110,4.840
3,8:43,1,10,DET 11,6,24,"Philip Rivers pass complete short left to Malcom Floyd for 11 yards, touchdown",4.840,7.000
3,,,,DET 2,7,24,Nick Novak kicks extra point good,0.000,0.000
3,,,,SDG 35,7,24,"Nick Novak kicks onside 18 yards, recovered by Eric Weddle (onside kick successful)",0.000,2.460
3,8:29,1,10,DET 47,7,24,Philip Rivers pass incomplete deep left intended for Malcom Floyd,2.460,1.910
3,8:29,2,10,DET 47,7,24,Philip Rivers pass complete short middle to Mike Tolbert for 7 yards (tackle by Eric Wright),1.910,2.150
3,7:45,3,3,DET 40,7,24,Philip Rivers pass complete short right to Randy McMichael for 9 yards (tackle by Eric Wright),2.150,3.510
3,7:10,1,10,DET 31,7,24,Mike Tolbert right end for -2 yards (tackle by Justin Durant),3.510,2.700
3,6:26,2,12,DET 33,7,24,Philip Rivers pass incomplete short right intended for Malcom Floyd (defended by Chris Houston),2.700,2.020
3,6:20,3,12,DET 33,7,24,Philip Rivers pass complete deep middle to Malcom Floyd for 30 yards (tackle by Chris Houston),2.020,6.510
3,5:37,1,3,DET 3,7,24,Philip Rivers pass incomplete short left intended for Antonio Gates,6.510,5.530
3,5:33,2,3,DET 3,7,24,Mike Tolbert right tackle for -1 yards (tackle by Amari Spievey and Sammie Lee Hill),5.530,4.490
3,5:02,,,,7,24,Timeout #1 by Detroit Lions,0.000,4.490
3,5:02,3,4,DET 4,7,24,Philip Rivers pass incomplete short middle intended for Malcom Floyd (defended by Chris Houston),4.490,3.030
3,4:57,4,4,DET 4,10,24,Nick Novak 22 yard field goal good,3.030,3.000
3,,,,SDG 35,10,24,"Nick Novak kicks off 67 yards, touchback",0.000,0.280
3,4:53,1,10,DET 20,10,24,Matthew Stafford pass complete short right to Nate Burleson for 17 yards (tackle by Steve Gregory),0.280,1.400
3,4:26,1,10,DET 37,10,24,Matthew Stafford pass complete deep middle to Calvin Johnson for 21 yards (tackle by Steve Gregory),1.400,2.790
3,3:43,1,10,SDG 42,10,24,Maurice Morris left tackle for 1 yard (tackle by Antonio Garay),2.790,2.380
3,3:05,2,9,SDG 41,10,24,Matthew Stafford pass complete short left to Nate Burleson for 12 yards (tackle by Quentin Jammer and Marcus Gilchrist),2.380,3.640
3,2:24,1,10,SDG 29,10,24,Kevin Smith left tackle for 3 yards (tackle by Shaun Phillips),3.640,3.510
3,1:38,2,7,SDG 26,10,24,Matthew Stafford pass incomplete deep right intended for Titus Young,3.510,2.810
3,1:32,3,7,SDG 26,10,24,Matthew Stafford pass complete short middle to Brandon Pettigrew for 11 yards (tackle by Na'il Diggs),2.810,4.580
3,0:55,1,10,SDG 15,10,24,Matthew Stafford pass complete short middle to Tony Scheffler for 9 yards (tackle by Takeo Spikes),4.580,5.600
3,0:20,2,1,SDG 6,10,30,"Kevin Smith right tackle for 6 yards, touchdown",5.600,7.000
3,,,,SDG 2,10,31,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 35,10,31,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
3,0:16,1,10,SDG 20,10,31,Philip Rivers pass complete short middle to Vincent Jackson for 23 yards (tackle by DeAndre Levy),0.280,1.800
Quarter,Time,Down,ToGo,Location,SDG,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 43,10,31,Philip Rivers pass complete short middle to Randy McMichael for 9 yards (tackle by Justin Durant and DeAndre Levy),1.800,2.470
4,14:34,2,1,DET 48,10,31,Ryan Mathews up the middle for 4 yards (tackle by Ndamukong Suh),2.470,2.650
4,14:05,1,10,DET 44,10,31,Philip Rivers pass incomplete deep right intended for Vincent Jackson,2.650,2.110
4,13:59,2,10,DET 44,10,31,Philip Rivers pass incomplete deep left intended for Patrick Crayton,2.110,1.420
4,13:53,3,10,DET 44,10,31,Philip Rivers pass complete short left to Mike Tolbert for 5 yards (tackle by Justin Durant),1.420,0.660
4,13:13,4,5,DET 39,10,31,Philip Rivers pass complete short middle to Antonio Gates for 6 yards (tackle by Eric Wright),0.660,3.380
4,12:31,1,10,DET 33,10,31,Philip Rivers pass incomplete deep left intended for Vincent Brown,3.380,2.840
4,12:24,2,10,DET 33,10,31,Philip Rivers pass complete short left to Vincent Brown for 7 yards (tackle by Alphonso Smith and Eric Wright),2.840,3.070
4,11:51,,,,10,31,Timeout #2 by Detroit Lions,0.000,3.070
4,11:51,3,3,DET 26,10,31,Philip Rivers pass complete deep middle to Malcom Floyd for 24 yards (tackle by Chris Harris),3.070,6.740
4,11:17,1,2,DET 2,10,31,Philip Rivers pass incomplete short right intended for Vincent Brown,6.740,5.720
4,11:13,2,2,DET 2,10,31,Philip Rivers pass incomplete short left intended for Mike Tolbert,5.720,4.950
4,11:09,3,2,DET 2,10,31,Philip Rivers pass incomplete short right intended for Malcom Floyd (defended by Chris Houston),4.950,3.250
4,11:04,4,2,DET 2,10,31,Philip Rivers pass incomplete short left intended for Vincent Jackson (defended by Alphonso Smith),3.250,0.380
4,10:59,1,10,DET 3,10,31,--,-0.380,-0.420
4,10:59,1,11,DET 2,10,31,Maurice Morris left tackle for 4 yards (tackle by Corey Liuget),-0.420,-0.560
4,10:24,2,7,DET 6,10,31,Maurice Morris left tackle for 5 yards (tackle by Steve Gregory),-0.560,-0.480
4,9:41,3,2,DET 11,10,31,Matthew Stafford pass complete deep right to Titus Young for 24 yards (tackle by Dante Hughes). Penalty on Dante Hughes: Defensive Pass Interference (Declined),-0.480,1.270
4,9:09,1,10,DET 35,10,31,Kevin Smith up the middle for 1 yard (tackle by Vaughn Martin and Corey Liuget),1.270,0.860
4,8:25,2,9,DET 36,10,31,Kevin Smith left tackle for 4 yards (tackle by Antonio Garay),0.860,0.700
4,7:33,3,5,DET 40,10,31,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew (defended by Shaun Phillips),0.700,-0.720
4,7:29,4,5,DET 40,10,31,Ben Graham punts 31 yards,-0.720,-0.870
4,7:18,1,10,SDG 29,10,31,Mike Tolbert left tackle for 6 yards (tackle by Stephen Tulloch),0.870,1.140
4,6:52,2,4,SDG 35,10,31,Philip Rivers pass incomplete short left intended for Randy McMichael,1.140,0.430
4,6:48,3,4,SDG 35,10,31,Philip Rivers pass complete short left to Mike Tolbert for 1 yard (tackle by Alphonso Smith),0.430,-0.980
4,6:06,4,3,SDG 36,10,31,Philip Rivers pass complete short middle to Malcom Floyd for 4 yards (tackle by Chris Houston),-0.980,1.600
4,5:33,1,10,SDG 40,10,31,Philip Rivers pass complete short left to Mike Tolbert for 9 yards (tackle by Eric Wright),1.600,2.270
4,5:04,2,1,SDG 49,10,31,Philip Rivers pass incomplete short middle intended for Mike Tolbert,2.270,1.550
4,5:00,3,1,SDG 49,10,31,Ryan Mathews up the middle for 6 yards (tackle by Justin Durant),1.550,2.590
4,4:50,,,,10,31,Timeout #1 by San Diego Chargers,0.000,2.590
4,4:50,1,10,DET 45,10,31,Philip Rivers pass incomplete deep right intended for Vincent Jackson is intercepted by Chris Houston at DET-1 and returned for 43 yards (tackle by Jeromey Clary),2.590,-1.860
4,4:39,1,10,DET 44,10,31,Kevin Smith right tackle for 6 yards (tackle by Takeo Spikes),1.860,2.130
4,3:56,2,4,,10,31,Kevin Smith right tackle for 3 yards (tackle by Vaughn Martin),2.130,1.820
4,3:10,3,1,SDG 47,10,31,Kevin Smith up the middle for -1 yards (tackle by Shaun Phillips),1.820,0.070
4,3:06,,,,10,31,Timeout #2 by San Diego Chargers,0.000,0.070
4,3:06,4,2,SDG 48,10,31,Ben Graham punts 46 yards,0.070,0.380
4,2:56,1,10,SDG 2,10,31,Philip Rivers pass complete short middle to Antonio Gates for 9 yards (tackle by Stephen Tulloch),-0.380,-0.120
4,2:33,2,1,SDG 11,10,37,"Philip Rivers pass incomplete short right intended for Ryan Mathews is intercepted by Cliff Avril at SDG-4 and returned for 4 yards, touchdown",-0.120,-7.000
4,,,,SDG 2,10,38,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,10,38,"Jason Hanson kicks off 71 yards, returned by Richard Goodman for 19 yards (tackle by Ashlee Palmer)",0.000,-0.320
4,2:23,1,10,SDG 13,10,38,Ryan Mathews up the middle for 2 yards (tackle by Ndamukong Suh),-0.320,-0.570
4,2:00,2,8,SDG 15,10,38,Ryan Mathews up the middle for 11 yards (tackle by Stephen Tulloch),-0.570,0.670
4,1:27,1,10,SDG 26,10,38,Ryan Mathews right tackle for 7 yards (tackle by Corey Williams),0.670,1.070
4,0:44,2,3,SDG 33,10,38,Ryan Mathews left tackle for 7 yards (tackle by Stephen Tulloch),1.070,1.600
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
