Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
2,4:21,2,6,LAR 27,0,10,Russell Wilson pass complete short left to Doug Baldwin for 11 yards (tackle by John Johnson). Penalty on Trumaine Johnson: Defensive Holding (Declined),3.510,4.510
2,3:54,1,10,LAR 16,0,10,Russell Wilson pass complete short right to Jimmy Graham for 5 yards (tackle by Trumaine Johnson),4.510,4.760
2,3:09,2,5,LAR 11,0,10,Tyler Lockett for 7 yards (tackle by Trumaine Johnson),4.760,6.280
2,2:35,1,4,LAR 4,0,10,Thomas Rawls left guard for no gain (tackle by Aaron Donald and Michael Brockers),6.280,5.340
2,2:00,2,4,LAR 4,6,10,"Russell Wilson pass complete short left to Jimmy Graham for 4 yards, touchdown",5.340,7.000
2,1:55,,,LAR 15,7,10,Blair Walsh kicks extra point good,0.000,0.000
2,1:55,,,SEA 35,7,10,"Blair Walsh kicks off 53 yards, out of bounds",0.000,-1.600
2,1:54,1,10,LAR 40,7,10,Jared Goff pass complete short right to Todd Gurley for 1 yard,1.600,1.190
2,1:47,2,9,LAR 41,7,10,Jared Goff pass incomplete deep left intended for Tyler Higbee (defended by Kam Chancellor),1.190,0.000
2,1:43,,,,,,Timeout #1 by Seattle Seahawks,0.000,-0.500
2,1:43,3,9,LAR 41,7,10,Jared Goff pass incomplete deep right intended for Sammy Watkins,0.500,-0.650
2,1:34,4,9,LAR 41,7,10,"Johnny Hekker punts 34 yards, out of bounds",-0.650,-0.610
2,1:28,1,10,SEA 25,7,10,Russell Wilson pass complete short right to Paul Richardson for 14 yards (tackle by Mark Barron),0.610,1.530
2,1:08,1,10,SEA 39,7,10,Russell Wilson pass complete short right to Paul Richardson for 13 yards,1.530,2.390
2,0:59,1,10,LAR 48,7,10,Russell Wilson pass complete short middle to Paul Richardson for 8 yards (tackle by Nickell Robey-Coleman),2.390,2.930
2,0:52,2,2,LAR 40,7,10,Russell Wilson sacked by Matt Longacre for -5 yards,2.930,0.000
2,0:43,,,,,,Timeout #2 by Seattle Seahawks,0.000,-1.550
2,0:43,3,7,LAR 45,7,10,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",1.550,0.890
2,0:43,3,12,,7,10,Russell Wilson pass complete short left to Thomas Rawls for 14 yards (tackle by Mark Barron). Penalty on Robert Quinn: Defensive Offside (Declined),0.890,3.180
2,0:34,1,10,LAR 36,7,10,Russell Wilson sacked by Robert Quinn for -8 yards,3.180,0.000
2,0:28,,,,,,Timeout #3 by Seattle Seahawks,0.000,-1.560
2,0:28,2,18,LAR 44,7,10,Russell Wilson pass complete short right to Doug Baldwin for 15 yards (tackle by Mark Barron),1.560,2.870
2,0:03,3,3,LAR 29,7,10,Russell Wilson spiked the ball,2.870,1.580
2,0:02,4,3,LAR 29,10,10,Blair Walsh 48 yard field goal good,1.580,3.000
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,10,10,"Blair Walsh kicks off 64 yards, returned by Pharoh Cooper for 31 yards (tackle by Tre Madden)",0.000,-1.070
3,14:54,1,10,LAR 32,10,10,Jared Goff pass incomplete short left intended for Robert Woods (defended by Shaquill Griffin),1.070,0.530
3,14:46,2,10,LAR 32,10,10,"Penalty on Frank Clark: Neutral Zone Infraction, 5 yards (no play)",0.530,1.200
3,14:46,2,5,LAR 37,10,10,Todd Gurley left end for 1 yard (tackle by Shaquill Griffin),1.200,0.630
3,14:15,3,4,LAR 38,10,10,Jared Goff pass complete short right to Robert Woods for 12 yards (tackle by Richard Sherman),0.630,2.260
3,13:32,1,10,,10,10,Jared Goff pass incomplete deep left intended for Robert Woods,2.260,1.710
3,13:26,2,10,,10,10,Jared Goff pass incomplete short left intended for Pharoh Cooper,1.710,1.030
3,13:21,3,10,,10,10,Jared Goff for 22 yards (tackle by Kam Chancellor),1.030,3.710
3,12:58,1,10,SEA 28,10,10,Jared Goff pass complete short middle to Todd Gurley for 6 yards (tackle by Bobby Wagner),3.710,3.980
3,12:25,2,4,SEA 22,10,10,Todd Gurley left end for -7 yards (tackle by Frank Clark and Nazair Jones),3.980,2.340
3,11:38,3,11,SEA 29,10,10,Jared Goff pass complete short middle to Malcolm Brown for 13 yards (tackle by Bobby Wagner and Kam Chancellor),2.340,0.000
3,10:50,,,,,,Timeout #1 by Los Angeles Rams,0.000,-4.510
3,10:50,1,10,SEA 16,10,10,Jared Goff pass incomplete short right intended for Tavon Austin,4.510,3.900
3,10:45,2,10,SEA 16,10,10,Tavon Austin left end for -2 yards (tackle by Bobby Wagner),3.900,2.940
3,10:06,3,12,SEA 18,10,10,Jared Goff pass incomplete deep left intended for Gerald Everett,2.940,2.250
3,10:00,4,12,SEA 18,10,10,Greg Zuerlein 36 yard field goal no good,2.250,-0.670
3,9:54,1,10,SEA 26,10,10,Eddie Lacy right guard for 3 yards (tackle by Mark Barron),0.670,0.540
3,9:17,2,7,SEA 29,10,10,Russell Wilson pass complete deep left to J.D. McKissic for 21 yards (tackle by Mark Barron),0.540,2.260
3,8:31,1,10,,10,10,Russell Wilson pass incomplete short right intended for Doug Baldwin (defended by Cody Davis),2.260,1.710
3,8:24,2,10,,10,10,Russell Wilson pass complete short middle to Eddie Lacy for 9 yards (tackle by Mark Barron),1.710,2.210
3,7:47,3,1,LAR 41,10,10,Eddie Lacy middle for 1 yard (tackle by Alec Ogletree and Michael Brockers),2.210,2.920
3,6:59,1,10,LAR 40,10,10,Russell Wilson pass incomplete deep right intended for Tyler Lockett,2.920,2.370
3,6:52,2,10,LAR 40,10,10,Russell Wilson for no gain (tackle by Mark Barron),2.370,1.680
3,6:25,3,10,LAR 40,10,10,Russell Wilson pass complete short left to Jimmy Graham for 9 yards (tackle by Mark Barron),1.680,1.410
3,5:47,4,1,LAR 31,13,10,Blair Walsh 49 yard field goal good,1.410,3.000
3,5:41,,,SEA 35,13,10,"Blair Walsh kicks off 68 yards, returned by Pharoh Cooper for 21 yards (tackle by Neiko Thorpe)",0.000,-0.040
3,5:35,1,10,LAR 18,13,10,Todd Gurley left end for 6 yards (tackle by Bobby Wagner),0.040,0.410
3,5:12,2,4,LAR 24,13,10,Jared Goff pass incomplete deep right intended for Pharoh Cooper,0.410,-0.400
3,5:05,3,4,LAR 24,13,10,Jared Goff pass complete short right to Malcolm Brown for 16 yards (tackle by Richard Sherman),-0.400,1.600
3,4:40,1,10,LAR 40,13,10,Jared Goff pass incomplete deep middle intended for Sammy Watkins,1.600,1.050
3,4:33,2,10,LAR 40,13,10,Jared Goff pass complete short middle to Cooper Kupp for 6 yards (tackle by Bobby Wagner),1.050,1.160
3,3:52,3,4,LAR 46,13,10,"Penalty on Garrison Smith: Neutral Zone Infraction, 5 yards (no play)",1.160,2.320
3,3:30,1,10,SEA 49,13,10,Jared Goff pass complete short middle to Cooper Kupp for 19 yards (tackle by Earl Thomas),2.320,3.580
3,2:51,1,10,SEA 30,13,10,Jared Goff pass complete short left to Tavon Austin for 9 yards (tackle by Bobby Wagner),3.580,4.250
3,2:16,2,1,SEA 21,13,10,Todd Gurley middle for 6 yards (tackle by K.J. Wright and Michael Bennett),4.250,4.580
3,1:46,1,10,SEA 15,13,10,Jared Goff sacked by Michael Bennett for -10 yards,4.580,2.670
3,1:00,2,20,SEA 25,13,10,Jared Goff pass incomplete deep left intended for Tavon Austin,2.670,2.010
3,0:56,3,20,SEA 25,13,10,Jared Goff pass incomplete short left intended for Todd Gurley is intercepted by Sheldon Richardson at SEA-24 and returned for 5 yards,2.010,-0.870
3,0:48,1,10,SEA 29,13,10,J.D. McKissic for 3 yards (tackle by Matt Longacre),0.870,0.730
3,0:14,2,7,SEA 32,13,10,"Russell Wilson pass complete short left to J.D. McKissic for no gain. Penalty on Tanner McEvoy: Offensive Pass Interference, 10 yards (no play)",0.730,-0.620
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,17,SEA 22,13,10,Russell Wilson pass complete short right to Nick Vannett for no gain,-0.620,-1.290
4,14:14,3,17,SEA 22,13,10,Russell Wilson left end for 5 yards (tackle by Aaron Donald),-1.290,-1.570
4,13:35,4,12,SEA 27,13,10,"Jon Ryan punts 44 yards, fair catch by Cooper Kupp",-1.570,-0.870
4,13:28,1,10,LAR 29,13,10,Tavon Austin left tackle for -3 yards (tackle by Frank Clark),0.870,-0.080
4,12:47,2,13,LAR 26,13,10,Jared Goff pass incomplete deep right intended for Cooper Kupp,-0.080,-0.760
4,12:42,3,13,LAR 26,13,10,Jared Goff pass complete short right to Gerald Everett for 8 yards (tackle by Bobby Wagner),-0.760,-1.110
4,11:58,4,5,LAR 34,13,10,"Johnny Hekker punts 40 yards, fair catch by Tyler Lockett",-1.110,-0.670
4,11:51,1,10,SEA 26,13,10,Russell Wilson pass incomplete short middle intended for Doug Baldwin,0.670,0.130
4,11:46,2,10,SEA 26,13,10,Thomas Rawls middle for 3 yards (tackle by Morgan Fox),0.130,-0.160
4,11:02,3,7,SEA 29,13,10,Russell Wilson pass incomplete short left intended for Doug Baldwin,-0.160,-1.440
4,10:57,4,7,SEA 29,13,10,"Jon Ryan punts 38 yards. Penalty on Dominique Hatfield: Offensive Holding, 10 yards",-1.440,-0.480
4,10:48,1,10,LAR 23,13,10,Todd Gurley right tackle for no gain (tackle by Michael Bennett),0.480,-0.070
4,10:04,2,10,LAR 23,13,10,"Penalty on Jamon Brown: False Start, 5 yards (no play)",-0.070,-0.840
4,9:47,2,15,LAR 18,13,10,Todd Gurley left tackle for 3 yards (tackle by Nazair Jones),-0.840,-1.020
4,9:06,3,12,LAR 21,13,10,"Jared Goff pass incomplete short middle intended for Cooper Kupp (defended by Justin Coleman). Penalty on Frank Clark: Illegal Use of Hands, 5 yards (no play)",-1.020,0.000
4,8:59,,,,,,Timeout #2 by Los Angeles Rams,0.000,-0.670
4,8:56,1,10,LAR 26,13,10,"Jared Goff left end for 6 yards (tackle by K.J. Wright). Penalty on Jamon Brown: Offensive Holding, 10 yards (no play)",0.670,-0.300
4,8:30,1,20,LAR 16,13,10,Jared Goff pass complete short right to Pharoh Cooper for 3 yards (tackle by Shaquill Griffin),-0.300,-0.870
4,8:05,2,17,LAR 19,13,10,Jared Goff pass complete short left to Pharoh Cooper for 19 yards (tackle by Earl Thomas),-0.870,1.470
4,7:29,1,10,LAR 38,13,10,Jared Goff pass incomplete deep right intended for Sammy Watkins,1.470,0.920
4,7:19,2,10,LAR 38,13,10,Tavon Austin middle for 2 yards (tackle by Branden Jackson and Jarran Reed),0.920,0.500
4,6:44,3,8,LAR 40,13,10,Jared Goff pass complete short right to Robert Woods for 11 yards (tackle by Justin Coleman),0.500,2.320
4,6:18,1,10,SEA 49,13,10,Jared Goff pass incomplete short left intended for Cooper Kupp (defended by Frank Clark),2.320,1.780
4,6:17,2,10,SEA 49,13,10,Jared Goff pass incomplete short middle intended for Tyler Higbee is intercepted by Earl Thomas at SEA-35 and returned for 19 yards,1.780,-2.520
4,6:02,1,10,LAR 46,13,10,Thomas Rawls middle for 7 yards (tackle by Cody Davis),2.520,2.920
4,5:17,2,3,LAR 39,13,10,Thomas Rawls right guard for 1 yard (tackle by Marqui Christian and Mark Barron),2.920,2.350
4,4:31,3,2,LAR 38,13,10,Russell Wilson pass incomplete short middle intended for Jimmy Graham (defended by Cody Davis),2.350,0.720
4,4:27,4,2,LAR 38,13,10,Jon Ryan punts 31 yards,0.720,0.380
4,4:17,1,10,LAR 7,13,10,Todd Gurley right guard for 2 yards (tackle by Marcus Smith),-0.380,-0.630
4,3:34,2,8,LAR 9,13,10,"Jared Goff pass incomplete short left intended for Robert Woods. Penalty on K.J. Wright: Defensive Pass Interference, 5 yards (no play)",-0.630,-0.280
4,3:29,1,10,LAR 14,13,10,Jared Goff pass complete deep middle to Tyler Higbee for 29 yards (tackle by Nazair Jones),-0.280,1.800
4,2:57,1,10,LAR 43,13,10,"Jared Goff sacked by Frank Clark for -8 yards. Jared Goff fumbles (forced by Frank Clark), recovered by Sheldon Richardson at LAR-40 and returned for 20 yards (tackle by Andrew Whitworth)",1.800,-4.240
4,2:46,1,10,LAR 20,13,10,Thomas Rawls middle for -1 yards (tackle by Mark Barron),4.240,0.000
4,2:42,,,,,,Timeout #3 by Los Angeles Rams,0.000,-3.560
4,2:42,2,11,LAR 21,13,10,Thomas Rawls middle for 5 yards (tackle by Cody Davis and John Johnson),3.560,3.520
4,2:00,3,6,LAR 16,13,10,Russell Wilson pass complete short right to Tyler Lockett for 4 yards (tackle by Nickell Robey-Coleman),3.520,0.000
4,1:12,,,,,,Timeout #1 by Seattle Seahawks,0.000,-2.760
4,1:12,4,2,LAR 12,13,10,"Penalty on Doug Baldwin: False Start, 5 yards (no play)",2.760,2.310
4,1:12,4,7,LAR 17,16,10,Blair Walsh 35 yard field goal good,2.310,3.000
4,1:09,,,SEA 35,16,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
4,1:07,1,10,LAR 25,16,10,Jared Goff pass complete deep right to Tyler Higbee for 35 yards (tackle by Richard Sherman),0.610,2.920
4,0:38,1,10,SEA 40,16,10,Jared Goff pass incomplete short right intended for Robert Woods,2.920,2.370
4,0:35,2,10,SEA 40,16,10,Jared Goff pass complete deep middle to Robert Woods for 20 yards (tackle by Shaquill Griffin),2.370,4.240
4,0:35,1,10,SEA 20,16,10,Jared Goff spiked the ball,4.240,3.690
4,0:17,2,10,SEA 20,16,10,Jared Goff pass incomplete deep left intended for Todd Gurley,3.690,3.010
4,0:12,3,10,SEA 20,16,10,Jared Goff pass incomplete deep middle intended for Cooper Kupp,3.010,0.000
4,0:08,,,,,,Timeout #2 by Seattle Seahawks,0.000,-2.120
4,0:08,4,10,SEA 20,16,10,Jared Goff pass incomplete deep middle intended for Cooper Kupp,2.120,-0.280
4,0:05,1,10,SEA 20,16,10,Russell Wilson kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
