Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
1,2:41,2,2,NYJ 2,3,0,"JaMarcus Russell pass complete short right to Zach Miller for 2 yards. Penalty on Javon Walker: Illegal Formation, 5 yards (no play)",5.720,4.760
1,2:36,2,7,NYJ 7,3,0,Justin Fargas right end for -4 yards (tackle by Kris Jenkins and Bryan Thomas),4.760,3.120
1,1:58,3,11,NYJ 11,3,0,JaMarcus Russell pass incomplete short left intended for Johnnie Lee Higgins,3.120,2.700
1,1:52,4,11,NYJ 11,3,3,Sebastian Janikowski 29 yard field goal good,2.700,3.000
1,,,,OAK 30,3,3,"Sebastian Janikowski kicks off 73 yards, returned by Leon Washington for 19 yards (tackle by Sam Williams)",0.000,-0.140
1,1:44,1,10,NYJ 16,3,3,"Penalty on Bubba Franks: False Start, 5 yards (no play)",-0.140,-0.540
1,1:44,1,15,NYJ 11,3,3,Brett Favre pass complete short right to Laveranues Coles for 13 yards (tackle by DeAngelo Hall). Penalty on Tommy Kelly: Defensive Offside (Declined),-0.540,0.550
1,1:44,2,2,NYJ 24,3,3,Thomas Jones right end for 14 yards (tackle by Hiram Eugene),0.550,1.470
1,1:16,1,10,NYJ 38,3,3,Thomas Jones right end for 2 yards (tackle by Kalimba Edwards),1.470,1.190
1,0:24,2,8,NYJ 40,3,3,"Penalty on Laveranues Coles: False Start, 5 yards (no play)",1.190,0.520
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,NYJ 35,3,3,Brett Favre pass incomplete short middle intended for Dustin Keller. Penalty on Alan Faneca: Offensive Holding (Declined),0.520,-0.160
2,14:56,3,13,NYJ 35,3,3,Brett Favre pass complete short left to Leon Washington for 8 yards (tackle by Kalimba Edwards),-0.160,-0.520
2,14:22,4,5,NYJ 43,3,3,"Reggie Hodges punts 42 yards, returned by Johnnie Lee Higgins for 23 yards (tackle by Calvin Pace). Penalty on Jon Alston: Defensive Offside, 5 yards (no play)",-0.520,2.130
2,13:53,1,10,NYJ 48,3,3,Thomas Jones right end for 14 yards (tackle by DeAngelo Hall),2.130,3.050
2,13:23,1,10,OAK 38,3,3,Brett Favre pass complete short right to Laveranues Coles for 19 yards (tackle by Gibril Wilson),3.050,4.310
2,12:46,1,10,OAK 19,3,3,Thomas Jones right end for 4 yards (tackle by Ricky Brown),4.310,4.350
2,12:06,2,6,OAK 15,3,3,Leon Washington up the middle for 3 yards (tackle by DeAngelo Hall and Tommy Kelly),4.350,4.190
2,11:21,3,3,OAK 12,3,3,Brett Favre pass complete short right to Dustin Keller for 6 yards (tackle by Gibril Wilson),4.190,5.830
2,10:50,1,6,OAK 6,3,3,Thomas Jones left guard for 3 yards (tackle by Tommy Kelly),5.830,5.530
2,10:19,2,3,OAK 3,3,3,Thomas Jones left tackle for no gain (tackle by Kirk Morrison),5.530,4.720
2,9:33,3,3,OAK 3,3,3,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",4.720,3.580
2,9:09,3,8,OAK 8,3,3,Brett Favre pass incomplete short middle intended for Jerricho Cotchery is intercepted by Gibril Wilson. Penalty on Jerricho Cotchery: Illegal Motion (Declined),3.580,-0.280
2,9:01,1,10,OAK 20,3,3,Justin Fargas up the middle for 5 yards (tackle by David Harris),0.280,0.410
2,8:25,2,5,OAK 25,3,3,Justin Fargas up the middle for 5 yards (tackle by Eric Barton),0.410,0.940
2,7:49,1,10,OAK 30,3,3,JaMarcus Russell pass complete short left to Javon Walker for 16 yards (tackle by Dwight Lowery),0.940,1.990
2,7:16,1,10,OAK 46,3,3,"Justin Fargas right tackle for 1 yard (tackle by Eric Barton and David Harris). Penalty on Shaun Ellis: Face Mask (15 Yards), 15 yards",1.990,3.050
2,6:59,1,10,NYJ 38,3,3,Justin Fargas right tackle for 2 yards (tackle by David Harris and Kris Jenkins),3.050,2.780
2,6:15,2,8,NYJ 36,3,3,JaMarcus Russell pass complete short middle to Chaz Schilens for 5 yards (tackle by Calvin Pace),2.780,2.740
2,5:36,3,3,NYJ 31,3,3,JaMarcus Russell pass complete short left to Javon Walker for 8 yards (tackle by Eric Smith),2.740,4.040
2,4:57,1,10,NYJ 23,3,3,JaMarcus Russell pass incomplete deep right intended for Chaz Schilens (defended by Darrelle Revis),4.040,3.500
2,4:52,2,10,NYJ 23,3,3,Darren McFadden right tackle for 1 yard (tackle by Calvin Pace),3.500,2.940
2,4:13,3,9,NYJ 22,3,3,JaMarcus Russell pass incomplete short left intended for Javon Walker (defended by Dwight Lowery),2.940,1.990
2,4:09,4,9,NYJ 22,3,3,Sebastian Janikowski 40 yard field goal no good,1.990,-0.940
2,4:04,1,10,NYJ 30,3,3,Thomas Jones up the middle for 20 yards (tackle by Hiram Eugene),0.940,2.260
2,3:26,1,10,,3,3,Brett Favre pass complete short right to Jerricho Cotchery for no gain,2.260,1.710
2,2:45,2,10,,3,3,Brett Favre pass complete short right to Thomas Jones for no gain,1.710,1.030
2,2:00,3,10,,3,3,Brett Favre pass complete short middle to Leon Washington for 5 yards (tackle by Thomas Howard),1.030,0.270
2,1:47,,,,3,3,Timeout #1 by Oakland Raiders,0.000,0.270
2,1:45,4,5,OAK 45,3,3,"Reggie Hodges punts 33 yards, fair catch by Johnnie Lee Higgins",0.270,0.350
2,1:40,1,10,OAK 12,3,3,Justin Fargas left tackle for 2 yards (tackle by Kenyon Coleman),-0.350,-0.610
2,1:06,2,8,OAK 14,3,3,Justin Fargas left tackle for 6 yards,-0.610,-0.480
2,0:53,,,,3,3,Timeout #2 by New York Jets,0.000,-0.480
2,0:53,3,2,OAK 20,3,3,Justin Fargas left end for 5 yards (tackle by David Barrett),-0.480,0.610
2,0:24,1,10,OAK 25,3,3,JaMarcus Russell pass incomplete deep left intended for Zach Miller,0.610,0.060
2,0:19,2,10,OAK 25,3,3,JaMarcus Russell pass complete short left to Justin Fargas for 3 yards (tackle by Hank Poteat),0.060,-0.230
2,0:10,,,,3,3,Timeout #2 by Oakland Raiders,0.000,-0.230
2,0:10,3,7,OAK 28,3,3,JaMarcus Russell sacked by Shaun Ellis for -7 yards,-0.230,-1.960
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,,,"Jay Feely kicks off 55 yards, returned by Tyvon Branch for 15 yards",,
3,14:56,1,10,OAK 30,3,3,Justin Fargas right guard for 5 yards (tackle by David Harris),0.940,1.070
3,14:24,2,5,OAK 35,3,3,Justin Fargas left tackle for 16 yards (tackle by Kerry Rhodes),1.070,2.320
3,13:45,1,10,NYJ 49,3,3,Johnnie Lee Higgins right end for 18 yards (tackle by Kerry Rhodes),2.320,3.510
3,13:12,1,10,NYJ 31,3,3,"Penalty on Kwame Harris: False Start, 5 yards (no play)",3.510,3.180
3,12:51,1,15,NYJ 36,3,3,JaMarcus Russell pass complete short left to Darren McFadden for 16 yards (tackle by Dwight Lowery),3.180,4.240
3,12:12,1,10,NYJ 20,3,3,JaMarcus Russell pass incomplete short right intended for Javon Walker,4.240,3.690
3,12:07,2,10,NYJ 20,3,3,Darren McFadden right guard for 13 yards (tackle by Kerry Rhodes and Eric Smith),3.690,5.600
3,11:25,1,7,NYJ 7,3,3,Darren McFadden left tackle for 1 yard (tackle by Kenyon Coleman),5.600,4.950
3,10:46,2,6,NYJ 6,3,3,Justin Fargas up the middle for 3 yards (tackle by Eric Barton and Kerry Rhodes),4.950,4.720
3,10:04,3,3,NYJ 3,3,3,"Penalty on Kwame Harris: False Start, 5 yards (no play)",4.720,3.580
3,9:41,3,8,NYJ 8,3,9,"JaMarcus Russell pass complete short left to Javon Walker for 8 yards, touchdown",3.580,7.000
3,,,,NYJ 2,3,10,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,3,10,"Sebastian Janikowski kicks off 78 yards, touchback",0.000,0.280
3,9:35,1,10,NYJ 20,3,10,Thomas Jones right end for 8 yards (tackle by DeAngelo Hall),0.280,0.810
3,9:05,2,2,NYJ 28,3,10,Thomas Jones up the middle for 31 yards (tackle by Hiram Eugene),0.810,2.850
3,8:36,1,10,OAK 41,3,10,"Brett Favre for no gain. Brett Favre fumbles, recovered by Leon Washington at OAK-48. Penalty on Wallace Wright: Illegal Motion (Declined)",2.850,0.690
3,8:02,2,22,NYJ 47,3,10,Brett Favre pass complete short right to Leon Washington for 8 yards (tackle by Kirk Morrison),0.690,1.090
3,7:17,3,14,OAK 45,3,10,"Brett Favre sacked by Trevor Scott for -5 yards. Brett Favre fumbles (forced by Trevor Scott), recovered by Alan Faneca at tm_-50",1.090,-0.060
3,6:32,4,19,,3,10,"Reggie Hodges punts 35 yards, returned by Johnnie Lee Higgins for 22 yards (tackle by Eric Smith)",-0.060,-1.400
3,6:28,1,10,OAK 37,3,10,Justin Fargas right tackle for 7 yards (tackle by Eric Smith and Kenyon Coleman),1.400,1.800
3,5:57,2,3,OAK 44,3,10,Justin Fargas left guard for 1 yard (tackle by Kris Jenkins),1.800,1.220
3,5:20,3,2,OAK 45,3,10,JaMarcus Russell pass incomplete short right intended for Johnnie Lee Higgins (defended by Darrelle Revis),1.220,-0.390
3,5:14,4,2,OAK 45,3,10,"Penalty on Shane Lechler: Delay of Game, 5 yards (no play)",-0.390,-0.720
3,5:14,4,7,OAK 40,3,10,"Shane Lechler punts 60 yards, touchback",-0.720,-0.280
3,5:06,1,10,NYJ 20,3,10,Brett Favre pass complete short right to Laveranues Coles for 8 yards (tackle by DeAngelo Hall),0.280,0.810
3,4:42,2,2,NYJ 28,3,10,Thomas Jones right end for 4 yards (tackle by Gibril Wilson),0.810,1.070
3,4:02,1,10,NYJ 32,3,10,Brad Smith left end for 14 yards (tackle by Hiram Eugene),1.070,1.990
3,3:27,1,10,NYJ 46,3,10,Thomas Jones left tackle for 2 yards (tackle by Kalimba Edwards and Gibril Wilson),1.990,1.720
3,2:44,2,8,NYJ 48,3,10,"Penalty on Alan Faneca: False Start, 5 yards (no play)",1.720,1.050
3,2:32,2,13,NYJ 43,3,10,Thomas Jones up the middle for 7 yards (tackle by Michael Huff and Gibril Wilson),1.050,1.290
3,1:51,3,6,,3,10,Brett Favre pass incomplete short middle intended for Leon Washington (defended by Thomas Howard),1.290,-0.060
3,1:44,4,6,,3,10,"Reggie Hodges punts 33 yards, fair catch by Johnnie Lee Higgins",-0.060,0.060
3,1:35,1,10,OAK 17,3,10,Justin Fargas left end for 3 yards (tackle by Dwight Lowery),-0.060,-0.060
3,1:01,2,7,OAK 20,3,10,Justin Fargas up the middle for 2 yards,-0.060,-0.620
3,0:20,3,5,OAK 22,3,10,JaMarcus Russell pass complete short middle to Zach Miller for 10 yards (tackle by Kerry Rhodes),-0.620,1.070
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 32,3,10,JaMarcus Russell pass complete deep left to Javon Walker for 27 yards (tackle by Eric Smith),1.070,2.850
4,14:22,1,10,NYJ 41,3,10,Darren McFadden right end for 2 yards (tackle by Shaun Ellis and Bryan Thomas),2.850,2.580
4,13:46,2,8,NYJ 39,3,10,JaMarcus Russell pass incomplete deep right intended for Javon Walker,2.580,1.880
4,13:38,3,8,NYJ 39,3,10,"Penalty on Cornell Green: False Start, 5 yards (no play)",1.880,1.220
4,13:38,3,13,NYJ 44,3,10,JaMarcus Russell pass incomplete short middle intended for Johnnie Lee Higgins,1.220,0.330
4,13:35,4,13,NYJ 44,3,10,Shane Lechler punts 31 yards,0.330,0.320
4,13:25,1,10,NYJ 13,3,10,Thomas Jones left end for 9 yards (tackle by Gibril Wilson),-0.320,0.490
4,12:47,2,1,NYJ 22,3,10,Thomas Jones up the middle for 3 yards (tackle by Kalimba Edwards),0.490,0.610
4,12:07,1,10,NYJ 25,3,10,Brett Favre pass complete short right to Laveranues Coles for 11 yards (tackle by DeAngelo Hall),0.610,1.330
4,11:23,1,10,NYJ 36,3,10,Leon Washington up the middle for 5 yards (tackle by Gibril Wilson and Trevor Scott),1.330,1.470
4,10:47,2,5,NYJ 41,3,10,Thomas Jones left guard for 4 yards (tackle by Nnamdi Asomugha),1.470,1.290
4,10:03,3,1,NYJ 45,3,10,Brad Smith left end for 5 yards (tackle by Ricky Brown),1.290,2.260
4,9:21,1,10,,3,10,Brad Smith left end for 36 yards (tackle by Thomas Howard),2.260,4.650
4,8:43,1,10,OAK 14,3,10,Thomas Jones up the middle for 3 yards (tackle by Trevor Scott and Gibril Wilson),4.650,4.520
4,8:00,2,7,OAK 11,9,10,"Leon Washington up the middle for 11 yards, touchdown",4.520,7.000
4,,,,OAK 2,10,10,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYJ 30,10,10,"Jay Feely kicks off 69 yards, returned by Tyvon Branch for 19 yards (tackle by Ahmad Carroll). Tyvon Branch fumbles (forced by Ahmad Carroll), recovered by Tyvon Branch at OAK-19",0.000,0.150
4,7:52,1,10,OAK 19,10,10,Justin Fargas right guard for 4 yards (tackle by David Harris),0.150,0.210
4,7:20,2,6,OAK 23,10,10,JaMarcus Russell pass complete short left to Tony Stewart for 4 yards (tackle by Dwight Lowery),0.210,-0.030
4,6:40,3,2,OAK 27,10,10,JaMarcus Russell pass incomplete short left intended for Ashley Lelie (defended by Eric Barton),-0.030,-1.570
4,6:37,4,2,OAK 27,10,10,Jon Alston right end for 22 yards (tackle by Ahmad Carroll),-1.570,2.190
4,5:54,1,10,OAK 49,10,10,"JaMarcus Russell pass incomplete deep right intended for Tony Stewart. Penalty on Darren McFadden: Chop Block, 15 yards (no play)",2.190,1.200
4,5:46,1,25,OAK 34,10,10,Justin Fargas up the middle for 6 yards (tackle by Kenyon Coleman),1.200,0.430
4,5:12,2,19,OAK 40,10,10,"JaMarcus Russell pass complete short left to Darren McFadden for 25 yards (tackle by Abram Elam). Penalty on Abram Elam: Face Mask (15 Yards), 15 yards",0.430,4.240
4,4:48,1,10,NYJ 20,10,10,Justin Fargas right guard for 1 yard (tackle by Sione Pouha),4.240,3.820
4,4:10,2,9,NYJ 19,10,10,"JaMarcus Russell sacked for -5 yards. JaMarcus Russell fumbles, recovered by Justin Griffith at NYJ-24",3.820,2.480
4,3:43,3,14,NYJ 24,10,10,Darren McFadden right guard for 5 yards (tackle by David Barrett),2.480,2.180
4,3:01,4,9,NYJ 19,10,13,Sebastian Janikowski 37 yard field goal good,2.180,3.000
4,,,,OAK 30,10,13,"Sebastian Janikowski kicks off 59 yards, returned by Leon Washington for 10 yards (tackle by Jon Alston)",0.000,0.340
4,2:52,1,10,NYJ 21,10,13,Brett Favre pass incomplete short middle intended for Laveranues Coles (defended by DeAngelo Hall),0.340,-0.200
4,2:40,2,10,NYJ 21,10,13,Brett Favre sacked by Tommy Kelly for -8 yards,-0.200,-2.300
4,2:25,3,18,NYJ 13,10,13,Brett Favre pass incomplete deep right intended for Jerricho Cotchery is intercepted by DeAngelo Hall at tm_-50 and returned for 10 yards (tackle by Leon Washington),-2.300,-2.920
4,1:55,1,10,NYJ 40,10,13,Justin Fargas right tackle for 1 yard (tackle by Bryan Thomas and Kris Jenkins),2.920,2.510
4,1:48,,,,10,13,Timeout #1 by New York Jets,0.000,2.510
4,1:48,2,9,NYJ 39,10,13,Justin Fargas left guard for 2 yards (tackle by Kerry Rhodes and David Harris),2.510,2.080
4,1:42,,,,10,13,Timeout #2 by New York Jets,0.000,2.080
4,1:42,3,7,NYJ 37,10,13,Justin Fargas right end for -8 yards (tackle by Kerry Rhodes),2.080,0.270
4,1:35,,,,10,13,Timeout #3 by New York Jets,0.000,0.270
4,1:35,4,15,NYJ 45,10,13,Shane Lechler punts 40 yards,0.270,0.380
4,1:24,1,10,NYJ 5,10,13,Brett Favre pass incomplete deep left intended for Jerricho Cotchery (defended by Stanford Routt),-0.380,-0.780
4,1:15,2,10,NYJ 5,10,13,Brett Favre pass incomplete deep right intended for Jerricho Cotchery (defended by Michael Huff),-0.780,-1.420
4,1:07,3,10,NYJ 5,10,13,Brett Favre pass complete short right to Chansi Stuckey for 31 yards (tackle by Thomas Howard),-1.420,1.330
4,0:45,1,10,NYJ 36,10,13,Brett Favre spiked the ball,1.330,0.790
4,0:45,2,10,NYJ 36,10,13,"Brett Favre pass incomplete short left intended for Laveranues Coles. Penalty on Nnamdi Asomugha: Illegal Contact, 5 yards (no play)",0.790,1.660
4,0:40,1,10,NYJ 41,10,13,Brett Favre pass complete short right to Brad Smith for 7 yards (tackle by DeAngelo Hall),1.660,2.070
4,0:26,2,3,NYJ 48,10,13,Brett Favre spiked the ball,2.070,1.360
4,0:26,3,3,NYJ 48,10,13,Brett Favre pass complete deep right to Brad Smith for 18 yards (tackle by Kirk Morrison),1.360,3.310
4,0:12,1,10,OAK 34,10,13,Brett Favre spiked the ball,3.310,2.770
4,0:12,2,10,OAK 34,10,13,Brett Favre pass incomplete short right intended for Brad Smith,2.770,2.080
4,0:08,,,,10,13,Timeout #1 by Oakland Raiders,0.000,2.080
4,0:08,3,10,OAK 34,13,13,Jay Feely 52 yard field goal good,2.080,3.000
4,,,,NYJ 30,13,13,"Jay Feely kicks off 64 yards, returned by Tyvon Branch for 9 yards (tackle by David Bowens)",0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,,,,OAK 30,13,13,"Sebastian Janikowski kicks off 71 yards, returned by Leon Washington for 23 yards",0.000,0.410
OT,14:53,1,10,NYJ 22,13,13,Thomas Jones up the middle for 4 yards (tackle by Ricky Brown),0.410,0.410
OT,14:16,2,6,NYJ 26,13,13,Thomas Jones right guard for 1 yard (tackle by Kirk Morrison and Ricky Brown),0.410,-0.160
OT,13:35,3,5,NYJ 27,13,13,Brett Favre pass complete short middle to Chansi Stuckey for 17 yards (tackle by Michael Huff),-0.160,1.860
OT,12:54,1,10,NYJ 44,13,13,Thomas Jones up the middle for 5 yards (tackle by Ricky Brown),1.860,1.990
OT,12:15,2,5,NYJ 49,13,13,Brett Favre pass incomplete deep middle intended for Chris Baker,1.990,1.290
OT,12:07,3,5,NYJ 49,13,13,Brett Favre sacked by Trevor Scott for -8 yards,1.290,-0.650
OT,11:44,4,13,NYJ 41,13,13,"Reggie Hodges punts 39 yards, returned by Johnnie Lee Higgins for no gain",-0.650,-0.280
OT,11:36,1,10,OAK 20,13,13,Justin Fargas right guard for 5 yards (tackle by Kenyon Coleman),0.280,0.410
OT,11:02,2,5,OAK 25,13,13,Justin Fargas right end for -5 yards (tackle by Calvin Pace),0.410,-0.960
OT,10:18,3,10,OAK 20,13,13,JaMarcus Russell pass complete short right to Justin Fargas for 4 yards (tackle by David Harris),-0.960,-1.770
OT,9:41,4,6,OAK 24,13,13,"Shane Lechler punts 55 yards, returned by Leon Washington for -1 yards (tackle by Sam Williams). Penalty on Ahmad Carroll: Illegal Block Above the Waist, 10 yards",-1.770,0.380
OT,9:27,1,10,NYJ 10,13,13,Thomas Jones left end for 6 yards (tackle by Kirk Morrison),-0.380,-0.230
OT,8:47,2,4,NYJ 16,13,13,Thomas Jones up the middle for no gain (tackle by Gibril Wilson and Jay Richardson),-0.230,-0.720
OT,8:02,,,,13,13,Timeout #1 by New York Jets,0.000,-0.720
OT,8:02,3,4,NYJ 16,13,13,Brett Favre pass incomplete deep left intended for Dustin Keller (defended by Michael Huff),-0.720,-2.390
OT,7:55,4,4,NYJ 16,13,13,"Reggie Hodges punts 50 yards, returned by Johnnie Lee Higgins for 11 yards (tackle by Vernon Gholston)",-2.390,-1.930
OT,7:44,1,10,OAK 45,13,13,Justin Fargas right guard for 1 yard (tackle by Eric Barton),1.930,1.520
OT,7:12,2,9,OAK 46,13,13,JaMarcus Russell pass incomplete short left intended for Darren McFadden,1.520,0.830
OT,7:08,3,9,OAK 46,13,13,JaMarcus Russell pass incomplete short right intended for Johnnie Lee Higgins,0.830,-0.320
OT,7:03,4,9,OAK 46,13,13,Shane Lechler punts 36 yards,-0.320,-0.040
OT,6:53,1,10,NYJ 18,13,13,Thomas Jones left tackle for 7 yards (tackle by Jay Richardson),0.040,0.550
OT,6:15,2,3,NYJ 25,13,13,Thomas Jones right end for 10 yards (tackle by Ricky Brown),0.550,1.270
OT,5:42,1,10,NYJ 35,13,13,Thomas Jones left tackle for -2 yards (tackle by Ricky Brown),1.270,0.450
OT,4:58,2,12,NYJ 33,13,13,Brett Favre pass incomplete deep left intended for Chris Baker,0.450,-0.230
OT,4:51,3,12,NYJ 33,13,13,"Brett Favre left end for 5 yards (tackle by Kirk Morrison). Brett Favre fumbles (forced by Kirk Morrison), ball out of bounds at NYJ-38",-0.230,-0.850
OT,4:44,4,7,NYJ 38,13,13,"Reggie Hodges punts 43 yards, fair catch by Johnnie Lee Higgins",-0.850,-0.150
OT,4:36,1,10,OAK 19,13,13,JaMarcus Russell pass complete deep middle to Javon Walker for 16 yards (tackle by Dwight Lowery),0.150,1.270
OT,3:56,1,10,OAK 35,13,13,JaMarcus Russell pass complete short middle to Zach Miller for 27 yards (tackle by Abram Elam),1.270,3.050
OT,3:13,1,10,NYJ 38,13,13,Justin Fargas right end for -1 yards (tackle by Bryan Thomas),3.050,2.370
OT,2:41,,,,13,13,Timeout #1 by Oakland Raiders,0.000,2.370
OT,2:41,2,11,NYJ 39,13,13,JaMarcus Russell pass incomplete short left intended for Justin Griffith,2.370,1.680
OT,2:37,,,,13,13,Timeout #2 by New York Jets,0.000,1.680
OT,2:37,3,11,NYJ 39,13,13,JaMarcus Russell pass incomplete short right intended for Javon Walker,1.680,0.660
OT,2:35,4,11,NYJ 39,13,16,Sebastian Janikowski 57 yard field goal good,0.660,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
