Quarter,Time,Down,ToGo,Location,ARI,PIT,Detail,EPB,EPA
2,14:21,1,10,ARI 48,3,3,James Conner left guard for -2 yards (tackle by Nick Herbig),2.130,1.310
2,13:44,2,12,ARI 46,3,3,Kyler Murray left guard for -2 yards (tackle by T.J. Watt),1.310,0.370
2,13:01,3,14,ARI 44,3,3,Kyler Murray pass incomplete deep middle intended for Rondale Moore,0.370,-0.460
2,12:54,4,14,ARI 44,3,3,"Blake Gillikin punts 56 yards, touchback.",-0.460,-0.280
2,12:44,1,10,PIT 20,3,3,Najee Harris right guard for 6 yards (tackle by Roy Lopez and Josh Woods),0.280,0.540
2,12:05,2,4,PIT 26,3,3,Najee Harris right tackle for no gain (tackle by Josh Woods and Roy Lopez) (no play),0.540,-0.130
2,11:39,2,9,PIT 21,3,3,"Kenny Pickett pass incomplete deep right intended for George Pickens. Penalty on Divaad Wilson: Defensive Pass Interference, 16 yards (accepted) (no play)",-0.130,1.400
2,11:34,1,10,PIT 37,3,3,Jaylen Warren left tackle for 18 yards (tackle by Budda Baker and Jalen Thompson),1.400,2.590
2,10:51,1,10,ARI 45,3,3,Jaylen Warren left tackle for 2 yards (tackle by Budda Baker),2.590,2.310
2,10:14,2,8,ARI 43,3,3,Kenny Pickett pass complete short left to George Pickens for 10 yards (tackle by Divaad Wilson),2.310,3.380
2,9:40,1,10,ARI 33,3,3,Najee Harris left tackle for 11 yards (tackle by Jalen Thompson),3.380,4.110
2,9:00,1,10,ARI 22,3,3,Jaylen Warren right end for 5 yards (tackle by Krys Barnes and Jalen Thompson),4.110,4.290
2,8:20,2,5,ARI 17,3,3,Najee Harris left tackle for 2 yards (tackle by Kevin Strong),4.290,3.930
2,7:38,3,3,ARI 15,3,3,Kenny Pickett pass complete short middle to Pat Freiermuth for 8 yards (tackle by Kevin Strong and Budda Baker),3.930,5.600
2,6:55,1,7,ARI 7,3,3,Najee Harris right tackle for 2 yards (tackle by Jonathan Ledbetter and Dante Stills),5.600,5.150
2,6:12,2,5,ARI 5,3,3,Najee Harris left guard for 2 yards (tackle by Dante Stills and Jonathan Ledbetter),5.150,4.720
2,5:31,3,3,ARI 3,3,3,Kenny Pickett scrambles up the middle for 2 yards (tackle by Jonathan Ledbetter and Josh Woods),4.720,3.550
2,4:58,4,1,ARI 1,3,3,Najee Harris up the middle for no gain (tackle by Kevin Strong and Jesse Luketa),3.550,0.380
2,4:51,1,10,ARI 1,3,3,Kyler Murray pass complete short right to Geoff Swaim for 1 yard (tackle by Mykal Walker),-0.380,-0.710
2,4:25,2,9,ARI 2,3,3,James Conner up the middle for 6 yards (tackle by Elandon Roberts and Minkah Fitzpatrick),-0.710,-0.600
2,3:57,3,3,ARI 8,3,3,Kyler Murray pass complete short middle to Elijah Higgins for 21 yards (tackle by Trenton Thompson),-0.600,0.870
2,3:19,1,10,ARI 29,3,3,James Conner up the middle for no gain (tackle by Armon Watts and Alex Highsmith),0.870,0.330
2,2:44,2,10,ARI 29,3,3,James Conner left end for 4 yards (tackle by Damontae Kazee),0.330,0.170
2,2:05,3,6,ARI 33,3,3,Michael Carter right guard for 19 yards (tackle by Levi Wallace),0.170,2.390
2,1:58,1,10,PIT 48,3,3,Kyler Murray pass incomplete short left intended for Marquise Brown,2.390,1.850
2,1:52,2,10,PIT 48,3,3,Michael Carter right guard for 4 yards (tackle by Isaiahh Loudermilk and Damontae Kazee),1.850,1.690
2,1:47,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:47,3,6,PIT 44,3,3,Kyler Murray pass complete deep middle to Trey McBride for 17 yards (tackle by Mykal Walker),1.690,3.780
2,1:26,1,10,PIT 27,3,3,James Conner left guard for 3 yards (tackle by Alex Highsmith and T.J. Watt),3.780,3.640
2,1:20,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,1:20,2,7,PIT 24,3,3,"James Conner left tackle for no gain. Penalty on Trey McBride: Offensive Holding, 10 yards (accepted) (no play)",3.640,2.290
2,1:14,2,17,PIT 34,3,3,Kyler Murray pass complete short right to Trey McBride for 12 yards (tackle by Damontae Kazee),2.290,3.200
2,1:07,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,1:07,3,5,PIT 22,3,3,Kyler Murray pass complete short middle to Trey McBride for 15 yards (tackle by Mykal Walker),3.200,5.600
2,0:30,1,7,PIT 7,3,3,James Conner right guard for 2 yards (tackle by Joey Porter and Mark Robinson),5.600,5.150
2,0:24,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:24,2,5,PIT 5,3,3,"Kyler Murray pass complete short middle to Trey McBride for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Kyler Murray pass incomplete short middle intended for Trey McBride",5.150,4.260
2,0:20,3,5,PIT 5,9,3,"Kyler Murray pass complete short left to Trey McBride for 5 yards, touchdown",4.260,7.000
2,0:15,,,PIT 15,10,3,Matt Prater kicks extra point good,0.000,0.000
2,0:15,,,ARI 35,10,3,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
2,0:15,1,10,PIT 25,10,3,Mitchell Trubisky kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,ARI,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,3,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,10,3,Kyler Murray pass incomplete short right intended for James Conner (defended by T.J. Watt),0.610,0.060
3,14:57,2,10,ARI 25,10,3,James Conner left guard for 6 yards (tackle by Mark Robinson),0.060,0.170
3,14:19,3,4,ARI 31,10,3,Kyler Murray pass incomplete short left intended for Marquise Brown,0.170,-1.310
3,14:16,4,4,ARI 31,10,3,Blake Gillikin punts 62 yards downed by Joey Blount,-1.310,0.380
3,14:04,1,10,PIT 7,10,3,Najee Harris right tackle for 1 yard (tackle by Divaad Wilson and Josh Woods),-0.380,-0.710
3,13:22,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,13:22,2,9,PIT 8,10,3,Mitchell Trubisky pass incomplete short middle intended for Connor Heyward,-0.710,-1.300
3,13:18,3,9,PIT 8,10,3,Mitchell Trubisky pass complete short right to Pat Freiermuth for 9 yards (tackle by Josh Woods and Budda Baker),-1.300,-0.060
3,12:53,1,10,PIT 17,10,3,Jaylen Warren left tackle for 4 yards (tackle by Roy Lopez and Jalen Thompson),-0.060,0.080
3,12:12,2,6,PIT 21,10,3,Jaylen Warren left tackle for 8 yards (tackle by Roy Lopez and Divaad Wilson),0.080,0.870
3,11:34,1,10,PIT 29,10,3,Jaylen Warren left end for no gain (no play),0.870,0.540
3,11:10,1,15,PIT 24,10,3,Mitchell Trubisky pass complete short right to Allen Robinson for 6 yards (tackle by Kei'Trel Clark),0.540,0.460
3,10:33,2,9,PIT 30,10,3,"Mitchell Trubisky aborted snap, recovered by Dante Stills at PIT-21",0.460,-4.170
3,10:29,1,10,PIT 21,10,3,Kyler Murray pass incomplete deep left intended for James Conner,4.170,3.630
3,10:23,2,10,PIT 21,10,3,Kyler Murray left end for 9 yards (tackle by Minkah Fitzpatrick),3.630,4.490
3,10:02,3,1,PIT 12,10,3,James Conner up the middle for 3 yards (tackle by Alex Highsmith),4.490,5.140
3,9:25,1,9,PIT 9,10,3,Kyler Murray sacked by and T.J. Watt for -6 yards and Alex Highsmith for -6 yards,5.140,3.460
3,8:47,2,15,PIT 15,10,3,James Conner right end for 7 yards (tackle by Minkah Fitzpatrick and Joey Porter),3.460,3.580
3,8:05,3,8,PIT 8,10,3,"Kyler Murray pass incomplete short right intended for Greg Dortch. Penalty on Joey Porter: Defensive Pass Interference, 7 yards (accepted) (no play)",3.580,6.970
3,7:57,1,1,PIT 1,10,3,James Conner up the middle for no gain (tackle by Isaiahh Loudermilk and Mark Robinson),6.970,5.910
3,7:21,2,1,PIT 1,16,3,"James Conner up the middle for 1 yard, touchdown",5.910,7.000
3,7:18,,,PIT 15,17,3,Matt Prater kicks extra point good,0.000,0.000
3,7:18,,,ARI 35,17,3,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,7:18,1,10,PIT 25,17,3,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 12 yards (tackle by BJ Ojulari and Josh Woods),0.610,1.400
3,6:45,1,10,PIT 37,17,3,Najee Harris right tackle for 11 yards (tackle by BJ Ojulari and Krys Barnes),1.400,2.130
3,6:03,1,10,PIT 48,17,3,Mitchell Trubisky pass incomplete deep middle intended for Diontae Johnson,2.130,1.580
3,5:56,2,10,PIT 48,17,3,Najee Harris right tackle for 1 yard (tackle by Kevin Strong),1.580,1.020
3,5:17,3,9,PIT 49,17,3,"Penalty on Diontae Johnson: False Start, 5 yards (accepted) (no play)",1.020,0.370
3,4:52,3,14,PIT 44,17,3,Mitchell Trubisky pass complete deep right to George Pickens for 25 yards,0.370,3.510
3,4:14,1,10,ARI 31,17,3,Jaylen Warren right end for 4 yards (tackle by Josh Woods),3.510,3.510
3,3:36,2,6,ARI 27,17,3,Mitchell Trubisky pass incomplete short left intended for Jaylen Warren (defended by Zaven Collins),3.510,2.810
3,3:28,3,6,ARI 27,17,3,Mitchell Trubisky pass incomplete deep middle intended for Connor Heyward,2.810,1.700
3,3:23,4,6,ARI 27,17,3,Chris Boswell 45 yard field goal no good,1.700,-1.270
3,3:20,1,10,ARI 35,17,3,Kyler Murray pass complete short left to Geoff Swaim for 9 yards (tackle by Mark Robinson),1.270,1.940
3,2:38,2,1,ARI 44,17,3,"Penalty on Trey McBride: False Start, 5 yards (accepted) (no play)",1.940,1.260
3,2:15,2,6,ARI 39,17,3,"Kyler Murray for -1 yards. Kyler Murray fumbles (forced by Keeanu Benton), recovered by James Conner at ARI-37",1.260,0.300
3,1:32,3,8,ARI 37,17,3,Kyler Murray scrambles right end for 8 yards (tackle by Minkah Fitzpatrick),0.300,1.930
3,1:17,1,10,ARI 45,17,3,Michael Carter right tackle for 1 yard (tackle by Alex Highsmith),1.930,1.520
3,0:44,2,9,ARI 46,17,3,"Kyler Murray aborted snap, recovered by Rondale Moore at ARI-43",1.520,0.430
Quarter,Time,Down,ToGo,Location,ARI,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,ARI 43,17,3,Kyler Murray pass complete deep right to Greg Dortch for 19 yards (tackle by Joey Porter),0.430,3.050
4,14:39,1,10,PIT 38,17,3,Michael Carter right tackle for 1 yard (tackle by Cameron Heyward),3.050,2.640
4,13:59,2,9,PIT 37,17,3,James Conner left tackle for 4 yards (tackle by Mykal Walker and Mark Robinson),2.640,2.480
4,13:16,3,5,PIT 33,17,3,"Kyler Murray pass complete deep right to Rondale Moore for no gain, touchdown. Penalty on Carter O'Donnell: Offensive Holding, 10 yards (accepted) (no play)",2.480,1.160
4,13:08,3,15,PIT 43,17,3,Kyler Murray pass complete short left to Trey McBride for 6 yards (tackle by Levi Wallace and Trenton Thompson),1.160,0.790
4,12:28,4,9,PIT 37,17,3,Blake Gillikin punts 33 yards downed by Dan Chisena,0.790,0.380
4,12:19,1,10,PIT 4,17,3,Najee Harris right tackle for -1 yards (tackle by Budda Baker),-0.380,-0.850
4,11:37,2,11,PIT 3,17,3,Mitchell Trubisky scrambles right end for 6 yards (tackle by Josh Woods),-0.850,-0.840
4,10:54,3,5,PIT 9,17,3,Mitchell Trubisky pass incomplete short left intended for Pat Freiermuth,-0.840,-2.490
4,10:49,4,5,PIT 9,17,3,"Pressley Harvin punts 46 yards, returned by Greg Dortch for 7 yards (tackle by Miles Killebrew). Penalty on Miles Killebrew: Offensive Facemask, 15 yards (accepted)",-2.490,-3.380
4,10:36,1,10,PIT 33,17,3,Kyler Murray pass complete short left to Trey McBride for 16 yards (tackle by Mykal Walker),3.380,4.440
4,9:58,1,10,PIT 17,17,3,James Conner left guard for 4 yards (tackle by Mykal Walker),4.440,4.500
4,9:15,2,6,PIT 13,17,3,James Conner left tackle for 4 yards (tackle by Larry Ogunjobi and Mykal Walker),4.500,4.570
4,8:33,3,2,PIT 9,23,3,"James Conner left tackle for 9 yards, touchdown",4.570,7.000
4,8:28,,,PIT 15,24,3,Matt Prater kicks extra point good,0.000,0.000
4,8:28,,,ARI 35,24,3,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
4,8:28,1,10,PIT 25,24,3,Mitchell Trubisky pass complete short right to Allen Robinson for 8 yards (tackle by Garrett Williams),0.610,1.140
4,8:09,2,2,PIT 33,24,3,Mitchell Trubisky pass complete short middle to Najee Harris for 4 yards (tackle by Krys Barnes),1.140,1.400
4,7:45,1,10,PIT 37,24,3,Najee Harris up the middle for 3 yards (tackle by Zaven Collins),1.400,1.260
4,7:18,2,7,PIT 40,24,3,Mitchell Trubisky pass complete short middle to Najee Harris for 10 yards (tackle by Garrett Williams),1.260,2.320
4,6:55,1,10,ARI 49,24,3,Mitchell Trubisky pass incomplete short middle intended for Najee Harris (defended by Dennis Gardeck),2.320,1.710
4,6:49,2,10,ARI 50,24,3,Mitchell Trubisky pass complete short right to Allen Robinson for 5 yards (tackle by Garrett Williams),1.710,1.690
4,6:27,3,5,ARI 45,24,3,Mitchell Trubisky pass complete short right to Calvin Austin for 10 yards,1.690,3.250
4,5:54,1,10,ARI 35,24,3,"Penalty on Jonathan Ledbetter: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.250,3.980
4,5:33,1,5,ARI 30,24,3,Mitchell Trubisky pass complete deep middle to Diontae Johnson for 26 yards (tackle by Budda Baker),3.980,6.280
4,5:09,1,4,ARI 4,24,3,Jaylen Warren left tackle for 2 yards (tackle by Jalen Thompson and Josh Woods),6.280,5.720
4,4:30,2,2,ARI 2,24,9,"Mitchell Trubisky pass complete short left to Diontae Johnson for 2 yards, touchdown",5.720,7.000
4,4:25,,,ARI 15,24,10,Chris Boswell kicks extra point good,0.000,0.000
4,4:25,,,PIT 35,24,10,"Chris Boswell kicks off 60 yards,",0.000,0.610
4,4:25,1,10,ARI 25,24,10,James Conner right end for 29 yards (tackle by Trenton Thompson),0.610,2.520
4,3:38,1,10,PIT 46,24,10,James Conner left guard for 1 yard (tackle by Larry Ogunjobi and T.J. Watt),2.520,2.110
4,3:33,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,3:33,2,9,PIT 45,24,10,"Penalty on PIT: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",2.110,2.790
4,3:33,2,4,PIT 40,24,10,James Conner left tackle for -2 yards (tackle by Mykal Walker and Alex Highsmith),2.790,1.820
4,3:28,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,3:28,3,6,PIT 42,24,10,James Conner right end for 10 yards (tackle by Mark Robinson),1.820,3.450
4,2:41,1,10,PIT 32,24,10,James Conner left tackle for 1 yard (tackle by Isaiahh Loudermilk and Armon Watts),3.450,3.040
4,2:00,2,9,PIT 31,24,10,James Conner for 11 yards (tackle by Joey Porter and Mykal Walker),3.040,4.240
4,1:52,1,10,PIT 20,24,10,Kyler Murray kneels for -1 yards,4.240,3.560
4,1:12,2,11,PIT 21,24,10,Kyler Murray kneels for -1 yards,3.560,2.740
4,0:36,3,12,PIT 22,24,10,Kyler Murray kneels for -1 yards,2.740,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
