Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
2,7:38,,,ATL 35,3,7,"Elliott Fry kicks off 65 yards, touchback.",0.000,0.610
2,7:38,1,10,GNB 25,3,7,Aaron Rodgers pass complete short middle to Marquez Valdes-Scantling for 17 yards (tackle by Damontae Kazee),0.610,1.730
2,6:59,1,10,GNB 42,3,7,AJ Dillon right end for 3 yards (tackle by Jaylinn Hawkins),1.730,1.590
2,6:18,2,7,GNB 45,3,7,Aaron Rodgers pass complete short left to Tyler Ervin for 8 yards (tackle by Deion Jones),1.590,2.460
2,5:36,1,10,ATL 47,3,7,Aaron Rodgers pass incomplete short left intended for Tyler Ervin,2.460,1.910
2,5:30,2,10,ATL 47,3,7,Aaron Rodgers pass incomplete short left intended for Marquez Valdes-Scantling (defended by Kendall Sheffield),1.910,1.220
2,5:27,3,10,ATL 47,3,7,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling. Penalty on Lucas Patrick: Offensive Holding (Offsetting) . Penalty on Darnell Savage: Defensive Holding (Offsetting) (no play),1.220,1.220
2,5:18,3,10,ATL 47,3,7,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 14 yards (tackle by Kendall Sheffield),1.220,3.380
2,4:35,1,10,ATL 33,3,7,Jamaal Williams up the middle for 3 yards (tackle by Deion Jones and Steven Means),3.380,3.240
2,3:55,2,7,ATL 30,3,7,Aaron Rodgers pass complete short left to Jamaal Williams for 15 yards (tackle by Kendall Sheffield),3.240,4.580
2,3:19,1,10,ATL 15,3,7,Jamaal Williams up the middle for -4 yards (tackle by Dante Fowler),4.580,3.450
2,2:38,2,14,ATL 19,3,7,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,3.450,2.790
2,2:34,3,14,ATL 19,3,13,"Aaron Rodgers pass complete deep left to Robert Tonyan for 19 yards, touchdown",2.790,7.000
2,2:28,,,ATL 15,3,13,Mason Crosby kicks extra point no good wide left,0.000,-1.000
2,2:28,,,GNB 35,3,13,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,2:28,1,10,ATL 25,3,13,Brian Hill up the middle for 2 yards (tackle by Raven Greene and Billy Winn),0.610,0.330
2,2:00,2,8,ATL 27,3,13,Matt Ryan pass complete short right to Julio Jones for 4 yards (tackle by Jaire Alexander),0.330,0.170
2,1:55,3,4,ATL 31,3,13,Matt Ryan sacked by Raven Greene for -11 yards,0.170,-2.030
2,1:48,,,,,,Timeout #2 by Green Bay Packers,,
2,1:48,4,15,ATL 20,3,13,"Sterling Hofrichter punts 41 yards, returned by Tyler Ervin for 11 yards (tackle by Jaylinn Hawkins)",-2.030,-2.260
2,1:37,1,10,GNB 50,3,13,Jamaal Williams right tackle for 5 yards (tackle by Allen Bailey and Foyesade Oluokun),2.260,2.390
2,1:31,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:31,2,5,ATL 45,3,13,Aaron Rodgers pass complete short right to Jamaal Williams for 9 yards (tackle by Jamal Carter),2.390,3.180
2,1:26,1,10,ATL 36,3,13,Aaron Rodgers pass complete short right to Robert Tonyan for 3 yards (tackle by Foyesade Oluokun),3.180,3.040
2,1:21,2,7,ATL 33,3,13,"Aaron Rodgers up the middle for 3 yards (tackle by Foyesade Oluokun). Penalty on Elgton Jenkins: Offensive Holding, 10 yards (no play)",3.040,1.690
2,1:16,2,17,ATL 43,3,13,Aaron Rodgers pass complete short middle to Jamaal Williams for 2 yards (tackle by Foyesade Oluokun),1.690,1.290
2,1:07,3,15,ATL 41,3,13,Aaron Rodgers pass complete short right to Jamaal Williams for 13 yards (tackle by Deion Jones),1.290,1.700
2,0:58,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:58,4,2,ATL 28,3,13,Aaron Rodgers pass complete short middle to Malik Taylor for 20 yards (tackle by Sharrod Neasman),1.700,5.370
2,0:50,1,8,ATL 8,3,19,"Aaron Rodgers pass complete short middle to Robert Tonyan for 8 yards, touchdown",5.370,7.000
2,0:46,,,ATL 15,3,20,Mason Crosby kicks extra point good,0.000,0.000
2,0:46,,,GNB 35,3,20,"Mason Crosby kicks off 46 yards, returned by Jaeden Graham for 13 yards (tackle by Vernon Scott)",0.000,1.070
2,0:42,1,10,ATL 32,3,20,Matt Ryan pass complete short middle to Olamide Zaccheaus for 10 yards (tackle by Krys Barnes),1.070,1.730
2,0:27,1,10,ATL 42,3,20,Matt Ryan pass complete short middle to Brian Hill for 9 yards (tackle by Kevin King and Krys Barnes),1.730,2.400
2,0:18,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:18,2,1,GNB 49,3,20,Matt Ryan sacked by Za'Darius Smith for -8 yards,2.400,0.630
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,3,20,"Elliott Fry kicks off 64 yards, returned by Tyler Ervin for 20 yards (tackle by Jordan Miller)",0.000,0.340
3,14:51,1,10,GNB 21,3,20,Jamaal Williams left tackle for 2 yards (tackle by Steven Means and Foyesade Oluokun),0.340,0.070
3,14:08,2,8,GNB 23,3,20,Aaron Jones up the middle for 2 yards (tackle by Foyesade Oluokun),0.070,-0.360
3,13:46,3,6,GNB 25,3,20,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 8 yards (tackle by Kendall Sheffield),-0.360,1.140
3,13:26,1,10,GNB 33,3,20,Aaron Jones left tackle for -3 yards (tackle by John Cominsky and Dante Fowler),1.140,0.190
3,12:43,2,13,GNB 30,3,20,Aaron Jones left tackle for no gain (tackle by Grady Jarrett and Jamal Carter),0.190,-0.490
3,11:56,3,13,GNB 30,3,20,Aaron Rodgers pass incomplete deep right intended for Darrius Shepherd,-0.490,-1.370
3,11:49,4,13,GNB 30,3,20,JK Scott punts 37 yards out of bounds,-1.370,-1.140
3,11:42,1,10,ATL 33,3,20,Matt Ryan pass complete deep left to Hayden Hurst for 18 yards (tackle by Darnell Savage),1.140,2.320
3,11:08,1,10,GNB 49,3,20,Matt Ryan pass complete deep right to Olamide Zaccheaus for 16 yards (tackle by Josh Jackson),2.320,3.380
3,10:26,1,10,GNB 33,3,20,Todd Gurley left end for 5 yards (tackle by Darnell Savage),3.380,3.510
3,9:54,2,5,GNB 28,3,20,Todd Gurley up the middle for 5 yards (tackle by Will Redmond),3.510,4.040
3,9:15,1,10,GNB 23,3,20,Todd Gurley up the middle for no gain (tackle by Za'Darius Smith and Tyler Lancaster),4.040,3.500
3,8:30,2,10,GNB 23,3,20,"Matt Ryan up the middle for 1 yard (tackle by Will Redmond). Penalty on Za'Darius Smith: Defensive Offside, 5 yards (no play)",3.500,4.210
3,8:04,2,5,GNB 18,3,20,Matt Ryan pass incomplete short right intended for Calvin Ridley,4.210,3.490
3,7:59,3,5,GNB 18,3,20,Todd Gurley right end for 13 yards (tackle by Darnell Savage),3.490,6.060
3,7:25,1,5,GNB 5,9,20,"Todd Gurley left tackle for 5 yards, touchdown",6.060,7.000
3,7:20,,,GNB 15,9,20,Elliott Fry kicks extra point no good wide right,0.000,-1.000
3,7:20,,,ATL 35,9,20,"Elliott Fry kicks off 65 yards, returned by Tyler Ervin for 34 yards (tackle by Christian Blake). Penalty on Christian Blake: Face Mask (15 Yards), 15 yards",0.000,2.190
3,7:12,1,10,GNB 49,9,20,Aaron Rodgers pass complete deep right to Aaron Jones for 23 yards (tackle by Jamal Carter),2.190,3.710
3,6:39,1,10,ATL 28,9,20,Aaron Jones right end for 6 yards (tackle by Mykal Walker),3.710,3.980
3,6:07,2,4,ATL 22,9,20,Aaron Jones up the middle for 1 yard (tackle by Jamal Carter),3.980,3.400
3,5:24,3,3,ATL 21,9,26,"Aaron Rodgers pass complete deep right to Robert Tonyan for 21 yards, touchdown. Penalty on Jamal Carter: Defensive Holding (Declined)",3.400,7.000
3,5:18,,,ATL 15,9,27,Mason Crosby kicks extra point good,0.000,0.000
3,5:18,,,GNB 35,9,27,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,5:18,1,10,ATL 25,9,27,Matt Ryan pass complete short right to Ito Smith for 6 yards (tackle by Krys Barnes),0.610,0.870
3,4:45,2,4,ATL 31,9,27,Ito Smith left guard for 3 yards (tackle by Ty Summers),0.870,0.560
3,4:14,3,1,ATL 34,9,27,"Penalty on Jake Matthews: False Start, 4 yards (no play)",0.560,0.040
3,3:58,3,5,ATL 30,9,27,Matt Ryan pass complete short right to Olamide Zaccheaus for 6 yards (tackle by Josh Jackson),0.040,1.330
3,3:22,1,10,ATL 36,9,27,Matt Ryan pass complete short right to Ito Smith for 11 yards (tackle by Raven Greene),1.330,2.060
3,2:39,1,10,ATL 47,9,27,Matt Ryan pass incomplete deep left intended for Hayden Hurst,2.060,1.520
3,2:33,2,10,ATL 47,9,27,Ito Smith right guard for no gain (tackle by Tyler Lancaster and Montravius Adams),1.520,0.830
3,1:48,3,10,ATL 47,9,27,Matt Ryan right end for 4 yards (tackle by Jaire Alexander),0.830,0.000
3,1:15,,,,,,Timeout #1 by Green Bay Packers,,
3,1:15,4,6,GNB 49,9,27,"Matt Ryan pass incomplete deep right intended for Calvin Ridley. Penalty on Josh Jackson: Defensive Pass Interference (Declined) . Penalty on Za'Darius Smith: Roughing the Passer, 15 yards (no play)",0.000,3.310
3,1:10,1,10,GNB 34,9,27,Matt Ryan pass complete short left to Keith Smith for 4 yards (tackle by Preston Smith),3.310,3.310
3,0:30,2,6,GNB 30,9,27,Matt Ryan pass complete short right to Olamide Zaccheaus for 16 yards (tackle by Darnell Savage),3.310,4.650
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 14,9,27,Matt Ryan pass complete short middle to Brian Hill for 4 yards (tackle by Ty Summers and Za'Darius Smith),4.650,4.710
4,14:23,2,6,GNB 10,9,27,Brian Hill right tackle for 6 yards (tackle by Za'Darius Smith),4.710,6.280
4,13:39,1,4,GNB 4,9,27,Brian Hill left guard for 1 yard (tackle by Ty Summers),6.280,5.530
4,12:58,2,3,GNB 3,15,27,"Todd Gurley left end for 3 yards, touchdown",5.530,7.000
4,12:52,,,GNB 15,16,27,Elliott Fry kicks extra point good,0.000,0.000
4,12:52,,,ATL 35,16,27,"Elliott Fry kicks off 65 yards, touchback.",0.000,0.610
4,12:52,1,10,GNB 25,16,27,Aaron Jones left tackle for 11 yards (tackle by Grady Jarrett),0.610,1.330
4,12:10,1,10,GNB 36,16,27,Aaron Rodgers pass complete short left to Aaron Jones for 6 yards (tackle by Isaiah Oliver),1.330,1.600
4,11:32,2,4,GNB 42,16,27,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 6 yards (tackle by Kendall Sheffield),1.600,2.130
4,10:46,,,,,,Timeout #2 by Green Bay Packers,,
4,10:46,1,10,GNB 48,16,27,Jamaal Williams right guard for 3 yards (tackle by Jamal Carter),2.130,1.990
4,10:06,2,7,ATL 49,16,27,Aaron Rodgers pass complete short right to Jamaal Williams for 5 yards (tackle by Charles Harris),1.990,1.950
4,9:28,3,2,ATL 44,16,27,"Aaron Rodgers sacked by Deion Jones for no gain. Penalty on Jamal Carter: Defensive Holding, 4 yards (no play)",1.950,2.920
4,8:55,1,10,ATL 40,16,27,Aaron Jones up the middle for 12 yards (tackle by Deion Jones),2.920,3.710
4,8:09,1,10,ATL 28,16,27,Aaron Rodgers pass complete short right to Aaron Jones for -3 yards (tackle by Grady Jarrett),3.710,2.760
4,7:24,2,13,ATL 31,16,27,Aaron Rodgers sacked by Charles Harris for -12 yards,2.760,0.500
4,6:40,3,25,ATL 43,16,27,Aaron Rodgers pass complete short middle to Jamaal Williams for 13 yards (tackle by Deion Jones and Foyesade Oluokun),0.500,1.410
4,6:00,4,12,ATL 30,16,30,Mason Crosby 48 yard field goal good,1.410,3.000
4,5:55,,,GNB 35,16,30,"Mason Crosby kicks off 66 yards, returned by Brandon Powell for 26 yards (tackle by Raven Greene)",0.000,0.610
4,5:50,1,10,ATL 25,16,30,Matt Ryan pass complete short right to Todd Gurley for 6 yards (tackle by Ty Summers),0.610,0.870
4,5:28,2,4,ATL 31,16,30,Matt Ryan pass complete short middle to Olamide Zaccheaus for 13 yards (tackle by Raven Greene),0.870,1.860
4,5:04,1,10,ATL 44,16,30,Matt Ryan pass complete short middle to Olamide Zaccheaus for 11 yards (tackle by Adrian Amos),1.860,2.590
4,4:42,1,10,GNB 45,16,30,Matt Ryan pass complete deep right to Christian Blake for 19 yards (tackle by Adrian Amos),2.590,3.840
4,4:37,1,10,GNB 26,16,30,Todd Gurley left end for 4 yards (tackle by Kingsley Keke),3.840,3.840
4,4:30,2,6,GNB 22,16,30,Matt Ryan pass incomplete deep middle intended for Christian Blake,3.840,3.140
4,4:26,3,6,GNB 22,16,30,Matt Ryan sacked by Za'Darius Smith for -4 yards,3.140,1.740
4,3:44,4,10,GNB 26,16,30,Matt Ryan pass incomplete deep middle intended for Calvin Ridley (defended by Adrian Amos),1.740,-0.670
4,3:38,1,10,GNB 26,16,30,Aaron Jones right end for 4 yards (tackle by Isaiah Oliver),0.670,0.670
4,3:33,,,,,,Timeout #1 by Atlanta Falcons,,
4,3:33,2,6,GNB 30,16,30,Aaron Rodgers left end for 5 yards (tackle by Kendall Sheffield),0.670,0.630
4,3:24,,,,,,Timeout #2 by Atlanta Falcons,,
4,3:24,3,1,GNB 35,16,30,Aaron Rodgers pass complete short left to Robert Tonyan for 20 yards (tackle by Kendall Sheffield),0.630,2.590
4,3:16,,,,,,Timeout #3 by Atlanta Falcons,,
4,3:16,1,10,ATL 45,16,30,Jamaal Williams left tackle for -1 yards (tackle by Sharrod Neasman and Grady Jarrett),2.590,1.910
4,2:32,2,11,ATL 46,16,30,Jamaal Williams right tackle for 2 yards (tackle by Steven Means),1.910,1.490
4,2:00,3,9,ATL 44,16,30,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling. Penalty on Jace Sternberger: Illegal Block Above the Waist (Declined),1.490,0.330
4,1:53,4,9,ATL 44,16,30,"JK Scott punts 44 yards, touchback.",0.330,-0.280
4,1:46,1,10,ATL 20,16,30,Matt Ryan pass complete short middle to Hayden Hurst for 14 yards (tackle by Ty Summers and Raven Greene),0.280,1.200
4,1:27,1,10,ATL 34,16,30,Matt Ryan pass complete deep left to Christian Blake for 21 yards (tackle by Adrian Amos),1.200,2.590
4,1:10,1,10,GNB 45,16,30,Matt Ryan pass complete short middle to Ito Smith for 7 yards (tackle by Ty Summers and Raven Greene),2.590,2.990
4,0:52,2,3,GNB 38,16,30,Matt Ryan pass complete short left to Christian Blake for 7 yards (tackle by Jaire Alexander),2.990,3.510
4,0:48,1,10,GNB 31,16,30,Matt Ryan sacked by Za'Darius Smith for -13 yards,3.510,1.210
4,0:24,2,23,GNB 44,16,30,Matt Ryan pass incomplete short right intended for Olamide Zaccheaus (defended by Ka'dar Hollman),1.210,0.560
4,0:18,3,23,GNB 44,16,30,Matt Ryan pass complete short middle to Olamide Zaccheaus for 8 yards (tackle by Ka'dar Hollman),0.560,0.880
4,0:10,4,15,GNB 36,16,30,Matt Ryan pass incomplete short right intended for Christian Blake (defended by Ka'dar Hollman),0.880,-1.330
4,0:05,1,10,GNB 36,16,30,Tim Boyle kneels for -1 yards,1.330,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
